,Concept_ID,bg,da
872,rauchen::V,димя,ryge
873,regnen::V,вали дъжд,regne
874,gefrieren::V,замръзна,fryse
875,tauen::V,топя се,tø
876,schmelzen::V,разтопя се,smelte
877,trocknen::V,съхна,tørre
878,sieden::V,вря,koge
879,sieden::V,кипя,koge
880,faulen::V,гния,rådne
881,verfaulen::V,изгния,rådne
882,reißen::V,напукам се,briste
883,versinken::V,потъна,synke
884,versinken::V,потъна,synke ned
885,vergehen::V,минавам,forløbe
886,erscheinen::V,явя се,vise sig
887,verschwinden::V,изчезна,forsvinde
888,sinken::V,падна,synke
889,abnehmen::V,отслабна,aftage
890,zunehmen::V,нарасна,tiltage
891,steigen::V,увелича се,stige
892,steigen::V,покачвам се,stige
893,wachsen::V,раста,gro
894,wachsen::V,раста,vokse
895,glänzen::V,лъщя,glinse
896,glänzen::V,блестя,glinse
897,funkeln::V,искря,tindre
898,lärmen::V,шумя,larme
899,läuten::V,звъня,ringe
900,klingeln::V,звъня,ringe
901,klirren::V,звънтя,klirre
902,klirren::V,дрънкам,klirre
903,brausen::V,буча,bruse
904,rauschen::V,шумя,suse
905,klingen::V,звуча,lyde
906,klingen::V,звуча,klinge
907,bellen::V,лая,gø
908,heulen::V,вия,hyle
909,heulen::V,рева,hyle
910,blasen::V,духна,blæse
911,pfeifen::V,свиря,fløjte
912,schreien::V,крещя,skrige
913,stöhnen::V,стена,stønne
914,stöhnen::V,пъшкам,stønne
915,zittern::V,треперя,dirre
916,zittern::V,треперя,skælve
917,leben::V,живея,leve
918,geboren werden::V,родя се,fødes
919,atmen::V,дишам,ånde
920,trinken::V,пия,drikke
921,essen::V,ям,spise
922,schlucken::V,гълтам,synke
923,müde werden::V,уморя се,blive træt
924,einschlafen::V,заспя,falde i søvn
925,schlafen::V,спя,sove
926,aufwachen::V,събудя се,vågne
927,aufstehen::V,стана,stå op
928,sich erholen::V,отдъхвам си,komme sig
929,krank werden::V,заболея,blive syg
930,krank sein::V,боледувам,være syg
931,schmerzen::V,боля,smerte
932,husten::V,кашлям,hoste
933,genesen::V,оздравея,komme sig
934,sterben::V,умра,dø
935,umkommen::V,загина,omkomme
936,sich bewegen::V,движа се,bevæge sig
937,sich bewegen::V,мърдам се,bevæge sig
938,sich rühren::V,движа се,røre på sig
939,sich erheben::V,стана,rejse sig
940,sich setzen::V,седна,sætte sig
941,hinfallen::V,падна,
942,laufen::V,ходя,løbe
943,schreiten::V,крача,skride
944,spazierengehen::V,разхождам се,gå en tur
945,eilen::V,бързам,ile
946,sich beeilen::V,побързам,skynde sig
947,sausen::V,тичам,suse
948,rennen::V,бягам,løbe
949,rennen::V,бягам,rende
950,springen::V,скачам,hoppe
951,springen::V,скачам,springe
952,klettern::V,катеря се,klatre
953,schaukeln::V,люлея се,gynge
954,kriechen::V,лазя,krybe
955,kriechen::V,пълзя,krybe
956,schwimmen::V,плувам,svømme
957,tauchen::V,гмуркам се,dykke
958,rudern::V,греба,ro
959,fahren::V,пътувам,køre
960,fliegen::V,летя,flyve
961,fliegen::V,хвърча,flyve
962,gehen::V,ида,gå
963,gehen::V,вървя,gå
964,weggehen::V,отида си,gå bort
965,abfahren::V,отпътувам,køre bort
966,anhalten::V,спра се,standse
967,hineingehen::V,влизам,gå ind
968,eintreten::V,вляза,træde ind
969,kommen::V,ида,komme
970,kommen::V,дойда,komme
971,ankommen::V,пристигна,ankomme
972,zurückkommen::V,върна се,komme tilbage
973,bleiben::V,остана,blive
974,bleiben::V,остана,forblive
975,warten::V,чакам,vente
976,erwarten::V,очаквам,vente
977,erwarten::V,очаквам,afvente
978,suchen::V,търся,søge
979,finden::V,намеря,finde
980,versuchen::V,опитам,forsøge
981,vorbereiten::V,подготвя,forberede
982,lieben::V,любя,elske
983,mögen::V,обичам,holde af
984,mögen::V,обичам,kunne lide
985,lachen::V,смея се,le
986,rühren::V,трогна,røre
987,weinen::V,плача,græde
988,schimpfen::V,ругая,skænde
989,schimpfen::V,псувам,skænde
990,sich ärgern::V,ядосам се,ærgre sig
991,sich fürchten::V,боя се,være bange
992,sich fürchten::V,страхувам се,være bange
993,fürchten::V,боя се от,være bange for
994,fürchten::V,страхувам се от,være bange for
995,fliehen::V,бягам,flygte
996,flüchten::V,бягам,flygte
997,flüchten::V,избягам,flygte
998,sehen::V,видя,se
999,anschauen::V,гледам,se på
1000,anschauen::V,гледам,betragte
1001,ansehen::V,поглеждам,anse
1002,hören::V,чувам,høre
1003,zuhören::V,слушам,høre til
1004,probieren::V,опитам,smage
1005,probieren::V,опитам,smage på
1006,riechen::V,подуша,lugte
1007,fühlen::V,усещам,føle
1008,fühlen::V,чувствувам,føle
1009,scheinen::V,изглеждам,synes
1010,zu sehen sein::V,виждам се,synes
1011,vernehmen::V,доловя,erfare
1012,frieren::V,мръзна,fryse
1013,tun::V,правя,gøre
1014,können::V,мога,kunne
1015,wollen::V,ща,ville
1016,wollen::V,искам,ville
1017,anfangen::V,започна,begynde
1018,beenden::V,свърша,afslutte
1019,beenden::V,завърша,afslutte
1020,aufhören::V,престана,ophøre
1021,aufhören::V,престана,holde op
1022,gelingen::V,успея,lykkes
1023,gelingen::V,сполуча,lykkes
1024,geraten::V,удам се,blive
1025,öffnen::V,отворя,åbne
1026,schließen::V,затворя,lukke
1027,stellen::V,поставя,stille
1028,setzen::V,туря,sætte
1029,legen::V,сложа,lægge
1030,legen::V,слагам,lægge
1031,berühren::V,докосна,berøre
1032,verbinden::V,свържа,forbinde
1033,bedecken::V,покрия,dække
1034,bedecken::V,покрия,bedække
1035,aufhängen::V,закача,hænge
1036,aufhängen::V,закача,hænge op
1037,anzünden::V,запаля,tænde
1038,anzünden::V,запаля,antænde
1039,aufheben::V,вдигна,løfte
1040,aufheben::V,вдигна,tage op
1041,aufheben::V,повдигна,løfte
1042,aufheben::V,повдигна,tage op
1043,zurücklassen::V,оставя,lade tilbage
1044,verlieren::V,загубя,miste
1045,fallen lassen::V,изпусна,tabe
1046,fallen lassen::V,изпусна,droppe
1047,machen::V,направя,gøre
1048,herstellen::V,произведа,fremstille
1049,bauen::V,строя,bygge
1050,reparieren::V,поправя,reparere
1051,verbessern::V,подобря,rette
1052,verbessern::V,подобря,forbedre
1053,ändern::V,променя,ændre
1054,graben::V,копая,grave
1055,beugen::V,прегъна,bøje
1056,biegen::V,прегъна,bøje
1057,drehen::V,въртя,dreje
1058,wenden::V,обърна,vende
1059,umdrehen::V,обърна,dreje om
1060,heben::V,вдигам,hæve
1061,hochheben::V,издигна,løfte
1062,ergreifen::V,хвана,gribe fat i
1063,ergreifen::V,обхвана,gribe fat i
1064,halten::V,държа,holde
1065,drücken::V,натискам,trykke
1066,drücken::V,притискам,trykke
1067,schieben::V,тикам,skyde
1068,schieben::V,тикам,skubbe
1069,kratzen::V,одраскам,klø
1070,kratzen::V,одраскам,kradse
1071,lecken::V,лижа,slikke
1072,lecken::V,ближа,slikke
1073,beißen::V,хапя,bide
1074,beißen::V,ухапя,bide
1075,abreißen::V,откъсна,rive af
1076,abschneiden::V,отрежа,skære af
1077,binden::V,вържа,binde
1078,stecken::V,пъхна,stikke
1079,brechen::V,троша,brække
1080,klopfen::V,чукам,banke
1081,hauen::V,бия,hugge
1082,kleben::V,лепя,klistre
1083,kleben::V,залепя,klistre
1084,reiben::V,трия,gnide
1085,reiben::V,търкам,gnide
1086,streichen::V,намажа,smøre
1087,schleifen::V,остря,slibe
1088,schneiden::V,режа,skære
1089,schneiden::V,режа,klippe
1090,rütteln::V,разтърсвам,ruske
1091,schütteln::V,клатя,ryste
1092,schütteln::V,друсам,ryste
1093,schwenken::V,размахам,svinge
1094,schütten::V,сипя,hælde
1095,füllen::V,напълня,fylde
1096,einwickeln::V,увия,pakke ind
1097,einwickeln::V,завия,pakke ind
1098,tragen::V,нося,bære
1099,schleppen::V,влача,slæbe
1100,ziehen::V,тегля,trække
1101,ziehen::V,дръпна,trække
1102,aufbewahren::V,съхраня,opbevare
1103,werfen::V,хвърля,kaste
1104,fangen::V,ловя,fange
1105,fangen::V,уловя,fange
1106,packen::V,хвана,gribe
1107,verstecken::V,крия,gemme
1108,verstecken::V,скрия,gemme
1109,teilen::V,разделя,dele
1110,schicken::V,изпращам,sende
1111,bringen::V,донеса,bringe
1112,hinzufügen::V,прибавя,tilføje
1113,bekommen::V,сдобия се,få
1114,erhalten::V,получа,få
1115,nehmen::V,взема,tage
1116,wählen::V,избирам,vælge
1117,auswählen::V,избера,udvælge
1118,bewahren::V,пазя,bevare
1119,behindern::V,преча,hindre
1120,behindern::V,преча,forhindre
1121,behindern::V,спъвам,hindre
1122,behindern::V,спъвам,forhindre
1123,verderben::V,разваля,ødelægge
1124,beschädigen::V,повредя,beskadige
1125,zerbrechen::V,счупя,brække itu
1126,zerreißen::V,скъсам,rive itu
1127,zerstören::V,разруша,ødelægge
1128,verbrennen::V,изгоря,brænde
1129,geben::V,дам,give
1130,reichen::V,подам,række
1131,schenken::V,подаря,forære
1132,versprechen::V,обещая,love
1133,wünschen::V,желая,ønske
1134,loben::V,хваля,rose
1135,küssen::V,целувам,kysse
1136,wiegen::V,люлея,vugge
1137,zudecken::V,покрия,dække til
1138,wecken::V,събудя,vække
1139,zeigen::V,покажа,vise
1140,führen::V,водя,føre
1141,führen::V,заведа,føre
1142,lehren::V,уча,lære
1143,unterrichten::V,преподавам,undervise
1144,aufziehen::V,отгледам,opdrage
1145,leiten::V,ръководя,lede
1146,leiten::V,управлявам,lede
1147,antreiben::V,подкарвам,skynde på
1148,lassen::V,накарам,få til at
1149,einladen::V,поканя,indbyde
1150,einladen::V,поканя,invitere
1151,vereinigen::V,съединя,forene
1152,besuchen::V,посетя,besøge
1153,treffen::V,срещна,møde
1154,sich versammeln::V,събера се,forsamles
1155,spielen::V,играя,lege
1156,spielen::V,играя,spille
1157,singen::V,пея,synge
1158,tanzen::V,танцувам,danse
1159,sich trennen::V,разделя се,skilles
1160,verlassen::V,напусна,forlade
1161,retten::V,спася,redde
1162,bewachen::V,охранявам,bevogte
1163,schützen::V,запазя,skærme
1164,schützen::V,запазя,beskytte
1165,verteidigen::V,защитя,forsvare
1166,sich schlagen::V,бия се,slås
1167,schießen::V,стрелям,skyde
1168,siegen::V,победя,sejre
1169,ärgern::V,ядосам,ærgre
1170,schlagen::V,бия,slå
1171,schlagen::V,ударя,slå
1172,treten::V,ритам,sparke
1173,stechen::V,бодна,stikke
1174,stoßen::V,бутна,støde
1175,stoßen::V,блъсна,støde
1176,stören::V,смутя,forstyrre
1177,belästigen::V,отегча,genere
1178,belästigen::V,отегча,ulejlige
1179,belästigen::V,безпокоя,genere
1180,belästigen::V,безпокоя,ulejlige
1181,verbergen::V,скрия,skjule
1182,täuschen::V,измамя,villede
1183,betrügen::V,измамя,bedrage
1184,töten::V,убия,dræbe
1185,töten::V,умъртвя,dræbe
1186,wohnen::V,живея,bo
1187,arbeiten::V,работя,arbejde
1188,sammeln::V,събера,samle
1189,pflücken::V,бера,plukke
1190,pflücken::V,откъсна,plukke
1191,jagen::V,ловувам,jage
1192,fischen::V,ловя риба,fiske
1193,fassen::V,хвана,fange
1194,hüten::V,пазя,vogte
1195,treiben::V,карам,drive
1196,anbinden::V,завържа,binde fast
1197,füttern::V,храня,fodre
1198,melken::V,доя,malke
1199,hacken::V,сека,hakke
1200,gießen::V,полея,hælde
1201,reifen::V,узрея,modne
1202,zubereiten::V,приготвя,tilberede
1203,kochen::V,варя,koge
1204,backen::V,пека,bage
1205,braten::V,пържа,stege
1206,umrühren::V,разбъркам,røre om
1207,stricken::V,плета,strikke
1208,nähen::V,шия,sy
1209,färben::V,боядисам,farve
1210,reinigen::V,почистя,rense
1211,reinigen::V,почистя,gøre ren
1212,waschen::V,мия,vaske
1213,waschen::V,пера,vaske
1214,abwischen::V,избърша,tørre af
1215,spülen::V,плакна,skylle
1216,fegen::V,измета,feje
1217,kehren::V,мета,feje
1218,baden::V,къпя се,bade
1219,sich waschen::V,мия се,vaske sig
1220,ausziehen::V,съблека,tage af
1221,anziehen::V,облека,tage på
1222,sich anziehen::V,облека се,klæde sig på
1223,kämmen::V,реша,rede
1224,kämmen::V,реша,frisere
1225,kämmen::V,вчеша,rede
1226,kämmen::V,вчеша,frisere
1227,schmücken::V,накича,pynte
1228,schmücken::V,накича,smykke
1229,sagen::V,кажа,sige
1230,sprechen::V,говоря,snakke
1231,reden::V,говоря,tale
1232,reden::V,говоря,snakke
1233,sich unterhalten::V,разговарям,snakke sammen
1234,fragen::V,запитам,spørge
1235,bitten::V,моля,bede
1236,erzählen::V,разкажа,berette
1237,erzählen::V,разкажа,fortælle
1238,mitteilen::V,съобщя,meddele
1239,nennen::V,нарека,nævne
1240,rufen::V,викам,råbe
1241,rufen::V,повикам,råbe
1242,prahlen::V,хваля се,prale
1243,übersetzen::V,преведа,oversætte
1244,denken::V,мисля,tænke
1245,glauben::V,вярвам,tro
1246,bemerken::V,забележа,bemærke
1247,bemerken::V,забележа,lægge mærke til
1248,erkennen::V,позная,genkende
1249,begreifen::V,схвана,begribe
1250,verstehen::V,разбера,forstå
1251,lernen::V,уча се,lære
1252,wissen::V,зная,vide
1253,sich erinnern an::V,спомня си за,mindes
1254,sich erinnern an::V,спомня си за,huske på
1255,vergessen::V,забравя,glemme
1256,messen::V,меря,måle
1257,zählen::V,броя,tælle
1258,rechnen::V,сметна,regne
1259,lesen::V,чета,læse
1260,malen::V,рисувам,male
1261,zeichnen::V,рисувам,tegne
1262,schreiben::V,пиша,skrive
1263,besitzen::V,имам,eje
1264,besitzen::V,имам,besidde
1265,besitzen::V,притежавам,eje
1266,besitzen::V,притежавам,besidde
1267,kaufen::V,купя,købe
1268,kaufen::V,купувам,købe
1269,verkaufen::V,продам,sælge
1270,bezahlen::V,заплатя,betale
1271,zahlen::V,платя,betale
1272,beherrschen::V,владея,beherske
1273,ertragen::V,понеса,tåle
1274,ertragen::V,понеса,udholde
1275,Platte::N,,plade
1276,Stütze::N,,støtte
1277,stehlen::V,,stjæle
