,Concept_ID,sk,mn
119,Hügel::N,vŕšok,болдог
120,Anhöhe::N,výšina,гүвээ
121,Anhöhe::N,vyvýšenina,гүвээ
122,Berg::N,hora,уул
123,Gipfel::N,vrchol,орой
124,Gipfel::N,vrchol,оргил
125,Höhle::N,jaskyňa,агуй
126,Abhang::N,úbočie,хүр
127,Quelle::N,prameň,булаг
128,Bach::N,potok,горхи
129,Fluss::N,rieka,гол
130,Fluss::N,rieka,мөрөн
131,Ufer::N,breh,эрэг
132,Küste::N,pobrežie,эрэг
133,Festland::N,pevnina,хуурай газар
134,Meer::N,more,далай
135,Meer::N,more,тэнгис
136,Bucht::N,záliv,булан
137,Bucht::N,záliv,далайн тохой
138,Bucht::N,zátoka,булан
139,Bucht::N,zátoka,далайн тохой
140,Insel::N,ostrov,арал
141,Blume::N,kvet,цэцэг
142,Blume::N,kvetina,цэцэг
143,Gras::N,tráva,өвс
144,Gras::N,tráva,ногоо
145,Wurzel::N,koreň,үндэс
146,Baum::N,strom,мод
147,Stamm::N,kmeň,иш
148,Stamm::N,kmeň,гуалин
149,Rinde::N,kôra,холтос
150,Ast::N,konár,гишүү
151,Zweig::N,vetva,салаа
152,Blatt::N,list,навч
153,Birke::N,breza,хус
154,Kiefer[Baum]::N,sosna,нарс
155,Kiefer[Baum]::N,borovica,нарс
156,Weide[Baum]::N,vŕba,уд
157,Weide[Baum]::N,vŕba,бургас
158,Tanne::N,jedľa,гачуур
159,Horn::N,roh,эвэр
160,Feder::N,pero,өд
161,Fell::N,koža,арьс
162,Fell::N,kožušina,арьс
163,Flügel::N,krídlo,жигүүр
164,Flügel::N,krídlo,далавч
165,Klaue::N,paznecht,савар
166,Klaue::N,paznecht,хумс
167,Kralle::N,pazúr,савар
168,Schwanz::N,chvost,сүүл
169,Ei::N,vajce,өндөг
170,Ei::N,vajíčko,өндөг
171,Nest::N,hniezdo,үүр
172,Bau::N,nora,нүх
173,Bau::N,nora,элүү
174,Tier::N,zviera,амьтан
175,Tier::N,zviera,адгуус
176,Herde::N,stádo,сүрэг
177,Kuh::N,krava,үнээ
178,Bulle::N,býk,бух
179,Pferd::N,kôň,морь
180,Pferd::N,kôň,адуу
181,Schaf::N,ovca,хонь
182,Schwein::N,sviňa,гахай
183,Hund::N,pes,нохой
184,Katze::N,mačka,муур
185,Katze::N,mačka,мигуй
186,Bär::N,medveď,баавгай
187,Eichhörnchen::N,veverička,хэрэм
188,Elch::N,los,хандгай
189,Fuchs::N,líška,үнэг
190,Hase::N,zajac,туулай
191,Maus::N,myš,хулгана
192,Wolf::N,vlk,чоно
193,Vogel::N,vták,шувуу
194,Schwarm::N,roj,сүрэг
195,Huhn::N,kurča,тахиа
196,Huhn::N,sliepka,тахиа
197,Hahn::N,kohút,эр тахиа
198,Gans::N,hus,галуу
199,Adler::N,orol,бүргэд
200,Ente::N,kačka,нугас
201,Ente::N,kačica,нугас
202,Eule::N,sova,ууль
203,Kranich::N,žeriav,тогоруу
204,Krähe::N,vrana,хэрээ
205,Kuckuck::N,kukučka,хөхөө
206,Schwan::N,labuť,хун
207,Fisch::N,ryba,загас
208,Barsch::N,ostriež,алгана
209,Hecht::N,šťuka,цурхай
210,Schlange[Tier]::N,had,могой
211,Wurm::N,červ,өт
212,Wurm::N,červ,хорхой
213,Spinne::N,pavúk,аалз
214,Ameise::N,mravec,шоргоолж
215,Laus::N,voš,бөөс
216,Mücke::N,komár,шумуул
217,Fliege::N,mucha,ялаа
218,Schmetterling::N,motýľ,эрвээхэй
219,Beere::N,bobuľa,жимсгэнэ
220,Apfel::N,jablko,алим
221,Pilz::N,hríb,мөөг
222,Zwiebel::N,cibuľa,сонгино
223,Saat::N,osivo,тариа
224,Korn::N,zrno,үр
225,Korn::N,zrno,мөхлөг
226,Heu::N,seno,өвс
227,Schale::N,šupa,хальс
228,Schale::N,škrupina,хальс
229,Grube::N,jama,алам
230,Grube::N,jama,нүх
231,Falle::N,pasca,хавх
232,Falle::N,pasca,занга
233,Falle::N,klepec,хавх
234,Falle::N,klepec,занга
235,Schlinge::N,slučka,урхи
236,Spur::N,stopa,мөр
237,Asche::N,popol,үнс
238,Dreck::N,kal,хир
239,Dreck::N,blato,хир
240,Eisen::N,železo,төмөр
241,Gold::N,zlato,алт
242,Silber::N,striebro,мөнгө
243,Kohle::N,uhlie,нүүрс
244,Glas::N,sklo,шил
245,Lehm::N,íl,шавар
246,Lehm::N,hlina,шавар
247,Sand::N,piesok,элс
248,Mensch::N,človek,хүн
249,Mann::N,muž,эр
250,Mann::N,muž,эрэгтэй
251,Mann::N,chlap,эр
252,Mann::N,chlap,эрэгтэй
253,Frau::N,žena,эмэгтэй
254,Frau::N,žena,хатагтай
255,Kind::N,dieťa,хүүхэд
256,Junge::N,chlapec,хүү
257,Mädchen::N,dievka,охин
258,Mädchen::N,dievka,бүсгүй
259,Familie::N,rodina,айл
260,Großvater::N,dedo,өвгөн аав
261,Großvater::N,starý otec,өвгөн аав
262,Großmutter::N,babička,эмэг эх
263,Großmutter::N,babička,эмгээ
264,Großmutter::N,stará mať,эмэг эх
265,Großmutter::N,stará mať,эмгээ
266,Eltern::N,rodičia,эцэг эх
267,Vater::N,otec,аав
268,Vater::N,otec,эцэг
269,Mutter::N,mať,эх
270,Mutter::N,mať,ээж
271,Mutter::N,matka,эх
272,Mutter::N,matka,ээж
273,Sohn::N,syn,хүү
274,Tochter::N,dcéra,охин
275,Bruder::N,brat,ах
276,Bruder::N,brat,дүү
277,Schwester::N,sestra,эгч
278,Schwester::N,sestra,охин дүү
279,Onkel::N,ujo,авга ах
280,Onkel::N,ujo,нагац ах
281,Onkel::N,strýko,авга ах
282,Onkel::N,strýko,нагац ах
283,Tante::N,teta,авга эгч
284,Tante::N,teta,нагац эгч
285,Tante::N,tetka,авга эгч
286,Tante::N,tetka,нагац эгч
287,Ehemann::N,muž,нөхөр
288,Ehemann::N,manžel,нөхөр
289,Ehefrau::N,žena,эхнэр
290,Ehefrau::N,žena,гэргий
291,Ehefrau::N,manželka,эхнэр
292,Ehefrau::N,manželka,гэргий
293,Freude::N,radosť,баяр
294,Freude::N,radosť,баясгалан
295,Gelächter::N,smiech,инээдэм
296,Glück::N,šťastie,жаргалан
297,Kummer::N,žiaľ,гаслан
298,Kummer::N,zármutok,гаслан
299,Wunsch::N,prianie,ерөөл
300,Lust::N,chuť,дур
301,Lust::N,chuť,хүсэл
302,Geist::N,duch,оюун
303,Gedanke::N,myšlienka,сэтгэл
304,Gedächtnis::N,pamäť,ой
305,Gedächtnis::N,pamäť,цээж
306,Verstand::N,rozum,ухаан
307,Sinn::N,zmysel,утга
308,Grund::N,dôvod,учир
309,Grund::N,príčina,учир
310,Wahrheit::N,pravda,үнэн
311,Gespräch::N,reč,яриа
312,Gespräch::N,rozhovor,яриа
313,Märchen::N,rozprávka,явган үлгэр
314,Erzählung::N,poviedka,тууж
315,Nachricht::N,správa,мэдээ
316,Neuigkeit::N,novinka,сонин
317,Name::N,meno,нэр
318,Rätsel::N,záhada,оньсого
319,Rätsel::N,hádanka,оньсого
320,Rede::N,reč,хэлсэн үг
321,Sprache::N,reč,хэл
322,Sprache::N,jazyk,хэл
323,Stimme::N,hlas,дуу
324,Wort::N,slovo,үг
325,Zeichen::N,znak,тамга
326,Zeichen::N,znak,тэмдэг
327,Ruf::N,volanie,дуудлага
328,Ruf::N,zavolanie,дуудлага
329,Lärm::N,hluk,шуугиан
330,Lärm::N,hluk,чимээ
331,Lärm::N,hurhaj,шуугиан
332,Lärm::N,hurhaj,чимээ
333,Laut::N,zvuk,анир
334,Laut::N,zvuk,дуу
335,Ton::N,tón,авиа
336,Ton::N,tón,аялгуу
337,Ton::N,zvuk,авиа
338,Ton::N,zvuk,аялгуу
339,Lied::N,pieseň,дуу
340,Ruhe::N,pokoj,энх
341,Ruhe::N,pokoj,тайван
342,Leute::N,ľudia,хүмүүс
343,Volk::N,ľud,улс
344,Volk::N,národ,улс
345,Arbeit::N,práca,ажил
346,Arbeit::N,práca,хөдөлмөр
347,Arbeit::N,robota,ажил
348,Arbeit::N,robota,хөдөлмөр
349,Gast::N,hosť,зочин
350,Gast::N,hosť,айлчин
351,Geschenk::N,dar,бэлэг
352,Spiel::N,hra,наадам
353,Spiel::N,hra,тоглоом
354,Gesellschaft::N,spoločnosť,хамт байх
355,Hilfe::N,pomoc,тусламж
356,Freund::N,priateľ,найз
357,Freund::N,priateľ,нөхөр
358,Kamerad::N,kamarát,хань
359,Kamerad::N,kamarát,нөхөр
360,Angelegenheit::N,vec,хэрэг
361,Angelegenheit::N,záležitosť,хэрэг
362,Anzahl::N,počet,тоо
363,Anzahl::N,množstvo,тоо
364,Art::N,druh,төрөл
365,Art::N,druh,янз
366,Stück::N,kus,хэсэг
367,Stück::N,kúsok,хэсэг
368,Teil::N,časť,хувь
369,Teil::N,časť,хэсэг
370,Hälfte::N,polka,хагас
371,Hälfte::N,polovica,хагас
372,Kreis::N,kruh,тойрог
373,Kreis::N,kruh,хүрээ
374,Kreuz::N,kríž,загалмай
375,Linie::N,línia,шугам
376,Strich::N,čiara,зураас
377,Abstand::N,vzdialenosť,зай
378,Entfernung::N,vzdialenosť,зай
379,Entfernung::N,vzdialenosť,хол ойр
380,Gegend::N,kraj,хавь
381,Gegend::N,kraj,газар
382,Gegend::N,krajina,хавь
383,Gegend::N,krajina,газар
384,Platz::N,miesto,зай
385,Platz::N,miesto,завсар
386,Ort::N,miesto,газар
387,Ort::N,miesto,байр
388,Seite::N,bok,тал
389,Seite::N,bok,этгээд
390,Seite::N,strana,тал
391,Seite::N,strana,этгээд
392,Mitte::N,stred,төв
393,Mitte::N,stred,дунд
394,Gegenstand::N,predmet,юм
395,Sache::N,vec,үйл
396,Sache::N,vec,хэрэг
397,Rand::N,kraj,зах
398,Rand::N,kraj,хөвөө
399,Rand::N,okraj,зах
400,Rand::N,okraj,хөвөө
401,Kante::N,hrana,ирмэг
402,Ecke::N,roh,өнцөг
403,Spitze::N,hrot,үзүүр
404,Spitze::N,špička,үзүүр
405,Ende::N,koniec,зах
406,Ende::N,koniec,үзүүр
407,Loch::N,diera,цоорхой
408,Loch::N,diera,онгорхой
409,Winkel::N,kút,өнцөг
410,Muster::N,vzor,хээ
411,Muster::N,vzor,угалз
412,Muster::N,vzorka,хээ
413,Muster::N,vzorka,угалз
414,Größe::N,veľkosť,хэмжээ
415,Länge::N,dĺžka,урт
416,Höhe::N,výška,өндөр
417,Gewicht::N,váha,жин
418,Menge::N,množstvo,тоо
419,Haufen::N,hŕba,бөөн
420,Reihe::N,rad,эгнээ
421,Boot::N,čln,завь
422,Ruder::N,veslo,сэлүүр
423,Schlitten::N,sane,чарга
424,Ski::N,lyža,цана
425,Lagerfeuer::N,táborák,түүдэг
426,Last::N,ťarcha,ачаа
427,Last::N,bremeno,ачаа
428,Gang::N,chôdza,явдал
429,Schritt::N,krok,алхам
430,Norden::N,sever,умар
431,Süden::N,juh,урд
432,Süden::N,juh,өмнө
433,Westen::N,západ,өрнө
434,Westen::N,západ,баруун
435,Osten::N,východ,зүүн
436,Osten::N,východ,дорно
437,Holz::N,drevo,мод
438,Brett::N,doska,банз
439,Platte::N,doska,хавтан
440,Platte::N,platňa,хавтан
441,Stütze::N,opora,тулгуур
442,Stütze::N,opora,тулга
443,Stange::N,tyč,сургааг
444,Stock::N,palica,саваа
445,Stab::N,palica,таяг
446,Rohr::N,rúra,хоолой
447,Haus::N,dom,гэр
448,Haus::N,dom,байшин
449,Heim::N,domov,гэр
450,Ofen::N,pec,зуух
451,Ofen::N,pec,пийшин
452,Ofen::N,kachle,зуух
453,Ofen::N,kachle,пийшин
454,Fußboden::N,dlážka,шал
455,Fußboden::N,podlaha,шал
456,Tisch::N,stôl,ширээ
457,Stuhl::N,stolička,сандал
458,Wiege::N,kolíska,өлгий
459,Bett::N,lôžko,ор
460,Bett::N,posteľ,ор
461,Regal::N,regál,тавиур
462,Regal::N,polica,тавиур
463,Kiste::N,debna,авдар
464,Kiste::N,debna,хайрцаг
465,Fenster::N,okno,гэгээвч
466,Fenster::N,oblok,гэгээвч
467,Tür::N,dvere,үүд
468,Tür::N,dvere,хаалга
469,Tor::N,vráta,хаалга
470,Zaun::N,plot,хашаа
471,Zaun::N,ohrada,хашаа
472,Dach::N,krov,дээвэр
473,Dach::N,strecha,дээвэр
474,Leiter::N,rebrík,шат
475,Leiter::N,rebrina,шат
476,Besen::N,metla,хамуур
477,Besen::N,metla,туужуу
478,Spaten::N,rýľ,хүрз
479,Schaufel::N,lopata,хүрз
480,Gabel::N,vidlička,сэрээ
481,Löffel::N,lyžica,халбага
482,Messer::N,nôž,хутга
483,Nagel::N,klinec,хадаас
484,Netz::N,sieť,өөш
485,Netz::N,sieť,тор
486,Haken::N,hák,гох
487,Haken::N,háčik,гох
488,Griff::N,rukoväť,иш
489,Griff::N,rukoväť,сэнж
490,Schloss::N,zámka,цуурга
491,Schloss::N,zámka,цоож
492,Bild::N,obraz,зураг
493,Figur::N,figúra,баримал
494,Puppe::N,bábka,хүүхэлдэй
495,Puppe::N,bábika,хүүхэлдэй
496,Beutel::N,vrece,агсаа
497,Beutel::N,vrece,уут
498,Beutel::N,vrecko,агсаа
499,Beutel::N,vrecko,уут
500,Bündel::N,uzlík,боодол
501,Bündel::N,zväzok,боодол
502,Tasche::N,taška,цүнх
503,Tasche::N,kabelka,цүнх
504,Eimer::N,vedro,хөнөг
505,Eimer::N,vedro,хувин
506,Deckel::N,vrchnák,таг
507,Deckel::N,vrchnák,хавхаг
508,Deckel::N,pokrývka,таг
509,Deckel::N,pokrývka,хавхаг
510,Geschirr::N,nádoba,сав суулга
511,Sack::N,mech,шуудай
512,Sack::N,vrece,шуудай
513,Tasse::N,šálka,аяга
514,Topf::N,hrniec,тогоо
515,Kessel::N,kotol,тогоо
516,Essen::N,jedlo,идээ
517,Nahrung::N,strava,хүнс
518,Nahrung::N,potrava,хүнс
519,Speise::N,jedlo,идээ
520,Fleisch::N,mäso,мах
521,Getreide::N,obilie,будаа
522,Brei::N,kaša,богшмол
523,Brei::N,kaša,будаа
524,Brot::N,chlieb,талх
525,Scheibe::N,kotúč,зүсэм
526,Scheibe::N,kotúč,хэрчим
527,Scheibe::N,krajec,зүсэм
528,Scheibe::N,krajec,хэрчим
529,Fett::N,tuk,өөх
530,Fett::N,masť,өөх
531,Butter::N,maslo,тос
532,Öl::N,olej,тос
533,Salz::N,soľ,давс
534,Suppe::N,polievka,шөл
535,Honig::N,med,бал
536,Milch::N,mlieko,сүү
537,Tee::N,čaj,цай
538,Leder::N,koža,арьс
539,Leder::N,koža,савхи
540,Wolle::N,vlna,ноос
541,Wolle::N,vlna,унгас
542,Stoff::N,súkno,бөс
543,Nadel::N,ihla,зүү
544,Faden::N,niť,боолт
545,Faden::N,niť,утас
546,Faden::N,vlákno,боолт
547,Faden::N,vlákno,утас
548,Knopf::N,gombík,товч
549,Knoten::N,uzol,зангилаа
550,Farbe::N,farba,будаг
551,Kleidung::N,šaty,хувцас
552,Kleidung::N,šatstvo,хувцас
553,Hemd::N,košeľa,цамц
554,Kragen::N,golier,зах заам
555,Ärmel::N,rukáv,ханцуй
556,Hose::N,nohavice,өмд
557,Gürtel::N,pás,бүс
558,Gürtel::N,opasok,бүс
559,Mütze::N,čiapka,малгай
560,Mütze::N,čiapka,бүрх
561,Schuh::N,obuv,туфли
562,Schuh::N,topánka,туфли
563,Stiefel::N,čižma,гутал
564,Ring::N,prsteň,бөгж
565,Band::N,stuha,тууз
566,Kamm::N,hrebeň,сам
567,Spiegel::N,zrkadlo,толь
568,Riemen::N,remeň,тасам
569,Riemen::N,remeň,сур
570,Schnur::N,šnúra,татлага
571,Leine::N,vodidlo,оосор
572,Decke::N,deka,хөнжил
573,Decke::N,deka,хучлага
574,Decke::N,prikrývka,хөнжил
575,Decke::N,prikrývka,хучлага
576,Kissen::N,poduška,дэр
577,Tuch::N,šatka,алчуур
578,Tuch::N,šatka,даавуу
579,Handtuch::N,uterák,алчуур
580,Kraft::N,moc,чадал
581,Kraft::N,moc,хүч
582,Stärke::N,sila,эрч
583,Stärke::N,sila,тэнхээ
584,Gesundheit::N,zdravie,бие
585,Gesundheit::N,zdravie,эрүүл мэнд
586,Krankheit::N,nemoc,эмгэг
587,Krankheit::N,choroba,эмгэг
588,Schmerz::N,bolesť,өвчин
589,Wunde::N,rana,шарх
590,Fieber::N,horúčka,халуун
591,Arznei::N,liek,эм
592,Brücke::N,most,гүүр
593,Brunnen::N,studňa,худаг
594,Weide::N,pastva,бэлчээр
595,Pfad::N,chodník,жим
596,Pfad::N,chodník,зөрөг
597,Weg::N,cesta,зам
598,Weg::N,cesta,харгуй
599,Straße::N,hradská,зам
600,Straße::N,hradská,харгуй
601,Dorf::N,dedina,тосгон
602,Dorf::N,dedina,гацаа
603,Stadt::N,mesto,хот
604,Brief::N,list,захидал
605,Brief::N,list,захиа
606,Buch::N,kniha,ном
607,Buch::N,kniha,бичиг
608,Buchstabe::N,litera,үсэг
609,Buchstabe::N,písmeno,үсэг
610,Zeitung::N,noviny,сонин
611,Leben::N,život,амь
612,Leben::N,život,амьдрал
613,Tod::N,smrť,үхэл
614,Grab::N,hrob,булш
615,Kirche::N,kostol,сүм
616,Sünde::N,hriech,нүгэл
617,Sünde::N,hriech,хилэнц
618,Gott::N,boh,бурхан
619,Arbeiter::N,robotník,ажилчин
620,Arbeiter::N,robotník,хөдөлмөрчин
621,Arbeiter::N,pracnovík,ажилчин
622,Arbeiter::N,pracnovík,хөдөлмөрчин
623,Chef::N,šéf,дарга
624,Chef::N,riaditeľ,дарга
625,Meister::N,majster,дархан
626,Arzt::N,lekár,эмч
627,Lehrer::N,učiteľ,багш
628,Geld::N,peniaze,цаас
629,Geld::N,peniaze,мөнгө
630,Geschäft::N,obchod,наймаа
631,Laden::N,obchod,дэлгүүр
632,Preis::N,cena,үнэ
633,Ware::N,tovar,таваар
634,Ware::N,tovar,бараа
635,Nutzen::N,osoh,ашиг
636,Nutzen::N,úžitok,ашиг
637,Reichtum::N,bohatstvo,баялаг
638,Welt::N,svet,дэлхий
639,Welt::N,svet,орчлон
640,Land::N,územie,улс
641,Land::N,územie,орон
642,Land::N,krajina,улс
643,Land::N,krajina,орон
644,Staat::N,štát,төр
645,Staat::N,štát,гүрэн
646,König::N,kráľ,ван
647,Macht::N,moc,засаг
648,Macht::N,mocnosť,засаг
649,Grenze::N,hranica,хил
650,Krieg::N,vojna,дайн
651,Feind::N,nepriateľ,дайсан
652,Gewalt::N,násilie,хүчирхэх
653,Kampf::N,boj,тэмцэл
654,Kampf::N,boj,байлдаан
655,Bogen[Waffe]::N,luk,нум
656,Pfeil::N,šíp,годил
657,Pfeil::N,šíp,сум
658,Pfeil::N,strela,годил
659,Pfeil::N,strela,сум
660,Gewehr::N,puška,буу
661,Fehler::N,omyl,эндэл
662,Fehler::N,omyl,алдаа
663,Fehler::N,chyba,эндэл
664,Fehler::N,chyba,алдаа
665,Lüge::N,lož,худал
666,Schaden::N,ujma,хор
667,Schaden::N,ujma,хөнөөл
668,Schaden::N,škoda,хор
669,Schaden::N,škoda,хөнөөл
670,Unglück::N,nešťastie,гай
671,Unglück::N,nešťastie,гамшиг
672,Schuld::N,vina,гэм
673,Schuld::N,vina,буруу
674,Schuld::N,previnenie,гэм
675,Schuld::N,previnenie,буруу
676,Alter::N,vek,нас
677,Schluss::N,záver,эцэс
678,Schluss::N,záver,төгсгөл
679,Schluss::N,koniec,эцэс
680,Schluss::N,koniec,төгсгөл
681,Zeit::N,čas,цаг
682,Tag::N,deň,өдөр
683,Morgen::N,ráno,өглөө
684,Mittag::N,poludnie,үд
685,Abend::N,večer,үдэш
686,Nacht::N,noc,шөнө
687,Woche::N,týždeň,долоо хоног
688,Monat::N,mesiac,сар
689,Jahr::N,rok,жил
690,Frühling::N,jar,хавар
691,Sommer::N,leto,зун
692,Herbst::N,jeseň,намар
693,Winter::N,zima,өвөл
694,Januar::N,január,нэгдүгээр сар
695,Februar::N,február,хоёрдугаар сар
696,März::N,marec,гуравдугаар сар
697,April::N,apríl,дөрөвдүгээр сар
698,Mai::N,máj,тавдугаар сар
699,Juni::N,jún,зургаадугаар сар
700,Juli::N,júl,долдугаар сар
701,August::N,august,наймдугаар сар
702,September::N,september,есдүгээр сар
703,Oktober::N,október,аравдугаар сар
704,November::N,november,арван нэгдүгээр сар
705,Dezember::N,december,арван хоёрдугаар сар
706,Montag::N,pondelok,даваа
707,Dienstag::N,utorok,мягмар
708,Mittwoch::N,streda,лхагва
709,Donnerstag::N,štvrtok,пүрэв
710,Freitag::N,piatok,баасан
711,Samstag::N,sobota,бямба
712,Sonntag::N,nedeľa,ням
713,groß::A,veľký,их
714,groß::A,veľký,том
715,klein::A,malý,бага
716,klein::A,malý,жаахан
717,lang::A,dlhý,урт
718,kurz::A,krátky,охор
719,kurz::A,krátky,богино
720,breit::A,široký,өргөн
721,schmal::A,úzky,уйтан
722,schmal::A,úzky,нарийн
723,dicht::A,hustý,нягт
724,dicht::A,hustý,чигжүү
725,dick[Gegenstand]::A,tlstý,зузаан
726,dünn::A,tenký,нимгэн
727,fein::A,jemný,нарийн
728,fest::A,pevný,бөх
729,fest::A,pevný,хатуу
730,flach::A,rovný,хавтгай
731,flach::A,plochý,хавтгай
732,glatt::A,hladký,цагаан
733,hart::A,tvrdý,хатуу
734,weich::A,mäkký,зөөлөн
735,rund::A,guľatý,дугуй
736,rund::A,guľatý,дугариг
737,rund::A,okrúhly,дугуй
738,rund::A,okrúhly,дугариг
739,spitz::A,končitý,шовх
740,spitz::A,končitý,шовгор
741,scharf::A,ostrý,хурц
742,scharf::A,ostrý,иртэй
743,stumpf::A,tupý,мохоо
744,schwer::A,ťažký,хүнд
745,schön::A,pekný,гуа
746,schön::A,pekný,сайхан
747,schön::A,krásny,гуа
748,schön::A,krásny,сайхан
749,heiß::A,horúci,халуун
750,warm::A,teplý,дулаан
751,kalt::A,studený,хүйтэн
752,kühl::A,chladný,сэрүүн
753,frisch::A,svieži,эрүүл
754,frisch::A,svieži,жихүүн
755,feucht::A,vlhký,чийгтэй
756,feucht::A,zvlhnutý,чийгтэй
757,nass::A,mokrý,нойтон
758,trocken::A,suchý,хатсан
759,voll::A,plný,дүүрэн
760,leer::A,prázdny,хоосон
761,offen::A,otvorený,онгорхой
762,geschlossen::A,zavretý,битүү
763,geschlossen::A,zavretý,хаалтай
764,sauber::A,čistý,цэвэр
765,sauber::A,čistý,хиргүй
766,schmutzig::A,špinavý,бохир
767,schmutzig::A,špinavý,хиртэй
768,roh::A,surový,түүхий
769,reif::A,zrelý,болсон
770,lecker::A,chutný,амттай
771,süß::A,sladký,амттай
772,süß::A,sladký,чихэрлэг
773,bitter::A,horký,гашуун
774,sauer::A,kyslý,эсгэлэн
775,hell::A,jasný,гэгээн
776,hell::A,jasný,гэрэлтэй
777,hell::A,svetlý,гэгээн
778,hell::A,svetlý,гэрэлтэй
779,dunkel::A,temný,бараан
780,dunkel::A,temný,харанхуй
781,schwarz::A,čierny,хар
782,weiß::A,biely,цагаан
783,rot::A,červený,улаан
784,gelb::A,žltý,шар
785,blau::A,modrý,хөх
786,blau::A,modrý,цэнхэр
787,blau::A,belasý,хөх
788,blau::A,belasý,цэнхэр
789,grün::A,zelený,ногоон
790,grau::A,šedý,орог
791,grau::A,šedý,саарал
792,bunt::A,pestrý,эрээн
793,billig::A,lacný,хямд
794,teuer::A,drahý,үнэтэй
795,wertvoll::A,cenný,үнэт
796,blind::A,slepý,сохор
797,taub::A,hluchý,чих хатуу
