,Concept_ID,fa,da
827,er::PRN,او,han
828,wir::PRN,ما,vi
829,ihr::PRN,شما,I
830,sie::PRN,آنها,de
831,was::FPRN,چه,hvad
832,wer::FPRN,کی,hvem
833,wo::FADV,کجا,hvor
834,wohin::FADV,بکجا,hvorhen
835,wie::FADV,چطور,hvordan
836,wie::FADV,چگونه,hvordan
837,warum::FADV,چرا,hvorfor
838,warum::FADV,برای چه,hvorfor
839,wieviel::FNUM,چند,hvor meget
840,wieviel::FNUM,چقدر,hvor meget
841,eins::NUM,یک,én
842,zwei::NUM,دو,to
843,drei::NUM,سه,tre
844,vier::NUM,چهار,fire
845,fünf::NUM,پنج,fem
846,sechs::NUM,شش,seks
847,sieben::NUM,هفت,syv
848,acht::NUM,هشت,otte
849,neun::NUM,نه,ni
850,zehn::NUM,ده,ti
851,elf::NUM,یازده,elleve
852,zwölf::NUM,دوازده,tolv
853,zwanzig::NUM,بیست,tyve
854,dreißig::NUM,سی,tredive
855,vierzig::NUM,چهل,fyrre
856,vierzig::NUM,چهل,fyrretyve
857,fünfzig::NUM,پنجاه,halvtreds
858,sechzig::NUM,شصت,tres
859,siebzig::NUM,هفتاد,halvfjerds
860,achtzig::NUM,هشتاد,firs
861,neunzig::NUM,نود,halvfems
862,hundert::NUM,صد,hundrede
863,tausend::NUM,هزار,tusind
864,und::CNJ,و,og
865,oder::CNJ,یا,eller
866,stehen::V,ایستادن,stå
867,sitzen::V,نشستن,sidde
868,liegen::V,خوابیدن,ligge
869,liegen::V,دراز کشیدن,ligge
870,hängen::V,آویزان بودن,hænge
871,werden::V,شدن,blive
872,passieren::V,گذشتن,ske
873,passieren::V,گذشتن,hænde
874,passieren::V,اتفاق افتادن,ske
875,passieren::V,اتفاق افتادن,hænde
876,beginnen::V,شروع شدن,begynde
877,enden::V,تمام شدن,ende
878,wechseln::V,عوض شدن,veksle
879,aufgehen[Sonne]::V,برآمدن,gå op
880,aufgehen[Sonne]::V,برآمدن,stå op
881,aufgehen[Sonne]::V,طلوع کردن,gå op
882,aufgehen[Sonne]::V,طلوع کردن,stå op
883,untergehen[Sonne]::V,غروب کردن,gå ned
884,scheinen[Sonne]::V,تابیدن,skinne
885,donnern::V,رعد زدن,tordne
886,wehen::V,دمیدن,blæse
887,strömen::V,روان شدن,strømme
888,fließen::V,روان شدن,flyde
889,sich drehen::V,چرخیدن,dreje sig
890,schwanken::V,خم و راست شدن,vakle
891,schwingen::V,تاب خوردن,svinge
892,schwingen::V,نوسان کردن,svinge
893,fallen::V,افتادن,falde
894,fallen::V,سقوط کردن,falde
895,brennen::V,سوزاندن,brænde
896,rauchen::V,دود کردن,ryge
897,regnen::V,باران آمدن,regne
898,gefrieren::V,یخ بستن,fryse
899,tauen::V,آب شدن,tø
900,schmelzen::V,آب شدن,smelte
901,trocknen::V,خشک شدن,tørre
902,sieden::V,جوشیدن,koge
903,faulen::V,فاسد شدن,rådne
904,verfaulen::V,پوسیدن,rådne
905,reißen::V,پاره شدن,briste
906,versinken::V,غرق شدن,synke
907,versinken::V,غرق شدن,synke ned
908,vergehen::V,گذشتن,forløbe
909,erscheinen::V,ظاهر شدن,vise sig
910,verschwinden::V,گم شدن,forsvinde
911,verschwinden::V,از بین رفتن,forsvinde
912,sinken::V,پایین آمدن,synke
913,abnehmen::V,کم شدن,aftage
914,zunehmen::V,زیاد شدن,tiltage
915,steigen::V,بالا رفتن,stige
916,wachsen::V,قد کشیدن,gro
917,wachsen::V,قد کشیدن,vokse
918,glänzen::V,برق زدن,glinse
919,funkeln::V,جرقه زدن,tindre
920,lärmen::V,شلوغ کردن,larme
921,läuten::V,زنگ زدن,ringe
922,klingeln::V,زنگ زدن,ringe
923,klirren::V,جرنگ جرنگ صدا کردن,klirre
924,brausen::V,طوفانی بودن,bruse
925,rauschen::V,خش‌خش کردن,suse
926,klingen::V,صدا دادن,lyde
927,klingen::V,صدا دادن,klinge
928,bellen::V,عوعو کردن,gø
929,heulen::V,زوزه کشیدن,hyle
930,blasen::V,فوت کردن,blæse
931,pfeifen::V,سوت زدن,fløjte
932,schreien::V,فریاد زدن,skrige
933,stöhnen::V,نالیدن,stønne
934,zittern::V,لرزیدن,dirre
935,zittern::V,لرزیدن,skælve
936,leben::V,زیستن,leve
937,leben::V,زندگی کردن,leve
938,geboren werden::V,متولد شدن,fødes
939,atmen::V,تنفس کردن,ånde
940,trinken::V,نوشیدن,drikke
941,essen::V,خوردن,spise
942,schlucken::V,بلعیدن,synke
943,schlucken::V,قورت دادن,synke
944,müde werden::V,خسته شدن,blive træt
945,einschlafen::V,خواب رفتن,falde i søvn
946,schlafen::V,خوابیدن,sove
947,aufwachen::V,از خواب بیدار شدن,vågne
948,aufstehen::V,بیدار شدن,stå op
949,sich erholen::V,استراحت کردن,komme sig
950,krank werden::V,مریض شدن,blive syg
951,krank sein::V,بیمار بودن,være syg
952,schmerzen::V,درد کردن,smerte
953,husten::V,سرفه کردن,hoste
954,genesen::V,بهبود یافتن,komme sig
955,sterben::V,مردن,dø
956,umkommen::V,کشته شدن,omkomme
957,sich bewegen::V,حرکت کردن,bevæge sig
958,sich rühren::V,تکان خوردن,røre på sig
959,sich erheben::V,برخواستن,rejse sig
960,sich setzen::V,نشستن,sætte sig
961,hinfallen::V,زمین خوردن,
962,laufen::V,پیاده رفتن,løbe
963,schreiten::V,قدم زدن,skride
964,spazierengehen::V,گردش رفتن,gå en tur
965,eilen::V,شتاب کردن,ile
966,sich beeilen::V,عجله کردن,skynde sig
967,sausen::V,صفیر کشیدن,suse
968,rennen::V,دویدن,løbe
969,rennen::V,دویدن,rende
970,springen::V,پریدن,hoppe
971,springen::V,پریدن,springe
972,klettern::V,بالا رفتن,klatre
973,schaukeln::V,تاب خوردن,gynge
974,kriechen::V,خزیدن,krybe
975,schwimmen::V,شنا کردن,svømme
976,tauchen::V,غواصی کردن,dykke
977,rudern::V,پارو زدن,ro
978,fahren::V,سواره رفتن,køre
979,fliegen::V,پریدن,flyve
980,gehen::V,رفتن,gå
981,weggehen::V,رفتن,gå bort
982,abfahren::V,حرکت کردن,køre bort
983,anhalten::V,ایست کردن,standse
984,hineingehen::V,داخل شدن,gå ind
985,eintreten::V,وارد شدن,træde ind
986,kommen::V,آمدن,komme
987,ankommen::V,رسیدن,ankomme
988,zurückkommen::V,برگشتن,komme tilbage
989,bleiben::V,ماندن,blive
990,bleiben::V,ماندن,forblive
991,warten::V,منتظر بودن,vente
992,erwarten::V,انتظار داشتن,vente
993,erwarten::V,انتظار داشتن,afvente
994,suchen::V,جستجو کردن,søge
995,finden::V,یافتن,finde
996,finden::V,پیدا کردن,finde
997,versuchen::V,سعی کردن,forsøge
998,versuchen::V,کوشش کردن,forsøge
999,vorbereiten::V,آماده کردن,forberede
1000,lieben::V,عاشق بودن,elske
1001,mögen::V,میل داشتن,holde af
1002,mögen::V,میل داشتن,kunne lide
1003,mögen::V,دوست داشتن,holde af
1004,mögen::V,دوست داشتن,kunne lide
1005,lachen::V,خندیدن,le
1006,rühren::V,به رقت آوردن,røre
1007,weinen::V,گریه کردن,græde
1008,schimpfen::V,فحاشی کردن,skænde
1009,sich ärgern::V,ناراحت شدن,ærgre sig
1010,sich fürchten::V,واهمه کردن,være bange
1011,fürchten::V,ترسیدن,være bange for
1012,fliehen::V,گریختن,flygte
1013,flüchten::V,فرار کردن,flygte
1014,sehen::V,دیدن,se
1015,anschauen::V,نگاه کردن,se på
1016,anschauen::V,نگاه کردن,betragte
1017,ansehen::V,تماشا کردن,anse
1018,hören::V,شنیدن,høre
1019,zuhören::V,گوش دادن,høre til
1020,probieren::V,چشیدن,smage
1021,probieren::V,چشیدن,smage på
1022,riechen::V,بوییدن,lugte
1023,riechen::V,بو کردن,lugte
1024,fühlen::V,احساس کردن,føle
1025,scheinen::V,بنظر آمدن,synes
1026,zu sehen sein::V,دیده شدن,synes
1027,vernehmen::V,شنیدن,erfare
1028,frieren::V,سرد بودن,fryse
1029,tun::V,کردن,gøre
1030,können::V,توانستن,kunne
1031,wollen::V,خواستن,ville
1032,anfangen::V,شروع کردن,begynde
1033,beenden::V,تمام کردن,afslutte
1034,beenden::V,پایان دادن,afslutte
1035,aufhören::V,دست کشیدن,ophøre
1036,aufhören::V,دست کشیدن,holde op
1037,gelingen::V,موفق شدن,lykkes
1038,geraten::V,نتیجه دادن,blive
1039,öffnen::V,گشودن,åbne
1040,öffnen::V,باز کردن,åbne
1041,schließen::V,بستن,lukke
1042,schließen::V,قفل کردن,lukke
1043,stellen::V,گذاردن,stille
1044,setzen::V,نشاندن,sætte
1045,legen::V,گذاشتن,lægge
1046,berühren::V,دست زدن,berøre
1047,berühren::V,لمس کردن,berøre
1048,verbinden::V,وصل کردن,forbinde
1049,bedecken::V,پوشاندن,dække
1050,bedecken::V,پوشاندن,bedække
1051,aufhängen::V,آویختن,hænge
1052,aufhängen::V,آویختن,hænge op
1053,anzünden::V,سوزاندن,tænde
1054,anzünden::V,سوزاندن,antænde
1055,aufheben::V,برداشتن,løfte
1056,aufheben::V,برداشتن,tage op
1057,aufheben::V,بلند کردن,løfte
1058,aufheben::V,بلند کردن,tage op
1059,zurücklassen::V,گذاشتن,lade tilbage
1060,verlieren::V,گم کردن,miste
1061,fallen lassen::V,انداختن,tabe
1062,fallen lassen::V,انداختن,droppe
1063,machen::V,کردن,gøre
1064,machen::V,ساختن,gøre
1065,herstellen::V,ساختن,fremstille
1066,herstellen::V,تولید کردن,fremstille
1067,bauen::V,ساختن,bygge
1068,bauen::V,بنا کردن,bygge
1069,reparieren::V,درست کردن,reparere
1070,reparieren::V,تعمیر کردن,reparere
1071,verbessern::V,بهتر کردن,rette
1072,verbessern::V,بهتر کردن,forbedre
1073,ändern::V,تغییر دادن,ændre
1074,graben::V,کندن,grave
1075,graben::V,گود کردن,grave
1076,beugen::V,کج کردن,bøje
1077,biegen::V,خم کردن,bøje
1078,drehen::V,چرخاندن,dreje
1079,wenden::V,برگرداندن,vende
1080,umdrehen::V,برگرداندن,dreje om
1081,heben::V,برداشتن,hæve
1082,hochheben::V,برآوردن,løfte
1083,hochheben::V,بلند کردن,løfte
1084,ergreifen::V,گرفتن,gribe fat i
1085,halten::V,نگاه داشتن,holde
1086,drücken::V,فشار دادن,trykke
1087,drücken::V,فشار آوردن,trykke
1088,schieben::V,هل دادن,skyde
1089,schieben::V,هل دادن,skubbe
1090,kratzen::V,خاریدن,klø
1091,kratzen::V,خاریدن,kradse
1092,lecken::V,لیسیدن,slikke
1093,beißen::V,گاز زدن,bide
1094,abreißen::V,پاره کردن,rive af
1095,abschneiden::V,بریدن,skære af
1096,abschneiden::V,قطع کردن,skære af
1097,binden::V,بستن,binde
1098,stecken::V,فرو کردن,stikke
1099,brechen::V,شکستن,brække
1100,klopfen::V,کوبیدن,banke
1101,hauen::V,زدن,hugge
1102,kleben::V,چسباندن,klistre
1103,reiben::V,مالش دادن,gnide
1104,streichen::V,مالیدن,smøre
1105,schleifen::V,تیز کردن,slibe
1106,schneiden::V,چیدن,skære
1107,schneiden::V,چیدن,klippe
1108,schneiden::V,بریدن,skære
1109,schneiden::V,بریدن,klippe
1110,rütteln::V,لرزاندن,ruske
1111,rütteln::V,تکان دادن,ruske
1112,schütteln::V,تکان دادن,ryste
1113,schwenken::V,تاب دادن,svinge
1114,schütten::V,ریختن,hælde
1115,füllen::V,پر کردن,fylde
1116,einwickeln::V,پیچیدن,pakke ind
1117,tragen::V,بردن,bære
1118,tragen::V,حمل کردن,bære
1119,schleppen::V,کشیدن,slæbe
1120,ziehen::V,کشیدن,trække
1121,aufbewahren::V,نگهداری کردن,opbevare
1122,werfen::V,انداختن,kaste
1123,werfen::V,پرتاب کردن,kaste
1124,fangen::V,گرفتن,fange
1125,packen::V,گرفتن,gribe
1126,verstecken::V,قایم کردن,gemme
1127,verstecken::V,پنهان کردن,gemme
1128,teilen::V,قسمت کردن,dele
1129,teilen::V,تقسیم کردن,dele
1130,schicken::V,فرستادن,sende
1131,schicken::V,ارسال کردن,sende
1132,bringen::V,آوردن,bringe
1133,hinzufügen::V,افزودن,tilføje
1134,hinzufügen::V,اضافه کردن,tilføje
1135,bekommen::V,گرفتن,få
1136,erhalten::V,دریافت کردن,få
1137,nehmen::V,گرفتن,tage
1138,nehmen::V,برداشتن,tage
1139,wählen::V,انتخاب کردن,vælge
1140,auswählen::V,برگزیدن,udvælge
1141,bewahren::V,حفظ کردن,bevare
1142,bewahren::V,حفاظت کردن,bevare
1143,behindern::V,مانع بودن,hindre
1144,behindern::V,مانع بودن,forhindre
1145,verderben::V,از بین بردن,ødelægge
1146,beschädigen::V,صدمه زدن,beskadige
1147,zerbrechen::V,شکستن,brække itu
1148,zerreißen::V,دریدن,rive itu
1149,zerreißen::V,پاره کردن,rive itu
1150,zerstören::V,خراب کردن,ødelægge
1151,zerstören::V,ویران کردن,ødelægge
1152,verbrennen::V,سوزاندن,brænde
1153,geben::V,دادن,give
1154,reichen::V,دادن,række
1155,schenken::V,هدیه دادن,forære
1156,versprechen::V,قول دادن,love
1157,versprechen::V,وعده دادن,love
1158,wünschen::V,آرزو کردن,ønske
1159,loben::V,ستایش کردن,rose
1160,küssen::V,بوسیدن,kysse
1161,wiegen::V,نوسان کردن,vugge
1162,zudecken::V,پوشاندن,dække til
1163,wecken::V,بیدار کردن,vække
1164,zeigen::V,نشان دادن,vise
1165,führen::V,رهنمائی کردن,føre
1166,lehren::V,آموختن,lære
1167,lehren::V,یاد دادن,lære
1168,unterrichten::V,درس دادن,undervise
1169,unterrichten::V,تدریس کردن,undervise
1170,aufziehen::V,تربیت کردن,opdrage
1171,leiten::V,اداره کردن,lede
1172,antreiben::V,عجله دادن,skynde på
1173,lassen::V,وادار کردن,få til at
1174,einladen::V,دعوت کردن,indbyde
1175,einladen::V,دعوت کردن,invitere
1176,einladen::V,مهمان کردن,indbyde
1177,einladen::V,مهمان کردن,invitere
1178,vereinigen::V,یکی کردن,forene
1179,vereinigen::V,متحد کردن,forene
1180,besuchen::V,دیدار کردن,besøge
1181,treffen::V,ملاقات کردن,møde
1182,sich versammeln::V,جمع شدن,forsamles
1183,spielen::V,بازی کردن,lege
1184,spielen::V,بازی کردن,spille
1185,singen::V,آواز خواندن,synge
1186,tanzen::V,رقصیدن,danse
1187,sich trennen::V,جدا شدن,skilles
1188,verlassen::V,ترک کردن,forlade
1189,retten::V,نجات دادن,redde
1190,bewachen::V,حراست کردن,bevogte
1191,schützen::V,حفظ کردن,skærme
1192,schützen::V,حفظ کردن,beskytte
1193,verteidigen::V,دفاع کردن,forsvare
1194,sich schlagen::V,کتک‌کاری کردن,slås
1195,schießen::V,تیر زدن,skyde
1196,siegen::V,پیروز شدن,sejre
1197,ärgern::V,ناراحت کردن,ærgre
1198,schlagen::V,زدن,slå
1199,schlagen::V,کوبیدن,slå
1200,treten::V,لگد زدن,sparke
1201,stechen::V,چاقو زدن,stikke
1202,stoßen::V,هل دادن,støde
1203,stehlen::V,دزدیدن,stjæle
1204,stören::V,مزاحم شدن,forstyrre
1205,belästigen::V,زحمت دادن,genere
1206,belästigen::V,زحمت دادن,ulejlige
1207,verbergen::V,پنهان کردن,skjule
1208,täuschen::V,گول زدن,villede
1209,täuschen::V,فریب دادن,villede
1210,betrügen::V,گول زدن,bedrage
1211,betrügen::V,فریب دادن,bedrage
1212,töten::V,کشتن,dræbe
1213,wohnen::V,منزل داشتن,bo
1214,wohnen::V,سکونت داشتن,bo
1215,arbeiten::V,کار کردن,arbejde
1216,sammeln::V,جمع کردن,samle
1217,pflücken::V,چیدن,plukke
1218,jagen::V,شکار کردن,jage
1219,fischen::V,صید کردن,fiske
1220,fischen::V,ماهی‌گیری کردن,fiske
1221,fassen::V,گرفتن,fange
1222,hüten::V,چراندن,vogte
1223,hüten::V,مراقبت کردن,vogte
1224,treiben::V,راندن,drive
1225,anbinden::V,متصل کردن,binde fast
1226,füttern::V,غذا دادن,fodre
1227,melken::V,دوشیدن,malke
1228,hacken::V,خرد کردن,hakke
1229,gießen::V,ریختن,hælde
1230,reifen::V,رسیدن,modne
1231,zubereiten::V,طبخ کردن,tilberede
1232,zubereiten::V,آماده کردن,tilberede
1233,kochen::V,پختن,koge
1234,kochen::V,آشپزی کردن,koge
1235,backen::V,پختن,bage
1236,braten::V,سرخ کردن,stege
1237,umrühren::V,هم زدن,røre om
1238,stricken::V,بافتن,strikke
1239,nähen::V,دوختن,sy
1240,färben::V,رنگ زدن,farve
1241,reinigen::V,پاک کردن,rense
1242,reinigen::V,پاک کردن,gøre ren
1243,reinigen::V,تمیز کردن,rense
1244,reinigen::V,تمیز کردن,gøre ren
1245,waschen::V,شستن,vaske
1246,abwischen::V,زدودن,tørre af
1247,spülen::V,شستن,skylle
1248,fegen::V,جارو کردن,feje
1249,kehren::V,جارو کردن,feje
1250,baden::V,شنا کردن,bade
1251,baden::V,حمام کردن,bade
1252,sich waschen::V,شستشو کردن,vaske sig
1253,ausziehen::V,درآوردن,tage af
1254,anziehen::V,پوشیدن,tage på
1255,sich anziehen::V,لباس پوشیدن,klæde sig på
1256,kämmen::V,شانه زدن,rede
1257,kämmen::V,شانه زدن,frisere
1258,schmücken::V,زینت دادن,pynte
1259,schmücken::V,زینت دادن,smykke
1260,sagen::V,گفتن,sige
1261,sprechen::V,حرف زدن,snakke
1262,sprechen::V,صحبت کردن,snakke
1263,reden::V,حرف زدن,tale
1264,reden::V,حرف زدن,snakke
1265,reden::V,صحبت کردن,tale
1266,reden::V,صحبت کردن,snakke
1267,sich unterhalten::V,گپ زدن,snakke sammen
1268,fragen::V,پرسیدن,spørge
1269,fragen::V,سؤال کردن,spørge
1270,bitten::V,خواهش کردن,bede
1271,bitten::V,درخواست کردن,bede
1272,erzählen::V,نقل کردن,berette
1273,erzählen::V,نقل کردن,fortælle
1274,erzählen::V,حکایت کردن,berette
1275,erzählen::V,حکایت کردن,fortælle
1276,mitteilen::V,خبر دادن,meddele
1277,nennen::V,نامیدن,nævne
1278,rufen::V,صدا کردن,råbe
1279,prahlen::V,پز آمدن,prale
1280,übersetzen::V,ترجمه کردن,oversætte
1281,denken::V,فکر کردن,tænke
1282,glauben::V,باور کردن,tro
1283,glauben::V,عقیده داشتن,tro
1284,bemerken::V,متوجه شدن,bemærke
1285,bemerken::V,متوجه شدن,lægge mærke til
1286,erkennen::V,شناختن,genkende
1287,erkennen::V,تشخیص دادن,genkende
1288,begreifen::V,فهمیدن,begribe
1289,begreifen::V,درک کردن,begribe
1290,verstehen::V,فهمیدن,forstå
1291,lernen::V,آموختن,lære
1292,lernen::V,یاد گرفتن,lære
1293,wissen::V,دانستن,vide
1294,sich erinnern an::V,به یاد آوردن,mindes
1295,sich erinnern an::V,به یاد آوردن,huske på
1296,vergessen::V,فراموش کردن,glemme
1297,messen::V,اندازه گرفتن,måle
1298,zählen::V,شمردن,tælle
1299,rechnen::V,حساب کردن,regne
1300,lesen::V,خواندن,læse
1301,malen::V,نقاشی کردن,male
1302,zeichnen::V,کشیدن,tegne
1303,zeichnen::V,رسم کردن,tegne
1304,schreiben::V,نوشتن,skrive
1305,besitzen::V,داشتن,eje
1306,besitzen::V,داشتن,besidde
1307,kaufen::V,خریدن,købe
1308,kaufen::V,خرید کردن,købe
1309,verkaufen::V,فروختن,sælge
1310,bezahlen::V,پرداختن,betale
1311,zahlen::V,پرداخت کردن,betale
1312,beherrschen::V,مسلط بودن,beherske
1313,ertragen::V,تحمل کردن,tåle
1314,ertragen::V,تحمل کردن,udholde
