,Concept_ID,uz,av
745,sieben::NUM,etti,анкьго
746,acht::NUM,sakkiz,микьго
747,neun::NUM,to'qqiz,ичӏго
748,zehn::NUM,o'n,анцӏго
749,elf::NUM,o'n bir,анцӏила цо
750,zwölf::NUM,o'n ikki,кӏиго-анцӏила
751,zwanzig::NUM,yigirma,къого
752,dreißig::NUM,o'ttiz,лъеберго
753,vierzig::NUM,qirq,кӏикъого
754,fünfzig::NUM,ällik,кӏикъо́ялда анцӏго
755,sechzig::NUM,oltmish,лъабкъого
756,siebzig::NUM,etmish,лъабкъо́ялда анцӏго
757,achtzig::NUM,sakson,ункъого
758,neunzig::NUM,to'qson,ункъоялда а́нцӏила
759,hundert::NUM,yuz,нусго
760,tausend::NUM,ming,азарго
761,und::CNJ,va,ва
762,und::CNJ,va,-ги
763,oder::CNJ,yo,ялъуни
764,stehen::V,turmoq,бахъунчӏезе
765,sitzen::V,o'tirmoq,гӏодов чӏезе
766,liegen::V,yotmoq,бегизе
767,hängen::V,osilmoq,базе
768,werden::V,bo'lmoq,бахъине
769,passieren::V,bo'lib o'tmoq,лъугьине
770,passieren::V,bo'lib o'tmoq,лъугьа-бахъине
771,beginnen::V,boshlanmoq,байбихьизе
772,enden::V,bitmoq,лъугӏизе
773,wechseln::V,o'zgarmoq,хиса-басизе
774,wechseln::V,o'zgarmoq,хисизе
775,aufgehen[Sonne]::V,chiqmoq,баккизе
776,untergehen[Sonne]::V,botmoq,щинкӏизе
777,scheinen[Sonne]::V,yaraqlamoq,къалъ-къалъизе
778,donnern::V,gulduramoq,гъугъазе
779,wehen::V,elpimoq,пуйзе
780,strömen::V,oqmoq,чвахизе
781,fließen::V,oqmoq,чвахизе
782,sich drehen::V,aylanmoq,сверизе
783,schwanken::V,qoqilmoq,хьвагӏезе
784,schwanken::V,qoqilmoq,багъа-бачаризе
785,schwingen::V,lopillamoq,щвартӏезе
786,fallen::V,tushmoq,бортизе
787,brennen::V,yonmoq,рекӏине
788,rauchen::V,tutamoq,кӏкӏуй буризе
789,regnen::V,yomg'ir yog'moq,базе
790,gefrieren::V,muzlamoq,гӏу́низе
791,tauen::V,ärimoq,биаризе
792,schmelzen::V,ärimoq,биине
793,trocknen::V,qurimoq,бакъвазе
794,sieden::V,qaynamoq,гьалдезе
795,faulen::V,chirimoq,махӏцине
796,verfaulen::V,chirimoq,туризе
797,reißen::V,qayt qilmoq,бихъизе
798,versinken::V,g'arq bo'lmoq,гъанкъизе
799,vergehen::V,o'tmoq,базе
800,vergehen::V,o'tmoq,бахъизе
801,vergehen::V,o'tmoq,ине
802,erscheinen::V,zuhur ätmoq,баккизе
803,verschwinden::V,yo'qolmoq,къине
804,verschwinden::V,yo'qolmoq,билизе
805,sinken::V,pasaymoq,гӏодо́бе ккезе
806,abnehmen::V,kamaymoq,тӏаса камизе
807,zunehmen::V,urchimoq,гӏемерлъизе
808,steigen::V,oshmoq,бахине
809,wachsen::V,o'smoq,кӏодолъизе
810,glänzen::V,porlamoq,цӏвакизе
811,funkeln::V,yalt ätmoq,паркъезе
812,lärmen::V,taraq ätmoq,хъудизе
813,lärmen::V,taraq ätmoq,чӏиргъдизе
814,läuten::V,jiringlamoq,кьабизе
815,klingeln::V,jiringlamoq,кьабизе
816,klirren::V,sharaqlamoq,зваргъизе
817,brausen::V,vag'illamoq,гьалаглъизе
818,rauschen::V,shitirlamoq,шуршудизе
819,klingen::V,yangramoq,бахъине
820,bellen::V,hurmoq,гъанчдезе
821,heulen::V,uvlamoq,рурудизе
822,blasen::V,puflamoq,гьохьизе
823,pfeifen::V,xushtak chalmoq ,гьещтӏезе
824,schreien::V,qiyqirmoq,ахӏизе
825,schreien::V,qiyqirmoq,ахӏдезе
826,stöhnen::V,nola qilmoq,зигардизе
827,zittern::V,titramoq,дарран
828,zittern::V,titramoq,гьаргьадизе
829,leben::V,yashamoq,бетӏербахъизе
830,geboren werden::V,tug'ilmoq,лъугьине
831,atmen::V,nafas chiqarmoq,хӏухьел биччазе
832,trinken::V,ichmoq,гьекъезе
833,essen::V,emoq,квине
834,essen::V,emoq,кваназе
835,schlucken::V,yutmoq,кӏкӏвине
836,schlucken::V,yutmoq,къулчӏизе
837,müde werden::V,horimoq,сваказе
838,einschlafen::V,uxlab qolmoq,кьижизе
839,einschlafen::V,uxlab qolmoq,гъапуллъизе
840,schlafen::V,uxlamoq,кьижизе
841,aufwachen::V,uyg'onmoq,бигьине
842,aufstehen::V,qo'pmoq,бахъине
843,aufstehen::V,qo'pmoq,тӏадебахъине
844,sich erholen::V,dam olmoq,хьи бахъизе
845,sich erholen::V,dam olmoq,хӏалхьи гьабизе
846,krank werden::V,kasallanmoq,унтизе
847,krank sein::V,betob yotmoq,унтизе
848,schmerzen::V,og'rimoq,унтизе
849,husten::V,yo'talmoq,хъегӏизе
850,genesen::V,tuzalmoq,лъилъизе
851,sterben::V,o'lmoq,хвезе
852,umkommen::V,halok bo'lmoq,гьалаглъизе
853,sich bewegen::V,harakat qilmoq,багъаризе
854,sich bewegen::V,harakat qilmoq,багъаргъизе
855,sich rühren::V,qimirlamoq,багъаризе
856,sich erheben::V,qo'pmoq,тӏадебахъине
857,sich erheben::V,qo'pmoq,бахъине
858,sich setzen::V,o'tirmoq,гӏодов чӏезе
859,hinfallen::V,yiqilmoq,щапизе
860,laufen::V,yurmoq,хьвадизе
861,schreiten::V,yurmoq,чӏезе
862,spazierengehen::V,sayr ätmoq,тира-сверизе
863,eilen::V,tezlamoq,ракӏхӏалакине
864,eilen::V,tezlamoq,дуризе
865,sich beeilen::V,shoshmoq,дуризе
866,sich beeilen::V,shoshmoq,гӏедегӏизе
867,sausen::V,chopqillamoq,тӏуризе
868,rennen::V,yugurmoq,бекеризе
869,springen::V,sakramoq,кӏанцӏизе
870,klettern::V,yuqorilamoq,хархадизе
871,schaukeln::V,irg'amoq,гьерщезе
872,kriechen::V,ämaklamoq,хъурщизе
873,schwimmen::V,suzmoq,лъедезе
874,tauchen::V,chu'mmoq,букъардизе
875,rudern::V,eshkak eshmoq,хазе
876,fahren::V,haydamoq,ине
877,fliegen::V,uchmoq,боржине
878,gehen::V,bormoq,ине
879,weggehen::V,ketoq,ине
880,abfahren::V,jo'namoq,къокъине
881,anhalten::V,to'xtamoq,чӏезе
882,anhalten::V,to'xtamoq,тархъизе
883,anhalten::V,to'xtamoq,лъалхъизе
884,hineingehen::V,kirmoq,тӏаделъугьине
885,eintreten::V,kirmoq,лъугьине
886,kommen::V,kelmoq,бачӏине
887,ankommen::V,etib kelmoq,щвезе
888,ankommen::V,etib kelmoq,тӏадебачӏине
889,zurückkommen::V,qaytib kelmoq,тадбуссине
890,zurückkommen::V,qaytib kelmoq,тӏадбуссине
891,bleiben::V,qolmoq,чӏезе
892,bleiben::V,qolmoq,хутӏизе
893,warten::V,poylamoq,чӏезе
894,erwarten::V,kutmoq,балагьизе
895,suchen::V,izlamoq,балагьизе
896,finden::V,topmoq,батизе
897,versuchen::V,chalishmoq,хӏалбихьизе
898,vorbereiten::V,hozirlamoq,хӏадурлъизабизе
899,lieben::V,sevmoq,балай бегьизе
900,mögen::V,ardoqlamoq,бокьизе
901,lachen::V,kulmoq,белъизе
902,rühren::V,ta'sirlantirmoq,
903,weinen::V,yig'lamoq,гӏодизе
904,schimpfen::V,koyinmoq,гъанчдезе
905,sich ärgern::V,g'azab qilmoq,вагъизе
906,sich ärgern::V,g'azab qilmoq,ццида́хине
907,sich fürchten::V,hurkmoq,хӏинкъизе
908,fürchten::V,qo'rqmoq,беркъазе
909,fürchten::V,qo'rqmoq,хӏинкъа-къазе
910,fliehen::V,qochmoq,лъутизе
911,flüchten::V,qochmoq,лъутизе
912,sehen::V,ko'rmoq,бихьизе
913,anschauen::V,razm solmoq,бертӏамизе
914,anschauen::V,razm solmoq,балагьизе
915,ansehen::V,razm qilmoq,бала-гъалагьизе
916,hören::V,äshitmoq,рагӏизе
917,zuhören::V,tinglamoq,гӏенеккизе
918,probieren::V,tatib ko'rmoq,кӏалдиб хъва́зе
919,probieren::V,tatib ko'rmoq,чӏамизе
920,riechen::V,iskamoq,су́нтӏизе
921,fühlen::V,sezmoq,чӏвазе
922,scheinen::V,tuyilmoq,
923,zu sehen sein::V,ko'rinmoq,бихьизе
924,vernehmen::V,äshitmoq,рагӏизе
925,frieren::V,sovuq qotmoq,цӏорозе
926,tun::V,ätmoq,гьабизе
927,können::V,-a olmoq,кӏвезе
928,können::V,-a olmoq,лъазе
929,können::V,-y olmoq,кӏвезе
930,können::V,-y olmoq,лъазе
931,wollen::V,istamoq,бокьизе
932,anfangen::V,boshlamoq,байбихьизе
933,beenden::V,bitirmoq,тӏубазабизе
934,beenden::V,bitirmoq,лъугӏизабизе
935,aufhören::V,tinmoq,бахъизе
936,gelingen::V,muvaffaqiyat qozonmoq,бахъизе
937,geraten::V,bo'lmoq,бахъизе
938,öffnen::V,ochmoq,рагьизе
939,schließen::V,yopmoq,къазе
940,stellen::V,qo'ymoq,чӏвазе
941,setzen::V,o'tqazmoq,рекӏинабизе
942,setzen::V,o'tqazmoq,гӏодор чӏезаризе
943,legen::V,yotqizmoq,лъезе
944,berühren::V,tegmoq,хъвазе
945,verbinden::V,ulamoq,хьухьине
946,verbinden::V,ulamoq,бухьине
947,bedecken::V,bekitmoq,кквезе
948,aufhängen::V,ildirmoq,базе
949,anzünden::V,yondirmoq,бакизе
950,anzünden::V,yondirmoq,рекӏинабизе
951,aufheben::V,ko'tarmoq,
952,zurücklassen::V,ayrilmoq,тезе
953,verlieren::V,yo'qotmoq,билизабизе
954,fallen lassen::V,tushirmoq,бортизабизе
955,machen::V,qilmoq,гьабизе
956,herstellen::V,chiqarmoq,гьабизе
957,herstellen::V,chiqarmoq,хӏадурлъизабизе
958,bauen::V,solmoq,базе
959,bauen::V,solmoq,гьабизе
960,reparieren::V,tuzatmoq,къачӏазе
961,verbessern::V,isloh qilmoq,лъикӏлъизабизе
962,ändern::V,o'zgartirmoq,хисизабизе
963,graben::V,qazimoq,бухъизе
964,beugen::V,bukmoq,хьетӏизабизе
965,biegen::V,bukmoq,гьетӏизабизе
966,drehen::V,aylantirmoq,тиризабизе
967,drehen::V,aylantirmoq,свердизабизе
968,wenden::V,burmoq,бегизе
969,umdrehen::V,ag'darmoq,бегизе
970,umdrehen::V,ag'darmoq,бега-битӏизе
971,heben::V,yuksaltirmoq,борхизе
972,hochheben::V,ko'tarmoq,борхалъизабизе
973,hochheben::V,ko'tarmoq,борхизе
974,ergreifen::V,tutamlamoq,кквезе
975,halten::V,tutmoq,кквезе
976,drücken::V,bosmoq,къазе
977,drücken::V,bosmoq,къанцӏу́зе
978,drücken::V,bosmoq,къвал ба́зе
979,schieben::V,surmoq,хъилдизе
980,kratzen::V,qashimoq,хачазе
981,lecken::V,mijimoq,чӏикӏизе
982,beißen::V,tishlamoq,хӏанчӏизе
983,beißen::V,tishlamoq,хӏанчӏизабизе
984,abreißen::V,emirmoq,тӏезе
985,abreißen::V,emirmoq,тӏезабизе
986,abschneiden::V,cho'rt kesmoq,къотӏизе
987,binden::V,bog'lamoq,бухьине
988,stecken::V,suqmoq,къазабизе
989,brechen::V,sindirmoq,бекизе
990,klopfen::V,dukurlamoq,дванкезе
991,hauen::V,urmoq,базе
992,kleben::V,yopishtirmoq,бацӏцӏине
993,reiben::V,surkamoq,хачазе
994,streichen::V,surkamoq,бахине
995,streichen::V,surkamoq,жужазе
996,schleifen::V,qayramoq,лъухьизе
997,schneiden::V,kesmoq,къотӏизе
998,rütteln::V,chayqamoq,багъа-бачаризабизе
999,schütteln::V,chayqamoq,кӏобокӏизе
1000,schwenken::V,chayqatmoq,гьесадизе
1001,schwenken::V,chayqatmoq,хьвагӏезабизе
1002,schütten::V,quymoq,тӏезе
1003,füllen::V,to'ldirmoq,цӏезабизе
1004,einwickeln::V,chulg'amoq,жемизе
1005,tragen::V,tashimoq,баччизе
1006,schleppen::V,sudramoq,бехъерхъизе
1007,ziehen::V,tortmoq,цӏазе
1008,aufbewahren::V,tutmoq,цӏунизе
1009,werfen::V,tashlamoq,рехизе
1010,fangen::V,tutmoq,кквезе
1011,packen::V,opqochmoq,кквезе
1012,verstecken::V,yashirmoq,бахчизе
1013,teilen::V,bo'lmoq,бикьизе
1014,schicken::V,yubormoq,битӏизе
1015,bringen::V,keltirmoq,баччизе
1016,hinzufügen::V,tirkamoq,жубазе
1017,bekommen::V,olmoq,щвезе
1018,erhalten::V,olmoq,щвезе
1019,erhalten::V,olmoq,босизе
1020,nehmen::V,olmoq,босизе
1021,wählen::V,saylamoq,бищизе
1022,auswählen::V,saylamoq,тӏасабищизе
1023,bewahren::V,saqlamoq,цӏунизе
1024,behindern::V,xalal bermoq,квекӏен гьабизе
1025,verderben::V,xazon qilmoq,хвезабизе
1026,beschädigen::V,buzmoq,галгъазабизе
1027,zerbrechen::V,sindirmoq,щущазабизе
1028,zerreißen::V,yirtmoq,бихъизе
1029,zerstören::V,vayron qilmoq,биххизабизе
1030,verbrennen::V,kuydirmoq,бухӏизе
1031,geben::V,bermoq,кьезе
1032,reichen::V,bermoq,кьезе
1033,schenken::V,sovg'a qilmoq,кьезе
1034,versprechen::V,va'da bermoq,назру гьабизе
1035,wünschen::V,orziqmoq,бокьизе
1036,loben::V,maqtamoq,беццизе
1037,loben::V,maqtamoq,бецца-бекъизе
1038,küssen::V,o'pmoq,баизе
1039,wiegen::V,tebratmoq,чӏучӏадизабизе
1040,zudecken::V,yopmoq,тӏадбигъине
1041,wecken::V,uyg'otmoq,бигьинабизе
1042,zeigen::V,ko'rsatmoq,бихьизабизе
1043,führen::V,boshlik bo'lmoq,бачине
1044,lehren::V,o'rgatmoq,малъизе
1045,lehren::V,o'rgatmoq,цӏализабизе
1046,unterrichten::V,dars bermoq,цӏализабизе
1047,aufziehen::V,o'stirmoq,гӏезабизе
1048,leiten::V,boshqarmoq,нухмалъи гьабизе
1049,antreiben::V,shoshiltirmoq,гӏедегӏизабизе
1050,lassen::V,ruxsat bermoq,
1051,einladen::V,taklif kilmoq,ахӏизе
1052,einladen::V,taklif kilmoq,тӏадеахӏизе
1053,vereinigen::V,qo'shmoq,цолъизабизе
1054,besuchen::V,mehmonga bormoq,баккизе
1055,besuchen::V,mehmonga bormoq,хьвадизе
1056,treffen::V,duchor bo'lmoq,дандчӏвазе
1057,sich versammeln::V,to'planmoq,данделъизе
1058,sich versammeln::V,to'planmoq,бакӏаризе
1059,spielen::V,o'ynamoq,басандизе
1060,singen::V,yalla qilmoq,ахӏизе
1061,tanzen::V,raqs qilmoq,кьурдизе
1062,sich trennen::V,yakkalanmoq,батӏалъизе
1063,verlassen::V,qoldirmoq,тезе
1064,verlassen::V,qoldirmoq,рехунтезе
1065,retten::V,qutqazmoq,хвасар гьабизе
1066,retten::V,qutqazmoq,хвасарлъизабизе
1067,bewachen::V,qo'rimoq,цӏунизе
1068,schützen::V,yoniga olmoq,цӏунизе
1069,verteidigen::V,yoqlamoq,цӏунизе
1070,sich schlagen::V,yoqalashmoq,багъизе
1071,schießen::V,otmoq,речӏчӏизе
1072,siegen::V,engmoq,бергьине
1073,ärgern::V,jahl chiqarmoq,вагъизавизе
1074,schlagen::V,urmoq,кьабизе
1075,treten::V,tepmoq,мал тункизе
1076,stechen::V,qadamoq,къазабизе
1077,stoßen::V,turtmoq,тункизе
1078,stoßen::V,turtmoq,хъилдизе
1079,stehlen::V,o'g'rilamoq,щинкӏизабизе
1080,stören::V,tebratmoq,квекӏен гьабизе
1081,stören::V,tebratmoq,татубахъи гьабизе
1082,belästigen::V,g'ashini keltirmoq,рахӏатхвезабизе
1083,verbergen::V,berkitmoq,бахчизе
1084,verbergen::V,berkitmoq,балъго тезе
1085,täuschen::V,aldamoq,божуда рекӏкӏ гьабизе
1086,täuschen::V,aldamoq,гуккизе
1087,betrügen::V,tirriq qilmoq,хӏилла гьабизе
1088,betrügen::V,tirriq qilmoq,сандирахълъи гьабизе
1089,töten::V,o'ldirmoq,чӏвазе
1090,wohnen::V,istiqomat qilmoq,яшав гьабизе
1091,arbeiten::V,ishlamoq,хӏалтӏизе
1092,sammeln::V,yig'moq,бакӏаризе
1093,pflücken::V,termoq,бетӏизе
1094,jagen::V,ov qilmoq,чан гьабизе
1095,fischen::V,baliq ovlamoq,ччугӏа кквезе
1096,fassen::V,ilinmoq,кквезе
1097,hüten::V,boqtirmoq,кваназабизе
1098,treiben::V,haydamoq,гъезе
1099,anbinden::V,bog'lamoq,бухьине
1100,füttern::V,edirmoq,кваназабизе
1101,melken::V,sog'moq,бечӏчӏизе
1102,hacken::V,chopmoq,чӏвазе
1103,gießen::V,oqizmoq,лъалъазе
1104,reifen::V,qizarmoq,барщизе
1105,zubereiten::V,pishirmoq,бежа-белъине
1106,kochen::V,qaynatmoq,белъине
1107,backen::V,yopmoq,базе
1108,braten::V,qovurmoq,бежизе
1109,umrühren::V,atalamoq,багъаризе
1110,stricken::V,to'qimoq,хьухьине
1111,nähen::V,tikmoq,букъизе
1112,färben::V,bo'yoqlamoq,кьер гьабизе
1113,reinigen::V,tozalamoq,бацӏцӏине
1114,waschen::V,yuvmoq,чуризе
1115,abwischen::V,surkamoq,бацӏцӏине
1116,spülen::V,chaymoq,хулизе
1117,fegen::V,cho'tkalamoq,лъухьизе
1118,kehren::V,supurmoq,лъухьизе
1119,baden::V,cho'milmoq,чордезе
1120,sich waschen::V,yuvinmoq,
1121,ausziehen::V,echintirmoq,бахъизе
1122,anziehen::V,kiymoq,ретӏине
1123,sich anziehen::V,kiyinmoq,ретӏине
1124,kämmen::V,taramoq,хазе
1125,schmücken::V,yasatmoq,чӏухӏизабизе
1126,sagen::V,aytmoq,бицине
1127,sprechen::V,so'zlamoq,бицине
1128,reden::V,gapirmoq,гаргадизе
1129,sich unterhalten::V,suhbatlashmoq,гаргадизе
1130,fragen::V,so'ramoq,цӏехезе
1131,fragen::V,so'ramoq,гьикъизе
1132,bitten::V,iltimos qilmoq,гьаризе
1133,erzählen::V,aytib bermoq,бицине
1134,mitteilen::V,bildirmoq,лъазабизе
1135,nennen::V,atamoq,цӏар лъезе
1136,rufen::V,chaqirmoq,ахӏизе
1137,prahlen::V,gerdaymoq,беццаризе
1138,übersetzen::V,tarjima qilmoq,буссинабизе
1139,denken::V,o'ylamoq,ургъизе
1140,glauben::V,ishonmoq,божизе
1141,bemerken::V,payqamoq,берречӏчӏизе
1142,erkennen::V,tanimoq,лъазе
1143,erkennen::V,tanimoq,батӏаго бахъизе
1144,begreifen::V,tushunmoq,бичӏчӏизе
1145,verstehen::V,anglamoq,
1146,lernen::V,o'qimoq,цӏализе
1147,wissen::V,bilmoq,лъазе
1148,sich erinnern an::V,äsni tanimoq,ракӏалде щвезе
1149,vergessen::V,unutmoq,кӏочене
1150,messen::V,o'lchamoq,борцине
1151,zählen::V,raqamlamoq,рикӏкӏине
1152,rechnen::V,cho'tlamoq,рикӏкӏине
1153,lesen::V,o'qimoq,цӏализе
1154,malen::V,rasm solmoq,бахъизе
1155,zeichnen::V,chizmoq,бахъизе
1156,schreiben::V,yozmoq,хъвазе
1157,besitzen::V,ägalamoq,щвезе
1158,besitzen::V,ägalamoq,бу́кӏине
1159,kaufen::V,olmoq,босизе
1160,verkaufen::V,sotmoq,бичизе
1161,bezahlen::V,to'lamoq,кьезе
1162,zahlen::V,to'lamoq,кьезе
1163,beherrschen::V,ägalamoq,
1164,ertragen::V,chidamoq,баччизе
