,Concept_ID,myv,fi
809,vorwärts::ADV,икелев,eteenpäin
810,rückwärts::ADV,мекев,taaksepäin
811,zurück::ADV,мекев,takaisin
812,unten::ADV,ало,alhaalla
813,hinab::ADV,алов,alas
814,oben::ADV,вере,ylhäällä
815,hinauf::ADV,верев,ylös
816,überall::ADV,эрьва косо,kaikkialla
817,nicht::ADV,а,ei
818,ein wenig::ADV,аламошка,vähän
819,kaum::ADV,ансяк,tuskin
820,sehr::ADV,пек,kovin
821,sehr::ADV,пек,oikein
822,sehr::ADV,вельть,kovin
823,sehr::ADV,вельть,oikein
824,so::ADV,истя,näin
825,noch::ADV,таго,vielä
826,nur::ADV,ансяк,vain
827,nur::ADV,ансяк,ainoastaan
828,schon::ADV,уш,jo
829,wieder::ADV,таго,taas
830,wieder::ADV,таго,jälleen
831,vergebens::ADV,стяко,turhaan
832,vor::PRP,икеле,edessä
833,hinter::PRP,вельде,takana
834,unter::PRP,ало,alla
835,durch::PRP,пачк,läpi
836,durch::PRP,пачк,kautta
837,neben::PRP,вакссо,vieressä
838,zwischen::PRP,ютксо,välillä
839,wegen::PRP,кис,takia
840,wegen::PRP,кис,vuoksi
841,wegen::PRP,коряс,takia
842,wegen::PRP,коряс,vuoksi
843,wegen::PRP,кувалт,takia
844,wegen::PRP,кувалт,vuoksi
845,dies::PRN,те,tämä
846,das::PRN,те,se
847,das::PRN,тона,se
848,alles::PRN,весе,kaikki
849,alles::PRN,весемесь,kaikki
850,ich::PRN,мон,minä
851,du::PRN,тон,sinä
852,er::PRN,сон,hän
853,wir::PRN,минь,me
854,ihr::PRN,тынь,te
855,sie::PRN,сынь,he
856,was::FPRN,мезе,mikä
857,wer::FPRN,ки,ken
858,wer::FPRN,ки,kuka
859,wo::FADV,косо,missä
860,wohin::FADV,ков,mihin
861,wohin::FADV,козо,mihin
862,wie::FADV,кода,miten
863,wie::FADV,кода,kuinka
864,warum::FADV,мекс,miksi
865,wieviel::FNUM,зяро,paljonko
866,wieviel::FNUM,зяро,kuinka paljon
867,eins::NUM,вейке,yksi
868,zwei::NUM,кавто,kaksi
869,drei::NUM,колмо,kolme
870,vier::NUM,ниле,neljä
871,fünf::NUM,вете,viisi
872,sechs::NUM,кото,kuusi
873,sieben::NUM,сисем,seitsemän
874,acht::NUM,кавксо,kahdeksan
875,neun::NUM,вейксэ,yhdeksän
876,zehn::NUM,кемень,kymmenen
877,elf::NUM,кевейкее,yksitoista
878,zwölf::NUM,кемгавтово,kaksitoista
879,zwanzig::NUM,комсь,kaksikymmentä
880,dreißig::NUM,колоньгемень,kolmekymmentä
881,vierzig::NUM,ниленьгемень,neljäkymmentä
882,fünfzig::NUM,ведьгемень,viisikymmentä
883,sechzig::NUM,кодгемень,kuusikymmentä
884,siebzig::NUM,сизьгемень,seitsemänkymmentä
885,achtzig::NUM,кавксоньгемень,kahdeksankymmentä
886,neunzig::NUM,вейксэньгемень,yhdeksänkymmentä
887,hundert::NUM,сядо,sata
888,tausend::NUM,тыща,tuhat
889,und::CNJ,ды,ja
890,oder::CNJ,или,tai
891,stehen::V,аштемс стядо,seisoa
892,sitzen::V,аштемс озадо,istua
893,liegen::V,мадезь аштемс,maata
894,hängen::V,нурьгемс,riippua
895,werden::V,арамс,tulla
896,werden::V,арамс,joutua
897,passieren::V,лисэмс,sattua
898,passieren::V,лисэмс,tapahtua
899,beginnen::V,ушодомс,alkaa
900,enden::V,лоткамс,loppua
901,enden::V,лоткамс,päättyä
902,wechseln::V,полавтнемс,vaihtua
903,wechseln::V,полавтнемс,vaihdella
904,aufgehen[Sonne]::V,лисемс,nousta
905,aufgehen[Sonne]::V,стямс,nousta
906,untergehen[Sonne]::V,валгомс,laskea
907,scheinen[Sonne]::V,валдомтомс,paistaa
908,donnern::V,цярномс,jyristä
909,donnern::V,галдордомс,jyristä
910,wehen::V,пувамс,tuulla
911,wehen::V,пувамс,puhaltaa
912,strömen::V,чудемс,virrata
913,fließen::V,чудемс,valua
914,fließen::V,чудемс,juosta
915,sich drehen::V,велямс,pyöriä
916,schwanken::V,лыкамс,horjua
917,schwanken::V,якамс,horjua
918,schwingen::V,нурсемс,heilua
919,schwingen::V,нурсемс,värähdellä
920,schwingen::V,лыкамс,heilua
921,schwingen::V,лыкамс,värähdellä
922,fallen::V,прамс,pudota
923,fallen::V,прамс,langeta
924,fallen::V,сяворемс,pudota
925,fallen::V,сяворемс,langeta
926,brennen::V,паломс,palaa
927,rauchen::V,качадомс,savuta
928,regnen::V,пиземс,sataa
929,gefrieren::V,кельмемс,jäätyä
930,tauen::V,соламс,sulaa
931,schmelzen::V,соламс,sulaa
932,trocknen::V,коськемс,kuivua
933,sieden::V,лакамс,kiehua
934,sieden::V,пиксемс,kiehua
935,faulen::V,наксадомс,mädätä
936,verfaulen::V,наксадомс,mädätä
937,verfaulen::V,наксадомс,mädäntyä
938,reißen::V,сезневемс,revetä
939,versinken::V,ваямс,upota
940,versinken::V,ваямс,vajota
941,vergehen::V,ютамс,kulua
942,erscheinen::V,лисемс,ilmestyä
943,verschwinden::V,ёмамс,kadota
944,sinken::V,явамс,vajota
945,abnehmen::V,киремемс,vähetä
946,zunehmen::V,ламолгадомс,kasvaa
947,zunehmen::V,ламолгадомс,lisääntyä
948,zunehmen::V,раштамс,kasvaa
949,zunehmen::V,раштамс,lisääntyä
950,steigen::V,куземс,nousta
951,steigen::V,кепсевемс,nousta
952,wachsen::V,касомс,kasvaa
953,glänzen::V,цитнемс,kiiltää
954,funkeln::V,пиндолдомс,kipinöidä
955,funkeln::V,цивтёрдомс,kipinöidä
956,lärmen::V,шалномс,meluta
957,läuten::V,гайгезевемс,soida
958,klingeln::V,чавомс баягас,soida
959,klirren::V,калдордомс,kalista
960,klirren::V,кальцяемс,kalista
961,brausen::V,лакамс,kohista
962,rauschen::V,лажномс,kohista
963,klingen::V,гайгемс,soida
964,bellen::V,онгомс,haukkua
965,heulen::V,урномс,ulvoa
966,blasen::V,пувамс,puhaltaa
967,pfeifen::V,вешкемс,viheltää
968,schreien::V,пижнемс,kirkua
969,stöhnen::V,кувсемс,voihkia
970,zittern::V,тарномс,vapista
971,leben::V,эрямс,elää
972,geboren werden::V,чачомс,syntyä
973,atmen::V,лексемс,hengittää
974,trinken::V,симемс,juoda
975,essen::V,ярсамс,syödä
976,schlucken::V,нилемс,niellä
977,schlucken::V,порнемс,niellä
978,müde werden::V,сиземс,uupua
979,einschlafen::V,матедевемс,uinahtaa
980,schlafen::V,удомс,maata
981,schlafen::V,удомс,nukkua
982,aufwachen::V,сыргоземс,herätä
983,aufstehen::V,стямс,nousta
984,aufstehen::V,стямс,nousta ylös
985,sich erholen::V,оймсемс,levätä
986,krank werden::V,сэредезевемс,sairastua
987,krank sein::V,сэредемс,potea
988,krank sein::V,сэредемс,sairastaa
989,schmerzen::V,сэредемс,särkeä
990,schmerzen::V,сэредемс,kivistää
991,husten::V,козомс,yskiä
992,genesen::V,пичкамс,toipua
993,sterben::V,куломс,kuolla
994,umkommen::V,чавовомс,saada surmansa
995,umkommen::V,чавовомс,kuolla
996,umkommen::V,ёмамс,saada surmansa
997,umkommen::V,ёмамс,kuolla
998,sich bewegen::V,шаштомс,liikkua
999,sich rühren::V,сыргамс,liikahtaa
1000,sich erheben::V,куземс,nousta
1001,sich setzen::V,озамс,istuutua
1002,hinfallen::V,прамс,kaatua
1003,hinfallen::V,сяворемс,kaatua
1004,laufen::V,якамс,kävellä
1005,schreiten::V,эскелямс,astua
1006,schreiten::V,эскелямс,astella
1007,schreiten::V,молемс,astua
1008,schreiten::V,молемс,astella
1009,spazierengehen::V,якамс,kävellä
1010,eilen::V,эрзкалемс,kiirehtiä
1011,eilen::V,капшамс,kiirehtiä
1012,sich beeilen::V,капшамс,kiirehtiä
1013,sich beeilen::V,капшамс,olla kiireissään
1014,sausen::V,ливтямс,rynnätä
1015,sausen::V,ливтямс,viilettää
1016,rennen::V,чийнемс,juosta
1017,rennen::V,ардтнемс,juosta
1018,springen::V,кирнявтнемс,hypätä
1019,klettern::V,куземс,kiivetä
1020,schaukeln::V,нурямс,kiikkua
1021,kriechen::V,ёзмолдомс,ryömiä
1022,schwimmen::V,уемс,uida
1023,tauchen::V,чопавтомс,sukeltaa
1024,tauchen::V,чопавтнемс,sukeltaa
1025,rudern::V,миледемс,soutaa
1026,fahren::V,ардомс,ajaa
1027,fahren::V,ардомс,kulkea
1028,fliegen::V,ливтямс,lentää
1029,gehen::V,туемс,käydä
1030,gehen::V,молемс,käydä
1031,weggehen::V,туемс,lähteä
1032,weggehen::V,туемс,poistua
1033,abfahren::V,туемс,lähteä
1034,anhalten::V,лоткамс,pysähtyä
1035,anhalten::V,лоткамс,seisahtua
1036,hineingehen::V,совамс,mennä sisään
1037,eintreten::V,совамс,astua sisään
1038,eintreten::V,эскельдямс,astua sisään
1039,kommen::V,самс,tulla
1040,ankommen::V,самс,saapua
1041,ankommen::V,пачкодемс,saapua
1042,zurückkommen::V,велявтомс,palata
1043,bleiben::V,кадовомс,jäädä
1044,bleiben::V,кадовомс,viipyä
1045,warten::V,учомс,odottaa
1046,erwarten::V,учомс,odottaa
1047,suchen::V,вешнемс,etsiä
1048,finden::V,муемс,löytää
1049,versuchen::V,варштамс,yrittää
1050,vorbereiten::V,анокстамс,valmistaa
1051,lieben::V,вечкемс,pitää
1052,lieben::V,вечкемс,rakastaa
1053,mögen::V,вечкемс,pitää
1054,mögen::V,вечкемс,tykätä
1055,lachen::V,пейдемс,nauraa
1056,rühren::V,токамс седейс,liikuttaa
1057,weinen::V,авардемс,itkeä
1058,schimpfen::V,сёвномс,haukkua
1059,sich ärgern::V,кежиявтнемс,suuttua
1060,sich fürchten::V,пелемс,pelätä
1061,fürchten::V,пелемс,pelätä
1062,fliehen::V,оргодемс,paeta
1063,flüchten::V,ворьгодемс,paeta
1064,flüchten::V,чадомс,paeta
1065,sehen::V,неемс,nähdä
1066,anschauen::V,ваномс,katsoa
1067,ansehen::V,ваномс,katsoa
1068,hören::V,марямс,kuulla
1069,zuhören::V,кунсоломс,kuunnella
1070,probieren::V,варшамс,maistaa
1071,riechen::V,никсемс,haistaa
1072,fühlen::V,марямс,tuntea
1073,scheinen::V,марявомс,tuntua
1074,zu sehen sein::V,неявомс,näkyä
1075,vernehmen::V,марямс,kuulla
1076,frieren::V,кельмемс,palella
1077,tun::V,теемс,tehdä
1078,können::V,маштомс,osata
1079,wollen::V,бажамс,tahtoa
1080,anfangen::V,кармамс,ruveta
1081,anfangen::V,кармамс,aloittaa
1082,beenden::V,прядомс,lopettaa
1083,aufhören::V,лоткамс,loppua
1084,gelingen::V,удаламс,onnistua
1085,geraten::V,лисемс,sujua
1086,geraten::V,лисемс,joutua
1087,öffnen::V,панжомс,avata
1088,öffnen::V,панжомс,aukaista
1089,schließen::V,пекстамс,sulkea
1090,schließen::V,сёлгомс,sulkea
1091,schließen::V,конямс,sulkea
1092,stellen::V,аравтомс,panna
1093,stellen::V,аравтомс,asettaa
1094,setzen::V,ойсевтемс,panna
1095,setzen::V,ойсевтемс,istuttaa
1096,setzen::V,озавтнемс,panna
1097,setzen::V,озавтнемс,istuttaa
1098,legen::V,путомс,panna
1099,legen::V,путомс,asettaa
1100,berühren::V,токамс,koskea
1101,berühren::V,токамс,koskettaa
1102,verbinden::V,содомс,liittää
1103,verbinden::V,содомс,yhdistää
1104,bedecken::V,вельтямс,kattaa
1105,bedecken::V,вельтямс,peittää
1106,aufhängen::V,понгавтомс,ripustaa
1107,anzünden::V,кирвастемс,sytyttää
1108,aufheben::V,кепедемс,ylös nostaa
1109,aufheben::V,кепедемс,nostaa
1110,zurücklassen::V,кадомс,jättää
1111,verlieren::V,ёмавтомс,kadottaa
1112,fallen lassen::V,правтомс,pudottaa
1113,machen::V,теемс,tehdä
1114,herstellen::V,анокстамс,tuottaa
1115,herstellen::V,анокстамс,valmistaa
1116,bauen::V,путомс,rakentaa
1117,reparieren::V,витемс,korjata
1118,verbessern::V,паролгавтомс,parantaa
1119,verbessern::V,вадрялгавтомс,parantaa
1120,ändern::V,полавтомс,muuttaa
1121,graben::V,чувомс,kaivaa
1122,graben::V,таргамс,kaivaa
1123,beugen::V,мендемс,taivuttaa
1124,biegen::V,комавтомс,taivuttaa
1125,drehen::V,чаравтомс,kääntää
1126,drehen::V,велявтнемс,kääntää
1127,wenden::V,велявтомс,kääntää
1128,umdrehen::V,велявтомс,kääntää
1129,heben::V,кепедемс,nostaa
1130,heben::V,кепедемс,kohottaa
1131,hochheben::V,кепедемс,nostaa
1132,ergreifen::V,кундамс,tarttua
1133,halten::V,кирдемс,pitää
1134,drücken::V,нуемс,painaa
1135,drücken::V,нуемс,puristaa
1136,schieben::V,шаштомс,työntää
1137,kratzen::V,ангордамс,raapia
1138,lecken::V,нолсемс,nuolla
1139,beißen::V,сускомс,purra
1140,abreißen::V,сеземс,repiä
1141,abschneiden::V,печкемс,leikata poikki
1142,abschneiden::V,печкемс,leikata
1143,binden::V,кодамс,sitoa
1144,binden::V,сюлмамс,sitoa
1145,stecken::V,сялгомс,pistää
1146,brechen::V,синдемс,murtaa
1147,brechen::V,калавтомс,murtaa
1148,klopfen::V,калтаямс,koputtaa
1149,klopfen::V,калтаямс,kolkuttaa
1150,hauen::V,чавомс,lyödä
1151,kleben::V,педявтнемс,liimata
1152,reiben::V,ёзамс,hieroa
1153,reiben::V,ёзамс,hangata
1154,streichen::V,вадемс,sivellä
1155,schleifen::V,човамс,hioa
1156,schneiden::V,керямс,leikata
1157,rütteln::V,чукамс,ravistaa
1158,rütteln::V,лыкавтомс,ravistaa
1159,schütteln::V,чукамс,pudistaa
1160,schwenken::V,яхолемс,heiluttaa
1161,schütten::V,каямс,kaataa
1162,füllen::V,пештямс,täyttää
1163,einwickeln::V,тапарямс,kääriä
1164,tragen::V,кандомс,kantaa
1165,schleppen::V,ускомс,raahata
1166,ziehen::V,ускомс,vetää
1167,aufbewahren::V,ванстомс,säilyttää
1168,werfen::V,ёртомс,viskata
1169,fangen::V,кундамс,napata
1170,fangen::V,кундамс,ottaa kiinni
1171,packen::V,кундамс,tarttua
1172,verstecken::V,кекшемс,kätkeä
1173,verstecken::V,кекшемс,piilottaa
1174,teilen::V,явомс,jakaa
1175,schicken::V,кучомс,lähettää
1176,bringen::V,кандомс,viedä
1177,hinzufügen::V,путомс,lisätä
1178,hinzufügen::V,максомс,lisätä
1179,bekommen::V,саемс,saada
1180,erhalten::V,саемс,saada
1181,nehmen::V,саемс,ottaa
1182,wählen::V,кочкамс,valita
1183,auswählen::V,кочкамс,valikoida
1184,bewahren::V,ванстомс,säilyttää
1185,behindern::V,кирдемс,estää
1186,verderben::V,коламс,pilata
1187,verderben::V,коламс,turmella
1188,beschädigen::V,теемс зыян,vioittaa
1189,beschädigen::V,теемс зыян,vahingoittaa
1190,zerbrechen::V,коламс,rikkoa
1191,zerreißen::V,сеземс,repiä rikki
1192,zerreißen::V,сеземс,repiä palasiksi
1193,zerstören::V,калавтомс,hävittää
1194,verbrennen::V,пултамс,polttaa
1195,geben::V,максомс,antaa
1196,reichen::V,максомс,ojentaa
1197,schenken::V,каземс,lahjoittaa
1198,versprechen::V,алтамс,luvata
1199,wünschen::V,арсемс,toivottaa
1200,loben::V,шнамс,ylistää
1201,küssen::V,палсемс,suudella
1202,wiegen::V,нурсемс,tuudittaa
1203,wiegen::V,нурсемс,keinuttaa
1204,zudecken::V,тавадомс,peittää
1205,zudecken::V,вельтямс,peittää
1206,wecken::V,стявтомс,herättää
1207,zeigen::V,невтемс,näyttää
1208,zeigen::V,невтемс,osoittaa
1209,führen::V,ветямс,johdattaa
1210,lehren::V,тонавтомс,opettaa
1211,unterrichten::V,тонавтомс,opettaa
1212,aufziehen::V,трямс,kasvattaa
1213,aufziehen::V,кастомс,kasvattaa
1214,leiten::V,ветямс,johtaa
1215,leiten::V,азоркстамс,johtaa
1216,antreiben::V,ветямс,hoputtaa
1217,lassen::V,кармавтомс,antaa
1218,einladen::V,тердемс,kutsua
1219,vereinigen::V,вейсэндямс,yhdistää
1220,vereinigen::V,вейс путомс,yhdistää
1221,vereinigen::V,вейс пурнамс,yhdistää
1222,besuchen::V,варштамс,vierailla
1223,treffen::V,вастомс,tavata
1224,sich versammeln::V,промокшномс,kokoontua
1225,spielen::V,налксемс,pelata
1226,spielen::V,налксемс,leikkiä
1227,singen::V,морамс,laulaa
1228,tanzen::V,киштемс,tanssia
1229,sich trennen::V,явомс,erota
1230,verlassen::V,кадомс,jättää
1231,retten::V,идемс,pelastaa
1232,bewachen::V,ванстомс,vartioida
1233,schützen::V,аштемс,suojella
1234,verteidigen::V,ваномс,puolustaa
1235,sich schlagen::V,тюремс,tapella
1236,schießen::V,ледемс,ampua
1237,siegen::V,изнямс,voittaa
1238,ärgern::V,кежейгавтомс,ärsyttää
1239,schlagen::V,токамс,lyödä
1240,treten::V,тапамс,potkaista
1241,stechen::V,пупамс,pistää
1242,stoßen::V,тулкадемс,sysätä
1243,stoßen::V,тулкадемс,työntää
1244,stehlen::V,саламс,varastaa
1245,stören::V,пирямс ки,häiritä
1246,belästigen::V,а максомс,häiritä
1247,belästigen::V,а кадомс оймамо,häiritä
1248,verbergen::V,сёпомс,kätkeä
1249,verbergen::V,кекшемс,kätkeä
1250,täuschen::V,манямс,harhauttaa
1251,betrügen::V,манчемс,pettää
1252,betrügen::V,манчемс,petkuttaa
1253,töten::V,чавномс,tappaa
1254,töten::V,маштнемс,tappaa
1255,wohnen::V,эрямс,asua
1256,arbeiten::V,важодемс,tehdä työtä
1257,arbeiten::V,важодемс,työskennellä
1258,sammeln::V,пурнамс,koota
1259,sammeln::V,пурнамс,kerätä
1260,pflücken::V,ноцковтнемс,poimia
1261,jagen::V,кундамс,metsästää
1262,fischen::V,калонь кундамс,kalastaa
1263,fassen::V,кундамс,pyydystää
1264,fassen::V,кундамс,saalistaa
1265,hüten::V,ваномс,paimentaa
1266,treiben::V,панемс,ajaa
1267,anbinden::V,сюлмамс,kytkeä
1268,füttern::V,андомс,ruokkia
1269,melken::V,потявтомс,lypsää
1270,hacken::V,лазномс,hakata
1271,gießen::V,валомс,kastella
1272,reifen::V,кенеремс,kypsyä
1273,zubereiten::V,анокстамс,valmistaa
1274,kochen::V,пидемс,keittää
1275,backen::V,пидемс,leipoa
1276,braten::V,пуштамс,paistaa
1277,umrühren::V,човорямс,hämmentää
1278,stricken::V,кодамс,kutoa
1279,stricken::V,кодамс,neuloa
1280,nähen::V,стамс,ommella
1281,färben::V,артомс,värjätä
1282,färben::V,артомс,värittää
1283,reinigen::V,урядамс,puhdistaa
1284,waschen::V,муськемс,pestä
1285,abwischen::V,нардамс,pyyhkiä
1286,spülen::V,ёрвалдомс,huuhtoa
1287,fegen::V,тенсемс,pyyhkäistä
1288,kehren::V,тенсемс,lakaista
1289,baden::V,экшелямс,kylpeä
1290,sich waschen::V,шлямс,peseytyä
1291,ausziehen::V,кайсевтемс,riisua
1292,anziehen::V,оршамс,pukea ylleen
1293,sich anziehen::V,оршамс,pukeutua
1294,kämmen::V,судрямс,kammata
1295,schmücken::V,мазылгавтомс,koristaa
1296,schmücken::V,мазылгавтомс,kaunistaa
1297,schmücken::V,наряжамс,koristaa
1298,schmücken::V,наряжамс,kaunistaa
1299,sagen::V,меремс,sanoa
1300,sprechen::V,кортамс,puhua
1301,reden::V,кортамс,keskustella
1302,sich unterhalten::V,кортнемс,jutella
1303,fragen::V,кевкстемс,kysyä
1304,bitten::V,вешемс,pyytää
1305,erzählen::V,ёвтнемс,kertoa
1306,mitteilen::V,ёвтамс,ilmoittaa
1307,nennen::V,лемдемс,kutsua
1308,nennen::V,лемдемс,nimittää
1309,nennen::V,путомс лем,kutsua
1310,nennen::V,путомс лем,nimittää
1311,rufen::V,тердемс,kutsua
1312,rufen::V,серьгедемс,kutsua
1313,prahlen::V,шнамс пря,kerskailla
1314,übersetzen::V,ютавтомс,kääntää
1315,denken::V,арсемс,miettiä
1316,denken::V,арсемс,ajatella
1317,glauben::V,кемемс,uskoa
1318,bemerken::V,неемс,huomata
1319,erkennen::V,содамс,tunnistaa
1320,begreifen::V,пачкодемс,ymmärtää
1321,verstehen::V,чарькодемс,ymmärtää
1322,lernen::V,тонавтнемс,oppia
1323,wissen::V,содамс,tietää
1324,sich erinnern an::V,ледстямс,muistaa
1325,vergessen::V,стувтомс,unohtaa
1326,messen::V,онкстнемс,mitata
1327,zählen::V,ловомс,laskea
1328,rechnen::V,ловомс,laskea
1329,lesen::V,ловномс,lukea
1330,malen::V,рисовамс,maalata
1331,zeichnen::V,рисовамс,piirtää
1332,zeichnen::V,рисовамс,piirustaa
1333,schreiben::V,сёрмадомс,kirjoittaa
1334,besitzen::V,улемс,omistaa
1335,besitzen::V,улемс азорокс,omistaa
1336,kaufen::V,рамамс,ostaa
1337,verkaufen::V,миемс,myydä
1338,bezahlen::V,пандомс,maksaa
1339,zahlen::V,пандомс,maksaa
1340,beherrschen::V,азоркстамс,hallita
1341,ertragen::V,кирдемс,kestää
