,Concept_ID,hi,kk
321,Zwiebel::N,प्याज़,жуа
322,Saat::N,बीज,тұқым
323,Korn::N,दाना,дән
324,Heu::N,मूखी घास,шөп
325,Schale::N,बकला,қабық
326,Schale::N,बकला,қабығы
327,Schale::N,छिलका,қабық
328,Schale::N,छिलका,қабығы
329,Grube::N,गड्ढा,ор
330,Falle::N,जाल,дұзақ
331,Falle::N,जाल,қақпан
332,Falle::N,फँदा,дұзақ
333,Falle::N,फँदा,қақпан
334,Schlinge::N,फँदा,ілмек
335,Spur::N,सुराग़,із
336,Spur::N,पद-चिह्न,із
337,Asche::N,राख,күл
338,Dreck::N,मैल,былғаныш
339,Dreck::N,गंदगी,былғаныш
340,Eisen::N,लोहा,темір
341,Gold::N,सोना,алтын
342,Gold::N,स्वर्ण,алтын
343,Silber::N,रजत,күміс
344,Silber::N,चाँदी,күміс
345,Kohle::N,कोयला,көмір
346,Glas::N,काँच,шыны
347,Lehm::N,चिकनी मिट्टी,балшық
348,Sand::N,रेत,құм
349,Sand::N,बालू,құм
350,Mensch::N,मानव,адам
351,Mensch::N,इनसान,адам
352,Mensch::N,मनुष्य,адам
353,Mann::N,आदमी,еркек
354,Mann::N,आदमी,ер адам
355,Mann::N,पुरुष,еркек
356,Mann::N,पुरुष,ер адам
357,Frau::N,औरत,бике
358,Frau::N,औरत,қатын
359,Frau::N,महिला,бике
360,Frau::N,महिला,қатын
361,Frau::N,स्त्री,бике
362,Frau::N,स्त्री,қатын
363,Kind::N,बाल,бала
364,Kind::N,बाल,перзент
365,Kind::N,बच्चा,бала
366,Kind::N,बच्चा,перзент
367,Junge::N,लड़का,бала
368,Junge::N,लड़का,ер бала
369,Mädchen::N,लड़की,қыз
370,Mädchen::N,कुमारी,қыз
371,Familie::N,परिवार,жанұя
372,Großvater::N,दादा,ата
373,Großmutter::N,नानी,әже
374,Großmutter::N,नानी,әжей
375,Eltern::N,माँ-बाप,ата-аналар
376,Eltern::N,माता-पिता,ата-аналар
377,Vater::N,बाप,әке
378,Vater::N,पिता,әке
379,Mutter::N,माँ,ана
380,Mutter::N,माता,ана
381,Sohn::N,बेटा,ұл
382,Sohn::N,पुत्र,ұл
383,Tochter::N,बेटी,қызым
384,Tochter::N,पुत्री,қызым
385,Bruder::N,भाई,бауырым
386,Bruder::N,भ्राता,бауырым
387,Schwester::N,बहन,әпке
388,Schwester::N,भगिनी,әпке
389,Onkel::N,ताऊ,көке
390,Onkel::N,काका,көке
391,Tante::N,बूआ,тәте
392,Tante::N,फूफी,тәте
393,Tante::N,ख़ाला,тәте
394,Ehemann::N,पति,ер
395,Ehemann::N,शौहर,ер
396,Ehefrau::N,बीवी,зайып
397,Freude::N,आनंद,қуаныш
398,Freude::N,आनंद,сүйініш
399,Freude::N,आनंद,шат-думан
400,Freude::N,आनंद,қуаныштылық
401,Freude::N,प्रसन्नता,қуаныш
402,Freude::N,प्रसन्नता,сүйініш
403,Freude::N,प्रसन्नता,шат-думан
404,Freude::N,प्रसन्नता,қуаныштылық
405,Gelächter::N,हँसी,күлу
406,Gelächter::N,क़हक़हा,күлу
407,Glück::N,आनंद,бақыт
408,Glück::N,आनंद,бақыттылық
409,Glück::N,ख़ुशी,бақыт
410,Glück::N,ख़ुशी,бақыттылық
411,Kummer::N,शोक,аза
412,Kummer::N,शोक,қайғы
413,Kummer::N,शोक,қасырет
414,Kummer::N,दुःख,аза
415,Kummer::N,दुःख,қайғы
416,Kummer::N,दुःख,қасырет
417,Wunsch::N,इच्छा,мүдде
418,Wunsch::N,अभिलाषा,мүдде
419,Lust::N,चाह,тәбет
420,Lust::N,चाह,ынтызар
421,Lust::N,चाह,құштарлық
422,Lust::N,कामना,тәбет
423,Lust::N,कामना,ынтызар
424,Lust::N,कामना,құштарлық
425,Geist::N,जान,рух
426,Geist::N,प्राण,рух
427,Gedanke::N,विचार,ой
428,Gedächtnis::N,याददाश्त,ес
429,Gedächtnis::N,याददाश्त,жады
430,Gedächtnis::N,याददाश्त,ақыл-ес
431,Gedächtnis::N,स्मरण-शक्ति,ес
432,Gedächtnis::N,स्मरण-शक्ति,жады
433,Gedächtnis::N,स्मरण-शक्ति,ақыл-ес
434,Verstand::N,समझ,ақыл
435,Verstand::N,समझ,парасат
436,Verstand::N,अक़्ल,ақыл
437,Verstand::N,अक़्ल,парасат
438,Verstand::N,बुद्धि,ақыл
439,Verstand::N,बुद्धि,парасат
440,Sinn::N,अर्थ,мән
441,Sinn::N,अर्थ,маныз
442,Sinn::N,अर्थ,мағына
443,Sinn::N,अर्थ,мән-мағына
444,Grund::N,वजह,себеп
445,Grund::N,कारण,себеп
446,Wahrheit::N,सत्य,рас
447,Wahrheit::N,सच्चाई,рас
448,Gespräch::N,चर्चा,әңгіме
449,Gespräch::N,वार्ता,әңгіме
450,Gespräch::N,बात-चीत,әңгіме
451,Märchen::N,क़िस्सा,ертеп
452,Märchen::N,क़िस्सा,ертек
453,Erzählung::N,कथा,әңгіме
454,Erzählung::N,कहानी,әңгіме
455,Nachricht::N,सूचना,хабар
456,Nachricht::N,समाचार,хабар
457,Neuigkeit::N,ख़बर,жаңалық
458,Neuigkeit::N,समाचार,жаңалық
459,Name::N,नाम,ат
460,Name::N,नाम,атау
461,Rätsel::N,पहेली,жұмбақ
462,Rede::N,वचन,сөз
463,Rede::N,भाषण,сөз
464,Sprache::N,भाषा,тіл
465,Sprache::N,ज़बान,тіл
466,Stimme::N,स्वर,үн
467,Stimme::N,स्वर,әуен
468,Stimme::N,स्वर,дауыс
469,Stimme::N,आवाज़,үн
470,Stimme::N,आवाज़,әуен
471,Stimme::N,आवाज़,дауыс
472,Wort::N,शब्द,сөз
473,Wort::N,लफ़्ज़,сөз
474,Zeichen::N,निशान,ишара
475,Ruf::N,पुकार,айғай
476,Ruf::N,आह्वान,айғай
477,Lärm::N,शोर,айғай-шу
478,Lärm::N,शोर,айғай-ұйғай
479,Lärm::N,हुल्लड़,айғай-шу
480,Lärm::N,हुल्लड़,айғай-ұйғай
481,Laut::N,स्वर,дыбыс
482,Laut::N,स्वर,дауыс
483,Laut::N,ध्वनि,дыбыс
484,Laut::N,ध्वनि,дауыс
485,Ton::N,सुर,әуен
486,Ton::N,स्वर,әуен
487,Lied::N,गीत,ән
488,Lied::N,गीत,жыр
489,Lied::N,गीत,ән-жыр
490,Ruhe::N,आराम,тыныштық
491,Ruhe::N,ख़ामोशी,тыныштық
492,Leute::N,लोग,кісілер
493,Volk::N,क़ौम,халық
494,Volk::N,प्रजा,халық
495,Arbeit::N,काम,еңбек
496,Gast::N,अतिथि,қонақ
497,Gast::N,अतिथि,мейман
498,Gast::N,मेहमान,қонақ
499,Gast::N,मेहमान,мейман
500,Geschenk::N,उपहार,қадия
501,Geschenk::N,तोहफ़ा,қадия
502,Spiel::N,खेल,ойын
503,Spiel::N,क्रीड़ा,ойын
504,Gesellschaft::N,साथ,қауым
505,Gesellschaft::N,साथ,жұртшылық
506,Hilfe::N,मदद,жэрдем
507,Hilfe::N,सहायता,жэрдем
508,Freund::N,मित्र,дос
509,Kamerad::N,साथी,дос-жар
510,Kamerad::N,कामरेड,дос-жар
511,Angelegenheit::N,बात,жұмыс
512,Angelegenheit::N,मामला,жұмыс
513,Anzahl::N,तादाद,сан
514,Anzahl::N,तादाद,саны
515,Anzahl::N,संख्या,сан
516,Anzahl::N,संख्या,саны
517,Art::N,तरह,түр
518,Art::N,क़िस्म,түр
519,Stück::N,फाँक,тілім
520,Stück::N,टुकड़ा,тілім
521,Teil::N,भाग,үлес
522,Teil::N,भाग,бөлшек
523,Teil::N,हिस्सा,үлес
524,Teil::N,हिस्सा,бөлшек
525,Hälfte::N,अर्धभाग,жарты
526,Kreis::N,चक्कर,шеңбер
527,Kreuz::N,सलीब,крест
528,Kreuz::N,क्रूस,крест
529,Linie::N,लाइन,сызық
530,Strich::N,लकीर,сызық
531,Abstand::N,अंतर,ара
532,Abstand::N,अंतर,аралық
533,Abstand::N,फ़ासला,ара
534,Abstand::N,फ़ासला,аралық
535,Entfernung::N,दूरी,аралық
536,Entfernung::N,फ़ासला,аралық
537,Gegend::N,इलाक़ा,өңір
538,Platz::N,जगह,орны
539,Platz::N,स्थान,орны
540,Ort::N,स्थल,орын
541,Ort::N,स्थान,орын
542,Seite::N,ओर,жақ
543,Seite::N,ओर,бүйір
544,Seite::N,तरफ़,жақ
545,Seite::N,तरफ़,бүйір
546,Mitte::N,बीच,ортасы
547,Mitte::N,मध्य,ортасы
548,Gegenstand::N,चीज़,зат
549,Gegenstand::N,चीज़,нәрсе
550,Gegenstand::N,पदार्थ,зат
551,Gegenstand::N,पदार्थ,нәрсе
552,Sache::N,चीज़,бұйым
553,Sache::N,वस्तु,бұйым
554,Rand::N,छोर,шет
555,Rand::N,छोर,шеті
556,Rand::N,उपांत,шет
557,Rand::N,उपांत,шеті
558,Kante::N,कोर,қыр
559,Kante::N,कोर,қыры
560,Kante::N,किनारा,қыр
561,Kante::N,किनारा,қыры
562,Ecke::N,कोना,қыры
563,Ecke::N,कोना,бұрыш
564,Ecke::N,नुक्कड़,қыры
565,Ecke::N,नुक्कड़,бұрыш
566,Spitze::N,नोक,ұшы
567,Ende::N,छोर,аяқ
568,Ende::N,छोर,соңы
569,Ende::N,सिरा,аяқ
570,Ende::N,सिरा,соңы
571,Loch::N,छेद,тесік
572,Loch::N,सूराख़,тесік
573,Winkel::N,कोण,мүйіс
574,Winkel::N,कोना,мүйіс
575,Muster::N,नमूना,мәнер
576,Muster::N,डिज़ाइन,мәнер
577,Größe::N,परिमाण,ауқым
578,Größe::N,परिमाण,көлемдік
579,Größe::N,विस्तार,ауқым
580,Größe::N,विस्तार,көлемдік
581,Länge::N,लंबाई,бой
582,Länge::N,लंबाई,ұзындық
583,Höhe::N,ऊँचाई,жоғарылық
584,Höhe::N,ऊँचाई,биіктік
585,Höhe::N,उच्चता,жоғарылық
586,Höhe::N,उच्चता,биіктік
587,Gewicht::N,भार,салмақ
588,Gewicht::N,वज़न,салмақ
589,Menge::N,मात्रा,мөлшер
590,Haufen::N,ढेर,үйме
591,Haufen::N,ढेर,үйінді
592,Haufen::N,अंबार,үйме
593,Haufen::N,अंबार,үйінді
594,Reihe::N,क़तार,сап
595,Reihe::N,पंक्ति,сап
596,Boot::N,नाव,қайық
597,Boot::N,नौका,қайық
598,Ruder::N,चप्पू,ескек
599,Schlitten::N,बर्फ़-गाड़ी,шана
600,Ski::N,स्की,шаңғы
601,Lagerfeuer::N,अलाव,алау
602,Lagerfeuer::N,कैंप-फ़ायर,алау
603,Last::N,भार,ауырлық
604,Last::N,भार,ауыр зат
605,Gang::N,चाल,жүріс
606,Schritt::N,डग,адым
607,Schritt::N,क़दम,адым
608,Norden::N,उत्तर,солтүстік
609,Norden::N,उत्तर,терістік
610,Süden::N,दक्खिन,оңтүстік
611,Westen::N,पश्चिम,батыс
612,Osten::N,पूरब,күншығыс
613,Holz::N,काठ,ағаш
614,Holz::N,काठ,сүрек
615,Holz::N,काष्ठ,ағаш
616,Holz::N,काष्ठ,сүрек
617,Brett::N,पटरा,тақта
618,Brett::N,तख़्ता,тақта
619,Platte::N,फलक,тақта
620,Platte::N,तख़्ता,тақта
621,Stütze::N,टेक,тіреу
622,Stütze::N,थूनी,тіреу
623,Stange::N,छड़,қада
624,Stange::N,बाँस,қада
625,Stock::N,लाठी,сойыл
626,Stab::N,लग्गा,сырық
627,Rohr::N,नल,құбыр
628,Haus::N,घर,үй
629,Haus::N,मकान,үй
630,Heim::N,घर,үйлі
631,Heim::N,घर,шаңырақ
632,Heim::N,गृह,үйлі
633,Heim::N,गृह,шаңырақ
634,Ofen::N,चूल्हा,ошақ
635,Ofen::N,चूल्हा,пеш
636,Fußboden::N,फ़र्श,еден
637,Tisch::N,मेज़,үстел
638,Stuhl::N,कुरसी,орындық
639,Wiege::N,पालना,бесік
640,Wiege::N,हिंडोला,бесік
641,Bett::N,खाट,кереует
642,Bett::N,पलंग,кереует
643,Regal::N,शेल्फ़,сөре
644,Kiste::N,पेटी,жәшік
645,Kiste::N,डिब्बा,жәшік
646,Fenster::N,खिड़की,терезе
647,Tür::N,द्वार,есік
648,Tür::N,दरवाज़ा,есік
649,Tor::N,फाटक,дарбаза
650,Zaun::N,बाड़ा,дуал
651,Dach::N,छत,шатыр
652,Dach::N,छप्पर,шатыр
653,Leiter::N,सीढ़ी,саты
654,Leiter::N,सीढ़ी,басқыш
655,Besen::N,झाड़ू,сыпырғыш
656,Besen::N,बुहारी,сыпырғыш
657,Spaten::N,कुदाल,күрек
658,Schaufel::N,बेलचा,қалақ
659,Schaufel::N,फावड़ा,қалақ
660,Gabel::N,काँटा,аша
661,Gabel::N,काँटा,шанышқы
662,Löffel::N,चम्मच,қасық
663,Messer::N,छुरा,пышақ
664,Messer::N,चाक़ू,пышақ
665,Nagel::N,कील,мық
666,Nagel::N,कील,шеге
667,Nagel::N,मेख़,мық
668,Nagel::N,मेख़,шеге
669,Netz::N,जाल,керегекөз
670,Haken::N,अंकुश,ілмек
671,Griff::N,मूठ,сап
672,Griff::N,मूठ,тұтқа
673,Griff::N,हत्था,сап
674,Griff::N,हत्था,тұтқа
675,Schloss::N,ताला,құлып
676,Schloss::N,ताला,бекіткіш
677,Bild::N,चित्र,сурет
678,Figur::N,मूर्ति,тұлға
679,Puppe::N,पुतली,қуыршақ
680,Puppe::N,गुड़िया,қуыршақ
681,Beutel::N,झोला,қапшық
682,Bündel::N,पुलिंदा,байлам
683,Tasche::N,बेग,дорба
684,Tasche::N,बस्ता,дорба
685,Eimer::N,बाल्टी,шелек
686,Deckel::N,ढक्कन,жапқыш
687,Geschirr::N,बरतन-भाँड़े,ыдыс
688,Sack::N,बोरा,қап
689,Tasse::N,प्याला,шыныаяқ
690,Topf::N,देग़चा,кәстрөл
691,Kessel::N,देग़,қазан
692,Kessel::N,बटलोई,қазан
693,Essen::N,खाना,ас
694,Nahrung::N,भोजन,ас
695,Nahrung::N,भोजन,тамақ
696,Speise::N,खाना,тағам
697,Speise::N,व्यंजन,тағам
698,Fleisch::N,मांस,ет
699,Fleisch::N,गोश्त,ет
700,Getreide::N,अनाज,дәнді
701,Brei::N,भरता,ботқа
702,Brei::N,दलिया,ботқа
703,Brot::N,रोटी,күлше
704,Scheibe::N,कतला,тілім
705,Fett::N,वसा,май
706,Fett::N,चरबी,май
707,Butter::N,मक्खन,май
708,Öl::N,तेल,май
709,Salz::N,नमक,тұз
710,Suppe::N,सूप,көже
711,Suppe::N,शोरबा,көже
712,Honig::N,शहद,бал
713,Milch::N,दूध,сүт
714,Tee::N,चाय,шай
715,Leder::N,चमड़ा,көн
716,Wolle::N,ऊन,жүн
717,Stoff::N,कपड़ा,мата
718,Stoff::N,कपड़ा,кездеме
719,Nadel::N,सूई,ине
720,Faden::N,डोरा,жіп
721,Knopf::N,बटन,түйме
722,Knopf::N,घुंडी,түйме
723,Knoten::N,गाँठ,түйін
724,Knoten::N,गुत्थी,түйін
725,Farbe::N,रंग,рең
726,Farbe::N,वर्ण,рең
727,Kleidung::N,पहनावा,киім
728,Hemd::N,कुरता,жейде
729,Hemd::N,क़मीज़,жейде
730,Kragen::N,गरदनी,жаға
731,Kragen::N,गरेबान,жаға
732,Ärmel::N,आस्तीन,жең
733,Hose::N,पैंट,шалбар
734,Hose::N,पतलून,шалбар
735,Gürtel::N,पेटी,белбеу
736,Gürtel::N,मेखला,белбеу
737,Mütze::N,टोपी,қалпақ
738,Schuh::N,जूता,кебіс
739,Stiefel::N,बूट,етік
740,Ring::N,अँगूठी,жүзік
741,Band::N,पट्टी,таспа
742,Kamm::N,कंघी,тарақ
743,Spiegel::N,आईना,айна
744,Spiegel::N,दर्पण,айна
