,Concept_ID,ce,mrj
99,Wald::N,хьун,шӹргӹ
100,Hügel::N,гу,пӱгӹрикӓ
101,Hügel::N,шу,пӱгӹрикӓ
102,Hügel::N,барз,пӱгӹрикӓ
103,Anhöhe::N,акъари,кӱкшикӓ
104,Berg::N,лам,кырык
105,Gipfel::N,бохь,неркӓ
106,Höhle::N,хьех,ы́раж
107,Abhang::N,басе,полом
108,Quelle::N,шовда,вӹдсӹнзӓ
109,Bach::N,татол,ӓнгӹр
110,Fluss::N,хи,вӹд
111,Ufer::N,хийист,сир
112,Küste::N,йист,сир
113,Festland::N,латта,мӱлӓндӹ
114,Meer::N,xӏорд,тангыж
115,Bucht::N,чож,вӹдъял
116,Insel::N,гӏайре,острок
117,Blume::N,зезаг,пеледӹш
118,Gras::N,буц,шуды
119,Wurzel::N,орам,важ
120,Baum::N,дитт,пушӓнгӹ
121,Stamm::N,гӏад,пушӓнгӹ тӹнг
122,Stamm::N,тайпа,пушӓнгӹ тӹнг
123,Rinde::N,кевстиг,каргыж
124,Ast::N,га,укш
125,Zweig::N,га,укш
126,Blatt::N,гӏа,листӹ
127,Birke::N,дакх,куги
128,Kiefer[Baum]::N,бага,йӓктӹ
129,Weide[Baum]::N,дак,уа
130,Tanne::N,база,кож
131,Horn::N,маӏа,шур
132,Feder::N,пелаг,пын
133,Fell::N,цӏока,кавашты
134,Flügel::N,тӏам,шылдыр
135,Klaue::N,мӏара,кӹч
136,Kralle::N,тlод,лапа
137,Schwanz::N,цӏога,пач
138,Ei::N,xӏoa,мыны
139,Nest::N,бен,пӹжӓш
140,Bau::N,lуьрг,ыраж
141,Tier::N,дийнат,во́льык
142,Herde::N,жа,кӹтö
143,Kuh::N,етт,ышкал
144,Bulle::N,сту,ӱшкӱж
145,Pferd::N,говр,имни
146,Schaf::N,жий,шарык
147,Schaf::N,уьстагӏ,шарык
148,Schwein::N,хьакха,сасна
149,Hund::N,жӏаьла,пи
150,Katze::N,цициг,коти
151,Bär::N,ча,мöскӓ
152,Eichhörnchen::N,тарсал,ур
153,Elch::N,сай,шарды
154,Fuchs::N,цхьогал,рӹвӹж
155,Hase::N,пхьагал,морен
156,Maus::N,дахка,каля
157,Wolf::N,борз,пирӹ
158,Vogel::N,олхазар,кек
159,Huhn::N,котам,цӹвӹ
160,Hahn::N,нӏаьна,ӓптӓн
161,Hahn::N,боргӏал,ӓптӓн
162,Gans::N,гӏаз,комбы
163,Adler::N,aьрзу,кучкыж
164,Ente::N,бад,лыды
165,Eule::N,бухӏа,тымана
166,Kranich::N,гӏаргӏули,тырня
167,Kranich::N,гӏаргӏули,тыртня
168,Krähe::N,къиг,лудыгарак
169,Kuckuck::N,aттйокх,куку
170,Schwan::N,гӏургӏаз,йӱксӹ
171,Fisch::N,чӏара,кол
172,Barsch::N,окунь,алангы
173,Hecht::N,гӏазкхийн чӏара,нуж
174,Hecht::N,гӏазкхийн чӏара,нужгол
175,Schlange[Tier]::N,лаьхьа,кӹшкы
176,Wurm::N,нӏаьна,шукш
177,Spinne::N,гезг,ӓнгӹремшӹ
178,Ameise::N,зингат,кыткы
179,Laus::N,меза,ти
180,Laus::N,гӏениг,ти
181,Mücke::N,чуьрк,кужнер
182,Mücke::N,чуьрк,кужынер
183,Fliege::N,моза,шӹнгӓ
184,Schmetterling::N,полла,лӹпӹ
185,Beere::N,цӏазам,мöр
186,Apfel::N,ӏаж,олма
187,Pilz::N,жӏаьлин нускал,понгы
188,Zwiebel::N,xох,охыра
189,Saat::N,чlу,нӱшмӹ
190,Saat::N,чlу,нӱшмӱ
191,Korn::N,буьртиг,пӹрцӹ
192,Heu::N,йол,шуды
193,Schale::N,пардо,аваха
194,Schale::N,пардо,карлангы
195,Grube::N,ор,йӓм
196,Falle::N,кӏело,лӱдӹ
197,Falle::N,кӏело,лӱдӹш
198,Spur::N,лар,кишӓ
199,Asche::N,чим,ломых
200,Asche::N,чим,ломпыж
201,Dreck::N,мода,лявӹрӓ
202,Eisen::N,эчиг,кӹртни
203,Gold::N,деши,шöртни
204,Gold::N,деши,шöртньӹ
205,Silber::N,дети,ши
206,Kohle::N,кӏора,шӱ
207,Glas::N,aнгали,охоница
208,Lehm::N,поппар,шун
209,Sand::N,гӏум,ошма
210,Mensch::N,адам,эдем
211,Mann::N,майра,пӱэргӹ
212,Frau::N,зуда,ӹдӹрӓмӓш
213,Kind::N,бер,ӓзӓ
214,Kind::N,бер,шачшы
215,Junge::N,жимха,рвезӹ
216,Junge::N,жимха,ӹрвезӹ
217,Mädchen::N,жима йоӏ,ӹдӹрӓш
218,Familie::N,доьзал,йиш
219,Familie::N,доьзал,семня
220,Großvater::N,ненада,тьоти
221,Großmutter::N,денана,папа
222,Eltern::N,да-нана,ӓтя-ӓвӓ
223,Vater::N,да,ӓтя
224,Mutter::N,нана,ӓвӓ
225,Sohn::N,кӏант,эргӹ
226,Tochter::N,йоӏ,ӹдӹр
227,Bruder::N,ваша,ӹза
228,Schwester::N,йиша,ӓкӓ
229,Onkel::N,деваша,кугуза
230,Tante::N,дейиша,куака
231,Ehemann::N,майра,мары
232,Ehefrau::N,зуда,вӓтӹ
233,Freude::N,самукъа,ӹвӹртӹмӓш
234,Freude::N,хазахетар,ӹвӹртӹмӓш
235,Gelächter::N,белам,ваштылмаш
236,Glück::N,ирс,пиӓл
237,Kummer::N,бала,ясы
238,Wunsch::N,лаам,охата
239,Wunsch::N,лаам,шанымаш
240,Lust::N,лаам,шӓр
241,Lust::N,лаам,охата
242,Lust::N,лаам,шанымаш
243,Geist::N,са,тух
244,Gedanke::N,ойла,шанымаш
245,Gedächtnis::N,диццадалар,ӓш
246,Verstand::N,хьекъал,ыш
247,Sinn::N,маьӏна,кын
248,Grund::N,бахьана,вир
249,Wahrheit::N,бакъдерг,тöр
250,Gespräch::N,къамел,хытырымаш
251,Märchen::N,туьйра,ямак
252,Erzählung::N,дийцар,шайыштмаш
253,Nachricht::N,хаам,увертӓрӹмӓш
254,Neuigkeit::N,керланиг,увер
255,Name::N,цӏе,лӹм
256,Rätsel::N,хӏетал-метал,тышты
257,Rede::N,къамел,шая
258,Rede::N,къамел,шамак
259,Sprache::N,мотт,йӹлмӹ
260,Stimme::N,aз,юк
261,Wort::N,дош,шамак
262,Zeichen::N,билгало,палӹ
263,Ruf::N,кхайкхар,сӹгӹрӹмӓш
264,Lärm::N,гӏовгӏа,юкланымащ
265,Laut::N,аз,юк
266,Ton::N,aз,юк
267,Lied::N,илли,мыры
268,Ruhe::N,тийналла,тыр
269,Leute::N,нах,эдемвлӓ
270,Volk::N,халкъ,халык
271,Arbeit::N,болх,пӓшӓ
272,Gast::N,хьаша,хына
273,Geschenk::N,совгӏат,подарка
274,Spiel::N,ловзар,мадыш
275,Gesellschaft::N,юкъаралла,йӓл
276,Gesellschaft::N,юкъаралла,йӓлвлӓ
277,Hilfe::N,гӏо,палшык
278,Freund::N,доттагl,тӓнг
279,Kamerad::N,накъост,тос
280,Angelegenheit::N,гӏуллакх,дела
281,Angelegenheit::N,гӏуллакх,йела
282,Angelegenheit::N,гӏуллакх,йыла
283,Angelegenheit::N,гӏуллакх,пӓшӓ
284,Anzahl::N,терахь,шот
285,Stück::N,юьхк,лаштык
286,Teil::N,дакъа,пай
287,Teil::N,дакъа,часть
288,Hälfte::N,ах,пел
289,Kreis::N,го,тӹртӹш
290,Kreuz::N,жӏара,крестӹ
291,Linie::N,сиз,
292,Strich::N,сиз,
293,Abstand::N,юкъ,ло
294,Gegend::N,мeттиг,вӓр
295,Platz::N,майда,вӓр
296,Ort::N,меттиг,вӓр
297,Seite::N,aгӏo,öрдӹж
298,Mitte::N,юкъ,ло
299,Gegenstand::N,хӏума,хӓдӹр
300,Sache::N,хӏума,хӓдӹр
301,Rand::N,йист,шöр
302,Kante::N,йист,шöр
303,Ecke::N,са,лык
304,Spitze::N,ралла,вуй
305,Ende::N,юьхьиг,вуй
306,Ende::N,юьхьиг,мычаш
307,Loch::N,ӏуьрг,ыраж
308,Winkel::N,са,лык
309,Muster::N,дагар,тӹрлец
310,Muster::N,тӏамар,тӹрлец
311,Größe::N,барам,кӱкшӹц
312,Länge::N,йохалла,кыт
313,Höhe::N,локхалла,кӱкшӹц
314,Gewicht::N,йозалла,нелӹц
315,Menge::N,дукхалла,шот
316,Haufen::N,сал,ара
317,Haufen::N,оьла,ара
318,Reihe::N,рагӏ,ряд
319,Reihe::N,могӏа,ряд
320,Boot::N,кема,пыш
321,Ruder::N,пийсиг,вешлӓ
322,Schlitten::N,салаз,тир
323,Ski::N,когсалаз,ечӹ
324,Lagerfeuer::N,цӏе,тыл
325,Last::N,дукъ,нелӹц
326,Gang::N,лелар,ход
327,Schritt::N,гӏулч,ашкыл
328,Norden::N,къилбаседе,йыдпелвел
329,Süden::N,къилбе,кечӹвӓлвел
330,Westen::N,малхбузе,кечӹ шӹцмӹ
331,Osten::N,малхбале,ирвел
332,Osten::N,малхбале,кечӹ лӱлтмӹ
333,Holz::N,дечиг,пушӓнгӹ
334,Brett::N,у,ханга
335,Platte::N,у,плитӓ
336,Stütze::N,гӏopтоp,цӓрӓк
337,Stange::N,гӏуркх,равы
338,Stange::N,гӏуркх,намаш
339,Stock::N,ӏаса,панды
340,Stab::N,гӏаж,равы
341,Rohr::N,биргӏа,пыч
342,Haus::N,цӏа,пöрт
343,Heim::N,кхерч,пöрт
344,Ofen::N,кхерч,камака
345,Fußboden::N,цӏенкъа,седӹрӓ
346,Tisch::N,шун,стöл
347,Stuhl::N,гӏант,пöкен
348,Wiege::N,ага,шипкӓ
349,Bett::N,маьнга,койка
350,Bett::N,маьнга,кравать
351,Regal::N,терхи,полицӓ
352,Kiste::N,яьшка,шӱ́ндӹк
353,Fenster::N,кор,окня
354,Tür::N,неӏ,амаса
355,Tor::N,ков,хапка
356,Zaun::N,керт,забор
357,Dach::N,тхов,левӓш
358,Leiter::N,лами,ташкалтыш
359,Besen::N,нуй,сало
360,Besen::N,нуй,салко
361,Spaten::N,бел,кольмы
362,Schaufel::N,аьшкал,лоток
363,Gabel::N,мӏара,ви́лка
364,Löffel::N,ӏайг,савала
365,Messer::N,урс,кӹзӹ
366,Nagel::N,хьостам,пыда
367,Netz::N,бой,вӓпш
368,Haken::N,мӏара,крӱк
369,Haken::N,мӏара,кагак
370,Schloss::N,чӏега,замок
371,Schloss::N,чӏега,сыравач
372,Bild::N,сурт,картин
373,Puppe::N,тайниг,поханя
374,Beutel::N,гали,мешӓк
375,Bündel::N,кочар,топ
376,Bündel::N,кочар,пидӹш
377,Bündel::N,кочар,кӹлдӹш
378,Tasche::N,тӏоьрмиг,сумкы
379,Eimer::N,чийлик,ведӹрӓ
380,Deckel::N,негӏар,комдыш
381,Geschirr::N,пхьегӏа,ӓтӹ
382,Sack::N,гали,мешӓк
383,Tasse::N,кад,цӓшкӓ
384,Topf::N,яй,ми́ска
385,Kessel::N,яй,пад
386,Essen::N,юург,качкыш
387,Essen::N,юург,качкыш-йӱш
388,Nahrung::N,кхача,качкыш
389,Nahrung::N,кхача,качкыш-йӱш
390,Speise::N,юург,няня
391,Fleisch::N,жижиг,пай
392,Getreide::N,буьртиг,киндӹ
393,Brei::N,xудар,шӹрӓш
394,Brot::N,бепиг,сыкыр
395,Brot::N,кхаллар,сыкыр
396,Scheibe::N,цастар,ламыт
397,Scheibe::N,цастар,лаштык
398,Fett::N,мохь,кая
399,Butter::N,налха,ӱ
400,Öl::N,даьтта,ӱ
401,Salz::N,туьха,санзал
402,Suppe::N,чорпа,лем
403,Honig::N,моз,мӱ
404,Milch::N,шура,шӹшер
405,Tee::N,чай,чӓй
406,Leder::N,цӏока,шарга
407,Leder::N,цӏока,кавашты
408,Wolle::N,тӏapгӏa,миж
409,Stoff::N,кӏади,матер
410,Stoff::N,кӏади,матери
411,Nadel::N,маха,им
412,Faden::N,тай,шӹртӹ
413,Knopf::N,нуьйда,полдыш
414,Knoten::N,шад,пӱкшем
415,Farbe::N,сир,чиӓ
416,Farbe::N,сир,крӓскӓ
417,Farbe::N,басар,чиӓ
418,Farbe::N,басар,крӓскӓ
419,Kleidung::N,бедар,выргем
420,Hemd::N,коч,тыгыр
421,Kragen::N,кач,шӱ
422,Ärmel::N,пхьош,шокш
423,Hose::N,хеча,ялаш
424,Gürtel::N,доьхка,ӹштӹ
425,Mütze::N,куй,упш
426,Schuh::N,мача,ту́фльы
427,Stiefel::N,этка,кем
428,Ring::N,чӏуг,шӓргӓш
429,Band::N,лента,лемтӓ
430,Kamm::N,ехк,шерге
431,Spiegel::N,куьзга,тӹгӹр
432,Riemen::N,доьхка,прӓжӓ
433,Schnur::N,муш,кӓндӹра
434,Leine::N,кочатосу доьхка,керем
435,Decke::N,юргӏа,одеял
436,Kissen::N,гIайба,кӹпцӹк
437,Tuch::N,исхар,савыц
438,Handtuch::N,гата,шӹргӹсавыц
439,Handtuch::N,гата,шӹргӹмсавыц
440,Kraft::N,гӏора,ви
441,Stärke::N,гӏап,ви
442,Gesundheit::N,могашалла,шу
443,Gesundheit::N,могашалла,шулык
444,Krankheit::N,цамгар,мыж
445,Schmerz::N,лазар,карштыш
446,Wunde::N,чов,шушыр
447,Fieber::N,xорша,ӱштӹмыж
448,Arznei::N,молха,лекӓрцӹ
449,Brücke::N,тӏай,кӹвер
450,Brunnen::N,гӏу,вӹдсӹнзӓ
451,Weide::N,дак,ныр
452,Pfad::N,тача,ялгорны
453,Weg::N,некъ,корны
454,Straße::N,урам,корны
455,Dorf::N,юрт,сола
456,Stadt::N,гӏала,города
457,Brief::N,кехат,сирмӓш
458,Buch::N,жайна,книгӓ
459,Buchstabe::N,элп,буква́
460,Zeitung::N,газет,газет
461,Zeitung::N,газет,кайзет
462,Leben::N,дахар,житя
463,Tod::N,далар,смöрт
464,Tod::N,ӏожалла,смöрт
465,Grab::N,каш,шӹгер
466,Grab::N,каш,мыгилӓ
467,Grab::N,каш,шӹгерлӓ
468,Kirche::N,килс,церкӹ
469,Sünde::N,къа,сулык
470,Gott::N,дела,йымы
471,Arbeiter::N,белхало,пӓшӓзӹ
472,Chef::N,хьаькам,вуй
473,Meister::N,говзанча,мастар
474,Arzt::N,лор,доктор
475,Lehrer::N,хьехархо,тымдышы
476,Geld::N,aхча,окса
477,Geschäft::N,туька,торге́йӹмӓш
478,Laden::N,туька,лапка
479,Laden::N,туька,магазин
480,Preis::N,мах,ӓк
481,Ware::N,хlума,товар
482,Nutzen::N,пайда,пайда
483,Reichtum::N,хьал,перке
484,Welt::N,дуьне,сӓндӓлӹк
485,Welt::N,дуьне,свет
486,Land::N,мохк,сӓндӓлӹк
487,Staat::N,пачхьалкх,кугижӓншӹ
488,König::N,паччахь,король
489,Macht::N,ӏедал,власть
490,Grenze::N,доза,пӹсмӓн
491,Krieg::N,тӏом,вырсы
492,Feind::N,мостагӏ,тышман
493,Gewalt::N,гӏело,ви
494,Kampf::N,къийсам,кредӓлмӓш
495,Pfeil::N,пха,пикш
496,Gewehr::N,топ,пичӓл
497,Fehler::N,гӏалат,самынь
498,Lüge::N,аьшпаш,шая
499,Schaden::N,зен,вре́дӓ
500,Unglück::N,бала,пёда
501,Unglück::N,бала,тымаша
502,Schuld::N,бехк,вуйнамат
503,Alter::N,хан,иӓш
504,Alter::N,хан,игечӹ
505,Schluss::N,чакхе,пӹтӓртӹш
506,Zeit::N,хан,веремӓ
507,Tag::N,де,кечӹ
508,Morgen::N,ӏуьйре,ир
509,Morgen::N,ӏуьйре,ирок
510,Mittag::N,делкъе,кечӹвӓл
511,Abend::N,суьйре,вады
512,Nacht::N,буьйса,йыд
513,Woche::N,кӏира,ӓрня
514,Monat::N,бутт,тӹ́лзӹ
515,Jahr::N,шо,год
516,Frühling::N,бӏаьсте,шошым
517,Sommer::N,аьхке,кӓнгӹж
518,Herbst::N,гуьйре,шӹжӹ
519,Winter::N,ӏа,тел
520,Winter::N,ӏа,телӹ
521,Januar::N,январь,январ
522,Januar::N,январь,январь
523,Februar::N,февраль,февраль
524,März::N,март,март
525,April::N,апрель,апрель
526,Mai::N,май,май
527,Juni::N,июнь,июнь
528,Juli::N,июль,июль
529,August::N,август,август
530,September::N,сентябрь,сентябрь
531,Oktober::N,октябрь,октябрь
532,November::N,ноябрь,ноябрь
533,Dezember::N,декабрь,декавыр
534,Montag::N,оршот,шачмы
535,Dienstag::N,шинара,кышкыжмы
536,Mittwoch::N,кхаара,вӹрчегӹ
537,Donnerstag::N,еара,изӓрня
538,Freitag::N,пӏераска,когарня
539,Samstag::N,шот,кукшыгечӹ
540,Sonntag::N,кӏиранде,рушӓрня
541,groß::A,доккха,кого
542,klein::A,кегий,изи
543,lang::A,еха,кужы
544,kurz::A,доца,кӹтӹк
545,breit::A,шуьйра,кымда
546,schmal::A,готта,ӓнгӹсӹр
547,dicht::A,луьста,шӹре
548,dick[Gegenstand]::A,стомма,кӹжгӹ
549,dünn::A,дуткъа,вӹцкӹж
550,fein::A,ховха,пыльга
551,fest::A,чӏогӏа,цаткыды
552,flach::A,чӏапа,тӓлякӓ
553,glatt::A,шера,ягылгы
554,hart::A,чӏогӏa,пингӹдӹ
555,weich::A,кӏеда,пышкыды
556,rund::A,горга,тӹртӹш
557,spitz::A,ира,кашар
558,scharf::A,ира,кашар
559,stumpf::A,аьртa,нӹшкӹ
560,schwer::A,деза,нелӹ
561,schön::A,хаза,цевер
562,schön::A,хаза,олмыдшы
563,heiß::A,довха,шокшы
564,warm::A,довха,шокшы
565,kalt::A,шийла,ӱштӹ
566,kühl::A,шийла,юалгы
567,kühl::A,шийла,йонгата
568,frisch::A,керла,йонгата
569,feucht::A,тӏуьна,ӹлӹкшӹ
570,feucht::A,тӏуьна,вӹдӹжгӹ
571,nass::A,тӏеда,начкы
572,trocken::A,eкъа,кукшы
573,voll::A,дуьзна,темшӹ
574,voll::A,дуьзна,темыман
575,leer::A,яьсса,йӓрӓ
576,offen::A,диллина,виш
577,geschlossen::A,дӏакъевлина,чӱчмӹ
578,geschlossen::A,дӏакъевлина,тӹкӹлӓлтшӹ
579,geschlossen::A,дӏачӏагӏдина,чӱчмӹ
580,geschlossen::A,дӏачӏагӏдина,тӹкӹлӓлтшӹ
581,sauber::A,цӏена,ире
582,schmutzig::A,боьха,шоран
583,schmutzig::A,боьха,лявӹрӓн
584,schmutzig::A,боьха,шорангшы
585,roh::A,буьйда,пеле кӱшӹ
586,reif::A,хилла,кӱшӹ
587,lecker::A,чоме,тотан
588,süß::A,мерза,мӱӓн
589,bitter::A,къаьхьа,качы
590,sauer::A,муьста,шапы
591,hell::A,сирла,соты
592,hell::A,сирла,валгыды
593,dunkel::A,бодане,пӹц
594,dunkel::A,бодане,пӹцкемӹш
595,schwarz::A,ӏаьржа,шим
596,weiß::A,кӏайн,ош
597,weiß::A,кӏайн,ошы
598,rot::A,цӏен,якшаргы
599,gelb::A,можа,сар
600,gelb::A,можа,сары
601,blau::A,сийна,симсӹ
602,grün::A,баьццара,ыжар
603,grau::A,cира,луды
604,grau::A,мокха,луды
605,bunt::A,къорза,ала
606,billig::A,дораха,шулдаш
607,teuer::A,деза,шергӹ
608,teuer::A,деза,шергӓкӓн
609,wertvoll::A,мехала,ӓкӓн
610,blind::A,бӏаьрзе,слöпöй
611,blind::A,бӏаьрзе,сльöпöй
612,taub::A,къора,тӱтӱк
613,kräftig::A,нуьцкъала,виӓн
614,stark::A,зоьртала,виӓн
615,stark::A,нуьцкъала,виӓн
616,schwach::A,гӏорасиза,шава
617,schwach::A,гӏорасиза,лӹпкӓ
618,schwach::A,гӏорасиза,слабка
619,fett::A,дерстана,таза
620,schlank::A,куц долу,яштака
621,hübsch::A,хаза,сӹлнӹ
622,hübsch::A,хаза,олмыдшы
623,böse::A,вон,шӹдӓн
624,dumm::A,сонта,окмак
625,faul::A,мало ен,ялахай
626,fleißig::A,тӏера,пӓшам яратышы
627,geizig::A,пис,шык
628,geizig::A,сутара,шык
629,klug::A,хьекъале,ышан
630,geschickt::A,тӏахъаьлла,мастар
631,lieb::A,хьоме,тыри
632,lustig::A,самукъане,мындыр
633,lustig::A,самукъане,сусу
634,sanft::A,кlеда,йӹвӹжӓ
635,hungrig::A,меца,шужышы
636,krank::A,цомгуш долу,церлӹ
637,krank::A,цомгуш долу,хворой
638,nackt::A,дерзана,цӓрӓ
639,traurig::A,самукъане воцу,сы́лыкан
640,traurig::A,самукъане воцу,кымы́лдымы
641,lebendig::A,дийна,живой
642,gut::A,дика,яжо
643,schlecht::A,вон,уда
644,schlecht::A,вон,худа
645,richtig::A,нийса,вургамла
646,schlimm::A,вон,йӹрнык
647,wahr::A,бакъдолу,настоящий
648,wahr::A,бакъдолу,настояшый
649,alt::A,къена,шонгы
650,neu::A,керла,у
651,ehemalig::A,хилла,тошты
652,alt[Lebewesen]::A,къена,ӹлалшӹ
653,jung::A,къона,нöргӹ
654,jung::A,къона,молода
655,arm::A,къен,укеӓн
656,reich::A,хьоле,паян
657,reich::A,хьоле,пурлыкан
658,bekannt::A,девзаш долу,палӹмӹ
659,berühmt::A,цӏеяхана,лӹмлы
660,fremd::A,нехан,эдемӹн
661,verschieden::A,тайп-тайпанара,тӹрлӹ
662,nah::A,гергара,лишӹл
663,fern::A,гена,мӹндӹр
664,fern::A,генара,мӹндӹр
665,linker::A,аьрру,шалахай
666,rechter::A,аьтту,вургамла
667,anderer::A,кхин,вес
668,anderer::A,кхин,весӹ
669,erster::A,хьалхара,икшӹ
670,erster::A,хьалхара,икӹмшӹ
671,zweiter::A,шолгIа,кокшы
672,dritter::A,кхоалгӏа,кымшы
673,letzter::A,тӏаьххьара,остатка
674,allein::ADV,цхьаъ,иктӹ
675,allein::ADV,цхьаъ,иктӹт
676,auf einmal::ADV,цу сохьтта,тöрöк
677,zusammen::ADV,цхьана,икараш
678,zusammen::ADV,цхьана,цымырын
679,lange::ADV,дукха,кужын
680,plötzlich::ADV,цIеххьана,трӱк
681,sofort::ADV,цу сохьтта,полт
682,sofort::ADV,цу сохьтта,тöрöк
683,sofort::ADV,цу сохьтта,тӹшӓкок
684,später::ADV,тӏаьхьо,вара
685,jetzt::ADV,хӏинца,
686,heute::ADV,тахана,тагачы
687,morgen::ADV,кхана,иргод
688,morgen::ADV,кхана,иргодым
689,bald::ADV,кеста,чӹнь
690,bald::ADV,кеста,вӓшке
691,bald::ADV,кеста,выртышты
692,dann::ADV,тӏаккха,пакыла
693,gestern::ADV,селхана,тенгечӹ
694,einst::ADV,цкъа,икӓнӓ
695,damals::ADV,хӏетахьь,тӹнӓм
696,danach::ADV,тӏаккха,пакыла
697,vorher::ADV,хьалхa,перви
698,zuerst::ADV,хьалха,андак
699,einmal::ADV,цкъа,гӓнӓк
700,einmal::ADV,цкъа,гӓнӓ
701,manchmal::ADV,цкъаццкъа,кынамжы
702,oft::ADV,кест-кеста,чӹчкӹдӹн
703,immer::ADV,даим,со
704,immer::ADV,даим,соок
705,niemals::ADV,цкъа а,нинам
706,niemals::ADV,цкъа а,нигынам
707,niemals::ADV,цкъа а,нигынамат
708,hier::ADV,кхузахь,тиштӹ
709,hierhin::ADV,кхуза,тишкӹ
710,von hier::ADV,кхузара,тишец
711,von hier::ADV,кхузара,тишецӹн
712,dort::ADV,цигахь,тӹштӹ
713,dorthin::ADV,цига,тӹшкӹ
714,dorthin::ADV,цига,тӹшкӹлӓ
715,geradeaus::ADV,нийса дӏа,вик
716,geradeaus::ADV,нийса дӏа,тура
717,vorwärts::ADV,хьалха,анзыкы
718,rückwärts::ADV,юха,мӹнгеш
719,zurück::ADV,юха,мӹнгеш
720,unten::ADV,лахахь,ӱлнӹ
721,unten::ADV,лахахь,лӹвӓлнӹ
722,hinab::ADV,охьа,ӱлӹкӹ
723,hinab::ADV,охьа,лӹвӓкӹ
724,oben::ADV,лакхахь,вӹлнӹ
725,hinauf::ADV,хьала,кӱшкӹлӓ
726,hinauf::ADV,хьала,кӱш
727,überall::ADV,массанхьа,йӹлт
