,Concept_ID,ca,it
851,vorwärts::ADV,endavānt,avanti
852,rückwärts::ADV,endarrera,all'indietro
853,zurück::ADV,darrere,di indietro
854,unten::ADV,a baix,giù
855,unten::ADV,a baix,sotto
856,hinab::ADV,cap avall,giù
857,hinab::ADV,cap avall,in giù
858,oben::ADV,dalt,su
859,oben::ADV,dalt,sopra
860,hinauf::ADV,cap amunt,in sù
861,hinauf::ADV,cap amunt,in alto
862,überall::ADV,pertot,dappertutto
863,überall::ADV,per tot arreu,dappertutto
864,nicht::ADV,no,non
865,ein wenig::ADV,una mica,un po'
866,ein wenig::ADV,una mica,un poco
867,kaum::ADV,a penes,a appena
868,sehr::ADV,molt,molto
869,so::ADV,així,così
870,so::ADV,així,tanto
871,noch::ADV,encara,ancora
872,nur::ADV,només,solo
873,nur::ADV,només,soltanto
874,schon::ADV,ja,già
875,wieder::ADV,de nou,di nuovo
876,vergebens::ADV,en va,invano
877,vor::PRP,davānt,davanti a
878,vor::PRP,enfront de,davanti a
879,hinter::PRP,darrera,dietro
880,unter::PRP,sota,sotto
881,durch::PRP,per,per
882,durch::PRP,per,attraverso
883,neben::PRP,al costāt de,a accanto a
884,zwischen::PRP,entre,fra
885,wegen::PRP,a causa de,a causa di
886,dies::PRN,aquest,ciò
887,dies::PRN,aquest,questo
888,das::PRN,això,ciò
889,das::PRN,això,quello
890,alles::PRN,tot,tutto
891,ich::PRN,jo,ìo
892,du::PRN,tu,tu
893,er::PRN,ell,lui
894,er::PRN,ell,egli
895,wir::PRN,nosaltres,noi
896,ihr::PRN,vosaltres,voi
897,sie::PRN,ells,loro
898,sie::PRN,elles,loro
899,was::FPRN,què,che
900,was::FPRN,què,che cosa
901,wer::FPRN,qui,chi
902,wo::FADV,on,dove
903,wohin::FADV,cap a on,dove
904,wie::FADV,com,come
905,warum::FADV,per què,perche
906,wieviel::FNUM,quant,quanto
907,eins::NUM,u,uno
908,zwei::NUM,dos,due
909,drei::NUM,tres,tre
910,vier::NUM,quatre,quattro
911,fünf::NUM,cinc,cinque
912,sechs::NUM,sis,sei
913,sieben::NUM,set,sette
914,acht::NUM,vuit,otto
915,neun::NUM,nou,nove
916,zehn::NUM,deu,dieci
917,elf::NUM,onze,ùndici
918,zwölf::NUM,dotze,dodici
919,zwanzig::NUM,vint,venti
920,dreißig::NUM,trenta,trenta
921,vierzig::NUM,quaranta,quaranta
922,fünfzig::NUM,cinquanta,cinquanta
923,sechzig::NUM,seixanta,sessanta
924,siebzig::NUM,setanta,settanta
925,achtzig::NUM,vuitanta,ottanta
926,neunzig::NUM,noranta,novanta
927,hundert::NUM,cent,cento
928,tausend::NUM,mil,mille
929,und::CNJ,i,e
930,oder::CNJ,o,o
931,stehen::V,estar de peu,stare in piedi
932,sitzen::V,seure,sedere
933,sitzen::V,seure,stare seduto
934,liegen::V,jeure,giacere
935,hängen::V,penjar,pèndere
936,hängen::V,penjar,èssere appeso
937,werden::V,fer-se,farsi
938,werden::V,fer-se,diventare
939,werden::V,posar-se,farsi
940,werden::V,posar-se,diventare
941,passieren::V,succeir,succèdere
942,beginnen::V,iniciar-se,cominciare
943,enden::V,acabar-se,finire
944,enden::V,acabar-se,terminare
945,enden::V,terminar-se,finire
946,enden::V,terminar-se,terminare
947,wechseln::V,canviar,variare
948,wechseln::V,canviar,cambiare
949,aufgehen[Sonne]::V,sortir,sòrgere
950,aufgehen[Sonne]::V,sortir,spuntare
951,untergehen[Sonne]::V,posar-se,tramontare
952,scheinen[Sonne]::V,brillar,splèndere
953,donnern::V,tronar,tonare
954,wehen::V,bufar,soffiare
955,strömen::V,afluir,fluire
956,fließen::V,fluir,fluire
957,fließen::V,fluir,scorrere
958,sich drehen::V,girar,girarsi
959,schwanken::V,vacil·lar,oscillare
960,schwanken::V,vacil·lar,barcollare
961,schwingen::V,oscil·lar,vibrare
962,schwingen::V,oscil·lar,oscillare
963,fallen::V,caure,cadere
964,fallen::V,tombar,cadere
965,brennen::V,cremar,àrdere
966,brennen::V,cremar,bruciare
967,rauchen::V,fumejar,fumare
968,regnen::V,ploure,piòvere
969,gefrieren::V,gelar-se,gelarsi
970,gefrieren::V,gelar-se,congelarsi
971,tauen::V,fondre's,sciògliersi
972,schmelzen::V,fondre's,fòndere
973,schmelzen::V,fondre's,sciògliersi
974,trocknen::V,assecar-se,asciugarsi
975,sieden::V,bullir,bollire
976,faulen::V,podrir-se,marcire
977,verfaulen::V,podrir-se,imputridire
978,reißen::V,trencar-se,strapparsi
979,versinken::V,enfonsar-se,affondare
980,vergehen::V,passar,passare
981,erscheinen::V,aparèixer,apparire
982,erscheinen::V,aparèixer,comparire
983,verschwinden::V,desaparèixer,sparire
984,verschwinden::V,desaparèixer,scomparire
985,sinken::V,baixar,calare
986,sinken::V,baixar,scendere
987,sinken::V,descendir,calare
988,sinken::V,descendir,scendere
989,abnehmen::V,decréixer,diminuire
990,zunehmen::V,augmentar,aumentare
991,steigen::V,pujar,salire
992,steigen::V,pujar,montare
993,wachsen::V,créixer,crescere
994,glänzen::V,brillar,splèndere
995,glänzen::V,resplendir,splèndere
996,funkeln::V,espurnejar,brillare
997,funkeln::V,espurnejar,scintillare
998,lärmen::V,fer soroll,strepitare
999,lärmen::V,fer soroll,fare chiasso
1000,läuten::V,sonar,suonare
1001,klingeln::V,trucar,suonare
1002,klirren::V,dringar,tintinnare
1003,brausen::V,rugir,rombare
1004,brausen::V,rugir,rumoreggiare
1005,rauschen::V,murmurar,frusciare
1006,klingen::V,sonar,suonare
1007,bellen::V,lladrar,latrare
1008,bellen::V,lladrar,abbaiare
1009,heulen::V,udolar,urlare
1010,heulen::V,udolar,ululare
1011,blasen::V,bufar,soffiare
1012,pfeifen::V,xiular,fischiare
1013,schreien::V,cridar,gridare
1014,stöhnen::V,gemegar,gèmere
1015,zittern::V,tremolar,tremare
1016,leben::V,vīure,vìvere
1017,geboren werden::V,néixer,nàscere
1018,atmen::V,respirar,respirare
1019,trinken::V,beure,bere
1020,essen::V,menjar,mangiare
1021,schlucken::V,empassar-se,inghiottire
1022,müde werden::V,cansar-se,stancarsi
1023,einschlafen::V,adormir-se,addormentarsi
1024,schlafen::V,dormir,dormire
1025,aufwachen::V,despertar-se,svegliarsi
1026,aufstehen::V,llevar-se,levarsi
1027,sich erholen::V,descansar,riposarsi
1028,krank werden::V,posar-se malalt,ammalarsi
1029,krank sein::V,estar malalt,èssere malato
1030,schmerzen::V,doldre,dolere
1031,husten::V,tossir,tossire
1032,genesen::V,recuperar-se,guarire
1033,sterben::V,morir,morire
1034,umkommen::V,perir,perire
1035,sich bewegen::V,moure's,agitarsi
1036,sich rühren::V,moure's,muòversi
1037,sich erheben::V,aixecar-se,alzarsi
1038,sich setzen::V,asseure's,sedersi
1039,hinfallen::V,caure's,cadere
1040,laufen::V,caminar,camminare
1041,laufen::V,caminar,andare a piedi
1042,schreiten::V,procedir,andare
1043,schreiten::V,procedir,procedere
1044,spazierengehen::V,passejar,passeggiare
1045,spazierengehen::V,passejar,andare a passeggio
1046,eilen::V,anar corrent,andare in fretta
1047,sich beeilen::V,afanyar-se,affrettarsi
1048,sausen::V,córrer,volare
1049,sausen::V,córrer,correre
1050,rennen::V,córrer,correre
1051,springen::V,saltar,saltare
1052,klettern::V,escalar,arrampicarsi
1053,schaukeln::V,gronxar-se,fare l'altalena
1054,schaukeln::V,balancejar-se,fare l'altalena
1055,kriechen::V,reptar,strisciare
1056,kriechen::V,arrossegar-se,strisciare
1057,schwimmen::V,nadar,nuotare
1058,tauchen::V,bussejar,tuffarsi
1059,tauchen::V,bussejar,immèrgersi
1060,tauchen::V,submergir-se,tuffarsi
1061,tauchen::V,submergir-se,immèrgersi
1062,rudern::V,remar,remare
1063,fahren::V,anar,andare
1064,fahren::V,anar,viaggiare
1065,fliegen::V,volar,volare
1066,gehen::V,caminar,andare
1067,weggehen::V,anar-se'n,andàrsene
1068,weggehen::V,anar-se'n,andare via
1069,abfahren::V,partir,partire
1070,anhalten::V,aturar-se,fermarsi
1071,hineingehen::V,entrar,entrare
1072,eintreten::V,entrar,entrare
1073,kommen::V,venir,venire
1074,ankommen::V,arribar,arrivare
1075,zurückkommen::V,tornar,ritornare
1076,bleiben::V,quedar-se,restare
1077,bleiben::V,quedar-se,rimanere
1078,warten::V,esperar,aspettare
1079,erwarten::V,esperar,attèndere
1080,suchen::V,buscar,cercare
1081,finden::V,trobar,trovare
1082,versuchen::V,intentar,tentare
1083,vorbereiten::V,preparar,preparare
1084,lieben::V,estimar,amare
1085,mögen::V,agradar a,piacere a
1086,mögen::V,agradar a,volere bene a
1087,lachen::V,riure,rìdere
1088,rühren::V,commoure,commuòvere
1089,rühren::V,emocionar,commuòvere
1090,weinen::V,plorar,piàngere
1091,schimpfen::V,renyar,imprecare
1092,sich ärgern::V,enfadar-se,stizzirsi
1093,sich ärgern::V,enfadar-se,arrabbiarsi
1094,sich fürchten::V,tenir por,avere paura
1095,fürchten::V,témer,temere
1096,fliehen::V,fugir,fuggire
1097,flüchten::V,refugiar-se,sfuggire
1098,sehen::V,veure,vedere
1099,anschauen::V,mirar,guardare
1100,ansehen::V,mirar,guardare
1101,hören::V,oir,udire
1102,hören::V,oir,sentire
1103,zuhören::V,escoltar,ascoltare
1104,probieren::V,provar,degustare
1105,probieren::V,provar,assaggiare
1106,riechen::V,olorar,sentire
1107,fühlen::V,sentīr,sentire
1108,scheinen::V,semblar,parere
1109,scheinen::V,semblar,sembrare
1110,zu sehen sein::V,poder-se veure,vedersi
1111,vernehmen::V,percebre,sentire
1112,vernehmen::V,percebre,percepire
1113,frieren::V,tenir fred,aver freddo
1114,tun::V,fer,fare
1115,können::V,poder,sapere
1116,wollen::V,voler,volere
1117,anfangen::V,iniciar,iniziare
1118,anfangen::V,iniciar,cominciare
1119,beenden::V,acabar,finire
1120,beenden::V,acabar,terminare
1121,aufhören::V,deixar,finire
1122,aufhören::V,deixar,cessare
1123,gelingen::V,sortir bé,riuscire
1124,geraten::V,sortir,stare
1125,öffnen::V,obrir,aprire
1126,schließen::V,tancar,chiùdere
1127,stellen::V,posar,porre
1128,stellen::V,posar,mettere
1129,stellen::V,col·locar,porre
1130,stellen::V,col·locar,mettere
1131,setzen::V,assentar,porre
1132,setzen::V,assentar,mettere
1133,legen::V,posar,posare
1134,legen::V,posar,mettere
1135,berühren::V,tocar,toccare
1136,verbinden::V,unir,unire
1137,verbinden::V,unir,congiùngere
1138,verbinden::V,connectar,unire
1139,verbinden::V,connectar,congiùngere
1140,bedecken::V,tapar,coprire
1141,bedecken::V,tapar,ricoprire
1142,bedecken::V,cobrir,coprire
1143,bedecken::V,cobrir,ricoprire
1144,aufhängen::V,penjar,attaccare
1145,anzünden::V,encendre,accèndere
1146,anzünden::V,encendre,incendiare
1147,aufheben::V,aixecar,raccògliere
1148,zurücklassen::V,deixar,lasciare
1149,zurücklassen::V,deixar,lasciare indietro
1150,verlieren::V,pērdre,pèrdere
1151,fallen lassen::V,deixar caure,lasciare cadere
1152,machen::V,fer,fare
1153,herstellen::V,producir,produrre
1154,herstellen::V,producir,fabbricare
1155,bauen::V,construir,costruire
1156,reparieren::V,reparar,riparare
1157,verbessern::V,millorar,migliorare
1158,ändern::V,canviar,mutare
1159,ändern::V,canviar,cambiare
1160,graben::V,cavar,scavare
1161,beugen::V,doblegar,chinare
1162,beugen::V,doblegar,flettere
1163,biegen::V,corbar,tòrcere
1164,biegen::V,arquejar,tòrcere
1165,drehen::V,girar,girare
1166,wenden::V,girar,girare
1167,wenden::V,girar,voltare
1168,umdrehen::V,voltar,rivoltare
1169,heben::V,pujar,levare
1170,heben::V,aixecar,levare
1171,hochheben::V,aixecar,levare
1172,hochheben::V,aixecar,sollevare
1173,ergreifen::V,agafar,afferrare
1174,halten::V,mantenir,tenere
1175,drücken::V,prémer,premere
1176,drücken::V,estrènyer,premere
1177,schieben::V,empènyer,spìngere
1178,kratzen::V,raspar,grattare
1179,kratzen::V,raspar,graffiare
1180,lecken::V,llepar,leccare
1181,beißen::V,mossegar,mòrdere
1182,abreißen::V,arrencar,staccarsi
1183,abreißen::V,arrencar,strapparsi
1184,abschneiden::V,tallar,tagliare
1185,binden::V,lligar,legare
1186,binden::V,lligar,bendare
1187,stecken::V,ficar,ficcare
1188,brechen::V,trencar,rompere
1189,klopfen::V,trucar,bàttere
1190,hauen::V,picar,picchiare
1191,hauen::V,colpejar,picchiare
1192,kleben::V,enganxar,incollare
1193,reiben::V,fregar,fregare
1194,streichen::V,untar,spalmare
1195,schleifen::V,afilar,arrotare
1196,schleifen::V,esmolar,arrotare
1197,schneiden::V,tallar,tagliare
1198,rütteln::V,sacsejar,scuòtere
1199,schütteln::V,agitar,agitare
1200,schütteln::V,agitar,scuòtere
1201,schütteln::V,sacsejar,agitare
1202,schütteln::V,sacsejar,scuòtere
1203,schwenken::V,agitar,agitare
1204,schwenken::V,agitar,sventolare
1205,schütten::V,abocar,versare
1206,füllen::V,omplir,riempire
1207,einwickeln::V,embolicar,involtare
1208,tragen::V,dur,portare
1209,tragen::V,portar,portare
1210,schleppen::V,arrossegar,trainare
1211,schleppen::V,arrossegar,trascinare
1212,ziehen::V,tirar,tirare
1213,ziehen::V,estirar,tirare
1214,aufbewahren::V,conservar,custodire
1215,aufbewahren::V,conservar,conservare
1216,werfen::V,llançar,gettare
1217,werfen::V,llançar,lanciare
1218,fangen::V,agafar,prèndere
1219,fangen::V,agafar,acchiappare
1220,fangen::V,atrapar,prèndere
1221,fangen::V,atrapar,acchiappare
1222,packen::V,engrapar,pigliare
1223,packen::V,engrapar,afferrare
1224,verstecken::V,amagar,nascondere
1225,teilen::V,dividir,divìdere
1226,schicken::V,enviar,inviare
1227,bringen::V,portar,portare
1228,bringen::V,portar,apportare
1229,hinzufügen::V,afegir,aggiùngere
1230,bekommen::V,obtenir,ricevere
1231,erhalten::V,rebre,ricevere
1232,nehmen::V,prendre,prèndere
1233,wählen::V,triar,elèggere
1234,wählen::V,triar,scegliere
1235,wählen::V,elegir,elèggere
1236,wählen::V,elegir,scegliere
1237,auswählen::V,escollir,scegliere
1238,auswählen::V,seleccionar,scegliere
1239,bewahren::V,conservar,conservare
1240,behindern::V,impedir,impedire
1241,behindern::V,obstaculitzar,impedire
1242,verderben::V,espatllar,guastare
1243,beschädigen::V,danyar,danneggiare
1244,beschädigen::V,destrossar,danneggiare
1245,zerbrechen::V,trencar,rompere
1246,zerbrechen::V,trencar,spezzare
1247,zerreißen::V,estripar,stracciare
1248,zerstören::V,destruir,distrùggere
1249,verbrennen::V,cremar,bruciare
1250,geben::V,donar,dare
1251,reichen::V,passar,pòrgere
1252,schenken::V,regalar,regalare
1253,versprechen::V,prometre,promettere
1254,wünschen::V,desitjar,augurare
1255,loben::V,elogiar,lodare
1256,küssen::V,fer un petó a,baciare
1257,wiegen::V,bressolar,cullare
1258,wiegen::V,bressolar,dondolare
1259,zudecken::V,tapar,coprire
1260,zudecken::V,cobrir,coprire
1261,wecken::V,despertar,svegliare
1262,zeigen::V,mostrar,indicare
1263,zeigen::V,ensenyar,indicare
1264,führen::V,guiar,guidare
1265,führen::V,guiar,condurre
1266,führen::V,conduir,guidare
1267,führen::V,conduir,condurre
1268,lehren::V,ensenyar,insegnare
1269,unterrichten::V,ensenyar,istruire
1270,unterrichten::V,ensenyar,insegnare
1271,aufziehen::V,criar,allevare
1272,leiten::V,dirigir,avviare
1273,leiten::V,dirigir,dirìgere
1274,antreiben::V,impel·lir,incitare
1275,lassen::V,fer,fare
1276,einladen::V,invitar,invitare
1277,einladen::V,convidar,invitare
1278,vereinigen::V,unir,unire
1279,besuchen::V,visitar,visitare
1280,besuchen::V,visitar,far vìsita a
1281,besuchen::V,anar a veure,visitare
1282,besuchen::V,anar a veure,far vìsita a
1283,treffen::V,trobar,incontrare
1284,sich versammeln::V,reunir-se,rinunirsi
1285,spielen::V,jugar,giocare
1286,singen::V,cantār,cantare
1287,tanzen::V,ballar,danzare
1288,sich trennen::V,separar-se,separarsi
1289,verlassen::V,deixar,lasciare
1290,verlassen::V,deixar,abbandonare
1291,verlassen::V,abandonar,lasciare
1292,verlassen::V,abandonar,abbandonare
1293,retten::V,salvar,salvare
1294,bewachen::V,vigilar,custodire
1295,schützen::V,protegir,protèggere
1296,verteidigen::V,defensar,difèndere
1297,sich schlagen::V,barallar-se,bàttersi
1298,schießen::V,tirar,sparare
1299,schießen::V,disparar,sparare
1300,siegen::V,vèncer,vìncere
1301,ärgern::V,enfadar,stizzire
1302,schlagen::V,pegar,bàttere
1303,schlagen::V,colpejar,bàttere
1304,treten::V,donar un cop de peu a,calciare
1305,stechen::V,punxar,pùngere
1306,stechen::V,apunyalar,pùngere
1307,stoßen::V,empènyer,urtare
1308,stoßen::V,empènyer,spìngere
1309,stehlen::V,robar,rubare
1310,stören::V,molestar,disturbare
1311,belästigen::V,importunar,molestare
1312,belästigen::V,importunar,importunare
1313,verbergen::V,amagar,celare
1314,verbergen::V,amagar,nascondere
1315,verbergen::V,ocultar,celare
1316,verbergen::V,ocultar,nascondere
1317,täuschen::V,enganyar,ingannare
1318,betrügen::V,estafar,frodare
1319,betrügen::V,estafar,truffare
1320,töten::V,matar,uccìdere
1321,wohnen::V,vīure,abitare
1322,wohnen::V,habitar,abitare
1323,arbeiten::V,treballar,lavorare
1324,sammeln::V,col·leccionar,raccògliere
1325,sammeln::V,col·leccionar,collezionare
1326,pflücken::V,collir,cògliere
1327,jagen::V,caçar,cacciare
1328,fischen::V,pescar,pescare
1329,fassen::V,atrapar,catturare
1330,fassen::V,atrapar,acchiappare
1331,hüten::V,pasturar,pascolare
1332,treiben::V,arriar,spìngere
1333,anbinden::V,lligar,legare
1334,anbinden::V,lligar,attaccare
1335,füttern::V,donar menjar a,dar da mangiare a
1336,melken::V,munyir,mùngere
1337,hacken::V,picar,tritare
1338,hacken::V,picar,spaccare
1339,hacken::V,tallar,tritare
1340,hacken::V,tallar,spaccare
1341,gießen::V,regar,annaffiare
1342,reifen::V,madurar,maturare
1343,zubereiten::V,preparar,preparare
1344,kochen::V,coure,cuòcere
1345,backen::V,coure al forn,cuòcere
1346,backen::V,coure al forn,cuòcere al forno
1347,braten::V,rostir,frìggere
1348,braten::V,rostir,arrostire
1349,umrühren::V,remenar,mescolare
1350,stricken::V,tricotar,llavorare a maglia
1351,stricken::V,fer punt de mitja,llavorare a maglia
1352,nähen::V,cosir,cucire
1353,färben::V,tenyir,tìngere
1354,reinigen::V,netejar,pulire
1355,reinigen::V,netejar,nettare
1356,waschen::V,rentār,lavare
1357,abwischen::V,eixugar,asciugare
1358,spülen::V,esbandir,lavare
1359,spülen::V,esbandir,sciacquare
1360,fegen::V,escombrar,spazzare
1361,kehren::V,escombrar,spazzare
1362,baden::V,banyar-se,bagnarsi
1363,baden::V,banyar-se,fare il bagno
1364,sich waschen::V,rentār-se,lavarsi
1365,ausziehen::V,treure's,tògliersi
1366,anziehen::V,posar-se,mettersi
1367,anziehen::V,posar-se,indossare
1368,sich anziehen::V,vestir-se,vestirsi
1369,kämmen::V,pentinar,pettinare
1370,schmücken::V,adornar,ornare
1371,schmücken::V,adornar,decorare
1372,sagen::V,dir,dire
1373,sprechen::V,parlar,parlare
1374,reden::V,parlar,parlare
1375,sich unterhalten::V,conversar,conversare
1376,fragen::V,preguntar,chièdere
1377,fragen::V,preguntar,domandare
1378,bitten::V,demanar,pregare
1379,erzählen::V,contar,narrare
1380,erzählen::V,contar,raccontare
1381,erzählen::V,explicar,narrare
1382,erzählen::V,explicar,raccontare
1383,mitteilen::V,comunicar,comunicare
1384,nennen::V,nomenar,nominare
1385,rufen::V,cridar,chiamare
1386,prahlen::V,lloar-se,vantarsi
1387,prahlen::V,jactar-se,vantarsi
1388,übersetzen::V,traduir,tradurre
1389,denken::V,pensar,pensare
1390,glauben::V,creure,credere
1391,bemerken::V,notar,notare
1392,bemerken::V,notar,osservare
1393,erkennen::V,reconèixer,riconoscere
1394,begreifen::V,comprendre,capire
1395,begreifen::V,comprendre,comprèndere
1396,verstehen::V,entendre,intèndere
1397,verstehen::V,entendre,comprèndere
1398,lernen::V,aprendre,imparare
1399,lernen::V,aprendre,apprèndere
1400,wissen::V,saber,sapere
1401,sich erinnern an::V,recordar,ricordare
1402,sich erinnern an::V,recordar,ricordarsi di
1403,vergessen::V,oblidar,dimenticare
1404,messen::V,mesurar,misurare
1405,zählen::V,comptar,contare
1406,rechnen::V,calcular,contare
1407,rechnen::V,calcular,calcolare
1408,lesen::V,llegir,lèggere
1409,malen::V,pintar,dipìngere
1410,zeichnen::V,dibuixar,disegnare
1411,schreiben::V,escrīure,scrìvere
1412,besitzen::V,posseir,possedere
1413,kaufen::V,comprar,comprare
1414,kaufen::V,comprar,acquistare
1415,verkaufen::V,vendre,vendere
1416,bezahlen::V,pagar,pagare
1417,zahlen::V,pagar per,pagare
1418,beherrschen::V,dominar,dominare
1419,ertragen::V,aguantar,sopportare
