,Concept_ID,az,fi
411,Rohr::N,truba,putki
412,Haus::N,ev,talo
413,Heim::N,ev,koti
414,Ofen::N,peç,uuni
415,Ofen::N,soba,uuni
416,Fußboden::N,döşəmə,lattia
417,Tisch::N,masa,pöytä
418,Stuhl::N,stul,tuoli
419,Wiege::N,beşik,kehto
420,Bett::N,yataq,sänky
421,Regal::N,rəf,hylly
422,Kiste::N,yeşik,arkku
423,Kiste::N,yeşik,kirstu
424,Kiste::N,yeşik,laatikko
425,Kiste::N,sandıq,arkku
426,Kiste::N,sandıq,kirstu
427,Kiste::N,sandıq,laatikko
428,Fenster::N,pəncərə,ikkuna
429,Tür::N,qapı,ovi
430,Tor::N,darvaza,portti
431,Zaun::N,çəpər,aita
432,Dach::N,dam,katto
433,Leiter::N,nərdivan,tikkaat
434,Leiter::N,nərdivan,tikapuut
435,Besen::N,süpürgə,luuta
436,Spaten::N,kürək,lapio
437,Schaufel::N,kürək,lapio
438,Gabel::N,çəngəl,haarukka
439,Löffel::N,qaşıq,lusikka
440,Messer::N,bıçaq,veitsi
441,Nagel::N,mıx,naula
442,Netz::N,tor,verkko
443,Haken::N,çəngəl,haka
444,Haken::N,çəngəl,koukku
445,Griff::N,qulp,ripa
446,Griff::N,qulp,kahva
447,Griff::N,tutacaq,ripa
448,Griff::N,tutacaq,kahva
449,Schloss::N,qıfıl,lukko
450,Bild::N,rəsm,kuva
451,Figur::N,şəkil,kuvio
452,Figur::N,heykəl,kuvio
453,Puppe::N,kukla,nukke
454,Puppe::N,gəlincik,nukke
455,Beutel::N,kisə,pussi
456,Beutel::N,torba,pussi
457,Bündel::N,bağlama,nippu
458,Bündel::N,bağlama,kimppu
459,Tasche::N,çanta,laukku
460,Eimer::N,vedrə,sanko
461,Eimer::N,vedrə,ämpäri
462,Eimer::N,çəllək,sanko
463,Eimer::N,çəllək,ämpäri
464,Deckel::N,qapaq,kansi
465,Geschirr::N,qab-qazan,astia
466,Sack::N,çuval,säkki
467,Tasse::N,fincan,kuppi
468,Topf::N,qazan,pata
469,Kessel::N,qazan,kattila
470,Essen::N,yemək,syönti
471,Nahrung::N,qida,ruoka
472,Nahrung::N,qida,ravinto
473,Speise::N,xörək,ruoka
474,Fleisch::N,ət,liha
475,Getreide::N,taxıl,vilja
476,Brei::N,aş,puuro
477,Brei::N,sıyıq,puuro
478,Brot::N,çörək,leipä
479,Scheibe::N,dilim,viipale
480,Fett::N,yağ,rasva
481,Butter::N,kərə yağı,voi
482,Öl::N,yağ,öljy
483,Salz::N,duz,suola
484,Suppe::N,şorba,keitto
485,Honig::N,bal,hunaja
486,Milch::N,süd,maito
487,Tee::N,çay,tee
488,Leder::N,dəri,nahka
489,Wolle::N,yun,villa
490,Stoff::N,qumaş,kangas
491,Nadel::N,iynə,neula
492,Faden::N,sap,lanka
493,Knopf::N,düymə,nappi
494,Knoten::N,düyün,solmu
495,Farbe::N,boya,maali
496,Kleidung::N,geyim,vaatteet
497,Hemd::N,köynək,paita
498,Kragen::N,yaxa,kaulus
499,Ärmel::N,qol,hiha
500,Hose::N,şalvar,housut
501,Gürtel::N,kəmər,vyö
502,Mütze::N,şapka,lakki
503,Schuh::N,tufli,kenkä
504,Schuh::N,ayaqqabı,kenkä
505,Stiefel::N,çəkmə,saapas
506,Ring::N,üzük,sormus
507,Band::N,lent,nauha
508,Kamm::N,daraq,kampa
509,Spiegel::N,güzgü,peili
510,Riemen::N,qayış,hihna
511,Schnur::N,ip,naru
512,Schnur::N,ip,nuora
513,Leine::N,kəmsik,talutushihna
514,Decke::N,ədyal,peite
515,Decke::N,yorğan,peite
516,Kissen::N,yastıq,tyyny
517,Kissen::N,yastıq,pielus
518,Tuch::N,şarf,huivi
519,Tuch::N,kaşne,huivi
520,Handtuch::N,dəsmal,pyyheliina
521,Kraft::N,güc,väki
522,Kraft::N,güc,voima
523,Stärke::N,qüvvət,vahvuus
524,Gesundheit::N,sağlamlıq,terveys
525,Krankheit::N,xəstəlik,tauti
526,Krankheit::N,xəstəlik,sairaus
527,Schmerz::N,ağrı,kipu
528,Schmerz::N,ağrı,särky
529,Schmerz::N,sancı,kipu
530,Schmerz::N,sancı,särky
531,Wunde::N,yara,haava
532,Fieber::N,isitmə,kuume
533,Fieber::N,qızdırma,kuume
534,Arznei::N,ilaç,lääke
535,Arznei::N,dərman,lääke
536,Brücke::N,körpü,silta
537,Brunnen::N,quyu,kaivo
538,Weide::N,otlaq,laidun
539,Pfad::N,cığır,polku
540,Weg::N,yol,tie
541,Straße::N,küçə,katu
542,Dorf::N,kənd,kylä
543,Stadt::N,şəhər,kaupunki
544,Brief::N,məktub,kirje
545,Buch::N,kitab,kirja
546,Buchstabe::N,hərf,kirjain
547,Zeitung::N,qəzet,lehti
548,Zeitung::N,qəzet,sanomalehti
549,Leben::N,həyat,elo
550,Leben::N,həyat,elämä
551,Tod::N,ölüm,kuolema
552,Grab::N,qəbir,hauta
553,Kirche::N,kilsə,kirkko
554,Sünde::N,günah,synti
555,Gott::N,tanrı,jumala
556,Arbeiter::N,işçi,työläinen
557,Chef::N,şef,päällikkö
558,Chef::N,rəis,päällikkö
559,Meister::N,usta,mestari
560,Arzt::N,həkim,lääkäri
561,Arzt::N,doktor,lääkäri
562,Lehrer::N,müəllim,opettaja
563,Geld::N,pul,raha
564,Geschäft::N,ticarət,liike
565,Laden::N,dükan,puoti
566,Laden::N,dükan,kauppa
567,Preis::N,qiymət,hinta
568,Ware::N,mal,tavara
569,Nutzen::N,fayda,hyöty
570,Reichtum::N,zənginlik,rikkaus
571,Welt::N,aləm,maailma
572,Welt::N,dünya,maailma
573,Land::N,ölkə,maa
574,Staat::N,dövlət,valtio
575,König::N,kral,kuningas
576,König::N,məlik,kuningas
577,Macht::N,qüdrət,mahti
578,Grenze::N,hüdud,raja
579,Grenze::N,sərhət,raja
580,Krieg::N,hərb,sota
581,Krieg::N,müharibə,sota
582,Feind::N,düşmən,vihollinen
583,Gewalt::N,cəbr,väkivalta
584,Kampf::N,savaş,taistelu
585,Bogen[Waffe]::N,yay,jousi
586,Pfeil::N,ox,nuoli
587,Gewehr::N,tüfəng,kivääri
588,Fehler::N,xəta,vika
589,Fehler::N,xəta,virhe
590,Lüge::N,yalan,valhe
591,Schaden::N,ziyan,vaurio
592,Schaden::N,ziyan,vahinko
593,Unglück::N,bəla,vahinko
594,Unglück::N,bəla,onnettomuus
595,Schuld::N,təqsir,syy
596,Alter::N,yaş,ikä
597,Schluss::N,son,loppu
598,Zeit::N,vaxt,aika
599,Zeit::N,zaman,aika
600,Tag::N,gün,päivä
601,Morgen::N,sabah,aamu
602,Morgen::N,sabah,huomen
603,Mittag::N,günorta,keskipäivä
604,Abend::N,axşam,ilta
605,Nacht::N,gecə,yö
606,Woche::N,həftə,viikko
607,Monat::N,ay,kuukausi
608,Jahr::N,il,vuosi
609,Frühling::N,yaz,kevät
610,Frühling::N,bahar,kevät
611,Sommer::N,yay,kesä
612,Herbst::N,payız,syksy
613,Winter::N,qış,talvi
614,Januar::N,Janvar,tammikuu
615,Februar::N,Fevral,helmikuu
616,März::N,Mart,maaliskuu
617,April::N,Aprel,huhtikuu
618,Mai::N,May,toukokuu
619,Juni::N,İyun,kesäkuu
620,Juli::N,İyul,heinäkuu
621,August::N,Avqust,elokuu
622,September::N,Sentyabr,syyskuu
623,Oktober::N,Oktyabr,lokakuu
624,November::N,Noyabr,marraskuu
625,Dezember::N,Dekabr,joulukuu
626,Montag::N,bazar ertəsi,maanantai
627,Dienstag::N,çərşənbə axşamı,tiistai
628,Mittwoch::N,çərşənbə,keskiviikko
629,Donnerstag::N,cüme axşamı,torstai
630,Freitag::N,cüme,perjantai
631,Samstag::N,şənbə,lauantai
632,Sonntag::N,bazar,sunnuntai
633,groß::A,böyük,iso
634,groß::A,böyük,suuri
635,klein::A,kiçik,pieni
636,lang::A,uzun,pitkä
637,kurz::A,qısa,lyhyt
638,breit::A,enli,leveä
639,breit::A,geniş,leveä
640,schmal::A,dar,kapea
641,dicht::A,sıx,taaja
642,dick[Gegenstand]::A,qalın,paksu
643,dünn::A,nazik,ohut
644,fein::A,incə,hieno
645,fest::A,bərk,luja
646,fest::A,möhkəm,luja
647,flach::A,düz,litteä
648,flach::A,düz,tasainen
649,glatt::A,hamar,sileä
650,glatt::A,hamar,siloinen
651,hart::A,sərt,kova
652,weich::A,yumşaq,pehmeä
653,rund::A,yuvarlaq,pyöreä
654,spitz::A,uclu,terävä
655,spitz::A,sivri,terävä
656,scharf::A,kəskin,terävä
657,stumpf::A,küt,tylsä
658,schwer::A,ağır,raskas
659,schwer::A,ağır,painava
660,schön::A,gözəl,kaunis
661,schön::A,gəşəng,kaunis
662,heiß::A,isti,kuuma
663,warm::A,ilıq,lämmin
664,kalt::A,soyuq,kylmä
665,kalt::A,soyuq,viluinen
666,kühl::A,sərin,viileä
667,frisch::A,təzə,tuore
668,feucht::A,nəm,kostea
669,nass::A,yaş,märkä
670,trocken::A,quru,kuiva
671,voll::A,dolu,täysi
672,leer::A,boş,tyhjä
673,offen::A,açıq,avonainen
674,geschlossen::A,qapalı,suljettu
675,sauber::A,təmiz,puhdas
676,schmutzig::A,kirli,likainen
677,roh::A,çiy,raaka
678,reif::A,yetişmiş,kypsä
679,lecker::A,dadlı,herkullinen
680,lecker::A,ləzzətli,herkullinen
681,süß::A,şirin,makea
682,bitter::A,acı,karvas
683,bitter::A,acı,kitkerä
684,sauer::A,turş,hapan
685,hell::A,aydın,kirkas
686,hell::A,aydın,valoisa
687,dunkel::A,qaranlıq,pimeä
688,schwarz::A,qara,musta
689,weiß::A,ağ,valkea
690,rot::A,qırmızı,punainen
691,gelb::A,sarı,keltainen
692,blau::A,göy,sininen
693,blau::A,mavi,sininen
694,grün::A,yaşıl,vihreä
695,grau::A,boz,harmaa
696,bunt::A,əlvan,kirjava
697,bunt::A,rəngli,kirjava
698,billig::A,ucuz,halpa
699,billig::A,ucuz,huokea
700,teuer::A,bahalı,kallis
701,wertvoll::A,qiymətli,arvokas
702,blind::A,kor,sokea
703,taub::A,kar,kuuro
704,kräftig::A,güclü,väkevä
705,kräftig::A,güclü,voimakas
706,stark::A,qüvvətli,vahva
707,schwach::A,zəif,heikko
708,schwach::A,gücsüz,heikko
709,fett::A,şişman,lihava
710,schlank::A,zərif,hoikka
711,schlank::A,zərif,solakka
712,hübsch::A,göyçək,soma
713,hübsch::A,göyçək,sievä
714,böse::A,fəna,paha
715,böse::A,fəna,häijy
716,dumm::A,axmaq,tyhmä
717,dumm::A,axmaq,typerä
718,faul::A,tənbəl,laiska
719,fleißig::A,çalışqan,ahkera
720,geizig::A,xəsis,saita
721,klug::A,ağıllı,älykäs
722,geschickt::A,bacarıqlı,taitava
723,lieb::A,əziz,rakas
724,lieb::A,sevimli,rakas
725,lustig::A,məzəli,hauska
726,lustig::A,məzəli,iloinen
727,lustig::A,gülməli,hauska
728,lustig::A,gülməli,iloinen
729,sanft::A,mülayim,lauha
730,sanft::A,mülayim,lempeä
731,hungrig::A,ac,nälkäinen
732,krank::A,xəstə,sairas
733,nackt::A,çılpaq,alaston
734,traurig::A,qəmgin,surullinen
735,traurig::A,qəmgin,murheellinen
736,traurig::A,kədərli,surullinen
737,traurig::A,kədərli,murheellinen
738,lebendig::A,canlı,elävä
739,gut::A,yaxşı,hyvä
740,schlecht::A,pis,paha
741,schlecht::A,pis,huono
742,richtig::A,doğru,oikea
743,schlimm::A,fəna,paha
744,wahr::A,gərçək,tosi
745,alt::A,əski,vanha
746,alt::A,köhnə,vanha
747,neu::A,yeni,uusi
748,ehemalig::A,əvvəlki,entinen
749,ehemalig::A,əvvəlki,muinainen
750,alt[Lebewesen]::A,qoca,vanha
751,jung::A,gənc,nuori
752,arm::A,kasıb,köyhä
753,arm::A,yoxsul,köyhä
754,reich::A,zəngin,rikas
755,bekannt::A,tanış,tuttu
756,bekannt::A,tanış,tunnettu
757,berühmt::A,məşhur,kuuluisa
758,fremd::A,yad,vieras
759,verschieden::A,dürlü,eri
760,verschieden::A,dürlü,erilainen
761,nah::A,yaxın,läheinen
762,fern::A,uzaq,etäinen
763,linker::A,sol,vasen
764,rechter::A,sağ,oikea
765,anderer::A,başqa,muu
766,anderer::A,başqa,toinen
767,erster::A,birinci,ensimmäinen
768,zweiter::A,ikinci,toinen
769,dritter::A,üçüncü,kolmas
770,letzter::A,sonuncu,viimeinen
771,letzter::A,axırıncı,viimeinen
772,allein::ADV,tək,yksin
773,allein::ADV,yalqız,yksin
774,auf einmal::ADV,birdən,yhdellä kertaa
775,zusammen::ADV,birlikdə,yhdessä
776,lange::ADV,uzun,kauan
777,lange::ADV,uzun,pitkään
778,plötzlich::ADV,qəfildən,äkkiä
779,sofort::ADV,həmən,heti
780,sofort::ADV,dərhal,heti
781,später::ADV,sonra,myöhemmin
782,jetzt::ADV,indi,nyt
783,heute::ADV,bugün,tänään
784,morgen::ADV,sabah,huomenna
785,bald::ADV,yaxında,pian
786,bald::ADV,tezliklə,pian
787,dann::ADV,onda,sitten
788,gestern::ADV,dünən,eilen
789,einst::ADV,əvvəllər,aikanaan
790,damals::ADV,o vaxt,silloin
791,damals::ADV,o vaxt,siihen aikaan
792,danach::ADV,sonra,sen jälkeen
793,vorher::ADV,qabaqcadan,ennen
794,zuerst::ADV,əvvəl,ensin
795,zuerst::ADV,əvvəl,ensiksi
796,einmal::ADV,bir dəfə,kerran
797,manchmal::ADV,hərdənbir,joskus
798,oft::ADV,tez-tez,usein
799,oft::ADV,çox vaxt,usein
800,immer::ADV,daimi,aina
801,immer::ADV,həmişə,aina
