,Concept_ID,hy,sv
70,Mond::N,լուսին,måne
71,Stern::N,աստղ,stjärna
72,Luft::N,օդ,luft
73,Wind::N,քամի,vind
74,Welle::N,ալիք,våg
75,Welle::N,ալիք,bölja
76,Wasser::N,ջուր,vatten
77,Stein::N,քար,sten
78,Boden::N,գետին,mark
79,Erde::N,հող,jord
80,Staub::N,փոշի,damm
81,Rauch::N,ծուխ,rök
82,Funke::N,կայծ,gnista
83,Feuer::N,կրակ,eld
84,Feuer::N,հրդեհ,eld
85,Licht::N,լույս,ljus
86,Schatten::N,ստվեր,skugga
87,Wetter::N,եղանակ,väder
88,Nebel::N,մեգ,dimma
89,Nebel::N,մեգ,töcken
90,Nebel::N,մառախուղ,dimma
91,Nebel::N,մառախուղ,töcken
92,Wolke::N,ամպ,sky
93,Wolke::N,ամպ,moln
94,Regen::N,անձրև,regn
95,Schnee::N,ձյուն,snö
96,Eis::N,սառույց,is
97,Frost::N,սառնամանիք,frost
98,Kälte::N,դող,köld
99,Hitze::N,շոգ,hetta
100,Raureif::N,ցօղեղեամ,rimfrost
101,Regenbogen::N,ծիածան,regnbåge
102,Donner::N,որոտ,åska
103,Donner::N,որոտ,dunder
104,Strömung::N,հոսանք,strömning
105,Tropfen::N,կաթիլ,dropper
106,Schaum::N,փրփուր,skum
107,Schmutz::N,կեղտ,lort
108,Schmutz::N,կեղտ,smuts
109,See::N,լիճ,sjö
110,Sumpf::N,ճահիճ,träsk
111,Moor::N,ճահիճ,myr
112,Moor::N,ճահիճ,mosse
113,Wiese::N,մարգագետին,äng
114,Wald::N,անտառ,skog
115,Hügel::N,բլուր,höjd
116,Hügel::N,բլուր,kulle
117,Anhöhe::N,բարձունք,höjd
118,Anhöhe::N,բարձունք,backe
119,Berg::N,լեռ,berg
120,Berg::N,լեռ,fjäll
121,Gipfel::N,գագաթ,topp
122,Gipfel::N,կատար,topp
123,Höhle::N,քարայր,håla
124,Höhle::N,քարայր,grotta
125,Abhang::N,լանջ,slänt
126,Abhang::N,լանջ,sluttning
127,Abhang::N,զառիվայր,slänt
128,Abhang::N,զառիվայր,sluttning
129,Quelle::N,աղբյուր,källa
130,Bach::N,վտակ,bäck
131,Fluss::N,գետ,älv
132,Fluss::N,գետ,flod
133,Ufer::N,ծովափ,strand
134,Küste::N,ափ,kust
135,Küste::N,ծովափ,kust
136,Festland::N,ցամաք,fastland
137,Meer::N,ծով,hav
138,Bucht::N,հաչիւն,vik
139,Bucht::N,հաչիւն,bukt
140,Insel::N,վղզի,ö
141,Blume::N,ծաղիկ,blomma
142,Blume::N,ծաղիկ,blomster
143,Gras::N,խոտ,gräs
144,Wurzel::N,արմատ,rot
145,Baum::N,ծառ,träd
146,Stamm::N,իրան,stam
147,Rinde::N,կեղեւ,bark
148,Rinde::N,հաչոց,bark
149,Ast::N,ճյուղ,gren
150,Zweig::N,ճյուղ,kvist
151,Blatt::N,տերեւ,löv
152,Blatt::N,տերեւ,blad
153,Birke::N,ցարասի,björk
154,Kiefer[Baum]::N,սոճի,tall
155,Weide[Baum]::N,ուռենի,pil
156,Weide[Baum]::N,ուռենի,vide
157,Tanne::N,եղեւին,gran
158,Feder::N,փետուր,fjäder
159,Fell::N,մորթի,fäll
160,Fell::N,մորթի,skinn
161,Flügel::N,թեւ,vinge
162,Klaue::N,չանչ,klöv
163,Kralle::N,ճանկ,klo
164,Schwanz::N,պոչ,svans
165,Schwanz::N,պոչ,stjärt
166,Ei::N,ձու,ägg
167,Nest::N,բույն,rede
168,Nest::N,բույն,näste
169,Bau::N,որջ,bo
170,Bau::N,բայոց,bo
171,Tier::N,կենդանի,djur
172,Herde::N,հոտ,flock
173,Kuh::N,կով,ko
174,Bulle::N,ցուլ,tjur
175,Pferd::N,ձի,häst
176,Schaf::N,ոչխար,får
177,Schwein::N,խոզ,svin
178,Hund::N,շուն,hund
179,Katze::N,կատու,katt
180,Bär::N,արջ,björn
181,Eichhörnchen::N,սկյուռ,ekorre
182,Elch::N,հիւսիսային եղջերու,älg
183,Fuchs::N,աղվես,räv
184,Hase::N,նապաստակ,hare
185,Maus::N,մուկ,mus
186,Wolf::N,գայլ,varg
187,Vogel::N,թռչուն,fågel
188,Schwarm::N,երամ,svärm
189,Huhn::N,հավ,höns
190,Hahn::N,աքաղաղ,tupp
191,Gans::N,սագ,gås
192,Adler::N,արծիվ,örn
193,Ente::N,բադ,anka
194,Eule::N,բու,uggla
195,Kranich::N,կռունկ,trana
196,Krähe::N,ագռավ,kråka
197,Kuckuck::N,կուկու,gök
198,Schwan::N,կարապ,svan
199,Fisch::N,ձուկ,fisk
200,Barsch::N,պերկես,abborre
201,Hecht::N,գայլաձուկ,gädda
202,Schlange[Tier]::N,օձ,orm
203,Wurm::N,որդ,mask
204,Wurm::N,ճիճու,mask
205,Spinne::N,սարդ,spindel
206,Ameise::N,միջյուն,myra
207,Laus::N,ոջիլ,lus
208,Mücke::N,մժղուկ,mygga
209,Fliege::N,ճանճ,fluga
210,Schmetterling::N,թիթեռ,fjäril
211,Beere::N,հատապտուղ,bär
212,Apfel::N,խնձոր,äpple
213,Pilz::N,սունկ,svamp
214,Zwiebel::N,սոխ,lök
215,Saat::N,սերմ,sådd
216,Korn::N,հատիկ,korn
217,Heu::N,խոտ,hö
218,Schale::N,կեղեւ,skal
219,Grube::N,փոս,grop
220,Falle::N,ծուղակ,fälla
221,Schlinge::N,խեղդան,snara
222,Spur::N,հետք,spår
223,Asche::N,մոխիր,aska
224,Dreck::N,աղտ,lort
225,Eisen::N,երկաթ,järn
226,Gold::N,ոսկի,guld
227,Silber::N,արծաթ,silver
228,Kohle::N,քարածուխ,kol
229,Glas::N,ապակի,glas
230,Lehm::N,կավ,lera
231,Sand::N,ավազ,sand
232,Mensch::N,մարդ,människa
233,Mann::N,մարդ,man
234,Mann::N,տղամարդ,man
235,Frau::N,կին,kvinna
236,Kind::N,զավակ,barn
237,Junge::N,տղա,pojke
238,Mädchen::N,աղջիկ,flicka
239,Familie::N,ընտանիք,familj
240,Großvater::N,պապ,morfar
241,Großmutter::N,տատ,farmor
242,Eltern::N,ծնողներ,föräldrar
243,Vater::N,հայր,far
244,Mutter::N,մայր,mor
245,Sohn::N,որդի,son
246,Tochter::N,աղջիկ,dotter
247,Tochter::N,դուստր,dotter
248,Bruder::N,եղբայր,bror
249,Schwester::N,քույր,syster
250,Onkel::N,քեռի,morbror
251,Onkel::N,հորեղբայր,morbror
252,Tante::N,մորաքույր,tant
253,Ehemann::N,մարդ,äkta man
254,Ehemann::N,ամուսին,äkta man
255,Ehefrau::N,կին ամուսին,hustru
256,Freude::N,ուրախություն,fröjd
257,Freude::N,ուրախություն,glädje
258,Gelächter::N,ծիծաղ,åtlöje
259,Glück::N,երջանկություն,lycka
260,Kummer::N,վիշտ,sorg
261,Wunsch::N,ցանկություն,önskan
262,Lust::N,փափագ,lust
263,Lust::N,իղձ,lust
264,Geist::N,ոգի,ande
265,Gedanke::N,միտք,tanke
266,Gedächtnis::N,հիշողություն,minne
267,Verstand::N,խելք,förstånd
268,Sinn::N,իմաստ,mening
269,Sinn::N,իմաստ,betydelse
270,Grund::N,պատճառ,skäl
271,Grund::N,պատճառ,grund
272,Wahrheit::N,ճշմարտություն,sanning
273,Gespräch::N,զրույց,samtal
274,Märchen::N,պայիկի պատմություն,saga
275,Erzählung::N,պատմվածք,berättelse
276,Erzählung::N,պատմություն,berättelse
277,Nachricht::N,հաղորդագրություն,meddelande
278,Neuigkeit::N,լուր,nyhet
279,Neuigkeit::N,նորություն,nyhet
280,Name::N,անուն,namn
281,Rätsel::N,բարդ խնդիր,gåta
282,Rede::N,ճառ,tal
283,Rede::N,ելույթ,tal
284,Sprache::N,լեզու,språk
285,Stimme::N,ձայն,stämma
286,Wort::N,բառ,ord
287,Zeichen::N,նշան,tecken
288,Ruf::N,կոչ,rop
289,Ruf::N,կանչ,rop
290,Lärm::N,աղմուկ,bråk
291,Lärm::N,աղմուկ,oväsen
292,Laut::N,հնչյուն,ljud
293,Laut::N,ձայն,ljud
294,Ton::N,տոն,ton
295,Lied::N,երգ,sång
296,Ruhe::N,անդորրություն,ro
297,Ruhe::N,անդորրություն,lugn
298,Leute::N,մարդիկ,folk
299,Volk::N,ազգ,folk
300,Arbeit::N,գործ,arbete
301,Arbeit::N,աշխատանք,arbete
302,Gast::N,հյուր,gäst
303,Geschenk::N,նվեր,gåva
304,Geschenk::N,նվեր,present
305,Spiel::N,խաղ,lek
306,Spiel::N,խաղ,spel
307,Gesellschaft::N,ընկերություն,sällskap
308,Hilfe::N,օգնությթուն,hjälp
309,Freund::N,ընկեր,vän
310,Freund::N,բարեկամ,vän
311,Kamerad::N,ուղեկից,kamrat
312,Angelegenheit::N,բան,ärende
313,Angelegenheit::N,բան,angelägenhet
314,Angelegenheit::N,գործ,ärende
315,Angelegenheit::N,գործ,angelägenhet
316,Anzahl::N,քանակ,antal
317,Anzahl::N,գումար,antal
318,Art::N,տեսակ,art
319,Art::N,տեսակ,slag
320,Stück::N,կտոր,stycke
321,Teil::N,մաս,del
322,Hälfte::N,կես,halva
323,Kreis::N,շիջանակ,krets
324,Kreis::N,շիջանակ,cirkel
325,Kreuz::N,խաչ,kors
326,Kreuz::N,խաչ,kryss
327,Linie::N,գիծ,linje
328,Strich::N,գիծ,streck
329,Abstand::N,անջրպետ,avstånd
330,Entfernung::N,հեռավորություն,avstånd
331,Gegend::N,շրջան,trakt
332,Platz::N,տարածություն,plats
333,Ort::N,տեղ,plats
334,Ort::N,տեղ,ställe
335,Ort::N,վայր,plats
336,Ort::N,վայր,ställe
337,Seite::N,կողմ,sida
338,Mitte::N,մեջտեղ,mitt
339,Gegenstand::N,առարկա,föremål
340,Sache::N,բան,sak
341,Rand::N,վերջք,rand
342,Kante::N,եզր,kant
343,Ecke::N,անկյուն,vrå
344,Ecke::N,անկյուն,hörn
345,Spitze::N,ծայր,spets
346,Ende::N,ծայր,ända
347,Loch::N,անցք,hål
348,Winkel::N,անկյուն,vinkel
349,Muster::N,օրինակ,mönster
350,Größe::N,մեծություն,storlek
351,Länge::N,երկարություն,längd
352,Höhe::N,բարձրություն,höjd
353,Gewicht::N,կշիռ,tyngd
354,Menge::N,քանակ,mängd
355,Haufen::N,դեզ,hög
356,Haufen::N,կույտ,hög
357,Reihe::N,շարք,rad
358,Reihe::N,կարգ,rad
359,Boot::N,նավակ,båt
360,Ruder::N,թի,åra
361,Ruder::N,թիակ,åra
362,Schlitten::N,բալխիր,släde
363,Ski::N,դահուկ,skida
364,Lagerfeuer::N,բացօդեայ կրակ,lägereld
365,Last::N,բեռ,last
366,Last::N,բեռ,börda
367,Gang::N,զբոսանք,gång
368,Schritt::N,քայլ,steg
369,Norden::N,հյուսիս,norr
370,Süden::N,հարավ,söder
371,Westen::N,արեւմուտք,väster
372,Osten::N,արեւելք,öster
373,Holz::N,փայտ,trä
374,Brett::N,տախտակ,bräda
375,Platte::N,թիթեղ,platta
376,Stütze::N,նեցուկ,stöd
377,Stütze::N,նեցուկ,stötta
378,Stange::N,ձող,stång
379,Stock::N,փայտ,käpp
380,Stock::N,փայտ,pinne
381,Stab::N,ցուպ,stav
382,Stab::N,գավազան,stav
383,Rohr::N,խողովակ,rör
384,Haus::N,տուն,hus
385,Heim::N,տուն,hem
386,Ofen::N,վառարան,ugn
387,Fußboden::N,հատակ,golv
388,Tisch::N,սեղան,bord
389,Stuhl::N,աթոռ,stol
390,Wiege::N,օրորոց,vagga
391,Bett::N,անկողին,säng
392,Regal::N,դարակ,hylla
393,Kiste::N,տուփ,låda
394,Fenster::N,պատուհան,fönster
395,Tür::N,դուռ,dörr
396,Tor::N,դարպաս,port
397,Zaun::N,ցանկապատ,staket
398,Zaun::N,ցանկապատ,stängsel
399,Dach::N,տանիք,tak
400,Dach::N,կտուր,tak
401,Leiter::N,սանդուղք,stege
402,Besen::N,ավել,kvast
403,Spaten::N,բահ,spade
404,Schaufel::N,թի,skovel
405,Schaufel::N,թի,skyffel
406,Gabel::N,պատառաքաղ,gaffel
407,Löffel::N,գդալ,sked
408,Messer::N,դանակ,kniv
409,Nagel::N,մեխ,spik
410,Netz::N,ցանց,nät
411,Haken::N,կարթ,krok
412,Griff::N,կոթ,tag
413,Griff::N,կոթ,handtag
414,Griff::N,բռնակ,tag
415,Griff::N,բռնակ,handtag
416,Schloss::N,կողպեք,las
417,Bild::N,նկար,bild
418,Bild::N,պատկեր,bild
419,Figur::N,քանդակ,figur
420,Figur::N,պատկեր,figur
421,Puppe::N,տիկնիկ,docka
422,Beutel::N,տոպրակ,påse
423,Bündel::N,կապոց,bunt
424,Bündel::N,կապոց,knippa
425,Tasche::N,պայուսակ,väska
426,Eimer::N,դույլ,hink
427,Eimer::N,դույլ,ämbar
428,Deckel::N,կափարիչ,lock
429,Geschirr::N,ամանեղեն,servis
430,Geschirr::N,ամանեղեն,porslin
431,Sack::N,պարկ,säck
432,Sack::N,տոպրակ,säck
433,Tasse::N,թաս,kopp
434,Tasse::N,գավաթ,kopp
435,Topf::N,անոթ,gryta
436,Topf::N,անոթ,kastrull
437,Kessel::N,կաթսա,kittel
438,Essen::N,կերակուր,mål
439,Nahrung::N,ուտելիք,näring
440,Speise::N,խորտիկ,maträtt
441,Speise::N,կերակուր,maträtt
442,Fleisch::N,միս,kött
443,Getreide::N,հացահատիկ,säd
444,Getreide::N,հացահատիկ,spannmål
445,Brei::N,լանդակ,gröt
446,Brot::N,հաց,bröd
447,Scheibe::N,կտոր,skiva
448,Scheibe::N,պատառ,skiva
449,Fett::N,ճարպ,fett
450,Butter::N,կարագ,smör
451,Öl::N,ձեթ,olja
452,Salz::N,աղ,salt
453,Suppe::N,սուպ,soppa
454,Suppe::N,ապուր,soppa
455,Honig::N,մեղր,honung
456,Milch::N,կաթ,mjölk
457,Tee::N,թեյ,te
458,Leder::N,կաշի,läder
459,Wolle::N,բուրդ,ull
460,Wolle::N,բուրդ,ylle
461,Stoff::N,գործվածք,tyg
462,Stoff::N,գործվածք,stoff
463,Nadel::N,ասեղ,nål
464,Faden::N,թել,tråd
465,Knopf::N,կոճակ,knapp
466,Knoten::N,հանգույց,knut
467,Farbe::N,ներկ,färg
468,Kleidung::N,հագուստ,klädsel
469,Hemd::N,վերնաշապիկ,skjorta
470,Kragen::N,օձիք,krage
471,Ärmel::N,թեւք,ärm
472,Hose::N,շալվար,byxor
473,Gürtel::N,գոտի,bälte
474,Mütze::N,կեպի,mössa
475,Schuh::N,կոշիկ,sko
476,Stiefel::N,երկարաճիթ կոշիկ,stövel
477,Ring::N,զնգալ,ring
478,Band::N,ժապավեն,band
479,Kamm::N,սանր,kam
480,Spiegel::N,հայելի,spegel
481,Riemen::N,փոկ,rem
482,Schnur::N,լար,snöre
483,Leine::N,փոկ,lina
484,Decke::N,վերմակ,täcke
485,Kissen::N,բարձ,dyna
486,Kissen::N,բարձ,kudde
487,Tuch::N,թաշկինակ,sjal
488,Handtuch::N,սրբիչ,handduk
489,Kraft::N,ուժ,kraft
490,Stärke::N,պնդություն,styrka
491,Stärke::N,ամրություն,styrka
492,Gesundheit::N,առողջություն,hälsa
493,Krankheit::N,ախտ,sjukdom
494,Krankheit::N,հիվանդություն,sjukdom
495,Schmerz::N,ցավ,smärta
496,Schmerz::N,տանջանք,smärta
497,Wunde::N,վերք,sår
498,Fieber::N,տենդ,feber
499,Arznei::N,դեղ,medicin
500,Arznei::N,դեղ,läkemedel
501,Brücke::N,կամուրջ,bro
502,Brunnen::N,հոր,brunn
503,Brunnen::N,ջրհոր,brunn
504,Weide::N,արոտավայր,bete
505,Pfad::N,արահետ,stig
506,Weg::N,ուղի,väg
507,Straße::N,ճանապարհ,gata
508,Dorf::N,գյուղ,by
509,Stadt::N,քաղաք,stad
510,Brief::N,նամակ,brev
511,Buch::N,գիրք,bok
512,Buchstabe::N,տառ,bokstav
513,Buchstabe::N,գիր,bokstav
514,Zeitung::N,լրագիր,tidning
515,Leben::N,կյանք,liv
516,Tod::N,մահ,död
517,Grab::N,գերեզման,grav
518,Kirche::N,եկեղեցի,kyrka
519,Sünde::N,մեղք,synd
520,Gott::N,աստված,gud
521,Arbeiter::N,բանվոր,arbetare
522,Arbeiter::N,աշխատող,arbetare
523,Chef::N,տեր,chef
524,Meister::N,վարպետ,mästare
525,Arzt::N,բժիշկ,läkare
526,Lehrer::N,ուսուցիչ,lärare
527,Geld::N,փող,pengar
528,Geschäft::N,գործ,rörelse
529,Geschäft::N,աշխատանք,rörelse
530,Laden::N,կրպակ,affär
531,Laden::N,խանութ,affär
532,Preis::N,գին,pris
533,Ware::N,ապրանք,vara
534,Nutzen::N,օգուտ,gagn
535,Nutzen::N,օգուտ,nytta
536,Reichtum::N,հարստություն,rikedom
537,Welt::N,աշխարհ,värld
538,Land::N,երկիր,land
539,Staat::N,պետություն,stat
540,König::N,արքա,kung
541,König::N,արքա,konung
542,König::N,թագավոր,kung
543,König::N,թագավոր,konung
544,Macht::N,իշխանություն,makt
545,Grenze::N,սահման,gräns
546,Krieg::N,պատերազմ,krig
547,Feind::N,թշնամի,fiende
548,Gewalt::N,բռնություն,våld
549,Gewalt::N,սաստկություն,våld
550,Kampf::N,մարտ,kamp
551,Kampf::N,մարտ,strid
552,Bogen[Waffe]::N,աղեղ,båge
553,Pfeil::N,նետ,pil
554,Gewehr::N,հրացան,gevär
555,Fehler::N,սխալ,fel
556,Lüge::N,սուտ,lögn
557,Schaden::N,վնաս,skada
558,Unglück::N,դժբախտություն,otur
559,Unglück::N,դժբախտություն,olycka
560,Schuld::N,պակասություն,skuld
561,Alter::N,հասակ,ålder
562,Schluss::N,վերջ,slut
563,Schluss::N,վախճան,slut
564,Zeit::N,ժամանակ,tid
565,Tag::N,օր,dag
566,Morgen::N,առավոտ,morgon
567,Mittag::N,կեսօր,middag
568,Abend::N,երեկո,kväll
569,Nacht::N,գիշեր,natt
570,Woche::N,շաբաթ,vecka
571,Monat::N,ամիս,månad
572,Jahr::N,տարի,år
573,Frühling::N,գարուն,vår
574,Sommer::N,ամառ,sommar
575,Herbst::N,աշուն,höst
576,Winter::N,ձմեռ,vinter
577,Januar::N,հունվար,januari
578,Februar::N,փետրվար,februari
579,März::N,մարտ,mars
580,April::N,ապրիլ,april
581,Mai::N,մայիս,maj
582,Juni::N,հունիս,juni
583,Juli::N,հուլիս,juli
584,August::N,օգոստոս,augusti
585,September::N,սեպտեմբեր,september
586,Oktober::N,հոկտեմբեր,oktober
587,November::N,նոյեմբեր,november
588,Dezember::N,դեկտեմբեր,december
589,Montag::N,երկուշաբթի,måndag
590,Dienstag::N,երեքշաբթի,tisdag
591,Mittwoch::N,չորեքշաբթի,onsdag
592,Donnerstag::N,հինգշաբթի,torsdag
593,Freitag::N,ուրբաթ,fredag
594,Samstag::N,շաբաթ,lördag
595,Sonntag::N,կիրակի,söndag
596,groß::A,մեծ,stor
597,groß::A,խոշոր,stor
598,klein::A,պստիկ,liten
599,klein::A,փոքրիկ,liten
600,lang::A,երկար,lång
601,kurz::A,կարճ,kort
602,breit::A,լայն,bred
603,schmal::A,նեղ,smal
604,dicht::A,խիտ,tät
605,dick[Gegenstand]::A,հաստ,tjock
606,dünn::A,բարակ,tunn
607,fein::A,նուրբ,fin
608,fest::A,ամուր,fast
609,fest::A,պինդ,fast
610,flach::A,տափակ,platt
611,glatt::A,հարթ,glatt
612,hart::A,կարծր,hård
613,weich::A,մեղմ,mjuk
614,weich::A,փափուկ,mjuk
615,rund::A,կլոր,rund
616,spitz::A,սրածայր,toppig
617,spitz::A,սրածայր,spetsig
618,scharf::A,սուր,vass
619,scharf::A,սուր,skarp
620,stumpf::A,գուլ,slö
621,schwer::A,ծանր,tung
622,schön::A,սիրուն,skön
623,schön::A,սիրուն,vacker
624,schön::A,գեղեցիկ,skön
625,schön::A,գեղեցիկ,vacker
626,heiß::A,թեժ,het
627,warm::A,տաք,varm
628,warm::A,ջերմ,varm
629,kalt::A,ցուրտ,kall
630,kühl::A,զով,sval
631,kühl::A,զով,kylig
632,frisch::A,թարմ,färsk
633,feucht::A,ղոնավ,fuktig
634,nass::A,թաց,våt
635,trocken::A,ցամաք,torr
636,voll::A,լի,full
637,voll::A,լիքը,full
638,leer::A,դատարկ,tom
639,offen::A,բաց,öppen
640,geschlossen::A,գոց,stängd
641,sauber::A,մաքուր,ren
642,schmutzig::A,կեղտոտ,snuskig
643,roh::A,հում,rå
644,reif::A,հասած,mogen
645,reif::A,հասուն,mogen
646,lecker::A,համեղ,läcker
647,süß::A,անուշ,söt
648,bitter::A,կծու,besk
649,bitter::A,կծու,bitter
650,sauer::A,թթու,sur
651,sauer::A,թթված,sur
652,hell::A,պայծառ,ljus
653,hell::A,խելամիտ,ljus
654,dunkel::A,մութ,mörk
655,schwarz::A,սեւ,svart
656,weiß::A,սպիտակ,vit
657,rot::A,կարմիր,röd
658,gelb::A,դեղին,gul
659,blau::A,կապույտ,blå
660,grün::A,կանաչ,grön
661,grau::A,գորշ,grå
662,bunt::A,գոյնզգոյն,brokig
663,billig::A,էժան,billig
664,teuer::A,թանկ,dyr
665,wertvoll::A,թանկարժեք,värdefull
666,blind::A,կույր,blind
667,taub::A,խուլ,döv
668,kräftig::A,հզոր,kraftig
669,stark::A,ուժեղ,stark
670,schwach::A,տկար,svag
671,schwach::A,թույլ,svag
672,fett::A,գեր,fet
673,schlank::A,նիհար,slank
674,hübsch::A,գրավիչ,snygg
675,hübsch::A,գրավիչ,vacker
676,hübsch::A,սիրունիկ,snygg
677,hübsch::A,սիրունիկ,vacker
678,böse::A,չար,ond
679,böse::A,չար,elak
680,dumm::A,հիմար,dum
681,faul::A,ծույլ,lat
682,fleißig::A,ջանասեր,flitig
683,fleißig::A,փութաջան,flitig
684,geizig::A,ագահ,snål
685,geizig::A,ագահ,girig
686,geizig::A,կծծի,snål
687,geizig::A,կծծի,girig
688,klug::A,խելոք,klok
689,klug::A,ընդունակ,klok
690,geschickt::A,ճարտար,händig
691,geschickt::A,ճարտար,skicklig
692,lieb::A,սիրելի,kär
693,lieb::A,սիրելի,snäll
694,lustig::A,զվարթ,rolig
695,lustig::A,զվարթ,lustig
696,sanft::A,հեզ,mild
697,hungrig::A,քաղցած,hungrig
698,krank::A,հիվանդ,sjuk
699,nackt::A,մերկ,naken
700,traurig::A,տխուր,ledsen
701,traurig::A,տխուր,sorgsen
702,lebendig::A,կենդանի,levande
703,gut::A,լավ,bra
704,schlecht::A,վատ,dålig
705,richtig::A,ձիշտ,riktig
706,schlimm::A,լղրճուկ,illa
707,wahr::A,ճիշտ,sann
708,wahr::A,իրական,sann
709,alt::A,հին,gammal
710,neu::A,նոր,ny
711,ehemalig::A,նախկին,forn
712,ehemalig::A,նախկին,tidigare
713,alt[Lebewesen]::A,ծեր,gammal
714,alt[Lebewesen]::A,պառավ,gammal
715,jung::A,մատաղ,ung
716,arm::A,աղքատ,fattig
717,reich::A,հարուստ,rik
718,bekannt::A,ծանոթ,känd
719,berühmt::A,հայտնի,berömd
720,berühmt::A,հռչակավոր,berömd
721,fremd::A,օտար,främmande
722,verschieden::A,տարբեր,åtskillig
723,nah::A,մոտ,nära
724,nah::A,մերձ,nära
725,fern::A,հեռավոր,fjärran
726,linker::A,ձախ,vänster
727,rechter::A,աջ,höger
728,anderer::A,այլ,annan
729,anderer::A,ուրիշ,annan
730,erster::A,առաջին,första
731,zweiter::A,երկրորդ,andra
732,dritter::A,երրորդ,tredje
733,letzter::A,վերջին,sist
734,allein::ADV,միայնակ,allena
735,auf einmal::ADV,միասնաբար,på en gång
736,zusammen::ADV,միասին,tillsammans
737,zusammen::ADV,իրար հետ,tillsammans
738,lange::ADV,երկար ժամանակ,länge
739,plötzlich::ADV,հանկարծ,plötsligt
740,sofort::ADV,իսկույն,strax
741,sofort::ADV,իսկույն,genast
742,später::ADV,ավելի ուշ,senare
743,später::ADV,հետո,senare
744,jetzt::ADV,այժմ,nu
745,heute::ADV,այսօր,i dag
746,morgen::ADV,վաղը,i morgon
747,bald::ADV,շուտով,snart
748,dann::ADV,ապա,då
749,dann::ADV,հետո,då
750,gestern::ADV,երեկ,i går
751,einst::ADV,հին ատեն,en gång
752,damals::ADV,ատէնին,då
753,damals::ADV,ատէնին,den gången
754,danach::ADV,ապա,därefter
755,danach::ADV,այն ժամանակ,därefter
756,vorher::ADV,առաջ,före
757,vorher::ADV,առաջ,förut
758,zuerst::ADV,նախ,först
759,einmal::ADV,մի անգամ,en gång
760,manchmal::ADV,երբեմն,ibland
761,oft::ADV,հաճախ,ofta
762,immer::ADV,միշտ,alltid
763,niemals::ADV,երբեք,aldrig
764,hier::ADV,այստեղ,här
765,hierhin::ADV,այստեղ,hit
766,von hier::ADV,այդտեղից,härifrån
767,dort::ADV,այնտեղ,där
768,dorthin::ADV,այնտեղ,dit
769,geradeaus::ADV,ուղիղ,rätt fram
770,vorwärts::ADV,առաջ,fram
771,vorwärts::ADV,առաջ,framåt
772,rückwärts::ADV,դեպի ետ,baklänges
773,zurück::ADV,ետ,tillbaka
774,unten::ADV,ներքեւում,nere
775,unten::ADV,ներքեւում,nedanför
776,hinab::ADV,ներքեւ,ned
777,hinab::ADV,ներքեւ,nedåt
778,oben::ADV,վերեւում,ovan
