,Concept_ID,cs,bn
722,schon::ADV,už,ইতঃপুর্বে
723,schon::ADV,již,ইতঃপুর্বে
724,wieder::ADV,zase,আবার
725,vergebens::ADV,marně,বিফলে
726,vor::PRP,před,সম্মুখে
727,hinter::PRP,za,পশ্চাতে
728,unter::PRP,pod,নীচে
729,durch::PRP,skrz,দ্বারা
730,neben::PRP,vedle,কাছে
731,zwischen::PRP,mezi,মধ্যে
732,wegen::PRP,pro,জন্য
733,dies::PRN,toto,এটা
734,dies::PRN,tohle,এটা
735,das::PRN,to,ওটা
736,alles::PRN,všechno,সব
737,ich::PRN,já,আমি
738,du::PRN,ty,তুমি
739,er::PRN,on,উনি
740,wir::PRN,my,আমরা
741,ihr::PRN,vy,তোমরা
742,sie::PRN,oni,তারা
743,was::FPRN,co,কি
744,wer::FPRN,kdo,কে
745,wo::FADV,kde,কোথায়
746,wohin::FADV,kam,কোথায়
747,wie::FADV,jak,কেমন
748,warum::FADV,proč,কেন
749,wieviel::FNUM,kolik,কত
750,eins::NUM,jeden,অক
751,zwei::NUM,dva,দুই
752,drei::NUM,tři,তিন
753,vier::NUM,čtyři,চার
754,fünf::NUM,pět,পাঁচ
755,sechs::NUM,šest,ছয়
756,sieben::NUM,sedm,সাত
757,acht::NUM,osm,আট
758,neun::NUM,devět,নয়
759,zehn::NUM,deset,দশ
760,elf::NUM,jedenáct,এগারো
761,zwölf::NUM,dvanáct,দ্বাদশ
762,zwanzig::NUM,dvacet,বিশ
763,dreißig::NUM,třicet,ত্রিশ
764,vierzig::NUM,čtyřicet,চল্লিশ
765,fünfzig::NUM,padesát,পঞ্চাশ
766,sechzig::NUM,šedesát,ষাট
767,siebzig::NUM,sedmdesát,সত্তর
768,achtzig::NUM,osmdesát,আশি
769,neunzig::NUM,devadesát,নব্বুই
770,hundert::NUM,sto,শত
771,tausend::NUM,tisíc,হাজার
772,und::CNJ,a,আর
773,und::CNJ,a,এবং
774,oder::CNJ,nebo,বা
775,stehen::V,stát,দাঁড়ানো
776,sitzen::V,sedět,বসা
777,liegen::V,ležet,শোয়া
778,hängen::V,viset,ঝোলা
779,werden::V,stát se,হইয়া উঠা
780,passieren::V,stát se,ঘটা
781,beginnen::V,počít,আরম্ভ হওয়া
782,enden::V,končit,শেষ হওয়া
783,enden::V,skončit,শেষ হওয়া
784,wechseln::V,měnit se,রূপাস্তর করা
785,aufgehen[Sonne]::V,vyjít,উদিত হওয়া
786,untergehen[Sonne]::V,zapadnout,অস্ত যাওয়া
787,scheinen[Sonne]::V,svítit,আলো দেওয়া
788,donnern::V,hřmět,বজ্রধ্বনি করা
789,wehen::V,vát,প্রবাহিত হওয়া
790,wehen::V,vanout,প্রবাহিত হওয়া
791,strömen::V,proudit,প্রবাহিত হওয়া
792,fließen::V,téct,ছুটা
793,sich drehen::V,točit se,পাক খাওয়া
794,schwanken::V,kolísat,দোলা
795,schwanken::V,houpat se,দোলা
796,schwingen::V,kývat se,দোলা
797,fallen::V,padat,পড়া
798,brennen::V,hořet,সেঁকা
799,rauchen::V,kouřit,ধোঁয়া ছড়ান
800,regnen::V,pršet,বর্ষণ_করা
801,gefrieren::V,zamrznout,হিমায়িত হওয়া
802,tauen::V,tát,গলা
803,schmelzen::V,tavit,গলা
804,trocknen::V,schnout,শুষ্ক করা
805,sieden::V,vřít,ফোঁড়া
806,faulen::V,hnít,ক্ষয় হওয়া
807,verfaulen::V,shnít,ক্ষয় হওয়া 
808,reißen::V,roztrhat se,ছিঁড়া
809,versinken::V,topit se,ডুবা
810,versinken::V,ponořit se,ডুবা
811,vergehen::V,plynout,যাওয়া
812,erscheinen::V,objevit se,আসা
813,verschwinden::V,zmizet,অদৃশ্য হওয়া
814,sinken::V,klesat,হ্রাস হওয়া
815,abnehmen::V,ubýt,হ্রাস হওয়া
816,zunehmen::V,přibýt,বৃদ্ধি পাওয়া
817,steigen::V,stoupat,ওঠা
818,wachsen::V,růst,বড় হওয়া
819,glänzen::V,lesknout se,জ্বলা
820,funkeln::V,jiskřit se,জ্বল্জ্বল করা
821,lärmen::V,dělat hluk,
822,läuten::V,zvonit,রুসুঝুসু করা
823,klingeln::V,zvonit,বাজা
824,klirren::V,řinčet,টুংটাং-শব্দ করা
825,brausen::V,hučet,গর্জন করা
826,rauschen::V,šumět,মর্মরধ্বনি করা
827,klingen::V,znít,শব্দ করা
828,bellen::V,štěkat,ঘেউ ঘেউ করা
829,heulen::V,výt,গর্জন করা
830,blasen::V,foukat,ফুঁ দেওয়া
831,pfeifen::V,pískat,শিস্ দেওয়া
832,schreien::V,křičet,চিৎকার করা
833,stöhnen::V,sténat,গোঁ-গো করা
834,zittern::V,třást se,কাঁপা
835,leben::V,žít,বাঁচা
836,geboren werden::V,rodit se,জন্মানো
837,atmen::V,dýchat,শ্বাস ফেলা
838,trinken::V,pít,পান করা
839,essen::V,jíst,ভক্ষণ করা
840,schlucken::V,polykat,গেলা
841,müde werden::V,unavit se,পরিশ্রান্ত হওয়া
842,einschlafen::V,usnout,নিদ্রামগ্ন হওয়া
843,schlafen::V,spát,নিদ্রা যাওয়া
844,aufwachen::V,probudit se,জাগা
845,aufstehen::V,vstát,জাগা
846,sich erholen::V,zotavovat se,আরাম করা
847,krank werden::V,onemocnět,অসুস্থ হত্তয়া
848,krank sein::V,být nemocný,রূগ্ণ হত্তয়া
849,schmerzen::V,bolet,কন্কন করা
850,husten::V,kašlat,কাশা
851,genesen::V,uzdravit se,আরোগ্য হওয়া
852,sterben::V,umřít,মারা যাওয়া
853,umkommen::V,zahynout,মারা যাওয়া
854,sich bewegen::V,pohnout se,চলা
855,sich rühren::V,hnout se,নড়া
856,sich erheben::V,zdvihnout se,উদিত হওয়া
857,sich setzen::V,posadit se,বসা
858,hinfallen::V,upadnout,পড়া
859,laufen::V,běžet,হাঁটা
860,schreiten::V,kráčet,হাঁটা
861,spazierengehen::V,procházet se,পায়চারি করা
862,eilen::V,spěchat,ত্বরাম্বিত করা
863,sich beeilen::V,pospíšit si,ত্বরাম্বিত করা
864,sausen::V,fičet,ধেয়ে যাওয়া
865,rennen::V,pádit,চলা
866,springen::V,skákat,লাফানো
867,klettern::V,lézt,আরোহণ করা
868,klettern::V,šplhat,আরোহণ করা
869,schaukeln::V,houpat,দোলা
870,kriechen::V,lézt,হামাগুড়ি দেওয়া
871,kriechen::V,plazit se,হামাগুড়ি দেওয়া
872,schwimmen::V,plavat,সাঁতার কাটা
873,tauchen::V,nořit se,ডোবা
874,rudern::V,veslovat,দাঁড় টানা
875,fahren::V,jet,চালান
876,fahren::V,jezdit,চালান
877,fliegen::V,létat,ওড়া
878,gehen::V,jít,যাওয়া
879,weggehen::V,odejít,প্রস্থান করা
880,abfahren::V,odjet,প্রস্থান করা
881,anhalten::V,zastavit se,থামা
882,hineingehen::V,vcházet se,ঢোকা
883,eintreten::V,vstoupit,ঢোকা
884,kommen::V,přijít,আসা
885,ankommen::V,dojít,আসা
886,zurückkommen::V,vrátit se,ফিরা
887,bleiben::V,zůstat,থাকা
888,warten::V,čekat,অপেক্ষা করা
889,erwarten::V,čekat na,অপেক্ষা করা
890,suchen::V,hledat,খোঁজ করা
891,finden::V,najít,পাওয়া
892,versuchen::V,zkoušet,পরখ করা
893,vorbereiten::V,připravit,প্রস্তুত করা
894,lieben::V,milovat,ভালবাসা
895,mögen::V,mít rád,পছন্দ করা
896,lachen::V,smát se,হাসা
897,rühren::V,dojmout,হৃদয়ম্পর্শ করা
898,weinen::V,plakat,কাঁদা
899,schimpfen::V,nadávat,নালিশ করা
900,sich ärgern::V,pohoršit se,রাগ হত্তয়া
901,sich fürchten::V,bát se,ভয় করা
902,fürchten::V,bát se,ডরা
903,fliehen::V,utéct,পালানো
904,flüchten::V,prchnout,পালানো
905,sehen::V,vidět,দেখা
906,anschauen::V,podívat se na,দেখা
907,ansehen::V,sledovat,দেখা
908,hören::V,slyšet,শোনা
909,zuhören::V,poslouchat,শোনা
910,probieren::V,ochutnávat,পরখ করা
911,riechen::V,cítit,শুঁকা
912,fühlen::V,cítit,অনুভব করা
913,scheinen::V,zdát se,মনে হত্তয়া
914,zu sehen sein::V,moci být viděn,দেখা দেত্তয়া
915,vernehmen::V,uslyšet,শোনা
916,frieren::V,mrznout,শীত লাগা
917,tun::V,dělat,করা
918,können::V,moct,পারা
919,wollen::V,chtít,ইচ্ছা করা
920,anfangen::V,začít,আরম্ভ করা
921,beenden::V,ukončit,শেষ করা
922,aufhören::V,přestat,থামা
923,gelingen::V,podařit se,সিদ্ধিলাভ করা
924,geraten::V,dařit se,পরিণত হত্তয়া
925,öffnen::V,otevřít,খোলা
926,schließen::V,zavřít,বন্ধ করা
927,stellen::V,postavit,স্থাপন করা
928,setzen::V,posadit,স্থাপন করা
929,legen::V,klást,স্থাপন করা
930,legen::V,položit,স্থাপন করা
931,berühren::V,dotýkat se,স্পর্শ করা
932,verbinden::V,spojit,সংযুক্ত করা
933,bedecken::V,pokrýt,ঢাকা
934,aufhängen::V,oběsit,ঝুলানো
935,aufhängen::V,pověsit,ঝুলানো
936,anzünden::V,zapálit,জ্বালান
937,anzünden::V,podpálit,জ্বালান
938,aufheben::V,zvednout,কুড়াইয়া তোলা
939,aufheben::V,zdvihnout,কুড়াইয়া তোলা
940,zurücklassen::V,zanechat,পরিত্যাগ করা
941,verlieren::V,ztratit,হারান
942,fallen lassen::V,upustit,ফেলা
943,machen::V,udělat,গঠন করা
944,herstellen::V,vyrobit,সৃষ্টি করা
945,bauen::V,stavět,নির্মাণ করা
946,bauen::V,budovat,নির্মাণ করা
947,reparieren::V,opravit,মেরামত করা
948,verbessern::V,zlepšit,উন্নতিলাভ করা
949,ändern::V,změnit,পরিবর্তিত করা
950,graben::V,rýt,খনন করা
951,graben::V,kopat,খনন করা
952,beugen::V,ohnout,নোয়া
953,biegen::V,ohnout,নোয়া
954,drehen::V,točit,ঘোরান
955,wenden::V,obrátit,উলটাইয়া দেত্তয়া
956,umdrehen::V,obrátit,উলটানো
957,heben::V,zdvihnout,উত্তোলন করা
958,hochheben::V,zvednout,উঁচু করা
959,ergreifen::V,chopit se,দখল করা
960,halten::V,držet,ধরা
961,drücken::V,stisknout,টেপা
962,schieben::V,posouvat,ঠেলা
963,kratzen::V,škrábat,চাঁচা
964,lecken::V,lízat,চাটা
965,beißen::V,kousat,দংশন করা
966,abreißen::V,utrhat,বিচ্ছিন্ন করা
967,abreißen::V,odtrhat,বিচ্ছিন্ন করা
968,abschneiden::V,uřezat,বিচ্ছিন্ন করা
969,abschneiden::V,ukrojit,বিচ্ছিন্ন করা
970,binden::V,přivázat,বন্ধন করা
971,stecken::V,strčit,বিদ্ধ করা
972,brechen::V,lomit,ভাঙা
973,klopfen::V,ťukat,আঘাত করা
974,klopfen::V,klepat,আঘাত করা
975,hauen::V,bít,আঘাত করা
976,kleben::V,lepit,সাঁটা
977,reiben::V,třít,ঘষা
978,streichen::V,mazat,ছড়াইয়া
979,schleifen::V,brousit,ধার দেওয়া
980,schneiden::V,řezat,কাটা
981,schneiden::V,střihat,কাটা
982,rütteln::V,třást,নাড়ান
983,rütteln::V,otřást,নাড়ান
984,schütteln::V,třást,নড়া
985,schütteln::V,zatřást,নড়া
986,schwenken::V,mávat,দোলা
987,schütten::V,nasypat,বর্ষণ করা
988,füllen::V,naplnit,পরিপূর্ণ করা
989,einwickeln::V,zavinout,মুড়া
990,tragen::V,nést,বহন করা
991,schleppen::V,vléct,টানা
992,ziehen::V,tahat,টানা
993,ziehen::V,táhnout,টানা
994,aufbewahren::V,schovat,রাখা
995,werfen::V,házet,ছুড়া
996,fangen::V,chytat,লোফা
997,packen::V,uchvátit,ধরা
998,verstecken::V,schovat,গোপন করা
999,teilen::V,rozdělit,বিভক্ত করা
1000,schicken::V,posílat,প্রেরণ করা
1001,bringen::V,přinést,আনা
1002,hinzufügen::V,připojit,একত্র করা
1003,bekommen::V,dostat,পাওয়া
1004,erhalten::V,uchovat,পাওয়া
1005,nehmen::V,vzít,নেওয়া
1006,wählen::V,zvolit,বাছা
1007,auswählen::V,vybrat,বাছা
1008,bewahren::V,uchránit,বাঁচাইয়া রাখা
1009,behindern::V,překážet,বাধা দেওয়া
1010,verderben::V,zkazit,নষ্ট করা
1011,beschädigen::V,porušit,ক্ষতি করা
1012,beschädigen::V,poškodit,ক্ষতি করা
1013,zerbrechen::V,rozlámat,ভাঙ্গিয়া যাওয়া
1014,zerreißen::V,roztrhnout,ছিঁড়া
1015,zerstören::V,zničit,বিনাশ করা
1016,verbrennen::V,spálit,দহন করা
1017,geben::V,dát,দেওয়া
1018,reichen::V,podat,দেওয়া
1019,schenken::V,darovat,উপহার দেত্তয়া
1020,versprechen::V,slíbit,প্রতিশ্রুতি দেওয়া
1021,wünschen::V,přát,আকাঙ্ক্ষা করা
1022,loben::V,chválit,প্রশংসা করা
1023,küssen::V,líbat,চুম্বন করা
1024,wiegen::V,chovat,দুলানো
1025,wiegen::V,kolébat,দুলানো
1026,zudecken::V,přikrýt,ঢাকা
1027,zudecken::V,přiklopit,ঢাকা
1028,wecken::V,vzbudit,জাগানো
1029,zeigen::V,ukázat,দেখানো
1030,führen::V,vést,পথ দেখানো
1031,lehren::V,učit,শেখানো
1032,unterrichten::V,vyučovat,শিক্ষা দেওয়া
1033,aufziehen::V,vychovat,পালন করা
1034,leiten::V,vodit,পরিচালনা করা
1035,antreiben::V,nutit,চালনা করা
1036,lassen::V,dát,অনুমতি দেওয়া
1037,einladen::V,pozvat,নিমন্ত্রণ করা
1038,vereinigen::V,spojit,এক করা
1039,besuchen::V,návštívit,দেখিতে যাওয়া
1040,treffen::V,potkat,সন্মুখীন হওয়া
1041,sich versammeln::V,shromáždit se,জড়ো হওয়া
1042,spielen::V,hrát,খেলা
1043,singen::V,zpívat,গাওয়া
1044,tanzen::V,tančit,নাচা
1045,sich trennen::V,rozejít se,পৃথক করা
1046,verlassen::V,opustit,পরিত্যাগ করা
1047,retten::V,zachránit,উদ্ধার করা
1048,bewachen::V,hlídat,পাহারা দেওয়া
1049,schützen::V,chránit,রক্ষা করা
1050,verteidigen::V,obhájit,রক্ষা করা
1051,sich schlagen::V,bít se,লড়াই করা
1052,schießen::V,střílet,তীরবেগে ছোটা
1053,siegen::V,zvítězit,জেতা
1054,ärgern::V,zlobit,বিরক্ত করা
1055,ärgern::V,pohoršit,বিরক্ত করা
1056,schlagen::V,udeřit,আঘাত করা
1057,schlagen::V,praštit,আঘাত করা
1058,treten::V,kopnout,লাথি মারা
1059,stechen::V,bodnout,দংশন করা
1060,stechen::V,píchnout,দংশন করা
1061,stoßen::V,strčit,ঠেলা
1062,stehlen::V,ukrást,অপহরণ করা
1063,stören::V,vyrušit,ঘাঁটান
1064,belästigen::V,obtěžovat,বিরক্ত করা
1065,verbergen::V,skrýt,গোপন করা
1066,täuschen::V,klamat,প্রবঞ্চনা করা
1067,betrügen::V,podvést,প্রতারণা করা
1068,töten::V,zabít,হত্যা করা
1069,wohnen::V,bydlit,বাস করা
1070,arbeiten::V,pracovat,কাজ করা
1071,sammeln::V,sebrat,সংগ্রহ করা
1072,pflücken::V,česat,চয়ন করা
1073,jagen::V,uhonit,শিকার করা
1074,fischen::V,chytat ryby,মাছ ধরা
1075,fassen::V,ulovit,ধরা
1076,hüten::V,pást,যুথভুক্ত করা
1077,treiben::V,hnát,চালনা করা
1078,anbinden::V,přivázat,বন্ধন করা
1079,füttern::V,krmit,ভোজন করানো
1080,melken::V,dojit,দুগ্ধ দোহন করা
1081,hacken::V,seknout,কাটা
1082,gießen::V,zalít,বর্ষণ করা
1083,reifen::V,uzrát,পাকা
1084,zubereiten::V,připravit,রন্ধন করা
1085,kochen::V,vařit,রন্ধন করা
1086,backen::V,péct,সেকা
1087,braten::V,smažit,ভাজা
1088,umrühren::V,zamíchat,নড়ানো
1089,stricken::V,plést,বোনা
1090,nähen::V,šít,সেলাই করা
1091,färben::V,nabarvit,রঞ্জিত করা
1092,reinigen::V,očistit,পরিষ্কার করা
1093,waschen::V,mýt,পরিষ্কার করা
1094,abwischen::V,utřít,মুছা
1095,spülen::V,spláchnout,পরিষ্কার করা
1096,fegen::V,zamést,ঝাঁট দেওয়া
1097,kehren::V,mést,ঝাঁট দেওয়া
1098,baden::V,koupat se,অবগাহন করা
1099,sich waschen::V,mýt se,ধোয়া
1100,ausziehen::V,svléct,খুলা
1101,anziehen::V,obléct,গায়ে দেত্তয়া
1102,sich anziehen::V,oblékat se,পোশাক পরা
1103,kämmen::V,učesat,আঁচড়ানো
1104,schmücken::V,ozdobit,সাজান করা
1105,sagen::V,říct,উচ্চারণ করা
1106,sprechen::V,mluvit,বলা
1107,reden::V,hovořit,আলাপ করা
1108,sich unterhalten::V,povídat se,আড্ডা দেওয়া
1109,fragen::V,zeptat se,জিজ্ঞাসা করা
1110,bitten::V,prosit,প্রার্থনা করা
1111,erzählen::V,povídat,বর্ণনা করা
1112,mitteilen::V,sdělit,বলা
1113,mitteilen::V,oznámit,বলা
1114,nennen::V,nazvat,নাম দেওয়া
1115,rufen::V,volat,আমন্ত্রণ করা
1116,rufen::V,zavolat,আমন্ত্রণ করা
1117,prahlen::V,chlubit se,বড়াই করা
1118,übersetzen::V,přeložit,ভাষাস্তরিত করা
1119,denken::V,myslit,ভাবা
1120,glauben::V,věřit,বিশ্বাস করা
1121,bemerken::V,zpozorovat,লক্ষ্য করা
1122,erkennen::V,poznat,চিনিতে পারা
1123,begreifen::V,pochopit,উপলব্ধি করা
1124,verstehen::V,porozumět,উপলব্ধি করা
1125,lernen::V,učit se,শেখা
1126,wissen::V,vědět,জানা
1127,sich erinnern an::V,vzpomínat si na,মনে করা
1128,vergessen::V,zapomínat,বিস্মৃত হওয়া
1129,messen::V,měřit,মাপা
1130,zählen::V,spočítat,গণনা করা
1131,rechnen::V,počítat,হিসাব করা
1132,lesen::V,číst,পাঠ করা
1133,malen::V,malovat,আঁকা
1134,zeichnen::V,rýsovat,ছকা
1135,schreiben::V,psát,লেখা
1136,besitzen::V,mít,অধিকার করা
1137,besitzen::V,vlastnit,অধিকার করা
1138,kaufen::V,koupit,ক্রয় করা
1139,verkaufen::V,prodat,বেচা
1140,bezahlen::V,zaplatit,প্রদান করা
1141,zahlen::V,platit,প্রদান করা
1142,beherrschen::V,ovládat,শাসন করা
1143,ertragen::V,snést,বহন করা
