,Concept_ID,tt,udm
363,Boot::N,каек,пыж
364,Boot::N,каек,лодка
365,Boot::N,көймә,пыж
366,Boot::N,көймә,лодка
367,Ruder::N,ишкәк,полыс
368,Schlitten::N,чана,додьы
369,Ski::N,чаңгы,куас
370,Lagerfeuer::N,костёр,тылскем
371,Last::N,йөк,секыт
372,Gang::N,йөреш,ветлон
373,Schritt::N,адым,вамыш
374,Norden::N,төньяк,уйпал
375,Süden::N,көньяк,лымшор
376,Westen::N,көнбатыш,шунды пуксён
377,Osten::N,шәрык,шунды ӝужан
378,Osten::N,көнчыгыш,шунды ӝужан
379,Holz::N,агач,пу
380,Brett::N,такта,пул
381,Platte::N,плитә,плита
382,Stütze::N,таяу,пыкет
383,Stange::N,колга,пуӵ
384,Stock::N,таяк,боды
385,Stab::N,таяк,пуӵ
386,Stab::N,таяк,боды
387,Rohr::N,торба,труба
388,Haus::N,өй,юрт
389,Haus::N,йорт,юрт
390,Heim::N,гаилә,корка
391,Heim::N,нәсел,корка
392,Ofen::N,мич,гур
393,Fußboden::N,идән,выж
394,Tisch::N,өстәл,ӝӧк
395,Stuhl::N,утыргыч,пукон
396,Wiege::N,бишек,кӧкы
397,Wiege::N,бишек,зыбка
398,Bett::N,ятак,валес
399,Bett::N,урын-җир,валес
400,Regal::N,киштә,ӝажы
401,Regal::N,шүрлек,ӝажы
402,Kiste::N,әрҗә,ящик
403,Fenster::N,тәрәзә,укно
404,Fenster::N,тәрәзә,косяк
405,Tür::N,ишек,ӧс
406,Tor::N,капка,ӟезьы
407,Zaun::N,койма,забор
408,Dach::N,түбә,липет
409,Leiter::N,баскыч,падӟа
410,Besen::N,себерке,ӵужон
411,Besen::N,себерке,исьнер
412,Spaten::N,көрәк,лопатка
413,Schaufel::N,көрәк,ютырон
414,Gabel::N,чәннечке,тэчы
415,Gabel::N,чәннечке,вилка
416,Löffel::N,кашык,пуньы
417,Messer::N,пычак,пурт
418,Nagel::N,кадак,кортӵог
419,Netz::N,челтәр,сеть
420,Haken::N,ыргак,курик
421,Griff::N,тотка,ныд
422,Schloss::N,йозак,тунгон
423,Bild::N,рәсем,суред
424,Bild::N,картина,суред
425,Figur::N,сын,фигура
426,Figur::N,фигура,фигура
427,Puppe::N,курчак,мунё
428,Beutel::N,луза,пуйы
429,Bündel::N,бәйләм,керттэт
430,Tasche::N,букча,пуйы
431,Tasche::N,букча,сумка
432,Eimer::N,чиләк,ведра
433,Deckel::N,капкач,ӵоксэт
434,Geschirr::N,савыт-саба,тусьты-пуньы
435,Geschirr::N,кашык-аяк,тусьты-пуньы
436,Sack::N,капчык,пуйы
437,Tasse::N,чынаяк,ӵаша
438,Topf::N,чүлмәк,миска
439,Kessel::N,казан,пурты
440,Essen::N,ашау,сиськон
441,Nahrung::N,азык,сион
442,Nahrung::N,тәгам,сион
443,Nahrung::N,ашамлык,сион
444,Speise::N,ризык,сиён
445,Fleisch::N,ит,сӥль
446,Getreide::N,ашлык,ю тысь
447,Brei::N,ботка,ӝук
448,Brot::N,ипи,нянь
449,Brot::N,икмәк,нянь
450,Scheibe::N,телем,шорем
451,Fett::N,май,кӧй
452,Butter::N,май,вӧй
453,Öl::N,май,вӧй
454,Salz::N,тоз,сылал
455,Suppe::N,шулпа,шыд
456,Honig::N,бал,чечы
457,Milch::N,сөт,йӧл
458,Tee::N,чәй,чай
459,Leder::N,күн,сурон
460,Wolle::N,йон,гон
461,Wolle::N,йон,ыжгон
462,Stoff::N,тукыма,куэм
463,Nadel::N,энә,вень
464,Faden::N,җеп,сӥньыс
465,Knopf::N,төймә,бирды
466,Knoten::N,төен,герд
467,Farbe::N,буяу,буёл
468,Kleidung::N,кием,дӥсь
469,Hemd::N,күлмәк,дэрем
470,Kragen::N,яка,сирес
471,Ärmel::N,җиң,саес
472,Hose::N,чалбар,брюки
473,Hose::N,чалбар,штань
474,Gürtel::N,билбау,кускерттон
475,Mütze::N,бүрек,ызьы
476,Schuh::N,башмак,ботинка
477,Stiefel::N,итек,сапег
478,Ring::N,балдак,зундэс
479,Band::N,тасма,лента
480,Kamm::N,тарак,сын
481,Spiegel::N,көзге,синучкон
482,Riemen::N,каеш,е
483,Schnur::N,бау,гозы
484,Leine::N,тезген,думет
485,Decke::N,юрган,шобрет
486,Kissen::N,мендәр,миндэр
487,Tuch::N,яулык,кышет
488,Handtuch::N,сөлгә,ӵушкон
489,Kraft::N,егәр,кать
490,Kraft::N,егәр,ӟигар
491,Kraft::N,дәрман,кать
492,Kraft::N,дәрман,ӟигар
493,Stärke::N,көч,юнлык
494,Stärke::N,дәрман,юнлык
495,Gesundheit::N,саулык,тазалык
496,Krankheit::N,чир,висён
497,Krankheit::N,хаста,висён
498,Krankheit::N,сырхау,висён
499,Schmerz::N,авырту,висён
500,Wunde::N,яра,яра
501,Wunde::N,җәрәхәт,яра
502,Fieber::N,бизгәк,кезег
503,Arznei::N,дару,эмъюм
504,Brücke::N,күпер,выж
505,Brunnen::N,кое,колдэч
506,Weide::N,утлавык,возь
507,Pfad::N,сукмак,сюрес
508,Weg::N,юл,сюрес
509,Straße::N,урам,сюрес
510,Dorf::N,авыл,гурт
511,Stadt::N,шәһәр,кар
512,Stadt::N,шәһәр,город
513,Brief::N,хат,гожтэт
514,Buch::N,китап,книга
515,Buchstabe::N,хәреф,буква
516,Zeitung::N,газет,газет
517,Zeitung::N,газета,газет
518,Leben::N,гомер,улон
519,Leben::N,тормыш,улон
520,Leben::N,тереклек,улон
521,Tod::N,үлем,кулон
522,Grab::N,гүр,шайгу
523,Grab::N,кабер,шайгу
524,Kirche::N,чиркәү,черк
525,Sünde::N,язык,сьӧлык
526,Sünde::N,гөнаһ,сьӧлык
527,Gott::N,алла,ӥнмар
528,Gott::N,ходай,ӥнмар
529,Arbeiter::N,эшче,рабочий
530,Chef::N,башлык,начальник
531,Meister::N,оста,кибашлы
532,Arzt::N,врач,врач
533,Arzt::N,табиб,врач
534,Lehrer::N,укытучы,дышетӥсь
535,Lehrer::N,мөгаллим,дышетӥсь
536,Geld::N,акча,уксё
537,Geld::N,акча,коньдон
538,Geschäft::N,эш,уж
539,Laden::N,кибет,магазин
540,Laden::N,магазин,магазин
541,Preis::N,бәя,дун
542,Preis::N,бәһа,дун
543,Ware::N,товар,вуз
544,Nutzen::N,файда,пайда
545,Reichtum::N,байлык,узырлык
546,Welt::N,дөнья,дунне
547,Land::N,ил,шаер
548,Staat::N,дәүләт,кун
549,König::N,патша,эксэй
550,Macht::N,хакимият,власть
551,Grenze::N,чик,кунгож
552,Krieg::N,сугыш,ож
553,Feind::N,дошман,тушмон
554,Gewalt::N,көчләү,эриктэман
555,Kampf::N,көрәш,нюръяськон
556,Bogen[Waffe]::N,җәя,пукыӵ
557,Pfeil::N,ук,пукыӵ вень
558,Gewehr::N,мылтык,пыӵал
559,Fehler::N,хата,янгыш
560,Lüge::N,ялган,пӧян
561,Lüge::N,ялган,алдан
562,Lüge::N,ялган,ӧрекчан
563,Schaden::N,зыян,изъян
564,Schaden::N,зарар,изъян
565,Unglück::N,бәла,куректон
566,Unglück::N,бәла,шудтэме усён
567,Schuld::N,гаеп,янгыш
568,Alter::N,яшь,арлыд
569,Schluss::N,ахыр,пум
570,Zeit::N,заман,дыр
571,Tag::N,көн,нунал
572,Morgen::N,иртә,ӵукна
573,Mittag::N,өйлә,лымшор
574,Abend::N,кич,ӝыт
575,Abend::N,кич,акшан
576,Nacht::N,төн,уй
577,Woche::N,атна,арня
578,Monat::N,ай,толэзь
579,Jahr::N,ел,ар
580,Frühling::N,яз,тулыс
581,Sommer::N,җәй,гужем
582,Herbst::N,көз,сӥзьыл
583,Winter::N,кыш,тол
584,Januar::N,гыйнвар,выльартолэзь
585,Februar::N,февраль,тулыспал
586,März::N,март,южтолэзь
587,April::N,апрель,оштолэзь
588,Mai::N,май,куартолэзь
589,Juni::N,июнь,вожотолэзь
590,Juli::N,июль,пӧсьтолэзь
591,August::N,август,гудырикошкон
592,September::N,сентябрь,куарусён
593,Oktober::N,октябрь,выльӝуктолэзь
594,November::N,ноябрь,шуркынмон
595,Dezember::N,декабрь,толсур
596,Montag::N,дүшәмбе,вордӥськон
597,Dienstag::N,сишәмбе,вторник
598,Mittwoch::N,чәршәмбе,вирнунал
599,Donnerstag::N,атнакич,покчиарня
600,Donnerstag::N,пәнҗешәмбе,покчиарня
601,Freitag::N,җомга,удмуртарня
602,Samstag::N,шимбә,кӧснунал
603,Sonntag::N,якшәмбе,арня
604,groß::A,зур,бадӟым
605,klein::A,кечкенә,пичи
606,lang::A,озын,кузь
607,kurz::A,кыска,вакчи
608,breit::A,киң,паськыт
609,schmal::A,кысык,сюлэг
610,dicht::A,куе,ӵем
611,dick[Gegenstand]::A,калын,зӧк
612,dünn::A,нечкә,векчи
613,fein::A,нәзакәтле,векчи
614,fest::A,нык,юн
615,fest::A,нык,чурыт
616,flach::A,яссы,ӵошкыт
617,flach::A,ялпак,ӵошкыт
618,glatt::A,шома,гылыт
619,glatt::A,шома,вольыт
620,hart::A,каты,чурыт
621,weich::A,йомшак,небыт
622,rund::A,түгәрәк,котырес
623,spitz::A,очлы,йылсо
624,scharf::A,үткен,лэчыт
625,stumpf::A,үтмәс,ныж
626,schwer::A,салмак,секыт
627,schön::A,гүзәл,чебер
628,heiß::A,эссе,пӧсь
629,warm::A,җылы,шуныт
630,kalt::A,суык,кезьыт
631,kalt::A,салкын,кезьыт
632,kühl::A,салкынча,юзмыт
633,kühl::A,салкынча,салкым
634,frisch::A,салкынча,выль
635,feucht::A,юеш,мускыт
636,nass::A,дымлы,котмем
637,trocken::A,коры,кӧс
638,voll::A,тулы,тыр
639,leer::A,буш,буш
640,leer::A,буш,тырттэм
641,offen::A,ачык,усьтэм
642,geschlossen::A,йомык,ӵогам
643,geschlossen::A,йомык,пунням
644,sauber::A,пакь,ӝикыт
645,sauber::A,пакь,чылкыт
646,sauber::A,чиста,ӝикыт
647,sauber::A,чиста,чылкыт
648,schmutzig::A,керле,нӧд
649,schmutzig::A,пычрак,нӧд
650,roh::A,чи,ыль
651,reif::A,өлгергән,вуэм
652,lecker::A,тәмле,ческыт
653,süß::A,татлы,ческыт
654,bitter::A,ачы,курыт
655,sauer::A,әче,чырс
656,hell::A,якты,югыт
657,dunkel::A,кара,пеймыт
658,schwarz::A,кара,сьӧд
659,weiß::A,ак,тӧдьы
660,rot::A,кызыл,горд
661,gelb::A,сары,ӵуж
662,blau::A,күк,лыз
663,grün::A,яшел,вож
664,grau::A,соры,пурысь
665,bunt::A,чуар,куӵо
666,billig::A,арзан,дунтэм
667,teuer::A,хаклы,дуно
668,wertvoll::A,кыйммәтле,дуно
669,blind::A,сукыр,сукыр
670,blind::A,сукыр,синтэм
671,blind::A,күзсез,сукыр
672,blind::A,күзсез,синтэм
673,taub::A,чукрак,пельтэм
674,taub::A,саңгырау,пельтэм
675,kräftig::A,егәрле,кужмо
676,stark::A,нык,юн
677,stark::A,нык,кужмо
678,stark::A,базык,юн
679,stark::A,базык,кужмо
680,schwach::A,зәгыйфь,ляб
681,schwach::A,зәгыйфь,начар
682,fett::A,симез,кӧй
683,schlank::A,нәзек,веськыт
684,schlank::A,нәзек,веськрес
685,hübsch::A,чибәр,чебер
686,hübsch::A,чибәр,синмаськымон
687,böse::A,усал,лек
688,dumm::A,акылсыз,шузи
689,dumm::A,акылсыз,визьтэм
690,faul::A,ялкау,азьтэм
691,faul::A,иренчәк,азьтэм
692,fleißig::A,тырыш,сюлмо
693,fleißig::A,тырышучан,сюлмо
694,geizig::A,саран,сук
695,klug::A,акыллы,визьмо
696,geschickt::A,маһир,усто
697,geschickt::A,маһир,быгатӥсь
698,lieb::A,сөекле,мусо
699,lustig::A,күңелле,шулдыр
700,sanft::A,басынкы,мусо
701,sanft::A,басынкы,эрке
702,hungrig::A,ач,сютэм
703,krank::A,чирле,висись
704,krank::A,сырхау,висись
705,nackt::A,шәрә,гольык
706,traurig::A,ямансу,мӧзмыт
707,lebendig::A,тере,улэп
708,gut::A,яхшы,ӟеч
709,gut::A,яхшы,умой
710,schlecht::A,начар,урод
711,schlecht::A,начар,алама
712,richtig::A,дөрес,шонер
713,schlimm::A,әшәкә,алама
714,wahr::A,чып-чын,зэмос
715,alt::A,иске,вуж
716,neu::A,яңа,выль
717,ehemalig::A,элекке,азьвылэз
718,alt[Lebewesen]::A,карт,пересь
719,jung::A,яшь,егит
720,jung::A,яшь,пинал
721,arm::A,фәкыйрь,начар
722,arm::A,фәкыйрь,куанер
723,reich::A,бай,узыр
724,bekannt::A,таныш,тодмо
725,berühmt::A,атаклы,дано
726,fremd::A,ят,ят
727,verschieden::A,төрле,пӧртэм
728,nah::A,якын,матысь
729,fern::A,ерак,кыдёкысь
730,linker::A,сул,паллян
731,rechter::A,уң,бур
732,rechter::A,уң,бурпал
733,anderer::A,бүтән,мукет
734,erster::A,беренче,нырысетӥез
735,zweiter::A,икенче,кыктэтӥез
736,dritter::A,өченче,кунньметӥез
737,letzter::A,ахыргы,берло
738,letzter::A,ахыргы,берпум
739,allein::ADV,ялгыз,огназ
740,auf einmal::ADV,бердән,огдыре
741,zusammen::ADV,бергә,ӵош
742,zusammen::ADV,бергә,валче
743,lange::ADV,озак,кема
744,plötzlich::ADV,искәрмәстән,мапламтэ шорысь
745,sofort::ADV,хәзер,али ик
746,später::ADV,соңрак,бергес
747,später::ADV,соңрак,берлогес
748,jetzt::ADV,хәзер,али
749,jetzt::ADV,хәзер,табере
750,heute::ADV,бүген,туннэ
751,morgen::ADV,иртәгә,ӵуказе
752,bald::ADV,тиздән,ӝоген
753,dann::ADV,аннары,берло
754,gestern::ADV,кичә,толон
755,einst::ADV,берчак,огпол
756,einst::ADV,берчак,одӥг пол
757,damals::ADV,ул вакытта,соку
758,damals::ADV,ул чакта,соку
759,danach::ADV,да,собере
760,vorher::ADV,элек,азьло
761,vorher::ADV,элек,азьвыл
762,zuerst::ADV,башта,азьло
763,einmal::ADV,бер,огпол
764,einmal::ADV,бер мәртәбә,огпол
765,manchmal::ADV,кайчакта,куддыръя
766,oft::ADV,еш,ӵем
767,immer::ADV,һәркайчан,пыр
768,immer::ADV,һәркайчан,котьку
769,niemals::ADV,hичбер вакыт,уз ноку
770,hier::ADV,монда,татын
771,hier::ADV,биредә,татын
772,hierhin::ADV,монда,татчы
773,von hier::ADV,моннан,татысь
774,dort::ADV,анда,отӥ
775,dort::ADV,анда,отын
776,dorthin::ADV,тегеләй,отчы
777,geradeaus::ADV,турыдан-туры,меӵак
778,vorwärts::ADV,алга,азьлань
779,rückwärts::ADV,кире,берлань
780,zurück::ADV,кире,берен
781,zurück::ADV,кире,берлань
782,unten::ADV,түбәндә,улын
783,hinab::ADV,аска,улэ
784,oben::ADV,өстә,вылын
785,oben::ADV,өстә,вылӥын
786,oben::ADV,югарыда,вылын
787,oben::ADV,югарыда,вылӥын
788,hinauf::ADV,өскә,вылэ
789,hinauf::ADV,өскә,вылӥе
790,hinauf::ADV,өскә,выллань
791,überall::ADV,hәркайда,котькытын
792,überall::ADV,hәркайда,пасьтана
793,nicht::ADV,түгел,уз
794,ein wenig::ADV,бераз,ичи
795,ein wenig::ADV,бераз,ӧжыт
796,ein wenig::ADV,бераз,огшап
