,Concept_ID,lez,ja
809,regnen::V,къун,雨が降る
810,gefrieren::V,муркӏади кьун,凍る
811,tauen::V,цӏурун,溶ける
812,schmelzen::V,цӏурун,溶ける
813,trocknen::V,кьурун,乾く
814,sieden::V,ругун,沸く
815,faulen::V,кутӏун,腐る
816,verfaulen::V,чуьруьтмиш хьун,朽ちる
817,verfaulen::V,кутӏун,朽ちる
818,reißen::V,атӏун,切れる
819,reißen::V,къазунун,切れる
820,versinken::V,батмиш хьун,沈む
821,vergehen::V,алатун,経つ
822,erscheinen::V,майдандиз акъатун,現れる
823,verschwinden::V,квахьун,消える
824,sinken::V,элекьун,下がる
825,abnehmen::V,тӏимил хьун,減る
826,abnehmen::V,гъвечӏи хьун,減る
827,zunehmen::V,артух хьун,増える
828,steigen::V,хкаж хьун,上がる
829,wachsen::V,экъечӏун,伸びる
830,glänzen::V,цӏарцӏар гун,輝く
831,funkeln::V,нур гун,ぴかぴか光る
832,lärmen::V,ван авун,騒ぐ
833,läuten::V,зенг ягъун,鳴る
834,klingeln::V,зенг ягъун,鳴る
835,klirren::V,зигринг авун,がらんがらんと鳴る
836,brausen::V,къати хьун,逆巻く
837,rauschen::V,вишриш авун,戦ぐ
838,klingen::V,ван авун,鳴る
839,bellen::V,элуькьун,吠える
840,heulen::V,къув ягъун,きゃんきゃん鳴く
841,blasen::V,уф гун,吹く
842,pfeifen::V,уьфт ягъун,口笛を吹く
843,schreien::V,гьараюн,叫ぶ
844,stöhnen::V,суза авун,うめく
845,zittern::V,зурзун,震える
846,leben::V,яшамиш хьун,生きている
847,geboren werden::V,хьун,生まれる
848,atmen::V,нефес чӏугун,呼吸する
849,trinken::V,хъун,飲む
850,essen::V,тӏуьн,食べる
851,schlucken::V,туькьуьнун,飲み込む
852,müde werden::V,галатун,眠くなる
853,müde werden::V,юргъун хьун,眠くなる
854,einschlafen::V,ксун,寝付く
855,schlafen::V,ксун,眠る
856,aufwachen::V,ахварай аватун,目が覚める
857,aufstehen::V,къарагъун,起きる
858,sich erholen::V,ял ягъун,休養する
859,krank werden::V,кефсуз хьун,病気になる
860,krank sein::V,тӏа хьун,病気である
861,schmerzen::V,тӏа хьун,痛む
862,husten::V,уьгьуь ягъун,咳をする
863,genesen::V,сагъ хъхьун,元気になる
864,sterben::V,кьин,死ぬ
865,sterben::V,кьин,亡くなる
866,umkommen::V,терг хьун,死亡する
867,sich bewegen::V,юзун,移動する
868,sich rühren::V,юзун,動く
869,sich erheben::V,къарагъун,立ち上がる
870,sich setzen::V,ацукьун,座る
871,hinfallen::V,алукьун,転ぶ
872,laufen::V,къекъуьн,歩く
873,schreiten::V,ккамар къачун,跨ぐ
874,spazierengehen::V,сейр авун,散歩する
875,eilen::V,тади авун,急ぐ
876,sich beeilen::V,гьерекатун,焦る
877,sausen::V,чкурун,疾駆する
878,rennen::V,катун,走る
879,rennen::V,зверун,走る
880,springen::V,хкадарун,跳ぶ
881,klettern::V,акьахун,よじ登る
882,kriechen::V,капаралди фин,這う
883,schwimmen::V,сирнав авун,泳ぐ
884,tauchen::V,кьилихъди циз вегьин,潜る
885,rudern::V,кьусуйралди лодка гьалун,漕ぐ
886,rudern::V,цуьруьгъуьлдалди кӏватӏун,漕ぐ
887,fahren::V,фин,行く
888,fahren::V,фин,乗車する
889,fliegen::V,лув гун,飛ぶ
890,fliegen::V,цавай фин,飛ぶ
891,gehen::V,фин,行く
892,weggehen::V,хъфин,立ち去る
893,abfahren::V,фин,出発する
894,abfahren::V,рекье гьатун,出発する
895,anhalten::V,акъвазун,止まる
896,hineingehen::V,гьахьун,入る
897,eintreten::V,гьахьун,中に入る
898,kommen::V,атун,来る
899,ankommen::V,атун,着く
900,ankommen::V,атун,到着する
901,zurückkommen::V,хтун,帰る
902,bleiben::V,амукьун,留まる
903,warten::V,гуьзлемишун,待つ
904,erwarten::V,вил алаз акъвазун,期待する
905,suchen::V,къекъуьн,探る
906,finden::V,жугъун,見つける
907,versuchen::V,алахъун,試す
908,vorbereiten::V,гьазурун,準備する
909,lieben::V,кӏан хьун,愛する
910,mögen::V,рикӏ ацукьун,好きである
911,lachen::V,хъуьруьн,笑う
912,weinen::V,шехьун,泣く
913,schimpfen::V,сеперар гун,叱る
914,schimpfen::V,экъуьгъунар авун,叱る
915,sich ärgern::V,хъел акатун,怒る
916,sich ärgern::V,хъел акатун,腹を立てる
917,sich fürchten::V,кичӏе хьун,怖がる
918,fürchten::V,къурхутмиш хьун,恐れる
919,fliehen::V,катун,逃げる
920,flüchten::V,катун,逃亡する
921,sehen::V,акун,見る
922,anschauen::V,вил вегьин,眺める
923,ansehen::V,килигун,見る
924,hören::V,ван хьун,聞く
925,zuhören::V,яб гун,聴く
926,probieren::V,дад акун,食べてみる
927,riechen::V,ни чӏугун,気取る
928,fühlen::V,гьисс авун,感じる
929,frieren::V,кьун,寒気がする
930,frieren::V,мекьи хьун,寒気がする
931,tun::V,авун,する
932,können::V,хьун,出来る
933,können::V,акъакьун,出来る
934,wollen::V,кӏан хьун,-たい
935,anfangen::V,башламишун,始める
936,beenden::V,куьтягьун,終える
937,aufhören::V,акъвазун,止める
938,gelingen::V,арадал атун,成功する
939,geraten::V,акъатун,当たる
940,öffnen::V,ахъаюн,開く
941,öffnen::V,ахъаюн,開ける
942,schließen::V,акьалун,閉める
943,stellen::V,эцигун,置く
944,stellen::V,эцигун,据える
945,setzen::V,ацукьарун,座らせる
946,legen::V,эцигун,置く
947,berühren::V,хкӏурун,触る
948,berühren::V,хкӏурун,触れる
949,verbinden::V,гилигун,結びつける
950,bedecken::V,кӏевун,覆う
951,aufhängen::V,куьрсарун,掛ける
952,anzünden::V,куькӏуьрун,燃やす
953,anzünden::V,куькӏуьрун,火をつける
954,aufheben::V,хкажун,拾う
955,zurücklassen::V,тун,残す
956,verlieren::V,квадарун,無くす
957,fallen lassen::V,авадрун,落とす
958,machen::V,авун,作る
959,machen::V,кар авун,作る
960,herstellen::V,расун,製造する
961,bauen::V,туькӏуьрун,建設する
962,reparieren::V,расун,直す
963,reparieren::V,расун,修理する
964,verbessern::V,хъсанрун,改良する
965,ändern::V,табдил авун,変える
966,graben::V,эгъуьнун,掘る
967,beugen::V,акӏажарун,折る
968,beugen::V,кангур авун,折る
969,biegen::V,патахъарун,曲げる
970,drehen::V,алчударун,回す
971,umdrehen::V,элкъуьрун,裏返す
972,heben::V,хкажун,挙げる
973,hochheben::V,хкажун,持ち上げる
974,ergreifen::V,агалчна кьун,取り上げる
975,halten::V,кьун,持つ
976,drücken::V,чуькьуьн,押す
977,schieben::V,хуртӏ гун,ずらす
978,kratzen::V,къадгъунун,引っ掻く
979,lecken::V,мез гун,なめる
980,beißen::V,кӏасун,噛む
981,abreißen::V,галудун,剝ぎ取る
982,abschneiden::V,атӏун,切り取る
983,stecken::V,сухун,差し込む
984,brechen::V,хун,破る
985,brechen::V,кукӏварун,破る
986,klopfen::V,тахъ-тахъ авун,とんとん叩く
987,hauen::V,ягъун,叩く
988,kleben::V,алкӏурун,貼る
989,kleben::V,алкӏурун,くっ付ける
990,kleben::V,кукӏурун,貼る
991,kleben::V,кукӏурун,くっ付ける
992,reiben::V,тӏушунун,擦る
993,streichen::V,алтадун,塗る
994,schleifen::V,кӏвенкӏв авун,研ぐ
995,schneiden::V,атӏун,切る
996,rütteln::V,къарсурун,揺さぶる
997,schütteln::V,къарсурун,振る
998,schütteln::V,къарсурун,揺さぶる
999,schwenken::V,элягъун,振る
1000,schwenken::V,галтадун,振る
1001,schütten::V,цун,注ぐ
1002,füllen::V,ацӏурун,いっぱいにする
1003,einwickeln::V,кутун,包む
1004,einwickeln::V,элкъуьрун,包む
1005,tragen::V,тухун,運ぶ
1006,schleppen::V,галчӏурун,引きずる
1007,ziehen::V,ялун,引く
1008,ziehen::V,чӏугун,引く
1009,aufbewahren::V,хуьн,預かる
1010,werfen::V,гадрун,投げる
1011,fangen::V,кьун,受ける
1012,packen::V,кьун,掴む
1013,verstecken::V,кӏевун,隠す
1014,teilen::V,паюн,分ける
1015,schicken::V,ракъурун,送る
1016,bringen::V,гъун,持って行く
1017,hinzufügen::V,алава авун,加える
1018,bekommen::V,къачун,得る
1019,bekommen::V,жугъурун,得る
1020,erhalten::V,къачун,受ける
1021,nehmen::V,къачун,取る
1022,wählen::V,хкягъун,選ぶ
1023,auswählen::V,хкягъун,選ぶ
1024,bewahren::V,хуьн,保存する
1025,behindern::V,манийвал авун,妨害する
1026,verderben::V,чӏурун,台無しにする
1027,beschädigen::V,нукьсанвал гун,損傷する
1028,zerbrechen::V,хун,割る
1029,zerreißen::V,къазунун,引き裂く
1030,zerstören::V,чӏурун,破壊する
1031,zerstören::V,барбатӏун,破壊する
1032,verbrennen::V,ккун,焼く
1033,geben::V,гун,上げる
1034,reichen::V,вугун,渡す
1035,reichen::V,гун,渡す
1036,schenken::V,пишкеш авун,贈る
1037,versprechen::V,гаф гун,約束する
1038,wünschen::V,дуьа авун,望む
1039,loben::V,тариф авун,褒める
1040,küssen::V,темен гун,キスする
1041,wiegen::V,эчӏягъун,揺する
1042,zudecken::V,гьалдун,覆う
1043,wecken::V,ахварай авудун,起こす
1044,zeigen::V,къалурун,見せる
1045,führen::V,тухун,案内する
1046,lehren::V,кӏелиз тун,教える
1047,unterrichten::V,тарс гун,通知する
1048,aufziehen::V,тербия гун,育てる
1049,aufziehen::V,тербияламишун,育てる
1050,leiten::V,идара авун,導く
1051,antreiben::V,тади кутун,励ます
1052,einladen::V,теклиф авун,誘う
1053,einladen::V,теклиф авун,招待する
1054,vereinigen::V,сад авун,一つにする
1055,besuchen::V,кьилив атун,訪ねる
1056,treffen::V,гьалтун,出会う
1057,sich versammeln::V,алтӏушун,集まる
1058,spielen::V,къугъун,遊ぶ
1059,singen::V,лугьун,歌う
1060,singen::V,мани лугьун,歌う
1061,tanzen::V,кьуьл авун,踊る
1062,sich trennen::V,къакъатун,別れる
1063,verlassen::V,гъил къачун,別れる
1064,retten::V,къутармишун,救う
1065,retten::V,къутармишун,助ける
1066,bewachen::V,хуьн,見張る
1067,bewachen::V,хуьн,軽微する
1068,schützen::V,хуьн,保護する
1069,verteidigen::V,хуьн,守る
1070,sich schlagen::V,кукӏун,殴る
1071,schießen::V,акъатун,撃つ
1072,siegen::V,гъалиб хьун,勝つ
1073,ärgern::V,хъел гъун,怒らせる
1074,ärgern::V,хъел кутун,怒らせる
1075,schlagen::V,ягъун,殴る
1076,schlagen::V,галукьарун,殴る
1077,treten::V,кьуьл къекъягъун,蹴る
1078,treten::V,кьуьл эцягъун,蹴る
1079,stechen::V,акьадарун,突く
1080,stoßen::V,эцягъун,突く
1081,stehlen::V,чуьнуьхун,盗る
1082,stören::V,хкуьрун,構う
1083,belästigen::V,хкуьрун,邪魔する
1084,belästigen::V,азият гун,邪魔する
1085,verbergen::V,далдаламишун,隠す
1086,täuschen::V,алцурарун,だます
1087,täuschen::V,алцуррун,だます
1088,betrügen::V,алцурарун,だます
1089,betrügen::V,гьарамзадавал авун,だます
1090,töten::V,яна кьин,殺す
1091,wohnen::V,дуланмиш хьун,住む
1092,arbeiten::V,кӏвалахун,働く
1093,arbeiten::V,кӏвалах авун,働く
1094,sammeln::V,кӏватӏун,集める
1095,sammeln::V,кӏватӏун,収集する
1096,pflücken::V,атӏун,摘む
1097,jagen::V,гъуьрч авун,狩りをする
1098,fischen::V,гъетер кьун,釣る
1099,fassen::V,кьун,捕る
1100,hüten::V,чӏура хуьн,放牧する
1101,treiben::V,гьалун,追う
1102,anbinden::V,акалун,繋ぐ
1103,füttern::V,ем гун,餌をやる
1104,melken::V,ацун,搾乳する
1105,hacken::V,куьткуьнун,刻む
1106,gießen::V,яд гун,水をやる
1107,reifen::V,чурун,熟す
1108,reifen::V,агакьун,熟す
1109,zubereiten::V,гьазурун,調理する
1110,kochen::V,ругун,煮る
1111,backen::V,чурун,焼く
1112,braten::V,чурун,焼く
1113,braten::V,чурун,炒める
1114,umrühren::V,какадарун,混ぜる
1115,stricken::V,хурун,編む
1116,nähen::V,цун,縫う
1117,färben::V,шир ягъун,染める
1118,reinigen::V,михьун,掃除する
1119,waschen::V,чуьхуьн,洗う
1120,waschen::V,чуьхуьн,洗濯する
1121,abwischen::V,гуьцӏун,拭く
1122,spülen::V,экъуьрун,洗う
1123,spülen::V,экъуьрун,すすぐ
1124,fegen::V,шуткун,掃除する
1125,kehren::V,кул алтадун,掃く
1126,baden::V,эхъуьн,入浴する
1127,sich waschen::V,жендек чуьхуьн,洗う
1128,ausziehen::V,хутӏунун,脱ぐ
1129,ausziehen::V,галудун,脱ぐ
1130,anziehen::V,алукӏун,着る
1131,sich anziehen::V,алукӏун,着る
1132,sich anziehen::V,парталар алукӏун,着る
1133,kämmen::V,эвягъун,梳く
1134,schmücken::V,безетмишун,飾る
1135,schmücken::V,гуьрчегарун,飾る
1136,sagen::V,лугьун,言う
1137,sprechen::V,рахун,話す
1138,reden::V,рахун,話す
1139,sich unterhalten::V,ихтилат авун,話をする
1140,fragen::V,жузун,聞く
1141,bitten::V,тӏалабун,頼む
1142,bitten::V,тӏалабун,お願いする
1143,erzählen::V,ахъаюн,物語る
1144,mitteilen::V,хабар гун,伝える
1145,nennen::V,тӏвар гун,名づける
1146,rufen::V,эверун,呼ぶ
1147,prahlen::V,яцӏу гафар авун,自慢する
1148,übersetzen::V,таржума авун,訳す
1149,übersetzen::V,гафладун,訳す
1150,denken::V,фикир авун,考える
1151,glauben::V,агъун,信じる
1152,bemerken::V,фикир гун,気が付く
1153,begreifen::V,гъавурда акьун,分かる
1154,lernen::V,кӏелун,学ぶ
1155,lernen::V,кӏелун,勉強する
1156,wissen::V,чир хьун,知っている
1157,wissen::V,чирхьун,知っている
1158,sich erinnern an::V,рикӏел хуьн,思い出す
1159,vergessen::V,рикӏелай фин,忘れる
1160,vergessen::V,рикӏелай алатун,忘れる
1161,messen::V,алцумун,計る
1162,messen::V,алцумун,測定する
1163,zählen::V,гьисабун,数える
1164,rechnen::V,гьисабун,計算する
1165,lesen::V,кӏелун,読む
1166,malen::V,кхьин,描く
1167,malen::V,шикилар чӏугун,描く
1168,zeichnen::V,чӏугун,写生する
1169,schreiben::V,кхьин,書く
1170,besitzen::V,иеси хьун,所持する
1171,kaufen::V,къачун,買う
1172,kaufen::V,маса къачун,買う
1173,verkaufen::V,гун,売る
1174,verkaufen::V,маса гун,売る
1175,bezahlen::V,къимет гун,払う
1176,bezahlen::V,эвезда авун,払う
1177,bezahlen::V,гьакъи агакьрун,払う
1178,zahlen::V,къимет гун,支払う
1179,zahlen::V,эвезда авун,支払う
1180,zahlen::V,гьакъи агакьрун,支払う
1181,beherrschen::V,иеси хьун,支配する
1182,ertragen::V,таб гун,耐える
1183,Oberschenkel::N,,上腿
1184,Strömung::N,,流れ
1185,Moor::N,,湿原
1186,Gedächtnis::N,,記憶
1187,Ski::N,,スキー
1188,Platte::N,,盤
1189,Leine::N,,綱
1190,Geschäft::N,,取り引き
1191,dick[Gegenstand]::A,,厚い
1192,auf einmal::ADV,,同時に
1193,zurück::ADV,,後ろへ
1194,wieder::ADV,,再び
1195,wehen::V,,吹く
1196,rauchen::V,,煙を出す
1197,schaukeln::V,,ぶらんこに乗る
1198,rühren::V,,感情を動かす
1199,scheinen::V,,ように見える
1200,zu sehen sein::V,,見える
1201,vernehmen::V,,承る
1202,wenden::V,,裏返す
1203,binden::V,,縛る
1204,lassen::V,,～させる
1205,erkennen::V,,認識する
1206,verstehen::V,,聞き取る
