,Concept_ID,la,bg
415,Messer::N,culter,нож
416,Nagel::N,clavus,гвоздей
417,Netz::N,rete,мрежа
418,Haken::N,hamus,кука
419,Haken::N,hamus,закачалка
420,Griff::N,manubrium,ръчка
421,Griff::N,manubrium,дръжка
422,Schloss::N,claustra,брава
423,Schloss::N,claustra,ключалка
424,Bild::N,tabula,картина
425,Bild::N,pictura,картина
426,Figur::N,statunculum,фигура
427,Puppe::N,pupa,кукла
428,Beutel::N,sacculus,кесия
429,Bündel::N,fascis,връзка
430,Tasche::N,sacculus,чанта
431,Eimer::N,situla,кофа
432,Deckel::N,operculum,капак
433,Deckel::N,operculum,похлупак
434,Geschirr::N,vasa,съдове
435,Sack::N,saccus,чувал
436,Tasse::N,pocillum,чаша
437,Topf::N,olla,гърне
438,Topf::N,olla,тенджера
439,Kessel::N,aenum,котел
440,Essen::N,cena,ядене
441,Nahrung::N,cibus,храна
442,Nahrung::N,alimenta,храна
443,Speise::N,cibus,ястие
444,Fleisch::N,caro,месо
445,Getreide::N,frumentum,зърнено храни
446,Brei::N,puls,каша
447,Brot::N,panis,хляб
448,Scheibe::N,frustum,резен
449,Fett::N,pingue,мазнина
450,Butter::N,butȳrum,масло
451,Öl::N,oleum,олио
452,Öl::N,oleum,оливия
453,Salz::N,sal,сол
454,Suppe::N,ius,супа
455,Honig::N,mel,мед
456,Milch::N,lac,мляко
457,Tee::N,thea,чай
458,Leder::N,corium,кожа
459,Wolle::N,lana,вълна
460,Stoff::N,textum,плат
461,Stoff::N,textum,материал
462,Nadel::N,acus,игла
463,Faden::N,filum,конец
464,Knopf::N,bulla,копче
465,Knoten::N,nodus,възел
466,Farbe::N,pigmentum,боя
467,Kleidung::N,vestimenta,дрехи
468,Kleidung::N,vestimenta,облекло
469,Hemd::N,tunica,риза
470,Kragen::N,collare,яка
471,Ärmel::N,manica,ръкав
472,Hose::N,bracae,панталони
473,Gürtel::N,cingulum,пояс
474,Gürtel::N,cingulum,колан
475,Mütze::N,pilleus,каскет
476,Mütze::N,pilleus,фуражка
477,Schuh::N,calceus,обувка
478,Stiefel::N,pero,ботуш
479,Stiefel::N,caliga,ботуш
480,Ring::N,anulus,пръстен
481,Band::N,redimiculum,лента
482,Band::N,redimiculum,връзка
483,Kamm::N,pecten,гребен
484,Spiegel::N,speculum,огледало
485,Riemen::N,lorum,каиш
486,Riemen::N,lorum,ремък
487,Schnur::N,linum,връв
488,Leine::N,retinaculum,връв
489,Leine::N,retinaculum,въже
490,Decke::N,lodix,покривка
491,Kissen::N,pulvinus,възглавница
492,Tuch::N,velum,сукно
493,Handtuch::N,mantele,пешкир
494,Handtuch::N,mantele,кърпа за лице
495,Kraft::N,vis,мощ
496,Kraft::N,vis,сила
497,Stärke::N,robur,сила
498,Gesundheit::N,valetudo,здраве
499,Krankheit::N,morbus,болест
500,Schmerz::N,dolor,болка
501,Wunde::N,vulnus,рана
502,Fieber::N,febris,треска
503,Fieber::N,febris,температура
504,Arznei::N,remedium,лек
505,Arznei::N,remedium,лекарство
506,Brücke::N,pons,мост
507,Brunnen::N,puteus,чешма
508,Brunnen::N,puteus,кладенец
509,Weide::N,pascua,паша
510,Weide::N,pascua,пасище
511,Pfad::N,semita,пътека
512,Weg::N,iter,път
513,Straße::N,via,шосе
514,Dorf::N,vicus,село
515,Stadt::N,urbs,град
516,Stadt::N,oppidum,град
517,Brief::N,epistula,писмо
518,Buch::N,liber,книга
519,Buchstabe::N,littera,буква
520,Zeitung::N,diurnum,вестник
521,Leben::N,vita,живот
522,Tod::N,mors,смърт
523,Grab::N,sepulcrum,гроб
524,Kirche::N,ecclesia,църква
525,Sünde::N,peccatum,грях
526,Gott::N,deus,бог
527,Arbeiter::N,operarius,работник
528,Chef::N,praefectus,шеф
529,Chef::N,praefectus,началник
530,Meister::N,magister,майстор
531,Arzt::N,medicus,лекар
532,Lehrer::N,magister,учител
533,Geld::N,aes,пари
534,Geld::N,pecunia,пари
535,Geschäft::N,negotium,сделка
536,Laden::N,taberna,дюкян
537,Laden::N,taberna,магазин
538,Preis::N,pretium,цена
539,Ware::N,merx,стока
540,Nutzen::N,utilitas,полза
541,Nutzen::N,utilitas,облага
542,Reichtum::N,opes,богатство
543,Reichtum::N,divitiae,богатство
544,Welt::N,mundus,свят
545,Land::N,terra,страна
546,Staat::N,res publica,щат
547,Staat::N,res publica,държава
548,König::N,rex,крал
549,Macht::N,potestas,мощ
550,Macht::N,potestas,власт
551,Grenze::N,limes,граница
552,Krieg::N,bellum,война
553,Feind::N,inimicus,враг
554,Feind::N,inimicus,неприятел
555,Gewalt::N,vis,сила
556,Gewalt::N,vis,насилие
557,Kampf::N,pugna,борба
558,Kampf::N,pugna,сражение
559,Bogen[Waffe]::N,arcus,лък
560,Pfeil::N,sagitta,стрела
561,Gewehr::N,sclopetum,пушка
562,Fehler::N,error,грешка
563,Lüge::N,mendacium,лъжа
564,Schaden::N,damnum,повреда
565,Schaden::N,detrimentum,повреда
566,Unglück::N,miseria,нещастие
567,Unglück::N,calamitas,нещастие
568,Schuld::N,culpa,вина
569,Alter::N,aetas,възраст
570,Schluss::N,finis,край
571,Zeit::N,tempus,време
572,Tag::N,dies,ден
573,Morgen::N,mane,утро
574,Morgen::N,mane,сутрин
575,Mittag::N,meridies,обед
576,Mittag::N,meridies,пладне
577,Abend::N,vesper,вечер
578,Nacht::N,nox,нощ
579,Woche::N,septimana,седмица
580,Monat::N,mensis,месец
581,Jahr::N,annus,година
582,Frühling::N,ver,пролет
583,Sommer::N,aestas,лято
584,Herbst::N,autumnus,есен
585,Winter::N,hiems,зима
586,Januar::N,Ianuarius,януари
587,Februar::N,Februarius,февруари
588,März::N,Martius,март
589,April::N,Aprilis,април
590,Mai::N,Maius,май
591,Juni::N,Iunius,юни
592,Juli::N,Iulius,юли
593,August::N,Augustus,август
594,September::N,September,септември
595,Oktober::N,Octobris,октомври
596,November::N,Novembris,ноември
597,Dezember::N,December,декември
598,Montag::N,dies lunae,понеделник
599,Dienstag::N,dies Martis ,вторник
600,Mittwoch::N,dies Mercurii,сряда
601,Donnerstag::N,dies Iovis,четвъртък
602,Freitag::N,dies Veneris,петък
603,Samstag::N,dies Saturni,събота
604,Sonntag::N,dominicus,неделя
605,Sonntag::N,dies solis,неделя
606,groß::A,magnus,едър
607,groß::A,magnus,голям
608,klein::A,parvus,малък
609,klein::A,parvus,дребен
610,lang::A,longus,дълъг
611,kurz::A,brevis,къс
612,breit::A,latus,широк
613,schmal::A,angustus,тесен
614,dicht::A,densus,гъст
615,dick[Gegenstand]::A,crassus,дебел
616,dünn::A,tenuis,тънък
617,fein::A,subtilis,фин
618,fein::A,subtilis,тънък
619,fest::A,solidus,твърд
620,fest::A,solidus,плътен
621,fest::A,stabilis,твърд
622,fest::A,stabilis,плътен
623,flach::A,planus,равен
624,flach::A,planus,плосък
625,glatt::A,levis,гладък
626,hart::A,durus,твърд
627,hart::A,durus,корав
628,weich::A,mollis,мек
629,rund::A,rotundus,кръгъл
630,spitz::A,acutus,островръх
631,scharf::A,acer,остър
632,stumpf::A,hebes,тъп
633,schwer::A,gravis,тежък
634,schön::A,pulcher,хубав
635,schön::A,pulcher,красив
636,schön::A,formosus,хубав
637,schön::A,formosus,красив
638,heiß::A,fervidus,жарък
639,warm::A,calidus,топъл
640,kalt::A,frigidus,студен
641,kühl::A,frigidus,хладен
642,frisch::A,recens,свеж
643,feucht::A,umidus,влажен
644,nass::A,madidus,мокър
645,trocken::A,aridus,сух
646,voll::A,plenus,пълен
647,leer::A,vacuus,празен
648,offen::A,apertus,откровен
649,geschlossen::A,clausus,закрит
650,geschlossen::A,clausus,затворен
651,sauber::A,lautus,чист
652,schmutzig::A,sordidus,мръсен
653,roh::A,crudus,суров
654,reif::A,maturus,зрял
655,lecker::A,delicatus,вкусен
656,süß::A,dulcis,сладък
657,bitter::A,amarus,горчив
658,bitter::A,acerbus,горчив
659,sauer::A,acidus,кисел
660,hell::A,clarus,ясен
661,hell::A,clarus,светъл
662,dunkel::A,obscurus,тъмен
663,schwarz::A,niger,черен
664,weiß::A,albus,бял
665,rot::A,ruber,червен
666,gelb::A,flavus,жълт
667,blau::A,caeruleus,син
668,grün::A,viridis,зелен
669,grau::A,canus,сив
670,bunt::A,varius,шарен
671,bunt::A,varius,пъстър
672,billig::A,vilis,евтин
673,teuer::A,carus,скъп
674,wertvoll::A,pretiosus,ценен
675,blind::A,caecus,сляп
676,taub::A,surdus,глух
677,kräftig::A,robustus,силен
678,stark::A,firmus,здрав
679,stark::A,firmus,силен
680,stark::A,validus,здрав
681,stark::A,validus,силен
682,schwach::A,debilis,слаб
683,schwach::A,infirmus,слаб
684,fett::A,crassus,тлъст
685,schlank::A,procerus,тънък
686,schlank::A,procerus,строен
687,hübsch::A,pulcher,хубав
688,böse::A,improbus,зъл
689,dumm::A,stultus,глупав
690,dumm::A,stupidus,глупав
691,faul::A,piger,ленив
692,faul::A,piger,мързелив
693,fleißig::A,sedulus,прилежен
694,geizig::A,avarus,скъпернически
695,klug::A,prudens,умен
696,klug::A,prudens,разумен
697,geschickt::A,sollers,умел
698,geschickt::A,sollers,сръчен
699,lieb::A,carus,мил
700,lieb::A,carus,драг
701,lustig::A,iocosus,весел
702,sanft::A,clemens,нежен
703,sanft::A,clemens,кротък
704,hungrig::A,impastus,гладен
705,krank::A,aeger,болен
706,nackt::A,nudus,гол
707,traurig::A,maestus,тъжен
708,traurig::A,maestus,печален
709,lebendig::A,vivus,жив
710,gut::A,bonus,добър
711,schlecht::A,malus,лош
712,richtig::A,rectus,правилен
713,schlimm::A,malus,лош
714,wahr::A,verus,верен
715,wahr::A,verus,истински
716,alt::A,antiquus,стар
717,alt::A,antiquus,древен
718,neu::A,novus,нов
719,ehemalig::A,pristinus,бивш
720,alt[Lebewesen]::A,vetus,стар
721,jung::A,iuvenis,млад
722,arm::A,pauper,беден
723,reich::A,dives,богат
724,bekannt::A,notus,познат
725,bekannt::A,notus,известен
726,berühmt::A,celeber,почут
727,berühmt::A,celeber,известен
728,berühmt::A,illustris,почут
729,berühmt::A,illustris,известен
730,fremd::A,peregrinus,чужд
731,verschieden::A,varius,разен
732,verschieden::A,varius,различен
733,nah::A,propinquus,близък
734,fern::A,longinquus,далечен
735,linker::A,sinister,ляв
736,rechter::A,dexter,прав
737,anderer::A,alius,друг
738,erster::A,primus,пръв
739,erster::A,primus,първи
740,zweiter::A,secundus,втори
741,dritter::A,tertius,трети
742,letzter::A,ultimus,последен
743,allein::ADV,solum,само
744,auf einmal::ADV,simul,същевременно
745,zusammen::ADV,una,заедно
746,lange::ADV,diu,дълго
747,plötzlich::ADV,subito,изведнъж
748,plötzlich::ADV,repente,изведнъж
749,sofort::ADV,statim,веднага
750,später::ADV,postea,по-късно
751,jetzt::ADV,nunc,сега
752,heute::ADV,hodie,днес
753,morgen::ADV,cras,утре
754,bald::ADV,mox,скоро
755,dann::ADV,deinde,после
756,dann::ADV,deinde,тогава
757,gestern::ADV,heri,вчера
758,einst::ADV,olim,някога
759,damals::ADV,tum,тогава
760,danach::ADV,postea,после
761,danach::ADV,postea,след това
762,vorher::ADV,antea,преди
763,vorher::ADV,antea,преди това
764,zuerst::ADV,primo,най-напред
765,einmal::ADV,semel,веднъж
766,einmal::ADV,semel,един път
767,manchmal::ADV,interdum,понякога
768,oft::ADV,saepe,често
769,immer::ADV,semper,винаги
770,niemals::ADV,numquam,никога
771,hier::ADV,hic,тук
772,hier::ADV,hic,тука
773,hierhin::ADV,huc,насам
774,von hier::ADV,hinc,оттук
775,von hier::ADV,hinc,оттука
776,dort::ADV,ibi,там
777,dorthin::ADV,eo,натам
778,dorthin::ADV,eo,нататък
779,geradeaus::ADV,recte,направо
780,vorwärts::ADV,porro,напред
781,rückwärts::ADV,retro,назад
782,zurück::ADV,retro,обратно
783,unten::ADV,infra,долу
784,hinab::ADV,pessum,надолу
785,oben::ADV,supra,горе
786,hinauf::ADV,sursum,нагоре
787,überall::ADV,ubique,навсякъде
788,nicht::ADV,non,не
789,ein wenig::ADV,paulum,малко
790,kaum::ADV,vix,едва
791,kaum::ADV,vix,едвам
792,kaum::ADV,aegre,едва
793,kaum::ADV,aegre,едвам
794,sehr::ADV,valde,много
795,sehr::ADV,valde,твърде
796,sehr::ADV,magnopere,много
797,sehr::ADV,magnopere,твърде
798,so::ADV,ita,тъй
799,so::ADV,ita,така
800,noch::ADV,etiam,още
801,nur::ADV,solum,само
802,nur::ADV,tantum,само
803,schon::ADV,iam,вече
804,wieder::ADV,rursus,пак
805,wieder::ADV,rursus,отново
806,vergebens::ADV,frustra,напразно
807,vor::PRP,ante,пред
808,hinter::PRP,post,зад
809,unter::PRP,sub,под
810,durch::PRP,per,през
811,neben::PRP,iuxta,до
812,neben::PRP,iuxta,при
813,zwischen::PRP,inter,между
814,zwischen::PRP,inter,помежду
815,wegen::PRP,propter,заради
816,dies::PRN,hoc,този
817,das::PRN,id,туй
818,das::PRN,id,това
819,alles::PRN,omnia,всичко
820,ich::PRN,ego,аз
821,du::PRN,tu,ти
822,er::PRN,is,той
823,er::PRN,ille,той
824,wir::PRN,nos,ние
825,ihr::PRN,vos,вие
826,sie::PRN,ii,те
827,sie::PRN,illi,те
828,was::FPRN,quid,що
829,was::FPRN,quid,какво
830,wer::FPRN,quis,кой
831,wo::FADV,ubi,къде
832,wohin::FADV,quo,накъде
833,wohin::FADV,quo,накъдето
834,wie::FADV,quomodo,как
835,warum::FADV,cur,защо
836,wieviel::FNUM,quantum,колко
837,eins::NUM,unus,един
838,zwei::NUM,duo,два
839,drei::NUM,tres,три
840,vier::NUM,quattuor,четири
841,fünf::NUM,quinque,пет
842,sechs::NUM,sex,шест
843,sieben::NUM,septem,седем
844,acht::NUM,octo,осем
845,neun::NUM,novem,девет
846,zehn::NUM,decem,десет
847,elf::NUM,undecim,единайсет
848,elf::NUM,undecim,единадесет
849,zwölf::NUM,duodecim,дванайсет
850,zwölf::NUM,duodecim,дванадесет
851,zwanzig::NUM,viginti,двайсет
852,zwanzig::NUM,viginti,двадесет
853,dreißig::NUM,triginta,тридесет
854,vierzig::NUM,quadraginta,четиридесет
855,fünfzig::NUM,quinquaginta,петдесет
856,sechzig::NUM,sexaginta,шестдесет
857,siebzig::NUM,septuaginta,седемдесет
858,achtzig::NUM,octoginta,осемдесет
