,Concept_ID,uk,ba
780,zwölf::NUM,дванадцять,ун ике
781,zwanzig::NUM,двадцять,егерме
782,dreißig::NUM,тридцять,утыҙ
783,vierzig::NUM,сорок,ҡырҡ
784,fünfzig::NUM,п’ятдесят,илле
785,sechzig::NUM,шістдесят,алтмыш
786,siebzig::NUM,сімдесят,етмеш
787,achtzig::NUM,вісімдесят,һикһән
788,neunzig::NUM,дев’яносто,туҡһан
789,hundert::NUM,сто,йөҙ
790,tausend::NUM,тисяча,мең
791,und::CNJ,і,да
792,oder::CNJ,або,йәки
793,stehen::V,стояти,тороу
794,sitzen::V,сидіти,ултырыу
795,liegen::V,лежати,ятыу
796,hängen::V,висіти,аҫылынып тороу
797,werden::V,стати,булыу
798,werden::V,робитися,булыу
799,passieren::V,трапитися,булыу
800,beginnen::V,початися,башлау
801,enden::V,кінчитися,бөтөү
802,enden::V,кінчитися,тамамланыү
803,wechseln::V,мінятися,үҙгәреү
804,aufgehen[Sonne]::V,зійти,ҡалҡыу
805,untergehen[Sonne]::V,зайти,байыу
806,scheinen[Sonne]::V,світити,яҡтыртып тороу
807,donnern::V,гриміти,күкрәү
808,wehen::V,віяти,иҫеү
809,strömen::V,литися,ташыу
810,fließen::V,текти,ағыу
811,sich drehen::V,обертатися,әйләнеү
812,schwanken::V,коливатися,тирбәлеү
813,schwingen::V,хитатися,бәүетеү
814,schwingen::V,гойдатися,бәүетеү
815,fallen::V,падати,йығылыу
816,brennen::V,горіти,яныу
817,rauchen::V,диміти,төтәү
818,regnen::V,дощити,ямғыр яуа
819,gefrieren::V,змерзнути,туңыү
820,tauen::V,танути,иреү
821,schmelzen::V,плавитися,иреү
822,trocknen::V,сохнути,кибеү
823,sieden::V,кипіти,ҡайнау
824,faulen::V,гнити,сереу
825,verfaulen::V,згнити,сереу
826,reißen::V,рватися,өҙөү
827,reißen::V,рватися,йыртылыу
828,versinken::V,тонути,батыу
829,vergehen::V,проходити,үтеү
830,erscheinen::V,з’явитися,килеп сығыу
831,verschwinden::V,щезнути,юғалыу
832,verschwinden::V,зникнути,юғалыу
833,sinken::V,спадати,түбәнәйеү
834,abnehmen::V,поменшитися,кәметеү
835,zunehmen::V,збільшуватися,артыу
836,steigen::V,підніматися,күтәрелеү
837,wachsen::V,рости,үҫеү
838,glänzen::V,блищати,ялтырау
839,funkeln::V,блискати,баҙлау
840,lärmen::V,шуміти,шаулау
841,läuten::V,дзвонити,ҡағыу
842,klingeln::V,дзвонити,ҡағыу
843,klingeln::V,дзвонити,шылтыратыу
844,klirren::V,дзвякати,шылтыратыу
845,brausen::V,бушувати,ҡотороноу
846,rauschen::V,шелестіти,шыптырлау
847,klingen::V,лунати,яңғырау
848,klingen::V,звучати,яңғырау
849,bellen::V,гавкати,өрөү
850,heulen::V,вити,олоу
851,blasen::V,дунути,өрөү
852,pfeifen::V,свистіти,һызғырып ебәреү
853,schreien::V,кричати,ҡысҡырыу
854,stöhnen::V,стогнати,уңғырашыу
855,zittern::V,тремтіти,ҡалтырау
856,leben::V,жити,йәшәү
857,geboren werden::V,народитися,тыуыу
858,atmen::V,дихати,тын алыү
859,trinken::V,пити,эсеү
860,essen::V,їсти,ашау
861,schlucken::V,ковтати,йотоу
862,müde werden::V,втомитися,арыу
863,einschlafen::V,заснути,йоҡлап китеү
864,schlafen::V,спати,йоҡлау
865,aufwachen::V,прокинутися,уяныу
866,aufstehen::V,встати,тороу
867,sich erholen::V,відпочивати,ял итеү
868,krank werden::V,захворіти,сирләү
869,krank sein::V,хворіти,сирләү
870,schmerzen::V,боліти,ауыртыу
871,husten::V,кашляти,йүтәлләү
872,genesen::V,одужати,һауығыу
873,genesen::V,видужати,һауығыу
874,sterben::V,померти,үлеү
875,umkommen::V,згинути,һәләк булыу
876,sich bewegen::V,рухатися,хәрәкәт итеү
877,sich rühren::V,ворушитися,ҡуҙғалыу
878,sich erheben::V,встати,тороу
879,sich setzen::V,сісти,ултырыу
880,hinfallen::V,упасти,ҡолау
881,laufen::V,ходити,йөрөү
882,schreiten::V,крокувати,атлау
883,spazierengehen::V,гуляти,ял итеп йороү
884,eilen::V,спішити,ашығыу
885,eilen::V,спішити,ҡабаланыу
886,sich beeilen::V,поспішати,ашығыу
887,sich beeilen::V,поспішати,ҡабаланыу
888,sausen::V,мчатися,елеү
889,rennen::V,бігати,йүгеп йөрөү
890,springen::V,скакати,һикереү
891,springen::V,стрибати,һикереү
892,klettern::V,лазити,үрмәләү
893,klettern::V,лазити,үрмәләп менеү
894,schaukeln::V,гойдатися,сайҡалыу
895,kriechen::V,повзати,шыуышыу
896,schwimmen::V,пливти,йоҙөү
897,schwimmen::V,плавати,йоҙөү
898,tauchen::V,пірнати,сумыу
899,rudern::V,гребти,ишеү
900,rudern::V,веслувати,ишеү
901,fahren::V,їхати,йөрөү
902,fliegen::V,літати,осоу
903,gehen::V,іти,барыу
904,weggehen::V,піти,китеү
905,abfahren::V,від’їхати,сығыу
906,abfahren::V,відправитися,сығыу
907,anhalten::V,зупинитися,тукталыу
908,hineingehen::V,входити,инеү
909,eintreten::V,увійти,инеү
910,kommen::V,прийти,килеү
911,ankommen::V,прибути,килеү
912,zurückkommen::V,повернутися,ҡайтыу
913,bleiben::V,залишитися,ҡалыу
914,warten::V,чекати,көтөп тороу
915,erwarten::V,чекати,көтөү
916,suchen::V,шукати,эҙләү
917,finden::V,знайти,табыу
918,versuchen::V,випробовувати,тырышып ҡарау
919,vorbereiten::V,підготувати,әҙерләү
920,lieben::V,любити,яратыу
921,mögen::V,любити,һөйөү
922,mögen::V,любити,яратыу
923,mögen::V,подобатися,һөйөү
924,mögen::V,подобатися,яратыу
925,lachen::V,сміятися,көлөү
926,rühren::V,розчулити,ҡағылыу
927,weinen::V,плакати,илау
928,schimpfen::V,лаятися,һүгенеү
929,schimpfen::V,лаятися,тиргәнеү
930,schimpfen::V,лаятися,һуҡраныу
931,sich ärgern::V,сердитися,асыуланыу
932,sich fürchten::V,боятися,ҡурҡыу
933,fürchten::V,боятися,ҡурҡыу
934,fliehen::V,тікати,ҡасыу
935,flüchten::V,утекти,ҡасыу
936,sehen::V,бачити,күреү
937,anschauen::V,поглянути,ҡарау
938,ansehen::V,дивитися на,ҡарау
939,ansehen::V,дивитися на,тикшереү
940,hören::V,чути,ишетеү
941,zuhören::V,слухати,тыңлау
942,probieren::V,покуштувати,татыу
943,riechen::V,нюхати,еҫкәү
944,fühlen::V,відчувати,тойоу
945,scheinen::V,здаватися,кеүек күренеү
946,scheinen::V,здаватися,тойолоу
947,zu sehen sein::V,виднітися,күренеү
948,vernehmen::V,почути,ишетеү
949,frieren::V,мерзнути,туңыү
950,tun::V,робити,яһау
951,tun::V,робити,әшләү
952,können::V,могти,алыу
953,können::V,могти,мөмкин булыу
954,wollen::V,хотіти,теләү
955,anfangen::V,почати,башлау
956,beenden::V,закінчити,бөтөрөү
957,beenden::V,закінчити,тамамлау
958,aufhören::V,перестати,туктау
959,gelingen::V,вдатися,уңышлы булыу
960,geraten::V,опинитися,булып сығыу
961,öffnen::V,відкрити,асыу
962,schließen::V,закрити,йомоу
963,stellen::V,поставити,ҡуйыу
964,setzen::V,посадити,урынлаштырыу
965,legen::V,класти,һалыу
966,berühren::V,чіпати,тейеү
967,berühren::V,чіпати,ҡағылыу
968,verbinden::V,зв’язати,ҡушыу
969,verbinden::V,зв’язати,бәйләү
970,bedecken::V,покрити,ҡаплау
971,aufhängen::V,повісити,элеү
972,anzünden::V,запалити,тоҡандырыу
973,aufheben::V,підняти,мендереү
974,zurücklassen::V,залишити,ҡалдырыу
975,verlieren::V,загубити,юғалтыу
976,fallen lassen::V,упустити,төшөрөп ебәреү
977,machen::V,зробити,яһау
978,machen::V,зробити,эшләү
979,herstellen::V,виготовити,эшләп сығарыу
980,bauen::V,будувати,төҙөү
981,reparieren::V,лагодити,төҙәтеү
982,verbessern::V,поліпшити,яҡшыртыу
983,ändern::V,змінити,үҙгәртеү
984,graben::V,копати,ҡаҙыу
985,beugen::V,зігнути,бөгөү
986,biegen::V,погнути,бөгөү
987,drehen::V,вертіти,өйрөлтөү
988,drehen::V,вертіти,әйләндереү
989,wenden::V,повернути,әйләндереү
990,umdrehen::V,перевернути,түңкәреү
991,heben::V,піднімати,күтәреү
992,heben::V,піднімати,мендереү
993,hochheben::V,підняти,күтәреү
994,ergreifen::V,схопити,тотоп алыу
995,halten::V,тримати,тотоу
996,drücken::V,натискати,ҡыҫыу
997,schieben::V,пхати,этеү
998,schieben::V,пхати,төртөү
999,schieben::V,штовхати,этеү
1000,schieben::V,штовхати,төртөү
1001,kratzen::V,шкребти,ҡырыу
1002,lecken::V,лизати,ялау
1003,beißen::V,кусати,тешләү
1004,abreißen::V,відірвати,өҙөү
1005,abschneiden::V,відрізати,ҡырҡыу
1006,binden::V,в’язати,бәйләү
1007,stecken::V,увіткнути,ҡаҙау
1008,brechen::V,зламати,боҙоу
1009,klopfen::V,стукати,шаҡылдау
1010,hauen::V,бити,туҡмау
1011,kleben::V,клеїти,йәбештереү
1012,reiben::V,терти,ыуыу
1013,reiben::V,терти,ышҡыу
1014,streichen::V,намазати,яғыу
1015,schleifen::V,точити,үткерләү
1016,schneiden::V,різати,ҡырҡыу
1017,rütteln::V,хитати,һелкетеү
1018,schütteln::V,трясти,һелкетеү
1019,schwenken::V,махати,болғау
1020,schütten::V,налити,ҡойоу
1021,füllen::V,наповнити,тултырыу
1022,einwickeln::V,загорнути,төрөү
1023,tragen::V,нести,алып барыу
1024,schleppen::V,тягти,һөйрәү
1025,ziehen::V,тягнути,тартыу
1026,aufbewahren::V,зберігати,һаҡлау
1027,werfen::V,кидати,ырғытыу
1028,fangen::V,ловити,тотоу
1029,packen::V,схопити,етеү
1030,packen::V,схопити,тотоп алыу
1031,verstecken::V,сховати,йәшереү
1032,teilen::V,розділити,бүлеү
1033,schicken::V,посилати,ебәреү
1034,bringen::V,принести,килтереү
1035,hinzufügen::V,додати,өтәү
1036,bekommen::V,дістати,алыу
1037,erhalten::V,одержати,алыу
1038,nehmen::V,взяти,алыу
1039,wählen::V,вибрати,һайлаү
1040,auswählen::V,відібрати,һайлап алыу
1041,bewahren::V,зберегти,һаҡлау
1042,behindern::V,перешкоджати,тотҡарлыҡ яһау
1043,verderben::V,зіпсувати,боҙоу
1044,beschädigen::V,зашкодити,боҙоу
1045,zerbrechen::V,розбити,ҡыйратыу
1046,zerreißen::V,розірвати,йыртыу
1047,zerstören::V,зруйнувати,емереү
1048,verbrennen::V,спалити,үртәү
1049,geben::V,дати,биреү
1050,reichen::V,передати,биреү
1051,schenken::V,дарувати,бүләк итеү
1052,versprechen::V,обіцяти,вәғәҙә биреү
1053,wünschen::V,бажати,теләу
1054,loben::V,хвалити,маҡтау
1055,küssen::V,цілувати,үбеү
1056,wiegen::V,качати,бәүетеү
1057,wiegen::V,качати,тирбәтеү
1058,zudecken::V,накрити,ҡаплау
1059,wecken::V,розбудити,уятыу
1060,zeigen::V,показати,күрһәтеү
1061,führen::V,вести,етәкләү
1062,lehren::V,вчити,уҡытыу
1063,lehren::V,вчити,өйрәтеү
1064,unterrichten::V,викладати,уҡытыу
1065,aufziehen::V,виховати,тәрбиәле
1066,leiten::V,керувати,етәкләү
1067,leiten::V,керувати,етәкселек итеү
1068,antreiben::V,підганяти,ашыҡтырыу
1069,lassen::V,змусити,мәжбүр итеү
1070,einladen::V,запросити,саҡырыу
1071,vereinigen::V,об’єднати,берләштереү
1072,besuchen::V,завітати,килеп сығыу
1073,besuchen::V,відвідати,килеп сығыу
1074,treffen::V,зустріти,тойоү
1075,treffen::V,зустріти,осратыу
1076,treffen::V,зустріти,ҡаршылау
1077,sich versammeln::V,зібратися,йыйылыу
1078,spielen::V,грати,тартыу
1079,singen::V,співати,йырлау
1080,tanzen::V,танцювати,бейеү
1081,sich trennen::V,розлучитися,айырылышыу
1082,verlassen::V,покинути,ташлау
1083,verlassen::V,покинути,ташлап китеү
1084,retten::V,врятувати,ҡотҡарыу
1085,bewachen::V,охороняти,һаҡлау
1086,schützen::V,уберігати,һаҡлау
1087,verteidigen::V,захистити,яҡлау
1088,sich schlagen::V,битися,һуғышыу
1089,sich schlagen::V,дратися,һуғышыу
1090,schießen::V,стріляти,атыу
1091,siegen::V,перемогти,еңеү
1092,ärgern::V,сердити,асыуландырыу
1093,schlagen::V,ударити,бәреү
1094,schlagen::V,ударити,туҡмау
1095,treten::V,штовхати,тибеү
1096,treten::V,штовхати,типкеләү
1097,stechen::V,вколоти,сәнсеү
1098,stoßen::V,штовхнути,этеү
1099,stoßen::V,штовхнути,төртөү
1100,stehlen::V,украсти,урлау
1101,stören::V,перешкодити,ҡамасаулау
1102,belästigen::V,докучати,бимазалау
1103,belästigen::V,докучати,ҡамасаулау
1104,verbergen::V,сховати,йәшереү
1105,täuschen::V,обдурити,ултыртыу
1106,betrügen::V,зшахраювати,алдау
1107,töten::V,убити,үлтереү
1108,wohnen::V,жити,йәшәү
1109,wohnen::V,мешкати,йәшәү
1110,arbeiten::V,працювати,эшләү
1111,sammeln::V,зібрати,йыйыу
1112,pflücken::V,зривати,өҙөү
1113,jagen::V,полювати,аулау
1114,fischen::V,рибалити,аулау
1115,fassen::V,піймати,тотоу
1116,hüten::V,пасти,көтөү
1117,treiben::V,гнати,ҡыуыу
1118,anbinden::V,прив’язати,бәйләү
1119,füttern::V,годувати,ашатыу
1120,füttern::V,харчувати,ашатыу
1121,melken::V,доїти,һауыү
1122,hacken::V,рубати,турау
1123,hacken::V,рубати,тапау
1124,gießen::V,полити,ҡойоу
1125,reifen::V,дозріти,өлғөрөү
1126,zubereiten::V,зготовити,бешереү
1127,zubereiten::V,приготувати,бешереү
1128,kochen::V,варити,бешереү
1129,kochen::V,готувати,бешереү
1130,backen::V,пекти,бешереү
1131,braten::V,смажити,ҡурыу
1132,umrühren::V,переміщати,ҡатнаштырыу
1133,stricken::V,в’язати,бәйләү
1134,nähen::V,шити,тегеү
1135,färben::V,пофарбувати,буяу
1136,reinigen::V,очистити,таҙартыу
1137,waschen::V,мити,йыуыу
1138,abwischen::V,витерти,һөртөү
1139,spülen::V,полоскати,сайҡау
1140,fegen::V,підмітати,һепереү
1141,kehren::V,мести,һепереү
1142,baden::V,купатися,һыу инеү
1143,sich waschen::V,митися,йыуыныу
1144,ausziehen::V,зняти,сисеү
1145,anziehen::V,надіти,кейеү
1146,sich anziehen::V,одягтися,кейенеү
1147,sich anziehen::V,одягнутися,кейенеү
1148,kämmen::V,зачесати,тарау
1149,schmücken::V,оздобити,биҙәү
1150,sagen::V,сказати,әйтеү
1151,sprechen::V,говорити,әйтеү
1152,sprechen::V,говорити,һөйләшеү
1153,reden::V,розмовляти,һөйләшеү
1154,sich unterhalten::V,бесідувати,әңгәмәләшеү
1155,fragen::V,запитати,һорау
1156,bitten::V,просити,үтенеү
1157,erzählen::V,розповісти,һөйләү
1158,mitteilen::V,повідомити,әйтеү
1159,nennen::V,назвати,атау
1160,nennen::V,назвати,исемләү
1161,rufen::V,кликати,саҡырыу
1162,prahlen::V,хвалитися,маҡтаныу
1163,prahlen::V,хвалитися,шапырыныу
1164,übersetzen::V,перекласти,тәржемә итеү
1165,denken::V,думати,уйлау
1166,denken::V,мислити,уйлау
1167,glauben::V,вірити,ышаныу
1168,bemerken::V,помітити,күреү
1169,erkennen::V,пізнати,таныу
1170,begreifen::V,осягнути,аңлау
1171,verstehen::V,почути,аңлау
1172,lernen::V,навчатися,өйрәнеү
1173,wissen::V,знати,белеү
1174,sich erinnern an::V,пам’ятати,хәтергә алыу
1175,vergessen::V,забути,онотоу
1176,messen::V,міряти,үлсәү
1177,zählen::V,лічити,һанау
1178,rechnen::V,рахувати,һанау
1179,lesen::V,читати,уҡыу
1180,malen::V,малювати,һүрәт яһау
1181,malen::V,малювати,рәсем төшөрөү
1182,zeichnen::V,рисувати,һүрәт яһау
1183,zeichnen::V,рисувати,рәсем төшөрөү
1184,schreiben::V,писати,яҙыу
1185,besitzen::V,мати,биләү
1186,kaufen::V,купити,һатып алыу
1187,verkaufen::V,продати,һатыу
1188,bezahlen::V,заплатити,түләү
1189,zahlen::V,платити,түләү
1190,beherrschen::V,володіти,биләү
1191,ertragen::V,витерпіти,түҙеү
