,Concept_ID,mrj,ku
752,hinab::ADV,ӱлӹкӹ,berjêr
753,hinab::ADV,лӹвӓкӹ,berjêr
754,oben::ADV,вӹлнӹ,banî
755,hinauf::ADV,кӱшкӹлӓ,banî
756,hinauf::ADV,кӱш,banî
757,überall::ADV,йӹлт,li her derê
758,überall::ADV,цилӓ вӓре,li her derê
759,nicht::ADV,уке,ne
760,nicht::ADV,уке,nîn
761,nicht::ADV,уке,tine
762,ein wenig::ADV,изиш,hebkî
763,ein wenig::ADV,иклаштык,hebkî
764,kaum::ADV,цылик,tema
765,kaum::ADV,цылик,himangi
766,kaum::ADV,чучок-чучок,tema
767,kaum::ADV,чучок-чучок,himangi
768,sehr::ADV,чоте,gelek
769,so::ADV,тенге,weha
770,so::ADV,тенгелӓ,weha
771,noch::ADV,мол,hêj
772,noch::ADV,мол,dîsa
773,noch::ADV,моло,hêj
774,noch::ADV,моло,dîsa
775,nur::ADV,веле,tenê
776,nur::ADV,веле,bes
777,schon::ADV,уже,hew
778,schon::ADV,ӹнде,hew
779,wieder::ADV,уэш,jar din
780,wieder::ADV,уэш,dîsa
781,vergebens::ADV,зря,deya çun
782,vergebens::ADV,зря,îfleh bûn
783,vergebens::ADV,ӹзрӓ,deya çun
784,vergebens::ADV,ӹзрӓ,îfleh bûn
785,vergebens::ADV,ӹзӹрӓ,deya çun
786,vergebens::ADV,ӹзӹрӓ,îfleh bûn
787,vor::PRP,анзыц,li ber
788,vor::PRP,анзыцын,li ber
789,hinter::PRP,шайылан,li pişt
790,hinter::PRP,шайылный,li pişt
791,unter::PRP,лӹвӓкӹ,li bin
792,durch::PRP,вашт,kura
793,neben::PRP,сага,li ba
794,zwischen::PRP,лош,nabeyne
795,zwischen::PRP,лош,di nav...da
796,zwischen::PRP,лошкы,nabeyne
797,zwischen::PRP,лошкы,di nav...da
798,wegen::PRP,мычыц,ji bo
799,wegen::PRP,мычыц,ji ber
800,dies::PRN,тидӹ,ev
801,dies::PRN,ти,ev
802,das::PRN,тидӹ,ev
803,das::PRN,ти,ev
804,alles::PRN,цилӓ,hemû
805,ich::PRN,мый,ez
806,du::PRN,тӹнь,tu
807,er::PRN,тӹдӹ,wî
808,wir::PRN,мӓ,êm
809,ihr::PRN,вӓ,hûn
810,sie::PRN,нӹнӹ,we
811,was::FPRN,ма,çi
812,wer::FPRN,кӱ,ki
813,wo::FADV,кышан,li ku dere
814,wo::FADV,кыштакен,li ku dere
815,wohin::FADV,кышкы,li ku dere
816,wie::FADV,кыце,çawa
817,warum::FADV,малын,çima
818,wieviel::FNUM,кынар,çend
819,wieviel::FNUM,кынары,çend
820,wieviel::FNUM,кынаркы,çend
821,eins::NUM,иктӹ,yek
822,eins::NUM,иктӹт,yek
823,zwei::NUM,кок,didu
824,zwei::NUM,кокты,didu
825,drei::NUM,кым,sisê
826,drei::NUM,кымыт,sisê
827,vier::NUM,нӹл,çar
828,fünf::NUM,вӹц,penç
829,sechs::NUM,куд,şeş
830,sechs::NUM,кудытмозн,şeş
831,sieben::NUM,шӹм,heft
832,sieben::NUM,шӹмӹт,heft
833,acht::NUM,кӓндӓкш,heşt
834,acht::NUM,кӓндӓкшӹ,heşt
835,neun::NUM,ӹндекшшӱдӹ,neh
836,zehn::NUM,лу,deh
837,elf::NUM,луатик,yazdeh
838,elf::NUM,луатиктӹ,yazdeh
839,zwölf::NUM,луаткок,diwazdeh
840,zwölf::NUM,луаткокты,diwazdeh
841,zwanzig::NUM,коклы,bîst
842,dreißig::NUM,кымлы,sih
843,vierzig::NUM,нӹллӹ,çil
844,fünfzig::NUM,вӹцлӹ,pençi
845,sechzig::NUM,кудлу,şêst
846,siebzig::NUM,шӹмлу,heftê
847,achtzig::NUM,кӓндӓкшлу,heştê
848,neunzig::NUM,ӹндекшлу,nod
849,hundert::NUM,шӱдӹ,sêd
850,tausend::NUM,тӹжем,hezar
851,und::CNJ,дöн,û
852,oder::CNJ,льывы,an
853,oder::CNJ,льывы,yan
854,stehen::V,шалшаг,sekinîn
855,sitzen::V,шӹнзӓш,rûniştin
856,liegen::V,киӓш,paldan
857,hängen::V,кечӓш,darve kirin
858,werden::V,шагалаш,bûn
859,passieren::V,ӹштӓ́лтӓш,hatin holê
860,passieren::V,ӹштӓ́лтӓш,hatin serê kesî
861,beginnen::V,тӹнгӓлӓлтӓш,li dest pêkirin
862,enden::V,пӹтӓш,xalas bû
863,wechseln::V,весемӓш,guherandin
864,wechseln::V,весемӓш,dêgiş kirin
865,wechseln::V,весемӓлтӓш,guherandin
866,wechseln::V,весемӓлтӓш,dêgiş kirin
867,aufgehen[Sonne]::V,авараш,hilatin
868,untergehen[Sonne]::V,шӹ́нзӓш,çun ava
869,scheinen[Sonne]::V,сотемдӓрӓш,şewk de
870,donnern::V,хӹдӹртӓш,gire-gir
871,wehen::V,ӹфӹлӓш,ba le de
872,strömen::V,йогащ,xwe girtin
873,fließen::V,йогащ,herikîn
874,sich drehen::V,пöрдӓш,xwe zivirandin
875,schwanken::V,лыпшалташ,hejandin
876,schwingen::V,кӓчӓйӓш,libakirin
877,fallen::V,кенвазаш,ketin
878,fallen::V,шынгалташ,ketin
879,brennen::V,йылаш,şewitîn
880,rauchen::V,шыпшаш,kişandin
881,regnen::V,юраш,bahran tê
882,gefrieren::V,гӓш,qefilandin
883,gefrieren::V,кӹлмаш,qefilandin
884,tauen::V,шылаш,helandin
885,schmelzen::V,шӹрӓнӓш,helandin
886,trocknen::V,кошкаш,zuwabûn
887,sieden::V,шолаш,kelîn
888,faulen::V,шӱӓш,xerabûn
889,verfaulen::V,йӓнгӓрӓлтӓш,xerabûn
890,reißen::V,кышкедӓлтӓш,jêkirin
891,versinken::V,ва́лаш,xerq bûn
892,vergehen::V,эртӓш,derbas bûn
893,erscheinen::V,каяш,peyda bûn
894,verschwinden::V,ямаш,wendabûn
895,sinken::V,пычаш,noq bûn
896,abnehmen::V,чӹдемӓш,kêm bûn
897,abnehmen::V,кöтӹргӓш,kêm bûn
898,zunehmen::V,когоэмӓш,qelew bûn
899,steigen::V,лӱлта́лташ,hildan
900,wachsen::V,кушкаш,mezin bûn
901,glänzen::V,йӹлгӹжӓш,biriqîn
902,funkeln::V,валгалташ,çikisîn
903,lärmen::V,юкланаш,guşîn
904,läuten::V,цоргаш,lê de
905,klingeln::V,цоргаш,sîl dan
906,klingeln::V,цоргаш,ringerin
907,klirren::V,цонгырталгаш,zingzing hat
908,brausen::V,ышдымыла́наш,guşîn
909,rauschen::V,шу́жгаш,guşîn
910,klingen::V,йо́нгаш,deng pe ketin
911,bellen::V,опташ,kewtîn
912,heulen::V,урмыжаш,ûrîn
913,blasen::V,ӹфӹлӓш,puf kirin
914,pfeifen::V,ши́шкаш,fîkandin
915,schreien::V,уташ,qîrîn
916,schreien::V,саслаш,qîrîn
917,schreien::V,варгынзаш,qîrîn
918,stöhnen::V,ӹнгӹрӓш,nalîn
919,zittern::V,цӹтӹрӓш,hejîn
920,leben::V,ӹлӓш,jihîn
921,geboren werden::V,шачаш,hatin dinyê
922,geboren werden::V,шачаш,bûn
923,atmen::V,шӱлӓш,hilmijîn
924,trinken::V,йӱӓш,vexwarin
925,essen::V,качкаш,xwarin
926,schlucken::V,нелӓш,daqulbandin
927,müde werden::V,янгылаш,betilîln
928,müde werden::V,янгылаш,qerimîn
929,einschlafen::V,амален кеӓш,razan
930,schlafen::V,амалаш,razan
931,schlafen::V,амалаш,razandin
932,aufwachen::V,понгыжалташ,şiyarbûn
933,aufstehen::V,кӹньӹл шагалаш,rabûn
934,sich erholen::V,кӓнаш,baş bûn
935,krank werden::V,церлӓнен вазаш,nexweş kêt
936,krank sein::V,церлӓнӓш,nexweş bû
937,krank sein::V,ясланаш,nexweş bû
938,krank sein::V,ясыланаш,nexweş bû
939,schmerzen::V,каршташ,êşandin
940,husten::V,кахыраш,kuxin
941,genesen::V,паремӓш,baş bûn
942,genesen::V,тöрлӓнӓш,baş bûn
943,sterben::V,вазын колаш,mirin
944,umkommen::V,пӹтӓш,mirin
945,sich bewegen::V,кашташ,leqîn
946,sich rühren::V,тӓрвӓнӓш,leqîn
947,sich erheben::V,кӹньӹлӓш,rabûn
948,sich setzen::V,шӹнзӓш,runiştin
949,hinfallen::V,кенвазаш,kêtin
950,hinfallen::V,шынгалташ,kêtin
951,laufen::V,кашташ,meşîn
952,schreiten::V,ашкедӓш,meşkirin
953,spazierengehen::V,мадын кашташ,gerandin
954,eilen::V,вӓшкӓш,lezandin
955,sich beeilen::V,вӓшкӓш,zûkirin
956,sich beeilen::V,талашаш,zûkirin
957,sausen::V,хойхаланаш,fîzîn
958,sausen::V,хояш,fîzîn
959,rennen::V,кыргыжаш,baz dan
960,springen::V,тӹршештӓш,hilpekîn
961,klettern::V,ку́заш,hilperikîn
962,schaukeln::V,лыпшалташ,lorandin
963,kriechen::V,авалянаш,xuşandin
964,kriechen::V,ньыжиклӓш,xuşandin
965,schwimmen::V,илӓш,avjenîn
966,tauchen::V,цымаш,qutxuyardin
967,tauchen::V,цымаш,noqîn
968,rudern::V,шуалташ,qaîq ajotin
969,fahren::V,кеӓш,ajotin
970,fliegen::V,чонгештӓш,firîn
971,gehen::V,кеӓш,çûn
972,weggehen::V,кеӓш,çûn
973,abfahren::V,кеӓш,çûyin
974,anhalten::V,цӓрнӓш,rawestîn
975,hineingehen::V,пыраш,ketin hundir
976,eintreten::V,пыраш,têketin
977,kommen::V,толаш,hatin
978,ankommen::V,шоаш,gihan
979,ankommen::V,шоаш,gihîştin
980,zurückkommen::V,пöртӹлӓш,vegerandin
981,bleiben::V,кодаш,sekinîn
982,warten::V,вычаш,payîn
983,erwarten::V,вычаш,payîn
984,suchen::V,кӹчӓлӓш,lêgerîn
985,finden::V,моаш,peyda kirin
986,versuchen::V,путаяш,çeribandin
987,versuchen::V,цацаш,çeribandin
988,vorbereiten::V,поспейӹктӓш,amade kirin
989,lieben::V,яраташ,hez kirin
990,mögen::V,яраташ,dil kirin
991,lachen::V,ваштылаш,kenîn
992,rühren::V,тӓрвӓтӓш,hêjan
993,weinen::V,мӓгӹрӓш,girîn
994,schimpfen::V,свырседӓлӓш,pevçûn
995,sich ärgern::V,шӹдешкӓш,enirîn
996,sich fürchten::V,лӱдӓш,tirsîn
997,fürchten::V,лӱдӓш,tirsin
998,fliehen::V,кыргыжаш,bazdan
999,flüchten::V,кыргыж шӹлӓш,revîn
1000,sehen::V,ужаш,dîtin
1001,anschauen::V,анжалаш,sêr kirin
1002,ansehen::V,анжаш,hesibandin
1003,hören::V,колаш,guhdar jirin
1004,zuhören::V,колышташ,guhdarî kirin
1005,probieren::V,тотештӓш,tehm kirin
1006,probieren::V,подыл анжаш,tehm kirin
1007,riechen::V,ӱпшӹнзӓш,bihn kirin
1008,fühlen::V,шижӓш,hîs kirin
1009,scheinen::V,каяш,xoyer kir
1010,zu sehen sein::V,каяш,diyar bûn
1011,vernehmen::V,колын колташ,bihîstin
1012,frieren::V,кӹлмаш,qerişîn
1013,frieren::V,тӹнгӹргӓш,qerişîn
1014,tun::V,ӹштӓш,kirin
1015,können::V,кердӓш,karin
1016,wollen::V,жалаяш,xwestîn
1017,anfangen::V,тӹнгӓлӓш,dest pêkirin
1018,beenden::V,пӹтӓрӓш,xelas kirin
1019,aufhören::V,цӓрнӓш,xelas kirin
1020,gelingen::V,цӓш лиӓш,çe bûn
1021,geraten::V,лиӓш,qewîmîn
1022,öffnen::V,пачаш,vekirin
1023,schließen::V,чӱчӓш,girtin
1024,stellen::V,шӹндӓш,danîn
1025,setzen::V,шӹндӓш,rûniştin
1026,legen::V,опташ,danîn
1027,legen::V,опташ,razandin
1028,legen::V,пиштӓш,danîn
1029,legen::V,пиштӓш,razandin
1030,berühren::V,тӹкӓлӓш,lêketin
1031,verbinden::V,пидӓш,anîn pê
1032,bedecken::V,леведӓш,sergirtin
1033,aufhängen::V,сӓкӓш,aliqandin
1034,anzünden::V,чӱктӓш,pêxistin
1035,aufheben::V,кузыкташ,hildan
1036,zurücklassen::V,кодаш,hiştin
1037,zurücklassen::V,кодаш,vehiştin
1038,verlieren::V,ямдаш,wendakirin
1039,fallen lassen::V,кенвацтараш,xistin bixe
1040,fallen lassen::V,кенвацтараш,xistin
1041,machen::V,ӹштӓш,kirin
1042,machen::V,ӹштӓш,çêkirin
1043,herstellen::V,йӓмдӹлӓш,çê kirin
1044,herstellen::V,йӓмдӹлӓш,peyda kirin
1045,bauen::V,ӹштӓш,lêkirin
1046,reparieren::V,чиняш,veherînerîn
1047,reparieren::V,алалаш,veherînerîn
1048,verbessern::V,яжоэмден шӹндӓш,sererastkirin
1049,ändern::V,вашталташ,degiş kirin
1050,graben::V,капаяш,kolandin
1051,beugen::V,лывырташ,tewîn
1052,beugen::V,лывырташ,xwar kirin
1053,beugen::V,каклярташ,tewîn
1054,beugen::V,каклярташ,xwar kirin
1055,biegen::V,лывырташ,tewandin
1056,biegen::V,лывырташ,xwarkirin
1057,drehen::V,сӓрӓш,fitilandin
1058,drehen::V,сӓрӹкӓлӓш,fitilandin
1059,wenden::V,сӓрӓлӓш,zivîrin
1060,umdrehen::V,сӓрӓлӓш,vegerandin
1061,heben::V,лӱктӓш,hildan
1062,hochheben::V,кузыкташ,hildan
1063,ergreifen::V,хватяш,dest avêtin
1064,halten::V,кычаш,hîştin
1065,halten::V,кычаш,sekinîn
1066,drücken::V,темдӓш,pêl kirin
1067,schieben::V,шӹкӓш,damdan
1068,kratzen::V,нӹжӓш,xurandin
1069,lecken::V,нылаш,alastin
1070,beißen::V,пыралаш,gez kirin
1071,abreißen::V,кӹрӓш,hilşandin
1072,abreißen::V,кышкед нӓлӓш,hilşandin
1073,abschneiden::V,шулаш,jêkirin
1074,abschneiden::V,лаштыклаш,jêkirin
1075,binden::V,пидӓш,girêdan
1076,stecken::V,шыралаш,têxistin
1077,brechen::V,тодылаш,şikandin
1078,brechen::V,пыдырташ,şikandin
1079,klopfen::V,рушткаш,kutandin
1080,hauen::V,шелӹштӓш,li dan
1081,kleben::V,клейӓш,zeliqîn
1082,kleben::V,клейӓш,şirêz kirin
1083,reiben::V,нӹжӓш,firikandin
1084,streichen::V,шӹрӓш,bax dan
1085,schleifen::V,шымаш,çarkirin
1086,schneiden::V,пӹчкӓш,jêkirin
1087,rütteln::V,мыльгыкташ,hejandin
1088,schütteln::V,цӹтӹртӓш,daweşîn
1089,schütteln::V,мыльгыкташ,daweşîn
1090,schwenken::V,машыяш,têwdan
1091,schütten::V,опталаш,rijandin
1092,füllen::V,темӓш,dagirtin
1093,einwickeln::V,пӹтӹрӓ́лӓш,pêçandin
1094,tragen::V,намалаш,kişandin
1095,tragen::V,намалаш,rajtin
1096,schleppen::V,шӹдӹрӓш,kişandin
1097,ziehen::V,шыпшаш,kişandin
1098,aufbewahren::V,перегӓш,hilandin
1099,werfen::V,кӹшкӓш,avêtin
1100,fangen::V,кычаш,sem kirin
1101,fangen::V,кычаш,girtin
1102,packen::V,хватяш,pê girtin
1103,verstecken::V,шӹлтӓш,hîlanin
1104,teilen::V,пайылаш,parvekirin
1105,schicken::V,колташ,şandin
1106,bringen::V,кандаш,anîn
1107,bringen::V,кандаш,birin
1108,bekommen::V,лыкташ,standin
1109,erhalten::V,получаяш,standin
1110,nehmen::V,налаш,girtin
1111,wählen::V,айыраш,ray dan
1112,auswählen::V,айыраш,bijartin
1113,bewahren::V,перегӓш,rê li ber girtin
1114,bewahren::V,перегӓш,lê xwedî derketin
1115,behindern::V,мешӓйӓш,bara wi
1116,verderben::V,портяш,heram bûn
1117,beschädigen::V,шушырташ,xerab kirin
1118,zerbrechen::V,пыдырташ,şikênandin
1119,zerbrechen::V,пыдырташ,perçe kirin
1120,zerreißen::V,кӹрӓш,qelişandin
1121,zerstören::V,шӓлӓтӓш,hilşandin
1122,verbrennen::V,йылаташ,şewitandin
1123,verbrennen::V,йылалташ,şewitandin
1124,geben::V,пуаш,dan
1125,geben::V,пуаш,dayin
1126,reichen::V,пуаш,besbûn
1127,reichen::V,пуаш,têrkirin
1128,schenken::V,подараш,diyarî kirin
1129,versprechen::V,сöрӓш,soz dan
1130,wünschen::V,жалаяш,dil kirin
1131,loben::V,хваляш,pesinandin
1132,küssen::V,шышшалаш,maçkirin
1133,wiegen::V,лӱнгӓлтӓш,lorandin
1134,wiegen::V,лӱнгӓлтӓш,wezinandin
1135,zudecken::V,пиштӓш,nixumandin
1136,wecken::V,понгыжалтараш,bixwe hesandin
1137,zeigen::V,анжыкташ,şanîdan
1138,führen::V,видӓш,raber kirin
1139,lehren::V,тымдаш,hîn kirin
1140,unterrichten::V,тымдаш,ders dan
1141,aufziehen::V,кушташ,mesinkirin
1142,leiten::V,видӓш,rêberî kirin
1143,leiten::V,вуйлаташ,rêberî kirin
1144,leiten::V,вуйлалташ,rêberî kirin
1145,antreiben::V,талаштараш,bezandin
1146,lassen::V,-ыкт,berdan
1147,lassen::V,-ыкт,hiştin
1148,einladen::V,ӱжӓш,dawet kirin
1149,vereinigen::V,иктештӓш,bi yek kirin
1150,besuchen::V,толаш,mêvan bûn
1151,treffen::V,вӓшлиӓш,rast hatin
1152,treffen::V,вӓшлиӓлтӓш,rast hatin
1153,sich versammeln::V,цымыргаш,li hev çivîn
1154,spielen::V,мадаш,listin
1155,singen::V,мыраш,stran
1156,tanzen::V,кушташ,reqisîn
1157,sich trennen::V,айырлаш,hew berdan
1158,verlassen::V,шуаш,tanê hişt
1159,verlassen::V,шуаш,bêkes
1160,retten::V,ытараш,rihakirin
1161,bewachen::V,оролаш,raçavkirin
1162,schützen::V,перегӓш,hemet kirin
1163,verteidigen::V,перегӓш,paraztin
1164,sich schlagen::V,шидӓлӓш,li hev bezîn
1165,sich schlagen::V,шиэдӓлӓш,li hev bezîn
1166,schießen::V,лӱӓш,agir kirin
1167,siegen::V,сӹнгӓш,biser ketin
1168,ärgern::V,шӹдештӓрӓш,xeyirandin
1169,schlagen::V,пӓрен колташ,lêdan
1170,schlagen::V,пӓрен колташ,lêxistin
1171,schlagen::V,хӹрӹктен колташ,lêdan
1172,schlagen::V,хӹрӹктен колташ,lêxistin
1173,treten::V,чымаш,têlekirin
1174,stechen::V,пышкылаш,têrekirin
1175,stoßen::V,шыркедӓш,lêketin
1176,stehlen::V,шолышт толаш,dizîn
1177,stehlen::V,шолышт толаш,dizî birin
1178,stören::V,ӓрештӹлӓш,aciz kirin
1179,belästigen::V,кӓньӹсӹрлӓндӓрӓш,li tela yeki ketin
1180,belästigen::V,шытырланыкташ,li tela yeki ketin
1181,verbergen::V,шӹлтӓш,veşartin
1182,verbergen::V,шӹлтӓш,kemîndanîn
1183,täuschen::V,алталаш,xapandin
1184,täuschen::V,алталаш,lê zexeli kirin
1185,täuschen::V,аталаш,xapandin
1186,täuschen::V,аталаш,lê zexeli kirin
1187,betrügen::V,мошеньӹчӓйӓш,xapandin
1188,töten::V,пуштын шуаш,kûştin
1189,wohnen::V,ӹлӓш,rûniştin
1190,arbeiten::V,пӓшӓлӓш,kar kirin
1191,arbeiten::V,пӓшӓлӓш,şêxulin
1192,arbeiten::V,ровотаяш,kar kirin
1193,arbeiten::V,ровотаяш,şêxulin
1194,sammeln::V,погаш,komkirin
1195,pflücken::V,кӹрӓш,çinîn
1196,jagen::V,охотничӓйӓш,nêçîr kirin
1197,fischen::V,кол кычаш,masî girtin
1198,fassen::V,кычаш,pê girtin
1199,fassen::V,кычаш,sêm kirin
1200,hüten::V,кӹтӓш,hei jê man
1201,treiben::V,шуруяш,bêherandin
1202,anbinden::V,ялшташ,tewilandin
1203,anbinden::V,ялышташ,tewilandin
1204,füttern::V,пукшаш,xwarine dan lê
1205,melken::V,шыпшылаш,dotin
1206,hacken::V,роаш,kolandin
1207,gießen::V,шӓвӓш,av dan
1208,reifen::V,кӱӓш,kemilîn
1209,reifen::V,поспейӓш,kemilîn
1210,zubereiten::V,йӓмдӹлӓш,çe kirin
1211,kochen::V,шолташ,xwarin çe kirin
1212,kochen::V,шолташ,kelandin
1213,backen::V,кӱктӓш,pijandin
1214,braten::V,жӓрӓш,qelandin
1215,braten::V,жӓрӓш,sor kirin
1216,umrühren::V,намалаш,têvdan
1217,stricken::V,пидӓш,hûnan
1218,nähen::V,ыргаш,kêl kirin
1219,färben::V,пидӓш,boyax kirin
1220,reinigen::V,чиӓлтӓш,paqijkirin
1221,waschen::V,мышкаш,şuştin
1222,abwischen::V,ӹштӓш,pakîj kirin
1223,spülen::V,шӱӓлтӓш,şuştin
1224,fegen::V,ӹштӓш,maliştin
1225,kehren::V,ӹштӓш,maliştin
1226,baden::V,нӱштӹлӓш,serîşûştin
1227,sich waschen::V,мышкылташ,serîşûştin
1228,ausziehen::V,кыдашаш,jê kirin
1229,anziehen::V,чиӓш,pê kirin
1230,sich anziehen::V,чиӓш,xwe kirin
1231,kämmen::V,шерӓш,şeh kirin
1232,schmücken::V,цеверемдӓш,xemilandin
1233,sagen::V,манаш,gotin
1234,sagen::V,манаш,peyivîn
1235,sagen::V,келесӓш,gotin
1236,sagen::V,келесӓш,peyivîn
1237,sprechen::V,манаш,peyivîn
1238,reden::V,шайышташ,axaftin
1239,sich unterhalten::V,хытыраш,hev biştaxilin
1240,sich unterhalten::V,хытыргаш,hev biştaxilin
1241,fragen::V,ядаш,pirsîn
1242,fragen::V,ядаш,pirs kirin
1243,bitten::V,ядаш,tika kirin
1244,erzählen::V,келесӓш,behs kirin
1245,mitteilen::V,попаш,vegotin
1246,mitteilen::V,увертӓш,vegotin
1247,mitteilen::V,увертӓрӓш,vegotin
1248,nennen::V,лӹмдӓш,bi nav kirin
1249,rufen::V,ӱжӓш,bakirin
1250,prahlen::V,хайзаш,pesnê xwe dan
1251,prahlen::V,шаргаланаш,pesnê xwe dan
1252,übersetzen::V,вашташ,qulibandin
1253,übersetzen::V,вашташ,derbas kirin
1254,denken::V,машанаш,fikirîn
1255,glauben::V,ӹнянӓш,bawer bûn
1256,bemerken::V,цаклаш,bala xwe dan
1257,bemerken::V,цаклаш,çac lê ketin
1258,erkennen::V,пӓлӓш,pêhesîn
1259,begreifen::V,ынгылаш,fêmkirin
1260,verstehen::V,ынгылаш,fêmkirin
1261,lernen::V,тыменяш,halmandin
1262,lernen::V,тыменяш,fêrbun
1263,wissen::V,пӓлӓш,zanîn
1264,sich erinnern an::V,ышештӓрӓш,bir bûn
1265,vergessen::V,монден кодаш,ji bir kirin
1266,messen::V,висӓш,pê kanîn
1267,zählen::V,шотаяш,hejmardin
1268,rechnen::V,шотаяш,hesibandin
1269,lesen::V,лыдаш,xwendin
1270,malen::V,рисуяш,rengandin
1271,malen::V,рисуяш,boyax kirin
1272,zeichnen::V,ыдырка́лаш,işaret kirin
1273,schreiben::V,вазаш,nivîsandin
1274,besitzen::V,кы́чаш,hebûn
1275,kaufen::V,нӓлӓш,kirîn
1276,verkaufen::V,выжалаш,firotin
1277,bezahlen::V,тӱлӓш,pere dan
1278,zahlen::V,тӱлӓш,pere dan
1279,zahlen::V,тӱлӓш,dayin
1280,beherrschen::V,кы́чаш,zebt kirin
1281,beherrschen::V,кы́чаш,hukim kirin
1282,ertragen::V,цӹтӓш,bihêzkirin
1283,Linie::N,,xezik
1284,Strich::N,,xezik
1285,jetzt::ADV,,nuha
1286,hinzufügen::V,,dan ser
1287,hinzufügen::V,,li tiştekî zêde kirin
