,Concept_ID,bg,cy
121,Gipfel::N,връх,copa
122,Höhle::N,пещера,ogof
123,Abhang::N,склон,llethr
124,Abhang::N,стръмнина,llethr
125,Quelle::N,извор,tarddiad
126,Quelle::N,извор,ffynhonnell
127,Bach::N,поток,nant
128,Bach::N,поток,afonig
129,Bach::N,поток,cornant
130,Fluss::N,река,afon
131,Ufer::N,бряг,glan
132,Küste::N,бряг,traeth
133,Küste::N,бряг,arfordir
134,Küste::N,крайбрежие,traeth
135,Küste::N,крайбрежие,arfordir
136,Festland::N,суша,tir
137,Meer::N,море,môr
138,Bucht::N,залив,bae
139,Insel::N,остров,ynys
140,Blume::N,цвете,blodyn
141,Gras::N,трева,glaswellt
142,Wurzel::N,корен,gwreiddyn
143,Baum::N,дърво,coeden
144,Stamm::N,стъбло,colfen
145,Stamm::N,стъбло,boncyff
146,Rinde::N,кора,rhisgl
147,Ast::N,клон,cangen
148,Zweig::N,клон,cainc
149,Zweig::N,клон,cangen
150,Blatt::N,лист,deilen
151,Birke::N,бреза,bedwen
152,Kiefer[Baum]::N,бор,pinwydden
153,Weide[Baum]::N,върба,helygen
154,Tanne::N,ела,ffynidwydden
155,Horn::N,рог,corn
156,Feder::N,перо,plufyn
157,Fell::N,кожа,ffwr
158,Flügel::N,крило,adain
159,Klaue::N,нокът,crafanc
160,Kralle::N,нокът,ewin
161,Schwanz::N,опашка,cwt
162,Schwanz::N,опашка,cynffon
163,Ei::N,яйце,wy
164,Nest::N,гнездо,nyth
165,Bau::N,дупка,ffau
166,Tier::N,животно,anifail
167,Herde::N,стадо,praidd
168,Herde::N,стадо,diadell
169,Kuh::N,крава,buwch
170,Bulle::N,бик,tarw
171,Pferd::N,кон,ceffyl
172,Schaf::N,овца,dafad
173,Schwein::N,свиня,mochyn
174,Hund::N,куче,ci
175,Katze::N,котка,cath
176,Bär::N,мечка,arth
177,Eichhörnchen::N,катерица,gwiwer
178,Elch::N,лос,elc
179,Fuchs::N,лисица,cadno
180,Hase::N,заек,ysgyfarnog
181,Maus::N,мишка,llygoden
182,Wolf::N,вълк,blaidd
183,Vogel::N,птица,aderyn
184,Schwarm::N,рой,haid
185,Schwarm::N,рояк,haid
186,Huhn::N,кокошка,cyw
187,Hahn::N,петел,ceiliog
188,Gans::N,гъска,gŵydd
189,Adler::N,орел,eryr
190,Ente::N,патица,hwyad
191,Eule::N,сова,tylluan
192,Kranich::N,жерав,garan
193,Kranich::N,жерав,crychydd
194,Krähe::N,врана,brân
195,Kuckuck::N,кукувица,cog
196,Kuckuck::N,кукувица,cwcw
197,Schwan::N,лебед,alarch
198,Fisch::N,риба,pysgod
199,Barsch::N,костур,draenog
200,Hecht::N,щука,penhwyad
201,Schlange[Tier]::N,змия,neidr
202,Wurm::N,червей,abwydyn
203,Wurm::N,червей,pryf genwair
204,Spinne::N,паяк,cor
205,Spinne::N,паяк,pryf copyn
206,Ameise::N,мравка,morgrugyn
207,Laus::N,въшка,lleuen
208,Mücke::N,комар,gwybedyn
209,Fliege::N,муха,cleren
210,Schmetterling::N,пеперуда,glöyn byw
211,Schmetterling::N,пеперуда,iâr fach yr haf
212,Beere::N,плод,aeronen
213,Apfel::N,ябълка,afal
214,Pilz::N,гъба,madarch
215,Zwiebel::N,лук,nionyn
216,Zwiebel::N,лук,winwnsyn
217,Zwiebel::N,кромид,nionyn
218,Zwiebel::N,кромид,winwnsyn
219,Saat::N,семе,had
220,Korn::N,зърно,grawn
221,Heu::N,сено,gwair
222,Schale::N,кора,croen
223,Schale::N,кора,plisgyn
224,Grube::N,яма,pwll
225,Grube::N,яма,pydew
226,Grube::N,дупка,pwll
227,Grube::N,дупка,pydew
228,Falle::N,примка,magl
229,Schlinge::N,клуп,cwlwm rhedeg
230,Spur::N,диря,ôl
231,Spur::N,следа,ôl
232,Asche::N,пепел,lludw
233,Dreck::N,кал,baw
234,Dreck::N,кал,budreddi
235,Eisen::N,желязо,haearn
236,Gold::N,злато,aur
237,Silber::N,сребро,arian
238,Kohle::N,въглища,glo
239,Glas::N,стъкло,gwydr
240,Lehm::N,глина,clai
241,Sand::N,пясък,tywod
242,Mensch::N,човек,dyn
243,Mann::N,мъж,dyn
244,Frau::N,жена,merch
245,Frau::N,жена,gwraig
246,Kind::N,дете,plentyn
247,Junge::N,момче,hogyn
248,Junge::N,момче,bachgen
249,Mädchen::N,момиче,merch
250,Mädchen::N,момиче,geneth
251,Familie::N,фамилия,teulu
252,Familie::N,фамилия,tylwyth
253,Familie::N,семейство,teulu
254,Familie::N,семейство,tylwyth
255,Großvater::N,дядо,taid
256,Großvater::N,дядо,tad-cu
257,Großmutter::N,баба,nain
258,Großmutter::N,баба,mam-gu
259,Eltern::N,родители,rhieni
260,Vater::N,баща,tad
261,Mutter::N,майка,mam
262,Sohn::N,син,mab
263,Tochter::N,дъщеря,merch
264,Bruder::N,брат,brawd
265,Schwester::N,сестра,chwaer
266,Onkel::N,чичо,ewythr
267,Onkel::N,вуйчо,ewythr
268,Tante::N,леля,modryb
269,Ehemann::N,съпруг,gŵr
270,Ehefrau::N,съпруга,gwraig
271,Freude::N,радост,gorfoledd
272,Gelächter::N,смях,chwerthin
273,Glück::N,щастие,hapusrwydd
274,Kummer::N,тъга,galar
275,Wunsch::N,желание,dymuniad
276,Lust::N,желание,chwant
277,Geist::N,дух,ysbryd
278,Gedanke::N,мисъл,meddwl
279,Gedächtnis::N,памет,cof
280,Verstand::N,ум,meddwl
281,Verstand::N,разум,meddwl
282,Sinn::N,смисъл,ystyr
283,Grund::N,причина,achos
284,Grund::N,причина,rheswm
285,Wahrheit::N,правда,gwir
286,Wahrheit::N,правда,gwirionedd
287,Gespräch::N,разговор,sgwrs
288,Märchen::N,приказка,chwedl werin
289,Erzählung::N,разказ,stori
290,Nachricht::N,вест,neges
291,Nachricht::N,известие,neges
292,Neuigkeit::N,новина,newydd
293,Name::N,име,enw
294,Rätsel::N,гатанка,pos
295,Rede::N,реч,araith
296,Rede::N,слово,araith
297,Sprache::N,език,iaith
298,Stimme::N,глас,llais
299,Wort::N,дума,gair
300,Zeichen::N,знак,arwydd
301,Ruf::N,зов,galwad
302,Lärm::N,шум,trwst
303,Lärm::N,глъчка,trwst
304,Laut::N,звук,sain
305,Ton::N,тон,tôn
306,Lied::N,песен,cân
307,Ruhe::N,тишина,tawelwch
308,Ruhe::N,спокойствие,tawelwch
309,Leute::N,хора,pobl
310,Volk::N,народ,pobl
311,Arbeit::N,труд,gwaith
312,Arbeit::N,работа,gwaith
313,Gast::N,гост,gwestai
314,Geschenk::N,дар,rhodd
315,Geschenk::N,дар,anrheg
316,Geschenk::N,подарък,rhodd
317,Geschenk::N,подарък,anrheg
318,Spiel::N,игра,chwarae
319,Gesellschaft::N,общество,cwmni
320,Hilfe::N,помощ,cymorth
321,Freund::N,приятел,cyfaill
322,Kamerad::N,другар,cydymaith
323,Angelegenheit::N,работа,pwnc
324,Anzahl::N,брой,cyfrif
325,Anzahl::N,количество,cyfrif
326,Art::N,вид,bath
327,Stück::N,къс,darn
328,Stück::N,парче,darn
329,Teil::N,дял,rhan
330,Teil::N,част,rhan
331,Hälfte::N,половина,hanner
332,Kreis::N,кръг,cylch
333,Kreuz::N,кръст,croes
334,Linie::N,черта,llinell
335,Strich::N,щрих,strôc
336,Strich::N,щрих,trawiad
337,Strich::N,черта,strôc
338,Strich::N,черта,trawiad
339,Abstand::N,дистанция,bwlch
340,Abstand::N,дистанция,pellter
341,Abstand::N,разстояние,bwlch
342,Abstand::N,разстояние,pellter
343,Entfernung::N,разстояние,pellter
344,Gegend::N,местност,cylch
345,Platz::N,място,lle
346,Ort::N,място,lle
347,Seite::N,страна,ochr
348,Mitte::N,среда,canol
349,Gegenstand::N,предмет,eitem
350,Sache::N,вещ,peth
351,Rand::N,ръб,cwr
352,Rand::N,ръб,ymyl
353,Kante::N,ръб,min
354,Kante::N,ръб,ymyl
355,Kante::N,кант,min
356,Kante::N,кант,ymyl
357,Ecke::N,ъгъл,cornel
358,Spitze::N,връх,blaen
359,Spitze::N,острие,blaen
360,Ende::N,край,pen
361,Loch::N,дупка,twll
362,Winkel::N,кът,congl
363,Winkel::N,ъгъл,congl
364,Muster::N,десен,patrwm
365,Muster::N,образец,patrwm
366,Größe::N,големина,maint
367,Größe::N,големина,maintioli
368,Länge::N,дължина,hyd
369,Höhe::N,висота,uchder
370,Höhe::N,височина,uchder
371,Gewicht::N,тегло,pwysau
372,Gewicht::N,тежест,pwysau
373,Menge::N,количество,swm
374,Menge::N,количество,maint
375,Haufen::N,куп,pentwr
376,Haufen::N,грамада,pentwr
377,Reihe::N,ред,rhes
378,Reihe::N,редица,rhes
379,Boot::N,лодка,cwch
380,Ruder::N,весло,rhwyf
381,Ruder::N,гребло,rhwyf
382,Schlitten::N,шейна,sled
383,Schlitten::N,шейна,car llusg
384,Ski::N,ски,sgi
385,Lagerfeuer::N,огнище,coelcerth
386,Last::N,товар,llwyth
387,Gang::N,ход,tro
388,Gang::N,вървеж,tro
389,Schritt::N,стъпка,cam
390,Norden::N,север,gogledd
391,Süden::N,юг,de
392,Westen::N,запад,gorllewin
393,Osten::N,изток,dwyrain
394,Holz::N,дърво,pren
395,Brett::N,дъска,bwrdd
396,Brett::N,дъска,astell
397,Stange::N,прът,polyn
398,Stange::N,върлина,polyn
399,Stock::N,прът,ffon
400,Stock::N,прът,brigyn
401,Stock::N,тояга,ffon
402,Stock::N,тояга,brigyn
403,Stab::N,прът,ffon
404,Rohr::N,цев,pibell
405,Rohr::N,тръба,pibell
406,Haus::N,къща,tŷ
407,Heim::N,дом,cartref
408,Ofen::N,печка,stof
409,Fußboden::N,под,llawr
410,Tisch::N,маса,bwrdd
411,Stuhl::N,стол,cadair
412,Wiege::N,люлка,crud
413,Bett::N,легло,gwely
414,Bett::N,креват,gwely
415,Regal::N,рафт,silff
416,Regal::N,етажерка,silff
417,Kiste::N,кутия,bocs
418,Kiste::N,кутия,blwch
419,Kiste::N,сандък,bocs
420,Kiste::N,сандък,blwch
421,Fenster::N,прозорец,ffenestr
422,Tür::N,врата,drws
423,Tor::N,врата,porth
424,Zaun::N,ограда,ffens
425,Dach::N,покрив,to
426,Leiter::N,стълба,ysgol
427,Besen::N,метла,ysgub
428,Spaten::N,лопата,rhaw
429,Schaufel::N,лопата,rhaw
430,Gabel::N,вилица,fforc
431,Löffel::N,лъжица,llwy
432,Messer::N,нож,cyllell
433,Nagel::N,гвоздей,hoel
434,Netz::N,мрежа,gwe
435,Netz::N,мрежа,rhwyd
436,Haken::N,кука,bach
437,Haken::N,закачалка,bach
438,Griff::N,ръчка,carn
439,Griff::N,дръжка,carn
440,Schloss::N,брава,clo
441,Schloss::N,ключалка,clo
442,Bild::N,картина,llun
443,Bild::N,картина,pictiwr
444,Figur::N,фигура,ffigur
445,Puppe::N,кукла,dol
446,Beutel::N,кесия,cwd
447,Bündel::N,връзка,bwndel
448,Bündel::N,връзка,coflaid
449,Tasche::N,чанта,cod
450,Eimer::N,кофа,bwced
451,Eimer::N,кофа,cunnog
452,Deckel::N,капак,caead
453,Deckel::N,похлупак,caead
454,Geschirr::N,съдове,llestri
455,Sack::N,чувал,sach
456,Tasse::N,чаша,cwpan
457,Topf::N,гърне,pot
458,Topf::N,гърне,crochan
459,Topf::N,тенджера,pot
460,Topf::N,тенджера,crochan
461,Kessel::N,котел,tegell
462,Essen::N,ядене,pryd o fwyd
463,Nahrung::N,храна,bwyd
464,Speise::N,ястие,saig
465,Fleisch::N,месо,cig
466,Getreide::N,зърнено храни,ŷd
467,Getreide::N,зърнено храни,llafur
468,Brei::N,каша,uwd
469,Brot::N,хляб,bara
470,Scheibe::N,резен,tafell
471,Fett::N,мазнина,saim
472,Fett::N,мазнина,braster
473,Butter::N,масло,ymenyn
474,Öl::N,олио,olew
475,Öl::N,оливия,olew
476,Salz::N,сол,halen
477,Suppe::N,супа,cawl
478,Honig::N,мед,mêl
479,Milch::N,мляко,llaeth
480,Milch::N,мляко,llefrith
481,Tee::N,чай,te
482,Leder::N,кожа,lledr
483,Wolle::N,вълна,gwlân
484,Stoff::N,плат,lliain
485,Stoff::N,плат,brethyn
486,Stoff::N,материал,lliain
487,Stoff::N,материал,brethyn
488,Nadel::N,игла,nodwydd
489,Faden::N,конец,edau
490,Faden::N,конец,edefyn
491,Knopf::N,копче,botwm
492,Knoten::N,възел,cwlwm
493,Farbe::N,боя,paent
494,Kleidung::N,дрехи,dillad
495,Kleidung::N,дрехи,gwisgoedd
496,Kleidung::N,облекло,dillad
497,Kleidung::N,облекло,gwisgoedd
498,Hemd::N,риза,crys
499,Kragen::N,яка,coler
500,Ärmel::N,ръкав,llawes
501,Hose::N,панталони,trowsus
502,Gürtel::N,пояс,gwregys
503,Gürtel::N,колан,gwregys
504,Mütze::N,каскет,cap
505,Mütze::N,фуражка,cap
506,Schuh::N,обувка,esgid
507,Stiefel::N,ботуш,botasen
508,Ring::N,пръстен,modrwy
509,Band::N,лента,rhuban
510,Band::N,връзка,rhuban
511,Kamm::N,гребен,crib
512,Spiegel::N,огледало,drych
513,Riemen::N,каиш,strap
514,Riemen::N,ремък,strap
515,Schnur::N,връв,llinyn
516,Leine::N,връв,tennyn
517,Leine::N,въже,tennyn
518,Decke::N,покривка,blanced
519,Decke::N,покривка,gwrthban
520,Kissen::N,възглавница,clustog
521,Kissen::N,възглавница,gobennydd
522,Tuch::N,сукно,sgarff
523,Handtuch::N,пешкир,tywel
524,Handtuch::N,пешкир,lliain sychu
525,Handtuch::N,кърпа за лице,tywel
526,Handtuch::N,кърпа за лице,lliain sychu
527,Kraft::N,мощ,grym
528,Kraft::N,сила,grym
529,Stärke::N,сила,nerth
530,Stärke::N,сила,cryfder
531,Gesundheit::N,здраве,iechyd
532,Krankheit::N,болест,afiechyd
533,Krankheit::N,болест,anhwylder
534,Schmerz::N,болка,poen
535,Schmerz::N,болка,gwayw
536,Wunde::N,рана,clwyf
537,Fieber::N,треска,twymyn
538,Fieber::N,температура,twymyn
539,Arznei::N,лек,meddyginiaeth
540,Arznei::N,лекарство,meddyginiaeth
541,Brücke::N,мост,pont
542,Brunnen::N,чешма,ffynnon
543,Brunnen::N,кладенец,ffynnon
544,Weide::N,паша,porfa
545,Weide::N,пасище,porfa
546,Pfad::N,пътека,llwybr
547,Weg::N,път,ffordd
548,Straße::N,шосе,heol
549,Straße::N,шосе,ffordd
550,Dorf::N,село,pentref
551,Stadt::N,град,tref
552,Brief::N,писмо,llythyr
553,Buch::N,книга,llyfr
554,Buchstabe::N,буква,llythyren
555,Zeitung::N,вестник,papur newydd
556,Leben::N,живот,bywyd
557,Tod::N,смърт,marwolaeth
558,Grab::N,гроб,bedd
559,Kirche::N,църква,eglwys
560,Sünde::N,грях,pechod
561,Gott::N,бог,duw
562,Arbeiter::N,работник,gweithiwr
563,Chef::N,шеф,pennaeth
564,Chef::N,началник,pennaeth
565,Meister::N,майстор,meistr
566,Arzt::N,лекар,meddyg
567,Lehrer::N,учител,athro
568,Geld::N,пари,pres
569,Geld::N,пари,arian
570,Geschäft::N,сделка,busnes
571,Laden::N,дюкян,siop
572,Laden::N,магазин,siop
573,Preis::N,цена,pris
574,Ware::N,стока,nwydd
575,Nutzen::N,полза,elw
576,Nutzen::N,полза,budd
577,Nutzen::N,облага,elw
578,Nutzen::N,облага,budd
579,Reichtum::N,богатство,cyfoeth
580,Welt::N,свят,byd
581,Land::N,страна,gwlad
582,Staat::N,щат,gwladwriaeth
583,Staat::N,държава,gwladwriaeth
584,König::N,крал,brenin
585,Macht::N,мощ,grym
586,Macht::N,мощ,awdurdod
587,Macht::N,власт,grym
588,Macht::N,власт,awdurdod
589,Grenze::N,граница,ffin
590,Grenze::N,граница,goror
591,Krieg::N,война,rhyfel
592,Feind::N,враг,gelyn
593,Feind::N,неприятел,gelyn
594,Gewalt::N,сила,ffyrnigrwydd
595,Gewalt::N,насилие,ffyrnigrwydd
596,Kampf::N,борба,brwydr
597,Kampf::N,сражение,brwydr
598,Bogen[Waffe]::N,лък,bwa
599,Pfeil::N,стрела,saeth
600,Gewehr::N,пушка,dryll
601,Fehler::N,грешка,gwall
602,Fehler::N,грешка,camgymeriad
603,Lüge::N,лъжа,celwydd
604,Lüge::N,лъжа,anwiredd
605,Schaden::N,повреда,niwed
606,Schaden::N,повреда,difrod
607,Unglück::N,нещастие,anffawd
608,Schuld::N,вина,bai
609,Alter::N,възраст,oed
610,Schluss::N,край,diwedd
611,Zeit::N,време,amser
612,Tag::N,ден,dydd
613,Tag::N,ден,diwrnod
614,Morgen::N,утро,bore
615,Morgen::N,сутрин,bore
616,Mittag::N,обед,nawn
617,Mittag::N,пладне,nawn
618,Abend::N,вечер,noswaith
619,Nacht::N,нощ,nos
620,Woche::N,седмица,wythnos
621,Monat::N,месец,mis
622,Jahr::N,година,blwyddyn
623,Frühling::N,пролет,gwanwyn
624,Sommer::N,лято,haf
625,Herbst::N,есен,hydref
626,Winter::N,зима,gaeaf
627,Januar::N,януари,Ionawr
628,Februar::N,февруари,Chwefror
629,März::N,март,Mawrth
630,April::N,април,Ebrill
631,Mai::N,май,Mai
632,Juni::N,юни,Mehefin
633,Juli::N,юли,Gorffennaf
634,August::N,август,Awst
635,September::N,септември,Medi
636,Oktober::N,октомври,Hydref
637,November::N,ноември,Tachwedd
638,Dezember::N,декември,Rhagfyr
639,Montag::N,понеделник,dydd Llun
640,Dienstag::N,вторник,dydd Mawrth
641,Mittwoch::N,сряда,dydd Mercher
642,Donnerstag::N,четвъртък,dydd Iau
643,Freitag::N,петък,dydd Gwener
644,Samstag::N,събота,dydd Sadwrn
645,Sonntag::N,неделя,dydd Sul
646,groß::A,едър,mawr
647,groß::A,голям,mawr
648,klein::A,малък,bach
649,klein::A,дребен,bach
650,lang::A,дълъг,hir
651,kurz::A,къс,byr
652,kurz::A,къс,cwta
653,breit::A,широк,llydan
654,schmal::A,тесен,cul
655,dicht::A,гъст,dwys
656,dick[Gegenstand]::A,дебел,trwchus
657,dünn::A,тънък,tenau
658,fein::A,фин,main
659,fein::A,тънък,main
660,fest::A,твърд,cadarn
661,fest::A,плътен,cadarn
662,flach::A,равен,gwastad
663,flach::A,плосък,gwastad
664,glatt::A,гладък,llyfn
665,hart::A,твърд,caled
666,hart::A,корав,caled
667,weich::A,мек,meddal
668,rund::A,кръгъл,crwn
669,spitz::A,островръх,pigfain
670,scharf::A,остър,miniog
671,stumpf::A,тъп,pŵl
672,schwer::A,тежък,trwm
673,schön::A,хубав,teg
674,schön::A,хубав,hardd
675,schön::A,хубав,prydferth
676,schön::A,красив,teg
677,schön::A,красив,hardd
678,schön::A,красив,prydferth
679,heiß::A,жарък,poeth
680,warm::A,топъл,twym
681,warm::A,топъл,cynnes
682,kalt::A,студен,oer
683,kühl::A,хладен,oeraidd
684,frisch::A,свеж,iach
685,feucht::A,влажен,llaith
686,nass::A,мокър,gwlyb
687,trocken::A,сух,sych
688,voll::A,пълен,llawn
689,leer::A,празен,gwag
690,offen::A,откровен,agored
691,geschlossen::A,закрит,caead
692,geschlossen::A,закрит,caeëdig
693,geschlossen::A,затворен,caead
694,geschlossen::A,затворен,caeëdig
695,sauber::A,чист,glân
696,schmutzig::A,мръсен,budr
697,schmutzig::A,мръсен,brwnt
698,roh::A,суров,amrwd
699,reif::A,зрял,aeddfed
700,lecker::A,вкусен,blasus
701,lecker::A,вкусен,danteithiol
702,süß::A,сладък,melys
703,bitter::A,горчив,chwerw
704,sauer::A,кисел,sur
705,hell::A,ясен,disglair
706,hell::A,светъл,disglair
707,dunkel::A,тъмен,tywyll
708,schwarz::A,черен,du
709,weiß::A,бял,gwyn
710,rot::A,червен,coch
711,gelb::A,жълт,melyn
712,blau::A,син,glas
713,grün::A,зелен,gwyrdd
714,grau::A,сив,llwyd
715,bunt::A,шарен,lliwgar
716,bunt::A,пъстър,lliwgar
717,billig::A,евтин,rhad
718,teuer::A,скъп,drud
719,wertvoll::A,ценен,gwerthfawr
720,blind::A,сляп,dall
721,taub::A,глух,byddar
722,kräftig::A,силен,nerthol
723,kräftig::A,силен,grymus
724,stark::A,здрав,cryf
725,stark::A,здрав,cadarn
726,stark::A,силен,cryf
727,stark::A,силен,cadarn
728,schwach::A,слаб,gwan
729,fett::A,тлъст,tew
730,schlank::A,тънък,main
731,schlank::A,строен,main
732,hübsch::A,хубав,tlws
733,böse::A,зъл,drwg
734,dumm::A,глупав,twp
735,faul::A,ленив,diog
736,faul::A,мързелив,diog
737,fleißig::A,прилежен,dyfal
738,geizig::A,скъпернически,crintach
739,geizig::A,скъпернически,cybyddlyd
740,klug::A,умен,deallus
741,klug::A,разумен,deallus
742,geschickt::A,умел,medrus
743,geschickt::A,умел,deheuig
744,geschickt::A,сръчен,medrus
745,geschickt::A,сръчен,deheuig
746,lieb::A,мил,hoff
747,lieb::A,мил,annwyl
748,lieb::A,драг,hoff
749,lieb::A,драг,annwyl
750,lustig::A,весел,llon
751,sanft::A,нежен,mwyn
752,sanft::A,кротък,mwyn
753,hungrig::A,гладен,newynog
754,krank::A,болен,sâl
755,krank::A,болен,gwael
756,nackt::A,гол,noeth
757,traurig::A,тъжен,trist
758,traurig::A,печален,trist
759,lebendig::A,жив,yn fyw
760,gut::A,добър,da
761,schlecht::A,лош,drwg
762,schlecht::A,лош,gwael
763,richtig::A,правилен,cywir
764,schlimm::A,лош,enbyd
765,wahr::A,верен,gwir
766,wahr::A,истински,gwir
767,alt::A,стар,hen
768,alt::A,древен,hen
769,neu::A,нов,newydd
770,ehemalig::A,бивш,blaenorol
771,alt[Lebewesen]::A,стар,oedrannus
772,jung::A,млад,ifanc
773,arm::A,беден,tlawd
774,reich::A,богат,cyfoethog
775,bekannt::A,познат,cynefin
776,bekannt::A,познат,cyfarwydd
777,bekannt::A,известен,cynefin
778,bekannt::A,известен,cyfarwydd
779,berühmt::A,почут,enwog
780,berühmt::A,известен,enwog
781,fremd::A,чужд,estron
782,verschieden::A,разен,gwahanol
783,verschieden::A,различен,gwahanol
784,nah::A,близък,agos
785,fern::A,далечен,pell
786,linker::A,ляв,aswy
787,linker::A,ляв,chwith
788,rechter::A,прав,de
789,rechter::A,прав,deau
790,anderer::A,друг,arall
791,erster::A,пръв,cyntaf
792,erster::A,първи,cyntaf
793,zweiter::A,втори,ail
794,dritter::A,трети,trydydd
795,letzter::A,последен,olaf
796,allein::ADV,само,unig
797,allein::ADV,само,ar ei ben ei hun
798,auf einmal::ADV,същевременно,ar yr un pryd
799,zusammen::ADV,заедно,ynghyd
800,zusammen::ADV,заедно,gyda'i gilydd
801,lange::ADV,дълго,amser hir
802,plötzlich::ADV,изведнъж,yn sydyn
803,sofort::ADV,веднага,ar unwaith
804,später::ADV,по-късно,yn ddiweddarach
805,jetzt::ADV,сега,yn awr
806,heute::ADV,днес,heddiw
807,morgen::ADV,утре,yfory
808,bald::ADV,скоро,yn fuan
809,bald::ADV,скоро,gyda hyn
810,dann::ADV,после,yna
811,dann::ADV,после,y pryd hwnnw
812,dann::ADV,тогава,yna
813,dann::ADV,тогава,y pryd hwnnw
814,gestern::ADV,вчера,ddoe
815,einst::ADV,някога,gynt
816,damals::ADV,тогава,ar y pryd
817,damals::ADV,тогава,bryd hynny
818,danach::ADV,после,wedyn
819,danach::ADV,след това,wedyn
820,vorher::ADV,преди,o'r blaen
821,vorher::ADV,преди това,o'r blaen
822,zuerst::ADV,най-напред,yn gyntaf
823,einmal::ADV,веднъж,unwaith
824,einmal::ADV,един път,unwaith
825,manchmal::ADV,понякога,weithiau
826,manchmal::ADV,понякога,ar brydiau
827,oft::ADV,често,yn aml
828,oft::ADV,често,yn fynych
829,immer::ADV,винаги,bob amser
830,niemals::ADV,никога,ni ... byth
