,Concept_ID,mdf,ml
630,geizig::A,кирьжя,പിശുക്കനായ
631,geizig::A,жаднай,പിശുക്കനായ
632,klug::A,ёню,ബുദ്ധിസാമർഥ്യമുള്ള
633,klug::A,пря́ви,ബുദ്ധിസാമർഥ്യമുള്ള
634,geschickt::A,маштозь тиф,പ്രതിഭാശാലി
635,lieb::A,цебярь,പ്രിയപ്പെട്ട
636,lustig::A,ра́хси,ആനന്ദകരമായ
637,sanft::A,сетьме,സൌമ്യമായ
638,hungrig::A,вача,വിശപ്പുള്ള
639,hungrig::A,вачеда,വിശപ്പുള്ള
640,krank::A,сяряди,അസുഖമുള്ള
641,nackt::A,штада,നഡമായ
642,nackt::A,кърхтапа,നഡമായ
643,traurig::A,ла́жнай,വിഷമമുള്ള
644,lebendig::A,эряй,ഉപജീവനം
645,gut::A,пара,നല്ല
646,gut::A,цебярь,നല്ല
647,schlecht::A,кальдяв,മോശമായ
648,richtig::A,виде,ശരിയായ
649,schlimm::A,кальдяв,വൃത്തികെട്ട
650,wahr::A,афкуксонь,ശരിയായ
651,alt::A,ташта,പഴയ
652,neu::A,од,പുതിയ
653,ehemalig::A,и́нгольдень,മുൻ
654,alt[Lebewesen]::A,сире,വയസ്സുള്ള
655,jung::A,од,കൌമാരമായ
656,arm::A,а́шу,പാവപ്പെട്ട
657,reich::A,козя,സമ്പന്നമായ
658,bekannt::A,содаф,പരിചിതമായ
659,berühmt::A,содавикс,പ്രശസ്തനായ
660,fremd::A,лия,വൈദേശികമായ
661,fremd::A,аф содаф,വൈദേശികമായ
662,verschieden::A,аф фкя ла́цонь,വ്യത്യസ്തമായ
663,nah::A,мала,അരികത്തുള്ള
664,nah::A,аф ичкоздень,അരികത്തുള്ള
665,fern::A,и́чкоздень,അകലെയുള്ള
666,fern::A,куна́рдонь,അകലെയുള്ള
667,linker::A,кержи,അവശേഷിച്ച
668,rechter::A,види,വലത്തേ
669,anderer::A,лия,മറ്റുള്ള
670,erster::A,васенце,ആദ്യത്തെ
671,zweiter::A,омбоце,രണ്ടാം
672,dritter::A,колмоце,മൂന്നാമത്
673,letzter::A,ме́кольце,അവസാനത്തെ
674,allein::ADV,ськамонза,തനിച്ചുള്ള
675,auf einmal::ADV,вихцок,ഉടന്
676,zusammen::ADV,марс,ഒരുമിച്ച
677,zusammen::ADV,ма́рса,ഒരുമിച്ച
678,lange::ADV,кува́тьс,നീണ്ട_കാലത്തേയ്ക്ക്
679,plötzlich::ADV,а́пак учт,പെട്ടെന്ന്
680,sofort::ADV,тяникиге,തത്ക്ഷണം
681,später::ADV,ме́ле,പിന്നീട്
682,jetzt::ADV,тяни,ഇപ്പോൾ
683,heute::ADV,тячи,ഇന്ന്
684,morgen::ADV,ва́нды,നാളെ
685,bald::ADV,курок,ഉടനെ
686,dann::ADV,меле,അപ്പോൾ
687,dann::ADV,сяда меле,അപ്പോൾ
688,gestern::ADV,ися́к,ഇന്നലെ
689,einst::ADV,весть,പണ്ടൊരിക്കല്
690,einst::ADV,мзя́рда-бди,പണ്ടൊരിക്കല്
691,damals::ADV,эста,അപ്പോൾ
692,danach::ADV,меле,പിന്നീട്
693,vorher::ADV,инголи,മുൻപ്
694,zuerst::ADV,ва́сенда,ആദ്യം
695,einmal::ADV,весть,ഒരിക്കൽ
696,manchmal::ADV,лия́ста,ചിലപ്പോൾ
697,manchmal::ADV,ко́ста-ко́ста,ചിലപ്പോൾ
698,oft::ADV,си́деста,പലപ്പോഴും
699,immer::ADV,фалу,എപ്പോഴും
700,immer::ADV,най,എപ്പോഴും
701,niemals::ADV,аф мзя́рдонга,ഒരിക്കലും
702,hier::ADV,тяса,ഇവിടെ
703,hierhin::ADV,сей,ഇവിടേക്ക്
704,hierhin::ADV,тяза,ഇവിടേക്ക്
705,von hier::ADV,тя́ста,ഇവിടെനിന്ന്
706,dort::ADV,тоса,അവിടെ
707,dorthin::ADV,тов,അവിടേക്ക്
708,dorthin::ADV,тоза,അവിടേക്ക്
709,geradeaus::ADV,ви́деста,മുമ്പിൽ
710,geradeaus::ADV,ви́деста,മുമന്നോട്ട്
711,vorwärts::ADV,и́нголи,മുന്നോട്ട്
712,rückwärts::ADV,ме́ки,തലതിരിച്ച്
713,zurück::ADV,ме́ки,പുറകിലേക്ക്
714,unten::ADV,ала,താഴെ
715,hinab::ADV,алу,താഴേക്ക്
716,oben::ADV,вяре,മുകളിൽ
717,hinauf::ADV,вяри,മുകളിൽ
718,überall::ADV,се́мбе ва́стова,എല്ലായിടത്തും
719,nicht::ADV,аф,ഇല്ല
720,ein wenig::ADV,аф лама,കുറച്ച്
721,kaum::ADV,а́ньцек,കഷ്ടിച്ച്
722,sehr::ADV,пяк,വളരെ
723,so::ADV,ста́не,അങ്ങനെ
724,noch::ADV,нинге,ഇപ്പോഴും
725,nur::ADV,аньцек,മാത്രം
726,schon::ADV,ни,നേരത്തേ തന്നെ
727,wieder::ADV,та́га,വീണ്ടും
728,vergebens::ADV,стак,വിഫല
729,vor::PRP,инголе,മുമ്പിൽ
730,hinter::PRP,фтала,പുറകിൽ
731,hinter::PRP,мельге,പുറകിൽ
732,unter::PRP,ала,കീഴിൽ
733,durch::PRP,пачк,ഉള്ളിലൂടെ
734,neben::PRP,ваксса,അടുത്ത്
735,zwischen::PRP,ёткса,ഇടയ്ക്ക്
736,wegen::PRP,сюнеда,നിമിത്തം
737,dies::PRN,тя,ഇത്
738,das::PRN,ся,അത്
739,das::PRN,тона,അത്
740,alles::PRN,сембе,എല്ലാം
741,ich::PRN,мон,ഞാൻ
742,du::PRN,тон,നിങ്ങൾ
743,er::PRN,сон,അദ്ദേഹം
744,er::PRN,сон,അയാൾ
745,er::PRN,сон,അവൻ
746,er::PRN,сон,അവർ
747,er::PRN,сон,അവൾ
748,wir::PRN,минь,നമ്മൾ
749,ihr::PRN,тинь,നിങ്ങൾ
750,sie::PRN,синь,അവർ
751,was::FPRN,мезе,എന്ത്
752,wer::FPRN,кие,ആര്
753,wo::FADV,коса,എവിടെ
754,wohin::FADV,ков,എവിടേക്ക്
755,wohin::FADV,коза,എവിടേക്ക്
756,wie::FADV,ко́да,എങ്ങനെ
757,warum::FADV,мес,എന്തുകൊണ്ട്
758,wieviel::FNUM,мзя́ра,എത്ര
759,eins::NUM,фкя,ഒന്ന്
760,zwei::NUM,кафта,രണ്ട്
761,drei::NUM,колма,മൂന്ന്
762,vier::NUM,ниле,നാല്
763,fünf::NUM,вете,അഞ്ച്
764,sechs::NUM,кота,ആറ്
765,sieben::NUM,сисем,ഏഴ്
766,acht::NUM,кафкса,എട്ട്
767,neun::NUM,ве́йхкса,ഒമ്പത്
768,zehn::NUM,кемонь,പത്ത്
769,elf::NUM,кефкие,പതിനൊന്ന്
770,zwölf::NUM,кемгафтува,പന്ത്രണ്ട്
771,zwanzig::NUM,комсь,ഇരുപത്
772,dreißig::NUM,колмогемонь,മുപ്പത്
773,vierzig::NUM,нильге́монь,നാൽപ്പത്
774,fünfzig::NUM,ве́дьгемонь,അൻപത്
775,sechzig::NUM,ко́дгемонь,അറുപത്
776,siebzig::NUM,сизьге́монь,എഴുപത്
777,achtzig::NUM,ка́фксогемонь,എൺപത്
778,neunzig::NUM,ве́йхксогемонь,തൊണ്ണൂറ്
779,hundert::NUM,сяда,നൂറ്
780,tausend::NUM,тёжянь,ആയിരം
781,und::CNJ,и,ഉം
782,und::CNJ,дъ,ഉം
783,oder::CNJ,или,അഥവാ
784,oder::CNJ,али,അഥവാ
785,stehen::V,а́щемс стя́да,നിൽക്കുക
786,sitzen::V,ащемс озада,ഇരിക്കുക
787,liegen::V,ма́дозь а́щемс,കിടക്കുക
788,hängen::V,нюрьгомс,തൂങ്ങുക
789,werden::V,арамс,ആയിത്തീരുക
790,werden::V,тиевомс,ആയിത്തീരുക
791,passieren::V,лисэмс,സംഭവിക്കുക
792,passieren::V,эвондамс,സംഭവിക്കുക
793,beginnen::V,ушедомс,ആരംഭിക്കുക
794,enden::V,лоткамс,അവസാനിപ്പിക്കുക
795,wechseln::V,по́лафнемс,മാറ്റുക
796,aufgehen[Sonne]::V,стямс,ഉയരുക
797,aufgehen[Sonne]::V,лисемс,ഉയരുക
798,untergehen[Sonne]::V,валгомс,അടുക്കി_വയ്ക്കുക
799,scheinen[Sonne]::V,ва́лдоптомс,പ്രകാശിക്കുക
800,donnern::V,торамс,ഇടിവെട്ടുക
801,wehen::V,уфа́мс,വീശുക
802,strömen::V,шудемс,ഒഴുകുക
803,fließen::V,шудемс,ഒഴുകുക
804,sich drehen::V,шаромс,ചുറ്റുക
805,sich drehen::V,шаромс,കറക്കുക
806,schwanken::V,якамс,ഇരുവശത്തേയ്ക്കും_ആടുക
807,schwingen::V,люксемс,ആടുക
808,schwingen::V,нюрьсемс,ആടുക
809,fallen::V,прамс,വീഴുക
810,fallen::V,прашендомс,വീഴുക
811,brennen::V,паломс,കത്തുക
812,rauchen::V,качадомс,പുകയുക
813,regnen::V,пиземс,മഴ_പെയ്യുക
814,gefrieren::V,эйндамс,തണത്ത്_മരവിക്കുക
815,gefrieren::V,кельмомс,തണത്ത്_മരവിക്കുക
816,tauen::V,соламс,അലിയുക
817,schmelzen::V,соламс,ഉരുകുക
818,trocknen::V,коськомс,വരളുക
819,sieden::V,лакамс,തിളപ്പിക്കുക
820,faulen::V,наксадомс,ചീയുക
821,verfaulen::V,наксадомс,അഴുകുക
822,reißen::V,сязевомс,ശബ്ദത്തോടെ_മുറിയുക
823,versinken::V,ваямс,മുക്കുക
824,vergehen::V,ётамс,കടന്നുപോകുക
825,erscheinen::V,эвондамс,പ്രത്യക്ഷപ്പെടുക
826,verschwinden::V,юма́мс,അദൃശ്യമാകുക
827,sinken::V,валгомс,താഴുക
828,abnehmen::V,киремс,കുറിയുക
829,zunehmen::V,ламокстомс,വർദ്ധിക്കുക
830,zunehmen::V,рашнемс,വർദ്ധിക്കുക
831,steigen::V,кеподемс,ഉയരുക
832,wachsen::V,касомс,വളരുക
833,glänzen::V,цинзелдомс,മിന്നുക
834,glänzen::V,цифордомс,മിന്നുക
835,funkeln::V,ци́фтордомс,തിളങ്ങുക
836,lärmen::V,жалнамс,ശബ്ദമുണ്ടാക്കുക
837,läuten::V,гайфтемс,മണിമുഴങ്ങുക
838,klingeln::V,гайфтемс,ചിലമ്പുക
839,klirren::V,ка́нзеркшнемс,കിലുക്കുക
840,brausen::V,жоледемс,മുഴങ്ങുക
841,rauschen::V,вжнамс,അനങ്ങുക
842,rauschen::V,гамнамс,അനങ്ങുക
843,klingen::V,кайгомс,മുഴക്കുക
844,bellen::V,ува́мс,കുരയ്ക്കുക
845,heulen::V,сувомс,ഓരിയിടുക
846,heulen::V,урнамс,ഓരിയിടുക
847,blasen::V,уфа́мс,ഊതുക
848,pfeifen::V,вяшкомс,വിസിലടിക്കുക
849,schreien::V,пешкодомс,ആക്രോശിക്കുക
850,stöhnen::V,куфцемс,അരക്കം
851,stöhnen::V,куфцемс,ആർത്തനാദം
852,zittern::V,таромс,വിറയ്ക്കുക
853,leben::V,эрямс,താമസിക്കുക
854,geboren werden::V,шачемс,ജനിക്കുക
855,atmen::V,ажнамс,ശ്വസിക്കുക
856,trinken::V,симомс,കുടിക്കുക
857,essen::V,ярхцамс,കഴിക്കുക
858,schlucken::V,нилемс,വിഴുങ്ങുക
859,müde werden::V,сиземс,ക്ഷീണിക്കുക
860,einschlafen::V,матодовомс,നിദ്രിക്കുക
861,schlafen::V,удомс,ഉറങ്ങുക
862,aufwachen::V,съргоземс,ഉണരുക
863,aufstehen::V,стямс,എഴുന്നേൽക്കുക
864,sich erholen::V,ваймосемс,വിശ്രമിക്കുക
865,krank werden::V,сярядькстомс,ദീനംപിടിക്കുക
866,krank sein::V,сярядемс,രോഗികളാകുക
867,schmerzen::V,сярядемс,വേദനിക്കുക
868,husten::V,козомс,ചുമയ്ക്കുക
869,genesen::V,пъ́чкамс,സുഖപ്പെടുക
870,sterben::V,куломс,മരിക്കുക
871,umkommen::V,юма́мс,മരിക്കുക
872,sich bewegen::V,шаштомс,സ്ഥലം_മാറുക
873,sich rühren::V,сърхка́мс,ചലിക്കുക
874,sich erheben::V,стямс,നിൽക്കുക
875,sich setzen::V,озамс,ഇരിക്കുക
876,hinfallen::V,прамс,വീഴുക
877,hinfallen::V,сяворемс,വീഴുക
878,laufen::V,якамс,നടക്കുക
879,schreiten::V,молемс,നടക്കുക
880,schreiten::V,аськолямс,നടക്കുക
881,spazierengehen::V,якамс,ഉലാത്തുക
882,eilen::V,эряскодомс,പാഞ്ഞെത്തുക
883,sich beeilen::V,эряскодомс,തിരിക്കുകൂട്ടുക
884,sich beeilen::V,эряскодомс,തിടുക്കം_കാട്ടുക
885,sausen::V,лиемс,കുതിക്കുക
886,rennen::V,арнемс,ഓടുക
887,springen::V,комотнемс,ചാടുക
888,klettern::V,ку́цемс,കയറുക
889,schaukeln::V,нюрямс,ഇളകുക
890,kriechen::V,шаштомс комада,പതുങ്ങികയറുക
891,schwimmen::V,уемс,നീന്തുക
892,tauchen::V,юпиемс,വെള്ളത്തിലേക്ക് ചാടുക
893,tauchen::V,чёпафнемс,വെള്ളത്തിലേക്ക് ചാടുക
894,rudern::V,па́немс ве́неж,തുഴയുക
895,fahren::V,ардомс,വാഹനം ഓടിക്കുക
896,fliegen::V,лиемс,പറക്കുക
897,gehen::V,молемс,പോകുക
898,weggehen::V,тумс,വിടുക
899,abfahren::V,тумс,പുറപ്പെടുക
900,anhalten::V,лоткамс,നിർത്തുക
901,hineingehen::V,сува́мс,പ്രവേശിക്കുക
902,eintreten::V,сува́мс,പ്രവേശിക്കുക
903,kommen::V,самс,വരുക
904,ankommen::V,самс,എത്തിച്ചേരുക
905,ankommen::V,пачкодемс,എത്തിച്ചേരുക
906,zurückkommen::V,мърдамс,തിരിച്ചു വരുക
907,bleiben::V,иля́домс,തുടരുക
908,warten::V,учемс,കാത്തിരിക്കുക
909,erwarten::V,учемс,പ്രതീക്ഷിക്കുക
910,suchen::V,вешемс,തിരയുക
911,finden::V,мумс,കണ്ടെത്തുക
912,versuchen::V,варчсемс,ശ്രമിക്കുക
913,vorbereiten::V,анокламс,തയ്യാറെടുക്കുക
914,lieben::V,кельгомс,സ്നേഹിക്കുക
915,mögen::V,кельгомс,ഇഷ്ടപ്പെടുക
916,lachen::V,рахамс,ചിരിക്കുക
917,lachen::V,рахсемс,ചിരിക്കുക
918,rühren::V,токамс седи,ഹൃദയം സ്പർശിക്കുക
919,weinen::V,авардемс,തേങ്ങുക
920,schimpfen::V,сюцемс,പിറുപിറുക്കുക
921,sich ärgern::V,кяжиямс,കോപിക്കുക
922,sich fürchten::V,пелемс,പേടിക്കുക
923,fürchten::V,пелемс,പേടിക്കുക
924,fliehen::V,ворьгодемс,രക്ഷപ്പെടുക
925,flüchten::V,ша́домс,രക്ഷപ്പെടുക
926,flüchten::V,во́рьгодемс,രക്ഷപ്പെടുക
927,sehen::V,няемс,കാണുക
928,anschauen::V,ваномс,നോക്കുക
929,ansehen::V,ваномс,നോക്കുക
930,hören::V,марямс,കേൾക്കുക
931,zuhören::V,ку́лхдоньомс,ശ്രദ്ധിക്കുക
932,probieren::V,варжамс,രുചിയുള്ളതായി_തോന്നുക
933,riechen::V,никса́мс,മണത്തു_നോക്കുക
934,fühlen::V,марямс,സ്പർശിച്ചറിയുക
935,scheinen::V,ня́евомс,കാണപ്പെടുക
936,zu sehen sein::V,ня́евомс,വെളിച്ചപ്പെടുക
937,vernehmen::V,марямс,കേൾക്കുക
938,frieren::V,паломс,വിറയ്ക്കുക
939,frieren::V,кельмомс,വിറയ്ക്കുക
940,tun::V,тиемс,ചെയ്യുക
941,können::V,маштомс,കഴിയുക
942,wollen::V,-не-,വേണുക
943,anfangen::V,ушедомс,തുടങ്ങുക
944,beenden::V,аде́ламс,പൂർത്തിയാക്കുക
945,aufhören::V,лоткамс,നിർത്തുക
946,gelingen::V,удалакшнемс,വിജയിക്കുക
947,geraten::V,лисемс,പരിണമിക്കുക
948,öffnen::V,панжемс,തുറക്കുക
949,schließen::V,сёлгомс,അടയ്ക്കുക
950,stellen::V,путомс,വയ്ക്കുക
951,setzen::V,озафнемс,വയ്ക്കുക
952,setzen::V,озавтнемс,വയ്ക്കുക
953,legen::V,путомс,ഇടുക
954,berühren::V,токамс,തൊടുക
955,verbinden::V,сотомс,ഘടിപ്പിക്കുക
956,bedecken::V,комачамс,മുടുക
957,bedecken::V,вельхтямс,മുടുക
958,aufhängen::V,повфтамс,കെട്ടിതൂക്കുക
959,anzünden::V,крьвя́стемс,കത്തിക്കുക
960,aufheben::V,кеподемс,പെറുക്കിയെടുക്കുക
961,aufheben::V,касфтомс,പെറുക്കിയെടുക്കുക
962,zurücklassen::V,ка́домс,വച്ചുപോരുക
963,verlieren::V,юма́фтомс,നഷ്ടപ്പെടുക
964,fallen lassen::V,прафтомс,വീഴ്ത്തുക
965,machen::V,тиемс,ഉണ്ടാക്കുക
966,herstellen::V,анокламс,ഉൽപാദിപ്പിക്കുക
967,bauen::V,путомс,നിർമ്മിക്കുക
968,reparieren::V,петемс,നന്നാക്കുക
969,verbessern::V,цебярьгофтомс,മെച്ചപ്പെടുക
970,ändern::V,полафтомс,മാറ്റംവരുത്തുക
971,graben::V,шу́вомс,കുഴിക്കുക
972,graben::V,та́ргамс,കുഴിക്കുക
973,beugen::V,мяндемс,വണങ്ങുക
974,biegen::V,комафтомс,കുനിയുക
975,drehen::V,шо́вамс,തിരിക്കുക
976,drehen::V,ша́рфнемс,തിരിക്കുക
977,wenden::V,ша́рфтомс,തിരിയുക
978,umdrehen::V,шарфтомс,തിരിയുക
979,heben::V,ке́подемс,ഉയർത്തുക
980,hochheben::V,ке́подемс,ഉയർത്തുക
981,hochheben::V,ка́сфтомс,ഉയർത്തുക
982,ergreifen::V,фатямс,ബലമായി_പിടിക്കുക
983,halten::V,кирдемс,പിടിക്കുക
984,drücken::V,люпшта́мс,അമർത്തുക
985,schieben::V,шашфтомс,തള്ളുക
986,kratzen::V,а́нгорямс,ചുരണ്ടുക
987,kratzen::V,киськоря́мс,ചുരണ്ടുക
988,lecken::V,нолсемс,നക്കുക
989,beißen::V,сускомс,കടിക്കുക
990,abreißen::V,сяземс,കീറിക്കളയുക
991,abschneiden::V,керомс,മുറിച്ചുമാറ്റുക
992,binden::V,сотомс,കെട്ടുക
993,stecken::V,сялгомс,തുളയ്ക്കുക
994,brechen::V,си́ннемс,ഉടയുക
995,brechen::V,ка́лафтомс,ഉടയുക
996,klopfen::V,чакамс,തട്ടുക
997,klopfen::V,чакиемс,തട്ടുക
998,hauen::V,шавомс,അടിക്കുക
999,hauen::V,пиксомс,അടിക്കുക
1000,kleben::V,пе́тфнемс,ഒട്ടിക്കുക
1001,reiben::V,шо́вамс,തിരുമ്മിത്തുടയ്ക്കുക
1002,streichen::V,вадемс,പടർത്തുക
1003,schleifen::V,шо́вамс,പൊടിക്കുക
1004,schneiden::V,керомс,മുറിക്കുക
1005,rütteln::V,та́рфтомс,മുട്ടുക
1006,schütteln::V,шука́демс,കുലുക്കുക
1007,schwenken::V,яфодемс,ആടുക
1008,schütten::V,каямс,ഒഴിക്കുക
1009,schütten::V,нюрьхтя́мс,ഒഴിക്കുക
1010,füllen::V,пяшкодемс,നിറയ്ക്കുക
1011,einwickeln::V,тапардамс,പൊതിയുക
1012,tragen::V,кандомс,വഹിക്കുക
1013,schleppen::V,ускомс,വലിച്ചിഴയ്ക്കുക
1014,ziehen::V,ускомс,വലിക്കുക
1015,aufbewahren::V,ванфтомс,വയ്ക്കുക
1016,werfen::V,ёрямс,എറിയുക
1017,fangen::V,кунда́мс,പിടിക്കുക
1018,packen::V,фатямс,തട്ടിപ്പറിക്കുക
1019,verstecken::V,кяшемс,മറയ്ക്കുക
1020,teilen::V,явомс,വിഭജിക്കുക
1021,schicken::V,кучемс,അയയ്ക്കുക
1022,bringen::V,кандомс,കൊണ്ടുവരുക
1023,bringen::V,пачфтемс,കൊണ്ടുവരുക
1024,hinzufügen::V,пу́томс та́га,കൂട്ടുക
1025,hinzufügen::V,ма́ксомс та́га,കൂട്ടുക
1026,bekommen::V,сявомс,കിട്ടുക
1027,erhalten::V,сявомс,സ്വീകരിക്കുക
1028,nehmen::V,сявомс,എടുക്കുക
1029,wählen::V,ко́чкамс,തിരഞ്ഞെടുക്കുക
1030,auswählen::V,кочкамс,തിരഞ്ഞെടുക്കുക
1031,bewahren::V,ванфтомс,പുലർത്തുക
1032,behindern::V,шорямс,തടയിടുക
1033,verderben::V,коламс,നശിപ്പിക്കുക
1034,verderben::V,гастямс,നശിപ്പിക്കുക
1035,beschädigen::V,тиендемс зиян,ക്ഷതമേൽപ്പിക്കുക
1036,zerbrechen::V,тапамс,ഉടയുക
1037,zerreißen::V,сяземс,കീറുക
1038,zerstören::V,ка́лафтомс,നശിപ്പിക്കുക
1039,verbrennen::V,пълхта́мс,കത്തിനശിക്കുക
1040,verbrennen::V,пълхта́мс,കത്തിച്ചുകളയുക
1041,geben::V,ма́ксомс,കൊടുക്കുക
1042,geben::V,ма́ксомс,തരുക
1043,reichen::V,максомс,കൈമാറുക
1044,schenken::V,каземс,സമ്മാനം കൊടുക്കുക
1045,versprechen::V,ма́ксомс вал,വാഗ്ദാനം_നൽകുക
1046,wünschen::V,арьсемс,ആഗ്രഹിക്കുക
1047,loben::V,шна́мс,പുകഴ്ത്തുക
1048,küssen::V,палсемс,ഉമ്മവയ്ക്കുക
1049,wiegen::V,нюря́фтомс,ഇളകുക
1050,zudecken::V,вельхтямс,മുടുക
1051,wecken::V,стя́фтомс,ഉണർത്തുക
1052,wecken::V,съ́ргозьфтемс,ഉണർത്തുക
1053,zeigen::V,няфтемс,കാണിക്കുക
1054,führen::V,вятемс,നടത്തുക
1055,lehren::V,тонафтомс,പഠിപ്പിക്കുക
1056,unterrichten::V,тонафтомс,പരിശീലിപ്പിക്കുക
1057,aufziehen::V,касфтомс,വളർത്തിക്കൊണ്ടുവരുക
1058,leiten::V,вятемс,നയിക്കുക
1059,antreiben::V,вятемс,പ്രേരിപ്പിക്കുക
1060,lassen::V,кошардомс,അനുവദിക്കുക
1061,einladen::V,тердемс,ക്ഷണിക്കുക
1062,einladen::V,серьгядемс,ക്ഷണിക്കുക
1063,vereinigen::V,пуроптомс,കൂടിച്ചേരുക
1064,vereinigen::V,кочкамс марса,കൂടിച്ചേരുക
1065,besuchen::V,варжамс,സന്ദർശിക്കുക
1066,treffen::V,васьфтомс,തമ്മിൽ കാണുക
1067,sich versammeln::V,кочкавомс,സംയോജിപ്പിക്കുക
1068,spielen::V,налхксемс,കളിക്കുക
1069,singen::V,морамс,പാടുക
1070,tanzen::V,кштимс,നൃത്തം ചെയ്യുക
1071,sich trennen::V,явомс,നേർപെടുത്തുക
1072,verlassen::V,кадондомс,പിൻവാങ്ങുക
1073,retten::V,идемс,രക്ഷിക്കുക
1074,retten::V,араламс,രക്ഷിക്കുക
1075,bewachen::V,ваномс,കാവൽനിൽക്കുക
1076,schützen::V,а́раламс,പരിരക്ഷിക്കുക
1077,verteidigen::V,а́раламс,പ്രതിരോധിക്കുക
1078,sich schlagen::V,тюремс,കലഹിക്കുക
1079,schießen::V,ляцемс,വെടിവെക്കുക
1080,siegen::V,сяськомс,വിജയിക്കുക
1081,ärgern::V,кяжияфтомс,വിഷമിപ്പിക്കുക
1082,schlagen::V,токамс,അടിക്കുക
1083,treten::V,тапамс,തൊഴിക്കുക
1084,stechen::V,пупамс,കുത്തുക
1085,stechen::V,сялгомс,കുത്തുക
1086,stoßen::V,тостядемс,തള്ളുക
1087,stehlen::V,саламс,മോഷ്ടിക്കുക
1088,stören::V,шорсемс,ശല്യപ്പെടുത്തുക
1089,belästigen::V,токсамс,മെനക്കെടുക
1090,belästigen::V,аф кадомс ваймама,മെനക്കെടുക
1091,verbergen::V,кяшемс,മറയ്ക്കുക
1092,verbergen::V,кяшемс,ഒളിക്കുക
1093,täuschen::V,васькафтомс,കബളിപ്പിക്കുക
1094,täuschen::V,кяльготнемс,കബളിപ്പിക്കുക
1095,betrügen::V,васькафнемс,ചതിക്കുക
1096,töten::V,шавомс,കൊല്ലുക
1097,töten::V,аде́ламс,കൊല്ലുക
1098,wohnen::V,эрямс,താമസിക്കുക
1099,arbeiten::V,покодемс,ജോലിചെയ്യുക
1100,sammeln::V,кочкамс,സഞ്ചയിക്കുക
1101,sammeln::V,пу́роптомс,സഞ്ചയിക്കുക
1102,pflücken::V,фатнемс,പറിച്ചെടുക്കുക
1103,pflücken::V,нотфнемс,പറിച്ചെടുക്കുക
1104,jagen::V,кунда́мс,വേട്ടയാടുക
1105,fischen::V,калонь кунда́мс,മീൻ പിടിക്കുക
1106,fassen::V,кунда́мс,പിടിക്കുക
1107,hüten::V,ваномс,ചേർക്കുക
1108,treiben::V,панемс,വാഹനം_ഓടിക്കുക
1109,anbinden::V,сотомс,കെട്ടിയിടുക
1110,füttern::V,трямс,തീറ്റുക
1111,füttern::V,а́ндомс,തീറ്റുക
1112,melken::V,потямс,പാലുകറക്കുക
1113,hacken::V,лазондомс,വെട്ടിമുറിക്കുക
1114,gießen::V,валомс,നനയ്ക്കുക
1115,reifen::V,кенеремс,പാകമാകുക
1116,zubereiten::V,анокламс,പാചകം_ചെയ്യുക
1117,kochen::V,пидемс,വേവിക്കുക
1118,backen::V,пидемс,ബേക്ക് ചെയ്യുക
1119,braten::V,пуштомс,പോരിക്കുക
1120,umrühren::V,шорямс,ഇളക്കുക
1121,stricken::V,кодамс,മെടയുക
1122,nähen::V,стамс,തുന്നുക
1123,färben::V,а́рхтомс,ചായം പൂശുക
1124,reinigen::V,ва́ткамс,വൃത്തിയാക്കുക
1125,reinigen::V,а́роптомс,വൃത്തിയാക്കുക
1126,waschen::V,муськомс,കഴുകുക
1127,abwischen::V,нардамс,തുടയ്ക്കുക
1128,spülen::V,оргалдомс,കഴുകുക
1129,fegen::V,тяемс,അടിച്ചുവാരുക
1130,kehren::V,тяемс,അടിച്ചുവാരുക
1131,baden::V,э́шелямс,നീന്തിത്തുടിക്കുക
1132,sich waschen::V,штамс,കഴുകുക
1133,ausziehen::V,кайсефтемс,ഇഴുക്കുക
1134,anziehen::V,ща́фтомс,ഉടുക്കുക
1135,sich anziehen::V,щамс,ധരിച്ച നേടുകയുക
1136,kämmen::V,се́ендемс,മുടിചീകുക
1137,schmücken::V,на́ряжамс,അലങ്കരിക്കുക
1138,schmücken::V,ма́зоптомс,അലങ്കരിക്കുക
1139,sagen::V,азомс,പറയുക
1140,sagen::V,мярьгомс,പറയുക
1141,sprechen::V,корхтамс,സംസാരിക്കുക
1142,reden::V,корхнемс,സംസാരിക്കുക
1143,sich unterhalten::V,корхнемс,നർമ്മസല്ലാപം നടത്തുക
1144,fragen::V,ки́зефтемс,ചോദിക്കുക
1145,bitten::V,а́намс,അപേക്ഷിക്കുക
1146,bitten::V,ве́шемс,അപേക്ഷിക്കുക
1147,erzählen::V,а́зондомс,പറയുക
1148,mitteilen::V,азомс,അറിയിക്കുക
1149,nennen::V,лемдемс,പേരിടുക
1150,nennen::V,путомс лем,പേരിടുക
1151,rufen::V,серьгядемс,വിളിക്കുക
1152,prahlen::V,шна́фтомс пря́,പൊങ്ങച്ചം പറയുക
1153,übersetzen::V,ётафтомс,പരിഭാഷപ്പെടുത്തുക
1154,denken::V,арьсемс,ചിന്തിക്കുക
1155,glauben::V,кемамс,വിശ്വസിക്കുക
1156,bemerken::V,ня́емс,ശ്രദ്ധിക്കുക
1157,erkennen::V,содамс,തിരിചറിയുക
1158,begreifen::V,сатомс,കൈപ്പിടിയിലാക്കുക
1159,verstehen::V,шарьхкодемс,മനസ്സിലാക്കുക
1160,lernen::V,тонафнемс,പഠിക്കുക
