,Concept_ID,ca,uk
852,zunehmen::V,augmentar,збільшуватися
853,steigen::V,pujar,підніматися
854,wachsen::V,créixer,рости
855,glänzen::V,brillar,блищати
856,glänzen::V,resplendir,блищати
857,funkeln::V,espurnejar,блискати
858,lärmen::V,fer soroll,шуміти
859,läuten::V,sonar,дзвонити
860,klingeln::V,trucar,дзвонити
861,klirren::V,dringar,дзвякати
862,brausen::V,rugir,бушувати
863,rauschen::V,murmurar,шелестіти
864,klingen::V,sonar,лунати
865,klingen::V,sonar,звучати
866,bellen::V,lladrar,гавкати
867,heulen::V,udolar,вити
868,blasen::V,bufar,дунути
869,pfeifen::V,xiular,свистіти
870,schreien::V,cridar,кричати
871,stöhnen::V,gemegar,стогнати
872,zittern::V,tremolar,тремтіти
873,leben::V,vīure,жити
874,geboren werden::V,néixer,народитися
875,atmen::V,respirar,дихати
876,trinken::V,beure,пити
877,essen::V,menjar,їсти
878,schlucken::V,empassar-se,ковтати
879,müde werden::V,cansar-se,втомитися
880,einschlafen::V,adormir-se,заснути
881,schlafen::V,dormir,спати
882,aufwachen::V,despertar-se,прокинутися
883,aufstehen::V,llevar-se,встати
884,sich erholen::V,descansar,відпочивати
885,krank werden::V,posar-se malalt,захворіти
886,krank sein::V,estar malalt,хворіти
887,schmerzen::V,doldre,боліти
888,husten::V,tossir,кашляти
889,genesen::V,recuperar-se,одужати
890,genesen::V,recuperar-se,видужати
891,sterben::V,morir,померти
892,umkommen::V,perir,згинути
893,sich bewegen::V,moure's,рухатися
894,sich rühren::V,moure's,ворушитися
895,sich erheben::V,aixecar-se,встати
896,sich setzen::V,asseure's,сісти
897,hinfallen::V,caure's,упасти
898,laufen::V,caminar,ходити
899,schreiten::V,procedir,крокувати
900,spazierengehen::V,passejar,гуляти
901,eilen::V,anar corrent,спішити
902,sich beeilen::V,afanyar-se,поспішати
903,sausen::V,córrer,мчатися
904,rennen::V,córrer,бігати
905,springen::V,saltar,скакати
906,springen::V,saltar,стрибати
907,klettern::V,escalar,лазити
908,schaukeln::V,gronxar-se,гойдатися
909,schaukeln::V,balancejar-se,гойдатися
910,kriechen::V,reptar,повзати
911,kriechen::V,arrossegar-se,повзати
912,schwimmen::V,nadar,пливти
913,schwimmen::V,nadar,плавати
914,tauchen::V,bussejar,пірнати
915,tauchen::V,submergir-se,пірнати
916,rudern::V,remar,гребти
917,rudern::V,remar,веслувати
918,fahren::V,anar,їхати
919,fliegen::V,volar,літати
920,gehen::V,caminar,іти
921,weggehen::V,anar-se'n,піти
922,abfahren::V,partir,від’їхати
923,abfahren::V,partir,відправитися
924,anhalten::V,aturar-se,зупинитися
925,hineingehen::V,entrar,входити
926,eintreten::V,entrar,увійти
927,kommen::V,venir,прийти
928,ankommen::V,arribar,прибути
929,zurückkommen::V,tornar,повернутися
930,bleiben::V,quedar-se,залишитися
931,warten::V,esperar,чекати
932,erwarten::V,esperar,чекати
933,suchen::V,buscar,шукати
934,finden::V,trobar,знайти
935,versuchen::V,intentar,випробовувати
936,vorbereiten::V,preparar,підготувати
937,lieben::V,estimar,любити
938,mögen::V,agradar a,любити
939,mögen::V,agradar a,подобатися
940,lachen::V,riure,сміятися
941,rühren::V,commoure,розчулити
942,rühren::V,emocionar,розчулити
943,weinen::V,plorar,плакати
944,schimpfen::V,renyar,лаятися
945,sich ärgern::V,enfadar-se,сердитися
946,sich fürchten::V,tenir por,боятися
947,fürchten::V,témer,боятися
948,fliehen::V,fugir,тікати
949,flüchten::V,refugiar-se,утекти
950,sehen::V,veure,бачити
951,anschauen::V,mirar,поглянути
952,ansehen::V,mirar,дивитися на
953,hören::V,oir,чути
954,zuhören::V,escoltar,слухати
955,probieren::V,provar,покуштувати
956,riechen::V,olorar,нюхати
957,fühlen::V,sentīr,відчувати
958,scheinen::V,semblar,здаватися
959,zu sehen sein::V,poder-se veure,виднітися
960,vernehmen::V,percebre,почути
961,frieren::V,tenir fred,мерзнути
962,tun::V,fer,робити
963,können::V,poder,могти
964,wollen::V,voler,хотіти
965,anfangen::V,iniciar,почати
966,beenden::V,acabar,закінчити
967,aufhören::V,deixar,перестати
968,gelingen::V,sortir bé,вдатися
969,geraten::V,sortir,опинитися
970,öffnen::V,obrir,відкрити
971,schließen::V,tancar,закрити
972,stellen::V,posar,поставити
973,stellen::V,col·locar,поставити
974,setzen::V,assentar,посадити
975,legen::V,posar,класти
976,berühren::V,tocar,чіпати
977,verbinden::V,unir,зв’язати
978,verbinden::V,connectar,зв’язати
979,bedecken::V,tapar,покрити
980,bedecken::V,cobrir,покрити
981,aufhängen::V,penjar,повісити
982,anzünden::V,encendre,запалити
983,aufheben::V,aixecar,підняти
984,zurücklassen::V,deixar,залишити
985,verlieren::V,pērdre,загубити
986,fallen lassen::V,deixar caure,упустити
987,machen::V,fer,зробити
988,herstellen::V,producir,виготовити
989,bauen::V,construir,будувати
990,reparieren::V,reparar,лагодити
991,verbessern::V,millorar,поліпшити
992,ändern::V,canviar,змінити
993,graben::V,cavar,копати
994,beugen::V,doblegar,зігнути
995,biegen::V,corbar,погнути
996,biegen::V,arquejar,погнути
997,drehen::V,girar,вертіти
998,wenden::V,girar,повернути
999,umdrehen::V,voltar,перевернути
1000,heben::V,pujar,піднімати
1001,heben::V,aixecar,піднімати
1002,hochheben::V,aixecar,підняти
1003,ergreifen::V,agafar,схопити
1004,halten::V,mantenir,тримати
1005,drücken::V,prémer,натискати
1006,drücken::V,estrènyer,натискати
1007,schieben::V,empènyer,пхати
1008,schieben::V,empènyer,штовхати
1009,kratzen::V,raspar,шкребти
1010,lecken::V,llepar,лизати
1011,beißen::V,mossegar,кусати
1012,abreißen::V,arrencar,відірвати
1013,abschneiden::V,tallar,відрізати
1014,binden::V,lligar,в’язати
1015,stecken::V,ficar,увіткнути
1016,brechen::V,trencar,зламати
1017,klopfen::V,trucar,стукати
1018,hauen::V,picar,бити
1019,hauen::V,colpejar,бити
1020,kleben::V,enganxar,клеїти
1021,reiben::V,fregar,терти
1022,streichen::V,untar,намазати
1023,schleifen::V,afilar,точити
1024,schleifen::V,esmolar,точити
1025,schneiden::V,tallar,різати
1026,rütteln::V,sacsejar,хитати
1027,schütteln::V,agitar,трясти
1028,schütteln::V,sacsejar,трясти
1029,schwenken::V,agitar,махати
1030,schütten::V,abocar,налити
1031,füllen::V,omplir,наповнити
1032,einwickeln::V,embolicar,загорнути
1033,tragen::V,dur,нести
1034,tragen::V,portar,нести
1035,schleppen::V,arrossegar,тягти
1036,ziehen::V,tirar,тягнути
1037,ziehen::V,estirar,тягнути
1038,aufbewahren::V,conservar,зберігати
1039,werfen::V,llançar,кидати
1040,fangen::V,agafar,ловити
1041,fangen::V,atrapar,ловити
1042,packen::V,engrapar,схопити
1043,verstecken::V,amagar,сховати
1044,teilen::V,dividir,розділити
1045,schicken::V,enviar,посилати
1046,bringen::V,portar,принести
1047,hinzufügen::V,afegir,додати
1048,bekommen::V,obtenir,дістати
1049,erhalten::V,rebre,одержати
1050,nehmen::V,prendre,взяти
1051,wählen::V,triar,вибрати
1052,wählen::V,elegir,вибрати
1053,auswählen::V,escollir,відібрати
1054,auswählen::V,seleccionar,відібрати
1055,bewahren::V,conservar,зберегти
1056,behindern::V,impedir,перешкоджати
1057,behindern::V,obstaculitzar,перешкоджати
1058,verderben::V,espatllar,зіпсувати
1059,beschädigen::V,danyar,зашкодити
1060,beschädigen::V,destrossar,зашкодити
1061,zerbrechen::V,trencar,розбити
1062,zerreißen::V,estripar,розірвати
1063,zerstören::V,destruir,зруйнувати
1064,verbrennen::V,cremar,спалити
1065,geben::V,donar,дати
1066,reichen::V,passar,передати
1067,schenken::V,regalar,дарувати
1068,versprechen::V,prometre,обіцяти
1069,wünschen::V,desitjar,бажати
1070,loben::V,elogiar,хвалити
1071,küssen::V,fer un petó a,цілувати
1072,wiegen::V,bressolar,качати
1073,zudecken::V,tapar,накрити
1074,zudecken::V,cobrir,накрити
1075,wecken::V,despertar,розбудити
1076,zeigen::V,mostrar,показати
1077,zeigen::V,ensenyar,показати
1078,führen::V,guiar,вести
1079,führen::V,conduir,вести
1080,lehren::V,ensenyar,вчити
1081,unterrichten::V,ensenyar,викладати
1082,aufziehen::V,criar,виховати
1083,leiten::V,dirigir,керувати
1084,antreiben::V,impel·lir,підганяти
1085,lassen::V,fer,змусити
1086,einladen::V,invitar,запросити
1087,einladen::V,convidar,запросити
1088,vereinigen::V,unir,об’єднати
1089,besuchen::V,visitar,завітати
1090,besuchen::V,visitar,відвідати
1091,besuchen::V,anar a veure,завітати
1092,besuchen::V,anar a veure,відвідати
1093,treffen::V,trobar,зустріти
1094,sich versammeln::V,reunir-se,зібратися
1095,spielen::V,jugar,грати
1096,singen::V,cantār,співати
1097,tanzen::V,ballar,танцювати
1098,sich trennen::V,separar-se,розлучитися
1099,verlassen::V,deixar,покинути
1100,verlassen::V,abandonar,покинути
1101,retten::V,salvar,врятувати
1102,bewachen::V,vigilar,охороняти
1103,schützen::V,protegir,уберігати
1104,verteidigen::V,defensar,захистити
1105,sich schlagen::V,barallar-se,битися
1106,sich schlagen::V,barallar-se,дратися
1107,schießen::V,tirar,стріляти
1108,schießen::V,disparar,стріляти
1109,siegen::V,vèncer,перемогти
1110,ärgern::V,enfadar,сердити
1111,schlagen::V,pegar,ударити
1112,schlagen::V,colpejar,ударити
1113,treten::V,donar un cop de peu a,штовхати
1114,stechen::V,punxar,вколоти
1115,stechen::V,apunyalar,вколоти
1116,stoßen::V,empènyer,штовхнути
1117,stehlen::V,robar,украсти
1118,stören::V,molestar,перешкодити
1119,belästigen::V,importunar,докучати
1120,verbergen::V,amagar,сховати
1121,verbergen::V,ocultar,сховати
1122,täuschen::V,enganyar,обдурити
1123,betrügen::V,estafar,зшахраювати
1124,töten::V,matar,убити
1125,wohnen::V,vīure,жити
1126,wohnen::V,vīure,мешкати
1127,wohnen::V,habitar,жити
1128,wohnen::V,habitar,мешкати
1129,arbeiten::V,treballar,працювати
1130,sammeln::V,col·leccionar,зібрати
1131,pflücken::V,collir,зривати
1132,jagen::V,caçar,полювати
1133,fischen::V,pescar,рибалити
1134,fassen::V,atrapar,піймати
1135,hüten::V,pasturar,пасти
1136,treiben::V,arriar,гнати
1137,anbinden::V,lligar,прив’язати
1138,füttern::V,donar menjar a,годувати
1139,füttern::V,donar menjar a,харчувати
1140,melken::V,munyir,доїти
1141,hacken::V,picar,рубати
1142,hacken::V,tallar,рубати
1143,gießen::V,regar,полити
1144,reifen::V,madurar,дозріти
1145,zubereiten::V,preparar,зготовити
1146,zubereiten::V,preparar,приготувати
1147,kochen::V,coure,варити
1148,kochen::V,coure,готувати
1149,backen::V,coure al forn,пекти
1150,braten::V,rostir,смажити
1151,umrühren::V,remenar,переміщати
1152,stricken::V,tricotar,в’язати
1153,stricken::V,fer punt de mitja,в’язати
1154,nähen::V,cosir,шити
1155,färben::V,tenyir,пофарбувати
1156,reinigen::V,netejar,очистити
1157,waschen::V,rentār,мити
1158,abwischen::V,eixugar,витерти
1159,spülen::V,esbandir,полоскати
1160,fegen::V,escombrar,підмітати
1161,kehren::V,escombrar,мести
1162,baden::V,banyar-se,купатися
1163,sich waschen::V,rentār-se,митися
1164,ausziehen::V,treure's,зняти
1165,anziehen::V,posar-se,надіти
1166,sich anziehen::V,vestir-se,одягтися
1167,sich anziehen::V,vestir-se,одягнутися
1168,kämmen::V,pentinar,зачесати
1169,schmücken::V,adornar,оздобити
1170,sagen::V,dir,сказати
1171,sprechen::V,parlar,говорити
1172,reden::V,parlar,розмовляти
1173,sich unterhalten::V,conversar,бесідувати
1174,fragen::V,preguntar,запитати
1175,bitten::V,demanar,просити
1176,erzählen::V,contar,розповісти
1177,erzählen::V,explicar,розповісти
1178,mitteilen::V,comunicar,повідомити
1179,nennen::V,nomenar,назвати
1180,rufen::V,cridar,кликати
1181,prahlen::V,lloar-se,хвалитися
1182,prahlen::V,jactar-se,хвалитися
1183,übersetzen::V,traduir,перекласти
1184,denken::V,pensar,думати
1185,denken::V,pensar,мислити
1186,glauben::V,creure,вірити
1187,bemerken::V,notar,помітити
1188,erkennen::V,reconèixer,пізнати
1189,begreifen::V,comprendre,осягнути
1190,verstehen::V,entendre,почути
1191,lernen::V,aprendre,навчатися
1192,wissen::V,saber,знати
1193,sich erinnern an::V,recordar,пам’ятати
1194,vergessen::V,oblidar,забути
1195,messen::V,mesurar,міряти
1196,zählen::V,comptar,лічити
1197,rechnen::V,calcular,рахувати
1198,lesen::V,llegir,читати
1199,malen::V,pintar,малювати
1200,zeichnen::V,dibuixar,рисувати
1201,schreiben::V,escrīure,писати
1202,besitzen::V,posseir,мати
1203,kaufen::V,comprar,купити
1204,verkaufen::V,vendre,продати
1205,bezahlen::V,pagar,заплатити
1206,zahlen::V,pagar per,платити
1207,beherrschen::V,dominar,володіти
1208,ertragen::V,aguantar,витерпіти
