,Concept_ID,lv,udm
86,Fuß::N,кок,пыд
87,Fuß::N,kāja,пыд
88,Ferse::N,кокбӧр,пыдбер
89,Ferse::N,papēdis,пыдбер
90,Knie::N,пидзӧс,пыдес
91,Knie::N,celis,пыдес
92,Oberschenkel::N,лядьвей,макес
93,Oberschenkel::N,бек,макес
94,Oberschenkel::N,ciska,макес
95,Oberschenkel::N,augšstilbs,макес
96,Bein::N,кок,пыд
97,Bein::N,kāja,пыд
98,Körper::N,туша,мугор
99,Körper::N,туша,вылтыр
100,Körper::N,вывтыр,мугор
101,Körper::N,вывтыр,вылтыр
102,Körper::N,miesa,мугор
103,Körper::N,miesa,вылтыр
104,Körper::N,ķermenis,мугор
105,Körper::N,ķermenis,вылтыр
106,Haut::N,ку,ку
107,Haut::N,āda,ку
108,Blut::N,вир,вир
109,Blut::N,asins,вир
110,Ader::N,сӧн,вирсэр
111,Ader::N,asinsvads,вирсэр
112,Sehne::N,вез,вуж
113,Sehne::N,dzīsla,вуж
114,Knochen::N,лы,лы
115,Knochen::N,kauls,лы
116,Gehirn::N,вем,вим
117,Gehirn::N,smadzenes,вим
118,Herz::N,сьӧлӧм,сюлэм
119,Herz::N,sirds,сюлэм
120,Magen::N,кынӧм,ӝуш
121,Magen::N,kuņģis,ӝуш
122,Leber::N,мус,мус
123,Leber::N,aknas,мус
124,Atem::N,лов,лул
125,Atem::N,лов,шокан
126,Atem::N,elpa,лул
127,Atem::N,elpa,шокан
128,Hunger::N,тшыг,кӧтсюман
129,Hunger::N,bads,кӧтсюман
130,Hunger::N,izsalkums,кӧтсюман
131,Träne::N,синва,синкыли
132,Träne::N,asara,синкыли
133,Geschmack::N,кӧр,шӧм
134,Geschmack::N,чӧсмӧс,шӧм
135,Geschmack::N,garša,шӧм
136,Geruch::N,зын,зын
137,Geruch::N,дук,зын
138,Geruch::N,smaka,зын
139,Schlaf::N,узьӧм,вӧт
140,Schlaf::N,miegs,вӧт
141,Traum::N,вӧт,уйвӧт
142,Traum::N,вӧтасьӧм,уйвӧт
143,Traum::N,sapnis,уйвӧт
144,Himmel::N,енэж,ин
145,Himmel::N,debess,ин
146,Sonne::N,шонді,шунды
147,Sonne::N,saule,шунды
148,Mond::N,тӧлысь,толэзь
149,Mond::N,mēness,толэзь
150,Stern::N,кодзув,кизили
151,Stern::N,zvaigzne,кизили
152,Luft::N,сынӧд,омыр
153,Luft::N,gaiss,омыр
154,Wind::N,тӧв,тӧл
155,Wind::N,vējš,тӧл
156,Welle::N,гы,тулкым
157,Welle::N,vilnis,тулкым
158,Wasser::N,ва,ву
159,Wasser::N,ūdens,ву
160,Stein::N,из,из
161,Stein::N,akmens,из
162,Boden::N,му,музъем
163,Boden::N,augsne,музъем
164,Erde::N,му,му
165,Erde::N,му-ва,му
166,Erde::N,zeme,му
167,Staub::N,бус,пыль
168,Staub::N,putekļi,пыль
169,Rauch::N,тшын,ӵын
170,Rauch::N,dūmi,ӵын
171,Funke::N,кинь,гизьы
172,Funke::N,би кинь,гизьы
173,Funke::N,dzirkstele,гизьы
174,Feuer::N,би,тыл
175,Feuer::N,uguns,тыл
176,Licht::N,югӧр,тыл
177,Licht::N,gaisma,тыл
178,Schatten::N,вуджӧр,вужер
179,Schatten::N,ēna,вужер
180,Wetter::N,поводдя,куазь
181,Wetter::N,laiks,куазь
182,Nebel::N,ру,бус
183,Nebel::N,онь,бус
184,Nebel::N,migla,бус
185,Wolke::N,кымӧр,пилем
186,Wolke::N,mākonis,пилем
187,Regen::N,зэр,зор
188,Regen::N,lietus,зор
189,Schnee::N,лым,лымы
190,Schnee::N,sniegs,лымы
191,Eis::N,йи,йӧ
192,Eis::N,ledus,йӧ
193,Frost::N,кӧдзыд,кезьыт
194,Frost::N,sals,кезьыт
195,Kälte::N,кӧдзыд,кезьыт
196,Kälte::N,saltums,кезьыт
197,Kälte::N,aukstums,кезьыт
198,Hitze::N,пӧсь,пӧсь
199,Hitze::N,гожӧд,пӧсь
200,Hitze::N,karstums,пӧсь
201,Raureif::N,пуж,гӧр
202,Raureif::N,гыӧр,гӧр
203,Raureif::N,sarma,гӧр
204,Regenbogen::N,ӧшкамӧшка,вуюись
205,Regenbogen::N,varavīksne,вуюись
206,Donner::N,гым,гудыри
207,Donner::N,pērkons,гудыри
208,Strömung::N,ва ныр,бызён
209,Strömung::N,визувтӧм,бызён
210,Strömung::N,straume,бызён
211,Strömung::N,strāvojums,бызён
212,Tropfen::N,войт,шапык
213,Tropfen::N,lāse,шапык
214,Schaum::N,быг,шукы
215,Schaum::N,быгзьӧм,шукы
216,Schaum::N,putas,шукы
217,Schmutz::N,няйт,нӧд
218,Schmutz::N,няйт,дэри
219,Schmutz::N,dubļi,нӧд
220,Schmutz::N,dubļi,дэри
221,See::N,ты,ты
222,See::N,ezers,ты
223,Sumpf::N,гыбад,нюр
224,Sumpf::N,кад,нюр
225,Sumpf::N,dumbrājs,нюр
226,Sumpf::N,staignājs,нюр
227,Moor::N,нюр,нюр
228,Moor::N,purvs,нюр
229,Moor::N,muklājs,нюр
230,Wiese::N,видз,возь
231,Wiese::N,видз,возьвыл
232,Wiese::N,pļava,возь
233,Wiese::N,pļava,возьвыл
234,Wald::N,вӧр,сик
235,Wald::N,вӧр,нюлэс
236,Wald::N,mežs,сик
237,Wald::N,mežs,нюлэс
238,Hügel::N,дзиб,выр
239,Hügel::N,дзиб,вырйыл
240,Hügel::N,мыльк,выр
241,Hügel::N,мыльк,вырйыл
242,Hügel::N,нӧрыс,выр
243,Hügel::N,нӧрыс,вырйыл
244,Hügel::N,paugurs,выр
245,Hügel::N,paugurs,вырйыл
246,Anhöhe::N,мыльк,выр
247,Anhöhe::N,мыльк,вырйыл
248,Anhöhe::N,нӧрыс,выр
249,Anhöhe::N,нӧрыс,вырйыл
250,Anhöhe::N,paugurs,выр
251,Anhöhe::N,paugurs,вырйыл
252,Berg::N,чой,гурезь
253,Berg::N,керӧс,гурезь
254,Berg::N,kalns,гурезь
255,Gipfel::N,чук,йыл
256,Gipfel::N,virsotne,йыл
257,Höhle::N,рудӧг,гу
258,Höhle::N,ala,гу
259,Abhang::N,ньывк,бам
260,Abhang::N,бокша,бам
261,Abhang::N,nogāze,бам
262,Quelle::N,ӧшмӧс,ошмес
263,Quelle::N,avots,ошмес
264,Bach::N,шор,пичи шур
265,Bach::N,urga,пичи шур
266,Bach::N,strauts,пичи шур
267,Fluss::N,ю,шур
268,Fluss::N,upe,шур
269,Ufer::N,вадор,ярдур
270,Ufer::N,krasts,ярдур
271,Küste::N,вадор,вудур
272,Küste::N,piekraste,вудур
273,Festland::N,му,мувыр
274,Festland::N,sauszeme,мувыр
275,Meer::N,саридз,зарезь
276,Meer::N,jūra,зарезь
277,Bucht::N,куръя,вукож
278,Bucht::N,līcis,вукож
279,Insel::N,ді,вумуӵ
280,Insel::N,ді,шормуӵ
281,Insel::N,sala,вумуӵ
282,Insel::N,sala,шормуӵ
283,Blume::N,дзоридз,сяська
284,Blume::N,puķe,сяська
285,Blume::N,zieds,сяська
286,Gras::N,турун,турын
287,Gras::N,zāle,турын
288,Wurzel::N,вуж,выжы
289,Wurzel::N,sakne,выжы
290,Baum::N,пу,пу
291,Baum::N,koks,пу
292,Stamm::N,пучер,модос
293,Stamm::N,stumbrs,модос
294,Rinde::N,кырсь,сул
295,Rinde::N,miza,сул
296,Ast::N,ув,ул
297,Ast::N,zars,ул
298,Zweig::N,вож,вай
299,Zweig::N,nozare,вай
300,Blatt::N,кор,куар
301,Blatt::N,lapa,куар
302,Birke::N,кыдз,кызьпу
303,Birke::N,bērzs,кызьпу
304,Kiefer[Baum]::N,пожӧм,пужым
305,Kiefer[Baum]::N,priede,пужым
306,Weide[Baum]::N,бадь,бадьпу
307,Weide[Baum]::N,kārkls,бадьпу
308,Tanne::N,коз,кыз
309,Tanne::N,egle,кыз
310,Horn::N,сюр,сюр
311,Horn::N,rags,сюр
312,Feder::N,гӧн,тылы
313,Feder::N,тывборд,тылы
314,Feder::N,spalva,тылы
315,Fell::N,ку,ку
316,Fell::N,āda,ку
317,Flügel::N,борд,бурд
318,Flügel::N,spārns,бурд
319,Klaue::N,гыж,гижы
320,Klaue::N,nags,гижы
321,Kralle::N,гыж,пыд
322,Kralle::N,nags,пыд
323,Schwanz::N,бӧж,быж
324,Schwanz::N,ļipa,быж
325,Ei::N,кольк,пуз
326,Ei::N,кольк,кукей
327,Ei::N,ola,пуз
328,Ei::N,ola,кукей
329,Nest::N,поз,кар
330,Nest::N,поз,пузкар
331,Nest::N,ligzda,кар
332,Nest::N,ligzda,пузкар
333,Bau::N,горс,кар
334,Bau::N,горс,гу
335,Bau::N,пырмӧс,кар
336,Bau::N,пырмӧс,гу
337,Bau::N,гу,кар
338,Bau::N,гу,гу
339,Bau::N,ala,кар
340,Bau::N,ala,гу
341,Tier::N,пемӧс,пӧйшур
342,Tier::N,dzīvnieks,пӧйшур
343,Herde::N,стада,уллё
344,Herde::N,кельӧб,уллё
345,Herde::N,ganāmpulks,уллё
346,Kuh::N,мӧс,скал
347,Kuh::N,govs,скал
348,Bulle::N,ӧш,ош
349,Bulle::N,ӧш,пороз
350,Bulle::N,bullis,ош
351,Bulle::N,bullis,пороз
352,Pferd::N,вӧв,вал
353,Pferd::N,zirgs,вал
354,Schaf::N,ыж,ыж
355,Schaf::N,aita,ыж
356,Schwein::N,порсь,парсь
357,Schwein::N,cūka,парсь
358,Hund::N,пон,пуны
359,Hund::N,suns,пуны
360,Katze::N,кань,коӵыш
361,Katze::N,kaķis,коӵыш
362,Bär::N,ош,гондыр
363,Bär::N,lācis,гондыр
364,Eichhörnchen::N,ур,коньы
365,Eichhörnchen::N,vāvere,коньы
366,Elch::N,йӧра,койык
367,Elch::N,alnis,койык
368,Fuchs::N,руч,ӟичы
369,Fuchs::N,lapsa,ӟичы
370,Hase::N,кӧч,кеч
371,Hase::N,zaķis,кеч
372,Maus::N,шыр,шыр
373,Maus::N,pele,шыр
374,Wolf::N,кӧин,кион
375,Wolf::N,vilks,кион
376,Vogel::N,кай,тылобурдо
377,Vogel::N,лэбач,тылобурдо
378,Vogel::N,putns,тылобурдо
379,Schwarm::N,чукӧр,уллё
380,Schwarm::N,spiets,уллё
381,Huhn::N,курӧг,курег
382,Huhn::N,vista,курег
383,Hahn::N,петук,атас
384,Hahn::N,gailis,атас
385,Gans::N,дзодзӧг,ӟазег
386,Gans::N,zoss,ӟазег
387,Adler::N,кутш,ӧрзи
388,Adler::N,ērglis,ӧрзи
389,Ente::N,утка,ӵӧж
390,Ente::N,pīle,ӵӧж
391,Eule::N,сюзь,кучыран
392,Eule::N,pūce,кучыран
393,Kranich::N,тури,тури
394,Kranich::N,dzērve,тури
395,Krähe::N,рака,куака
396,Krähe::N,vārna,куака
397,Kuckuck::N,кӧк,кикы
398,Kuckuck::N,dzeguze,кикы
399,Schwan::N,юсь,юсь
400,Schwan::N,gulbis,юсь
401,Fisch::N,чери,чорыг
402,Fisch::N,zivs,чорыг
403,Barsch::N,ёкыш,юш
404,Barsch::N,asaris,юш
405,Hecht::N,сир,чипей
406,Hecht::N,līdaka,чипей
407,Schlange[Tier]::N,кый,кый
408,Schlange[Tier]::N,čūska,кый
409,Wurm::N,номыр,нумыр
410,Wurm::N,tārps,нумыр
411,Spinne::N,черань,чонари
412,Spinne::N,zirneklis,чонари
413,Ameise::N,кодзувкот,кузьыли
414,Ameise::N,skudra,кузьыли
415,Laus::N,той,тэй
416,Laus::N,uts,тэй
417,Mücke::N,ном,нымы
418,Mücke::N,ном,чибинь
419,Mücke::N,ods,нымы
420,Mücke::N,ods,чибинь
421,Fliege::N,гут,кут
422,Fliege::N,muša,кут
423,Schmetterling::N,бобув,бубыли
424,Schmetterling::N,tauriņš,бубыли
425,Beere::N,тусь,узы-боры
426,Beere::N,вотӧс,узы-боры
427,Beere::N,oga,узы-боры
428,Apfel::N,яблӧг,яблок
429,Apfel::N,ābols,яблок
430,Pilz::N,тшак,губи
431,Pilz::N,sēne,губи
432,Zwiebel::N,луккок,сугон
433,Zwiebel::N,йӧнгыль,сугон
434,Zwiebel::N,sīpols,сугон
435,Saat::N,тусь,кидыс
436,Saat::N,кӧйдыс,кидыс
437,Saat::N,sēkla,кидыс
438,Korn::N,тусь,тысь
439,Korn::N,grauds,тысь
440,Heu::N,турун,турын
441,Heu::N,siens,турын
442,Schale::N,кор,кыд
443,Schale::N,čaula,кыд
444,Schale::N,čaumala,кыд
445,Grube::N,гу,гу
446,Grube::N,гу,гоп
447,Grube::N,bedre,гу
448,Grube::N,bedre,гоп
449,Falle::N,лэч,налик
450,Falle::N,slazds,налик
451,Falle::N,lamatas,налик
452,Schlinge::N,лэч,гиӟ
453,Schlinge::N,лэч,герд
454,Schlinge::N,cilpa,гиӟ
455,Schlinge::N,cilpa,герд
456,Spur::N,туй,пытьы
457,Spur::N,туй,бервыл
458,Spur::N,pēda,пытьы
459,Spur::N,pēda,бервыл
460,Asche::N,пӧм,пень
461,Asche::N,pelni,пень
462,Dreck::N,няйт,дэри
463,Dreck::N,dubļi,дэри
464,Eisen::N,кӧрт,корт
465,Eisen::N,dzelzs,корт
466,Gold::N,зарни,зарни
467,Gold::N,zelts,зарни
468,Silber::N,эзысь,азвесь
469,Silber::N,sudrabs,азвесь
470,Kohle::N,шом,эгыр
471,Kohle::N,ogle,эгыр
472,Glas::N,стеклӧ,стекло
473,Glas::N,стеклӧ,пияла
474,Glas::N,stikls,стекло
475,Glas::N,stikls,пияла
476,Lehm::N,сёй,сюй
477,Lehm::N,māls,сюй
478,Sand::N,лыа,луо
479,Sand::N,smiltis,луо
480,Mensch::N,морт,мурт
481,Mensch::N,морт,адями
482,Mensch::N,cilvēks,мурт
483,Mensch::N,cilvēks,адями
484,Mann::N,аймӧрт,воргорон
485,Mann::N,мужичӧй,воргорон
486,Mann::N,vīrietis,воргорон
487,Frau::N,ань,кышномурт
488,Frau::N,нывбаба,кышномурт
489,Frau::N,sieviete,кышномурт
490,Kind::N,кага,нуны
491,Kind::N,кага,пинал
492,Kind::N,bērns,нуны
493,Kind::N,bērns,пинал
494,Junge::N,пи,пи
495,Junge::N,zēns,пи
496,Junge::N,puika,пи
497,Junge::N,puisis,пи
498,Mädchen::N,ныв,ныл
499,Mädchen::N,meiča,ныл
500,Mädchen::N,skuķis,ныл
501,Mädchen::N,meitene,ныл
502,Familie::N,семья,семья
503,Familie::N,ģimene,семья
504,Großvater::N,пӧль,песятай
505,Großvater::N,пӧль,пересь атай
506,Großvater::N,vecaistēvs,песятай
507,Großvater::N,vecaistēvs,пересь атай
508,Großmutter::N,баб,песянай
509,Großmutter::N,баб,пересь анай
510,Großmutter::N,vecāmāte,песянай
511,Großmutter::N,vecāmāte,пересь анай
512,Eltern::N,ай-мам,атай-анай
513,Eltern::N,ай-мам,бубы-мумы
514,Eltern::N,бать-мам,атай-анай
515,Eltern::N,бать-мам,бубы-мумы
516,Eltern::N,vecāki,атай-анай
517,Eltern::N,vecāki,бубы-мумы
518,Vater::N,бать,айы
519,Vater::N,бать,атай
520,Vater::N,ай,айы
521,Vater::N,ай,атай
522,Vater::N,tēvs,айы
523,Vater::N,tēvs,атай
524,Mutter::N,мам,мумы
525,Mutter::N,māte,мумы
526,Sohn::N,пи,пи
527,Sohn::N,dēls,пи
528,Tochter::N,ныв,ныл
529,Tochter::N,meita,ныл
530,Bruder::N,вок,агай
531,Bruder::N,brālis,агай
532,Schwester::N,чой,апа
533,Schwester::N,чой,сузэр
534,Schwester::N,māsa,апа
535,Schwester::N,māsa,сузэр
536,Onkel::N,дядь,агай
537,Onkel::N,tēvocis,агай
538,Tante::N,тьӧт,апа
539,Tante::N,тьӧт,кенак
540,Tante::N,tante,апа
541,Tante::N,tante,кенак
542,Ehemann::N,верӧс,карт
543,Ehemann::N,vīrs,карт
544,Ehefrau::N,гӧтыр,кышно
545,Ehefrau::N,sieva,кышно
546,Freude::N,радлун,шумпотон
547,Freude::N,prieks,шумпотон
548,Gelächter::N,серам,горем
549,Gelächter::N,smiekli,горем
550,Glück::N,шуд,шуд
551,Glück::N,laime,шуд
552,Kummer::N,шог,кайгу
553,Kummer::N,шог,куректон
554,Kummer::N,bēdas,кайгу
555,Kummer::N,bēdas,куректон
556,Kummer::N,raizes,кайгу
557,Kummer::N,raizes,куректон
558,Wunsch::N,кӧсйӧм,мылпотон
559,Wunsch::N,vēlme,мылпотон
560,Wunsch::N,vēlējums,мылпотон
561,Lust::N,кыскӧм,потон
562,Lust::N,радейтӧм,потон
563,Lust::N,kāre,потон
564,Geist::N,лов,лул
565,Geist::N,gars,лул
566,Gedanke::N,мӧвп,малпан
567,Gedanke::N,doma,малпан
568,Gedächtnis::N,паметь,йырсазь
569,Gedächtnis::N,паметь,тодэваён
570,Gedächtnis::N,atmiņa,йырсазь
571,Gedächtnis::N,atmiņa,тодэваён
572,Verstand::N,вежӧр,йырвизь
573,Verstand::N,prāts,йырвизь
574,Sinn::N,мог,смысл
575,Sinn::N,вежӧртас,смысл
576,Sinn::N,nozīme,смысл
577,Grund::N,помка,муг
578,Grund::N,помка,ньӧм
579,Grund::N,pamats,муг
580,Grund::N,pamats,ньӧм
581,Grund::N,iemesls,муг
582,Grund::N,iemesls,ньӧм
583,Wahrheit::N,збыль,зэм
584,Wahrheit::N,збыль,шонер
585,Wahrheit::N,збыльтор,зэм
586,Wahrheit::N,збыльтор,шонер
587,Wahrheit::N,taisnība,зэм
588,Wahrheit::N,taisnība,шонер
589,Wahrheit::N,patiesība,зэм
590,Wahrheit::N,patiesība,шонер
591,Gespräch::N,сёрни,вераськон
592,Gespräch::N,saruna,вераськон
593,Märchen::N,мойд,выжыкыл
594,Märchen::N,pasaka,выжыкыл
595,Erzählung::N,висьт,верос
596,Erzählung::N,stāsts,верос
597,Erzählung::N,nostāsts,верос
598,Nachricht::N,юӧртӧм,ивор
599,Nachricht::N,ziņa,ивор
600,Neuigkeit::N,выльтор,выльивор
601,Neuigkeit::N,jaunums,выльивор
602,Name::N,ним,ним
603,Name::N,vārds,ним
604,Rätsel::N,нӧдкыв,мадькыл
605,Rätsel::N,mīkla,мадькыл
606,Rede::N,сёрни,верам
607,Rede::N,runa,верам
608,Sprache::N,кыв,кыл
609,Sprache::N,valoda,кыл
610,Stimme::N,гӧлӧс,куара
611,Stimme::N,вом шы,куара
612,Stimme::N,balss,куара
613,Wort::N,кыв,кыл
614,Wort::N,vārds,кыл
615,Zeichen::N,пас,пус
616,Zeichen::N,пас,тодмет
617,Zeichen::N,zīme,пус
618,Zeichen::N,zīme,тодмет
619,Ruf::N,чукӧстчӧм,ӧтён
620,Ruf::N,чукӧстчӧм,чортон
621,Ruf::N,корӧм,ӧтён
622,Ruf::N,корӧм,чортон
623,Ruf::N,sauciens,ӧтён
624,Ruf::N,sauciens,чортон
625,Lärm::N,шы,ӵашетон
626,Lärm::N,зык,ӵашетон
627,Lärm::N,зычитӧм,ӵашетон
628,Lärm::N,troksnis,ӵашетон
629,Laut::N,шы,куара
630,Laut::N,skaņa,куара
631,Ton::N,шы,куара
632,Ton::N,tonis,куара
633,Lied::N,сьылан,кырӟан
634,Lied::N,сьыланкыв,кырӟан
635,Lied::N,dziesma,кырӟан
636,Ruhe::N,чӧв,чалмыт улон
637,Ruhe::N,miers,чалмыт улон
638,Leute::N,йӧз,адямиос
639,Leute::N,войтыр,адямиос
640,Leute::N,ļaudis,адямиос
641,Leute::N,cilvēki,адямиос
642,Volk::N,йӧз,калык
643,Volk::N,войтыр,калык
644,Volk::N,tauta,калык
645,Arbeit::N,удж,уж
646,Arbeit::N,darbs,уж
647,Gast::N,гӧсть,куно
648,Gast::N,viešņa,куно
649,Gast::N,ciemiņš,куно
650,Geschenk::N,козин,салам
651,Geschenk::N,козин,кузьым
652,Geschenk::N,dāvana,салам
653,Geschenk::N,dāvana,кузьым
654,Spiel::N,ворсан,шудон
655,Spiel::N,rotaļa,шудон
656,Gesellschaft::N,котыр,калык
657,Gesellschaft::N,biedrība,калык
658,Gesellschaft::N,kompānija,калык
659,Hilfe::N,отсӧг,юрттон
660,Hilfe::N,palīdzība,юрттон
661,Freund::N,ёрт,эш
662,Freund::N,ёрт,юлтош
663,Freund::N,draugs,эш
664,Freund::N,draugs,юлтош
665,Kamerad::N,ёрт,тодмо
666,Kamerad::N,biedrs,тодмо
667,Angelegenheit::N,мог,уж
668,Angelegenheit::N,делӧ,уж
669,Angelegenheit::N,darīšana,уж
670,Anzahl::N,лыд,лыд
671,Anzahl::N,тшӧт,лыд
672,Anzahl::N,skaits,лыд
673,Anzahl::N,daudzums,лыд
674,Art::N,сикас,тус
675,Art::N,suga,тус
676,Art::N,šķira,тус
677,Stück::N,тор,юдэс
678,Stück::N,gabals,юдэс
679,Teil::N,юкӧн,люкет
680,Teil::N,daļa,люкет
681,Hälfte::N,пӧв,ӝыны
682,Hälfte::N,джын,ӝыны
683,Hälfte::N,puse,ӝыны
684,Kreis::N,кытш,котырес
685,Kreis::N,aplis,котырес
686,Kreis::N,riņķis,котырес
687,Kreuz::N,перна,крест
688,Kreuz::N,крест,крест
689,Kreuz::N,krusts,крест
690,Linie::N,визь,гож
691,Linie::N,līnija,гож
692,Strich::N,визь,гож
693,Strich::N,svītra,гож
694,Abstand::N,кост,вис
695,Abstand::N,кост,кусып
696,Abstand::N,коласт,вис
697,Abstand::N,коласт,кусып
698,Abstand::N,atstarpe,вис
699,Abstand::N,atstarpe,кусып
700,Entfernung::N,ылна,кусып
701,Entfernung::N,attālums,кусып
702,Entfernung::N,atstatums,кусып
703,Gegend::N,му-ва,инты
704,Gegend::N,apvidus,инты
705,Gegend::N,apgabals,инты
706,Platz::N,ылдӧс,инты
707,Platz::N,йир,инты
708,Platz::N,гӧгӧртас,инты
709,Platz::N,vieta,инты
710,Ort::N,ин,инты
711,Ort::N,ин,места
712,Ort::N,места,инты
713,Ort::N,места,места
714,Ort::N,vieta,инты
715,Ort::N,vieta,места
716,Seite::N,бок,пал
717,Seite::N,ӧтарладор,пал
718,Seite::N,sāns,пал
719,Mitte::N,шӧр,шор
720,Mitte::N,vidus,шор
721,Gegenstand::N,кӧлуй,арбери
722,Gegenstand::N,priekšmets,арбери
723,Sache::N,добра,котыр
724,Sache::N,lieta,котыр
725,Rand::N,дор,дур
726,Rand::N,дор,шаер
727,Rand::N,mala,дур
728,Rand::N,mala,шаер
729,Rand::N,apmale,дур
730,Rand::N,apmale,шаер
731,Kante::N,дор,дур
732,Kante::N,šķautne,дур
733,Ecke::N,пельӧс,сэрег
734,Ecke::N,kakts,сэрег
735,Ecke::N,stūris,сэрег
736,Spitze::N,йыв,йыл
737,Spitze::N,smaile,йыл
738,Spitze::N,galotne,йыл
739,Ende::N,пом,пум
740,Ende::N,gals,пум
741,Ende::N,uzgalis,пум
742,Loch::N,розь,пась
743,Loch::N,caurums,пась
744,Winkel::N,пельӧс,сэрег
745,Winkel::N,leņķis,сэрег
746,Muster::N,сер,пужы
747,Muster::N,piemērs,пужы
748,Größe::N,ыджда,быдӟала
749,Größe::N,lielums,быдӟала
750,Länge::N,кузьта,кузьдала
751,Länge::N,garums,кузьдала
752,Höhe::N,джуджда,ӝуждала
753,Höhe::N,augstums,ӝуждала
754,Gewicht::N,сьӧкта,сектала
755,Gewicht::N,сьӧкта,секытлык
756,Gewicht::N,сьӧкталун,сектала
757,Gewicht::N,сьӧкталун,секытлык
758,Gewicht::N,svars,сектала
759,Gewicht::N,svars,секытлык
760,Gewicht::N,smagums,сектала
761,Gewicht::N,smagums,секытлык
762,Menge::N,лун,лыд
763,Menge::N,лун,лыдпус
764,Menge::N,числӧ,лыд
765,Menge::N,числӧ,лыдпус
766,Menge::N,masa,лыд
767,Menge::N,masa,лыдпус
768,Menge::N,daudzums,лыд
769,Menge::N,daudzums,лыдпус
770,Haufen::N,чукӧр,люк
771,Haufen::N,čupa,люк
772,Haufen::N,grēda,люк
773,Haufen::N,kaudze,люк
774,Reihe::N,рад,чур
775,Reihe::N,rinda,чур
776,Reihe::N,virkne,чур
777,Boot::N,пыж,пыж
778,Boot::N,пыж,лодка
779,Boot::N,laiva,пыж
780,Boot::N,laiva,лодка
781,Ruder::N,пелыс,полыс
782,Ruder::N,ӧпаснӧй,полыс
783,Ruder::N,airis,полыс
784,Ruder::N,irklis,полыс
785,Schlitten::N,дадь,додьы
786,Schlitten::N,ragavas,додьы
787,Ski::N,лызь,куас
788,Ski::N,slēpe,куас
789,Lagerfeuer::N,бипур,тылскем
