,Concept_ID,ga,nl
837,zusammen::ADV,in eineacht,samen
838,zusammen::ADV,in eineacht,bijeen
839,lange::ADV,fada,lang
840,plötzlich::ADV,go tobann,eensklaps
841,plötzlich::ADV,go tobann,plotsklaps
842,plötzlich::ADV,i dtobainne,eensklaps
843,plötzlich::ADV,i dtobainne,plotsklaps
844,sofort::ADV,ar an toirt,terstond
845,sofort::ADV,ar an toirt,aanstonds
846,sofort::ADV,ar an toirt,onmiddelijk
847,sofort::ADV,ar an bpointe,terstond
848,sofort::ADV,ar an bpointe,aanstonds
849,sofort::ADV,ar an bpointe,onmiddelijk
850,später::ADV,níos déanaí,later
851,jetzt::ADV,anois,nu
852,jetzt::ADV,anois,nou
853,jetzt::ADV,anois,thans
854,heute::ADV,inniu,heden
855,heute::ADV,inniu,vandaag
856,morgen::ADV,amárach,morgen
857,bald::ADV,go luath,gauw
858,bald::ADV,go luath,weldra
859,bald::ADV,gan mhoill,gauw
860,bald::ADV,gan mhoill,weldra
861,dann::ADV,ansin,dan
862,dann::ADV,ansin,toen
863,gestern::ADV,inné,gisteren
864,einst::ADV,tráth,eens
865,einst::ADV,uair amháin,eens
866,damals::ADV,ag an am,toen
867,damals::ADV,ag an am,destijds
868,damals::ADV,an t-am sin,toen
869,damals::ADV,an t-am sin,destijds
870,danach::ADV,ina dhiaidh sin,daarna
871,vorher::ADV,cheana,vooraf
872,vorher::ADV,cheana,van tevoren
873,vorher::ADV,roimhe sin,vooraf
874,vorher::ADV,roimhe sin,van tevoren
875,zuerst::ADV,ar dtús,eerst
876,zuerst::ADV,ar dtús,het eerst
877,einmal::ADV,uair amháin,eens
878,einmal::ADV,uair amháin,eenmaal
879,manchmal::ADV,uaireanta,soms
880,oft::ADV,minic,vaak
881,oft::ADV,minic,dikwijls
882,immer::ADV,i gcónaí,altijd
883,niemals::ADV,riamh,nooit
884,hier::ADV,anseo,hier
885,hierhin::ADV,anseo,hierheen
886,von hier::ADV,an áit seo,van hier
887,von hier::ADV,an áit seo,hiervandaan
888,dort::ADV,ann,daar
889,dort::ADV,ann,ginds
890,dort::ADV,ansin,daar
891,dort::ADV,ansin,ginds
892,dorthin::ADV,ann,daarheen
893,dorthin::ADV,ansin,daarheen
894,geradeaus::ADV,ar aghaidh,rechtuit
895,geradeaus::ADV,ar aghaidh,rechtdoor
896,rückwärts::ADV,siar,achteruit
897,rückwärts::ADV,siar,achterwaarts
898,zurück::ADV,ar ais,terug
899,unten::ADV,thíos,beneden
900,unten::ADV,thíos,onderaan
901,hinab::ADV,síos,omlaag
902,hinab::ADV,síos,naar beneden
903,oben::ADV,thuas,boven
904,hinauf::ADV,suas,omhoog
905,hinauf::ADV,suas,naar boven
906,überall::ADV,i ngach áit,alom
907,überall::ADV,i ngach áit,overal
908,überall::ADV,ar fud na háite,alom
909,überall::ADV,ar fud na háite,overal
910,nicht::ADV,ní,niet
911,nicht::ADV,cha,niet
912,ein wenig::ADV,beagán,wat
913,kaum::ADV,ar éigean,amper
914,kaum::ADV,ar éigean,nauwelijks
915,sehr::ADV,an-,erg
916,sehr::ADV,an-,zeer
917,so::ADV,chomh,zo
918,so::ADV,mar sin,zo
919,noch::ADV,fós,nog
920,noch::ADV,go fóill,nog
921,nur::ADV,amháin,maar
922,nur::ADV,amháin,alleen
923,nur::ADV,níl ach,maar
924,nur::ADV,níl ach,alleen
925,schon::ADV,cheana,al
926,schon::ADV,cheana,reeds
927,schon::ADV,cheana féin,al
928,schon::ADV,cheana féin,reeds
929,wieder::ADV,arís,weer
930,wieder::ADV,arís,terug
931,wieder::ADV,athuair,weer
932,wieder::ADV,athuair,terug
933,vergebens::ADV,amú,vergeefs
934,vergebens::ADV,amú,tevergeefs
935,vergebens::ADV,in aisce,vergeefs
936,vergebens::ADV,in aisce,tevergeefs
937,vor::PRP,ar thosach,voor
938,hinter::PRP,laistiar de,achter
939,hinter::PRP,taobh thiar de,achter
940,unter::PRP,faoi,onder
941,unter::PRP,faoi,beneden
942,durch::PRP,trí,door
943,neben::PRP,taobh le,naast
944,neben::PRP,in aice le,naast
945,zwischen::PRP,idir,tussen
946,wegen::PRP,de bharr,wegens
947,wegen::PRP,de bharr,vanwege
948,wegen::PRP,mar gheall ar,wegens
949,wegen::PRP,mar gheall ar,vanwege
950,dies::PRN,seo,dit
951,das::PRN,sin,dat
952,alles::PRN,gach rud,alles
953,ich::PRN,mé,ik
954,ich::PRN,mise,ik
955,du::PRN,tú,je
956,du::PRN,tú,jij
957,du::PRN,tusa,je
958,du::PRN,tusa,jij
959,er::PRN,sé,hij
960,er::PRN,seisean,hij
961,wir::PRN,sinn,we
962,wir::PRN,sinn,wij
963,ihr::PRN,sibh,jullie
964,ihr::PRN,sibhse,jullie
965,sie::PRN,siad,ze
966,sie::PRN,siad,zij
967,sie::PRN,siadsan,ze
968,sie::PRN,siadsan,zij
969,was::FPRN,cad,wat
970,was::FPRN,céard,wat
971,wer::FPRN,cé,wie
972,wo::FADV,cá,waar
973,wo::FADV,cén áit,waar
974,wohin::FADV,cá,waarheen
975,wohin::FADV,cén áit,waarheen
976,wie::FADV,conas,hoe
977,wie::FADV,cén chaoi,hoe
978,warum::FADV,cén fáth,waarom
979,warum::FADV,cad chuige,waarom
980,wieviel::FNUM,cá mhéad,hoeveel
981,eins::NUM,aon,één
982,zwei::NUM,dhá,twee
983,drei::NUM,trí,drie
984,vier::NUM,ceathair,vier
985,fünf::NUM,cúig,vijf
986,sechs::NUM,sé,zes
987,sieben::NUM,seacht,zeven
988,acht::NUM,ocht,acht
989,neun::NUM,naoi,negen
990,zehn::NUM,deich,tien
991,elf::NUM,aon déag,elf
992,zwölf::NUM,dó dhéag,twaalf
993,zwanzig::NUM,fiche,twintig
994,dreißig::NUM,tríocha,dertig
995,vierzig::NUM,daichead,veertig
996,vierzig::NUM,ceathracha,veertig
997,fünfzig::NUM,caoga,vijftig
998,sechzig::NUM,seasca,zestig
999,siebzig::NUM,seachtó,zeventig
1000,achtzig::NUM,ochtó,tachtig
1001,neunzig::NUM,nócha,negentig
1002,hundert::NUM,céad,honderd
1003,tausend::NUM,míle,duizend
1004,und::CNJ,agus,en
1005,oder::CNJ,nó,of
1006,stehen::V,seas,staan
1007,sitzen::V,suigh,zitten
1008,liegen::V,luigh,liggen
1009,hängen::V,tá crochta,hangen
1010,werden::V,éirigh,worden
1011,passieren::V,tarlaigh,gebeuren
1012,beginnen::V,tosaigh,beginnen
1013,enden::V,críochnaigh,eindigen
1014,wechseln::V,athraigh,wijzigen
1015,wechseln::V,athraigh,veranderen
1016,aufgehen[Sonne]::V,éirigh,opgaan
1017,untergehen[Sonne]::V,fuin,ondergaan
1018,untergehen[Sonne]::V,téigh faoi,ondergaan
1019,scheinen[Sonne]::V,taitin,schijnen
1020,scheinen[Sonne]::V,soilsigh,schijnen
1021,donnern::V,tá toirneach ann,donderen
1022,wehen::V,séid,waaien
1023,strömen::V,sil,stromen
1024,fließen::V,rith,vloeien
1025,fließen::V,snigh,vloeien
1026,sich drehen::V,cas,draaien
1027,sich drehen::V,cas,zich draaien
1028,sich drehen::V,imrothlaigh,draaien
1029,sich drehen::V,imrothlaigh,zich draaien
1030,schwanken::V,luasc,wankelen
1031,schwingen::V,luasc,zwieren
1032,fallen::V,tit,vallen
1033,brennen::V,dóigh,branden
1034,rauchen::V,plúch toite,roken
1035,regnen::V,báistigh,regenen
1036,regnen::V,tá ag cur báistí,regenen
1037,gefrieren::V,sioc,bevriezen
1038,gefrieren::V,reoigh,bevriezen
1039,tauen::V,leáigh,dooien
1040,tauen::V,coscair,dooien
1041,schmelzen::V,leáigh,smelten
1042,trocknen::V,triomaigh,drogen
1043,sieden::V,fiuch,koken
1044,sieden::V,fiuch,zieden
1045,sieden::V,beirigh,koken
1046,sieden::V,beirigh,zieden
1047,faulen::V,lobh,rotten
1048,faulen::V,dreoigh,rotten
1049,verfaulen::V,lobh,verrotten
1050,verfaulen::V,feoigh,verrotten
1051,reißen::V,bris,scheuren
1052,versinken::V,téigh síos,verzinken
1053,vergehen::V,téigh thart,vergaan
1054,erscheinen::V,tar,opdagen
1055,erscheinen::V,tar,verschijnen
1056,verschwinden::V,imigh,verdwijnen
1057,sinken::V,tit,zinken
1058,sinken::V,ísligh,zinken
1059,abnehmen::V,maolaigh,afnemen
1060,abnehmen::V,maolaigh,verminderen
1061,abnehmen::V,laghdaigh,afnemen
1062,abnehmen::V,laghdaigh,verminderen
1063,zunehmen::V,méadaigh,toenemen
1064,steigen::V,éirigh,stijgen
1065,steigen::V,éirigh,omhooggaan
1066,wachsen::V,fás,groeien
1067,glänzen::V,lonraigh,glanzen
1068,glänzen::V,lonraigh,schitteren
1069,funkeln::V,drithligh,fonkelen
1070,lärmen::V,tóg callán,lawaai maken
1071,läuten::V,buail,luiden
1072,klingeln::V,buail,bellen
1073,klirren::V,cling,rinkelen
1074,brausen::V,búir,bruisen
1075,rauschen::V,tá ag siosarnach,ruisen
1076,klingen::V,tá glór ag,klinken
1077,bellen::V,amhastraigh,blaffen
1078,heulen::V,glam,huilen
1079,blasen::V,séid,blazen
1080,pfeifen::V,lig fead,fluiten
1081,schreien::V,béic,gillen
1082,schreien::V,béic,schreeuwen
1083,schreien::V,glaoigh,gillen
1084,schreien::V,glaoigh,schreeuwen
1085,stöhnen::V,lig cnead,steunen
1086,zittern::V,crith,beven
1087,zittern::V,crith,sidderen
1088,zittern::V,creathnaigh,beven
1089,zittern::V,creathnaigh,sidderen
1090,leben::V,mair,leven
1091,geboren werden::V,rugadh,geboren worden
1092,atmen::V,análaigh,ademen
1093,trinken::V,ól,drinken
1094,essen::V,ith,eten
1095,schlucken::V,slog,slikken
1096,müde werden::V,tuirsigh,moe worden
1097,einschlafen::V,tit ina chodladh,inslapen
1098,schlafen::V,codail,slapen
1099,aufwachen::V,múscail,ontwaken
1100,aufwachen::V,múscail,wakker worden
1101,aufstehen::V,éirigh,opstaan
1102,sich erholen::V,lig scíth,zich ontspannen
1103,krank werden::V,éirigh tinn,ziek worden
1104,krank sein::V,tá tinn,ziek zijn
1105,schmerzen::V,tá pian i,pijn doen
1106,husten::V,déan casacht,hoesten
1107,genesen::V,téarnaigh,genezen
1108,sterben::V,éag,sterven
1109,sterben::V,éag,overlijden
1110,sterben::V,faigh bás,sterven
1111,sterben::V,faigh bás,overlijden
1112,umkommen::V,caill,omkomen
1113,sich bewegen::V,bog,zich bewegen
1114,sich bewegen::V,gluais,zich bewegen
1115,sich rühren::V,corraigh,zich verroeren
1116,sich erheben::V,seas suas,oprijzen
1117,sich erheben::V,seas suas,verrijzen
1118,sich setzen::V,suigh,gaan zitten
1119,hinfallen::V,tit,vallen
1120,hinfallen::V,tit,neervallen
1121,laufen::V,siúil,lopen
1122,schreiten::V,siúil,stappen
1123,schreiten::V,siúil,schrijden
1124,spazierengehen::V,téigh ag spaisteoireacht,gaan wandelen
1125,eilen::V,deifrigh,ijlen
1126,eilen::V,deifrigh,haasten
1127,eilen::V,brostaigh,ijlen
1128,eilen::V,brostaigh,haasten
1129,sich beeilen::V,deifrigh,zich haasten
1130,sich beeilen::V,déan deifir,zich haasten
1131,sausen::V,luathaigh,stuiven
1132,rennen::V,rith,rennen
1133,springen::V,léim,springen
1134,klettern::V,dreap,klimmen
1135,klettern::V,dreap,klauteren
1136,schaukeln::V,téigh ar an maide corrach,schommelen
1137,kriechen::V,snámh,kruipen
1138,schwimmen::V,snámh,zwemmen
1139,tauchen::V,tum,duiken
1140,rudern::V,iomair,roeien
1141,rudern::V,rámhaigh,roeien
1142,fahren::V,tiomáin,rijden
1143,fliegen::V,eitil,vliegen
1144,gehen::V,téigh,gaan
1145,weggehen::V,imigh,weggaan
1146,abfahren::V,imigh,vertrekken
1147,anhalten::V,stad,stoppen
1148,anhalten::V,stad,stilhouden
1149,hineingehen::V,téigh isteach,ingaan
1150,hineingehen::V,téigh isteach,binnengaan
1151,eintreten::V,téigh isteach,binnenkomen
1152,kommen::V,tar,komen
1153,ankommen::V,tar,aankomen
1154,zurückkommen::V,fill,terugkomen
1155,bleiben::V,fan,blijven
1156,warten::V,fan,wachten
1157,erwarten::V,tá ag súil le,verwachten
1158,erwarten::V,tá ag dréim le,verwachten
1159,suchen::V,lorg,zoeken
1160,finden::V,faigh,vinden
1161,finden::V,aimsigh,vinden
1162,versuchen::V,triail,proberen
1163,versuchen::V,triail,beproeven
1164,vorbereiten::V,réitigh,voorbereiden
1165,lieben::V,gráigh,houden van
1166,mögen::V,taitin le,lusten
1167,mögen::V,taitin le,houden van
1168,mögen::V,is maith le,lusten
1169,mögen::V,is maith le,houden van
1170,lachen::V,gáir,lachen
1171,rühren::V,téigh i bhfeidhm ar,roeren
1172,weinen::V,goil,huilen
1173,weinen::V,goil,schreien
1174,weinen::V,caoin,huilen
1175,weinen::V,caoin,schreien
1176,schimpfen::V,tá ag clamhsán,kijven
1177,schimpfen::V,tá ag clamhsán,schelden
1178,sich ärgern::V,tá corraithe,zich ergeren
1179,sich fürchten::V,tá eagla ar,bang zijn
1180,fürchten::V,tá eagla ar,vrezen
1181,fliehen::V,teith,vluchten
1182,flüchten::V,éalaigh,ontsnappen
1183,flüchten::V,éalaigh,ontkomen
1184,sehen::V,feic,zien
1185,anschauen::V,dearc,aankijken
1186,anschauen::V,féach ar,aankijken
1187,ansehen::V,breathnaigh,aanzien
1188,ansehen::V,breathnaigh,bekijken
1189,hören::V,cluin,horen
1190,zuhören::V,éist,luisteren
1191,probieren::V,bliais,proeven
1192,riechen::V,bolaigh,ruiken
1193,fühlen::V,braith,voelen
1194,fühlen::V,mothaigh,voelen
1195,scheinen::V,tá an chuma ar,lijken
1196,zu sehen sein::V,tá le feiceáil,te zien zijn
1197,vernehmen::V,clois,vernemen
1198,frieren::V,tá fuar,het koud hebben
1199,tun::V,déan,doen
1200,können::V,féad,kunnen
1201,können::V,is féidir le,kunnen
1202,wollen::V,tá ag iarraidh,willen
1203,anfangen::V,tosaigh,beginnen
1204,anfangen::V,tosaigh,aanvangen
1205,anfangen::V,cuir tús le,beginnen
1206,anfangen::V,cuir tús le,aanvangen
1207,beenden::V,críochnaigh,beëindigen
1208,beenden::V,cuir deireadh le,beëindigen
1209,aufhören::V,stad,ophouden
1210,gelingen::V,éirigh le,lukken
1211,gelingen::V,éirigh le,gelukken
1212,geraten::V,tá deireadh ar,uitvallen
1213,öffnen::V,oscail,openen
1214,öffnen::V,oscail,opendoen
1215,schließen::V,dún,sluiten
1216,schließen::V,dún,dichtdoen
1217,schließen::V,iaigh,sluiten
1218,schließen::V,iaigh,dichtdoen
1219,stellen::V,cuir,stellen
1220,stellen::V,cuir,plaatsen
1221,setzen::V,cuir,zetten
1222,setzen::V,cuir,plaatsen
1223,setzen::V,socraigh,zetten
1224,setzen::V,socraigh,plaatsen
1225,legen::V,cuir,leggen
1226,berühren::V,teagmhaigh le,aanraken
1227,verbinden::V,ceangail,verbinden
1228,bedecken::V,clúdaigh,bedekken
1229,bedecken::V,cumhdaigh,bedekken
1230,aufhängen::V,croch,ophangen
1231,anzünden::V,las,aansteken
1232,anzünden::V,adhain,aansteken
1233,aufheben::V,tóg,oprapen
1234,aufheben::V,ardaigh,oprapen
1235,zurücklassen::V,fág,achterlaten
1236,verlieren::V,caill,verliezen
1237,fallen lassen::V,lig uait,laten vallen
1238,fallen lassen::V,caith uait,laten vallen
1239,machen::V,déan,maken
1240,machen::V,réitigh,maken
1241,herstellen::V,táirg,produceren
1242,herstellen::V,táirg,voortbrengen
1243,bauen::V,tóg,bouwen
1244,reparieren::V,deisigh,repareren
1245,reparieren::V,deisigh,herstellen
1246,verbessern::V,feabhsaigh,verbeteren
1247,ändern::V,athraigh,wijzigen
1248,ändern::V,athraigh,veranderen
1249,graben::V,tochail,graven
1250,beugen::V,crom,buigen
1251,biegen::V,lúb,buigen
1252,drehen::V,cas,draaien
1253,wenden::V,tiontaigh,keren
1254,wenden::V,tiontaigh,wenden
1255,umdrehen::V,iompaigh,omdraaien
1256,umdrehen::V,tiontaigh,omdraaien
1257,heben::V,ardaigh,heffen
1258,heben::V,ardaigh,optillen
1259,hochheben::V,tóg,tillen
1260,ergreifen::V,beir ar,pakken
1261,ergreifen::V,beir ar,grijpen
1262,halten::V,coimeád,houden
1263,halten::V,coinnigh,houden
1264,drücken::V,brúigh,drukken
1265,schieben::V,brúigh,duwen
1266,schieben::V,brúigh,schuiven
1267,kratzen::V,scríob,krassen
1268,lecken::V,ligh,likken
1269,lecken::V,leadhb,likken
1270,beißen::V,bain greim as,bijten
1271,abreißen::V,stróic,afrukken
1272,abreißen::V,stróic,afscheuren
1273,abreißen::V,tarraing,afrukken
1274,abreißen::V,tarraing,afscheuren
1275,abschneiden::V,scoith,afsnijden
1276,binden::V,ceangail,binden
1277,stecken::V,sáigh,steken
1278,brechen::V,bris,breken
1279,klopfen::V,cnag,kloppen
1280,hauen::V,buail,houwen
1281,kleben::V,gliúáil,plakken
1282,reiben::V,cuimil,wrijven
1283,streichen::V,leath,smeren
1284,schleifen::V,líomh,slijpen
1285,schneiden::V,gearr,snijden
1286,rütteln::V,croith,schudden
1287,schütteln::V,croith,schudden
1288,schwenken::V,luasc,wuiven
1289,schwenken::V,luasc,zwaaien
1290,schütten::V,doirt,gieten
1291,schütten::V,doirt,storten
1292,füllen::V,líon,vullen
1293,einwickeln::V,cuach,inwikkelen
1294,einwickeln::V,clúdaigh,inwikkelen
1295,tragen::V,iompair,dragen
1296,schleppen::V,tarraing,slepen
1297,ziehen::V,tarraing,trekken
1298,aufbewahren::V,coinnigh,bewaren
1299,werfen::V,caith,gooien
1300,fangen::V,ceap,vangen
1301,packen::V,beir ar,pakken
1302,packen::V,beir ar,vastpakken
1303,verstecken::V,folaigh,verstoppen
1304,verstecken::V,cuir i bhfolach,verstoppen
1305,teilen::V,roinn,delen
1306,schicken::V,seol,sturen
1307,bringen::V,beir,brengen
1308,bringen::V,tabhair,brengen
1309,hinzufügen::V,cuir le,toevoegen
1310,bekommen::V,faigh,verkrijgen
1311,erhalten::V,faigh,krijgen
1312,nehmen::V,tóg,nemen
1313,nehmen::V,glac,nemen
1314,wählen::V,pioc,kiezen
1315,wählen::V,pioc,verkiezen
1316,wählen::V,roghnaigh,kiezen
1317,wählen::V,roghnaigh,verkiezen
1318,auswählen::V,roghnaigh,uitkiezen
1319,bewahren::V,caomhnaigh,bewaren
1320,behindern::V,cuir bac ar,hinderen
1321,verderben::V,mill,bederven
1322,beschädigen::V,loit,beschadigen
1323,beschädigen::V,déan damáiste do,beschadigen
1324,zerbrechen::V,bris,breken
1325,zerbrechen::V,bris,stukbreken
1326,zerreißen::V,stiall,scheuren
1327,zerreißen::V,stiall,verscheuren
1328,zerstören::V,mill,vernielen
1329,zerstören::V,scrios,vernielen
1330,verbrennen::V,las,branden
1331,verbrennen::V,las,verbranden
1332,verbrennen::V,dóigh,branden
1333,verbrennen::V,dóigh,verbranden
1334,geben::V,tabhair,geven
1335,reichen::V,sín,reiken
1336,reichen::V,sín,aanreiken
1337,reichen::V,cuir,reiken
1338,reichen::V,cuir,aanreiken
1339,schenken::V,bronn,schenken
1340,schenken::V,tabhair,schenken
1341,versprechen::V,geall,beloven
1342,wünschen::V,guigh,wensen
1343,loben::V,mol,loven
1344,loben::V,mol,prijzen
1345,küssen::V,póg,kussen
1346,wiegen::V,bog,wiegen
1347,wiegen::V,luasc,wiegen
1348,zudecken::V,clúdaigh,toedekken
1349,wecken::V,dúisigh,wekken
1350,zeigen::V,taispeáin,tonen
1351,zeigen::V,taispeáin,wijzen
1352,führen::V,treoraigh,voeren
1353,lehren::V,múin,leren
1354,lehren::V,teagasc,leren
1355,unterrichten::V,múin,onderwijzen
1356,unterrichten::V,teagasc,onderwijzen
1357,aufziehen::V,tóg,grootbrengen
1358,leiten::V,tá i gceannas ar,leiden
1359,antreiben::V,gríosaigh,aandrijven
1360,lassen::V,cuir ag,laten
1361,einladen::V,cuir cuireadh ar,uitnodigen
1362,vereinigen::V,aontaigh,verenigen
1363,besuchen::V,tabhair cuairt ar,bezoeken
1364,treffen::V,cas ar,treffen
1365,treffen::V,cas ar,ontmoeten
1366,treffen::V,buail le,treffen
1367,treffen::V,buail le,ontmoeten
1368,sich versammeln::V,bailigh,zich verzamelen
1369,sich versammeln::V,cruinnigh,zich verzamelen
1370,spielen::V,imir,spelen
1371,spielen::V,tá ag spraoi,spelen
1372,singen::V,can,zingen
1373,tanzen::V,rinc,dansen
1374,tanzen::V,damhsaigh,dansen
1375,sich trennen::V,scar,van elkaar gaan
1376,verlassen::V,fág,verlaten
1377,retten::V,tarrtháil,redden
1378,bewachen::V,cosain,bewaken
1379,bewachen::V,gardáil,bewaken
1380,schützen::V,cosain,beschermen
1381,verteidigen::V,cosain,verdedigen
1382,sich schlagen::V,tá ag bruíon,knokken
1383,schießen::V,caith,schieten
1384,schießen::V,scaoil,schieten
1385,siegen::V,bain,overwinnen
1386,siegen::V,buaigh,overwinnen
1387,ärgern::V,cuir isteach ar,ergeren
1388,schlagen::V,buail,slaan
1389,treten::V,ciceáil,trappen
1390,treten::V,ciceáil,schoppen
1391,stechen::V,sáigh,steken
1392,stechen::V,sáigh,prikken
1393,stoßen::V,brúigh,stoten
1394,stoßen::V,soncáil,stoten
1395,stehlen::V,goid,stelen
1396,stören::V,cuir isteach ar,storen
1397,stören::V,cuir isteach ar,verstoren
1398,belästigen::V,cuir as do,lastig vallen
1399,verbergen::V,ceil,verbergen
1400,täuschen::V,cuir dallamullóg ar,misleiden
1401,betrügen::V,déan calaois ar,bedriegen
1402,töten::V,maraigh,doden
1403,wohnen::V,cuir faoi,wonen
1404,wohnen::V,tá ina chónaí,wonen
1405,arbeiten::V,oibrigh,werken
1406,sammeln::V,bailigh,inzamelen
1407,sammeln::V,bailigh,verzamelen
1408,sammeln::V,cruinnigh,inzamelen
1409,sammeln::V,cruinnigh,verzamelen
1410,pflücken::V,pioc,plukken
1411,jagen::V,seilg,jagen
1412,fischen::V,iasc,vissen
1413,fassen::V,beir ar,vangen
1414,hüten::V,aoirigh,hoeden
1415,treiben::V,seol,drijven
1416,treiben::V,tiomáin,drijven
1417,anbinden::V,ceangail,vastbinden
1418,füttern::V,cothaigh,voeren
1419,füttern::V,beathaigh,voeren
1420,melken::V,bligh,melken
1421,melken::V,crúigh,melken
1422,hacken::V,gearr,hakken
1423,gießen::V,uiscigh,gieten
1424,reifen::V,aibigh,rijpen
1425,zubereiten::V,cócaráil,klaarmaken
1426,zubereiten::V,cócaráil,toebereiden
1427,kochen::V,bruith,koken
1428,kochen::V,beirigh,koken
1429,backen::V,bácáil,bakken
1430,braten::V,róst,braden
1431,braten::V,frioch,braden
1432,umrühren::V,measc,omroeren
1433,stricken::V,cniotáil,breien
1434,nähen::V,fuaigh,naaien
1435,färben::V,dathaigh,verven
1436,färben::V,dathaigh,kleuren
1437,reinigen::V,glan,reinigen
1438,waschen::V,nigh,wassen
1439,abwischen::V,glan,afvegen
1440,spülen::V,sruthlaigh,spoelen
1441,spülen::V,sruthlaigh,afwassen
1442,fegen::V,scuab,vegen
1443,kehren::V,scuab,vegen
1444,baden::V,folc,baden
1445,sich waschen::V,nigh é féin,zich wassen
1446,ausziehen::V,bain de,uittrekken
1447,anziehen::V,cuir ar,aantrekken
1448,sich anziehen::V,gléas é féin,zich aankleden
1449,kämmen::V,cíor,kammen
1450,schmücken::V,maisigh,tooien
1451,sagen::V,abair,zeggen
1452,sprechen::V,labhair,spreken
1453,reden::V,caintigh,praten
1454,sich unterhalten::V,caintigh,zich onderhouden
1455,sich unterhalten::V,tá ag comhrá,zich onderhouden
1456,fragen::V,fiafraigh,vragen
1457,fragen::V,cuir ceist,vragen
1458,bitten::V,iarr,vragen
1459,bitten::V,iarr,verzoeken
1460,erzählen::V,inis,vertellen
1461,erzählen::V,eachtraigh,vertellen
1462,mitteilen::V,aithris,meedelen
1463,mitteilen::V,cuir in iúl,meedelen
1464,nennen::V,ainmnigh,noemen
1465,rufen::V,glaoigh,roepen
1466,prahlen::V,maígh,pralen
1467,übersetzen::V,aistrigh,vertalen
1468,denken::V,síl,denken
1469,denken::V,ceap,denken
1470,glauben::V,creid,geloven
1471,bemerken::V,tabhair faoi deara,bemerken
1472,erkennen::V,aithin,herkennen
1473,begreifen::V,tuig,begrijpen
1474,verstehen::V,tuig,verstaan
1475,lernen::V,foghlaim,leren
1476,wissen::V,tá a fhios ag,weten
1477,sich erinnern an::V,cuimhnigh ar,zich herinneren aan
1478,sich erinnern an::V,is cuimhne ar,zich herinneren aan
1479,vergessen::V,dearmad,vergeten
1480,messen::V,tomhais,meten
1481,zählen::V,cuntais,tellen
1482,rechnen::V,ríomh,rekenen
1483,rechnen::V,áirigh,rekenen
1484,lesen::V,léigh,lezen
1485,malen::V,péinteáil,schilderen
1486,zeichnen::V,línigh,tekenen
1487,zeichnen::V,tarraing,tekenen
1488,schreiben::V,scríobh,schrijven
1489,besitzen::V,is le,bezitten
1490,kaufen::V,ceannaigh,kopen
1491,verkaufen::V,díol,verkopen
1492,bezahlen::V,íoc as,betalen
1493,zahlen::V,íoc,betalen
1494,beherrschen::V,rialaigh,beheersen
1495,ertragen::V,seas,verdragen
1496,ertragen::V,fulaing,verdragen
1497,ertragen::V,foighnigh,verdragen
1498,Ader::N,,ader
1499,vorwärts::ADV,,vooruit
1500,vorwärts::ADV,,voorwaarts
