,Concept_ID,ce,ru
807,rudern::V,дига лело,грести
808,rudern::V,кема лело,грести
809,fahren::V,хахка,ехать
810,fliegen::V,тӏемадала,летать
811,gehen::V,лeла,идти
812,weggehen::V,дӏадаха,уйти
813,abfahren::V,дӏадаха,отправиться
814,anhalten::V,саца,остановиться
815,hineingehen::V,чудала,входить
816,eintreten::V,чудала,войти
817,kommen::V,кхача,прийти
818,kommen::V,дӏакхача,прийти
819,kommen::V,схьакхача,прийти
820,ankommen::V,кхача,прибыть
821,ankommen::V,схьакхача,прибыть
822,zurückkommen::V,юхада,возвратиться
823,bleiben::V,диса,остаться
824,warten::V,хьежа,ждать
825,warten::V,cобар дан,ждать
826,erwarten::V,хьоьжуш ӏан,ожидать
827,suchen::V,леха,искать
828,finden::V,каро,найти
829,versuchen::V,дан хьажа,пытаться
830,vorbereiten::V,кечъян,подготовить
831,lieben::V,деза,любить
832,mögen::V,безамхила,любить
833,lachen::V,дела,смеяться
834,rühren::V,хьедан,растрогать
835,weinen::V,делха,плакать
836,schimpfen::V,чехо,ругаться
837,sich ärgern::V,оьгӏазъэха,сердиться
838,sich fürchten::V,кхера,бояться
839,fürchten::V,кхера,бояться
840,fliehen::V,дӏадада,убегать
841,flüchten::V,дӏадада,убежать
842,sehen::V,ган,видеть
843,anschauen::V,хьажа,посмотреть
844,anschauen::V,хьежа,посмотреть
845,ansehen::V,хьовса,смотреть
846,hören::V,хаза,слышать
847,zuhören::V,ладогӏа,слушать
848,probieren::V,хьажа,пробовать
849,riechen::V,хьожа яха,нюхать
850,fühlen::V,хаадала,чувствовать
851,scheinen::V,мотта,казаться
852,zu sehen sein::V,гуш хила,виднеться
853,vernehmen::V,бартхатта,услышать
854,frieren::V,гӏоро,мерзнуть
855,tun::V,дан,делать
856,können::V,дадала,мочь
857,können::V,дадала,уметь
858,wollen::V,тӏергӏа,хотеть
859,anfangen::V,доло,начать
860,beenden::V,довла,закончить
861,aufhören::V,саца,перестать
862,gelingen::V,кадала,удаться
863,geraten::V,хила,оказаться
864,öffnen::V,дӏаделла,открыть
865,öffnen::V,схьаделла,открыть
866,schließen::V,къовла,закрыть
867,schließen::V,дӏачӏагӏа,закрыть
868,stellen::V,хlотто,поставить
869,setzen::V,дийгӏа,посадить
870,legen::V,охьадилла,класть
871,berühren::V,хьедан,трогать
872,verbinden::V,вовшахтаса,связать
873,bedecken::V,тилла,покрыть
874,bedecken::V,тӏетаса,покрыть
875,aufhängen::V,хьалаолла,повесить
876,anzünden::V,лато,зажечь
877,aufheben::V,айа,поднять
878,zurücklassen::V,дита,оставить
879,verlieren::V,дайа,потерять
880,fallen lassen::V,охьадожо,уронить
881,machen::V,дан,сделать
882,herstellen::V,дан,изготовить
883,bauen::V,гӏишлоян,строить
884,reparieren::V,тадан,чинить
885,verbessern::V,нисдан,улучшить
886,ändern::V,хийца,изменить
887,graben::V,ахка,копать
888,beugen::V,сатто,согнуть
889,biegen::V,сатто,погнуть
890,drehen::V,хьовзо,вертеть
891,umdrehen::V,хьовзo,перевернуть
892,heben::V,айа,поднимать
893,heben::V,хьалаайа,поднимать
894,hochheben::V,хьалаайа,поднять
895,ergreifen::V,дӏалаца,схватить
896,halten::V,латто,держать
897,drücken::V,тӏетаӏо,нажимать
898,schieben::V,татта,толкать
899,kratzen::V,мӏараш тийса,скрести
900,lecken::V,мотт хьекха,лизать
901,beißen::V,катoха,кусать
902,abreißen::V,схьадаккха,оторвать
903,abschneiden::V,кхада,отрезать
904,binden::V,дӏадехка,вязать
905,binden::V,вовшахтаса,вязать
906,stecken::V,чудахийта,воткнуть
907,brechen::V,кагдан,сломать
908,klopfen::V,детта,стучать
909,hauen::V,етта,бить
910,kleben::V,тӏелато,клеить
911,reiben::V,хьекхо,тереть
912,streichen::V,тlехьакха,намазать
913,schleifen::V,ирдан,точить
914,schneiden::V,ларга,резать
915,rütteln::V,лесто,шатать
916,schütteln::V,лесто,трясти
917,schwenken::V,лесто,махать
918,schütten::V,дотта,налить
919,füllen::V,дуза,наполнить
920,einwickeln::V,хьарчо,завернуть
921,tragen::V,дахьа,нести
922,schleppen::V,ийзо,тащить
923,ziehen::V,озо,тянуть
924,aufbewahren::V,ӏалашдан,хранить
925,werfen::V,кхосса,бросать
926,fangen::V,леца,ловить
927,packen::V,леца,схватить
928,verstecken::V,къайладаккха,спрятать
929,teilen::V,декъа,разделить
930,schicken::V,дӏадахьийта,посылать
931,bringen::V,дан,принести
932,hinzufügen::V,тӏетоха,добавить
933,bekommen::V,даккха,достать
934,erhalten::V,даккха,получить
935,nehmen::V,схьаэца,взять
936,wählen::V,харжа,выбрать
937,auswählen::V,харжа,отобрать
938,bewahren::V,lалашдан,сохранить
939,behindern::V,новкъарло ян,препятствовать
940,verderben::V,талхо,испортить
941,beschädigen::V,дохо,повредить
942,zerbrechen::V,дохо,разбить
943,zerbrechen::V,кагдан,разбить
944,zerreißen::V,хадо,разорвать
945,zerstören::V,дохо,разрушить
946,zerstören::V,кагдан,разрушить
947,verbrennen::V,даго,сжечь
948,geben::V,яла,дать
949,reichen::V,дӏадала,передать
950,reichen::V,дӏакховдо,передать
951,schenken::V,совгӏат дан,дарить
952,versprechen::V,ваӏда дан,обещать
953,wünschen::V,лаа,желать
954,loben::V,хасто,хвалить
955,küssen::V,оба яккха,целовать
956,wiegen::V,тахка,качать
957,zudecken::V,тӏетаса,накрыть
958,wecken::V,самадаккха,разбудить
959,zeigen::V,гайта,показать
960,führen::V,дига,вести
961,lehren::V,ӏамо,учить
962,unterrichten::V,хьеха,преподавать
963,aufziehen::V,кхио,воспитать
964,leiten::V,урхалла дан,руководить
965,antreiben::V,сихдан,подгонять
966,lassen::V,-йта,заставить
967,einladen::V,кхайкха,пригласить
968,vereinigen::V,цхьаьнатоха,объединить
969,besuchen::V,хьажахIотта,посетить
970,treffen::V,дуьхьалкхета,встретить
971,sich versammeln::V,гулдан,собраться
972,spielen::V,ловза,играть
973,singen::V,лакха,петь
974,tanzen::V,хелхадала,плясать
975,tanzen::V,хелхадала,танцевать
976,sich trennen::V,къаста,расстаться
977,verlassen::V,дита,покинуть
978,retten::V,кӏелхьардаккха,спасти
979,bewachen::V,ха дан,охранять
980,schützen::V,лардан,уберегать
981,verteidigen::V,лардан,защитить
982,sich schlagen::V,етта,драться
983,schießen::V,детта,стрелять
984,siegen::V,тола,победить
985,ärgern::V,оьгӏаздахийта,сердить
986,schlagen::V,тоха,ударить
987,treten::V,мийра тоха,пинать
988,stechen::V,ӏотта,уколоть
989,stechen::V,къовзо,уколоть
990,stoßen::V,татта,толкнуть
991,stehlen::V,лачкъо,украсть
992,stören::V,новкъарло ян,помешать
993,belästigen::V,сагатдан,надоедать
994,verbergen::V,къайладаккха,скрыть
995,täuschen::V,ӏexo,обмануть
996,betrügen::V,ледан,смошенничать
997,töten::V,ден,убить
998,wohnen::V,даха,проживать
999,arbeiten::V,къахьега,работать
1000,sammeln::V,гулдан,собрать
1001,pflücken::V,даха,рвать
1002,pflücken::V,даха,срывать
1003,jagen::V,талла,охотиться
1004,fischen::V,чӏерий леца,рыбачить
1005,fassen::V,лаца,поймать
1006,fassen::V,схьалаца,поймать
1007,hüten::V,лардан,пасти
1008,treiben::V,лахка,гнать
1009,anbinden::V,дӏадехка,привязать
1010,füttern::V,хӏума яла,кормить
1011,melken::V,оза,доить
1012,gießen::V,хи тоха,полить
1013,reifen::V,хьекъа,созреть
1014,zubereiten::V,кечъян,приготовить
1015,zubereiten::V,кхача бан,приготовить
1016,kochen::V,кхача бан,варить
1017,backen::V,датта,печь
1018,braten::V,кхарза,жарить
1019,umrühren::V,кего,перемешать
1020,nähen::V,тега,шить
1021,färben::V,басардан,покрасить
1022,reinigen::V,цӏандан,очистить
1023,waschen::V,йила,стирать
1024,waschen::V,йитта,стирать
1025,waschen::V,дӏадайа,стирать
1026,abwischen::V,дӏадайа,вытереть
1027,spülen::V,хи кхарза,полоскать
1028,fegen::V,нуй хьакха,подметать
1029,kehren::V,нуй хьакха,мести
1030,baden::V,лийча,купаться
1031,sich waschen::V,юьхь йила,мыться
1032,ausziehen::V,духар дӏадаккха,снять
1033,sich anziehen::V,духа,одеться
1034,kämmen::V,ехк хьакха,причесать
1035,schmücken::V,хаздан,украсить
1036,sagen::V,ала,сказать
1037,sprechen::V,баха,говорить
1038,sprechen::V,мотт бийца,говорить
1039,reden::V,къамел дан,разговаривать
1040,sich unterhalten::V,къамел дан,беседовать
1041,fragen::V,хатта,спросить
1042,bitten::V,деха,просить
1043,erzählen::V,дийца,рассказать
1044,mitteilen::V,хаам бан,сообщить
1045,nennen::V,цӏе яккха,назвать
1046,rufen::V,кхайкха,звать
1047,prahlen::V,куралла ян,хвастаться
1048,prahlen::V,дозалла дан,хвастаться
1049,übersetzen::V,гоч дан,перевести
1050,denken::V,ойла ян,думать
1051,glauben::V,теша,верить
1052,bemerken::V,ган,заметить
1053,erkennen::V,довза,узнать
1054,begreifen::V,кхета,понять
1055,begreifen::V,кхета,постичь
1056,verstehen::V,кхета,услышать
1057,lernen::V,деша,учиться
1058,wissen::V,хаа,знать
1059,sich erinnern an::V,дагадан,вспомнить
1060,vergessen::V,дицдала,забыть
1061,messen::V,дуста,мерить
1062,zählen::V,дагардан,считать
1063,rechnen::V,лара,считать
1064,lesen::V,еша,читать
1065,malen::V,сурт дилла,рисовать
1066,zeichnen::V,сурт дилла,рисовать
1067,schreiben::V,яздан,писать
1068,besitzen::V,доладан,иметь
1069,kaufen::V,эца,купить
1070,verkaufen::V,дохка,продать
1071,bezahlen::V,мах бала,заплатить
1072,zahlen::V,мах бала,платить
1073,beherrschen::V,собаре хила,владеть
1074,ertragen::V,лан,вытерпеть
1075,ertragen::V,сатоха,вытерпеть
1076,ertragen::V,садетта,вытерпеть
1077,Schwarm::N,,стая
1078,Schlinge::N,,силок
1079,Art::N,,вид
1080,Entfernung::N,,расстояние
1081,Griff::N,,ручка
1082,Figur::N,,фигура
1083,Bogen[Waffe]::N,,лук
1084,so::ADV,,так
1085,abnehmen::V,,уменьшиться
1086,sausen::V,,мчаться
1087,wenden::V,,повернуть
1088,hacken::V,,рубить
1089,stricken::V,,вязать
1090,anziehen::V,,надеть
