,Concept_ID,sq,is
436,Nagel::N,gozhdë,nögl
437,Netz::N,rrjetë,net
438,Haken::N,grep,krókur
439,Haken::N,grremç,krókur
440,Griff::N,dorak,tak
441,Griff::N,dorezë,tak
442,Schloss::N,bravë,lás
443,Bild::N,tablo,mynd
444,Bild::N,pikturë,mynd
445,Figur::N,figurë,stytta
446,Puppe::N,kukull,brúða
447,Beutel::N,qese,poki
448,Beutel::N,qese,baggi
449,Beutel::N,trastë,poki
450,Beutel::N,trastë,baggi
451,Bündel::N,deng,böggull
452,Tasche::N,çantë,veski
453,Eimer::N,kovë,fata
454,Deckel::N,kapak,lok
455,Deckel::N,mbulesë,lok
456,Geschirr::N,enë,leirtau
457,Sack::N,thes,sekkur
458,Sack::N,torbë,sekkur
459,Tasse::N,filxhan,bolli
460,Topf::N,kusi,pottur
461,Topf::N,tenxhere,pottur
462,Kessel::N,kazan,ketill
463,Essen::N,ngrënie,matur
464,Nahrung::N,ushqim,fæða
465,Speise::N,gatesë,réttur
466,Speise::N,gatesë,matarréttur
467,Fleisch::N,mish,kjöt
468,Getreide::N,drithë,korn
469,Brei::N,qull,grautur
470,Brot::N,bukë,brauð
471,Scheibe::N,fetë,sneið
472,Fett::N,lyrë,fita
473,Fett::N,yndyrë,fita
474,Butter::N,gjalpë,smjör
475,Öl::N,vaj,olía
476,Salz::N,kripë,salt
477,Suppe::N,supë,súpa
478,Suppe::N,çorbë,súpa
479,Honig::N,mjaltë,hunang
480,Milch::N,qumësht,mjólk
481,Tee::N,çaj,te
482,Leder::N,lëkurë,skinn
483,Wolle::N,lesh,ull
484,Stoff::N,pëlhurë,dúkur
485,Nadel::N,gjilpërë,nál
486,Faden::N,pe,þráður
487,Faden::N,fije,þráður
488,Knopf::N,kopsë,tala
489,Knopf::N,kopsë,hnappur
490,Knoten::N,komb,hnútur
491,Farbe::N,bojë,málning
492,Kleidung::N,veshje,búningur
493,Kleidung::N,veshje,klæðnaður
494,Hemd::N,këmishë,skyrta
495,Kragen::N,jakë,kragi
496,Kragen::N,jakë,flibbi
497,Ärmel::N,mëngë,ermi
498,Hose::N,brekë,buxur
499,Gürtel::N,rrip,belti
500,Mütze::N,kësulë,húfa
501,Schuh::N,këpucë,skór
502,Stiefel::N,çizme,stígvél
503,Ring::N,unazë,hringur
504,Band::N,shirit,band
505,Kamm::N,krehër,greiða
506,Spiegel::N,pasqyrë,spegill
507,Riemen::N,rrip,ól
508,Riemen::N,rrip,reim
509,Schnur::N,litar,snúra
510,Schnur::N,cikomë,snúra
511,Leine::N,rrip,band
512,Decke::N,batanije,teppi
513,Kissen::N,jastëk,koddi
514,Tuch::N,shami,klútur
515,Handtuch::N,peshqir,þurrka
516,Handtuch::N,peshqir,handklæði
517,Kraft::N,forcë,afl
518,Kraft::N,forcë,kraftur
519,Stärke::N,koll,styrkur
520,Gesundheit::N,shëndet,heilsa
521,Gesundheit::N,shëndet,heilbrigði
522,Krankheit::N,sëmundje,sjúkdómur
523,Schmerz::N,dhimbje,sársauki
524,Wunde::N,plagë,sár
525,Fieber::N,ethe,hitasótt
526,Arznei::N,ilaç,lyf
527,Brücke::N,urë,brú
528,Brunnen::N,pus,brunnur
529,Weide::N,kullotë,hagi
530,Pfad::N,ravë,stígur
531,Pfad::N,shteg,stígur
532,Weg::N,udhë,vegur
533,Weg::N,shteg,vegur
534,Straße::N,rrugë,gata
535,Straße::N,rrugë,stræti
536,Dorf::N,fshat,þorp
537,Dorf::N,katund,þorp
538,Stadt::N,qytet,borg
539,Brief::N,letër,bréf
540,Buch::N,libër,bók
541,Buchstabe::N,shkronjë,bókstafur
542,Zeitung::N,gazetë,dagblað
543,Leben::N,jetë,líf
544,Tod::N,mortje,dauði
545,Grab::N,varr,gröf
546,Kirche::N,kishë,kirkja
547,Sünde::N,mëkat,synd
548,Sünde::N,gjynah,synd
549,Gott::N,hy,guð
550,Gott::N,zot,guð
551,Arbeiter::N,punëtor,verkamaður
552,Chef::N,shef,yfirmaður
553,Chef::N,drejtues,yfirmaður
554,Meister::N,mjeshtër,meistari
555,Arzt::N,mjek,læknir
556,Arzt::N,doktor,læknir
557,Lehrer::N,mësues,kennari
558,Lehrer::N,arsimtar,kennari
559,Geld::N,para,peningar
560,Geld::N,holla,peningar
561,Geschäft::N,ujdi,viðskipti
562,Geschäft::N,biznes,viðskipti
563,Laden::N,dyqan,búð
564,Laden::N,dyqan,verslun
565,Preis::N,çmim,verð
566,Ware::N,mall,vara
567,Nutzen::N,dobi,gagn
568,Nutzen::N,leverdi,gagn
569,Reichtum::N,kamje,auður
570,Reichtum::N,pasuri,auður
571,Welt::N,botë,veröld
572,Land::N,vend,land
573,Staat::N,shtet,ríki
574,König::N,mbret,konungur
575,Macht::N,fuqi,vald
576,Macht::N,pushtet,vald
577,Grenze::N,kufi,landamæri
578,Krieg::N,luftë,stríð
579,Feind::N,armik,fjandmaður
580,Gewalt::N,dhunë,ofbeldi
581,Kampf::N,luftim,bardagi
582,Bogen[Waffe]::N,hark,bogi
583,Pfeil::N,shigjetë,ör
584,Gewehr::N,pushkë,byssa
585,Fehler::N,gafë,villa
586,Fehler::N,gabim,villa
587,Lüge::N,gënjeshtër,lygi
588,Schaden::N,dëm,skemmd
589,Schaden::N,zarar,skemmd
590,Unglück::N,fatkeqësi,óhamingja
591,Schuld::N,faj,sök
592,Alter::N,moshë,aldur
593,Schluss::N,fund,lok
594,Schluss::N,fund,endir
595,Zeit::N,kohë,tími
596,Tag::N,ditë,dagur
597,Morgen::N,mëngjes,morgunn
598,Mittag::N,mesditë,hádegi
599,Abend::N,mbrëmje,kvöld
600,Nacht::N,natë,nótt
601,Woche::N,javë,vika
602,Monat::N,muaj,mánuður
603,Jahr::N,vit,ár
604,Frühling::N,pranverë,vor
605,Sommer::N,verë,sumar
606,Herbst::N,vjeshtë,haust
607,Winter::N,dimër,vetur
608,Januar::N,janar,janúar
609,Februar::N,shkurt,február
610,März::N,mars,mars
611,April::N,prill,apríl
612,Mai::N,maj,maí
613,Juni::N,qershor,júní
614,Juli::N,korrik,júlí
615,August::N,gusht,ágúst
616,September::N,shtator,september
617,Oktober::N,tetor,október
618,November::N,nëntor,nóvember
619,Dezember::N,dhjetor,desember
620,Montag::N,hënë,mánudagur
621,Dienstag::N,martë,þriðjudagur
622,Mittwoch::N,mërkurë,miðvikudagur
623,Donnerstag::N,enjte,fimmtudagur
624,Freitag::N,premte,föstudagur
625,Samstag::N,shtunë,laugardagur
626,Sonntag::N,diel,sunnudagur
627,groß::A,madh,stór
628,klein::A,vogël,lítill
629,lang::A,gjatë,langur
630,kurz::A,shkurtër,stuttur
631,breit::A,gjerë,breiður
632,schmal::A,ngushtë,mjór
633,dicht::A,dendur,þéttur
634,dick[Gegenstand]::A,trashë,þykkur
635,dünn::A,hollë,þunnur
636,fein::A,imët,fíngerður
637,fest::A,fortë,fastur
638,flach::A,sheshtë,flatur
639,glatt::A,rrafshët,háll
640,glatt::A,rrafshët,sléttur
641,hart::A,fortë,harður
642,weich::A,butë,mjúkur
643,rund::A,rrumbullakët,kringlóttur
644,spitz::A,majëmprehtë,oddhvass
645,scharf::A,mprehtë,beittur
646,stumpf::A,topitur,bitlaus
647,schwer::A,rëndë,þungur
648,schön::A,bukur,fagur
649,schön::A,bukur,fallegur
650,heiß::A,nxehtë,heitur
651,warm::A,ngrohtë,hlýr
652,warm::A,ngrohtë,heitur
653,kalt::A,ftohtë,kaldur
654,kühl::A,freskët,svalur
655,frisch::A,pastër,frískur
656,feucht::A,lagësht,rakur
657,feucht::A,lagësht,þvalur
658,nass::A,lagur,votur
659,nass::A,lagur,blautur
660,trocken::A,thatë,þurr
661,voll::A,plotë,fullur
662,leer::A,bosh,tómur
663,leer::A,zbrazët,tómur
664,offen::A,hapur,opinn
665,geschlossen::A,mbyllur,lokaður
666,sauber::A,dëlirë,þrifinn
667,schmutzig::A,ndyrë,óhreinn
668,schmutzig::A,ndyrë,sóðalegur
669,roh::A,gjallë,hrár
670,reif::A,arrirë,þroskaður
671,lecker::A,shijshëm,ljúffengur
672,süß::A,ëmbël,sætur
673,bitter::A,hidhur,beiskur
674,sauer::A,thartë,súr
675,hell::A,me dritë,bjartur
676,dunkel::A,errët,dimmur
677,schwarz::A,i zi,svartur
678,weiß::A,bardhë,hvítur
679,rot::A,kuq,rauður
680,gelb::A,verdhë,gulur
681,blau::A,blu,blár
682,blau::A,kaltër,blár
683,grün::A,blertë,grænn
684,grün::A,gjelbër,grænn
685,grau::A,hirtë,grár
686,grau::A,bojë hiri,grár
687,bunt::A,shumëngjyrëshëm,marglitur
688,billig::A,lirë,ódýr
689,teuer::A,shtrenjtë,dýr
690,wertvoll::A,çmuar,verðmætur
691,wertvoll::A,vlershëm,verðmætur
692,blind::A,qorr,blindur
693,blind::A,verbër,blindur
694,taub::A,shurdhër,heyrnarlaus
695,kräftig::A,fuqishëm,öflugur
696,stark::A,fortë,sterkur
697,schwach::A,dobët,veill
698,fett::A,dhjamur,feitur
699,schlank::A,hollë,grannur
700,schlank::A,hollë,spengilegur
701,hübsch::A,bukur,snotur
702,hübsch::A,bukur,laglegur
703,hübsch::A,hijshëm,snotur
704,hübsch::A,hijshëm,laglegur
705,böse::A,keq,illur
706,böse::A,keq,vondur
707,dumm::A,teveqel,heimskur
708,faul::A,dembel,latur
709,fleißig::A,zellshëm,iðinn
710,geizig::A,kurnac,nískur
711,geizig::A,dorështrënguar,nískur
712,klug::A,mençur,hygginn
713,geschickt::A,aftë,fimur
714,geschickt::A,aftë,laginn
715,lieb::A,dashur,kær
716,lieb::A,dashur,ljúfur
717,lustig::A,gëzuar,kátur
718,sanft::A,butë,blíður
719,hungrig::A,uritur,soltinn
720,hungrig::A,uritur,hungraður
721,krank::A,sëmurë,sjúkur
722,nackt::A,lakuriq,nakinn
723,nackt::A,zhveshur,nakinn
724,traurig::A,trishtuar,dapur
725,traurig::A,trishtuar,hryggur
726,lebendig::A,gjallë,lifandi
727,gut::A,mirë,góður
728,schlecht::A,keq,slæmur
729,schlecht::A,keq,lélegur
730,richtig::A,drejtë,réttur
731,schlimm::A,keq,slæmur
732,wahr::A,vërtetë,sannur
733,alt::A,vjetër,gamall
734,neu::A,i ri,nýr
735,ehemalig::A,dikurshëm,fyrrverandi
736,alt[Lebewesen]::A,plak,gamall
737,jung::A,i ri,ungur
738,arm::A,varfër,vesall
739,arm::A,varfër,fátækur
740,arm::A,vobektë,vesall
741,arm::A,vobektë,fátækur
742,reich::A,pasur,ríkur
743,reich::A,pasur,auðugur
744,bekannt::A,njohur,kunnugur
745,berühmt::A,famshëm,frægur
746,fremd::A,huaj,framandi
747,fremd::A,huaj,ókunnugur
748,verschieden::A,ndryshëm,ýmis
749,nah::A,afërt,nálægur
750,fern::A,largët,fjarri
751,fern::A,largët,fjarlægur
752,linker::A,majtë,vinstri
753,rechter::A,djathtë,hægri
754,anderer::A,tjetër,annar
755,erster::A,parë,fyrsti
756,zweiter::A,dytë,annar
757,dritter::A,i tretë,þriðji
758,letzter::A,fundit,síðasti
759,allein::ADV,vetëm,einn
760,allein::ADV,vetëm,aleinn
761,auf einmal::ADV,njëkohësisht,allt í einu
762,zusammen::ADV,bashkë,saman
763,zusammen::ADV,së bashku,saman
764,lange::ADV,për një kohë të gjatë,lengi
765,plötzlich::ADV,befas,skyndilega
766,sofort::ADV,menjëherë,strax
767,sofort::ADV,menjëherë,þegar í stað
768,sofort::ADV,aty për aty,strax
769,sofort::ADV,aty për aty,þegar í stað
770,später::ADV,më vonë,seinna
771,jetzt::ADV,tash,nú
772,jetzt::ADV,tash,núna
773,heute::ADV,sot,í dag
774,morgen::ADV,nesër,á morgun
775,bald::ADV,shpejt,brátt
776,bald::ADV,shpejt,bráðum
777,bald::ADV,së shpejti,brátt
778,bald::ADV,së shpejti,bráðum
779,dann::ADV,pastaj,svo
780,dann::ADV,pastaj,síðan
781,gestern::ADV,dje,í gær
782,einst::ADV,dikur,forðum
783,damals::ADV,atëherë,þá
784,damals::ADV,atëherë,á þeim tímum
785,danach::ADV,mandej,á eftir því
786,vorher::ADV,më parë,áður
787,zuerst::ADV,së pari,fyrst
788,einmal::ADV,njëherë,einu sinni
789,manchmal::ADV,nganjëherë,stundum
790,oft::ADV,shpesh,oft
791,immer::ADV,përherë,alltaf
792,immer::ADV,përherë,sífellt
793,immer::ADV,gjithnjë,alltaf
794,immer::ADV,gjithnjë,sífellt
795,niemals::ADV,kurrë,aldrei
796,niemals::ADV,asnjëherë,aldrei
797,hier::ADV,këtu,hér
798,hierhin::ADV,knej,hingað
799,von hier::ADV,që këtej,héðan
800,von hier::ADV,prej këtej,héðan
801,dort::ADV,aty,þar
802,dort::ADV,aty,þarna
803,dort::ADV,atje,þar
804,dort::ADV,atje,þarna
805,dorthin::ADV,anej,þangað
806,geradeaus::ADV,drejt,beint áfram
807,vorwärts::ADV,mbroth,áfram
