,Concept_ID,ru,mrj
335,Osten::N,восток,кечӹ лӱлтмӹ
336,Holz::N,древесина,пушӓнгӹ
337,Brett::N,доска,ханга
338,Platte::N,плита,плитӓ
339,Stütze::N,подпорка,цӓрӓк
340,Stange::N,жердь,равы
341,Stange::N,жердь,намаш
342,Stock::N,палка,панды
343,Stab::N,шест,равы
344,Rohr::N,труба,пыч
345,Haus::N,дом,пöрт
346,Heim::N,дом,пöрт
347,Ofen::N,печь,камака
348,Fußboden::N,пол,седӹрӓ
349,Tisch::N,стол,стöл
350,Stuhl::N,стул,пöкен
351,Wiege::N,колыбель,шипкӓ
352,Bett::N,постель,койка
353,Bett::N,постель,кравать
354,Regal::N,полка,полицӓ
355,Kiste::N,ящик,шӱ́ндӹк
356,Fenster::N,окно,окня
357,Tür::N,дверь,амаса
358,Tor::N,ворота,хапка
359,Zaun::N,забор,забор
360,Dach::N,крыша,левӓш
361,Leiter::N,лестница,ташкалтыш
362,Besen::N,метла,сало
363,Besen::N,метла,салко
364,Spaten::N,лопата,кольмы
365,Schaufel::N,совок,лоток
366,Gabel::N,вилка,ви́лка
367,Löffel::N,ложка,савала
368,Messer::N,нож,кӹзӹ
369,Nagel::N,гвоздь,пыда
370,Netz::N,сеть,вӓпш
371,Haken::N,крюк,крӱк
372,Haken::N,крюк,кагак
373,Griff::N,ручка,кычем
374,Schloss::N,замок,замок
375,Schloss::N,замок,сыравач
376,Bild::N,картина,картин
377,Figur::N,фигура,кӓн
378,Puppe::N,кукла,поханя
379,Beutel::N,мешок,мешӓк
380,Bündel::N,связка,топ
381,Bündel::N,связка,пидӹш
382,Bündel::N,связка,кӹлдӹш
383,Tasche::N,сумка,сумкы
384,Eimer::N,ведро,ведӹрӓ
385,Deckel::N,крышка,комдыш
386,Geschirr::N,посуда,ӓтӹ
387,Sack::N,мешок,мешӓк
388,Tasse::N,чашка,цӓшкӓ
389,Topf::N,кастрюля,ми́ска
390,Kessel::N,котел,пад
391,Essen::N,еда,качкыш
392,Essen::N,еда,качкыш-йӱш
393,Nahrung::N,пища,качкыш
394,Nahrung::N,пища,качкыш-йӱш
395,Speise::N,блюдо,няня
396,Speise::N,кушанье,няня
397,Fleisch::N,мясо,пай
398,Getreide::N,хлеб,киндӹ
399,Brei::N,каша,шӹрӓш
400,Brot::N,хлеб,сыкыр
401,Scheibe::N,ломоть,ламыт
402,Scheibe::N,ломоть,лаштык
403,Fett::N,жир,кая
404,Butter::N,масло,ӱ
405,Öl::N,масло,ӱ
406,Salz::N,соль,санзал
407,Suppe::N,суп,лем
408,Honig::N,мед,мӱ
409,Milch::N,молоко,шӹшер
410,Tee::N,чай,чӓй
411,Leder::N,кожа,шарга
412,Leder::N,кожа,кавашты
413,Wolle::N,шерсть,миж
414,Stoff::N,ткань,матер
415,Stoff::N,ткань,матери
416,Nadel::N,игла,им
417,Faden::N,нитка,шӹртӹ
418,Knopf::N,пуговица,полдыш
419,Knoten::N,узел,пӱкшем
420,Farbe::N,краска,чиӓ
421,Farbe::N,краска,крӓскӓ
422,Kleidung::N,одежда,выргем
423,Hemd::N,рубашка,тыгыр
424,Kragen::N,воротник,шӱ
425,Ärmel::N,рукав,шокш
426,Hose::N,брюки,ялаш
427,Gürtel::N,пояс,ӹштӹ
428,Mütze::N,шапка,упш
429,Schuh::N,ботинок,ту́фльы
430,Stiefel::N,сапог,кем
431,Ring::N,кольцо,шӓргӓш
432,Band::N,лента,лемтӓ
433,Kamm::N,расческа,шерге
434,Spiegel::N,зеркало,тӹгӹр
435,Riemen::N,ремень,прӓжӓ
436,Schnur::N,веревка,кӓндӹра
437,Leine::N,поводок,керем
438,Decke::N,одеяло,одеял
439,Kissen::N,подушка,кӹпцӹк
440,Tuch::N,платок,савыц
441,Handtuch::N,полотенце,шӹргӹсавыц
442,Handtuch::N,полотенце,шӹргӹмсавыц
443,Kraft::N,сила,ви
444,Stärke::N,крепость,ви
445,Gesundheit::N,здоровье,шу
446,Gesundheit::N,здоровье,шулык
447,Krankheit::N,болезнь,мыж
448,Schmerz::N,боль,карштыш
449,Wunde::N,рана,шушыр
450,Fieber::N,лихорадка,ӱштӹмыж
451,Fieber::N,температура,ӱштӹмыж
452,Arznei::N,лекарство,лекӓрцӹ
453,Brücke::N,мост,кӹвер
454,Brunnen::N,колодец,вӹдсӹнзӓ
455,Weide::N,пастбище,ныр
456,Pfad::N,тропа,ялгорны
457,Weg::N,путь,корны
458,Weg::N,дорога,корны
459,Straße::N,улица,корны
460,Straße::N,дорога,корны
461,Dorf::N,деревня,сола
462,Stadt::N,город,города
463,Brief::N,письмо,сирмӓш
464,Buch::N,книга,книгӓ
465,Buchstabe::N,буква,буква́
466,Zeitung::N,газета,газет
467,Zeitung::N,газета,кайзет
468,Leben::N,жизнь,житя
469,Tod::N,смерть,смöрт
470,Grab::N,могила,шӹгер
471,Grab::N,могила,мыгилӓ
472,Grab::N,могила,шӹгерлӓ
473,Kirche::N,церковь,церкӹ
474,Sünde::N,грех,сулык
475,Gott::N,бог,йымы
476,Arbeiter::N,рабочий,пӓшӓзӹ
477,Chef::N,начальник,вуй
478,Meister::N,мастер,мастар
479,Arzt::N,врач,доктор
480,Lehrer::N,учитель,тымдышы
481,Geld::N,деньги,окса
482,Geschäft::N,занятие,торге́йӹмӓш
483,Laden::N,магазин,лапка
484,Laden::N,магазин,магазин
485,Preis::N,цена,ӓк
486,Ware::N,товар,товар
487,Nutzen::N,выгода,пайда
488,Reichtum::N,богатство,перке
489,Welt::N,мир,сӓндӓлӹк
490,Welt::N,мир,свет
491,Land::N,страна,сӓндӓлӹк
492,Staat::N,государство,кугижӓншӹ
493,König::N,король,король
494,Macht::N,власть,власть
495,Grenze::N,граница,пӹсмӓн
496,Krieg::N,война,вырсы
497,Feind::N,враг,тышман
498,Gewalt::N,насилие,ви
499,Kampf::N,борьба,кредӓлмӓш
500,Bogen[Waffe]::N,лук,янгеж
501,Pfeil::N,стрела,пикш
502,Gewehr::N,ружье,пичӓл
503,Fehler::N,ошибка,самынь
504,Lüge::N,ложь,шая
505,Schaden::N,вред,вре́дӓ
506,Unglück::N,беда,пёда
507,Unglück::N,беда,тымаша
508,Schuld::N,вина,вуйнамат
509,Alter::N,возраст,иӓш
510,Alter::N,возраст,игечӹ
511,Schluss::N,окончание,пӹтӓртӹш
512,Zeit::N,время,веремӓ
513,Tag::N,день,кечӹ
514,Morgen::N,утро,ир
515,Morgen::N,утро,ирок
516,Mittag::N,полдень,кечӹвӓл
517,Abend::N,вечер,вады
518,Nacht::N,ночь,йыд
519,Woche::N,неделя,ӓрня
520,Monat::N,месяц,тӹ́лзӹ
521,Jahr::N,год,год
522,Frühling::N,весна,шошым
523,Sommer::N,лето,кӓнгӹж
524,Herbst::N,осень,шӹжӹ
525,Winter::N,зима,тел
526,Winter::N,зима,телӹ
527,Januar::N,январь,январ
528,Januar::N,январь,январь
529,Februar::N,февраль,февраль
530,März::N,март,март
531,April::N,апрель,апрель
532,Mai::N,май,май
533,Juni::N,июнь,июнь
534,Juli::N,июль,июль
535,August::N,август,август
536,September::N,сентябрь,сентябрь
537,Oktober::N,октябрь,октябрь
538,November::N,ноябрь,ноябрь
539,Dezember::N,декабрь,декавыр
540,Montag::N,понедельник,шачмы
541,Dienstag::N,вторник,кышкыжмы
542,Mittwoch::N,среда,вӹрчегӹ
543,Donnerstag::N,четверг,изӓрня
544,Freitag::N,пятница,когарня
545,Samstag::N,суббота,кукшыгечӹ
546,Sonntag::N,воскресенье,рушӓрня
547,groß::A,большой,кого
548,klein::A,маленький,изи
549,lang::A,длинный,кужы
550,kurz::A,короткий,кӹтӹк
551,breit::A,широкий,кымда
552,schmal::A,узкий,ӓнгӹсӹр
553,dicht::A,густой,шӹре
554,dick[Gegenstand]::A,толстый,кӹжгӹ
555,dünn::A,тонкий,вӹцкӹж
556,fein::A,тонкий,пыльга
557,fest::A,крепкий,цаткыды
558,flach::A,плоский,тӓлякӓ
559,glatt::A,гладкий,ягылгы
560,hart::A,твердый,пингӹдӹ
561,weich::A,мягкий,пышкыды
562,rund::A,круглый,тӹртӹш
563,spitz::A,остроконечный,кашар
564,scharf::A,острый,кашар
565,stumpf::A,тупой,нӹшкӹ
566,schwer::A,тяжелый,нелӹ
567,schön::A,красивый,цевер
568,schön::A,красивый,олмыдшы
569,heiß::A,жаркий,шокшы
570,warm::A,теплый,шокшы
571,kalt::A,холодный,ӱштӹ
572,kühl::A,прохладный,юалгы
573,kühl::A,прохладный,йонгата
574,frisch::A,свежий,йонгата
575,feucht::A,влажный,ӹлӹкшӹ
576,feucht::A,влажный,вӹдӹжгӹ
577,nass::A,мокрый,начкы
578,trocken::A,сухой,кукшы
579,voll::A,полный,темшӹ
580,voll::A,полный,темыман
581,voll::A,наполненный,темшӹ
582,voll::A,наполненный,темыман
583,leer::A,пустой,йӓрӓ
584,offen::A,открытый,виш
585,geschlossen::A,закрытый,чӱчмӹ
586,geschlossen::A,закрытый,тӹкӹлӓлтшӹ
587,sauber::A,чистый,ире
588,schmutzig::A,грязный,шоран
589,schmutzig::A,грязный,лявӹрӓн
590,schmutzig::A,грязный,шорангшы
591,roh::A,сырой,пеле кӱшӹ
592,reif::A,зрелый,кӱшӹ
593,lecker::A,вкусный,тотан
594,süß::A,сладкий,мӱӓн
595,bitter::A,горький,качы
596,sauer::A,кислый,шапы
597,hell::A,светлый,соты
598,hell::A,светлый,валгыды
599,dunkel::A,темный,пӹц
600,dunkel::A,темный,пӹцкемӹш
601,schwarz::A,черный,шим
602,weiß::A,белый,ош
603,weiß::A,белый,ошы
604,rot::A,красный,якшаргы
605,gelb::A,желтый,сар
606,gelb::A,желтый,сары
607,blau::A,синий,симсӹ
608,grün::A,зеленый,ыжар
609,grau::A,серый,луды
610,bunt::A,пестрый,ала
611,billig::A,дешевый,шулдаш
612,teuer::A,дорогой,шергӹ
613,teuer::A,дорогой,шергӓкӓн
614,wertvoll::A,ценный,ӓкӓн
615,blind::A,слепой,слöпöй
616,blind::A,слепой,сльöпöй
617,taub::A,глухой,тӱтӱк
618,kräftig::A,могучий,виӓн
619,stark::A,сильный,виӓн
620,schwach::A,слабый,шава
621,schwach::A,слабый,лӹпкӓ
622,schwach::A,слабый,слабка
623,fett::A,жирный,таза
624,schlank::A,стройный,яштака
625,hübsch::A,прелестный,сӹлнӹ
626,hübsch::A,прелестный,олмыдшы
627,böse::A,злой,шӹдӓн
628,dumm::A,глупый,окмак
629,faul::A,ленивый,ялахай
630,fleißig::A,прилежный,пӓшам яратышы
631,geizig::A,жадный,шык
632,klug::A,умный,ышан
633,geschickt::A,искусный,мастар
634,lieb::A,милый,тыри
635,lustig::A,веселый,мындыр
636,lustig::A,веселый,сусу
637,sanft::A,нежный,йӹвӹжӓ
638,hungrig::A,голодный,шужышы
639,krank::A,больной,церлӹ
640,krank::A,больной,хворой
641,nackt::A,голый,цӓрӓ
642,traurig::A,грустный,сы́лыкан
643,traurig::A,грустный,кымы́лдымы
644,lebendig::A,живой,живой
645,gut::A,хороший,яжо
646,schlecht::A,плохой,уда
647,schlecht::A,плохой,худа
648,richtig::A,правильный,вургамла
649,schlimm::A,отвратительный,йӹрнык
650,schlimm::A,мерзкий,йӹрнык
651,wahr::A,настоящий,настоящий
652,wahr::A,настоящий,настояшый
653,alt::A,старый,шонгы
654,neu::A,новый,у
655,ehemalig::A,бывший,тошты
656,alt[Lebewesen]::A,пожилой,ӹлалшӹ
657,jung::A,молодой,нöргӹ
658,jung::A,молодой,молода
659,arm::A,бедный,укеӓн
660,reich::A,богатый,паян
661,reich::A,богатый,пурлыкан
662,bekannt::A,знакомый,палӹмӹ
663,berühmt::A,знаменитый,лӹмлы
664,fremd::A,чужой,эдемӹн
665,verschieden::A,разный,тӹрлӹ
666,nah::A,близкий,лишӹл
667,fern::A,далекий,мӹндӹр
668,linker::A,левый,шалахай
669,rechter::A,правый,вургамла
670,anderer::A,другой,вес
671,anderer::A,другой,весӹ
672,erster::A,первый,икшӹ
673,erster::A,первый,икӹмшӹ
674,zweiter::A,второй,кокшы
675,dritter::A,третий,кымшы
676,letzter::A,последний,остатка
677,allein::ADV,один,иктӹ
678,allein::ADV,один,иктӹт
679,auf einmal::ADV,сразу,тöрöк
680,zusammen::ADV,вместе,икараш
681,zusammen::ADV,вместе,цымырын
682,lange::ADV,долго,кужын
683,plötzlich::ADV,вдруг,трӱк
684,sofort::ADV,тотчас,полт
685,sofort::ADV,тотчас,тöрöк
686,sofort::ADV,тотчас,тӹшӓкок
687,später::ADV,позже,вара
688,jetzt::ADV,сейчас,
689,heute::ADV,сегодня,тагачы
690,morgen::ADV,завтра,иргод
691,morgen::ADV,завтра,иргодым
692,bald::ADV,скоро,чӹнь
693,bald::ADV,скоро,вӓшке
694,bald::ADV,скоро,выртышты
695,dann::ADV,потом,пакыла
696,gestern::ADV,вчера,тенгечӹ
697,einst::ADV,однажды,икӓнӓ
698,damals::ADV,тогда,тӹнӓм
699,danach::ADV,затем,пакыла
700,vorher::ADV,раньше,перви
701,zuerst::ADV,сперва,андак
702,einmal::ADV,раз,гӓнӓк
703,einmal::ADV,раз,гӓнӓ
704,manchmal::ADV,иногда,кынамжы
705,oft::ADV,часто,чӹчкӹдӹн
706,immer::ADV,всегда,со
707,immer::ADV,всегда,соок
708,niemals::ADV,никогда,нинам
709,niemals::ADV,никогда,нигынам
710,niemals::ADV,никогда,нигынамат
711,hier::ADV,здесь,тиштӹ
712,hierhin::ADV,сюда,тишкӹ
713,von hier::ADV,отсюда,тишец
714,von hier::ADV,отсюда,тишецӹн
715,dort::ADV,там,тӹштӹ
716,dorthin::ADV,туда,тӹшкӹ
717,dorthin::ADV,туда,тӹшкӹлӓ
718,geradeaus::ADV,прямо,вик
719,geradeaus::ADV,прямо,тура
720,vorwärts::ADV,вперед,анзыкы
721,rückwärts::ADV,назад,мӹнгеш
722,zurück::ADV,обратно,мӹнгеш
723,unten::ADV,внизу,ӱлнӹ
724,unten::ADV,внизу,лӹвӓлнӹ
725,hinab::ADV,вниз,ӱлӹкӹ
726,hinab::ADV,вниз,лӹвӓкӹ
727,oben::ADV,наверху,вӹлнӹ
728,hinauf::ADV,вверх,кӱшкӹлӓ
729,hinauf::ADV,вверх,кӱш
730,überall::ADV,везде,йӹлт
731,überall::ADV,везде,цилӓ вӓре
732,nicht::ADV,не,уке
733,ein wenig::ADV,немного,изиш
734,ein wenig::ADV,немного,иклаштык
735,kaum::ADV,едва,цылик
736,kaum::ADV,едва,чучок-чучок
737,sehr::ADV,очень,чоте
738,so::ADV,так,тенге
739,so::ADV,так,тенгелӓ
740,noch::ADV,еще,мол
741,noch::ADV,еще,моло
742,nur::ADV,только,веле
743,schon::ADV,уже,уже
744,schon::ADV,уже,ӹнде
745,wieder::ADV,опять,уэш
746,vergebens::ADV,напрасно,зря
747,vergebens::ADV,напрасно,ӹзрӓ
748,vergebens::ADV,напрасно,ӹзӹрӓ
749,vor::PRP,перед,анзыц
750,vor::PRP,перед,анзыцын
751,hinter::PRP,за,шайылан
752,hinter::PRP,за,шайылный
753,hinter::PRP,позади,шайылан
754,hinter::PRP,позади,шайылный
755,unter::PRP,под,лӹвӓкӹ
756,durch::PRP,сквозь,вашт
757,neben::PRP,возле,сага
758,zwischen::PRP,между,лош
759,zwischen::PRP,между,лошкы
760,wegen::PRP,из-за,мычыц
761,dies::PRN,это,тидӹ
762,dies::PRN,это,ти
763,das::PRN,то,тидӹ
764,das::PRN,то,ти
765,alles::PRN,все,цилӓ
766,ich::PRN,я,мый
767,du::PRN,ты,тӹнь
768,er::PRN,он,тӹдӹ
769,wir::PRN,мы,мӓ
770,ihr::PRN,вы,вӓ
771,sie::PRN,они,нӹнӹ
772,was::FPRN,что,ма
773,wer::FPRN,кто,кӱ
