,Concept_ID,myv,ca
441,Schloss::N,замок,pany
442,Schloss::N,панжома,pany
443,Bild::N,картина,imatge
444,Figur::N,рунго,figura
445,Puppe::N,няка,nina
446,Beutel::N,кескав,bossa
447,Bündel::N,керькс,feix
448,Bündel::N,керькс,paquet
449,Tasche::N,юдма,bossa
450,Eimer::N,ведра,galleda
451,Deckel::N,велькс,tapa
452,Deckel::N,велькс,tapadora
453,Geschirr::N,кедьге,vaixella
454,Sack::N,кескав,sac
455,Sack::N,кескав,saca
456,Tasse::N,чакш,tassa
457,Topf::N,кастрюля,pot
458,Topf::N,кастрюля,olla
459,Kessel::N,котёл,caldera
460,Essen::N,ярсамо,àpat
461,Essen::N,ярсамо,menjada
462,Nahrung::N,ярсамопель,aliment
463,Speise::N,ярсамопель,plat
464,Fleisch::N,сывель,carn
465,Getreide::N,сюро,cereals
466,Brei::N,каша,puré
467,Brot::N,кши,pa
468,Scheibe::N,кочом,tall
469,Scheibe::N,кочом,llesca
470,Scheibe::N,сускомо,tall
471,Scheibe::N,сускомо,llesca
472,Fett::N,куя,greix
473,Butter::N,ой,mantega
474,Öl::N,ой,oli
475,Salz::N,сал,sal
476,Suppe::N,ям,sopa
477,Honig::N,медь,mel
478,Milch::N,ловсо,llet
479,Tee::N,чай,te
480,Leder::N,киське,cuir
481,Wolle::N,пона,llana
482,Stoff::N,коцт,tela
483,Nadel::N,салмукс,agulla
484,Faden::N,суре,fil
485,Knopf::N,пов,botó
486,Knoten::N,сюлмо,nus
487,Farbe::N,артомапель,pintura
488,Kleidung::N,оршамот,roba
489,Kleidung::N,оршамот,vestits
490,Hemd::N,панар,camisa
491,Kragen::N,сиве,coll
492,Ärmel::N,ожа,màniga
493,Hose::N,понкст,pantalōns
494,Gürtel::N,каркс,cinturó
495,Mütze::N,чапка,gorra
496,Schuh::N,туфля,sabata
497,Stiefel::N,кем,bota
498,Ring::N,суркс,anell
499,Band::N,лента,veta
500,Band::N,лента,cinta
501,Kamm::N,сурсеме,pinta
502,Spiegel::N,чавачамо,mirāll
503,Riemen::N,кшнань каркс,corretja
504,Schnur::N,пикс,corda
505,Leine::N,ведьме,corretja
506,Decke::N,вельтямо,manta
507,Decke::N,вельтямо,flassada
508,Kissen::N,тодов,coixí
509,Tuch::N,паця,mocador
510,Handtuch::N,нардамо,tovallola
511,Kraft::N,вий,força
512,Stärke::N,виевчи,vigor
513,Gesundheit::N,шумбрачи,salut
514,Krankheit::N,орма,malaltia
515,Krankheit::N,сэредема,malaltia
516,Schmerz::N,сэредькс,dolor
517,Wunde::N,керявкс,ferida
518,Fieber::N,маштыкс,febre
519,Arznei::N,ормаменькс,medicament
520,Brücke::N,сэдь,pont
521,Brücke::N,мадамо,pont
522,Brunnen::N,лисьма,pou
523,Weide::N,ракшань ванома тарка,pastura
524,Pfad::N,ян,senda
525,Pfad::N,ян,sender
526,Weg::N,ки,camí
527,Straße::N,ки,carretera
528,Dorf::N,веле,poble
529,Stadt::N,ош,ciutāt
530,Brief::N,сёрма,carta
531,Buch::N,книга,llibre
532,Buchstabe::N,буква,lletra
533,Zeitung::N,газета,diāri
534,Leben::N,эрямо,vida
535,Tod::N,кулома,mort
536,Grab::N,калмо,tomba
537,Kirche::N,церькова,església
538,Sünde::N,чумочи,pecat
539,Gott::N,паз,déu
540,Arbeiter::N,робочей,obrer
541,Chef::N,прявт,cap
542,Meister::N,кол тевень тенця,mestre
543,Arzt::N,врач,metge
544,Lehrer::N,учитель,mestre
545,Lehrer::N,тонавтыця,mestre
546,Geld::N,ярмак,dinērs
547,Geschäft::N,ладязь тев,negoci
548,Laden::N,лавка,tenda
549,Laden::N,лавка,botiga
550,Preis::N,питне,preu
551,Ware::N,миевкс,mercaderia
552,Ware::N,рамавкс,mercaderia
553,Nutzen::N,паро,profit
554,Nutzen::N,лезэ,profit
555,Reichtum::N,сюпавчи,riquesa
556,Welt::N,мир,món
557,Welt::N,мастор ланго,món
558,Land::N,мастор,país
559,Staat::N,государства,estat
560,König::N,король,rei
561,Macht::N,азорксчи,poder
562,Macht::N,азорксчи,potència
563,Grenze::N,буен тешкс,frontera
564,Krieg::N,война,guerra
565,Feind::N,душман,enemic
566,Gewalt::N,нарьгамо,violència
567,Kampf::N,тюрема,lluita
568,Bogen[Waffe]::N,нал,arc
569,Pfeil::N,нал,fletxa
570,Gewehr::N,ружия,fusell
571,Gewehr::N,ружия,escopeta
572,Gewehr::N,винтовка,fusell
573,Gewehr::N,винтовка,escopeta
574,Fehler::N,ильведькс,falta
575,Fehler::N,ильведевкс,falta
576,Lüge::N,манчема,mentida
577,Lüge::N,кенгелема,mentida
578,Schaden::N,зыян,dany
579,Unglück::N,зыян,desgràcia
580,Schuld::N,чумочи,culpa
581,Alter::N,шка,edat
582,Schluss::N,пе,fi
583,Schluss::N,пе,final
584,Zeit::N,шка,temps
585,Zeit::N,пинге,temps
586,Tag::N,чи,dia
587,Morgen::N,валске,matí
588,Mittag::N,чикуншка,migdia
589,Abend::N,чокшнэ,vespre
590,Nacht::N,ве,nit
591,Woche::N,недля,setmana
592,Monat::N,ков,mes
593,Jahr::N,ие,any
594,Frühling::N,тундо,primavera
595,Sommer::N,кизэ,estīu
596,Herbst::N,сёксь,tardor
597,Winter::N,теле,hivērn
598,Januar::N,якшамков,gener
599,Februar::N,февраль,febrer
600,März::N,март,març
601,April::N,апрель,abril
602,Mai::N,май,maig
603,Juni::N,июнь,juny
604,Juli::N,июль,juliol
605,August::N,август,agost
606,September::N,сентября,setembre
607,Oktober::N,октября,octubre
608,November::N,ноября,novembre
609,Dezember::N,декабря,desembre
610,Montag::N,пондельник,dilluns
611,Dienstag::N,овторник,dimarts
612,Mittwoch::N,серёда,dimecres
613,Donnerstag::N,цетьверьг,dijous
614,Freitag::N,пеця,divendres
615,Samstag::N,субута,dissabte
616,Samstag::N,шлямочи,dissabte
617,Sonntag::N,недлячи,diumenge
618,groß::A,ине,gros
619,groß::A,покш,gros
620,klein::A,вишка,petīt
621,lang::A,кувака,llarg
622,kurz::A,нурькине,curt
623,breit::A,келей,ample
624,schmal::A,теине,estret
625,dicht::A,тусто,dens
626,dick[Gegenstand]::A,эчке,gruixūt
627,dünn::A,човине,prim
628,fein::A,човине,fi
629,fest::A,кеме,ferm
630,fest::A,кеме,sòlid
631,flach::A,лапужа,pla
632,glatt::A,валаня,llis
633,hart::A,калгодо,dur
634,weich::A,чевте,tou
635,rund::A,кеверь,rodó
636,spitz::A,пшти,punxegut
637,scharf::A,пшти,agut
638,stumpf::A,ношка,rom
639,stumpf::A,ношка,esmussat
640,schwer::A,стака,pesāt
641,schön::A,мазый,bonīc
642,heiß::A,пси,calēnt
643,warm::A,лембе,càlid
644,kalt::A,якшамо,fred
645,kühl::A,экше,fresc
646,frisch::A,свежа,fresc
647,feucht::A,летьке,humit
648,nass::A,начко,mullat
649,trocken::A,коське,sec
650,voll::A,пешксе,ple
651,leer::A,чаво,buit
652,offen::A,панжадо,obert
653,offen::A,виде,obert
654,geschlossen::A,пекстазь,tancat
655,geschlossen::A,сёлгозь,tancat
656,sauber::A,ванькс,net
657,schmutzig::A,ливезев,brut
658,roh::A,верек,cru
659,reif::A,кенерезь,madur
660,lecker::A,тантей,deliciós
661,süß::A,ламбамо,dolç
662,bitter::A,сэпей,amarg
663,sauer::A,чапамо,agre
664,hell::A,валдо,clar
665,dunkel::A,чопода,fosc
666,schwarz::A,раужо,negre
667,weiß::A,ашо,blanc
668,rot::A,якстере,vermēll
669,gelb::A,ожо,groc
670,blau::A,сэнь,blau
671,grün::A,пиже,verd
672,grau::A,шержев,gris
673,bunt::A,сёрмав,multicolor
674,billig::A,аволь питней,barat
675,teuer::A,питней,car
676,wertvoll::A,питней,preciós
677,blind::A,сокор,cec
678,taub::A,амариця,sord
679,kräftig::A,пек виев,fort
680,kräftig::A,пек виев,vigorós
681,stark::A,виев,fort
682,schwach::A,лавшо,feble
683,fett::A,куя,gras
684,schlank::A,виде ронга,esvelt
685,hübsch::A,мазый,maco
686,böse::A,кежей,dolent
687,dumm::A,чавола,ximple
688,dumm::A,чавола,estúpid
689,dumm::A,превтеме,ximple
690,dumm::A,превтеме,estúpid
691,faul::A,нузякс,gandūl
692,faul::A,нузякс,mandrós
693,fleißig::A,мелень путыця,diligēnt
694,geizig::A,скупой,avar
695,klug::A,превей,intel·ligent
696,geschickt::A,маштозь теезь,hàbil
697,lieb::A,вадря,amat
698,lieb::A,вадря,estimat
699,lustig::A,весёла,alegre
700,sanft::A,сэтьме,suau
701,hungrig::A,вачо,afamat
702,krank::A,сэредиця,malālt
703,nackt::A,штапо,nu
704,traurig::A,нусманя,trist
705,lebendig::A,эриця,viu
706,gut::A,паро,bo
707,schlecht::A,берянь,dolēnt
708,richtig::A,виде,just
709,richtig::A,виде,correcte
710,schlimm::A,берянь,greu
711,wahr::A,алкуксонь,vertader
712,wahr::A,алкуксонь,veritable
713,alt::A,ташто,vell
714,neu::A,од,nou
715,ehemalig::A,икелень,antic
716,alt[Lebewesen]::A,сыре,vell
717,jung::A,од,jove
718,arm::A,кажов,pobre
719,reich::A,сюпав,ric
720,bekannt::A,содавикс,conegut
721,berühmt::A,содавикс,famós
722,fremd::A,лия,estrany
723,fremd::A,асодавикс,estrany
724,verschieden::A,эрьва,diferent
725,nah::A,а васолонь,pròxim
726,fern::A,умонь,llunyà
727,fern::A,умонь,distant
728,fern::A,кезэрень,llunyà
729,fern::A,кезэрень,distant
730,linker::A,керш,esquerre
731,rechter::A,вить,dret
732,anderer::A,лия,altre
733,erster::A,васень,primer
734,erster::A,васенце,primer
735,zweiter::A,омбоце,segon
736,dritter::A,колмоце,tercer
737,letzter::A,меельце,últim
738,allein::ADV,башка,sol
739,allein::ADV,ськамонзо,sol
740,auf einmal::ADV,вейсэ,d'una vegada
741,zusammen::ADV,вейс,junt
742,zusammen::ADV,вейсэ,junt
743,lange::ADV,кувать,molt de temps
744,plötzlich::ADV,апак учо,de cop
745,plötzlich::ADV,апак учо,de sobte
746,sofort::ADV,курок,de seguida
747,sofort::ADV,нейке,de seguida
748,später::ADV,мейле,més tard
749,jetzt::ADV,ней,ara
750,heute::ADV,течи,avūi
751,morgen::ADV,ванды,demà
752,bald::ADV,курок,aviāt
753,dann::ADV,мейле,després
754,dann::ADV,седе мейле,després
755,gestern::ADV,исяк,ahir
756,einst::ADV,весть,anteriorment
757,einst::ADV,зярдо-бути,anteriorment
758,damals::ADV,сестэ,llavōrs
759,damals::ADV,сестэ,aleshores
760,danach::ADV,мейле,després
761,danach::ADV,седе мейле,després
762,vorher::ADV,васняяк,abāns
763,zuerst::ADV,васня,primer
764,einmal::ADV,весть,una vegada
765,manchmal::ADV,лиясто,de vegades
766,oft::ADV,сеетьстэ,sovint
767,immer::ADV,свал,sempre
768,niemals::ADV,а зярдояк,no ... mai
769,hier::ADV,тесэ,aquí
770,hierhin::ADV,тей,per aquí
771,von hier::ADV,тестэ,des d'aquí
772,dort::ADV,тосо,allí
773,dorthin::ADV,тов,hi
774,geradeaus::ADV,витьстэ,tot dret
775,vorwärts::ADV,икелев,endavānt
776,rückwärts::ADV,мекев,endarrera
777,zurück::ADV,мекев,darrere
778,unten::ADV,ало,a baix
779,hinab::ADV,алов,cap avall
780,oben::ADV,вере,dalt
781,hinauf::ADV,верев,cap amunt
782,überall::ADV,эрьва косо,pertot
783,überall::ADV,эрьва косо,per tot arreu
784,nicht::ADV,а,no
785,ein wenig::ADV,аламошка,una mica
786,kaum::ADV,ансяк,a penes
787,sehr::ADV,пек,molt
788,sehr::ADV,вельть,molt
789,so::ADV,истя,així
790,noch::ADV,таго,encara
791,nur::ADV,ансяк,només
792,schon::ADV,уш,ja
793,wieder::ADV,таго,de nou
794,vergebens::ADV,стяко,en va
795,vor::PRP,икеле,davānt
796,vor::PRP,икеле,enfront de
797,hinter::PRP,вельде,darrera
798,unter::PRP,ало,sota
799,durch::PRP,пачк,per
800,neben::PRP,вакссо,al costāt de
801,zwischen::PRP,ютксо,entre
802,wegen::PRP,кис,a causa de
803,wegen::PRP,коряс,a causa de
804,wegen::PRP,кувалт,a causa de
805,dies::PRN,те,aquest
806,das::PRN,те,això
807,das::PRN,тона,això
808,alles::PRN,весе,tot
809,alles::PRN,весемесь,tot
810,ich::PRN,мон,jo
811,du::PRN,тон,tu
812,er::PRN,сон,ell
813,wir::PRN,минь,nosaltres
814,ihr::PRN,тынь,vosaltres
815,sie::PRN,сынь,ells
816,sie::PRN,сынь,elles
817,was::FPRN,мезе,què
818,wer::FPRN,ки,qui
819,wo::FADV,косо,on
820,wohin::FADV,ков,cap a on
821,wohin::FADV,козо,cap a on
822,wie::FADV,кода,com
823,warum::FADV,мекс,per què
824,wieviel::FNUM,зяро,quant
825,eins::NUM,вейке,u
826,zwei::NUM,кавто,dos
827,drei::NUM,колмо,tres
828,vier::NUM,ниле,quatre
829,fünf::NUM,вете,cinc
830,sechs::NUM,кото,sis
831,sieben::NUM,сисем,set
832,acht::NUM,кавксо,vuit
833,neun::NUM,вейксэ,nou
834,zehn::NUM,кемень,deu
835,elf::NUM,кевейкее,onze
836,zwölf::NUM,кемгавтово,dotze
837,zwanzig::NUM,комсь,vint
