,Concept_ID,he,cs
817,enden::V,הסתים,končit
818,enden::V,הסתים,skončit
819,wechseln::V,השתנה,měnit se
820,aufgehen[Sonne]::V,זרח,vyjít
821,untergehen[Sonne]::V,שקע,zapadnout
822,scheinen[Sonne]::V,בהק,svítit
823,donnern::V,רעם,hřmět
824,wehen::V,נשב,vát
825,wehen::V,נשב,vanout
826,strömen::V,זרם,proudit
827,fließen::V,זרם,téct
828,sich drehen::V,הסתובב,točit se
829,schwanken::V,התנודד,kolísat
830,schwanken::V,התנודד,houpat se
831,schwingen::V,התנענע,kývat se
832,fallen::V,נפל,padat
833,brennen::V,בער,hořet
834,rauchen::V,עשן,kouřit
835,regnen::V,ירד גשם,pršet
836,gefrieren::V,קפא,zamrznout
837,tauen::V,נמס,tát
838,schmelzen::V,התיך,tavit
839,trocknen::V,התיבש,schnout
840,sieden::V,רתח,vřít
841,faulen::V,רקב,hnít
842,verfaulen::V,רקב,shnít
843,reißen::V,נקרע,roztrhat se
844,versinken::V,טבע,topit se
845,versinken::V,טבע,ponořit se
846,vergehen::V,עבר,plynout
847,erscheinen::V,נגלה,objevit se
848,erscheinen::V,הופיע,objevit se
849,verschwinden::V,נעלם,zmizet
850,sinken::V,ירד,klesat
851,abnehmen::V,הפחית,ubýt
852,zunehmen::V,רבה,přibýt
853,steigen::V,עלה,stoupat
854,wachsen::V,גדל,růst
855,glänzen::V,נצץ,lesknout se
856,glänzen::V,בהק,lesknout se
857,funkeln::V,נצנץ,jiskřit se
858,lärmen::V,רעש,dělat hluk
859,läuten::V,צלצל,zvonit
860,klingeln::V,צלצל,zvonit
861,klirren::V,קרקש,řinčet
862,brausen::V,געש,hučet
863,rauschen::V,רשרש,šumět
864,klingen::V,נשמע,znít
865,bellen::V,נבח,štěkat
866,heulen::V,ילל,výt
867,blasen::V,נשף,foukat
868,pfeifen::V,שרק,pískat
869,schreien::V,צעק,křičet
870,stöhnen::V,נאנק,sténat
871,zittern::V,רעד,třást se
872,leben::V,חי,žít
873,geboren werden::V,נולד,rodit se
874,atmen::V,נשם,dýchat
875,trinken::V,שתה,pít
876,essen::V,אכל,jíst
877,schlucken::V,בלע,polykat
878,müde werden::V,התעיף,unavit se
879,einschlafen::V,נרדם,usnout
880,schlafen::V,ישן,spát
881,aufwachen::V,התעורר,probudit se
882,aufstehen::V,קם,vstát
883,sich erholen::V,נפש,zotavovat se
884,krank werden::V,חלה,onemocnět
885,krank sein::V,היה חולה,být nemocný
886,schmerzen::V,כאב,bolet
887,husten::V,השתעל,kašlat
888,genesen::V,הבריא,uzdravit se
889,sterben::V,מת,umřít
890,umkommen::V,נספה,zahynout
891,sich bewegen::V,נע,pohnout se
892,sich rühren::V,זז,hnout se
893,sich erheben::V,קם,zdvihnout se
894,sich setzen::V,התישב,posadit se
895,hinfallen::V,נפל,upadnout
896,laufen::V,הלך ברגל,běžet
897,schreiten::V,פסע,kráčet
898,spazierengehen::V,טיל,procházet se
899,eilen::V,אץ,spěchat
900,eilen::V,מהר,spěchat
901,sich beeilen::V,מהר,pospíšit si
902,sausen::V,אץ,fičet
903,rennen::V,רץ,pádit
904,springen::V,קפץ,skákat
905,klettern::V,טפס,lézt
906,klettern::V,טפס,šplhat
907,schaukeln::V,התנדנד,houpat
908,kriechen::V,זחל,lézt
909,kriechen::V,זחל,plazit se
910,schwimmen::V,שחה,plavat
911,tauchen::V,צלל,nořit se
912,rudern::V,חתר,veslovat
913,fahren::V,נסע,jet
914,fahren::V,נסע,jezdit
915,fliegen::V,עף,létat
916,gehen::V,הלך,jít
917,weggehen::V,עזב,odejít
918,abfahren::V,יצא,odjet
919,anhalten::V,עצר,zastavit se
920,hineingehen::V,נכנס,vcházet se
921,eintreten::V,נכנס,vstoupit
922,kommen::V,בא,přijít
923,ankommen::V,הגיע,dojít
924,zurückkommen::V,שב,vrátit se
925,zurückkommen::V,חזר,vrátit se
926,bleiben::V,נשאר,zůstat
927,warten::V,חכה,čekat
928,warten::V,המתין,čekat
929,erwarten::V,צפה,čekat na
930,suchen::V,חפש,hledat
931,finden::V,מצא,najít
932,versuchen::V,נסה,zkoušet
933,vorbereiten::V,הכין,připravit
934,lieben::V,אהב,milovat
935,mögen::V,אהב,mít rád
936,lachen::V,צחק,smát se
937,rühren::V,נגע ללב,dojmout
938,weinen::V,בכה,plakat
939,schimpfen::V,גער,nadávat
940,sich ärgern::V,זעם,pohoršit se
941,sich ärgern::V,כעס,pohoršit se
942,sich fürchten::V,פחד,bát se
943,sich fürchten::V,חשש,bát se
944,fürchten::V,פחד מ,bát se
945,fürchten::V,חשש מ,bát se
946,fliehen::V,ברח,utéct
947,flüchten::V,נמלט,prchnout
948,sehen::V,ראה,vidět
949,anschauen::V,הביט,podívat se na
950,ansehen::V,התבונן,sledovat
951,hören::V,שמע,slyšet
952,zuhören::V,הקשיב,poslouchat
953,probieren::V,נסה,ochutnávat
954,riechen::V,הריח,cítit
955,fühlen::V,חש,cítit
956,scheinen::V,נדמה,zdát se
957,zu sehen sein::V,נראה,moci být viděn
958,vernehmen::V,נודע ל,uslyšet
959,frieren::V,קר ל,mrznout
960,tun::V,פעל,dělat
961,können::V,יכל,moct
962,wollen::V,רצה,chtít
963,anfangen::V,התחיל,začít
964,beenden::V,גמר,ukončit
965,aufhören::V,סים,přestat
966,gelingen::V,הצליח,podařit se
967,geraten::V,עלה,dařit se
968,öffnen::V,פתח,otevřít
969,schließen::V,סגר,zavřít
970,stellen::V,העמיד,postavit
971,setzen::V,הושיב,posadit
972,legen::V,שם,klást
973,legen::V,שם,položit
974,berühren::V,נגע,dotýkat se
975,verbinden::V,קשר,spojit
976,bedecken::V,כסה,pokrýt
977,aufhängen::V,תלה,oběsit
978,aufhängen::V,תלה,pověsit
979,anzünden::V,הצית,zapálit
980,anzünden::V,הצית,podpálit
981,aufheben::V,אסף,zvednout
982,aufheben::V,אסף,zdvihnout
983,zurücklassen::V,השאיר,zanechat
984,verlieren::V,אבד,ztratit
985,fallen lassen::V,שמט,upustit
986,fallen lassen::V,הפיל,upustit
987,machen::V,עשה,udělat
988,herstellen::V,יצר,vyrobit
989,bauen::V,בנה,stavět
990,bauen::V,בנה,budovat
991,reparieren::V,תקן,opravit
992,verbessern::V,שפר,zlepšit
993,ändern::V,שנה,změnit
994,graben::V,חפר,rýt
995,graben::V,חפר,kopat
996,beugen::V,כפף,ohnout
997,biegen::V,כופף,ohnout
998,drehen::V,סובב,točit
999,wenden::V,הפך,obrátit
1000,umdrehen::V,סובב,obrátit
1001,heben::V,הרים,zdvihnout
1002,hochheben::V,הרים,zvednout
1003,ergreifen::V,אחז,chopit se
1004,halten::V,החזיק,držet
1005,drücken::V,לחץ,stisknout
1006,schieben::V,הזיז,posouvat
1007,kratzen::V,שרט,škrábat
1008,kratzen::V,שפשף,škrábat
1009,lecken::V,לקק,lízat
1010,beißen::V,נשך,kousat
1011,abreißen::V,קרע,utrhat
1012,abreißen::V,קרע,odtrhat
1013,abschneiden::V,חתך,uřezat
1014,abschneiden::V,חתך,ukrojit
1015,binden::V,קשר,přivázat
1016,stecken::V,תקע,strčit
1017,brechen::V,שבר,lomit
1018,klopfen::V,נקש,ťukat
1019,klopfen::V,נקש,klepat
1020,hauen::V,הכה,bít
1021,kleben::V,הדביק,lepit
1022,reiben::V,שפשף,třít
1023,streichen::V,מרח,mazat
1024,schleifen::V,השחיז,brousit
1025,schneiden::V,גזר,řezat
1026,schneiden::V,גזר,střihat
1027,rütteln::V,נענע,třást
1028,rütteln::V,נענע,otřást
1029,schütteln::V,נער,třást
1030,schütteln::V,נער,zatřást
1031,schwenken::V,נופף,mávat
1032,schwenken::V,טלטל,mávat
1033,schütten::V,שפך,nasypat
1034,füllen::V,מלא,naplnit
1035,einwickeln::V,עטף,zavinout
1036,tragen::V,נשא,nést
1037,schleppen::V,סחב,vléct
1038,ziehen::V,משך,tahat
1039,ziehen::V,משך,táhnout
1040,aufbewahren::V,שמר,schovat
1041,werfen::V,זרק,házet
1042,fangen::V,תפס,chytat
1043,packen::V,אחז,uchvátit
1044,verstecken::V,החביא,schovat
1045,teilen::V,חלק,rozdělit
1046,schicken::V,שלח,posílat
1047,bringen::V,הביא,přinést
1048,hinzufügen::V,הוסיף,připojit
1049,bekommen::V,תפס,dostat
1050,erhalten::V,קבל,uchovat
1051,nehmen::V,אחז,vzít
1052,wählen::V,בחר,zvolit
1053,auswählen::V,בחר ב,vybrat
1054,bewahren::V,קים,uchránit
1055,behindern::V,מנע,překážet
1056,verderben::V,מנע,zkazit
1057,beschädigen::V,הזיק,porušit
1058,beschädigen::V,הזיק,poškodit
1059,zerbrechen::V,נשבר,rozlámat
1060,zerreißen::V,קרע,roztrhnout
1061,zerstören::V,הרס,zničit
1062,zerstören::V,השמיד,zničit
1063,verbrennen::V,שרף,spálit
1064,geben::V,נתן,dát
1065,reichen::V,העביר,podat
1066,schenken::V,נתן במתנה,darovat
1067,versprechen::V,הבטיח,slíbit
1068,wünschen::V,אחל,přát
1069,loben::V,שבח,chválit
1070,küssen::V,נשק,líbat
1071,wiegen::V,נדנד,chovat
1072,wiegen::V,נדנד,kolébat
1073,zudecken::V,כסה,přikrýt
1074,zudecken::V,כסה,přiklopit
1075,wecken::V,עורר,vzbudit
1076,zeigen::V,הראה,ukázat
1077,führen::V,הביא,vést
1078,führen::V,הוביל,vést
1079,lehren::V,למד,učit
1080,unterrichten::V,למד,vyučovat
1081,aufziehen::V,רומם,vychovat
1082,leiten::V,נהל,vodit
1083,antreiben::V,המרץ,nutit
1084,lassen::V,נתן,dát
1085,einladen::V,הזמין,pozvat
1086,vereinigen::V,אחד,spojit
1087,vereinigen::V,לכד,spojit
1088,besuchen::V,בקר,návštívit
1089,treffen::V,פגש,potkat
1090,sich versammeln::V,התאסף,shromáždit se
1091,spielen::V,שחק,hrát
1092,singen::V,שר,zpívat
1093,tanzen::V,רקד,tančit
1094,sich trennen::V,נפרד,rozejít se
1095,verlassen::V,עזב,opustit
1096,retten::V,הציל,zachránit
1097,bewachen::V,שמר,hlídat
1098,schützen::V,אבטח,chránit
1099,verteidigen::V,הגן,obhájit
1100,sich schlagen::V,התכתש,bít se
1101,schießen::V,ירה,střílet
1102,siegen::V,גבר,zvítězit
1103,siegen::V,נצח,zvítězit
1104,ärgern::V,עצבן,zlobit
1105,ärgern::V,עצבן,pohoršit
1106,schlagen::V,הכה,udeřit
1107,schlagen::V,הכה,praštit
1108,schlagen::V,הלקה,udeřit
1109,schlagen::V,הלקה,praštit
1110,treten::V,בעט,kopnout
1111,stechen::V,דקר,bodnout
1112,stechen::V,דקר,píchnout
1113,stoßen::V,דחק,strčit
1114,stehlen::V,גנב,ukrást
1115,stören::V,קטע,vyrušit
1116,stören::V,הפריע,vyrušit
1117,belästigen::V,הציק,obtěžovat
1118,belästigen::V,הטריד,obtěžovat
1119,verbergen::V,הצניע,skrýt
1120,täuschen::V,שגע,klamat
1121,betrügen::V,הונה,podvést
1122,töten::V,הרג,zabít
1123,wohnen::V,גר,bydlit
1124,arbeiten::V,עבד,pracovat
1125,sammeln::V,אסף,sebrat
1126,pflücken::V,קטף,česat
1127,jagen::V,צד,uhonit
1128,fischen::V,דג,chytat ryby
1129,fassen::V,תפס,ulovit
1130,hüten::V,רעה,pást
1131,treiben::V,הוציא,hnát
1132,anbinden::V,קשר,přivázat
1133,füttern::V,הלעיט,krmit
1134,melken::V,חלב,dojit
1135,hacken::V,קצץ,seknout
1136,gießen::V,השקה,zalít
1137,reifen::V,בשל,uzrát
1138,zubereiten::V,הכין,připravit
1139,kochen::V,בשל,vařit
1140,backen::V,אפה,péct
1141,braten::V,צלה,smažit
1142,braten::V,טגן,smažit
1143,umrühren::V,ערבב,zamíchat
1144,stricken::V,סרג,plést
1145,nähen::V,תפר,šít
1146,färben::V,צבע,nabarvit
1147,reinigen::V,נקה,očistit
1148,waschen::V,רחץ,mýt
1149,waschen::V,כבס,mýt
1150,abwischen::V,נגב,utřít
1151,spülen::V,שטף,spláchnout
1152,fegen::V,טאטא,zamést
1153,kehren::V,טאטא,mést
1154,baden::V,טבל,koupat se
1155,baden::V,שחה,koupat se
1156,sich waschen::V,התרחץ,mýt se
1157,ausziehen::V,הוריד,svléct
1158,anziehen::V,לבש,obléct
1159,sich anziehen::V,התלבש,oblékat se
1160,kämmen::V,סרק,učesat
1161,schmücken::V,קשט,ozdobit
1162,sagen::V,אמר,říct
1163,sprechen::V,דבר,mluvit
1164,reden::V,דבר,hovořit
1165,sich unterhalten::V,שוחח,povídat se
1166,fragen::V,שאל,zeptat se
1167,bitten::V,בקש,prosit
1168,erzählen::V,ספר,povídat
1169,mitteilen::V,מסר,sdělit
1170,mitteilen::V,מסר,oznámit
1171,mitteilen::V,הודיע,sdělit
1172,mitteilen::V,הודיע,oznámit
1173,nennen::V,קרא בשם,nazvat
1174,rufen::V,גיס,volat
1175,rufen::V,גיס,zavolat
1176,rufen::V,הזמין לבוא,volat
1177,rufen::V,הזמין לבוא,zavolat
1178,prahlen::V,התרברב,chlubit se
1179,übersetzen::V,תרגם,přeložit
1180,denken::V,חשב,myslit
1181,glauben::V,האמין,věřit
1182,bemerken::V,הבחין,zpozorovat
1183,erkennen::V,זהה,poznat
1184,begreifen::V,קלט,pochopit
1185,begreifen::V,הבין,pochopit
1186,verstehen::V,הבין,porozumět
1187,lernen::V,למד,učit se
1188,wissen::V,ידע,vědět
1189,sich erinnern an::V,זכר,vzpomínat si na
1190,vergessen::V,שכח,zapomínat
1191,messen::V,מדד,měřit
1192,zählen::V,ספר,spočítat
1193,rechnen::V,חשב,počítat
1194,lesen::V,קרא,číst
1195,malen::V,ציר,malovat
1196,zeichnen::V,שרטט,rýsovat
1197,schreiben::V,כתב,psát
1198,besitzen::V,היה בעל של,mít
1199,besitzen::V,היה בעל של,vlastnit
1200,kaufen::V,קנה,koupit
1201,kaufen::V,רכש,koupit
1202,verkaufen::V,מכר,prodat
1203,bezahlen::V,שלם,zaplatit
1204,zahlen::V,שלם,platit
1205,beherrschen::V,שלט,ovládat
1206,ertragen::V,סבל,snést
