,Concept_ID,mrj,ga
478,Scheibe::N,ламыт,píosa
479,Scheibe::N,ламыт,slisne
480,Scheibe::N,лаштык,píosa
481,Scheibe::N,лаштык,slisne
482,Fett::N,кая,saill
483,Fett::N,кая,méathras
484,Butter::N,ӱ,im
485,Öl::N,ӱ,ola
486,Salz::N,санзал,salann
487,Suppe::N,лем,sú
488,Suppe::N,лем,anraith
489,Honig::N,мӱ,mil
490,Milch::N,шӹшер,bainne
491,Tee::N,чӓй,tae
492,Leder::N,шарга,leathar
493,Leder::N,кавашты,leathar
494,Wolle::N,миж,olann
495,Stoff::N,матер,éadach
496,Stoff::N,матери,éadach
497,Nadel::N,им,snáthaid
498,Faden::N,шӹртӹ,snáth
499,Knopf::N,полдыш,cnaipe
500,Knoten::N,пӱкшем,snaidhm
501,Farbe::N,чиӓ,péint
502,Farbe::N,крӓскӓ,péint
503,Kleidung::N,выргем,éadaí
504,Hemd::N,тыгыр,léine
505,Kragen::N,шӱ,bóna
506,Ärmel::N,шокш,muinchille
507,Hose::N,ялаш,bríste
508,Hose::N,ялаш,treabhsar
509,Gürtel::N,ӹштӹ,crios
510,Mütze::N,упш,caipín
511,Schuh::N,ту́фльы,bróg
512,Stiefel::N,кем,buatais
513,Ring::N,шӓргӓш,fáinne
514,Band::N,лемтӓ,ribín
515,Kamm::N,шерге,cíor
516,Spiegel::N,тӹгӹр,scáthán
517,Riemen::N,прӓжӓ,iall
518,Riemen::N,прӓжӓ,strapa
519,Schnur::N,кӓндӹра,téad
520,Schnur::N,кӓндӹра,sreangán
521,Leine::N,керем,iall
522,Decke::N,одеял,pluid
523,Decke::N,одеял,blaincéad
524,Kissen::N,кӹпцӹк,piliúr
525,Kissen::N,кӹпцӹк,adhartán
526,Tuch::N,савыц,scaif
527,Handtuch::N,шӹргӹсавыц,tuáille
528,Handtuch::N,шӹргӹмсавыц,tuáille
529,Kraft::N,ви,fórsa
530,Stärke::N,ви,neart
531,Gesundheit::N,шу,sláinte
532,Gesundheit::N,шулык,sláinte
533,Krankheit::N,мыж,tinneas
534,Krankheit::N,мыж,breoiteacht
535,Schmerz::N,карштыш,pian
536,Wunde::N,шушыр,goin
537,Fieber::N,ӱштӹмыж,fiabhras
538,Arznei::N,лекӓрцӹ,cógas
539,Brücke::N,кӹвер,droichead
540,Brunnen::N,вӹдсӹнзӓ,tobar
541,Weide::N,ныр,féarach
542,Pfad::N,ялгорны,cosán
543,Pfad::N,ялгорны,conair
544,Weg::N,корны,slí
545,Weg::N,корны,bealach
546,Straße::N,корны,bóthar
547,Dorf::N,сола,sráidbhaile
548,Stadt::N,города,baile
549,Stadt::N,города,cathair
550,Brief::N,сирмӓш,litir
551,Buch::N,книгӓ,cín
552,Buch::N,книгӓ,leabhar
553,Buchstabe::N,буква́,litir
554,Zeitung::N,газет,nuachtán
555,Zeitung::N,кайзет,nuachtán
556,Leben::N,житя,saol
557,Leben::N,житя,beatha
558,Tod::N,смöрт,bás
559,Grab::N,шӹгер,uaigh
560,Grab::N,мыгилӓ,uaigh
561,Grab::N,шӹгерлӓ,uaigh
562,Kirche::N,церкӹ,eaglais
563,Sünde::N,сулык,peaca
564,Gott::N,йымы,dia
565,Arbeiter::N,пӓшӓзӹ,oibrí
566,Chef::N,вуй,saoiste
567,Chef::N,вуй,ceannasaí
568,Meister::N,мастар,máistir
569,Arzt::N,доктор,lia
570,Arzt::N,доктор,dochtúir
571,Lehrer::N,тымдышы,oide
572,Lehrer::N,тымдышы,múinteoir
573,Geld::N,окса,airgead
574,Geschäft::N,торге́йӹмӓш,gnó
575,Laden::N,лапка,siopa
576,Laden::N,магазин,siopa
577,Preis::N,ӓк,praghas
578,Ware::N,товар,earra
579,Nutzen::N,пайда,tairbhe
580,Reichtum::N,перке,rachmas
581,Reichtum::N,перке,saibhreas
582,Welt::N,сӓндӓлӹк,domhan
583,Welt::N,свет,domhan
584,Land::N,сӓндӓлӹк,tír
585,Staat::N,кугижӓншӹ,stát
586,König::N,король,rí
587,Macht::N,власть,cumhacht
588,Grenze::N,пӹсмӓн,críoch
589,Grenze::N,пӹсмӓн,teorainn
590,Krieg::N,вырсы,cogadh
591,Feind::N,тышман,namhaid
592,Gewalt::N,ви,foréigean
593,Kampf::N,кредӓлмӓш,troid
594,Bogen[Waffe]::N,янгеж,bogha
595,Pfeil::N,пикш,saighead
596,Gewehr::N,пичӓл,gunna
597,Fehler::N,самынь,botún
598,Fehler::N,самынь,meancóg
599,Lüge::N,шая,bréag
600,Lüge::N,шая,éitheach
601,Schaden::N,вре́дӓ,dochar
602,Schaden::N,вре́дӓ,damáiste
603,Unglück::N,пёда,drochrath
604,Unglück::N,тымаша,drochrath
605,Schuld::N,вуйнамат,locht
606,Schuld::N,вуйнамат,milleán
607,Alter::N,иӓш,aois
608,Alter::N,игечӹ,aois
609,Schluss::N,пӹтӓртӹш,deireadh
610,Zeit::N,веремӓ,am
611,Zeit::N,веремӓ,aimsir
612,Tag::N,кечӹ,lá
613,Morgen::N,ир,maidin
614,Morgen::N,ирок,maidin
615,Mittag::N,кечӹвӓл,nóin
616,Abend::N,вады,tráthnóna
617,Nacht::N,йыд,oíche
618,Woche::N,ӓрня,seachtain
619,Monat::N,тӹ́лзӹ,mí
620,Jahr::N,год,bliain
621,Frühling::N,шошым,earrach
622,Sommer::N,кӓнгӹж,samhradh
623,Herbst::N,шӹжӹ,fómhar
624,Winter::N,тел,geimhreadh
625,Winter::N,телӹ,geimhreadh
626,Januar::N,январ,Eanáir
627,Januar::N,январь,Eanáir
628,Februar::N,февраль,Feabhra
629,März::N,март,Márta
630,April::N,апрель,Aibreán
631,Mai::N,май,Bealtaine
632,Juni::N,июнь,Meitheamh
633,Juli::N,июль,Iúil
634,August::N,август,Lúnasa
635,September::N,сентябрь,Meán Fómhair
636,Oktober::N,октябрь,Deireadh Fómhair
637,November::N,ноябрь,Samhain
638,November::N,ноябрь,Mí na Samhna
639,Dezember::N,декавыр,Mí na Nollag
640,Montag::N,шачмы,Luan
641,Montag::N,шачмы,Dé Luain
642,Dienstag::N,кышкыжмы,Máirt
643,Dienstag::N,кышкыжмы,Dé Máirt
644,Mittwoch::N,вӹрчегӹ,Céadaoin
645,Mittwoch::N,вӹрчегӹ,Dé Céadaoin
646,Donnerstag::N,изӓрня,Déardaoin
647,Freitag::N,когарня,Aoine
648,Freitag::N,когарня,Dé hAoine
649,Samstag::N,кукшыгечӹ,Satharn
650,Samstag::N,кукшыгечӹ,Dé Sathairn
651,Sonntag::N,рушӓрня,Domhnach
652,Sonntag::N,рушӓрня,Dé Domhnaigh
653,groß::A,кого,mór
654,klein::A,изи,beag
655,lang::A,кужы,fada
656,kurz::A,кӹтӹк,gearr
657,kurz::A,кӹтӹк,gairid
658,breit::A,кымда,leathan
659,breit::A,кымда,fairsing
660,schmal::A,ӓнгӹсӹр,cúng
661,dicht::A,шӹре,dlúth
662,dick[Gegenstand]::A,кӹжгӹ,tiubh
663,dünn::A,вӹцкӹж,caol
664,dünn::A,вӹцкӹж,tanaí
665,fein::A,пыльга,scáinte
666,fein::A,пыльга,fíneálta
667,fest::A,цаткыды,daingean
668,flach::A,тӓлякӓ,cothrom
669,glatt::A,ягылгы,mín
670,glatt::A,ягылгы,sleamhain
671,hart::A,пингӹдӹ,crua
672,weich::A,пышкыды,bog
673,rund::A,тӹртӹш,cruinn
674,spitz::A,кашар,gobach
675,spitz::A,кашар,biorach
676,scharf::A,кашар,géar
677,scharf::A,кашар,faobhrach
678,stumpf::A,нӹшкӹ,maol
679,schwer::A,нелӹ,trom
680,schön::A,цевер,álainn
681,schön::A,олмыдшы,álainn
682,heiß::A,шокшы,te
683,warm::A,шокшы,te
684,kalt::A,ӱштӹ,fuar
685,kühl::A,юалгы,fionnuar
686,kühl::A,йонгата,fionnuar
687,frisch::A,йонгата,úr
688,frisch::A,йонгата,friseáilte
689,feucht::A,ӹлӹкшӹ,tais
690,feucht::A,вӹдӹжгӹ,tais
691,nass::A,начкы,fliuch
692,trocken::A,кукшы,tirim
693,voll::A,темшӹ,lán
694,voll::A,темыман,lán
695,leer::A,йӓрӓ,folamh
696,offen::A,виш,oscailte
697,geschlossen::A,чӱчмӹ,dúnta
698,geschlossen::A,чӱчмӹ,druidte
699,geschlossen::A,тӹкӹлӓлтшӹ,dúnta
700,geschlossen::A,тӹкӹлӓлтшӹ,druidte
701,sauber::A,ире,glan
702,schmutzig::A,шоран,salach
703,schmutzig::A,лявӹрӓн,salach
704,schmutzig::A,шорангшы,salach
705,roh::A,пеле кӱшӹ,amh
706,reif::A,кӱшӹ,aibí
707,lecker::A,тотан,blasta
708,süß::A,мӱӓн,milis
709,bitter::A,качы,searbh
710,sauer::A,шапы,géar
711,sauer::A,шапы,searbh
712,hell::A,соты,geal
713,hell::A,соты,soilseach
714,hell::A,валгыды,geal
715,hell::A,валгыды,soilseach
716,dunkel::A,пӹц,dorcha
717,dunkel::A,пӹцкемӹш,dorcha
718,schwarz::A,шим,dubh
719,weiß::A,ош,bán
720,weiß::A,ошы,bán
721,rot::A,якшаргы,dearg
722,gelb::A,сар,buí
723,gelb::A,сары,buí
724,blau::A,симсӹ,gorm
725,grün::A,ыжар,glas
726,grün::A,ыжар,uaine
727,grau::A,луды,liath
728,bunt::A,ала,ildathach
729,bunt::A,ала,dathannach
730,billig::A,шулдаш,saor
731,teuer::A,шергӹ,daor
732,teuer::A,шергӹ,costasach
733,teuer::A,шергӓкӓн,daor
734,teuer::A,шергӓкӓн,costasach
735,wertvoll::A,ӓкӓн,luachmhar
736,blind::A,слöпöй,dall
737,blind::A,слöпöй,caoch
738,blind::A,сльöпöй,dall
739,blind::A,сльöпöй,caoch
740,taub::A,тӱтӱк,bodhar
741,kräftig::A,виӓн,cumhachtach
742,stark::A,виӓн,tréan
743,stark::A,виӓн,láidir
744,schwach::A,шава,lag
745,schwach::A,шава,fann
746,schwach::A,лӹпкӓ,lag
747,schwach::A,лӹпкӓ,fann
748,schwach::A,слабка,lag
749,schwach::A,слабка,fann
750,fett::A,таза,ramhar
751,schlank::A,яштака,caol
752,schlank::A,яштака,seang
753,hübsch::A,сӹлнӹ,álainn
754,hübsch::A,сӹлнӹ,dathúil
755,hübsch::A,олмыдшы,álainn
