,Concept_ID,fr,el
150,Blume::N,fleur,λουλούδι
151,Gras::N,herbe,χόρτο
152,Gras::N,herbe,χορτάρι
153,Wurzel::N,racine,ρίζα
154,Baum::N,arbre,δέντρο
155,Stamm::N,tronc,κορμός
156,Rinde::N,écorce,φλούδα
157,Ast::N,branche,κλαδί
158,Zweig::N,rameau,κλαδί
159,Zweig::N,rameau,κλάδος
160,Blatt::N,feuille,φύλλο
161,Birke::N,bouleau,σημύδα
162,Kiefer[Baum]::N,pin,πεύκο
163,Weide[Baum]::N,saule,ιτιά
164,Tanne::N,sapin,έλατο
165,Horn::N,corne,κέρας
166,Horn::N,corne,κέρατο
167,Feder::N,plume,φτερό
168,Fell::N,peau,δέρμα
169,Fell::N,peau,τομάρι
170,Flügel::N,aile,πτερύγιο
171,Klaue::N,serre,κουλό
172,Kralle::N,ongle,νύχι
173,Kralle::N,griffe,νύχι
174,Schwanz::N,queue,ουρά
175,Ei::N,œuf,αβγό
176,Nest::N,nid,φωλιά
177,Bau::N,terrier,φωλιά
178,Tier::N,animal,ζώο
179,Herde::N,troupeau,κοπάδι
180,Kuh::N,vache,αγελάδα
181,Bulle::N,taureau,ταύρος
182,Pferd::N,cheval,άλογο
183,Schaf::N,mouton,πρόβατο
184,Schwein::N,porc,γουρούνι
185,Schwein::N,cochon,γουρούνι
186,Hund::N,chien,σκυλί
187,Hund::N,chien,σκύλος
188,Katze::N,chat,γάτα
189,Bär::N,ours,άρκτος
190,Bär::N,ours,αρκούδα
191,Eichhörnchen::N,écureuil,βερβερίτσα
192,Elch::N,élan,άλκη
193,Fuchs::N,renard,αλεπού
194,Hase::N,lièvre,λαγός
195,Maus::N,souris,ποντικός
196,Wolf::N,loup,λύκος
197,Vogel::N,oiseau,πουλί
198,Schwarm::N,nuée,σμήνος
199,Schwarm::N,volée,σμήνος
200,Huhn::N,poule,κότα
201,Huhn::N,poule,όρνιθα
202,Hahn::N,coq,πετεινός
203,Gans::N,oie,χήνα
204,Adler::N,aigle,αετός
205,Ente::N,canard,πάπια
206,Eule::N,hibou,κουκουβάγια
207,Kranich::N,grue,γερανός
208,Krähe::N,corneille,καρακάξα
209,Kuckuck::N,coucou,κούκος
210,Schwan::N,cygne,κύκνος
211,Fisch::N,poisson,ψάρι
212,Barsch::N,perche,πέρκα
213,Hecht::N,brochet,λούτσος
214,Schlange[Tier]::N,serpent,φίδι
215,Wurm::N,ver,σκουλήκι
216,Spinne::N,araignée,αράχνη
217,Ameise::N,fourmi,μυρμήγκι
218,Laus::N,pou,ψείρα
219,Mücke::N,moucheron,κουνούπι
220,Fliege::N,mouche,μύγα
221,Schmetterling::N,papillon,πεταλούδα
222,Beere::N,baie,ρόγα
223,Apfel::N,pomme,μήλο
224,Pilz::N,champignon,μανιτάρι
225,Zwiebel::N,oignon,κρεμμύδι
226,Saat::N,semence,σπόρος
227,Korn::N,grain,σπυρί
228,Heu::N,foin,σανός
229,Schale::N,pelure,τσόφλι
230,Grube::N,fosse,λάκκος
231,Falle::N,piège,παγίδα
232,Schlinge::N,lacs,θηλειά
233,Spur::N,trace,ίχνος
234,Asche::N,cendre,στάχτη
235,Dreck::N,crotte,βρωμιά
236,Eisen::N,fer,σίδερο
237,Gold::N,or,μάλαμα
238,Gold::N,or,χρυσάφι
239,Silber::N,argent,ασήμι
240,Silber::N,argent,άργυρος
241,Kohle::N,charbon,κάρβουνο
242,Glas::N,verre,γυαλί
243,Lehm::N,glaise,πηλός
244,Sand::N,sable,άμμος
245,Mensch::N,homme,άνθρωπος
246,Mann::N,homme,άνδρας
247,Frau::N,femme,γυναίκα
248,Kind::N,enfant,παιδί
249,Junge::N,garçon,αγόρι
250,Mädchen::N,fille,κοπέλα
251,Mädchen::N,fille,κορίτσι
252,Mädchen::N,jeune fille,κοπέλα
253,Mädchen::N,jeune fille,κορίτσι
254,Familie::N,famille,οικογένεια
255,Großvater::N,grand-père,παππούς
256,Großmutter::N,grand-mère,γιαγιά
257,Eltern::N,parents,γονείς
258,Vater::N,père,πατέρας
259,Mutter::N,mère,μητέρα
260,Sohn::N,fils,γιος
261,Tochter::N,fille,κόρη
262,Bruder::N,frère,αδελφός
263,Schwester::N,sœur,αδελφή
264,Onkel::N,oncle,θείος
265,Tante::N,tante,θεία
266,Ehemann::N,mari,σύζυγος
267,Ehemann::N,époux,σύζυγος
268,Ehefrau::N,femme,σύζυγος
269,Ehefrau::N,épouse,σύζυγος
270,Freude::N,joie,χαρά
271,Freude::N,plaisir,χαρά
272,Gelächter::N,rires,γέλια
273,Glück::N,bonheur,ευτυχία
274,Kummer::N,peine,έγνοια
275,Kummer::N,chagrin,έγνοια
276,Wunsch::N,désir,επιθυμία
277,Lust::N,envie,όρεξη
278,Geist::N,esprit,πνέυμα
279,Gedanke::N,idée,σκέψη
280,Gedanke::N,pensée,σκέψη
281,Gedächtnis::N,mémoire,μνήμη
282,Verstand::N,raison,νους
283,Sinn::N,sens,νόημα
284,Grund::N,cause,λόγος
285,Grund::N,raison,λόγος
286,Wahrheit::N,vérité,αλήθεια
287,Gespräch::N,conversation,συνομιλία
288,Märchen::N,conte,παραμύθι
289,Märchen::N,conte de fées,παραμύθι
290,Erzählung::N,conte,διήγημα
291,Erzählung::N,narration,διήγημα
292,Nachricht::N,message,είδηση
293,Neuigkeit::N,nouvelle,νέο
294,Name::N,nom,όνομα
295,Rätsel::N,énigme,αίνιγμα
296,Rätsel::N,devinette,αίνιγμα
297,Rede::N,parole,λόγος
298,Rede::N,parole,ομιλία
299,Rede::N,discours,λόγος
300,Rede::N,discours,ομιλία
301,Sprache::N,langue,γλώσσα
302,Sprache::N,langage,γλώσσα
303,Stimme::N,voix,φωνή
304,Wort::N,mot,λέξη
305,Zeichen::N,signe,σημείο
306,Ruf::N,cri,κραυγή
307,Ruf::N,appel,κραυγή
308,Lärm::N,bruit,θόρυβος
309,Laut::N,son,ήχος
310,Ton::N,ton,ήχος
311,Ton::N,ton,τόνος
312,Lied::N,chant,τραγούδι
313,Lied::N,chanson,τραγούδι
314,Ruhe::N,calme,ησυχία
315,Ruhe::N,tranquillité,ησυχία
316,Leute::N,gens,κόσμος
317,Leute::N,gens,άνθρωποι
318,Volk::N,peuple,λαός
319,Arbeit::N,travail,εργασία
320,Gast::N,hôte,επισκέπτης
321,Gast::N,invité,επισκέπτης
322,Geschenk::N,cadeau,δώρο
323,Geschenk::N,présent,δώρο
324,Spiel::N,jeu,παιχνίδι
325,Gesellschaft::N,compagnie,κοινωνία
326,Hilfe::N,aide,βοήθεια
327,Hilfe::N,secours,βοήθεια
328,Freund::N,ami,φίλος
329,Kamerad::N,copain,σύντροφος
330,Kamerad::N,camarade,σύντροφος
331,Angelegenheit::N,affaire,υπόθεση
332,Anzahl::N,nombre,αριθμός
333,Art::N,sorte,είδος
334,Art::N,espèce,είδος
335,Stück::N,morceau,κομμάτι
336,Teil::N,part,μέρος
337,Teil::N,partie,μέρος
338,Hälfte::N,moitié,μισό
339,Kreis::N,cercle,κύκλος
340,Kreuz::N,croix,σταυρός
341,Linie::N,ligne,γραμμή
342,Strich::N,trait,γραμμή
343,Abstand::N,écart,απόσταση
344,Entfernung::N,distance,απόσταση
345,Gegend::N,région,περιοχή
346,Gegend::N,région,τοποθεσία
347,Gegend::N,contrée,περιοχή
348,Gegend::N,contrée,τοποθεσία
349,Platz::N,place,χώρος
350,Ort::N,lieu,τόπος
351,Ort::N,endroit,τόπος
352,Seite::N,côté,πλευρά
353,Mitte::N,milieu,μέση
354,Gegenstand::N,objet,αντικείμενο
355,Sache::N,chose,πράγμα
356,Rand::N,bord,άκρη
357,Rand::N,bord,χείλος
358,Kante::N,arête,άκρη
359,Ecke::N,coin,γωνιά
360,Ecke::N,tournant,γωνιά
361,Spitze::N,cime,μύτη
362,Spitze::N,pointe,μύτη
363,Ende::N,bout,άκρη
364,Loch::N,trou,τρύπα
365,Winkel::N,coin,γωνία
366,Winkel::N,réduit,γωνία
367,Muster::N,dessin,σχέδιο
368,Größe::N,grandeur,μέγεθος
369,Länge::N,longueur,μήκος
370,Höhe::N,hauteur,ύψος
371,Höhe::N,altitude,ύψος
372,Gewicht::N,poids,βάρος
373,Menge::N,quantité,ποσότητα
374,Haufen::N,tas,σωρός
375,Reihe::N,file,αράδα
376,Reihe::N,rangée,αράδα
377,Boot::N,canot,βάρκα
378,Boot::N,bateau,βάρκα
379,Ruder::N,rame,κουπί
380,Ruder::N,aviron,κουπί
381,Schlitten::N,traîneau,έλκηθρο
382,Ski::N,ski,σκι
383,Lagerfeuer::N,feu de camp,φωτιά
384,Last::N,charge,φορτίο
385,Last::N,fardeau,φορτίο
386,Gang::N,tour,δρόμος
387,Gang::N,marche,δρόμος
388,Schritt::N,pas,βήμα
389,Norden::N,nord,βορράς
390,Süden::N,sud,νότος
391,Westen::N,ouest,δύση
392,Westen::N,occident,δύση
393,Osten::N,est,ανατολή
394,Osten::N,orient,ανατολή
395,Holz::N,bois,ξύλο
396,Brett::N,planche,σανίδι
397,Platte::N,plaque,πλάκα
398,Stütze::N,appui,στήριγμα
399,Stütze::N,soutien,στήριγμα
400,Stange::N,barre,ραβδί
401,Stange::N,barre,κοντός
402,Stange::N,perche,ραβδί
403,Stange::N,perche,κοντός
404,Stock::N,canne,ξύλο
405,Stock::N,canne,μπαστούνι
406,Stab::N,bâton,ραβδί
407,Rohr::N,tube,σωλήνας
408,Rohr::N,tuyau,σωλήνας
409,Haus::N,maison,σπίτι
410,Heim::N,maison,σπίτι
411,Ofen::N,poêle,σόμπα
412,Ofen::N,poêle,θερμάστρα
413,Fußboden::N,plancher,πάτωμα
414,Tisch::N,table,τραπέζι
415,Stuhl::N,chaise,καρέκλα
416,Wiege::N,berceau,κούνια
417,Bett::N,lit,κρεβάτι
418,Regal::N,étagère,ράφι
419,Kiste::N,caisse,κιβώτιο
420,Fenster::N,fenêtre,παράθυρο
421,Tür::N,porte,πόρτα
422,Tor::N,porte,πύλη
423,Tor::N,portail,πύλη
424,Zaun::N,clôture,φράχτης
425,Dach::N,toit,στέγη
426,Leiter::N,échelle,σκάλα
427,Leiter::N,échelle,κλίμακα
428,Besen::N,balai,σκούπα
429,Spaten::N,bêche,φτυάρι
430,Schaufel::N,pelle,φτυάρι
431,Gabel::N,fourchette,πιρούνι
432,Löffel::N,cuiller,κουτάλι
433,Messer::N,couteau,μαχαίρι
434,Nagel::N,clou,καρφί
435,Netz::N,filet,δίχτυ
436,Haken::N,croc,γάντζος
437,Haken::N,croc,αγκίστρι
438,Haken::N,crochet,γάντζος
439,Haken::N,crochet,αγκίστρι
440,Griff::N,prise,λαβή
441,Griff::N,manche,λαβή
442,Schloss::N,serrure,κλειδαριά
443,Bild::N,image,εικόνα
444,Bild::N,tableau,εικόνα
445,Figur::N,figure,ανάστημα
446,Puppe::N,poupée,κούκλα
447,Beutel::N,sac,πουγγί
448,Beutel::N,petit sac,πουγγί
449,Bündel::N,paquet,δεμάτι
450,Bündel::N,faisceau,δεμάτι
451,Tasche::N,sac,τσάντα
452,Eimer::N,seau,κουβάς
453,Deckel::N,couvercle,καπάκι
454,Geschirr::N,vaisselle,σκεύη
455,Sack::N,sac,σάκος
456,Tasse::N,tasse,φλιτζάνι
457,Topf::N,pot,χύτρα
458,Topf::N,marmite,χύτρα
459,Kessel::N,chaudron,καζάνι
460,Essen::N,repas,φαγητό
461,Essen::N,manger,φαγητό
462,Nahrung::N,nourriture,τροφή
463,Speise::N,plat,φαγητό
464,Fleisch::N,viande,κρέας
465,Getreide::N,blé,σιτάρι
466,Getreide::N,céréales,σιτάρι
467,Brei::N,purée,χυλός
468,Brei::N,bouillie,χυλός
469,Brot::N,pain,ψωμί
470,Brot::N,pain,άρτος
471,Scheibe::N,tranche,φέτα
472,Fett::N,graisse,πάχος
473,Butter::N,beurre,βούτυρο
474,Öl::N,huile,λάδι
475,Salz::N,sel,αλάτι
476,Suppe::N,soupe,σούπα
477,Suppe::N,potage,σούπα
478,Honig::N,miel,μέλι
479,Milch::N,lait,γάλα
480,Tee::N,thé,τσάι
481,Leder::N,cuir,πετσί
482,Wolle::N,laine,μαλλί
483,Stoff::N,tissu,ύφασμα
484,Stoff::N,étoffe,ύφασμα
485,Nadel::N,aiguille,βελόνα
486,Faden::N,fil,κλωστή
487,Knopf::N,bouton,κουμπί
488,Knoten::N,nœud,κόμπος
489,Farbe::N,peinture,μπογιά
490,Kleidung::N,vêtements,ρούχα
491,Kleidung::N,vêtements,ενδυμασία
492,Kleidung::N,habillement,ρούχα
493,Kleidung::N,habillement,ενδυμασία
494,Hemd::N,chemise,πουκάμισο
495,Kragen::N,col,κολάρο
496,Ärmel::N,manche,μανίκι
497,Hose::N,pantalon,πανταλόνι
498,Gürtel::N,ceinture,ζώνη
499,Mütze::N,bonnet,σκούφος
500,Mütze::N,casquette,σκούφος
501,Schuh::N,soulier,παπούτσι
502,Schuh::N,chaussure,παπούτσι
503,Stiefel::N,botte,μπότα
504,Ring::N,bague,δαχτυλίδι
505,Band::N,ruban,κορδέλα
506,Kamm::N,peigne,χτένα
507,Spiegel::N,glace,καθρέφτης
508,Spiegel::N,miroir,καθρέφτης
509,Riemen::N,lanière,λουρί
510,Riemen::N,courroie,λουρί
511,Schnur::N,corde,κορδόνι
512,Schnur::N,ficelle,κορδόνι
513,Leine::N,laisse,σχοινί
514,Decke::N,couverture,κουβέρτα
515,Kissen::N,oreiller,μαξιλάρι
516,Tuch::N,drap,πανί
517,Tuch::N,drap,μαντήλι
518,Tuch::N,fichu,πανί
519,Tuch::N,fichu,μαντήλι
520,Handtuch::N,serviette,πετσέτα
521,Handtuch::N,essuie-mains,πετσέτα
522,Kraft::N,force,δύναμη
523,Stärke::N,vigueur,ισχύς
524,Stärke::N,vigueur,δύναμη
525,Gesundheit::N,santé,υγεία
526,Krankheit::N,maladie,αρρώστια
527,Schmerz::N,douleur,πόνος
528,Wunde::N,plaie,πληγή
529,Wunde::N,blessure,πληγή
530,Fieber::N,fièvre,πυρετός
531,Arznei::N,remède,φάρμακο
532,Arznei::N,médecine,φάρμακο
533,Brücke::N,pont,γέφυρα
534,Brunnen::N,puits,πηγάδι
535,Weide::N,pâturage,βοσκή
536,Pfad::N,sentier,μονοπάτι
537,Weg::N,voie,δρόμος
538,Weg::N,chemin,δρόμος
539,Straße::N,route,οδός
540,Straße::N,route,δρόμος
541,Dorf::N,village,χωριό
542,Stadt::N,cité,πόλη
543,Stadt::N,ville,πόλη
544,Brief::N,lettre,γράμμα
545,Brief::N,lettre,επιστολή
546,Buch::N,livre,βιβλίο
547,Buchstabe::N,lettre,γράμμα
548,Buchstabe::N,caractère,γράμμα
549,Zeitung::N,journal,εφημερίδα
550,Leben::N,vie,ζωή
551,Leben::N,vie,βίος
552,Tod::N,mort,θάνατος
553,Grab::N,tombe,τάφος
554,Kirche::N,église,εκκλησία
555,Sünde::N,péché,αμαρτία
556,Gott::N,dieu,θεός
557,Arbeiter::N,ouvrier,εργάτης
558,Arbeiter::N,travailleur,εργάτης
559,Chef::N,chef,προϊστάμενος
560,Chef::N,patron,προϊστάμενος
561,Meister::N,maître,μάστορας
562,Meister::N,maître,αρχιτεχνίτης
563,Arzt::N,médecin,γιατρός
564,Lehrer::N,professeur,δάσκαλος
565,Lehrer::N,instituteur,δάσκαλος
566,Geld::N,argent,λεφτά
567,Geld::N,argent,χρήματα
568,Geschäft::N,affaire,συναλλαγή
569,Geschäft::N,commerce,συναλλαγή
570,Laden::N,magasin,μαγαζί
571,Laden::N,magasin,κατάστημα
572,Laden::N,boutique,μαγαζί
573,Laden::N,boutique,κατάστημα
574,Preis::N,prix,τιμή
575,Ware::N,marchandise,εμπόρευμα
576,Nutzen::N,profit,όφελος
577,Reichtum::N,richesse,πλούτος
578,Welt::N,monde,κόσμος
579,Land::N,pays,χώρα
580,Staat::N,État,κράτος
581,Staat::N,État,πολιτεία
582,König::N,roi,βασιλιάς
583,Macht::N,pouvoir,εξουσία
584,Macht::N,puissance,εξουσία
585,Grenze::N,frontière,σύνορα
586,Krieg::N,guerre,πόλεμος
587,Feind::N,ennemi,εχθρός
588,Gewalt::N,violence,βία
589,Kampf::N,lutte,αγώνας
590,Kampf::N,combat,αγώνας
591,Bogen[Waffe]::N,arc,τόξο
592,Pfeil::N,flèche,σαΐτα
593,Gewehr::N,fusil,τουφέκι
594,Fehler::N,faute,λάθος
595,Fehler::N,faute,σφάλμα
596,Fehler::N,erreur,λάθος
597,Fehler::N,erreur,σφάλμα
598,Lüge::N,mensonge,ψέμα
599,Lüge::N,mensonge,ψεύδος
600,Schaden::N,dégât,ζημία
601,Schaden::N,dommage,ζημία
602,Unglück::N,malheur,δυστυχία
603,Schuld::N,faute,ενοχή
604,Schuld::N,faute,φταίξιμο
605,Schuld::N,culpabilité,ενοχή
606,Schuld::N,culpabilité,φταίξιμο
607,Alter::N,âge,ηλικία
608,Schluss::N,fin,τέλος
609,Zeit::N,temps,χρόνος
610,Tag::N,jour,μέρα
611,Tag::N,jour,ημέρα
612,Tag::N,journée,μέρα
613,Tag::N,journée,ημέρα
614,Morgen::N,matin,πρωί
615,Morgen::N,matinée,πρωί
616,Mittag::N,midi,μεσημέρι
617,Abend::N,soir,βράδυ
618,Abend::N,soirée,βράδυ
619,Nacht::N,nuit,νύχτα
620,Woche::N,semaine,εβδομάδα
621,Monat::N,mois,μήνας
622,Jahr::N,an,έτος
623,Jahr::N,an,χρόνος
624,Jahr::N,année,έτος
625,Jahr::N,année,χρόνος
626,Frühling::N,printemps,άνοιξη
627,Sommer::N,été,καλοκαίρι
628,Herbst::N,automne,φθινόπωρο
629,Winter::N,hiver,χειμώνας
630,Januar::N,janvier,Ιανουάριος
631,Februar::N,février,Φεβρουάριος
632,März::N,mars,Μάρτιος
633,April::N,avril,Απρίλιος
634,Mai::N,mai,Μάιος
635,Juni::N,juin,Ιούνιος
636,Juli::N,juillet,Ιούλιος
637,August::N,août,Αύγουστος
638,September::N,septembre,Σεπτέμβριος
639,Oktober::N,octobre,Οκτώβριος
640,November::N,novembre,Νοέμβριος
641,Dezember::N,décembre,Δεκέμβριος
642,Montag::N,lundi,Δευτέρα
643,Dienstag::N,mardi,Τρίτη
644,Mittwoch::N,mercredi,Τετάρτη
645,Donnerstag::N,jeudi,Πέμπτη
646,Freitag::N,vendredi,Παρασκευή
647,Samstag::N,samedi,Σάββατο
648,Sonntag::N,dimanche,Κυριακή
649,groß::A,grand,μεγάλος
650,klein::A,petit,μικρός
651,lang::A,long,μακρύς
652,kurz::A,court,κοντός
653,breit::A,large,φαρδύς
654,schmal::A,étroit,στενός
655,dicht::A,dense,πυκνός
656,dick[Gegenstand]::A,épais,παχύς
657,dick[Gegenstand]::A,épais,χοντρός
658,dünn::A,mince,ψιλός
659,dünn::A,mince,λεπτός
660,fein::A,fin,ψιλός
661,fein::A,menu,ψιλός
662,fest::A,ferme,στερεός
663,fest::A,solide,στερεός
664,flach::A,plat,επίπεδος
665,glatt::A,poli,λείος
666,glatt::A,poli,ομαλός
667,glatt::A,lisse,λείος
668,glatt::A,lisse,ομαλός
669,hart::A,dur,σκληρός
670,weich::A,mou,μαλακός
671,rund::A,rond,στρογγυλός
672,spitz::A,aigu,μυτερός
673,spitz::A,pointu,μυτερός
674,scharf::A,tranchant,κοφτερός
675,stumpf::A,mousse,αμβλύς
676,stumpf::A,émoussé,αμβλύς
677,schwer::A,lourd,βαρύς
678,schwer::A,pesant,βαρύς
679,schön::A,beau,ωραίος
680,schön::A,beau,όμορφος
681,heiß::A,chaud,ζεστός
682,heiß::A,très chaud,ζεστός
683,warm::A,chaud,θερμός
684,kalt::A,froid,κρύος
685,kalt::A,froid,ψυχρός
686,kühl::A,frais,δροσερός
687,frisch::A,frais,νωπός
688,frisch::A,frais,φρέσκος
689,feucht::A,humide,υγρός
690,nass::A,mouillé,βρεγμένος
691,trocken::A,sec,ξηρός
692,trocken::A,sec,στεγνός
693,voll::A,plein,γεμάτος
694,voll::A,rempli,γεμάτος
695,leer::A,vide,άδειος
696,offen::A,ouvert,ανοιχτός
697,geschlossen::A,clos,κλειστός
698,geschlossen::A,fermé,κλειστός
699,sauber::A,net,καθαρός
700,sauber::A,propre,καθαρός
701,schmutzig::A,sale,βρώμικος
702,schmutzig::A,sale,λερωμένος
703,schmutzig::A,crasseux,βρώμικος
704,schmutzig::A,crasseux,λερωμένος
705,roh::A,cru,ωμός
706,roh::A,brut,ωμός
707,reif::A,mûr,ώριμος
708,lecker::A,délicieux,νόστιμος
709,lecker::A,appétissant,νόστιμος
710,süß::A,doux,γλυκός
711,bitter::A,amer,πικρός
712,sauer::A,aigre,ξινός
713,hell::A,clair,φωτεινός
714,dunkel::A,sombre,σκοτεινός
715,schwarz::A,noir,μαύρος
716,schwarz::A,noir,μελανός
717,weiß::A,blanc,άσπρος
718,rot::A,rouge,κόκκινος
719,gelb::A,jaune,κίτρινος
720,blau::A,bleu,μπλε
721,blau::A,bleu,γαλανός
722,grün::A,vert,πράσινος
723,grau::A,gris,γκρίζος
724,bunt::A,multicolore,ποικιλόχρωπος
725,billig::A,bon marché,φτηνός
726,teuer::A,cher,ακριβός
727,wertvoll::A,précieux,πολύτιμος
728,blind::A,aveugle,τυφλός
729,taub::A,sourd,κουφός
730,kräftig::A,fort,δυνατός
731,kräftig::A,vigoureux,δυνατός
732,stark::A,fort,γερός
733,stark::A,puissant,γερός
734,schwach::A,faible,αδύνατος
735,fett::A,gras,παχύς
736,schlank::A,svelte,λεπτός
737,schlank::A,svelte,λυγερός
738,hübsch::A,joli,όμορφος
739,hübsch::A,joli,χαριτωμένος
740,böse::A,mauvais,κακός
741,dumm::A,sot,κουτός
742,dumm::A,sot,ανόητος
743,dumm::A,bête,κουτός
744,dumm::A,bête,ανόητος
745,faul::A,fainéant,τεμπέλης
746,faul::A,paresseux,τεμπέλης
747,fleißig::A,appliqué,εργατικός
748,geizig::A,avare,τσιγγούνης
749,klug::A,intelligent,έξυπνος
750,geschickt::A,habile,επιδέξιος
751,lieb::A,cher,φίλος
752,lieb::A,cher,αγαπητός
753,lieb::A,gentil,φίλος
754,lieb::A,gentil,αγαπητός
755,lustig::A,gai,εύθυμος
756,lustig::A,gai,χαρούμενος
