,Concept_ID,de,pt
95,Schaum::N,Schaum,espuma
96,Schmutz::N,Schmutz,sujidade
97,Schmutz::N,Schmutz,imundície
98,See::N,See,lago
99,Sumpf::N,Sumpf,charco
100,Sumpf::N,Sumpf,pântano
101,Moor::N,Moor,pântano
102,Wiese::N,Wiese,prado
103,Wald::N,Wald,bosque
104,Wald::N,Wald,floresta
105,Hügel::N,Hügel,colina
106,Anhöhe::N,Anhöhe,alto
107,Anhöhe::N,Anhöhe,outeiro
108,Berg::N,Berg,monte
109,Berg::N,Berg,montanha
110,Gipfel::N,Gipfel,pico
111,Höhle::N,Höhle,caverna
112,Abhang::N,Abhang,encosta
113,Quelle::N,Quelle,fonte
114,Bach::N,Bach,regato
115,Bach::N,Bach,ribeiro
116,Fluss::N,Fluss,rio
117,Ufer::N,Ufer,beira
118,Küste::N,Küste,costa
119,Festland::N,Festland,terra firme
120,Meer::N,Meer,mar
121,Bucht::N,Bucht,baía
122,Insel::N,Insel,ilha
123,Blume::N,Blume,flor
124,Gras::N,Gras,erva
125,Wurzel::N,Wurzel,raiz
126,Baum::N,Baum,árvore
127,Stamm::N,Stamm,tronco
128,Rinde::N,Rinde,casca
129,Ast::N,Ast,ramo
130,Zweig::N,Zweig,galho
131,Blatt::N,Blatt,folha
132,Birke::N,Birke,bétula
133,Kiefer[Baum]::N,Kiefer,pinheiro
134,Weide[Baum]::N,Weide,salgueiro
135,Tanne::N,Tanne,abeto
136,Horn::N,Horn,corno
137,Horn::N,Horn,chifre
138,Feder::N,Feder,pena
139,Fell::N,Fell,pele
140,Flügel::N,Flügel,asa
141,Klaue::N,Klaue,pata
142,Kralle::N,Kralle,unha
143,Kralle::N,Kralle,garra
144,Schwanz::N,Schwanz,rabo
145,Schwanz::N,Schwanz,cauda
146,Ei::N,Ei,ovo
147,Nest::N,Nest,ninho
148,Bau::N,Bau,toca
149,Bau::N,Bau,covil
150,Tier::N,Tier,animal
151,Herde::N,Herde,rebanho
152,Kuh::N,Kuh,vaca
153,Bulle::N,Bulle,touro
154,Pferd::N,Pferd,cavalo
155,Schaf::N,Schaf,ovelha
156,Schwein::N,Schwein,porco
157,Hund::N,Hund,cão
158,Katze::N,Katze,gata
159,Bär::N,Bär,urso
160,Eichhörnchen::N,Eichhörnchen,esquilo
161,Elch::N,Elch,alce
162,Fuchs::N,Fuchs,raposa
163,Hase::N,Hase,lebre
164,Maus::N,Maus,rato
165,Wolf::N,Wolf,lobo
166,Vogel::N,Vogel,ave
167,Vogel::N,Vogel,pássaro
168,Schwarm::N,Schwarm,bando
169,Schwarm::N,Schwarm,enxame
170,Huhn::N,Huhn,galinha
171,Hahn::N,Hahn,galo
172,Gans::N,Gans,ganso
173,Adler::N,Adler,águia
174,Ente::N,Ente,pata
175,Eule::N,Eule,mocho
176,Eule::N,Eule,coruja
177,Kranich::N,Kranich,grou
178,Krähe::N,Krähe,gralha
179,Kuckuck::N,Kuckuck,cuco
180,Schwan::N,Schwan,cisne
181,Fisch::N,Fisch,peixe
182,Barsch::N,Barsch,perca
183,Hecht::N,Hecht,lúcio
184,Schlange[Tier]::N,Schlange,serpente
185,Wurm::N,Wurm,verme
186,Spinne::N,Spinne,aranha
187,Ameise::N,Ameise,formiga
188,Laus::N,Laus,piolho
189,Mücke::N,Mücke,mosquito
190,Fliege::N,Fliege,mosca
191,Schmetterling::N,Schmetterling,borboleta
192,Beere::N,Beere,bago
193,Apfel::N,Apfel,maçã
194,Pilz::N,Pilz,fungo
195,Pilz::N,Pilz,cogumelo
196,Zwiebel::N,Zwiebel,cebola
197,Saat::N,Saat,sementeira
198,Korn::N,Korn,grão
199,Heu::N,Heu,feno
200,Schale::N,Schale,casca
201,Grube::N,Grube,cova
202,Grube::N,Grube,fossa
203,Falle::N,Falle,armadilha
204,Schlinge::N,Schlinge,laço
205,Spur::N,Spur,pista
206,Spur::N,Spur,vestígio
207,Asche::N,Asche,cinza
208,Dreck::N,Dreck,sujidade
209,Eisen::N,Eisen,ferro
210,Gold::N,Gold,ouro
211,Silber::N,Silber,prata
212,Kohle::N,Kohle,carvão
213,Glas::N,Glas,vidro
214,Lehm::N,Lehm,barro
215,Lehm::N,Lehm,argila
216,Sand::N,Sand,areia
217,Mensch::N,Mensch,homem
218,Mensch::N,Mensch,pessoa
219,Mann::N,Mann,homem
220,Frau::N,Frau,mulher
221,Kind::N,Kind,filho
222,Kind::N,Kind,criança
223,Junge::N,Junge,rapaz
224,Junge::N,Junge,menino
225,Mädchen::N,Mädchen,menina
226,Mädchen::N,Mädchen,rapariga
227,Familie::N,Familie,família
228,Großvater::N,Großvater,avô
229,Großmutter::N,Großmutter,avó
230,Eltern::N,Eltern,pais
231,Vater::N,Vater,pai
232,Mutter::N,Mutter,mãe
233,Sohn::N,Sohn,filho
234,Tochter::N,Tochter,filha
235,Bruder::N,Bruder,irmão
236,Schwester::N,Schwester,irmã
237,Onkel::N,Onkel,tio
238,Tante::N,Tante,tia
239,Ehemann::N,Ehemann,esposo
240,Ehefrau::N,Ehefrau,esposa
241,Freude::N,Freude,prazer
242,Freude::N,Freude,alegria
243,Gelächter::N,Gelächter,risada
244,Gelächter::N,Gelächter,gargalhada
245,Glück::N,Glück,felicidade
246,Kummer::N,Kummer,aflição
247,Kummer::N,Kummer,desgosto
248,Wunsch::N,Wunsch,desejo
249,Lust::N,Lust,vontade
250,Geist::N,Geist,mente
251,Geist::N,Geist,espírito
252,Gedanke::N,Gedanke,ideia
253,Gedanke::N,Gedanke,pensamento
254,Gedächtnis::N,Gedächtnis,memória
255,Verstand::N,Verstand,razão
256,Verstand::N,Verstand,inteligência
257,Sinn::N,Sinn,sentido
258,Sinn::N,Sinn,significado
259,Grund::N,Grund,causa
260,Grund::N,Grund,motivo
261,Wahrheit::N,Wahrheit,verdade
262,Gespräch::N,Gespräch,conversa
263,Gespräch::N,Gespräch,conversação
264,Märchen::N,Märchen,conto
265,Erzählung::N,Erzählung,conto
266,Erzählung::N,Erzählung,narrativa
267,Nachricht::N,Nachricht,mensagem
268,Neuigkeit::N,Neuigkeit,notícia
269,Neuigkeit::N,Neuigkeit,novidade
270,Name::N,Name,nome
271,Rätsel::N,Rätsel,adivinha
272,Rede::N,Rede,oração
273,Rede::N,Rede,discurso
274,Sprache::N,Sprache,língua
275,Stimme::N,Stimme,voz
276,Wort::N,Wort,palavra
277,Zeichen::N,Zeichen,marca
278,Ruf::N,Ruf,grito
279,Ruf::N,Ruf,chamada
280,Lärm::N,Lärm,ruído
281,Lärm::N,Lärm,barulho
282,Laut::N,Laut,som
283,Ton::N,Ton,tom
284,Lied::N,Lied,canção
285,Ruhe::N,Ruhe,calma
286,Ruhe::N,Ruhe,silêncio
287,Leute::N,Leute,gente
288,Leute::N,Leute,pessoas
289,Volk::N,Volk,povo
290,Volk::N,Volk,nação
291,Arbeit::N,Arbeit,trabalho
292,Gast::N,Gast,hóspede
293,Gast::N,Gast,convidado
294,Geschenk::N,Geschenk,prenda
295,Geschenk::N,Geschenk,presente
296,Spiel::N,Spiel,jogo
297,Gesellschaft::N,Gesellschaft,companhia
298,Hilfe::N,Hilfe,ajuda
299,Hilfe::N,Hilfe,socorro
300,Freund::N,Freund,amigo
301,Kamerad::N,Kamerad,camarada
302,Angelegenheit::N,Angelegenheit,assunto
303,Anzahl::N,Anzahl,número
304,Anzahl::N,Anzahl,quantidade
305,Art::N,Art,tipo
306,Art::N,Art,espécie
307,Stück::N,Stück,pedaço
308,Teil::N,Teil,peça
309,Teil::N,Teil,parte
310,Hälfte::N,Hälfte,metade
311,Kreis::N,Kreis,círculo
312,Kreuz::N,Kreuz,cruz
313,Linie::N,Linie,linha
314,Strich::N,Strich,traço
315,Abstand::N,Abstand,distância
316,Entfernung::N,Entfernung,distância
317,Gegend::N,Gegend,área
318,Gegend::N,Gegend,região
319,Platz::N,Platz,lugar
320,Ort::N,Ort,sítio
321,Seite::N,Seite,lado
322,Mitte::N,Mitte,meio
323,Gegenstand::N,Gegenstand,objecto
324,Sache::N,Sache,coisa
325,Rand::N,Rand,bordo
326,Rand::N,Rand,margem
327,Kante::N,Kante,borda
328,Kante::N,Kante,aresta
329,Ecke::N,Ecke,esquina
330,Spitze::N,Spitze,ponta
331,Ende::N,Ende,cabo
332,Ende::N,Ende,extremo
333,Loch::N,Loch,furo
334,Loch::N,Loch,buraco
335,Winkel::N,Winkel,canto
336,Winkel::N,Winkel,ângulo
337,Muster::N,Muster,padrão
338,Muster::N,Muster,desenho
339,Größe::N,Größe,tamanho
340,Länge::N,Länge,comprimento
341,Höhe::N,Höhe,altura
342,Höhe::N,Höhe,altitude
343,Gewicht::N,Gewicht,peso
344,Menge::N,Menge,quantidade
345,Haufen::N,Haufen,pilha
346,Reihe::N,Reihe,fila
347,Boot::N,Boot,barco
348,Ruder::N,Ruder,remo
349,Schlitten::N,Schlitten,trenó
350,Ski::N,Ski,esqui
351,Lagerfeuer::N,Lagerfeuer,fogueira
352,Last::N,Last,carga
353,Gang::N,Gang,curso
354,Gang::N,Gang,caminhada
355,Schritt::N,Schritt,passo
356,Norden::N,Norden,norte
357,Süden::N,Süden,sul
358,Westen::N,Westen,oeste
359,Westen::N,Westen,ocidente
360,Osten::N,Osten,este
361,Osten::N,Osten,leste
362,Osten::N,Osten,oriente
363,Holz::N,Holz,madeira
364,Brett::N,Brett,tábua
365,Brett::N,Brett,prancha
366,Platte::N,Platte,laje
367,Platte::N,Platte,chapa
368,Stütze::N,Stütze,apoio
369,Stütze::N,Stütze,suporte
370,Stange::N,Stange,vara
371,Stange::N,Stange,barra
372,Stock::N,Stock,pau
373,Stock::N,Stock,bengala
374,Stab::N,Stab,bastão
375,Rohr::N,Rohr,cano
376,Haus::N,Haus,casa
377,Heim::N,Heim,lar
378,Heim::N,Heim,casa
379,Ofen::N,Ofen,estufa
380,Ofen::N,Ofen,aquecedor
381,Fußboden::N,Fußboden,piso
382,Tisch::N,Tisch,mesa
383,Stuhl::N,Stuhl,cadeira
384,Wiege::N,Wiege,berço
385,Bett::N,Bett,cama
386,Regal::N,Regal,estante
387,Regal::N,Regal,prateleira
388,Kiste::N,Kiste,caixa
389,Fenster::N,Fenster,janela
390,Tür::N,Tür,porta
391,Tor::N,Tor,portão
392,Zaun::N,Zaun,cerca
393,Zaun::N,Zaun,vedação
394,Dach::N,Dach,telhado
395,Leiter::N,Leiter,escada
396,Leiter::N,Leiter,escada móvel
397,Besen::N,Besen,vassoura
398,Spaten::N,Spaten,pá
399,Schaufel::N,Schaufel,pá
400,Gabel::N,Gabel,garfo
401,Löffel::N,Löffel,colher
402,Messer::N,Messer,faca
403,Nagel::N,Nagel,cravo
404,Netz::N,Netz,rede
405,Haken::N,Haken,gancho
406,Griff::N,Griff,asa
407,Griff::N,Griff,cabo
408,Schloss::N,Schloss,fechadura
409,Bild::N,Bild,imagem
410,Figur::N,Figur,figura
411,Puppe::N,Puppe,boneca
412,Beutel::N,Beutel,saco
413,Beutel::N,Beutel,bolsa
414,Bündel::N,Bündel,fardo
415,Tasche::N,Tasche,saco
416,Tasche::N,Tasche,bolso
417,Eimer::N,Eimer,balde
418,Deckel::N,Deckel,tampa
419,Geschirr::N,Geschirr,louça
420,Sack::N,Sack,saca
421,Tasse::N,Tasse,chávena
422,Topf::N,Topf,tacho
423,Topf::N,Topf,panela
424,Kessel::N,Kessel,caldeira
425,Essen::N,Essen,refeição
426,Nahrung::N,Nahrung,comida
427,Nahrung::N,Nahrung,alimento
428,Speise::N,Speise,prato
429,Fleisch::N,Fleisch,carne
430,Getreide::N,Getreide,cereais
431,Brei::N,Brei,puré
432,Brot::N,Brot,pão
433,Scheibe::N,Scheibe,fatia
434,Fett::N,Fett,banha
435,Fett::N,Fett,gordura
436,Butter::N,Butter,manteiga
437,Öl::N,Öl,azeite
438,Salz::N,Salz,sal
439,Suppe::N,Suppe,sopa
440,Suppe::N,Suppe,caldo
441,Honig::N,Honig,mel
442,Milch::N,Milch,leite
443,Tee::N,Tee,chá
444,Leder::N,Leder,couro
445,Wolle::N,Wolle,lã
446,Stoff::N,Stoff,pano
447,Stoff::N,Stoff,tecido
448,Nadel::N,Nadel,agulha
449,Faden::N,Faden,fio
450,Knopf::N,Knopf,botão
451,Knoten::N,Knoten,nó
452,Farbe::N,Farbe,corante
453,Kleidung::N,Kleidung,roupa
454,Kleidung::N,Kleidung,vestuário
455,Hemd::N,Hemd,camisa
456,Kragen::N,Kragen,gola
457,Ärmel::N,Ärmel,manga
458,Hose::N,Hose,calça
459,Gürtel::N,Gürtel,cinto
460,Mütze::N,Mütze,boné
461,Mütze::N,Mütze,barrete
462,Schuh::N,Schuh,sapato
463,Stiefel::N,Stiefel,bota
464,Ring::N,Ring,anel
465,Band::N,Band,fita
466,Band::N,Band,faixa
467,Kamm::N,Kamm,pente
468,Spiegel::N,Spiegel,espelho
469,Riemen::N,Riemen,correia
470,Schnur::N,Schnur,corda
471,Schnur::N,Schnur,cordel
472,Leine::N,Leine,trela
473,Decke::N,Decke,cobertor
474,Kissen::N,Kissen,almofada
475,Tuch::N,Tuch,pano
476,Handtuch::N,Handtuch,toalha
477,Kraft::N,Kraft,força
478,Stärke::N,Stärke,força
479,Gesundheit::N,Gesundheit,saúde
480,Krankheit::N,Krankheit,doença
481,Krankheit::N,Krankheit,enfermidade
482,Schmerz::N,Schmerz,dor
483,Wunde::N,Wunde,chaga
484,Wunde::N,Wunde,ferida
485,Fieber::N,Fieber,febre
486,Arznei::N,Arznei,remédio
487,Brücke::N,Brücke,ponte
488,Brunnen::N,Brunnen,poço
489,Weide::N,Weide,pastagem
490,Pfad::N,Pfad,senda
491,Pfad::N,Pfad,trilho
492,Weg::N,Weg,caminho
493,Straße::N,Straße,via
494,Straße::N,Straße,estrada
495,Dorf::N,Dorf,aldeia
496,Stadt::N,Stadt,cidade
497,Brief::N,Brief,carta
498,Buch::N,Buch,livro
499,Buchstabe::N,Buchstabe,letra
500,Zeitung::N,Zeitung,jornal
501,Leben::N,Leben,vida
502,Tod::N,Tod,morte
503,Grab::N,Grab,túmulo
504,Grab::N,Grab,sepultura
505,Kirche::N,Kirche,igreja
506,Sünde::N,Sünde,pecado
507,Gott::N,Gott,deus
508,Arbeiter::N,Arbeiter,operário
509,Arbeiter::N,Arbeiter,trabalhador
510,Chef::N,Chef,chefe
511,Chef::N,Chef,patrão
512,Meister::N,Meister,mestre
513,Arzt::N,Arzt,médico
514,Lehrer::N,Lehrer,professor
515,Geld::N,Geld,dinheiro
516,Geschäft::N,Geschäft,negócio
517,Laden::N,Laden,loja
518,Preis::N,Preis,preço
519,Ware::N,Ware,mercadoria
520,Nutzen::N,Nutzen,proveito
521,Reichtum::N,Reichtum,riqueza
522,Welt::N,Welt,mundo
523,Land::N,Land,país
524,Staat::N,Staat,Estado
525,König::N,König,rei
526,Macht::N,Macht,poder
527,Macht::N,Macht,potência
528,Grenze::N,Grenze,fronteira
529,Krieg::N,Krieg,guerra
530,Feind::N,Feind,inimigo
531,Gewalt::N,Gewalt,violência
532,Kampf::N,Kampf,luta
533,Kampf::N,Kampf,combate
534,Bogen[Waffe]::N,Bogen,arco
535,Pfeil::N,Pfeil,seta
536,Pfeil::N,Pfeil,flecha
537,Gewehr::N,Gewehr,espingarda
538,Fehler::N,Fehler,erro
539,Fehler::N,Fehler,falha
540,Lüge::N,Lüge,mentira
541,Schaden::N,Schaden,dano
542,Schaden::N,Schaden,estrago
543,Unglück::N,Unglück,desgraça
544,Schuld::N,Schuld,culpa
545,Alter::N,Alter,idade
546,Schluss::N,Schluss,fim
547,Zeit::N,Zeit,tempo
548,Tag::N,Tag,dia
549,Morgen::N,Morgen,manhã
550,Mittag::N,Mittag,meio-dia
551,Abend::N,Abend,noite
552,Abend::N,Abend,tardinha
553,Nacht::N,Nacht,noite
554,Woche::N,Woche,semana
555,Monat::N,Monat,mês
556,Jahr::N,Jahr,ano
557,Frühling::N,Frühling,primavera
558,Sommer::N,Sommer,verão
559,Herbst::N,Herbst,outono
560,Winter::N,Winter,inverno
561,Januar::N,Januar,Janeiro
562,Februar::N,Februar,Fevereiro
563,März::N,März,Março
564,April::N,April,Abril
565,Mai::N,Mai,Maio
566,Juni::N,Juni,Junho
567,Juli::N,Juli,Julho
568,August::N,August,Agosto
569,September::N,September,Setembro
570,Oktober::N,Oktober,Outubro
571,November::N,November,Novembro
572,Dezember::N,Dezember,Dezembro
573,Montag::N,Montag,segunda-feira
574,Dienstag::N,Dienstag,terça-feira
575,Mittwoch::N,Mittwoch,quarta-feira
576,Donnerstag::N,Donnerstag,quinta-feira
577,Freitag::N,Freitag,sexta-feira
578,Samstag::N,Samstag,sábado
579,Sonntag::N,Sonntag,domingo
580,groß::A,groß,grande
581,klein::A,klein,pequeno
582,lang::A,lang,comprido
583,kurz::A,kurz,curto
584,breit::A,breit,largo
585,schmal::A,schmal,estreito
586,dicht::A,dicht,denso
587,dick[Gegenstand]::A,dick,grosso
588,dünn::A,dünn,delgado
589,fein::A,fein,fino
590,fein::A,fein,subtil
591,fest::A,fest,firme
592,fest::A,fest,sólido
593,flach::A,flach,plano
594,glatt::A,glatt,liso
595,hart::A,hart,duro
596,weich::A,weich,mole
597,rund::A,rund,redondo
598,spitz::A,spitz,agudo
599,scharf::A,scharf,afiado
600,stumpf::A,stumpf,rombo
601,schwer::A,schwer,pesado
602,schön::A,schön,belo
603,schön::A,schön,bonito
604,heiß::A,heiß,quente
605,warm::A,warm,quente
606,kalt::A,kalt,frio
607,kühl::A,kühl,fresco
608,frisch::A,frisch,fresco
609,feucht::A,feucht,húmido
610,nass::A,nass,molhado
611,trocken::A,trocken,seco
612,voll::A,voll,cheio
613,leer::A,leer,vazio
614,offen::A,offen,aberto
615,geschlossen::A,geschlossen,fechado
616,sauber::A,sauber,limpo
617,schmutzig::A,schmutzig,sujo
618,roh::A,roh,cru
619,reif::A,reif,maduro
620,lecker::A,lecker,delicioso
621,süß::A,süß,doce
622,bitter::A,bitter,amargo
623,sauer::A,sauer,azedo
624,hell::A,hell,claro
625,dunkel::A,dunkel,escuro
626,dunkel::A,dunkel,sombrio
627,schwarz::A,schwarz,preto
628,weiß::A,weiß,branco
629,rot::A,rot,vermelho
630,gelb::A,gelb,amarelo
631,blau::A,blau,azul
632,grün::A,grün,verde
633,grau::A,grau,cinzento
634,bunt::A,bunt,colorido
635,billig::A,billig,barato
636,teuer::A,teuer,caro
637,wertvoll::A,wertvoll,valioso
638,wertvoll::A,wertvoll,precioso
639,blind::A,blind,cego
640,taub::A,taub,surdo
641,kräftig::A,kräftig,forte
642,kräftig::A,kräftig,poderoso
643,stark::A,stark,forte
644,stark::A,stark,robusto
645,schwach::A,schwach,débil
646,fett::A,fett,gordo
647,schlank::A,schlank,esbelto
648,hübsch::A,hübsch,giro
649,hübsch::A,hübsch,bonito
650,böse::A,böse,mau
651,dumm::A,dumm,parvo
652,dumm::A,dumm,estúpido
653,faul::A,faul,preguiçoso
654,fleißig::A,fleißig,aplicado
655,fleißig::A,fleißig,diligente
656,geizig::A,geizig,avarento
657,klug::A,klug,prudente
658,klug::A,klug,inteligente
659,geschickt::A,geschickt,hábil
660,lieb::A,lieb,caro
661,lieb::A,lieb,querido
662,lustig::A,lustig,alegre
663,sanft::A,sanft,suave
664,sanft::A,sanft,brando
665,hungrig::A,hungrig,faminto
666,krank::A,krank,doente
667,krank::A,krank,enfermo
668,nackt::A,nackt,nu
669,nackt::A,nackt,despido
670,traurig::A,traurig,triste
671,lebendig::A,lebendig,vivo
672,gut::A,gut,bom
673,schlecht::A,schlecht,mau
674,schlecht::A,schlecht,ruim
675,richtig::A,richtig,justo
676,richtig::A,richtig,correcto
677,schlimm::A,schlimm,mau
678,schlimm::A,schlimm,grave
679,wahr::A,wahr,verdadeiro
680,alt::A,alt,velho
681,alt::A,alt,antigo
682,neu::A,neu,novo
683,ehemalig::A,ehemalig,antigo
684,alt[Lebewesen]::A,alt,velho
685,jung::A,jung,jovem
686,arm::A,arm,pobre
687,reich::A,reich,rico
688,bekannt::A,bekannt,conhecido
689,berühmt::A,berühmt,famoso
690,berühmt::A,berühmt,célebre
691,fremd::A,fremd,alheio
692,fremd::A,fremd,estranho
693,verschieden::A,verschieden,diverso
694,verschieden::A,verschieden,diferente
695,nah::A,nah,próximo
696,fern::A,fern,remoto
697,fern::A,fern,distante
698,linker::A,linker,esquerdo
699,rechter::A,rechter,direito
700,anderer::A,anderer,outro
701,erster::A,erster,primeiro
702,zweiter::A,zweiter,segundo
703,dritter::A,dritter,terceiro
704,letzter::A,letzter,final
705,letzter::A,letzter,último
706,allein::ADV,allein,só
707,auf einmal::ADV,auf einmal,de vez
708,zusammen::ADV,zusammen,juntos
709,lange::ADV,lange,muito tempo
710,plötzlich::ADV,plötzlich,de repente
711,sofort::ADV,sofort,imediatamente
712,später::ADV,später,mais tarde
713,jetzt::ADV,jetzt,agora
714,heute::ADV,heute,hoje
715,morgen::ADV,morgen,amanhã
716,bald::ADV,bald,logo
717,bald::ADV,bald,breve
718,dann::ADV,dann,então
719,dann::ADV,dann,depois
720,gestern::ADV,gestern,ontem
721,einst::ADV,einst,antigamente
722,damals::ADV,damals,então
723,danach::ADV,danach,logo
724,danach::ADV,danach,depois
725,vorher::ADV,vorher,antes
726,zuerst::ADV,zuerst,primeiro
727,einmal::ADV,einmal,uma vez
728,manchmal::ADV,manchmal,às vezes
729,oft::ADV,oft,muitas vezes
730,immer::ADV,immer,sempre
731,niemals::ADV,niemals,nunca
732,hier::ADV,hier,cá
733,hier::ADV,hier,aqui
734,hierhin::ADV,hierhin,para cá
735,von hier::ADV,von hier,daqui
736,dort::ADV,dort,lá
737,dort::ADV,dort,ali
738,dorthin::ADV,dorthin,lá
739,dorthin::ADV,dorthin,para lá
740,geradeaus::ADV,geradeaus,em frente
741,vorwärts::ADV,vorwärts,avante
742,rückwärts::ADV,rückwärts,para trás
743,zurück::ADV,zurück,atrás
744,unten::ADV,unten,debaixo
745,unten::ADV,unten,em baixo
746,hinab::ADV,hinab,para baixo
747,oben::ADV,oben,em cima
748,hinauf::ADV,hinauf,para cima
749,überall::ADV,überall,em toda parte
750,nicht::ADV,nicht,não
751,ein wenig::ADV,ein wenig,um pouco
752,ein wenig::ADV,ein wenig,um bocado
753,kaum::ADV,kaum,apenas
754,sehr::ADV,sehr,muito
755,so::ADV,so,tão
756,so::ADV,so,assim
757,noch::ADV,noch,ainda
758,nur::ADV,nur,só
759,nur::ADV,nur,apenas
760,nur::ADV,nur,somente
761,schon::ADV,schon,já
762,wieder::ADV,wieder,outra vez
763,vergebens::ADV,vergebens,em vão
764,vor::PRP,vor,diante de
765,hinter::PRP,hinter,atrás de
766,unter::PRP,unter,sob
767,unter::PRP,unter,debaixo de
768,durch::PRP,durch,por
769,durch::PRP,durch,através de
770,neben::PRP,neben,junto de
771,neben::PRP,neben,ao lado de
772,zwischen::PRP,zwischen,entre
773,wegen::PRP,wegen,por
774,wegen::PRP,wegen,por causa de
775,dies::PRN,dies,isto
776,das::PRN,das,isso
777,das::PRN,das,aquilo
778,alles::PRN,alles,todo
779,ich::PRN,ich,eu
780,du::PRN,du,tu
781,er::PRN,er,ele
782,wir::PRN,wir,nós
783,ihr::PRN,ihr,vós
784,ihr::PRN,ihr,vocês
785,sie::PRN,sie,eles
786,was::FPRN,was,quê
787,wer::FPRN,wer,quem
788,wo::FADV,wo,onde
789,wohin::FADV,wohin,aonde
790,wohin::FADV,wohin,para onde
791,wie::FADV,wie,como
792,warum::FADV,warum,porquê
793,warum::FADV,warum,por que
794,wieviel::FNUM,wieviel,quanto
795,eins::NUM,eins,um
796,zwei::NUM,zwei,dois
797,drei::NUM,drei,três
798,vier::NUM,vier,quatro
799,fünf::NUM,fünf,cinco
800,sechs::NUM,sechs,seis
801,sieben::NUM,sieben,sete
802,acht::NUM,acht,oito
803,neun::NUM,neun,nove
804,zehn::NUM,zehn,dez
805,elf::NUM,elf,onze
806,zwölf::NUM,zwölf,doze
807,zwanzig::NUM,zwanzig,vinte
808,dreißig::NUM,dreißig,trinta
809,vierzig::NUM,vierzig,quarenta
810,fünfzig::NUM,fünfzig,cinquenta
811,sechzig::NUM,sechzig,sessenta
812,siebzig::NUM,siebzig,setenta
813,achtzig::NUM,achtzig,oitenta
814,neunzig::NUM,neunzig,noventa
815,hundert::NUM,hundert,cem
816,hundert::NUM,hundert,cento
817,tausend::NUM,tausend,mil
