,Concept_ID,lez,ko
253,Wahrheit::N,гьакъикъат,참
254,Wahrheit::N,гьакъикъат,진실
255,Gespräch::N,ихтилат,대화
256,Märchen::N,мах,동화
257,Erzählung::N,кьиса,이야기
258,Nachricht::N,хабар,
259,Neuigkeit::N,цӏийи хабар,뉴스
260,Name::N,тӏвар,이름
261,Rätsel::N,мискӏал,수수께끼
262,Rede::N,рахун,연설
263,Sprache::N,чӏал,말
264,Stimme::N,ван,목소리
265,Wort::N,гаф,낱말
266,Zeichen::N,ишара,신호
267,Ruf::N,эвер,부름
268,Lärm::N,ван-сес,소동
269,Laut::N,ван,음성
270,Laut::N,сес,음성
271,Ton::N,ван-сес,목소리
272,Lied::N,мани,노래
273,Ruhe::N,ласвал,쉼
274,Ruhe::N,фаракъат,쉼
275,Ruhe::N,асайиш,쉼
276,Leute::N,инсанар,사람들
277,Volk::N,халкь,국중
278,Arbeit::N,кӏвалах,근로
279,Arbeit::N,кӏвалах,너무
280,Gast::N,мугьман,손님
281,Geschenk::N,савкьат,행하
282,Spiel::N,къугъун,무리
283,Gesellschaft::N,жемят,교제
284,Gesellschaft::N,общество,교제
285,Hilfe::N,куьмек,거들음
286,Hilfe::N,куьмек,보좌
287,Freund::N,дуст,친구
288,Kamerad::N,яр-дуст,동실자
289,Angelegenheit::N,кар,용무
290,Anzahl::N,сан,어떤
291,Anzahl::N,сан,수
292,Anzahl::N,кьадар,어떤
293,Anzahl::N,кьадар,수
294,Art::N,жуьре,정류
295,Stück::N,кӏус,일부분
296,Teil::N,пай,몱
297,Teil::N,пай,구훠
298,Hälfte::N,зур,2분의
299,Hälfte::N,зур пай,2분의
300,Kreis::N,круг,고리
301,Kreis::N,чкаяр,고리
302,Kreis::N,элкъвей цӏар,고리
303,Kreuz::N,хаш,열십자
304,Linie::N,цӏар,선
305,Strich::N,цӏар,스침
306,Abstand::N,ара,거리
307,Entfernung::N,мензил,거리
308,Gegend::N,чка,곳
309,Gegend::N,чка,부금
310,Platz::N,ара,장소
311,Ort::N,чка,장소
312,Seite::N,пад,옆면
313,Mitte::N,юкь,궁간
314,Gegenstand::N,затӏ,항목
315,Sache::N,шей,뭉에
316,Sache::N,затӏ,뭉에
317,Rand::N,къерех,가
318,Kante::N,син,귀퉁
319,Ecke::N,пӏипӏ,구석
320,Spitze::N,кӏвенкӏв,끝
321,Spitze::N,кӏвенкӏв,참단
322,Ende::N,кьил,말당
323,Loch::N,тӏеквен,빙옷
324,Winkel::N,пӏипӏ,각도
325,Muster::N,гишир,본
326,Muster::N,гишир,견복
327,Größe::N,кьадар,신장
328,Länge::N,яргъивал,길이긺
329,Höhe::N,кьакьанвал,높이
330,Gewicht::N,заланвал,추
331,Menge::N,кьадар,수양
332,Haufen::N,хара,퇴적
333,Reihe::N,жерге,열
334,Boot::N,луьткве,보트
335,Ruder::N,кьусу,노
336,Schlitten::N,гъелерар,썰매
337,Lagerfeuer::N,цӏай,캠프의 모닥불
338,Last::N,заланвал,무거운짐
339,Gang::N,ериш,걸음
340,Schritt::N,къадам,보조
341,Norden::N,кефер,북쪽 
342,Norden::N,кефер пад,북쪽 
343,Süden::N,кьибле,남쪽
344,Westen::N,рагъакӏидай пад,서쪽
345,Osten::N,рагъэкъечӏдай пад,동쪽
346,Holz::N,кӏарас,목재
347,Brett::N,кьул,마루널
348,Brett::N,тахта,마루널
349,Stütze::N,даях,버팀목
350,Stange::N,юрк,장대
351,Stock::N,лаш,막대기
352,Stab::N,юрк,작대기
353,Rohr::N,турба,갈대
354,Haus::N,ужагъ,집
355,Heim::N,кӏвал,집
356,Ofen::N,пич,아궁이
357,Fußboden::N,кӏвалин ччил,마루
358,Tisch::N,стол,탁자
359,Stuhl::N,стул,의자
360,Wiege::N,кьеб,발상지
361,Bett::N,тахт,침대
362,Regal::N,кьацӏ,서가
363,Kiste::N,ящик,짐궤
364,Fenster::N,дакӏар,눔
365,Tür::N,рак,문
366,Tor::N,варар,대문
367,Zaun::N,пару,담장
368,Dach::N,къав,지붕
369,Leiter::N,гурар,사닥다리
370,Besen::N,таран кул,비
371,Spaten::N,ппер,가래
372,Schaufel::N,хекендаз,삽
373,Gabel::N,шиш,갈래
374,Löffel::N,тӏур,숟가락
375,Messer::N,чукӏул,나이프
376,Nagel::N,мих,발툽
377,Netz::N,чил,그물
378,Haken::N,къармах,갈고리
379,Griff::N,ттум,움켜쥠
380,Schloss::N,куьлег,자물쇠
381,Bild::N,шикил,그림
382,Bild::N,суьрет,그림
383,Figur::N,фигура,몸메
384,Puppe::N,нини,인형
385,Beutel::N,тагъар,클
386,Bündel::N,галгам,자근다발
387,Tasche::N,чанта,가방
388,Eimer::N,ведре,동이
389,Deckel::N,кьил,뚜껑
390,Deckel::N,къалпагъ,뚜껑
391,Geschirr::N,къаб-къажах,식시
392,Sack::N,чувал,조갑
393,Tasse::N,сукӏра,차잔
394,Topf::N,къажгъан,단지
395,Kessel::N,къажгъан,주전자
396,Essen::N,тӏуьн,먹기
397,Nahrung::N,тӏуьн,식료
398,Speise::N,хуьрек,음식물
399,Fleisch::N,як,고기
400,Getreide::N,техил,곡물
401,Brei::N,хапӏа,젤리
402,Brei::N,хешил,젤리
403,Brot::N,фу,빵
404,Scheibe::N,чӏук,원반
405,Fett::N,ягълу,기름
406,Butter::N,гъери,버터
407,Öl::N,ягълу,올리브유
408,Salz::N,кьел,소금
409,Suppe::N,суп,국
410,Suppe::N,суп,수프
411,Suppe::N,шурпа,국
412,Suppe::N,шурпа,수프
413,Honig::N,вирт,감미
414,Milch::N,нек,유즙
415,Tee::N,чай,차
416,Leder::N,тумаж,가죽
417,Wolle::N,йис,양털
418,Stoff::N,парча,패료
419,Nadel::N,раб,바늘
420,Faden::N,гъал,콘실
421,Knopf::N,дуьгме,단추
422,Knoten::N,тӏвал,곁절
423,Farbe::N,ранг,색
424,Kleidung::N,партал,옷입기
425,Hemd::N,перем,속옷
426,Kragen::N,хев,깃
427,Ärmel::N,хел,소매
428,Hose::N,шалвар,바지
429,Gürtel::N,чӏул,밴드
430,Mütze::N,бармак,모자
431,Mütze::N,бапӏах,모자
432,Schuh::N,ботинка,구두
433,Stiefel::N,чекме,장화
434,Ring::N,тупӏал,고리
435,Band::N,тасма,리본
436,Kamm::N,регъ,빗
437,Spiegel::N,гуьзгуь,거울
438,Riemen::N,къайиш,가죽끈
439,Schnur::N,еб,밧줄
440,Decke::N,яргъан,이부자리
441,Kissen::N,хъуьцуьган,깔개
442,Tuch::N,шал,천
443,Handtuch::N,дасмал,수건
444,Kraft::N,гуж,세력
445,Stärke::N,къуват,힘
446,Gesundheit::N,сагъвал,위생
447,Krankheit::N,тӏал,병
448,Schmerz::N,тӏал,아픔고통
449,Schmerz::N,тӏарвал,아픔고통
450,Wunde::N,хер,상처
451,Fieber::N,ифин,열별
452,Arznei::N,дарман,약
453,Brücke::N,муьгъ,교량
454,Brunnen::N,къуй,원천
455,Weide::N,уьруьш,목장
456,Pfad::N,рехъ,좁은길
457,Weg::N,рехъ,길
458,Straße::N,рехъ,길
459,Dorf::N,хуьр,촌
460,Dorf::N,хуьр,촌락
461,Stadt::N,шегьер,도시
462,Brief::N,кагъаз,서한
463,Buch::N,улуб,책
464,Buchstabe::N,гьарф,문자
465,Zeitung::N,газета,신문
466,Leben::N,уьмуьр,삶
467,Tod::N,кьиникь,죽음
468,Grab::N,сур,무덤
469,Kirche::N,килиса,교회
470,Sünde::N,гунагь,부정
471,Gott::N,аллагь,하느님
472,Arbeiter::N,фяле,일하는사람
473,Chef::N,гьаким,사장
474,Meister::N,устӏар,명인
475,Meister::N,устӏар,대가
476,Arzt::N,доктор,의사
477,Lehrer::N,муаллим,교사
478,Geld::N,пул,돈
479,Laden::N,магазин,가게
480,Preis::N,къимет,가격
481,Ware::N,мал,상품
482,Ware::N,товар,상품
483,Nutzen::N,хийир,이익
484,Nutzen::N,менфят,이익
485,Reichtum::N,девлет,많음
486,Welt::N,дуьнья,세상
487,Land::N,уьлкве,지방
488,Staat::N,пачагьлугъ,국가
489,Staat::N,государство,국가
490,König::N,пачагь,국왕
491,Macht::N,власть,힘
492,Grenze::N,сергьят,국경
493,Krieg::N,дяве,전쟁
494,Feind::N,душман,적
495,Gewalt::N,гуж,권력
496,Kampf::N,женг,전투
497,Bogen[Waffe]::N,чӏемерук,활
498,Pfeil::N,хьел,화살
499,Gewehr::N,тфенг,무기
500,Fehler::N,гъалатӏ,오류
501,Lüge::N,ттаб,거짓말
502,Schaden::N,зиян,손상
503,Schaden::N,зарар,손상
504,Unglück::N,бала,불행
505,Unglück::N,бедбахтвал,불행
506,Schuld::N,тахсир,부채
507,Alter::N,яш,연령
508,Schluss::N,эхир,마감
509,Zeit::N,вяде,때
510,Zeit::N,вяде,시간
511,Tag::N,югъ,하루
512,Morgen::N,пакама,이침
513,Mittag::N,нисин,대낮
514,Abend::N,няни,저녁
515,Nacht::N,йиф,밤
516,Woche::N,гьафте,근무일
517,Monat::N,варз,달
518,Jahr::N,йис,해
519,Frühling::N,гатфар,봄
520,Sommer::N,гад,여름
521,Herbst::N,зул,가을
522,Winter::N,кьуьд,겨울
523,Januar::N,январь,일월
524,Februar::N,февраль,이월
525,März::N,март,삼월
526,April::N,апрель,사월
527,Mai::N,май,오월
528,Juni::N,июнь,유월
529,Juli::N,июль,칠월
530,August::N,август,팔월
531,September::N,сентябрь,구월
532,Oktober::N,октябрь,시월
533,November::N,ноябрь,십일월
534,Dezember::N,декабрь,십이월
535,Montag::N,ислен,월요일
536,Dienstag::N,саласа,화요일
537,Mittwoch::N,арбе,수요일
538,Donnerstag::N,хемис югъ,모교일
539,Freitag::N,жуьмя,그묘일
540,Freitag::N,жуьмя югъ,그묘일
541,Samstag::N,киш,토요일
542,Sonntag::N,гьяд,일요일
543,groß::A,еке,큰
544,groß::A,чӏехи,큰
545,klein::A,гъвечӏи,자근
546,lang::A,яргъи,긴
547,kurz::A,куьруь,짧은
548,breit::A,гьяркьуь,넓은
549,schmal::A,гуьтӏуь,좁은
550,dicht::A,къалин,농밀한
551,dünn::A,кьелечӏ,얇은
552,fein::A,шуькӏуь,미세한
553,fest::A,кӏеви,굳은
554,flach::A,кьулу,얕은
555,glatt::A,цӏалцӏам,반들반들한
556,hart::A,кӏеви,굳은
557,weich::A,хъуьтуьл,연한
558,rund::A,элкъвей,둥근
559,spitz::A,хци,뾰족한
560,scharf::A,хци,날카로운
561,stumpf::A,къуьруь,무딘
562,schwer::A,залан,무거운
563,schön::A,иер,멋진
564,heiß::A,кудай,뜨거운
565,warm::A,чими,따뜻한
566,kalt::A,мекьи,찬
567,kühl::A,къайи,서늘한
568,frisch::A,таза,신선한
569,frisch::A,михьи,신선한
570,feucht::A,ламу,축축한
571,nass::A,кьежей,젖은
572,trocken::A,кьуру,마른
573,voll::A,ацӏай,완전한
574,leer::A,буш,빈
575,leer::A,ичӏи,빈
576,offen::A,ахъа,열린
577,geschlossen::A,кӏеви,닫힌
578,sauber::A,михьи,깨끗한
579,schmutzig::A,чиркин,더러운
580,schmutzig::A,кьацӏай,더러운
581,roh::A,чиг,날게잇의
582,roh::A,ицӏи,날게잇의
583,reif::A,дигмиш хьайи,이근
584,lecker::A,дадлу,맛있는
585,süß::A,ширин,단
586,bitter::A,туькьуьл,찌르는듯한
587,sauer::A,цуру,산성의
588,hell::A,экуь,밝은
589,dunkel::A,мичӏи,어두운
590,schwarz::A,чӏулав,검은
591,weiß::A,лацу,하얀
592,rot::A,яру,붉은
593,gelb::A,хъипи,황색
594,blau::A,вили,푸른
595,grün::A,къацу,녹색의
596,grau::A,рехи,회색의
597,bunt::A,цӏару,알록달록한
598,bunt::A,яру-цӏару,알록달록한
599,billig::A,ужуз,싼
600,teuer::A,багьа,값비산
601,wertvoll::A,масан,가치가많은
602,blind::A,буьркьуь,눈먼
603,taub::A,биши,무감간한
604,kräftig::A,гужлу,강장한
605,stark::A,къуватлу,강한
606,schwach::A,такьатсуз,약한
607,fett::A,куьк,실찐
608,schlank::A,шумал,호리호리한
609,hübsch::A,гуьрчег,예쁜
610,böse::A,пис,나쁜
611,dumm::A,ахмакь,어리석은
612,faul::A,тенпел,너덜너덜한
613,fleißig::A,сяй ийидай,근면한
614,fleißig::A,сяйи ийидай,근면한
615,geizig::A,мискьи,인색한
616,klug::A,акьуллу,
617,geschickt::A,магьир,교묘한
618,lieb::A,играми,친애하는
619,lustig::A,шад,유쾌한
620,sanft::A,назик,온화한
621,sanft::A,милайим,온화한
622,hungrig::A,гишин,배고픈
623,krank::A,кефсуз,병든
624,nackt::A,кьецӏил,벌거벗은
625,traurig::A,пашман,슬픈
626,lebendig::A,ччан алай,살아있는
627,gut::A,хъсан,좋은
628,gut::A,вижевай,좋은
629,schlecht::A,пис,나쁜
630,richtig::A,дуьз,바른
631,schlimm::A,нифретлу,못된
632,wahr::A,гьакъикъи,참된
633,alt::A,эски,늙은
634,alt::A,куьгьне,늙은
635,neu::A,цӏийи,새
636,ehemalig::A,виликан,전의
637,alt[Lebewesen]::A,кьуьзуь,낡은
638,jung::A,жегьил,젊은
639,arm::A,кесиб,가난한
640,reich::A,девлетлу,풍부한
641,bekannt::A,чидай,저명한
642,berühmt::A,машгьур,유명한
643,fremd::A,ччара,타처이
644,verschieden::A,жуьреба-жуьре,따른
645,nah::A,мукьвал,가까운
646,fern::A,яргъал,먼
647,linker::A,чапла,왼쭉의
648,rechter::A,эрчӏи,오른쪽의
649,anderer::A,маса,다른
650,anderer::A,муькуь,다른
651,erster::A,сад лагьай,첫째
652,zweiter::A,кьвед лагьай,둘째
653,dritter::A,пуд лагьай,셋째
654,letzter::A,эхиримжи,의후자의
655,allein::ADV,кьилди,훌로
656,zusammen::ADV,санал,모아서
657,lange::ADV,яргъалди,오래
658,plötzlich::ADV,садлагьана,둘연한
659,sofort::ADV,гьасятда,즉시
660,später::ADV,гуьгъуьнлай,보다늦은
661,jetzt::ADV,гила,목하
662,heute::ADV,къе,오늘
663,morgen::ADV,пака,내일
664,bald::ADV,мукьва,곱
665,bald::ADV,мукьвара,곱
666,dann::ADV,ахпа,그경우에
667,gestern::ADV,накь,어제
668,einst::ADV,садра,옛날에
669,damals::ADV,а чӏавуз,그때에
670,danach::ADV,ахпа,그 뒤에
671,vorher::ADV,вилик,미리
672,zuerst::ADV,сифте,최초로
673,einmal::ADV,садра,한번
674,manchmal::ADV,гагь-гагь,땓대로
675,oft::ADV,гзаф вахтара,땓대로
676,immer::ADV,гьамиша,늘
677,niemals::ADV,са чӏавузни,결코...(하지)않다
678,niemals::ADV,са вахтундани,결코...(하지)않다
679,hier::ADV,ина,여기
680,hierhin::ADV,иниз,여기로
681,von hier::ADV,инай,
682,dort::ADV,ана,거기
683,dorthin::ADV,аниз,저기예
684,geradeaus::ADV,дуьз,곧장
685,vorwärts::ADV,вилик,앞으로
686,vorwärts::ADV,виликди,앞으로
687,rückwärts::ADV,кьулухъ,뒤로
688,unten::ADV,агъада,아래에
689,hinab::ADV,агъуз,아래쪽으로
690,oben::ADV,винел,위에
691,hinauf::ADV,виниз,위쪽으로
692,überall::ADV,вирина,도처에
693,nicht::ADV,ваъ,안
694,ein wenig::ADV,са тӏимил,적음
695,kaum::ADV,жизви,가의
696,sehr::ADV,лап,자주
697,so::ADV,икӏ,그와같이
698,noch::ADV,гьеле,아직
699,nur::ADV,анжах,다만
700,schon::ADV,хъувуна,이미
701,schon::ADV,мадни дардиз,이미
702,schon::ADV,мадни гуьтӏуьз,이미
703,schon::ADV,мадни гуьтӏуь я,이미
704,vergebens::ADV,нагьакь,헛되이
705,vergebens::ADV,нагьакьа,헛되이
706,vor::PRP,вилик,앞에
707,hinter::PRP,кьулухъ,뒤에
708,unter::PRP,кӏаник,잍에
709,durch::PRP,арадай,통고하여
710,durch::PRP,-кай хкатна,통고하여
711,neben::PRP,патав,와나란히
712,neben::PRP,мукьув,와나란히
713,zwischen::PRP,ара,의사이로
714,zwischen::PRP,арада,의사이로
715,wegen::PRP,гъиляй,때문에
716,dies::PRN,и,이
717,dies::PRN,им,이
718,das::PRN,а,저
719,das::PRN,ам,저
720,alles::PRN,вири,모든것
721,alles::PRN,михьиз,모든것
722,ich::PRN,за,나
723,ich::PRN,зун,나
724,du::PRN,вун,너
725,er::PRN,ам,그
726,er::PRN,гьа,그
727,wir::PRN,чун,우리
728,ihr::PRN,куьн,너희들
729,sie::PRN,абур,그들
730,was::FPRN,вуч,뭣
731,wer::FPRN,вуж,누구
732,wo::FADV,гьина,어디
733,wohin::FADV,гьиниз,어디로
734,wie::FADV,гьикӏ,어떻게
735,warum::FADV,вучиз,왜
736,wieviel::FNUM,шумуд,얼마만큰
737,eins::NUM,са,하나
738,zwei::NUM,кьвед,둘
739,drei::NUM,пуд,셋
740,vier::NUM,кьуд,넷
741,fünf::NUM,вад,다섯
742,sechs::NUM,ругуд,여섯
743,sieben::NUM,ирид,일곱
744,acht::NUM,муьжуьд,여덟
745,neun::NUM,кӏуьд,아홉
746,zehn::NUM,цӏуд,열
747,elf::NUM,цӏусад,열하나
748,zwölf::NUM,цӏикьвед,열둘
749,zwanzig::NUM,къад,스물
750,dreißig::NUM,къанницӏуд,서름
751,vierzig::NUM,яхцӏур,마흔
752,fünfzig::NUM,яхцӏурни цӏуд,숸
753,sechzig::NUM,пудкъад,에순
754,siebzig::NUM,пудкъанни цӏуд,일흔
755,achtzig::NUM,кьудкъад,여든
756,neunzig::NUM,кьудкъанни цӏуд,아흔
757,hundert::NUM,виш,백
758,tausend::NUM,агъзур,천
759,und::CNJ,ва,와
760,oder::CNJ,я,아니면
761,stehen::V,акъвазун,서다
762,sitzen::V,ацукьун,앉다
763,liegen::V,къаткун,눕다
764,hängen::V,куьрс хьун,달다
765,werden::V,хьун,되다
766,passieren::V,хьун,지장옶다
767,beginnen::V,башламиш хьун,시작되다
768,enden::V,куьтягь хьун,큳내다
769,wechseln::V,дегиш хьун,병경하다
770,aufgehen[Sonne]::V,экъечӏун,뜨다
771,untergehen[Sonne]::V,акӏун,지다
772,scheinen[Sonne]::V,ишигь гун,빛나다
773,donnern::V,къукърумар авун,천둥치다
774,strömen::V,авахьун,흐르다
775,fließen::V,авахьун,흐르다
776,sich drehen::V,элкъуьн,돌다
777,schwanken::V,юзун,동요하다
778,schwingen::V,галтад хьун,흔들다
779,fallen::V,аватун,떨어지다
780,brennen::V,кун,타다
781,brennen::V,ккун,타다
782,regnen::V,къун,비가오다
783,gefrieren::V,муркӏади кьун,얼다
784,tauen::V,цӏурун,녹다
785,schmelzen::V,цӏурун,녹다
786,trocknen::V,кьурун,홈치다
787,sieden::V,ругун,끓다
788,faulen::V,кутӏун,부패하다
789,verfaulen::V,чуьруьтмиш хьун,썩다
790,verfaulen::V,кутӏун,썩다
791,reißen::V,атӏун,지바찢다
792,reißen::V,къазунун,지바찢다
793,versinken::V,батмиш хьун,가라앉다
794,vergehen::V,алатун,지나가다
795,erscheinen::V,майдандиз акъатун,나타나다
796,verschwinden::V,квахьун,사라지다
797,sinken::V,элекьун,가라앉다
798,abnehmen::V,тӏимил хьун,떼어내다
799,abnehmen::V,гъвечӏи хьун,떼어내다
800,zunehmen::V,артух хьун,증가하다
801,steigen::V,хкаж хьун,상승하다
