,Concept_ID,zh,ru
869,abschneiden::V,切断,отрезать
870,binden::V,捆,вязать
871,stecken::V,插,воткнуть
872,brechen::V,断裂,сломать
873,klopfen::V,敲,стучать
874,hauen::V,揍,бить
875,kleben::V,粘,клеить
876,reiben::V,摩擦,тереть
877,streichen::V,涂,намазать
878,schleifen::V,拖曳,точить
879,schneiden::V,切,резать
880,rütteln::V,颠簸,шатать
881,schütteln::V,摇动,трясти
882,schwenken::V,摇动,махать
883,schütten::V,倒,налить
884,füllen::V,填满,наполнить
885,einwickeln::V,包,завернуть
886,tragen::V,提,нести
887,schleppen::V,扛,тащить
888,ziehen::V,拉,тянуть
889,aufbewahren::V,保存,хранить
890,werfen::V,扔,бросать
891,fangen::V,捕捉,ловить
892,packen::V,抓住,схватить
893,verstecken::V,藏,спрятать
894,teilen::V,分,разделить
895,schicken::V,派遣,посылать
896,bringen::V,带来,принести
897,hinzufügen::V,添加,добавить
898,bekommen::V,得到,достать
899,erhalten::V,接到,получить
900,nehmen::V,拿,взять
901,wählen::V,挑选,выбрать
902,auswählen::V,选择,отобрать
903,bewahren::V,保持,сохранить
904,behindern::V,防碍,препятствовать
905,verderben::V,败坏,испортить
906,beschädigen::V,损坏,повредить
907,zerbrechen::V,破碎,разбить
908,zerreißen::V,撕碎,разорвать
909,zerstören::V,毁坏,разрушить
910,verbrennen::V,燃烧,сжечь
911,geben::V,给,дать
912,reichen::V,递给,передать
913,schenken::V,赠送,дарить
914,versprechen::V,许诺,обещать
915,wünschen::V,祝,желать
916,loben::V,表扬,хвалить
917,küssen::V,亲,целовать
918,wiegen::V,轻摇,качать
919,zudecken::V,盖上,накрыть
920,wecken::V,唤起,разбудить
921,zeigen::V,指,показать
922,führen::V,带领,вести
923,lehren::V,教,учить
924,unterrichten::V,讲课,преподавать
925,aufziehen::V,抚养,воспитать
926,leiten::V,领导,руководить
927,antreiben::V,催促,подгонять
928,lassen::V,让,заставить
929,einladen::V,邀请,пригласить
930,vereinigen::V,统一,объединить
931,besuchen::V,参观,посетить
932,treffen::V,会面,встретить
933,sich versammeln::V,聚集,собраться
934,spielen::V,玩,играть
935,singen::V,唱歌,петь
936,tanzen::V,跳舞,плясать
937,tanzen::V,跳舞,танцевать
938,sich trennen::V,分别,расстаться
939,verlassen::V,离开,покинуть
940,retten::V,救,спасти
941,bewachen::V,守卫,охранять
942,schützen::V,保护,уберегать
943,verteidigen::V,保卫,защитить
944,sich schlagen::V,打架,драться
945,schießen::V,射击,стрелять
946,siegen::V,获胜,победить
947,ärgern::V,激怒,сердить
948,schlagen::V,打,ударить
949,treten::V,踢,пинать
950,stechen::V,刺,уколоть
951,stoßen::V,撞,толкнуть
952,stehlen::V,盗窃,украсть
953,stören::V,干扰,помешать
954,belästigen::V,打搅,надоедать
955,verbergen::V,隐藏,скрыть
956,täuschen::V,欺骗,обмануть
957,betrügen::V,欺骗,смошенничать
958,töten::V,杀,убить
959,wohnen::V,居住,проживать
960,arbeiten::V,工作,работать
961,sammeln::V,收集,собрать
962,pflücken::V,采,рвать
963,pflücken::V,采,срывать
964,jagen::V,打猎,охотиться
965,fischen::V,捕鱼,рыбачить
966,fassen::V,捉住,поймать
967,hüten::V,守护,пасти
968,treiben::V,漂,гнать
969,anbinden::V,拴,привязать
970,füttern::V,喂,кормить
971,melken::V,挤奶,доить
972,hacken::V,剁细,рубить
973,gießen::V,浇,полить
974,reifen::V,成熟,созреть
975,kochen::V,煮,варить
976,backen::V,烤,печь
977,braten::V,煎,жарить
978,umrühren::V,搅拌,перемешать
979,stricken::V,织,вязать
980,nähen::V,缝,шить
981,färben::V,染色,покрасить
982,reinigen::V,清洁,очистить
983,waschen::V,洗,стирать
984,abwischen::V,擦掉,вытереть
985,spülen::V,清洗,полоскать
986,fegen::V,扫,подметать
987,kehren::V,打扫,мести
988,baden::V,给...洗澡,купаться
989,sich waschen::V,洗澡,мыться
990,ausziehen::V,脱,снять
991,anziehen::V,穿,надеть
992,sich anziehen::V,穿衣,одеться
993,kämmen::V,梳,причесать
994,schmücken::V,装饰,украсить
995,sagen::V,说,сказать
996,sprechen::V,说,говорить
997,reden::V,讲,разговаривать
998,sich unterhalten::V,聊天,беседовать
999,fragen::V,问,спросить
1000,bitten::V,请,просить
1001,erzählen::V,叙述,рассказать
1002,mitteilen::V,通知,сообщить
1003,nennen::V,叫做,назвать
1004,rufen::V,叫,звать
1005,prahlen::V,吹牛,хвастаться
1006,übersetzen::V,翻译,перевести
1007,denken::V,想,думать
1008,glauben::V,以为,верить
1009,bemerken::V,发觉,заметить
1010,erkennen::V,识别,узнать
1011,begreifen::V,理解,понять
1012,begreifen::V,理解,постичь
1013,verstehen::V,明白,услышать
1014,lernen::V,学,учиться
1015,wissen::V,知道,знать
1016,sich erinnern an::V,回忆,вспомнить
1017,vergessen::V,忘记,забыть
1018,messen::V,测量,мерить
1019,zählen::V,数,считать
1020,rechnen::V,计算,считать
1021,lesen::V,读,читать
1022,malen::V,画,рисовать
1023,zeichnen::V,绘制,рисовать
1024,schreiben::V,写,писать
1025,besitzen::V,占有,иметь
1026,kaufen::V,买,купить
1027,verkaufen::V,卖,продать
1028,bezahlen::V,付钱,заплатить
1029,zahlen::V,支付,платить
1030,beherrschen::V,统治,владеть
1031,ertragen::V,忍耐,вытерпеть
1032,vergebens::ADV,,напрасно
1033,klirren::V,,звякать
1034,rauschen::V,,шелестеть
1035,rühren::V,,растрогать
1036,zubereiten::V,,приготовить
