,Concept_ID,mhr,ce
163,Fuchs::N,ры́выж,цхьогал
164,Hase::N,мера́ҥ,пхьагал
165,Maus::N,коля́,дахка
166,Wolf::N,пи́ре,борз
167,Vogel::N,ка́йык,олхазар
168,Schwarm::N,каша́к,
169,Huhn::N,чы́ве,котам
170,Hahn::N,агыта́н,нӏаьна
171,Hahn::N,агыта́н,боргӏал
172,Gans::N,ко́мбо,гӏаз
173,Adler::N,карагу́ш,aьрзу
174,Ente::N,лу́до,бад
175,Eule::N,тумна́,бухӏа
176,Kranich::N,турня́,гӏаргӏули
177,Krähe::N,кора́к,къиг
178,Kuckuck::N,куку́,aттйокх
179,Schwan::N,йӱ́ксӧ,гӏургӏаз
180,Fisch::N,кол,чӏара
181,Barsch::N,ола́ҥге,окунь
182,Hecht::N,нуж,гӏазкхийн чӏара
183,Hecht::N,чорта́н,гӏазкхийн чӏара
184,Schlange[Tier]::N,ки́шке,лаьхьа
185,Wurm::N,шукш,нӏаьна
186,Spinne::N,эҥыре́мыш,гезг
187,Ameise::N,ку́тко,зингат
188,Laus::N,тий,меза
189,Laus::N,тий,гӏениг
190,Mücke::N,шыҥа́,чуьрк
191,Fliege::N,ка́рме,моза
192,Schmetterling::N,лы́ве,полла
193,Beere::N,мӧр,цӏазам
194,Apfel::N,олма́,ӏаж
195,Pilz::N,по́ҥго,жӏаьлин нускал
196,Zwiebel::N,шога́н,xох
197,Saat::N,нӧ́шмӧ,чlу
198,Saat::N,туш,чlу
199,Korn::N,шу́рно,буьртиг
200,Heu::N,шу́до,йол
201,Schale::N,шӱм,пардо
202,Grube::N,выне́м,ор
203,Falle::N,лӧ́дӧ,кӏело
204,Schlinge::N,о́птыш,
205,Schlinge::N,шӧрга́лтыш,
206,Spur::N,кыша́,лар
207,Asche::N,ло́мыж,чим
208,Dreck::N,лавыра́,мода
209,Eisen::N,кӱ́ртньӧ,эчиг
210,Gold::N,шӧ́ртньӧ,деши
211,Silber::N,ший,дети
212,Kohle::N,мландышӱ́й,кӏора
213,Glas::N,янда́,aнгали
214,Lehm::N,шун,поппар
215,Sand::N,ошма́,гӏум
216,Mensch::N,еҥ,адам
217,Mensch::N,айде́ме,адам
218,Mann::N,пӧръе́ҥ,майра
219,Frau::N,ӱдырама́ш,зуда
220,Kind::N,аза́,бер
221,Junge::N,рве́зе,жимха
222,Mädchen::N,ӱдыра́ш,жима йоӏ
223,Familie::N,еш,доьзал
224,Großvater::N,коча́,ненада
225,Großmutter::N,кова́,денана
226,Eltern::N,ача́-ава́,да-нана
227,Vater::N,ача́,да
228,Mutter::N,ава́,нана
229,Sohn::N,э́рге,кӏант
230,Tochter::N,ӱ́дыр,йоӏ
231,Bruder::N,иза́,ваша
232,Bruder::N,шо́льо,ваша
233,Schwester::N,ака́,йиша
234,Onkel::N,иза́,деваша
235,Tante::N,кока́,дейиша
236,Ehemann::N,мари́й,майра
237,Ehefrau::N,ва́те,зуда
238,Freude::N,куа́н,самукъа
239,Freude::N,куа́н,хазахетар
240,Freude::N,куаныма́ш,самукъа
241,Freude::N,куаныма́ш,хазахетар
242,Gelächter::N,во́штылтыш,белам
243,Glück::N,пиа́л,ирс
244,Kummer::N,о́йго,бала
245,Wunsch::N,ку́мыл,лаам
246,Lust::N,ку́мыл,лаам
247,Geist::N,ӧрт,са
248,Geist::N,чон,са
249,Gedanke::N,ой,ойла
250,Gedanke::N,шоныма́ш,ойла
251,Gedächtnis::N,шарныма́ш,диццадалар
252,Verstand::N,уш,хьекъал
253,Sinn::N,смысл,маьӏна
254,Grund::N,ама́л,бахьана
255,Wahrheit::N,чын,бакъдерг
256,Gespräch::N,мутланыма́ш,къамел
257,Märchen::N,йома́к,туьйра
258,Erzählung::N,ойлыма́ш,дийцар
259,Nachricht::N,увертарыма́ш,хаам
260,Neuigkeit::N,уве́р,керланиг
261,Name::N,лӱм,цӏе
262,Rätsel::N,ту́што,хӏетал-метал
263,Rede::N,ойлыма́ш,къамел
264,Sprache::N,йы́лме,мотт
265,Stimme::N,йӱк,aз
266,Wort::N,ой,дош
267,Wort::N,мут,дош
268,Zeichen::N,ти́ште,билгало
269,Zeichen::N,знак,билгало
270,Ruf::N,ӱжма́ш,кхайкхар
271,Lärm::N,лӱшкыма́ш,гӏовгӏа
272,Lärm::N,йӱк-йӱа́н,гӏовгӏа
273,Laut::N,йӱк,аз
274,Ton::N,йӱксе́м,aз
275,Lied::N,му́ро,илли
276,Ruhe::N,ты́мык,тийналла
277,Leute::N,еҥ-влак,нах
278,Volk::N,ка́лык,халкъ
279,Arbeit::N,паша́,болх
280,Gast::N,уна́,хьаша
281,Geschenk::N,пӧле́к,совгӏат
282,Spiel::N,мо́дыш,ловзар
283,Spiel::N,модма́ш,ловзар
284,Gesellschaft::N,тӱшка́,юкъаралла
285,Hilfe::N,по́лыш,гӏо
286,Freund::N,таҥ,доттагl
287,Freund::N,йолта́ш,доттагl
288,Kamerad::N,таҥ,накъост
289,Angelegenheit::N,паша́,гӏуллакх
290,Anzahl::N,чот,терахь
291,Art::N,вид,
292,Stück::N,ка́тыш,юьхк
293,Stück::N,ла́стык,юьхк
294,Teil::N,ужа́ш,дакъа
295,Hälfte::N,пел,ах
296,Hälfte::N,пе́ле,ах
297,Kreis::N,ты́ртыш,го
298,Kreuz::N,ыре́с,жӏара
299,Linie::N,ли́ний,сиз
300,Strich::N,коре́ш,сиз
301,Abstand::N,кокла́,юкъ
302,Entfernung::N,тора́,
303,Entfernung::N,ку́жыт,
304,Gegend::N,кунде́м,мeттиг
305,Platz::N,ку́мдык,майда
306,Ort::N,вер,меттиг
307,Ort::N,о́лмо,меттиг
308,Seite::N,ӧ́рдыж,aгӏo
309,Mitte::N,покше́л,юкъ
310,Gegenstand::N,наста́,хӏума
311,Sache::N,наста́,хӏума
312,Rand::N,тӱр,йист
313,Kante::N,тӱр,йист
314,Ecke::N,лук,са
315,Spitze::N,вуй,ралла
316,Ende::N,муча́ш,юьхьиг
317,Loch::N,рож,ӏуьрг
318,Winkel::N,лук,са
319,Muster::N,пеза́к,дагар
320,Muster::N,пеза́к,тӏамар
321,Muster::N,узо́р,дагар
322,Muster::N,узо́р,тӏамар
323,Muster::N,ӱ́лгӧ,дагар
324,Muster::N,ӱ́лгӧ,тӏамар
325,Größe::N,кӱ́кшыт,барам
326,Länge::N,ку́тыш,йохалла
327,Höhe::N,кӱ́кшыт,локхалла
328,Gewicht::N,не́лыт,йозалла
329,Menge::N,чот,дукхалла
330,Haufen::N,кы́шыл,сал
331,Haufen::N,кы́шыл,оьла
332,Reihe::N,рада́м,рагӏ
333,Reihe::N,рада́м,могӏа
334,Boot::N,пуш,кема
335,Ruder::N,эшка́к,пийсиг
336,Schlitten::N,тер,салаз
337,Schlitten::N,изде́р,салаз
338,Ski::N,е́че,когсалаз
339,Lagerfeuer::N,туло́то,цӏе
340,Last::N,нӧ́лтыш,дукъ
341,Gang::N,ошкылма́ш,лелар
342,Schritt::N,о́шкыл,гӏулч
343,Norden::N,йӱдйыма́л,къилбаседе
344,Süden::N,кечывалве́л,къилбе
345,Westen::N,касве́л,малхбузе
346,Osten::N,эрве́л,малхбале
347,Holz::N,пу,дечиг
348,Brett::N,оҥа́,у
349,Platte::N,аста́р,у
350,Stütze::N,чара́к,гӏopтоp
351,Stange::N,лома́ш,гӏуркх
352,Stock::N,тоя́,ӏаса
353,Stab::N,вара́,гӏаж
354,Stab::N,кашта́,гӏаж
355,Rohr::N,пуч,биргӏа
356,Haus::N,пӧрт,цӏа
357,Heim::N,мӧ́ҥгӧ,кхерч
358,Ofen::N,комака́,кхерч
359,Fußboden::N,кӱва́р,цӏенкъа
360,Tisch::N,ӱсте́л,шун
361,Stuhl::N,пӱке́н,гӏант
362,Wiege::N,шепка́,ага
363,Bett::N,ва́кшыш,маьнга
364,Regal::N,шӧ́рлык,терхи
365,Kiste::N,шо́ндык,яьшка
366,Kiste::N,я́шлык,яьшка
367,Fenster::N,окна́,кор
368,Tür::N,омса́,неӏ
369,Tor::N,капка́,ков
370,Zaun::N,сава́р,керт
371,Dach::N,леве́дыш,тхов
372,Leiter::N,тошка́лтыш,лами
373,Besen::N,ӱштерво́штыр,нуй
374,Spaten::N,ко́льмо,бел
375,Schaufel::N,сово́к,аьшкал
376,Schaufel::N,су́ско,аьшкал
377,Gabel::N,ви́лке,мӏара
378,Löffel::N,па́не,ӏайг
379,Löffel::N,совла́,ӏайг
380,Messer::N,кӱ́зӧ,урс
381,Nagel::N,пуда́,хьостам
382,Netz::N,вапш,бой
383,Haken::N,са́гыле,мӏара
384,Griff::N,кыл,
385,Schloss::N,кӧгӧ́н,чӏега
386,Bild::N,сӱре́т,сурт
387,Figur::N,фигу́р,
388,Puppe::N,курча́к,тайниг
389,Beutel::N,меша́к,гали
390,Bündel::N,арша́ш,кочар
391,Tasche::N,сумка́,тӏоьрмиг
392,Eimer::N,ведра́,чийлик
393,Deckel::N,ко́мдыш,негӏар
394,Geschirr::N,а́те,пхьегӏа
395,Sack::N,куль,гали
396,Sack::N,меша́к,гали
397,Tasse::N,чу́кыр,кад
398,Tasse::N,чашка́,кад
399,Topf::N,ми́ске,яй
400,Kessel::N,под,яй
401,Essen::N,ко́чкыш,юург
402,Nahrung::N,ку́рго,кхача
403,Speise::N,ко́чкыш,юург
404,Fleisch::N,шыл,жижиг
405,Getreide::N,шу́рно,буьртиг
406,Brei::N,пу́чымыш,xудар
407,Brot::N,ки́нде,бепиг
408,Brot::N,ки́нде,кхаллар
409,Scheibe::N,ка́тыш,цастар
410,Fett::N,коя́,мохь
411,Butter::N,ӱй,налха
412,Öl::N,ӱй,даьтта
413,Salz::N,шинча́л,туьха
414,Suppe::N,шӱр,чорпа
415,Honig::N,мӱй,моз
416,Milch::N,шӧр,шура
417,Tee::N,чай,чай
418,Leder::N,сура́н,цӏока
419,Leder::N,шӱ́штӧ,цӏока
420,Wolle::N,пун,тӏapгӏa
421,Stoff::N,куэ́м,кӏади
422,Stoff::N,посто́,кӏади
423,Nadel::N,и́ме,маха
424,Faden::N,шӱ́ртӧ,тай
425,Knopf::N,по́лдыш,нуьйда
426,Knoten::N,пышке́м,шад
427,Farbe::N,чия́,сир
428,Farbe::N,чия́,басар
429,Kleidung::N,чие́м,бедар
430,Kleidung::N,вурге́м,бедар
431,Hemd::N,ту́выр,коч
432,Kragen::N,сога́,кач
433,Ärmel::N,шокш,пхьош
434,Hose::N,йола́ш,хеча
435,Gürtel::N,ӱ́штӧ,доьхка
436,Mütze::N,упш,куй
437,Schuh::N,боти́нке,мача
438,Stiefel::N,кем,этка
439,Ring::N,шерга́ш,чӏуг
440,Band::N,тасма́,лента
441,Band::N,ле́нте,лента
442,Kamm::N,шерге́,ехк
443,Spiegel::N,вошто́нчыш,куьзга
444,Riemen::N,кӱзанӱ́штӧ,доьхка
445,Schnur::N,кере́м,муш
446,Schnur::N,кандыра́,муш
447,Leine::N,вӱра́ҥ,кочатосу доьхка
448,Decke::N,леве́дыш,юргӏа
449,Decke::N,одея́л,юргӏа
450,Kissen::N,кӱ́пчык,гIайба
451,Tuch::N,шо́выч,исхар
452,Handtuch::N,со́лык,гата
453,Kraft::N,вий,гӏора
454,Kraft::N,куа́т,гӏора
455,Stärke::N,куа́т,гӏап
456,Stärke::N,карма́н,гӏап
457,Gesundheit::N,таза́лык,могашалла
458,Krankheit::N,чер,цамгар
459,Schmerz::N,ко́рштыш,лазар
460,Wunde::N,су́сыр,чов
461,Fieber::N,йӱштыму́ж,xорша
462,Fieber::N,лихора́дке,xорша
463,Arznei::N,эм,молха
464,Brücke::N,кӱва́р,тӏай
465,Brunnen::N,вӱдвыне́м,гӏу
466,Weide::N,нурше́р,дак
467,Pfad::N,йолго́рно,тача
468,Pfad::N,сокма́к,тача
469,Weg::N,ко́рно,некъ
470,Straße::N,ко́рно,урам
471,Dorf::N,ял,юрт
472,Stadt::N,ола́,гӏала
473,Brief::N,се́рыш,кехат
474,Buch::N,книга́,жайна
475,Buchstabe::N,буква́,элп
476,Zeitung::N,газе́т,газет
477,Leben::N,и́лыш,дахар
478,Tod::N,колыма́ш,далар
479,Tod::N,колыма́ш,ӏожалла
480,Grab::N,шӱга́р,каш
481,Kirche::N,че́рке,килс
482,Sünde::N,су́лык,къа
483,Gott::N,ю́мо,дела
484,Arbeiter::N,паша́зе,белхало
485,Chef::N,тӧра́,хьаькам
486,Meister::N,маста́р,говзанча
487,Arzt::N,врач,лор
488,Lehrer::N,ту́ныктышо,хьехархо
489,Geld::N,окса́,aхча
490,Geschäft::N,сатулыма́ш,туька
491,Laden::N,ке́выт,туька
492,Preis::N,ак,мах
493,Ware::N,сату́,хlума
494,Nutzen::N,пайда́,пайда
495,Reichtum::N,поя́нлык,хьал
496,Welt::N,тӱня́,дуьне
497,Land::N,эл,мохк
498,Staat::N,кугыжа́ныш,пачхьалкх
499,König::N,кугыжа́,паччахь
500,Macht::N,власть,ӏедал
501,Grenze::N,грани́ца,доза
502,Krieg::N,сар,тӏом
503,Feind::N,тушма́н,мостагӏ
504,Gewalt::N,виешлыма́ш,гӏело
505,Kampf::N,кредалма́ш,къийсам
506,Bogen[Waffe]::N,юҥе́ж,
507,Pfeil::N,пикш,пха
508,Gewehr::N,пыча́л,топ
509,Fehler::N,йо́ҥылыш,гӏалат
510,Lüge::N,шоя́к,аьшпаш
511,Schaden::N,зия́н,зен
512,Unglück::N,эҥге́к,бала
513,Schuld::N,тита́к,бехк
514,Schuld::N,йола́,бехк
515,Alter::N,ийго́т,хан
516,Schluss::N,муча́ш,чакхе
517,Zeit::N,жап,хан
518,Zeit::N,па́гыт,хан
519,Tag::N,ке́че,де
520,Morgen::N,эр,ӏуьйре
521,Mittag::N,кечыва́л,делкъе
522,Abend::N,кас,суьйре
523,Nacht::N,йӱд,буьйса
524,Woche::N,арня́,кӏира
525,Monat::N,ты́лзе,бутт
526,Jahr::N,ий,шо
527,Frühling::N,шо́шо,бӏаьсте
528,Sommer::N,кеҥе́ж,аьхке
529,Herbst::N,шы́же,гуьйре
530,Winter::N,те́ле,ӏа
531,Januar::N,шоркыйол,январь
532,Januar::N,идалыкву́й,январь
533,Januar::N,янва́рь,январь
534,Februar::N,пургыж,февраль
535,Februar::N,февра́ль,февраль
536,März::N,ӱярня,март
537,März::N,март,март
538,April::N,апре́ль,апрель
539,Mai::N,ага,май
540,Mai::N,май,май
541,Juni::N,пеледыш,июнь
542,Juni::N,ию́нь,июнь
543,Juli::N,сӱрем,июль
544,Juli::N,ию́ль,июль
545,August::N,сорла,август
546,August::N,агарма́н,август
547,August::N,а́вгуст,август
548,September::N,идым,сентябрь
549,September::N,сентя́брь,сентябрь
550,Oktober::N,шыжа,октябрь
551,Oktober::N,октя́брь,октябрь
552,November::N,кылме тылзе,ноябрь
553,November::N,ноя́брь,ноябрь
554,Dezember::N,дека́брь,декабрь
555,Montag::N,шо́чмо,оршот
556,Dienstag::N,ку́шкыжмо,шинара
557,Mittwoch::N,вӱрге́че,кхаара
558,Donnerstag::N,изарня́,еара
559,Freitag::N,кугарня́,пӏераска
560,Samstag::N,шуматке́че,шот
561,Sonntag::N,рушарня́,кӏиранде
562,groß::A,кугу́,доккха
563,klein::A,изи́,кегий
564,lang::A,кужу́,еха
565,kurz::A,кӱ́чык,доца
566,breit::A,кумда́,шуьйра
567,schmal::A,а́ҥысыр,готта
568,dicht::A,ну́гыдо,луьста
569,dick[Gegenstand]::A,кӱ́жгӧ,стомма
570,dünn::A,ви́чкыж,дуткъа
571,fein::A,ты́гыде,ховха
572,fest::A,чо́ткыдо,чӏогӏа
573,flach::A,лапка́,чӏапа
574,glatt::A,яклака́,шера
575,hart::A,пе́ҥгыде,чӏогӏa
576,weich::A,пу́шкыдо,кӏеда
577,rund::A,йырге́шке,горга
578,spitz::A,коша́р,ира
579,scharf::A,пӱ́сӧ,ира
580,stumpf::A,токма́к,аьртa
581,schwer::A,не́ле,деза
582,schön::A,сы́лне,хаза
583,heiß::A,шо́кшо,довха
584,warm::A,ле́ве,довха
585,kalt::A,йӱ́штӧ,шийла
586,kühl::A,юа́лге,шийла
587,kühl::A,южгата́,шийла
588,frisch::A,свежа́,керла
589,feucht::A,вӱ́дыжгӧ,тӏуьна
590,nass::A,нӧ́рӧ,тӏеда
591,trocken::A,ку́кшо,eкъа
592,voll::A,тич,дуьзна
593,leer::A,яра́,яьсса
594,offen::A,виш,диллина
595,geschlossen::A,пе́тырыме,дӏакъевлина
596,geschlossen::A,пе́тырыме,дӏачӏагӏдина
597,geschlossen::A,тӱ́чмӧ,дӏакъевлина
598,geschlossen::A,тӱ́чмӧ,дӏачӏагӏдина
599,sauber::A,ару́,цӏена
600,sauber::A,янда́р,цӏена
601,schmutzig::A,лавыра́н,боьха
602,schmutzig::A,ла́выргыше,боьха
603,roh::A,кӱ́чымӧ,буьйда
604,reif::A,лӧза́,хилла
605,lecker::A,ту́тло,чоме
606,süß::A,ше́ре,мерза
607,bitter::A,ко́чо,къаьхьа
608,sauer::A,шо́по,муьста
609,hell::A,во́лгыдо,сирла
610,dunkel::A,пычке́мыш,бодане
611,schwarz::A,шола́,ӏаьржа
612,weiß::A,ош,кӏайн
613,rot::A,йошка́р,цӏен
614,gelb::A,сар,можа
615,blau::A,ка́нде,сийна
616,grün::A,ужа́р,баьццара
617,grau::A,сур,cира
618,grau::A,сур,мокха
619,bunt::A,олача́,къорза
620,billig::A,шу́лдо,дораха
621,teuer::A,ше́рге,деза
622,wertvoll::A,шергака́н,мехала
623,blind::A,со́кыр,бӏаьрзе
624,taub::A,соҥгыра́,къора
625,kräftig::A,куа́тле,нуьцкъала
626,stark::A,вия́н,зоьртала
627,stark::A,вия́н,нуьцкъала
628,schwach::A,а́лдыме,гӏорасиза
629,fett::A,коя́,дерстана
630,schlank::A,йоштката́,куц долу
631,schlank::A,яжу́,куц долу
632,hübsch::A,чеве́р,хаза
633,böse::A,шы́де,вон
634,dumm::A,аҥыра́,сонта
635,faul::A,його,мало ен
636,fleißig::A,ты́ршыше,тӏера
637,geizig::A,чаҥга́,пис
638,geizig::A,чаҥга́,сутара
639,klug::A,уша́н,хьекъале
640,geschickt::A,уста́,тӏахъаьлла
641,lieb::A,ала́л,хьоме
642,lustig::A,весела́,самукъане
643,sanft::A,ны́жылге,кlеда
644,hungrig::A,шу́жышо,меца
645,krank::A,че́рле,цомгуш долу
646,nackt::A,чарама́т,дерзана
647,traurig::A,ойга́н,самукъане воцу
648,lebendig::A,и́лыше,дийна
649,gut::A,сай,дика
650,schlecht::A,уда́,вон
651,schlecht::A,шӱ́кшӧ,вон
652,richtig::A,чы́нле,нийса
653,schlimm::A,аля́к,вон
654,schlimm::A,тыра́н,вон
655,wahr::A,чы́нле,бакъдолу
656,wahr::A,настоя́щий,бакъдолу
657,alt::A,то́што,къена
658,neu::A,у,керла
659,ehemalig::A,о́нчычсо,хилла
660,ehemalig::A,онда́кысе,хилла
661,alt[Lebewesen]::A,шо́нто,къена
662,jung::A,са́мырык,къона
663,arm::A,нужна́,къен
664,reich::A,поя́н,хьоле
665,bekannt::A,па́лыме,девзаш долу
666,berühmt::A,лӱ́млӧ,цӏеяхана
667,fremd::A,йот,нехан
668,verschieden::A,тӱ́рлӧ,тайп-тайпанара
669,nah::A,ли́шыл,гергара
670,fern::A,тора́,гена
671,fern::A,тора́,генара
672,fern::A,мӱ́ндыр,гена
673,fern::A,мӱ́ндыр,генара
674,linker::A,шола́,аьрру
675,rechter::A,пурла́,аьтту
676,anderer::A,вес,кхин
677,anderer::A,мо́ло,кхин
678,erster::A,и́кымше,хьалхара
679,zweiter::A,ко́кымшо,шолгIа
680,dritter::A,ку́мшо,кхоалгӏа
681,letzter::A,пыта́ртыш,тӏаьххьара
682,allein::ADV,шкет,цхьаъ
683,auf einmal::ADV,икана́ште,цу сохьтта
684,zusammen::ADV,пырля́,цхьана
685,lange::ADV,кужу́н,дукха
686,plötzlich::ADV,кенета́,цIеххьана
687,sofort::ADV,кызыта́к,цу сохьтта
688,später::ADV,варара́к,тӏаьхьо
689,jetzt::ADV,ы́нде,хӏинца
690,jetzt::ADV,кы́зыт,хӏинца
691,heute::ADV,та́че,тахана
692,morgen::ADV,эрла́,кхана
693,bald::ADV,вашке́,кеста
694,dann::ADV,вара́,тӏаккха
695,gestern::ADV,теҥге́че,селхана
696,einst::ADV,икана́,цкъа
697,damals::ADV,туна́м,хӏетахьь
698,danach::ADV,вара́,тӏаккха
699,vorher::ADV,о́нчыч,хьалхa
700,zuerst::ADV,онда́к,хьалха
701,einmal::ADV,икана́,цкъа
702,manchmal::ADV,ка́шын,цкъаццкъа
703,manchmal::ADV,кокла́н,цкъаццкъа
704,oft::ADV,чӱ́чкыдын,кест-кеста
705,immer::ADV,эре́,даим
706,immer::ADV,ту́тыш,даим
707,niemals::ADV,ок нигуна́м,цкъа а
708,hier::ADV,ты́ште,кхузахь
709,hierhin::ADV,ты́шке,кхуза
710,hierhin::ADV,тыш,кхуза
711,von hier::ADV,тыше́ч,кхузара
712,von hier::ADV,тыве́ч,кхузара
713,dort::ADV,ту́што,цигахь
714,dorthin::ADV,туш,цига
715,dorthin::ADV,ту́шко,цига
716,geradeaus::ADV,вик,нийса дӏа
717,vorwärts::ADV,о́нчыко,хьалха
718,rückwärts::ADV,шеҥге́к,юха
719,zurück::ADV,мӧҥге́ш,юха
720,unten::ADV,ӱ́лнӧ,лахахь
721,unten::ADV,йыма́лне,лахахь
