,Concept_ID,az,ja
829,scheinen[Sonne]::V,parlamaq,輝く
830,donnern::V,guruldamaq,雷が鳴る
831,wehen::V,əsmək,吹く
832,strömen::V,axmaq,流れる
833,fließen::V,axmaq,流れる
834,sich drehen::V,dönmək,回転する
835,schwanken::V,yellənmək,揺れる
836,schwingen::V,yellənmək,振動する
837,fallen::V,düşmek,落ちる
838,brennen::V,yanmaq,燃える
839,rauchen::V,tüstüləmək,煙を出す
840,regnen::V,yağmaq,雨が降る
841,gefrieren::V,donmaq,凍る
842,tauen::V,ərimək,溶ける
843,schmelzen::V,ərimək,溶ける
844,trocknen::V,qurumaq,乾く
845,sieden::V,qaynamaq,沸く
846,faulen::V,çürümək,腐る
847,verfaulen::V,çürümək,朽ちる
848,reißen::V,yırtılmaq,切れる
849,versinken::V,batmaq,沈む
850,vergehen::V,ötmək,経つ
851,erscheinen::V,görünmək,現れる
852,verschwinden::V,yox olmaq,消える
853,sinken::V,enmək,下がる
854,abnehmen::V,azalmaq,減る
855,zunehmen::V,artmaq,増える
856,steigen::V,yüksəlmək,上がる
857,wachsen::V,böyümək,伸びる
858,glänzen::V,parlamaq,輝く
859,funkeln::V,parıldamaq,ぴかぴか光る
860,lärmen::V,səs-küy etmək,騒ぐ
861,läuten::V,çalmaq,鳴る
862,klingeln::V,zəng etmək,鳴る
863,klirren::V,cingildəmək,がらんがらんと鳴る
864,brausen::V,gurlamaq,逆巻く
865,rauschen::V,xışıldamaq,戦ぐ
866,klingen::V,səslənmək,鳴る
867,bellen::V,hürmək,吠える
868,heulen::V,ulamaq,きゃんきゃん鳴く
869,blasen::V,üfləmək,吹く
870,pfeifen::V,fit vermek,口笛を吹く
871,schreien::V,bağırmaq,叫ぶ
872,schreien::V,qışqırmaq,叫ぶ
873,stöhnen::V,inləmək,うめく
874,zittern::V,titrəmək,震える
875,leben::V,yaşamaq,生きている
876,geboren werden::V,doğmaq,生まれる
877,atmen::V,nəfəs almaq,呼吸する
878,trinken::V,içmek,飲む
879,essen::V,yemək,食べる
880,schlucken::V,udmaq,飲み込む
881,müde werden::V,yorulmaq,眠くなる
882,einschlafen::V,yuxuya getmək,寝付く
883,schlafen::V,uyumaq,眠る
884,aufwachen::V,oyanmaq,目が覚める
885,aufstehen::V,yuxudan durmaq,起きる
886,sich erholen::V,dincəlmək,休養する
887,krank werden::V,xəstə olmaq,病気になる
888,krank sein::V,azarlanmaq,病気である
889,krank sein::V,xəstələnmək,病気である
890,schmerzen::V,ağrimaq,痛む
891,husten::V,öksürmək,咳をする
892,genesen::V,sağalmaq,元気になる
893,sterben::V,ölmək,死ぬ
894,sterben::V,ölmək,亡くなる
895,sterben::V,vəfat etmək,死ぬ
896,sterben::V,vəfat etmək,亡くなる
897,umkommen::V,həlak olmaq,死亡する
898,sich bewegen::V,hərəkət etmək,移動する
899,sich rühren::V,tərpənmək,動く
900,sich erheben::V,qalxmaq,立ち上がる
901,sich setzen::V,oturmaq,座る
902,hinfallen::V,yıxılmaq,転ぶ
903,laufen::V,yerimək,歩く
904,schreiten::V,addım atmaq,跨ぐ
905,spazierengehen::V,gəzmək,散歩する
906,eilen::V,atılmaq,急ぐ
907,sich beeilen::V,tələsmək,焦る
908,sausen::V,çırpmaq,疾駆する
909,rennen::V,qaçmaq,走る
910,springen::V,sıçramaq,跳ぶ
911,klettern::V,dırmanmaq,よじ登る
912,schaukeln::V,sallanmaq,ぶらんこに乗る
913,kriechen::V,sürünmək,這う
914,schwimmen::V,üzmek,泳ぐ
915,tauchen::V,dalmaq,潜る
916,rudern::V,avarlamaq,漕ぐ
917,fahren::V,sürmək,行く
918,fahren::V,sürmək,乗車する
919,fliegen::V,uçmaq,飛ぶ
920,gehen::V,getmək,行く
921,weggehen::V,getmək,立ち去る
922,abfahren::V,yola düşmək,出発する
923,anhalten::V,saxlamaq,止まる
924,hineingehen::V,girmək,入る
925,eintreten::V,girmək,中に入る
926,eintreten::V,daxil olmaq,中に入る
927,kommen::V,gəlmək,来る
928,ankommen::V,gəlib çatmaq,着く
929,ankommen::V,gəlib çatmaq,到着する
930,zurückkommen::V,qayıtmaq,帰る
931,bleiben::V,qalmaq,留まる
932,warten::V,gözləmək,待つ
933,erwarten::V,bəkləmək,期待する
934,suchen::V,aramaq,探る
935,suchen::V,axtarmaq,探る
936,finden::V,tapmaq,見つける
937,versuchen::V,çalışmaq,試す
938,vorbereiten::V,hazırlamaq,準備する
939,lieben::V,sevmək,愛する
940,mögen::V,xoşlamaq,好きである
941,lachen::V,gülmək,笑う
942,rühren::V,həyəcanlandırmaq,感情を動かす
943,weinen::V,ağlamaq,泣く
944,schimpfen::V,küfr etmək,叱る
945,sich ärgern::V,acıqlanmaq,怒る
946,sich ärgern::V,acıqlanmaq,腹を立てる
947,sich fürchten::V,qorxmaq,怖がる
948,fürchten::V,qorxmaq,恐れる
949,fliehen::V,qaçmaq,逃げる
950,flüchten::V,qaçmaq,逃亡する
951,sehen::V,görmək,見る
952,anschauen::V,baxmaq,眺める
953,ansehen::V,baxmaq,見る
954,hören::V,duymaq,聞く
955,hören::V,eşitmək,聞く
956,zuhören::V,dinləmək,聴く
957,probieren::V,dadına baxmaq,食べてみる
958,riechen::V,qoxlamaq,気取る
959,fühlen::V,duymaq,感じる
960,scheinen::V,görünmək,ように見える
961,zu sehen sein::V,görünmək,見える
962,vernehmen::V,eşitmək,承る
963,frieren::V,üşümək,寒気がする
964,tun::V,etmək,する
965,können::V,bilmək,出来る
966,können::V,bacarmaq,出来る
967,wollen::V,istəmək,-たい
968,anfangen::V,başlamaq,始める
969,beenden::V,bitirmək,終える
970,aufhören::V,bitmək,止める
971,aufhören::V,qurtarmaq,止める
972,gelingen::V,müvəffəq olmaq,成功する
973,geraten::V,düşmək,当たる
974,öffnen::V,açmaq,開く
975,öffnen::V,açmaq,開ける
976,schließen::V,qapamaq,閉める
977,stellen::V,qoymaq,置く
978,stellen::V,qoymaq,据える
979,setzen::V,oturtmaq,座らせる
980,legen::V,qoymaq,置く
981,berühren::V,toxunmaq,触る
982,berühren::V,toxunmaq,触れる
983,verbinden::V,bağlamaq,結びつける
984,bedecken::V,örtmək,覆う
985,aufhängen::V,asmaq,掛ける
986,anzünden::V,yandırmaq,燃やす
987,anzünden::V,yandırmaq,火をつける
988,aufheben::V,qaldırmaq,拾う
989,zurücklassen::V,buraxmaq,残す
990,verlieren::V,itirmək,無くす
991,fallen lassen::V,düşürmək,落とす
992,machen::V,etmək,作る
993,herstellen::V,istehsal etmək,製造する
994,bauen::V,tikmək,建設する
995,reparieren::V,təmir etmək,直す
996,reparieren::V,təmir etmək,修理する
997,verbessern::V,düzəltmək,改良する
998,ändern::V,dəyişdirmək,変える
999,graben::V,qazımaq,掘る
1000,beugen::V,əymək,折る
1001,biegen::V,bükmək,曲げる
1002,drehen::V,döndərmək,回す
1003,wenden::V,çevirmək,裏返す
1004,umdrehen::V,çevirmək,裏返す
1005,heben::V,qaldırmaq,挙げる
1006,hochheben::V,qaldırmaq,持ち上げる
1007,ergreifen::V,tutmaq,取り上げる
1008,halten::V,saxlamaq,持つ
1009,drücken::V,sıxmaq,押す
1010,schieben::V,sürmək,ずらす
1011,kratzen::V,qaşımaq,引っ掻く
1012,lecken::V,yalamaq,なめる
1013,beißen::V,dişləmək,噛む
1014,abreißen::V,qoparmaq,剝ぎ取る
1015,abschneiden::V,ayırmaq,切り取る
1016,binden::V,bağlamaq,縛る
1017,stecken::V,soxmaq,差し込む
1018,brechen::V,qırmaq,破る
1019,klopfen::V,sındırmaq,とんとん叩く
1020,hauen::V,vurmaq,叩く
1021,kleben::V,apışdırmaq,貼る
1022,kleben::V,apışdırmaq,くっ付ける
1023,reiben::V,ovmaq,擦る
1024,streichen::V,sürtmək,塗る
1025,schleifen::V,bülövləmək,研ぐ
1026,schneiden::V,kəsmək,切る
1027,rütteln::V,sirkələmək,揺さぶる
1028,schütteln::V,çalxalamaq,振る
1029,schütteln::V,çalxalamaq,揺さぶる
1030,schwenken::V,yelləmək,振る
1031,schütten::V,tökmək,注ぐ
1032,füllen::V,doldurmaq,いっぱいにする
1033,einwickeln::V,sarımaq,包む
1034,tragen::V,daşımaq,運ぶ
1035,schleppen::V,sürükləmək,引きずる
1036,ziehen::V,çəkmək,引く
1037,aufbewahren::V,gizlətmək,預かる
1038,werfen::V,atmaq,投げる
1039,fangen::V,tutmaq,受ける
1040,packen::V,yaxalamaq,掴む
1041,verstecken::V,gizlətmək,隠す
1042,teilen::V,bölmək,分ける
1043,schicken::V,yollamaq,送る
1044,schicken::V,göndərmək,送る
1045,bringen::V,gətirmək,持って行く
1046,hinzufügen::V,əlavə etmək,加える
1047,bekommen::V,almaq,得る
1048,bekommen::V,əldə etmək,得る
1049,erhalten::V,almaq,受ける
1050,nehmen::V,almaq,取る
1051,wählen::V,seçmək,選ぶ
1052,auswählen::V,arımaq,選ぶ
1053,bewahren::V,qorumaq,保存する
1054,behindern::V,mane olmaq,妨害する
1055,verderben::V,pozmaq,台無しにする
1056,beschädigen::V,zədələmək,損傷する
1057,zerbrechen::V,qırmaq,割る
1058,zerbrechen::V,sındırmaq,割る
1059,zerreißen::V,yırtmaq,引き裂く
1060,zerstören::V,dağıtmaq,破壊する
1061,verbrennen::V,yandırmaq,焼く
1062,geben::V,vermək,上げる
1063,reichen::V,uzatmaq,渡す
1064,schenken::V,vermək,贈る
1065,versprechen::V,vəd vermək,約束する
1066,wünschen::V,arzulamaq,望む
1067,loben::V,tərifləmək,褒める
1068,küssen::V,öpmək,キスする
1069,wiegen::V,tərpətmək,揺する
1070,zudecken::V,örtmək,覆う
1071,wecken::V,oyatmaq,起こす
1072,zeigen::V,göstərmək,見せる
1073,führen::V,rəhbərlik etmək,案内する
1074,lehren::V,öyrətmək,教える
1075,unterrichten::V,öyrətmək,通知する
1076,unterrichten::V,dərs vermək,通知する
1077,aufziehen::V,tərbiyə etmək,育てる
1078,leiten::V,idarə etmək,導く
1079,antreiben::V,bizləmək,励ます
1080,lassen::V,-tırmaq,～させる
1081,einladen::V,dəvət etmək,誘う
1082,einladen::V,dəvət etmək,招待する
1083,vereinigen::V,birləşdirmək,一つにする
1084,besuchen::V,baş çəkmək,訪ねる
1085,besuchen::V,ziyarət etmək,訪ねる
1086,treffen::V,rastlaşmaq,出会う
1087,treffen::V,rast gəlmək,出会う
1088,sich versammeln::V,toplanmaq,集まる
1089,spielen::V,oynamaq,遊ぶ
1090,singen::V,oxumaq,歌う
1091,tanzen::V,oynamaq,踊る
1092,tanzen::V,rəqs etmək,踊る
1093,sich trennen::V,ayrılmaq,別れる
1094,verlassen::V,tərk etmək,別れる
1095,retten::V,xilas etmək,救う
1096,retten::V,xilas etmək,助ける
1097,bewachen::V,gözətmək,見張る
1098,bewachen::V,gözətmək,軽微する
1099,schützen::V,qorumaq,保護する
1100,verteidigen::V,qorumaq,守る
1101,sich schlagen::V,döyüşmək,殴る
1102,schießen::V,atmaq,撃つ
1103,schießen::V,atəş açmaq,撃つ
1104,siegen::V,yenmək,勝つ
1105,ärgern::V,acışdırmaq,怒らせる
1106,schlagen::V,döymək,殴る
1107,treten::V,təpmək,蹴る
1108,stechen::V,soxmaq,突く
1109,stoßen::V,itələmək,突く
1110,stehlen::V,çalmaq,盗る
1111,stehlen::V,oğurlamaq,盗る
1112,stören::V,pozmaq,構う
1113,belästigen::V,narahat etmək,邪魔する
1114,verbergen::V,gizləmək,隠す
1115,täuschen::V,aldatmaq,だます
1116,betrügen::V,aldatmaq,だます
1117,töten::V,öldürmək,殺す
1118,wohnen::V,yaşamaq,住む
1119,arbeiten::V,işləmək,働く
1120,arbeiten::V,çalışmaq,働く
1121,sammeln::V,yığmaq,集める
1122,sammeln::V,yığmaq,収集する
1123,sammeln::V,toplamaq,集める
1124,sammeln::V,toplamaq,収集する
1125,pflücken::V,qoparmaq,摘む
1126,jagen::V,ovlamaq,狩りをする
1127,fischen::V,balıq tutmaq,釣る
1128,fassen::V,tutmaq,捕る
1129,hüten::V,güdmək,放牧する
1130,treiben::V,haylamaq,追う
1131,anbinden::V,bağlamaq,繋ぐ
1132,füttern::V,bəsləmək,餌をやる
1133,melken::V,sağmaq,搾乳する
1134,hacken::V,yarmaq,刻む
1135,gießen::V,sulamaq,水をやる
1136,reifen::V,dəymək,熟す
1137,zubereiten::V,bişirmək,調理する
1138,kochen::V,qaynatmaq,煮る
1139,backen::V,bişirmək,焼く
1140,braten::V,qızartmaq,焼く
1141,braten::V,qızartmaq,炒める
1142,umrühren::V,qarışdırmaq,混ぜる
1143,stricken::V,hörmək,編む
1144,nähen::V,tikmək,縫う
1145,färben::V,boyamaq,染める
1146,reinigen::V,təmizləmək,掃除する
1147,waschen::V,yumaq,洗う
1148,waschen::V,yumaq,洗濯する
1149,abwischen::V,silmək,拭く
1150,spülen::V,çalxamaq,洗う
1151,spülen::V,çalxamaq,すすぐ
1152,fegen::V,süpürmək,掃除する
1153,kehren::V,süpürmək,掃く
1154,baden::V,çimmək,入浴する
1155,sich waschen::V,yuyunmaq,洗う
1156,ausziehen::V,soyunmaq,脱ぐ
1157,anziehen::V,geymək,着る
1158,sich anziehen::V,geyinmək,着る
1159,kämmen::V,daramaq,梳く
1160,schmücken::V,bəzəmək,飾る
1161,sagen::V,demək,言う
1162,sagen::V,söymek,言う
1163,sprechen::V,danışmaq,話す
1164,reden::V,danışmaq,話す
1165,sich unterhalten::V,söhbət etmək,話をする
1166,fragen::V,soruşmaq,聞く
1167,bitten::V,diləmək,頼む
1168,bitten::V,diləmək,お願いする
1169,bitten::V,xahiş etmək,頼む
1170,bitten::V,xahiş etmək,お願いする
1171,erzählen::V,bəhs etmək,物語る
1172,mitteilen::V,bildirmək,伝える
1173,nennen::V,adlandırmaq,名づける
1174,rufen::V,çağırmaq,呼ぶ
1175,prahlen::V,öyünmək,自慢する
1176,übersetzen::V,tərcümə etmək,訳す
1177,denken::V,düşünmək,考える
1178,denken::V,fikirləşmək,考える
1179,glauben::V,inanmaq,信じる
1180,bemerken::V,qeyd etmək,気が付く
1181,erkennen::V,tanımaq,認識する
1182,begreifen::V,anlamaq,分かる
1183,verstehen::V,duymaq,聞き取る
1184,lernen::V,öyrənmək,学ぶ
1185,lernen::V,öyrənmək,勉強する
1186,wissen::V,bilmək,知っている
1187,sich erinnern an::V,xatırlamaq,思い出す
1188,vergessen::V,unutmaq,忘れる
1189,messen::V,ölçmək,計る
1190,messen::V,ölçmək,測定する
1191,zählen::V,saymaq,数える
1192,rechnen::V,hesablamaq,計算する
1193,lesen::V,oxumaq,読む
1194,malen::V,şəkil çəkmək,描く
1195,zeichnen::V,cızmaq,写生する
1196,schreiben::V,yazmaq,書く
1197,besitzen::V,yiyələnmək,所持する
1198,besitzen::V,malik olmaq,所持する
1199,kaufen::V,satın almaq,買う
1200,verkaufen::V,satmaq,売る
1201,bezahlen::V,ödəmək,払う
1202,zahlen::V,ödəmək,支払う
1203,beherrschen::V,idarə etmək,支配する
1204,ertragen::V,dözmək,耐える
