,Concept_ID,bg,az
833,kaum::ADV,едва,güclə
834,kaum::ADV,едвам,güclə
835,sehr::ADV,много,çox
836,sehr::ADV,твърде,çox
837,so::ADV,тъй,belə
838,so::ADV,така,belə
839,noch::ADV,още,hələ
840,nur::ADV,само,yalnız
841,schon::ADV,вече,artıq
842,wieder::ADV,пак,yenə
843,wieder::ADV,отново,yenə
844,vergebens::ADV,напразно,boş yerə
845,vor::PRP,пред,önündə
846,hinter::PRP,зад,arxasında
847,unter::PRP,под,altında
848,durch::PRP,през,içindən
849,neben::PRP,до,yanında
850,neben::PRP,при,yanında
851,zwischen::PRP,между,arasında
852,zwischen::PRP,помежду,arasında
853,wegen::PRP,заради,üçün
854,wegen::PRP,заради,ötəri
855,dies::PRN,този,bu
856,das::PRN,туй,o
857,das::PRN,това,o
858,alles::PRN,всичко,hər şey
859,ich::PRN,аз,mən
860,du::PRN,ти,sən
861,er::PRN,той,o
862,wir::PRN,ние,biz
863,ihr::PRN,вие,siz
864,sie::PRN,те,onlar
865,was::FPRN,що,nə
866,was::FPRN,какво,nə
867,wer::FPRN,кой,kim
868,wo::FADV,къде,harada
869,wohin::FADV,накъде,haraya
870,wohin::FADV,накъдето,haraya
871,wie::FADV,как,necə
872,warum::FADV,защо,niyə
873,warum::FADV,защо,nə üçün
874,wieviel::FNUM,колко,neçə
875,wieviel::FNUM,колко,nə qədər
876,eins::NUM,един,bir
877,zwei::NUM,два,iki
878,drei::NUM,три,üç
879,vier::NUM,четири,dörd
880,fünf::NUM,пет,beş
881,sechs::NUM,шест,altı
882,sieben::NUM,седем,yeddi
883,acht::NUM,осем,səkkiz
884,neun::NUM,девет,doqquz
885,zehn::NUM,десет,on
886,elf::NUM,единайсет,on bir
887,elf::NUM,единадесет,on bir
888,zwölf::NUM,дванайсет,on iki
889,zwölf::NUM,дванадесет,on iki
890,zwanzig::NUM,двайсет,iyirmi
891,zwanzig::NUM,двадесет,iyirmi
892,dreißig::NUM,тридесет,otuz
893,vierzig::NUM,четиридесет,qırx
894,fünfzig::NUM,петдесет,əlli
895,sechzig::NUM,шестдесет,altmış
896,siebzig::NUM,седемдесет,yetmiş
897,achtzig::NUM,осемдесет,səksən
898,neunzig::NUM,деветдесет,doxsan
899,hundert::NUM,сто,yüz
900,tausend::NUM,хиляда,min
901,und::CNJ,а,və
902,und::CNJ,та,və
903,oder::CNJ,или,ya
904,stehen::V,стоя,durmaq
905,sitzen::V,седя,oturmaq
906,liegen::V,лежа,uzanmaq
907,hängen::V,вися,asılmaq
908,werden::V,бъда,olmaq
909,werden::V,стана,olmaq
910,passieren::V,случа се,olmaq
911,passieren::V,случа се,baş vermək
912,beginnen::V,започна,başlamaq
913,enden::V,свърша,bitmək
914,wechseln::V,променям,dəyişmək
915,aufgehen[Sonne]::V,изгрея,doğmaq
916,untergehen[Sonne]::V,заляза,batmaq
917,scheinen[Sonne]::V,грея,parlamaq
918,scheinen[Sonne]::V,светя,parlamaq
919,donnern::V,гърмя,guruldamaq
920,wehen::V,вея,əsmək
921,wehen::V,духам,əsmək
922,strömen::V,тека,axmaq
923,strömen::V,лея се,axmaq
924,fließen::V,тека,axmaq
925,sich drehen::V,въртя се,dönmək
926,schwanken::V,клатя се,yellənmək
927,schwingen::V,трептя,yellənmək
928,fallen::V,падам,düşmek
929,brennen::V,горя,yanmaq
930,rauchen::V,димя,tüstüləmək
931,regnen::V,вали дъжд,yağmaq
932,gefrieren::V,замръзна,donmaq
933,tauen::V,топя се,ərimək
934,schmelzen::V,разтопя се,ərimək
935,trocknen::V,съхна,qurumaq
936,sieden::V,вря,qaynamaq
937,sieden::V,кипя,qaynamaq
938,faulen::V,гния,çürümək
939,verfaulen::V,изгния,çürümək
940,reißen::V,напукам се,yırtılmaq
941,versinken::V,потъна,batmaq
942,vergehen::V,минавам,ötmək
943,erscheinen::V,явя се,görünmək
944,verschwinden::V,изчезна,yox olmaq
945,sinken::V,падна,enmək
946,abnehmen::V,отслабна,azalmaq
947,zunehmen::V,нарасна,artmaq
948,steigen::V,увелича се,yüksəlmək
949,steigen::V,покачвам се,yüksəlmək
950,wachsen::V,раста,böyümək
951,glänzen::V,лъщя,parlamaq
952,glänzen::V,блестя,parlamaq
953,funkeln::V,искря,parıldamaq
954,lärmen::V,шумя,səs-küy etmək
955,läuten::V,звъня,çalmaq
956,klingeln::V,звъня,zəng etmək
957,klirren::V,звънтя,cingildəmək
958,klirren::V,дрънкам,cingildəmək
959,brausen::V,буча,gurlamaq
960,rauschen::V,шумя,xışıldamaq
961,klingen::V,звуча,səslənmək
962,bellen::V,лая,hürmək
963,heulen::V,вия,ulamaq
964,heulen::V,рева,ulamaq
965,blasen::V,духна,üfləmək
966,pfeifen::V,свиря,fit vermek
967,schreien::V,крещя,bağırmaq
968,schreien::V,крещя,qışqırmaq
969,stöhnen::V,стена,inləmək
970,stöhnen::V,пъшкам,inləmək
971,zittern::V,треперя,titrəmək
972,leben::V,живея,yaşamaq
973,geboren werden::V,родя се,doğmaq
974,atmen::V,дишам,nəfəs almaq
975,trinken::V,пия,içmek
976,essen::V,ям,yemək
977,schlucken::V,гълтам,udmaq
978,müde werden::V,уморя се,yorulmaq
979,einschlafen::V,заспя,yuxuya getmək
980,schlafen::V,спя,uyumaq
981,aufwachen::V,събудя се,oyanmaq
982,aufstehen::V,стана,yuxudan durmaq
983,sich erholen::V,отдъхвам си,dincəlmək
984,krank werden::V,заболея,xəstə olmaq
985,krank sein::V,боледувам,azarlanmaq
986,krank sein::V,боледувам,xəstələnmək
987,schmerzen::V,боля,ağrimaq
988,husten::V,кашлям,öksürmək
989,genesen::V,оздравея,sağalmaq
990,sterben::V,умра,ölmək
991,sterben::V,умра,vəfat etmək
992,umkommen::V,загина,həlak olmaq
993,sich bewegen::V,движа се,hərəkət etmək
994,sich bewegen::V,мърдам се,hərəkət etmək
995,sich rühren::V,движа се,tərpənmək
996,sich erheben::V,стана,qalxmaq
997,sich setzen::V,седна,oturmaq
998,hinfallen::V,падна,yıxılmaq
999,laufen::V,ходя,yerimək
1000,schreiten::V,крача,addım atmaq
1001,spazierengehen::V,разхождам се,gəzmək
1002,eilen::V,бързам,atılmaq
1003,sich beeilen::V,побързам,tələsmək
1004,sausen::V,тичам,çırpmaq
1005,rennen::V,бягам,qaçmaq
1006,springen::V,скачам,sıçramaq
1007,klettern::V,катеря се,dırmanmaq
1008,schaukeln::V,люлея се,sallanmaq
1009,kriechen::V,лазя,sürünmək
1010,kriechen::V,пълзя,sürünmək
1011,schwimmen::V,плувам,üzmek
1012,tauchen::V,гмуркам се,dalmaq
1013,rudern::V,греба,avarlamaq
1014,fahren::V,пътувам,sürmək
1015,fliegen::V,летя,uçmaq
1016,fliegen::V,хвърча,uçmaq
1017,gehen::V,ида,getmək
1018,gehen::V,вървя,getmək
1019,weggehen::V,отида си,getmək
1020,abfahren::V,отпътувам,yola düşmək
1021,anhalten::V,спра се,saxlamaq
1022,hineingehen::V,влизам,girmək
1023,eintreten::V,вляза,girmək
1024,eintreten::V,вляза,daxil olmaq
1025,kommen::V,ида,gəlmək
1026,kommen::V,дойда,gəlmək
1027,ankommen::V,пристигна,gəlib çatmaq
1028,zurückkommen::V,върна се,qayıtmaq
1029,bleiben::V,остана,qalmaq
1030,warten::V,чакам,gözləmək
1031,erwarten::V,очаквам,bəkləmək
1032,suchen::V,търся,aramaq
1033,suchen::V,търся,axtarmaq
1034,finden::V,намеря,tapmaq
1035,versuchen::V,опитам,çalışmaq
1036,vorbereiten::V,подготвя,hazırlamaq
1037,lieben::V,любя,sevmək
1038,mögen::V,обичам,xoşlamaq
1039,lachen::V,смея се,gülmək
1040,rühren::V,трогна,həyəcanlandırmaq
1041,weinen::V,плача,ağlamaq
1042,schimpfen::V,ругая,küfr etmək
1043,schimpfen::V,псувам,küfr etmək
1044,sich ärgern::V,ядосам се,acıqlanmaq
1045,sich fürchten::V,боя се,qorxmaq
1046,sich fürchten::V,страхувам се,qorxmaq
1047,fürchten::V,боя се от,qorxmaq
1048,fürchten::V,страхувам се от,qorxmaq
1049,fliehen::V,бягам,qaçmaq
1050,flüchten::V,бягам,qaçmaq
1051,flüchten::V,избягам,qaçmaq
1052,sehen::V,видя,görmək
1053,anschauen::V,гледам,baxmaq
1054,ansehen::V,поглеждам,baxmaq
1055,hören::V,чувам,duymaq
1056,hören::V,чувам,eşitmək
1057,zuhören::V,слушам,dinləmək
1058,probieren::V,опитам,dadına baxmaq
1059,riechen::V,подуша,qoxlamaq
1060,fühlen::V,усещам,duymaq
1061,fühlen::V,чувствувам,duymaq
1062,scheinen::V,изглеждам,görünmək
1063,zu sehen sein::V,виждам се,görünmək
1064,vernehmen::V,доловя,eşitmək
1065,frieren::V,мръзна,üşümək
1066,tun::V,правя,etmək
1067,können::V,мога,bilmək
1068,können::V,мога,bacarmaq
1069,wollen::V,ща,istəmək
1070,wollen::V,искам,istəmək
1071,anfangen::V,започна,başlamaq
1072,beenden::V,свърша,bitirmək
1073,beenden::V,завърша,bitirmək
1074,aufhören::V,престана,bitmək
1075,aufhören::V,престана,qurtarmaq
1076,gelingen::V,успея,müvəffəq olmaq
1077,gelingen::V,сполуча,müvəffəq olmaq
1078,geraten::V,удам се,düşmək
1079,öffnen::V,отворя,açmaq
1080,schließen::V,затворя,qapamaq
1081,stellen::V,поставя,qoymaq
1082,setzen::V,туря,oturtmaq
1083,legen::V,сложа,qoymaq
1084,legen::V,слагам,qoymaq
1085,berühren::V,докосна,toxunmaq
1086,verbinden::V,свържа,bağlamaq
1087,bedecken::V,покрия,örtmək
1088,aufhängen::V,закача,asmaq
1089,anzünden::V,запаля,yandırmaq
1090,aufheben::V,вдигна,qaldırmaq
1091,aufheben::V,повдигна,qaldırmaq
1092,zurücklassen::V,оставя,buraxmaq
1093,verlieren::V,загубя,itirmək
1094,fallen lassen::V,изпусна,düşürmək
1095,machen::V,направя,etmək
1096,herstellen::V,произведа,istehsal etmək
1097,bauen::V,строя,tikmək
1098,reparieren::V,поправя,təmir etmək
1099,verbessern::V,подобря,düzəltmək
1100,ändern::V,променя,dəyişdirmək
1101,graben::V,копая,qazımaq
1102,beugen::V,прегъна,əymək
1103,biegen::V,прегъна,bükmək
1104,drehen::V,въртя,döndərmək
1105,wenden::V,обърна,çevirmək
1106,umdrehen::V,обърна,çevirmək
1107,heben::V,вдигам,qaldırmaq
1108,hochheben::V,издигна,qaldırmaq
1109,ergreifen::V,хвана,tutmaq
1110,ergreifen::V,обхвана,tutmaq
1111,halten::V,държа,saxlamaq
1112,drücken::V,натискам,sıxmaq
1113,drücken::V,притискам,sıxmaq
1114,schieben::V,тикам,sürmək
1115,kratzen::V,одраскам,qaşımaq
1116,lecken::V,лижа,yalamaq
1117,lecken::V,ближа,yalamaq
1118,beißen::V,хапя,dişləmək
1119,beißen::V,ухапя,dişləmək
1120,abreißen::V,откъсна,qoparmaq
1121,abschneiden::V,отрежа,ayırmaq
1122,binden::V,вържа,bağlamaq
1123,stecken::V,пъхна,soxmaq
1124,brechen::V,троша,qırmaq
1125,klopfen::V,чукам,sındırmaq
1126,hauen::V,бия,vurmaq
1127,kleben::V,лепя,apışdırmaq
1128,kleben::V,залепя,apışdırmaq
1129,reiben::V,трия,ovmaq
1130,reiben::V,търкам,ovmaq
1131,streichen::V,намажа,sürtmək
1132,schleifen::V,остря,bülövləmək
1133,schneiden::V,режа,kəsmək
1134,rütteln::V,разтърсвам,sirkələmək
1135,schütteln::V,клатя,çalxalamaq
1136,schütteln::V,друсам,çalxalamaq
1137,schwenken::V,размахам,yelləmək
1138,schütten::V,сипя,tökmək
1139,füllen::V,напълня,doldurmaq
1140,einwickeln::V,увия,sarımaq
1141,einwickeln::V,завия,sarımaq
1142,tragen::V,нося,daşımaq
1143,schleppen::V,влача,sürükləmək
1144,ziehen::V,тегля,çəkmək
1145,ziehen::V,дръпна,çəkmək
1146,aufbewahren::V,съхраня,gizlətmək
1147,werfen::V,хвърля,atmaq
1148,fangen::V,ловя,tutmaq
1149,fangen::V,уловя,tutmaq
1150,packen::V,хвана,yaxalamaq
1151,verstecken::V,крия,gizlətmək
1152,verstecken::V,скрия,gizlətmək
1153,teilen::V,разделя,bölmək
1154,schicken::V,изпращам,yollamaq
1155,schicken::V,изпращам,göndərmək
1156,bringen::V,донеса,gətirmək
1157,hinzufügen::V,прибавя,əlavə etmək
1158,bekommen::V,сдобия се,almaq
1159,bekommen::V,сдобия се,əldə etmək
1160,erhalten::V,получа,almaq
1161,nehmen::V,взема,almaq
1162,wählen::V,избирам,seçmək
1163,auswählen::V,избера,arımaq
1164,bewahren::V,пазя,qorumaq
1165,behindern::V,преча,mane olmaq
1166,behindern::V,спъвам,mane olmaq
1167,verderben::V,разваля,pozmaq
1168,beschädigen::V,повредя,zədələmək
1169,zerbrechen::V,счупя,qırmaq
1170,zerbrechen::V,счупя,sındırmaq
1171,zerreißen::V,скъсам,yırtmaq
1172,zerstören::V,разруша,dağıtmaq
1173,verbrennen::V,изгоря,yandırmaq
1174,geben::V,дам,vermək
1175,reichen::V,подам,uzatmaq
1176,schenken::V,подаря,vermək
1177,versprechen::V,обещая,vəd vermək
1178,wünschen::V,желая,arzulamaq
1179,loben::V,хваля,tərifləmək
1180,küssen::V,целувам,öpmək
1181,wiegen::V,люлея,tərpətmək
1182,zudecken::V,покрия,örtmək
1183,wecken::V,събудя,oyatmaq
1184,zeigen::V,покажа,göstərmək
1185,führen::V,водя,rəhbərlik etmək
1186,führen::V,заведа,rəhbərlik etmək
1187,lehren::V,уча,öyrətmək
1188,unterrichten::V,преподавам,öyrətmək
1189,unterrichten::V,преподавам,dərs vermək
1190,aufziehen::V,отгледам,tərbiyə etmək
1191,leiten::V,ръководя,idarə etmək
1192,leiten::V,управлявам,idarə etmək
1193,antreiben::V,подкарвам,bizləmək
1194,lassen::V,накарам,-tırmaq
1195,einladen::V,поканя,dəvət etmək
1196,vereinigen::V,съединя,birləşdirmək
1197,besuchen::V,посетя,baş çəkmək
1198,besuchen::V,посетя,ziyarət etmək
1199,treffen::V,срещна,rastlaşmaq
1200,treffen::V,срещна,rast gəlmək
1201,sich versammeln::V,събера се,toplanmaq
1202,spielen::V,играя,oynamaq
1203,singen::V,пея,oxumaq
1204,tanzen::V,танцувам,oynamaq
1205,tanzen::V,танцувам,rəqs etmək
1206,sich trennen::V,разделя се,ayrılmaq
1207,verlassen::V,напусна,tərk etmək
1208,retten::V,спася,xilas etmək
1209,bewachen::V,охранявам,gözətmək
1210,schützen::V,запазя,qorumaq
1211,verteidigen::V,защитя,qorumaq
1212,sich schlagen::V,бия се,döyüşmək
1213,schießen::V,стрелям,atmaq
1214,schießen::V,стрелям,atəş açmaq
1215,siegen::V,победя,yenmək
1216,ärgern::V,ядосам,acışdırmaq
1217,schlagen::V,бия,döymək
1218,schlagen::V,ударя,döymək
1219,treten::V,ритам,təpmək
1220,stechen::V,бодна,soxmaq
1221,stoßen::V,бутна,itələmək
1222,stoßen::V,блъсна,itələmək
1223,stören::V,смутя,pozmaq
1224,belästigen::V,отегча,narahat etmək
1225,belästigen::V,безпокоя,narahat etmək
1226,verbergen::V,скрия,gizləmək
1227,täuschen::V,измамя,aldatmaq
1228,betrügen::V,измамя,aldatmaq
1229,töten::V,убия,öldürmək
1230,töten::V,умъртвя,öldürmək
1231,wohnen::V,живея,yaşamaq
1232,arbeiten::V,работя,işləmək
1233,arbeiten::V,работя,çalışmaq
1234,sammeln::V,събера,yığmaq
1235,sammeln::V,събера,toplamaq
1236,pflücken::V,бера,qoparmaq
1237,pflücken::V,откъсна,qoparmaq
1238,jagen::V,ловувам,ovlamaq
1239,fischen::V,ловя риба,balıq tutmaq
1240,fassen::V,хвана,tutmaq
1241,hüten::V,пазя,güdmək
1242,treiben::V,карам,haylamaq
1243,anbinden::V,завържа,bağlamaq
1244,füttern::V,храня,bəsləmək
1245,melken::V,доя,sağmaq
1246,hacken::V,сека,yarmaq
1247,gießen::V,полея,sulamaq
1248,reifen::V,узрея,dəymək
1249,zubereiten::V,приготвя,bişirmək
1250,kochen::V,варя,qaynatmaq
1251,backen::V,пека,bişirmək
1252,braten::V,пържа,qızartmaq
1253,umrühren::V,разбъркам,qarışdırmaq
1254,stricken::V,плета,hörmək
1255,nähen::V,шия,tikmək
1256,färben::V,боядисам,boyamaq
1257,reinigen::V,почистя,təmizləmək
1258,waschen::V,мия,yumaq
1259,waschen::V,пера,yumaq
1260,abwischen::V,избърша,silmək
1261,spülen::V,плакна,çalxamaq
1262,fegen::V,измета,süpürmək
1263,kehren::V,мета,süpürmək
1264,baden::V,къпя се,çimmək
1265,sich waschen::V,мия се,yuyunmaq
1266,ausziehen::V,съблека,soyunmaq
1267,anziehen::V,облека,geymək
1268,sich anziehen::V,облека се,geyinmək
1269,kämmen::V,реша,daramaq
1270,kämmen::V,вчеша,daramaq
1271,schmücken::V,накича,bəzəmək
1272,sagen::V,кажа,demək
1273,sagen::V,кажа,söymek
1274,sprechen::V,говоря,danışmaq
1275,reden::V,говоря,danışmaq
1276,sich unterhalten::V,разговарям,söhbət etmək
1277,fragen::V,запитам,soruşmaq
1278,bitten::V,моля,diləmək
1279,bitten::V,моля,xahiş etmək
1280,erzählen::V,разкажа,bəhs etmək
1281,mitteilen::V,съобщя,bildirmək
1282,nennen::V,нарека,adlandırmaq
1283,rufen::V,викам,çağırmaq
1284,rufen::V,повикам,çağırmaq
1285,prahlen::V,хваля се,öyünmək
1286,übersetzen::V,преведа,tərcümə etmək
1287,denken::V,мисля,düşünmək
1288,denken::V,мисля,fikirləşmək
1289,glauben::V,вярвам,inanmaq
1290,bemerken::V,забележа,qeyd etmək
1291,erkennen::V,позная,tanımaq
1292,begreifen::V,схвана,anlamaq
1293,verstehen::V,разбера,duymaq
1294,lernen::V,уча се,öyrənmək
1295,wissen::V,зная,bilmək
1296,sich erinnern an::V,спомня си за,xatırlamaq
1297,vergessen::V,забравя,unutmaq
1298,messen::V,меря,ölçmək
1299,zählen::V,броя,saymaq
1300,rechnen::V,сметна,hesablamaq
1301,lesen::V,чета,oxumaq
1302,malen::V,рисувам,şəkil çəkmək
1303,zeichnen::V,рисувам,cızmaq
1304,schreiben::V,пиша,yazmaq
1305,besitzen::V,имам,yiyələnmək
1306,besitzen::V,имам,malik olmaq
1307,besitzen::V,притежавам,yiyələnmək
1308,besitzen::V,притежавам,malik olmaq
1309,kaufen::V,купя,satın almaq
1310,kaufen::V,купувам,satın almaq
1311,verkaufen::V,продам,satmaq
1312,bezahlen::V,заплатя,ödəmək
1313,zahlen::V,платя,ödəmək
1314,beherrschen::V,владея,idarə etmək
1315,ertragen::V,понеса,dözmək
1316,Platte::N,,lövhə
1317,Stütze::N,,dayaq
1318,Stütze::N,,dəstək
1319,stehlen::V,,çalmaq
1320,stehlen::V,,oğurlamaq
