,Concept_ID,fa,he
188,Barsch::N,ماهی خاردار,אוקונוס
189,Hecht::N,اردک ماهی,זאב הים
190,Schlange[Tier]::N,مار,נחש
191,Wurm::N,کرم,תולעת
192,Spinne::N,عنکبوت,עכביש
193,Ameise::N,مورچه,נמלה
194,Laus::N,شپش,כנה
195,Mücke::N,پشه,יתוש
196,Fliege::N,مگس,זבוב
197,Schmetterling::N,پروانه,פרפר
198,Beere::N,گیله,ענבה
199,Apfel::N,سیب,תפוח
200,Pilz::N,قارچ,פטריה
201,Zwiebel::N,پیاز,בצל
202,Saat::N,بذر,זרעים
203,Korn::N,تخم,גרעין
204,Korn::N,دانه,גרעין
205,Heu::N,علف خشک,חציר
206,Schale::N,پوست,קלפה
207,Grube::N,گودال,בור
208,Grube::N,گودال,שוחה
209,Falle::N,دام,מלכדת
210,Schlinge::N,حلقه,לולאה
211,Spur::N,رد,עקבה
212,Asche::N,خاکستر,אפר
213,Dreck::N,کثافت,זהמה
214,Eisen::N,آهن,ברזל
215,Gold::N,زر,זהב
216,Gold::N,طلا,זהב
217,Silber::N,نقره,כסף
218,Kohle::N,زغال,פחם
219,Glas::N,شیشه,זכוכית
220,Lehm::N,گل,חרסית
221,Sand::N,شن,חול
222,Sand::N,ماسه,חול
223,Mensch::N,آدم,אדם
224,Mensch::N,انسان,אדם
225,Mann::N,مرد,איש
226,Mann::N,مرد,גבר
227,Frau::N,زن,אשה
228,Frau::N,زن,גברת
229,Kind::N,بچه,ילד
230,Kind::N,کودک,ילד
231,Junge::N,پسر,ילד
232,Mädchen::N,دختر,נערה
233,Familie::N,فامیل,משפחה
234,Familie::N,خانواده,משפחה
235,Großvater::N,پدربزرگ,סבא
236,Großmutter::N,مادر‌بزرگ,סבתא
237,Eltern::N,والدین,הורים
238,Eltern::N,پدر‌و‌مادر,הורים
239,Vater::N,پدر,אב
240,Mutter::N,مادر,אם
241,Sohn::N,پسر,בן
242,Tochter::N,دختر,בת
243,Bruder::N,برادر,אח
244,Schwester::N,خواهر,אחות
245,Onkel::N,عمو,דוד
246,Onkel::N,دایی,דוד
247,Tante::N,عمه,דודה
248,Tante::N,خاله,דודה
249,Ehemann::N,همسر,איש
250,Ehemann::N,همسر,בעל
251,Ehefrau::N,همسر,אשה
252,Freude::N,شادی,שמחה
253,Gelächter::N,خنده,צחוק
254,Gelächter::N,قاه‌قاه,צחוק
255,Glück::N,اقبال,אשר
256,Kummer::N,غم,יגון
257,Kummer::N,غم,עגמה
258,Kummer::N,غصه,יגון
259,Kummer::N,غصه,עגמה
260,Wunsch::N,آرزو,אחול
261,Wunsch::N,آرزو,משאלה
262,Lust::N,هوس,חשק
263,Lust::N,هوس,תשוקה
264,Geist::N,روح,רוח
265,Gedanke::N,فکر,מחשבה
266,Gedächtnis::N,حافظه,זכרון
267,Verstand::N,هوش,שכל
268,Sinn::N,معنا,מובן
269,Sinn::N,معنا,משמעות
270,Sinn::N,مفهوم,מובן
271,Sinn::N,مفهوم,משמעות
272,Grund::N,سبب,סבה
273,Grund::N,دلیل,סבה
274,Wahrheit::N,حقیقت,אמת
275,Gespräch::N,صحبت,דיון
276,Gespräch::N,گفتگو,דיון
277,Märchen::N,قصه,אגדה
278,Märchen::N,افسانه,אגדה
279,Erzählung::N,داستان,ספור
280,Nachricht::N,خبر,ידיעה
281,Neuigkeit::N,خبر تازه,חדשה
282,Name::N,اسم,שם
283,Rätsel::N,معما,תעלומה
284,Rede::N,سخن,נאום
285,Sprache::N,زبان,לשון
286,Stimme::N,صدا,קול
287,Wort::N,کلمه,מלה
288,Zeichen::N,نشان,סימן
289,Zeichen::N,علامت,סימן
290,Ruf::N,صدا,קריאה
291,Lärm::N,هیاهو,רעש
292,Laut::N,صدا,הגה
293,Ton::N,آهنگ,צליל
294,Lied::N,آواز,שיר
295,Lied::N,ترانه,שיר
296,Ruhe::N,آرامش,שלוה
297,Leute::N,مردم,אנשים
298,Volk::N,خلق,עם
299,Arbeit::N,کار,עבודה
300,Gast::N,مهمان,אורח
301,Geschenk::N,هدیه,מתנה
302,Spiel::N,بازی,משחק
303,Gesellschaft::N,جمعیت,חברה
304,Hilfe::N,کمک,עזרה
305,Freund::N,دوست,חבר
306,Freund::N,دوست,ידיד
307,Kamerad::N,رفیق,רע
308,Angelegenheit::N,امر,ענין
309,Angelegenheit::N,قضیه,ענין
310,Anzahl::N,عده,מספר
311,Anzahl::N,شمار,מספר
312,Art::N,نوع,סוג
313,Stück::N,تکه,חתיכה
314,Stück::N,قطعه,חתיכה
315,Teil::N,بخش,פרק
316,Teil::N,قسمت,פרק
317,Hälfte::N,نیم,חצי
318,Kreis::N,حلقه,מעגל
319,Kreis::N,دایره,מעגל
320,Kreuz::N,صلیب,צלב
321,Linie::N,خط,קו
322,Linie::N,سطر,קו
323,Strich::N,خط,קו קצר
324,Abstand::N,فاصله,מרחק
325,Entfernung::N,مسافت,מרחק
326,Gegend::N,منطقه,נוף
327,Platz::N,گنجایش,שטח
328,Ort::N,جا,אתר
329,Ort::N,جا,מקום
330,Ort::N,محل,אתר
331,Ort::N,محل,מקום
332,Ort::N,مکان,אתר
333,Ort::N,مکان,מקום
334,Seite::N,طرف,צד
335,Mitte::N,وسط,אמצע
336,Mitte::N,میان,אמצע
337,Gegenstand::N,چیز,אוביקט
338,Sache::N,چیز,דבר
339,Rand::N,کنار,פרור
340,Rand::N,حاشیه,פרור
341,Kante::N,لبه,קצה
342,Ecke::N,گوشه,פנה
343,Spitze::N,سر,קצה
344,Spitze::N,نوک,קצה
345,Ende::N,ته,סוף
346,Ende::N,آخر,סוף
347,Loch::N,سوراخ,חר
348,Winkel::N,کنج,פנה
349,Muster::N,نقش,תבנית
350,Größe::N,قد,גדל
351,Größe::N,بزرگی,גדל
352,Länge::N,طول,ארך
353,Höhe::N,بلندی,קומה
354,Höhe::N,بلندی,גבה
355,Gewicht::N,وزن,משקל
356,Menge::N,مقدار,כמות
357,Menge::N,اندازه,כמות
358,Haufen::N,توده,ערמה
359,Reihe::N,ردیف,רצף
360,Boot::N,قایق,סירה
361,Ruder::N,پارو,משוט
362,Schlitten::N,سورتمه,מזחלת
363,Ski::N,اسکی,מגלשים
364,Lagerfeuer::N,آتش,מדורה
365,Last::N,بار,משא
366,Last::N,سنگینی,משא
367,Gang::N,راه رفتن,הליכה
368,Schritt::N,قدم,צעד
369,Norden::N,شمال,צפון
370,Süden::N,جنوب,דרום
371,Westen::N,غرب,מערב
372,Osten::N,شرق,מזרח
373,Holz::N,چوب,עץ
374,Brett::N,تخته,קרש
375,Platte::N,صفحه,לוח
376,Stütze::N,تکیه,משען
377,Stange::N,میله,מוט
378,Stock::N,چوب,מקל
379,Stab::N,عصا,מוט
380,Rohr::N,لوله,צנור
381,Haus::N,منزل,בית
382,Heim::N,خانه,בית
383,Heim::N,کاشانه,בית
384,Ofen::N,بخاری,תנור
385,Fußboden::N,کف اتاق,רצפה
386,Tisch::N,میز,שלחן
387,Stuhl::N,صندلی,כסא
388,Wiege::N,گهواره,ערש
389,Bett::N,تختخواب,מטה
390,Regal::N,قفسه,מדף
391,Kiste::N,صندوق,תבה
392,Kiste::N,صندوق,ארגז
393,Fenster::N,پنجره,חלון
394,Tür::N,در,דלת
395,Tür::N,درب,דלת
396,Tor::N,دروازه,שער
397,Zaun::N,حصار,גדר
398,Dach::N,بام,גג
399,Leiter::N,نردبان,סלם
400,Besen::N,جارو,מטאטא
401,Spaten::N,بیل,את
402,Schaufel::N,بیل,את
403,Schaufel::N,پارو,את
404,Gabel::N,چنگال,מזלג
405,Löffel::N,قاشق,כף
406,Messer::N,کارد,סכין
407,Nagel::N,میخ,מסמר
408,Netz::N,تور,רשת
409,Netz::N,شبکه,רשת
410,Haken::N,قلاب,וו
411,Haken::N,قلاب,קרס
412,Griff::N,دسته,ידית
413,Schloss::N,قفل,מנעול
414,Bild::N,عکس,תמונה
415,Bild::N,تصویر,תמונה
416,Figur::N,تندیس,פסל
417,Puppe::N,عروسک,בבה
418,Beutel::N,کیسه,שק
419,Bündel::N,بسته,צרור
420,Tasche::N,کیف,שקית
421,Eimer::N,سطل,דלי
422,Deckel::N,در,מכסה
423,Geschirr::N,ظرف,כלים
424,Sack::N,گونی,שק
425,Tasse::N,فنجان,ספל
426,Topf::N,دیگ,סיר
427,Topf::N,قابلمه,סיר
428,Kessel::N,دیگ,קנקן
429,Essen::N,خوراک,אכל
430,Essen::N,خوراک,ארוחה
431,Nahrung::N,غذا,הזנה
432,Nahrung::N,غذا,תזונה
433,Speise::N,خوراک,מאכל
434,Speise::N,خوراک,ארוחה
435,Fleisch::N,گوشت,בשר
436,Getreide::N,غله,דגן
437,Brei::N,فرنی,מחית
438,Brei::N,حریره,מחית
439,Brot::N,نان,לחם
440,Scheibe::N,قاچ,עגול
441,Scheibe::N,قاچ,פרוסה
442,Scheibe::N,لزگه,עגול
443,Scheibe::N,لزگه,פרוסה
444,Fett::N,چربی,שמן
445,Butter::N,کره,חמאה
446,Öl::N,روغن,שמן
447,Salz::N,نمک,מלח
448,Suppe::N,آش,מרק
449,Suppe::N,سوپ,מרק
450,Honig::N,عسل,דבש
451,Milch::N,شیر,חלב
452,Tee::N,چای,תה
453,Leder::N,چرم,עור
454,Wolle::N,پشم,צמר
455,Stoff::N,پارچه,בד
456,Stoff::N,پارچه,אריג
457,Nadel::N,سوزن,מחט
458,Faden::N,نخ,חוט
459,Knopf::N,دکمه,כפתור
460,Knoten::N,گره,קשר
461,Farbe::N,رنگ,צבע
462,Kleidung::N,لباس,בגדים
463,Kleidung::N,پوشاک,בגדים
464,Hemd::N,پیراهن,חלצה
465,Kragen::N,یقه,צוארון
466,Ärmel::N,آستین,שרוול
467,Hose::N,شلوار,מכנסים
468,Gürtel::N,کمر‌بند,חגורה
469,Mütze::N,کلاه,כובע
470,Schuh::N,کفش,נעל
471,Stiefel::N,چکمه,מגף
472,Ring::N,حلقه,טבעת
473,Ring::N,انگشتر,טבעת
474,Band::N,نوار,סרט
475,Band::N,روبان,סרט
476,Kamm::N,شانه,מסרק
477,Spiegel::N,آینه,מראה
478,Riemen::N,تسمه,רצועה
479,Schnur::N,ریسمان,חבל
480,Leine::N,قلاده,מושכות
481,Decke::N,پتو,שמיכה
482,Kissen::N,بالش,כרית
483,Tuch::N,شال,צעיף
484,Handtuch::N,حوله,מגבת
485,Kraft::N,نیرو,כוח
486,Stärke::N,زور,און
487,Gesundheit::N,سلامتی,בריאות
488,Gesundheit::N,تندرستی,בריאות
489,Krankheit::N,بیماری,מחלה
490,Schmerz::N,درد,כאב
491,Wunde::N,زخم,פציעה
492,Fieber::N,تب,חם
493,Arznei::N,دارو,תרופה
494,Brücke::N,پل,גשר
495,Brunnen::N,چاه,באר
496,Weide::N,چراگاه,אחו
497,Weide::N,چراگاه,מרעה
498,Pfad::N,راه,שביל
499,Pfad::N,راه,מדרכה
500,Weg::N,راه,דרך
501,Weg::N,طریق,דרך
502,Straße::N,راه,כביש
503,Straße::N,جاده,כביש
504,Dorf::N,ده,כפר
505,Dorf::N,روستا,כפר
506,Stadt::N,شهر,עיר
507,Brief::N,نامه,מכתב
508,Buch::N,کتاب,ספר
509,Buchstabe::N,حرف,אות
510,Zeitung::N,روزنامه,עתון
511,Leben::N,عمر,חיים
512,Leben::N,زندگی,חיים
513,Tod::N,مرگ,מות
514,Grab::N,گور,קבר
515,Grab::N,مزار,קבר
516,Kirche::N,کلیسا,כנסיה
517,Sünde::N,بزه,חטא
518,Sünde::N,گناه,חטא
519,Gott::N,خدا,אל
520,Arbeiter::N,کارگر,פועל
521,Chef::N,رئیس,ראש
522,Chef::N,رئیس,מנהל
523,Meister::N,استاد,ממחה
524,Arzt::N,پزشک,רופא
525,Lehrer::N,معلم,מורה
526,Lehrer::N,آموزگار,מורה
527,Geld::N,پول,כסף
528,Geschäft::N,کار,עסקה
529,Geschäft::N,بیزنس,עסקה
530,Laden::N,دکان,חנות
531,Laden::N,مغازه,חנות
532,Preis::N,بها,מחיר
533,Preis::N,قیمت,מחיר
534,Ware::N,جنس,סחורה
535,Ware::N,کالا,סחורה
536,Nutzen::N,مزیت,תועלת
537,Nutzen::N,امتیاز,תועלת
538,Reichtum::N,مال,עשר
539,Reichtum::N,ثروت,עשר
540,Welt::N,دنیا,עולם
541,Land::N,کشور,ארץ
542,Land::N,مملکت,ארץ
543,Staat::N,دولت,מדינה
544,König::N,شاه,מלך
545,König::N,پادشاه,מלך
546,Macht::N,قدرت,כוח
547,Macht::N,اختیار,כוח
548,Grenze::N,مرز,גבול
549,Krieg::N,جنگ,מלחמה
550,Feind::N,دشمن,אויב
551,Gewalt::N,زور,אלימות
552,Gewalt::N,خشونت,אלימות
553,Kampf::N,نبرد,קרב
554,Kampf::N,نبرد,לחימה
555,Kampf::N,مبارزه,קרב
556,Kampf::N,مبارزه,לחימה
557,Bogen[Waffe]::N,کمان,קשת
558,Pfeil::N,تیر,חץ
559,Gewehr::N,تفنگ,רובה
560,Fehler::N,غلط,טעות
561,Fehler::N,اشتباه,טעות
562,Lüge::N,دروغ,שקר
563,Schaden::N,آسیب,נזק
564,Schaden::N,خسارت,נזק
565,Unglück::N,بلا,מזל רע
566,Schuld::N,گناه,אשמה
567,Schuld::N,تقصیر,אשמה
568,Alter::N,سن,גיל
569,Alter::N,عمر,גיל
570,Schluss::N,انتها,סיום
571,Zeit::N,وقت,זמן
572,Zeit::N,زمان,זמן
573,Tag::N,روز,יום
574,Morgen::N,صبح,בקר
575,Mittag::N,ظهر,צהרים
576,Abend::N,شب,ערב
577,Abend::N,عصر,ערב
578,Nacht::N,شب,לילה
579,Woche::N,هفته,שבוע
580,Monat::N,ماه,חדש
581,Jahr::N,سال,שנה
582,Frühling::N,بهار,אביב
583,Sommer::N,تابستان,קיץ
584,Herbst::N,پاییز,סתו
585,Winter::N,زمستان,חרף
586,Januar::N,ژانویه,ינואר
587,Februar::N,فوریه,פברואר
588,März::N,مارس,מרץ
589,April::N,آوریل,אפריל
590,Mai::N,مه,מאי
591,Juni::N,ژوئن,יוני
592,Juli::N,ژویه,יולי
593,August::N,اوت,אוגוסט
594,September::N,سپتامبر,ספטמבר
595,Oktober::N,اکتبر,אוקטובר
596,November::N,نوامبر,נובמבר
597,Dezember::N,دسامبر,דצמבר
598,Montag::N,دو‌شنبه,יום שני
599,Dienstag::N,سه‌شنبه,יום שלישי
600,Mittwoch::N,چهار‌شنبه,יום רביעי
601,Donnerstag::N,پنج شنبه,יום חמישי
602,Freitag::N,جمعه,יום ששי
603,Samstag::N,شنبه,יום שבת
604,Sonntag::N,یکشنبه,יום ראשון
605,groß::A,بزرگ,גדול
606,klein::A,کوچک,קטן
607,lang::A,بلند,ארך
608,kurz::A,کوتاه,קצר
609,breit::A,پهن,רחב
610,schmal::A,تنگ,צר
611,schmal::A,نازک,צר
612,dicht::A,چگال,צפוף
613,dicht::A,انبوه,צפוף
614,dick[Gegenstand]::A,ضخیم,עבה
615,dünn::A,نازک,דק
616,fein::A,ریز,מעדן
617,fein::A,باریک,מעדן
618,fest::A,محکم,מוצק
619,flach::A,صاف,שטוח
620,flach::A,مسطح,שטוח
621,glatt::A,لیز,חלק
622,hart::A,سفت,קשיח
623,weich::A,نرم,רך
624,weich::A,ملایم,רך
625,rund::A,گرد,עגל
626,spitz::A,تیز,חד
627,spitz::A,نوک‌تیز,חד
628,scharf::A,تیز,חד
629,scharf::A,برنده,חד
630,stumpf::A,کند,קהה
631,schwer::A,سنگین,כבד
632,schön::A,زیبا,יפה
633,heiß::A,داغ,חם
634,warm::A,گرم,חם
635,kalt::A,سرد,קר
636,kühl::A,خنک,צונן
637,frisch::A,تازه,טרי
638,feucht::A,مرطوب,לח
639,nass::A,تر,רטוב
640,nass::A,خیش,רטוב
641,trocken::A,خشک,יבש
642,voll::A,پر,מלא
643,leer::A,خالی,ריק
644,offen::A,باز,פתוח
645,geschlossen::A,بسته,סגור
646,sauber::A,پاک,נקי
647,sauber::A,تمیز,נקי
648,schmutzig::A,کثیف,מלכלך
649,schmutzig::A,آلوده,מלכלך
650,roh::A,خام,חי
651,reif::A,رسیده,בשל
652,lecker::A,لذیذ,טעים
653,lecker::A,خوشمزه,טעים
654,süß::A,شیرین,מתוק
655,bitter::A,تلخ,מר
656,sauer::A,ترش,חמוץ
657,hell::A,روشن,בהיר
658,dunkel::A,تاریک,עמום
659,schwarz::A,سیاه,שחר
660,weiß::A,سفید,לבן
661,rot::A,سرخ,אדם
662,rot::A,قرمز,אדם
663,gelb::A,زرد,צהב
664,blau::A,آبی,כחל
665,grün::A,سبز,ירק
666,grau::A,طوسی,אפר
667,grau::A,خاکستری,אפר
668,bunt::A,رنگارنگ,צבעוני
669,billig::A,ارزان,זול
670,teuer::A,گران,יקר
671,wertvoll::A,قیمتی,יקר ערך
672,wertvoll::A,گرانبها,יקר ערך
673,blind::A,کور,עור
674,blind::A,نابینا,עור
675,taub::A,کر,חרש
676,taub::A,ناشنوا,חרש
677,kräftig::A,قوی,חסן
678,stark::A,قوی,חזק
679,stark::A,نیرومند,חזק
680,schwach::A,ضعیف,חלש
681,fett::A,چرب,שמן
682,schlank::A,باریک‌اندام,רזה
683,hübsch::A,قشنگ,יפה תאר
684,hübsch::A,خوشگل,יפה תאר
685,böse::A,بد,רשע
686,dumm::A,احمق,טפש
687,faul::A,لش,עצלן
688,faul::A,تنبل,עצלן
689,fleißig::A,زرنگ,חרוץ
690,geizig::A,خسیس,קמצן
691,klug::A,عاقل,נבון
692,klug::A,عاقل,פקח
693,klug::A,باهوش,נבון
694,klug::A,باهوش,פקח
695,geschickt::A,ماهر,מימן
696,lieb::A,عزیز,יקר
697,lieb::A,عزیز,אהוב
698,lustig::A,شاد,עליז
699,lustig::A,خوشحال,עליז
700,sanft::A,لطیف,עדין
701,hungrig::A,گرسنه,רעב
702,krank::A,مریض,חולה
703,krank::A,بیمار,חולה
704,nackt::A,لخت,ערום
705,nackt::A,برهنه,ערום
706,traurig::A,غمگین,עצוב
707,lebendig::A,زنده,חי
708,gut::A,خوب,טוב
709,schlecht::A,بد,גרוע
710,richtig::A,درست,נכון
711,schlimm::A,وخيم,רע
712,wahr::A,درست,אמתי
713,wahr::A,حقیقی,אמתי
714,alt::A,کهنه,ישן
715,neu::A,نو,חדש
716,ehemalig::A,قبلی,לשעבר
717,alt[Lebewesen]::A,پیر,זקן
718,jung::A,جوان,צעיר
719,arm::A,فقیر,עני
720,reich::A,پولدار,עשיר
721,reich::A,ثروتمند,עשיר
722,bekannt::A,آشنا,ידוע
723,bekannt::A,معلوم,ידוע
724,berühmt::A,مشهور,מפרסם
725,fremd::A,خارجی,זר
726,fremd::A,بیگانه,זר
727,verschieden::A,مختلف,שונה
728,verschieden::A,متفاوت,שונה
729,nah::A,نزدیک,קרוב
730,fern::A,دور,רחוק
731,linker::A,چپ,שמאלי
732,rechter::A,راست,ימין
733,anderer::A,دیگر,אחר
734,erster::A,اول,ראשון
735,zweiter::A,دوم,שני
736,dritter::A,سوم,שלישי
737,letzter::A,آخر,אחרון
738,allein::ADV,تنها,לבד
739,auf einmal::ADV,همزمان,בו-זמנית
740,zusammen::ADV,باهم,ביחד
741,lange::ADV,مدت‌ها,הרבה זמן
742,lange::ADV,مدت زیادی,הרבה זמן
743,plötzlich::ADV,ناگهان,לפתע
744,plötzlich::ADV,ناگهان,פתאום
745,sofort::ADV,فوراً,מיד
746,später::ADV,بعدها,לאחר זמן
747,später::ADV,بعدها,יותר מאחר
748,jetzt::ADV,حالا,עכשיו
749,jetzt::ADV,اکنون,עכשיו
750,heute::ADV,امروز,היום
751,morgen::ADV,فردا,מחר
752,bald::ADV,زود,בקרוב
753,bald::ADV,بزودی,בקרוב
754,dann::ADV,سپس,אחר-כך
755,dann::ADV,آنوقت,אחר-כך
756,gestern::ADV,دیروز,אתמול
757,einst::ADV,وقتی,לפנים
758,einst::ADV,زمانی,לפנים
759,damals::ADV,آنوقت,אז
760,damals::ADV,آنزمان,אז
761,danach::ADV,بعد,אחר-כך
762,vorher::ADV,قبلاً,לפני זה
763,zuerst::ADV,اول,קדם
764,zuerst::ADV,ابتداء,קדם
765,einmal::ADV,یکدفعه,פעם
766,manchmal::ADV,گاهی,לפעמים
767,manchmal::ADV,بعضی اوقات,לפעמים
768,oft::ADV,اغلب,לעתים קרובות
769,immer::ADV,همیشه,תמיד
770,niemals::ADV,هرگز,אף פעם
771,hier::ADV,اینجا,כאן
772,hierhin::ADV,به اینجا,פה
773,von hier::ADV,از اینجا,מפה
774,dort::ADV,آنجا,שם
775,dorthin::ADV,به آنجا,שם
776,geradeaus::ADV,راست,ישר
777,vorwärts::ADV,جلو,קדימה
778,vorwärts::ADV,به پیش,קדימה
779,rückwärts::ADV,عقب,לאחור
780,zurück::ADV,پس,בחזרה
781,zurück::ADV,پس,אחורנית
782,zurück::ADV,عقب,בחזרה
783,zurück::ADV,عقب,אחורנית
784,zurück::ADV,بالعکس,בחזרה
785,zurück::ADV,بالعکس,אחורנית
786,unten::ADV,زیر,למטה
787,unten::ADV,پایین,למטה
788,hinab::ADV,به پایین,למטה
789,oben::ADV,بالا,מעל
790,oben::ADV,بالا,למעלה
791,hinauf::ADV,به بالا,למעלה
