,Concept_ID,kk,cv
714,dicht::A,жиі,йӑвӑ
715,dick[Gegenstand]::A,шомбал,хулӑн
716,dünn::A,жұқа,ҫинҫе
717,dünn::A,жұқа,ҫӳхе
718,dünn::A,жіңішке,ҫинҫе
719,dünn::A,жіңішке,ҫӳхе
720,fein::A,қаңылтақ,тарай
721,fein::A,қаңылтақ,вӗлтӗрти
722,fest::A,берік,тӗреклӗ
723,fest::A,мызғымас,тӗреклӗ
724,flach::A,жалпак,лаптак
725,glatt::A,типыл,такӑр
726,hart::A,қатты,хытӑ
727,weich::A,жұмсақ,ҫемҫе
728,rund::A,домалақ,ҫавра
729,spitz::A,үшкір,шӗвӗр
730,scharf::A,сүйрік,ҫивӗч
731,stumpf::A,доғал,мӑка
732,stumpf::A,доғал,пуклак
733,stumpf::A,доғал,тӗрӗнчӗк
734,stumpf::A,доғал,ӑнкарусӑр
735,stumpf::A,өтпейтін,мӑка
736,stumpf::A,өтпейтін,пуклак
737,stumpf::A,өтпейтін,тӗрӗнчӗк
738,stumpf::A,өтпейтін,ӑнкарусӑр
739,schwer::A,салмақты,йывӑр
740,schön::A,сұлу,илемлӗ
741,heiß::A,ыссы,вӗри
742,warm::A,жылы,ӑшӑ
743,kalt::A,аязды,сивӗ
744,kühl::A,салқын,уҫӑ
745,frisch::A,таза,уҫӑ
746,frisch::A,жаңа,уҫӑ
747,feucht::A,нам,йӗпе
748,feucht::A,дымқылды,йӗпе
749,nass::A,сулы,нӳрӗ
750,trocken::A,құрғақ,типӗ
751,voll::A,толы,тулли
752,leer::A,бос,пушӑ
753,offen::A,ашып қойылған,уҫӑ
754,geschlossen::A,жабулы,хупӑ
755,sauber::A,дақсыз,таса
756,sauber::A,мұнтаздай,таса
757,schmutzig::A,айғыз,пылчӑклӑ
758,schmutzig::A,айғыз,вараланчӑк
759,schmutzig::A,сатпақ,пылчӑклӑ
760,schmutzig::A,сатпақ,вараланчӑк
761,schmutzig::A,сатал-сатал,пылчӑклӑ
762,schmutzig::A,сатал-сатал,вараланчӑк
763,roh::A,шикі,чӗрӗ
764,reif::A,піскен,пулнӑ
765,reif::A,піскен,пиҫӗхнӗ
766,reif::A,піскен,аталаннӑ
767,reif::A,піскен,пиҫсе ҫитнӗ
768,lecker::A,дәмді,тутлӑ
769,lecker::A,дәмді,техӗмлӗ
770,süß::A,тәтті,пылак
771,bitter::A,ащы,йӳҫӗ
772,sauer::A,қышқыл,йӳҫӗ
773,sauer::A,қышқыл,йӳҫек
774,sauer::A,қышқыл,кӑвасак
775,hell::A,жарық,ҫутӑ
776,hell::A,жарқын,ҫутӑ
777,dunkel::A,қараңғы,тӗттӗм
778,schwarz::A,қара,хура
779,weiß::A,ақ,шурӑ
780,rot::A,қызыл,хӗрлӗ
781,gelb::A,сары,сарӑ
782,blau::A,көк,кӑвак
783,grün::A,жасыл,симӗс
784,grün::A,жасыл,пиҫмен
785,grün::A,жасыл,ӑс пухман
786,grau::A,бозамық,кӑвак
787,bunt::A,алабажак,чӑпар
788,billig::A,арзан,йӳнӗ
789,teuer::A,бағалы,хаклӑ
790,wertvoll::A,құнды,паха
791,wertvoll::A,қымбат,паха
792,blind::A,көзсіз,суккӑр
793,blind::A,көр,суккӑр
794,blind::A,көр_соқыр,суккӑр
795,taub::A,керең,хӑлхасӑр
796,taub::A,саңырау,хӑлхасӑр
797,kräftig::A,қуатты,хӑватлӑ
798,kräftig::A,қарымды,хӑватлӑ
799,stark::A,білекті,вирлӗ
800,schwach::A,әлсіз,халсӑр
801,schwach::A,күшсіз,халсӑр
802,schwach::A,қайратсыз,халсӑр
803,fett::A,семіз,самӑр
804,fett::A,семіз,мӑнтӑр
805,schlank::A,ашаң,йӑрӑс
806,schlank::A,ашаң,яштака
807,hübsch::A,ажарлы,хитре
808,hübsch::A,шырайлы,хитре
809,böse::A,өш,усал
810,böse::A,сұм,усал
811,böse::A,жауыз,усал
812,dumm::A,көкми,ухмах
813,dumm::A,ақымақ,ухмах
814,dumm::A,миы жоқ,ухмах
815,faul::A,жалқау,наян
816,faul::A,жалқау,юлхав
817,faul::A,жалқау,ӳркенчӗк
818,faul::A,еріншек,наян
819,faul::A,еріншек,юлхав
820,faul::A,еріншек,ӳркенчӗк
821,fleißig::A,ұқыпты,хастар
822,geizig::A,сараң,хытӑ
823,klug::A,жетік,ӑслӑ
824,klug::A,ақылды,ӑслӑ
825,geschickt::A,шебер,ӑста
826,lieb::A,абзал,савнӑ
827,lieb::A,айналайын,савнӑ
828,lustig::A,көңілді,хаваслӑ
829,sanft::A,жуас,ачаш
830,hungrig::A,аш,выҫӑ
831,krank::A,кеселді,чирлӗ
832,nackt::A,жалаңаш,ҫара
833,traurig::A,қапа,салхуллӑ
834,lebendig::A,тірі,чӗрӗ
835,lebendig::A,жанды,чӗрӗ
836,gut::A,жақсы,аван
837,gut::A,жақсы,лайӑх
838,schlecht::A,жаман,япӑх
839,schlecht::A,жаман,начар
840,richtig::A,дұрыс,тӗрӗс
841,schlimm::A,жаман,йӗрӗнчӗк
842,wahr::A,нағыз,чӑн
843,alt::A,ескі,кивӗ
844,neu::A,жаңа,ҫӗнӗ
845,ehemalig::A,өткен,пулнӑ
846,ehemalig::A,бұрынғы,пулнӑ
847,alt[Lebewesen]::A,кексе,ватӑ
848,jung::A,науша,яш
849,jung::A,науша,ҫамрӑк
850,arm::A,кедей,чухӑн
851,arm::A,дәулетсіз,чухӑн
852,reich::A,малды,пуян
853,bekannt::A,таныс,пӗлӗш
854,bekannt::A,көзтаныс,пӗлӗш
855,berühmt::A,атақты,чаплӑ
856,fremd::A,бөтен,ют
857,verschieden::A,түрлі,расна
858,nah::A,жуық,ҫывӑх
859,nah::A,жуық,ҫывӑхри
860,nah::A,етене,ҫывӑх
861,nah::A,етене,ҫывӑхри
862,fern::A,алыс,инҫе
863,fern::A,алыс,аякри
864,fern::A,алыстағы,инҫе
865,fern::A,алыстағы,аякри
866,linker::A,сол,сулахай
867,linker::A,солшыл,сулахай
868,rechter::A,оң,сылтӑм
869,anderer::A,өзге,урӑх
870,anderer::A,былайғы,урӑх
871,erster::A,алғашқы,пӗрремӗш
872,zweiter::A,екінші,иккӗмӗш
873,dritter::A,үшінші,виҫҫӗмӗш
874,letzter::A,артқы,юлашки
875,letzter::A,кейінгі,юлашки
876,allein::ADV,серіксіз,пӗччен
877,auf einmal::ADV,бірден,кӗмӗрккен
878,zusammen::ADV,бірлесіп,пӗрле
879,lange::ADV,ұзақ,вӑрах
880,plötzlich::ADV,кенет,сасартӑк
881,sofort::ADV,әне-міне дегенше,тӳрех
882,später::ADV,артынан,кайран
883,jetzt::ADV,енді,халь
884,jetzt::ADV,енді,халӗ
885,jetzt::ADV,қазір,халь
886,jetzt::ADV,қазір,халӗ
887,heute::ADV,бүгін,паян
888,morgen::ADV,ертең,ыран
889,bald::ADV,тез,халех
890,bald::ADV,тез,кӗҫех
891,dann::ADV,онан соң,унтан
892,dann::ADV,сонан соң,унтан
893,gestern::ADV,кеше,ӗнер
894,einst::ADV,бірде,пӗррехинче
895,einst::ADV,бір кезде,пӗррехинче
896,damals::ADV,анада,ун чухне
897,damals::ADV,анада,апла пулсан
898,danach::ADV,онан соң,унтан
899,danach::ADV,сонан соң,унтан
900,vorher::ADV,бұрын,малтан
901,zuerst::ADV,әуелі,пирвай
902,zuerst::ADV,алдымен,пирвай
903,einmal::ADV,бір жолы,пӗррехинче
904,manchmal::ADV,кейде,хӑш чухне
905,oft::ADV,ылғи,тӑтӑш
906,immer::ADV,өнебойы,ялан
907,niemals::ADV,ешуақытта,нихӑҫан та
908,hier::ADV,бұнда,кунта
909,hier::ADV,осында,кунта
910,hierhin::ADV,бермен,кунта
911,von hier::ADV,бер жақтан,кунтан
912,dort::ADV,анда,унта
913,dort::ADV,анда,ҫавӑнта
914,dorthin::ADV,әрі,унта
915,dorthin::ADV,әрі,ҫавӑнта
916,geradeaus::ADV,тура,тикӗс
917,vorwärts::ADV,ілгері,малалла
918,rückwärts::ADV,артқа,хыҫала
919,zurück::ADV,кейін қарай,каялла
920,unten::ADV,төменде,аялта
921,hinab::ADV,астына,аялта
922,hinab::ADV,төмен,аялта
923,oben::ADV,жоғарыда,ҫӳлте
924,hinauf::ADV,өрге,ҫӳле
925,überall::ADV,әрқайда,таҫта та
926,überall::ADV,әрқайда,пур ҫӗрте те
927,überall::ADV,әрқайда,кирек ӑҫта та
928,nicht::ADV,емес,мар
929,ein wenig::ADV,азырақ,пӑртак
930,ein wenig::ADV,аздаған,пӑртак
931,ein wenig::ADV,азғантай,пӑртак
932,kaum::ADV,зорға,аран
933,sehr::ADV,орасан,питӗ
934,so::ADV,бұлай,апла
935,so::ADV,былайша,апла
936,noch::ADV,әлі,татах
937,nur::ADV,ғана,ҫех
938,schon::ADV,түге,ӗнтӗ
939,wieder::ADV,жаңа,каллех
940,wieder::ADV,қайта,каллех
941,wieder::ADV,жаңадан,каллех
942,vergebens::ADV,бекер,харам
943,vor::PRP,алды,умӗнче
944,hinter::PRP,артынан,кайра
945,unter::PRP,түп,айне
946,unter::PRP,түп,айӗпе
947,unter::PRP,түп,айӗнче
948,unter::PRP,түп,ҫитеспе
949,unter::PRP,маңында,айне
950,unter::PRP,маңында,айӗпе
951,unter::PRP,маңында,айӗнче
952,unter::PRP,маңында,ҫитеспе
953,durch::PRP,арқылы,витӗр
954,neben::PRP,іргеде,патӗнче
955,neben::PRP,жанында,патӗнче
956,zwischen::PRP,арада,хушшинче
957,wegen::PRP,үшін,пула
958,wegen::PRP,үшін,пирки
959,dies::PRN,бұ,ку
960,dies::PRN,бұ,ҫак
961,dies::PRN,осы,ку
962,dies::PRN,осы,ҫак
963,das::PRN,сол,ҫав
964,alles::PRN,дүйім,пурте
965,alles::PRN,дүйім,йӑлт
966,alles::PRN,күллі,пурте
967,alles::PRN,күллі,йӑлт
968,ich::PRN,мен,эп
969,du::PRN,сен,эс
970,er::PRN,ол,вӑл
971,wir::PRN,біз,эпир
972,ihr::PRN,сіз,эсир
973,sie::PRN,олар,вӗсем
974,was::FPRN,не,мӗн
975,was::FPRN,не,мӗскер
976,was::FPRN,не,мӗн те пулин
977,wer::FPRN,кім,кам
978,wo::FADV,кәні,ӑҫта
979,wo::FADV,қайда,ӑҫта
980,wohin::FADV,қайда,ӑҫта
981,wie::FADV,калай,епле
982,wie::FADV,калай,мӗнле
983,warum::FADV,неғып,ма
984,warum::FADV,неғып,мӗншӗн
985,wieviel::FNUM,неше,миҫе
986,wieviel::FNUM,қанша,миҫе
987,eins::NUM,бір,пӗр
988,eins::NUM,бір,пӗрре
989,zwei::NUM,екі,ик
990,zwei::NUM,екі,икӗ
991,zwei::NUM,екі,иккӗ
992,drei::NUM,үш,виҫ
993,drei::NUM,үш,виҫӗ
994,drei::NUM,үш,виҫҫӗ
995,vier::NUM,төрт,тӑват
996,fünf::NUM,бес,пилӗк
997,fünf::NUM,бес,пиллӗк
998,sechs::NUM,алты,улт
999,sechs::NUM,алты,ултӑ
1000,sechs::NUM,алты,улттӑ
1001,sieben::NUM,жеті,ҫич
1002,sieben::NUM,жеті,ҫичӗ
1003,sieben::NUM,жеті,ҫиччӗ
1004,acht::NUM,сегіз,сакӑр
1005,acht::NUM,сегіз,саккӑр
1006,neun::NUM,тоғыз,тӑхӑр
1007,neun::NUM,тоғыз,тӑххӑр
1008,zehn::NUM,он,вунӑ
1009,zehn::NUM,он,вуннӑ
1010,elf::NUM,он бір,вун пӗр
1011,zwölf::NUM,он екі,вун ик
1012,zwölf::NUM,он екі,вун икӗ
1013,zwölf::NUM,он екі,вун иккӗ
1014,zwanzig::NUM,жиырма,ҫирӗм
1015,dreißig::NUM,отыз,вӑтӑр
1016,vierzig::NUM,қырық,хӗрӗх
1017,fünfzig::NUM,елу,аллӑ
1018,sechzig::NUM,алпыс,утмӑл
1019,siebzig::NUM,жетпіс,ҫитмӗл
1020,achtzig::NUM,сексен,сакӑр вунӑ
1021,achtzig::NUM,сексен,сакӑр вуннӑ
1022,neunzig::NUM,тоқсан,тӑхӑр вун
1023,neunzig::NUM,тоқсан,тӑхӑр вунӑ
1024,neunzig::NUM,тоқсан,тӑхӑр вуннӑ
1025,hundert::NUM,жүз,ҫӗр
1026,tausend::NUM,мың,пин
1027,und::CNJ,та,та
1028,oder::CNJ,әлде,е
1029,oder::CNJ,немесе,е
1030,stehen::V,тұру,тӑр
1031,sitzen::V,отыру,лар
1032,liegen::V,жату,вырт
1033,hängen::V,ілу,усӑнса тӑр
1034,hängen::V,ілу,ҫакӑнса тӑр
1035,werden::V,болу,пул
1036,werden::V,түрегелу,пул
1037,passieren::V,болу,пул
1038,beginnen::V,басталу,пуҫлан
1039,enden::V,ада болу,пӗт
1040,enden::V,ада болу,вӗҫлен
1041,wechseln::V,құбылу,улшӑн
1042,wechseln::V,өзгеру,улшӑн
1043,aufgehen[Sonne]::V,шығу,тух
1044,untergehen[Sonne]::V,батыру,анса лар
1045,scheinen[Sonne]::V,жылтырау,пӑх
1046,donnern::V,күркіреу,кӗмсӗртет
1047,donnern::V,күркіреу,авӑт
1048,wehen::V,огып тур,варкӑш
1049,strömen::V,сорғалау,тӑкӑн
1050,fließen::V,ағу,юх
1051,sich drehen::V,айналу,ҫаврӑн
1052,schwanken::V,толықсу,чӳхен
1053,schwingen::V,тербелу,суллан
1054,fallen::V,құлау,кип
1055,fallen::V,құлау,тӳр кип
1056,fallen::V,құлау,татӑлса ан
1057,fallen::V,жығылу,кип
1058,fallen::V,жығылу,тӳр кип
1059,fallen::V,жығылу,татӑлса ан
1060,fallen::V,төмендеу,кип
1061,fallen::V,төмендеу,тӳр кип
1062,fallen::V,төмендеу,татӑлса ан
1063,brennen::V,жану,ҫун
1064,rauchen::V,түтету,мӑкӑрлан
1065,rauchen::V,түтету,тӗтӗм кӑлар
1066,regnen::V,жауу,ҫумӑр ҫӑвать
1067,gefrieren::V,мұздай қату,шӑн
1068,gefrieren::V,мұз боп қату,шӑн
1069,tauen::V,жібу,ирӗл
1070,schmelzen::V,еру,ирӗл
1071,trocknen::V,курау,тип
1072,sieden::V,қайнау,вӗре
1073,faulen::V,иістену,ҫӗр
1074,verfaulen::V,шіру,ҫӗр
1075,reißen::V,жыртылу,ҫурӑл
1076,versinken::V,малтығу,пут
1077,vergehen::V,өту,ирт
1078,erscheinen::V,көріну,курӑн
1079,erscheinen::V,көріну,курӑнса кай
1080,erscheinen::V,көрініп қалу,курӑн
1081,erscheinen::V,көрініп қалу,курӑнса кай
1082,verschwinden::V,ғайып_болу,ҫухал
1083,sinken::V,ылдилау,чак
1084,sinken::V,төмендеу,чак
1085,abnehmen::V,кемітілу,чак
1086,zunehmen::V,көбею,пысӑклан
1087,steigen::V,қобу,ҫӗклен
1088,steigen::V,көтерілу,ҫӗклен
1089,steigen::V,жоғарылау,ҫӗклен
1090,wachsen::V,өсу,ӳс
1091,glänzen::V,жалтырау,ҫиҫ
1092,funkeln::V,жарқырау,ялкӑш
1093,funkeln::V,жарқырау,йӑлтӑртат
1094,funkeln::V,нұрлану,ялкӑш
1095,funkeln::V,нұрлану,йӑлтӑртат
1096,funkeln::V,жылтылдау,ялкӑш
1097,funkeln::V,жылтылдау,йӑлтӑртат
1098,lärmen::V,шулау,шавла
1099,lärmen::V,шуылдау,шавла
1100,läuten::V,қоңыраулату,шӑнкӑравла
1101,klingeln::V,дыңғырлау,шӑнкӑравла
1102,klirren::V,дыңылдату,калтлат
1103,klirren::V,дыңылдату,шӑнкӑлтат
1104,brausen::V,тасу,ахӑр
1105,rauschen::V,сусылдау,вашӑлтат
1106,rauschen::V,сусылдау,чашӑлтат
1107,rauschen::V,сыбдырлау,вашӑлтат
1108,rauschen::V,сыбдырлау,чашӑлтат
1109,klingen::V,дыбыс шығару,янӑра
1110,bellen::V,үру,вӗр
1111,heulen::V,ұлу,ула
1112,blasen::V,үру,вӗр
1113,pfeifen::V,ысқыру,шӑхӑр
1114,schreien::V,шыңғыру,кӑшкӑр
1115,schreien::V,айғайлау,кӑшкӑр
1116,schreien::V,байбайлау,кӑшкӑр
1117,schreien::V,бажалақтау,кӑшкӑр
1118,stöhnen::V,ыңырсу,йынӑш
1119,stöhnen::V,ыңкылдау,йынӑш
1120,zittern::V,қалш,чӗтре
1121,zittern::V,қалшылдату,чӗтре
1122,leben::V,жасау,пурӑн
1123,leben::V,күнелту,пурӑн
1124,leben::V,күн көру,пурӑн
1125,leben::V,тіршілік ету,пурӑн
1126,geboren werden::V,туу,ҫурал
1127,atmen::V,дем алу,сывла
1128,atmen::V,ауа жұту,сывла
1129,trinken::V,ішу,ӗҫ
1130,trinken::V,ұрттау,ӗҫ
1131,essen::V,жеу,ҫи
1132,essen::V,тамақтану,ҫи
1133,schlucken::V,жұту,ҫӑт
1134,müde werden::V,болдыру,ӗшен
1135,einschlafen::V,үйыктап калу,ыйха пут
1136,einschlafen::V,үйыктап калу,ҫывӑрса кай
1137,schlafen::V,ұйықтау,ҫывӑр
1138,aufwachen::V,ояну,вӑран
1139,aufstehen::V,ояну,тӑр
1140,sich erholen::V,тынығу,кан
1141,krank werden::V,кеселдену,чирле
1142,krank werden::V,сырқаттану,чирле
1143,krank werden::V,ауырып қалу,чирле
1144,krank werden::V,ауыра бастау,чирле
1145,krank werden::V,кеселге ұшырау,чирле
1146,krank werden::V,сырқаттанып қалу,чирле
1147,krank sein::V,ауыру,чирле
1148,krank sein::V,сырқаттану,чирле
1149,schmerzen::V,ауырады,сур
1150,schmerzen::V,ауырады,ырат
1151,husten::V,жөтелу,ӳсӗр
1152,genesen::V,айығу,сывал
1153,genesen::V,айығу,тӳрлен
1154,sterben::V,өлу,вил
1155,sterben::V,қайтыс,вил
1156,sterben::V,жантапсыру,вил
1157,umkommen::V,өлу,вил
1158,umkommen::V,қаза табу,вил
1159,sich bewegen::V,жылжу,куҫ
1160,sich rühren::V,қыбырлау,хускал
1161,sich erheben::V,тұру,тӑр
1162,sich setzen::V,отыру,лар
1163,hinfallen::V,жығылу,ӳк
1164,laufen::V,жояу жүру,ут
1165,schreiten::V,кадамдау,ут
1166,spazierengehen::V,қыдыру,уҫӑлса ҫӳре
1167,spazierengehen::V,қыдыру,уткаласа ҫӳре
1168,eilen::V,асығу,васка
1169,eilen::V,асығу,хыпалан
1170,eilen::V,жеделдену,васка
1171,eilen::V,жеделдену,хыпалан
1172,eilen::V,жедепдеу,васка
1173,eilen::V,жедепдеу,хыпалан
1174,sich beeilen::V,асығу,васка
1175,sich beeilen::V,асығу,хыпалан
1176,sich beeilen::V,жеделдену,васка
1177,sich beeilen::V,жеделдену,хыпалан
1178,sausen::V,заулау,ыткӑн
1179,sausen::V,заулау,вӗҫтер
1180,rennen::V,жүгіру,чуп
1181,springen::V,секіру,сик
1182,klettern::V,өрмелеп шығу,улӑх
1183,schaukeln::V,тербелу,йӳрӗн
1184,kriechen::V,еңбектеу,шу
1185,kriechen::V,еңбектеу,упален
1186,schwimmen::V,жүзу,иш
1187,schwimmen::V,малту,иш
1188,schwimmen::V,қалықтау,иш
1189,tauchen::V,сүңгу,чӑм
1190,rudern::V,есу,авӑс
1191,fahren::V,бару,пыр
1192,fliegen::V,ұшу,вӗҫ
1193,gehen::V,бару,кай
1194,weggehen::V,кету,кай
1195,abfahren::V,жөнелу,тапран
1196,anhalten::V,тоқтау,чарӑн
1197,hineingehen::V,кіру,кӗр
1198,eintreten::V,ену,кӗр
1199,kommen::V,жету,кил
1200,ankommen::V,келу,ҫит
1201,zurückkommen::V,қайту,таврӑн
1202,zurückkommen::V,қайту,каялла кил
1203,bleiben::V,қалу,юл
1204,warten::V,тосу,кӗт
1205,erwarten::V,күту,кӗт
1206,suchen::V,іздеу,шыра
1207,finden::V,табу,туп
1208,versuchen::V,талпыну,пикен
1209,vorbereiten::V,әзірлеу,хатӗрле
1210,lieben::V,сүю,юрат
1211,mögen::V,жарату,кӑмӑлла
1212,mögen::V,жарату,килӗштер
1213,mögen::V,жақсы_көру,кӑмӑлла
1214,mögen::V,жақсы_көру,килӗштер
1215,lachen::V,күлу,кул
1216,lachen::V,күлу,ахӑлтат
1217,lachen::V,күлісу,кул
1218,lachen::V,күлісу,ахӑлтат
1219,rühren::V,көңілін бұзу,ҫулӑх
1220,weinen::V,жылау,йӗр
1221,weinen::V,жылау,макӑр
1222,schimpfen::V,ақырып-бақыру,вӑрҫ
1223,schimpfen::V,ақырып-бақыру,ятлаҫ
1224,sich ärgern::V,ашулану,ҫиллен
1225,sich fürchten::V,сескену,шиклен
1226,fürchten::V,қауіптену,хӑра
1227,fürchten::V,сақсыну,хӑра
1228,fliehen::V,қашу,тар
1229,fliehen::V,қашып кету,тар
1230,flüchten::V,қашу,чупса тар
1231,flüchten::V,қашып кету,чупса тар
1232,sehen::V,көру,кур
1233,anschauen::V,назар салу,пӑхса ил
1234,ansehen::V,тамашалау,пӑх
1235,hören::V,есту,илт
1236,zuhören::V,тыңдау,итле
1237,zuhören::V,тыңдау,тӑнла
1238,zuhören::V,құлақ қою,итле
1239,zuhören::V,құлақ қою,тӑнла
1240,probieren::V,тату,астив
1241,probieren::V,дәм тату,астив
1242,riechen::V,иіскеу,шӑршла
1243,fühlen::V,сезу,туй
1244,fühlen::V,сезу,сис
1245,fühlen::V,сезіну,туй
1246,fühlen::V,сезіну,сис
1247,scheinen::V,болып көріну,туйӑн
1248,zu sehen sein::V,көріну,курӑн
1249,vernehmen::V,есту,пӑл
1250,vernehmen::V,есітіп қалу,пӑл
1251,frieren::V,тоңу,йӳтен
1252,frieren::V,жаурау,йӳтен
1253,tun::V,ету,ту
1254,tun::V,істеу,ту
1255,können::V,білу,пултар
1256,wollen::V,қалау,те
1257,anfangen::V,бастау,пуҫла
1258,beenden::V,бітіру,пӗтер
1259,beenden::V,адақтау,пӗтер
1260,beenden::V,тамамдау,пӗтер
1261,beenden::V,аяқтап шығу,пӗтер
1262,aufhören::V,доғару,пӑрах
1263,gelingen::V,жолы түсу,ӑн
1264,geraten::V,калу,пул
1265,öffnen::V,ашу,уҫ
1266,öffnen::V,ашып қою,уҫ
1267,schließen::V,жабу,хуп
1268,stellen::V,қою,ларт
1269,stellen::V,қою,тӑрат
1270,stellen::V,қойдыру,ларт
1271,stellen::V,қойдыру,тӑрат
1272,setzen::V,отырғызу,ларт
1273,legen::V,салу,хур
1274,legen::V,калау,хур
1275,berühren::V,тию,перӗн
1276,verbinden::V,байлап алу,сып
1277,verbinden::V,сабақтастыру,сып
1278,bedecken::V,бүркеу,вит
1279,aufhängen::V,ілу,ҫак
1280,aufhängen::V,асып қою,ҫак
1281,anzünden::V,тұтату,ҫут
1282,aufheben::V,көтеру,ҫӗкле
1283,zurücklassen::V,қалдыру,манса хӑвар
1284,verlieren::V,жоғалту,ҫӗтер
1285,fallen lassen::V,құлатып алу,ӳкер
1286,fallen lassen::V,қолдан түсіріп алу,ӳкер
1287,machen::V,ету,ту
1288,machen::V,жасау,ту
1289,machen::V,жасап шығару,ту
1290,herstellen::V,жасап шығару,ӑстала
1291,bauen::V,тұрғызу,ту
1292,reparieren::V,оңдау,юса
1293,verbessern::V,дұрыстау,лайӑхлат
1294,ändern::V,өзгерту,улӑштар
1295,graben::V,үңгу,чав
1296,graben::V,үңгу,чакала
1297,beugen::V,буғу,кукӑрт
1298,biegen::V,ию,ав
1299,biegen::V,ию,кукӑрт
1300,biegen::V,майыстыру,ав
1301,biegen::V,майыстыру,кукӑрт
1302,drehen::V,айналдыру,ҫавӑр
1303,wenden::V,екінші жағын айналдыру,ӳпӗнтер
1304,umdrehen::V,бұру,ҫавӑр
1305,heben::V,көтеру,хӑпарт
1306,hochheben::V,жоғарылату,йӑт
1307,hochheben::V,көтеру,йӑт
1308,ergreifen::V,бас_салу,тыт
1309,ergreifen::V,шап_беріп_ұстап_алу,тыт
1310,ergreifen::V,шап_беру,тыт
1311,ergreifen::V,шап_ете_түсу,тыт
1312,halten::V,тұту,тыт
1313,halten::V,ұстау,тыт
1314,drücken::V,басу,пус
1315,schieben::V,итеру,тӗк
1316,schieben::V,итеру,тӗрт
1317,kratzen::V,қыру,хыр
1318,lecken::V,жалау,ҫула
1319,beißen::V,қабу,ҫырт
1320,beißen::V,қабу,хып
1321,beißen::V,тістеу,ҫырт
1322,beißen::V,тістеу,хып
1323,beißen::V,қауып алу,ҫырт
1324,beißen::V,қауып алу,хып
1325,abreißen::V,үзу,тат
1326,abschneiden::V,қырқу,кас
1327,binden::V,байланыстыру,ҫых
1328,binden::V,байлап_алу,ҫых
1329,binden::V,байластыру,ҫых
1330,binden::V,байлау,ҫых
1331,binden::V,буу,ҫых
1332,binden::V,матау,ҫых
1333,binden::V,сабақтастыру,ҫых
1334,binden::V,ұштастыру,ҫых
1335,stecken::V,сұғу,чик
1336,brechen::V,сындыру,хуҫ
1337,klopfen::V,қағу,такка
1338,hauen::V,соғу,шакка
1339,kleben::V,желімдеу,ҫыпӑҫтар
1340,reiben::V,үйкеу,сӑтӑр
1341,streichen::V,сүйкеу,сӗр
1342,schleifen::V,егеу,хӑйра
1343,schleifen::V,қайрау,хӑйра
1344,schleifen::V,егеулеу,хӑйра
1345,schneiden::V,кесу,кас
1346,rütteln::V,қозғау,лӑка
1347,rütteln::V,қозғау,силлентер
1348,rütteln::V,жұлмалау,лӑка
1349,rütteln::V,жұлмалау,силлентер
1350,schütteln::V,дірілдету,лӑка
1351,schütteln::V,дірілдету,силлентер
1352,schütteln::V,селкілдету,лӑка
1353,schütteln::V,селкілдету,силлентер
1354,schwenken::V,бұлғау,сулла
1355,schwenken::V,сермеу,сулла
1356,schütten::V,құю,тултар
1357,füllen::V,толтыру,тултар
1358,einwickeln::V,орау,чӗрке
1359,tragen::V,алып жүру,ҫӗкле
1360,schleppen::V,тарту,сӗтӗр
1361,ziehen::V,тарту,тӑс
1362,aufbewahren::V,сақтау,усра
1363,werfen::V,лақтыру,пӑрах
1364,fangen::V,қармау,тыт
1365,fangen::V,қағып алу,тыт
1366,packen::V,шап беру,тыт
1367,packen::V,шап ете түсу,тыт
1368,packen::V,шап беріп ұстап алу,тыт
1369,verstecken::V,тығу,пытарса хур
1370,verstecken::V,жасыру,пытарса хур
1371,teilen::V,бөлу,уйӑр
1372,teilen::V,бөлу,пайла
1373,schicken::V,жіберу,яр
1374,bringen::V,әкелу,кӳр
1375,bringen::V,алып келу,кӳр
1376,hinzufügen::V,қосу,хуш
1377,hinzufügen::V,үстеу,хуш
1378,bekommen::V,алу,ил
1379,bekommen::V,алу,туян
1380,erhalten::V,алмақ,ил
1381,erhalten::V,алмақ,туян
1382,nehmen::V,алу,ил
1383,nehmen::V,алмақ,ил
1384,wählen::V,таңдау,суйла
1385,auswählen::V,екшеу,суйла
1386,auswählen::V,саралау,суйла
1387,auswählen::V,сұрыптау,суйла
1388,auswählen::V,сайлап алу,суйла
1389,bewahren::V,сақтау,упра
1390,behindern::V,оралғы болу,кансӗрле
1391,behindern::V,оралғы болу,чӑрмантар
1392,verderben::V,бүлдіру,пӑс
1393,beschädigen::V,бұзу,пӑс
1394,zerbrechen::V,уату,ват
1395,zerbrechen::V,уату,ҫӗмӗр
1396,zerreißen::V,жырту,ҫур
1397,zerstören::V,қирату,иш
1398,zerstören::V,талқандау,иш
1399,verbrennen::V,өртеу,ҫунтар
1400,verbrennen::V,жандыру,ҫунтар
1401,verbrennen::V,өртеп жіберу,ҫунтар
1402,verbrennen::V,жандырып жіберу,ҫунтар
1403,geben::V,беру,пар
1404,reichen::V,беру,пар
1405,schenken::V,тарту,парнеле
1406,versprechen::V,уәде беру,тума пул
1407,versprechen::V,уәде беру,сӑмах пар
1408,wünschen::V,тілеу,сун
1409,loben::V,мақтау,ырла
1410,loben::V,дәріптеу,ырла
