,Concept_ID,ku,ta
685,neben::PRP,li ba,அடுத்து
686,zwischen::PRP,nabeyne,இடையில்
687,zwischen::PRP,di nav...da,இடையில்
688,wegen::PRP,ji bo,ஏனெனில்
689,wegen::PRP,ji ber,ஏனெனில்
690,dies::PRN,ev,இது
691,das::PRN,ev,அது
692,alles::PRN,hemû,ஒவ்வொன்றும்
693,ich::PRN,ez,நான்
694,du::PRN,tu,நீ
695,er::PRN,wî,அவன்
696,wir::PRN,êm,நாம்
697,wir::PRN,êm,நாங்கள்
698,ihr::PRN,hûn,நீங்கள்
699,sie::PRN,we,அவர்கள்
700,was::FPRN,çi,என்ன
701,wer::FPRN,ki,யார்
702,wo::FADV,li ku dere,எங்கே
703,wohin::FADV,li ku dere,எதற்கு
704,wie::FADV,çawa,எப்படி
705,warum::FADV,çima,ஏன்
706,wieviel::FNUM,çend,எவ்வளவு
707,eins::NUM,yek,ஒன்று
708,zwei::NUM,didu,இரண்டு
709,drei::NUM,sisê,மூன்று
710,vier::NUM,çar,நான்கு
711,fünf::NUM,penç,ஐந்து
712,sechs::NUM,şeş,ஆறு
713,sieben::NUM,heft,ஏழு
714,acht::NUM,heşt,எட்டு
715,neun::NUM,neh,ஒன்பது
716,zehn::NUM,deh,பத்து
717,elf::NUM,yazdeh,பதினொன்று
718,zwölf::NUM,diwazdeh,பன்னிரண்டு
719,zwanzig::NUM,bîst,இருபது
720,dreißig::NUM,sih,முப்பது
721,vierzig::NUM,çil,நாற்பது
722,fünfzig::NUM,pençi,ஐமபது
723,sechzig::NUM,şêst,அறுபது
724,siebzig::NUM,heftê,எழுபது
725,achtzig::NUM,heştê,எண்பது
726,neunzig::NUM,nod,தொன்னூறு
727,hundert::NUM,sêd,நூறு
728,tausend::NUM,hezar,ஆயிரம்
729,und::CNJ,û,மற்றும்
730,oder::CNJ,an,அல்லது
731,oder::CNJ,yan,அல்லது
732,stehen::V,sekinîn,நில்
733,sitzen::V,rûniştin,உட்கார்
734,liegen::V,paldan,படு
735,hängen::V,darve kirin,தொங்கச் செய்
736,werden::V,bûn,ஆகு
737,passieren::V,hatin holê,நிகழ்
738,passieren::V,hatin serê kesî,நிகழ்
739,beginnen::V,li dest pêkirin,ஆரம்பி
740,enden::V,xalas bû,முடி
741,wechseln::V,guherandin,மாற்று
742,wechseln::V,dêgiş kirin,மாற்று
743,aufgehen[Sonne]::V,hilatin,உயர எழு
744,untergehen[Sonne]::V,çun ava,பொறுத்து
745,scheinen[Sonne]::V,şewk de,பிரகாசி
746,donnern::V,gire-gir,இடி
747,wehen::V,ba le de,வீசு
748,strömen::V,xwe girtin,பாயதல்
749,fließen::V,herikîn,நீரோட்டம் போக்கில் போ
750,sich drehen::V,xwe zivirandin,சுழல்
751,schwanken::V,hejandin,தள்ளாடு
752,schwingen::V,libakirin,ஆடு
753,fallen::V,ketin,விழு
754,brennen::V,şewitîn,எரி
755,rauchen::V,kişandin,பகை பிடி
756,regnen::V,bahran tê,மழை பெய்
757,gefrieren::V,qefilandin,உறைந்துவிடு
758,tauen::V,helandin,உருகு
759,schmelzen::V,helandin,உருகு
760,trocknen::V,zuwabûn,உலர்த்து
761,sieden::V,kelîn,கொதிக்க வை
762,faulen::V,xerabûn,அழுகச் செய்
763,verfaulen::V,xerabûn,அழுகச் செய்
764,reißen::V,jêkirin,திடீரென அறு
765,versinken::V,xerq bûn,மூழ்கு
766,vergehen::V,derbas bûn,கடந்துசெல்
767,erscheinen::V,peyda bûn,தோன்றச்
768,verschwinden::V,wendabûn,மறைந்து போ
769,sinken::V,noq bûn,பதைவுறு
770,abnehmen::V,kêm bûn,குறை
771,zunehmen::V,qelew bûn,உயர்த்து
772,steigen::V,hildan,உயர எழு
773,wachsen::V,mezin bûn,வளர்
774,glänzen::V,biriqîn,மிளிர்
775,funkeln::V,çikisîn,பிரகாசி
776,lärmen::V,guşîn,கொம்பு
777,läuten::V,lê de,மணியொலியிசை
778,klingeln::V,sîl dan,மணி அடி
779,klingeln::V,ringerin,மணி அடி
780,klirren::V,zingzing hat,கிலுங்கு
781,brausen::V,guşîn,இரைதல்
782,rauschen::V,guşîn,சலசலப்பு
783,klingen::V,deng pe ketin,சிலம்புதல்
784,bellen::V,kewtîn,குரை
785,heulen::V,ûrîn,ஊளையிடு
786,blasen::V,puf kirin,ஊது
787,pfeifen::V,fîkandin,சீழ்க்கை எழப்பு
788,schreien::V,qîrîn,கூச்சலிடு
789,stöhnen::V,nalîn,வேதனை
790,zittern::V,hejîn,நடுங்கு
791,leben::V,jihîn,உயிருடனிரு
792,geboren werden::V,hatin dinyê,பிற
793,geboren werden::V,bûn,பிற
794,atmen::V,hilmijîn,சுவாசி
795,trinken::V,vexwarin,குடி
796,essen::V,xwarin,சாப்பிடு
797,schlucken::V,daqulbandin,முழுங்கு
798,müde werden::V,betilîln,கையயர்தல்
799,müde werden::V,qerimîn,கையயர்தல்
800,einschlafen::V,razan,தூங்க
801,schlafen::V,razan,தூங்கு
802,schlafen::V,razandin,தூங்கு
803,aufwachen::V,şiyarbûn,எழுப்பு
804,aufstehen::V,rabûn,எழுந்திரு
805,sich erholen::V,baş bûn,இளைப்பாறு
806,krank werden::V,nexweş kêt,விழுதல்
807,krank sein::V,nexweş bû,நருக்கலாயிருக்க
808,schmerzen::V,êşandin,நோவுறு
809,husten::V,kuxin,இருமு
810,genesen::V,baş bûn,குணம் அடை
811,sterben::V,mirin,மரணமடை
812,umkommen::V,mirin,நசி
813,sich bewegen::V,leqîn,நகர்த்து
814,sich rühren::V,leqîn,அசை
815,sich erheben::V,rabûn,எழுந்து நில்
816,sich setzen::V,runiştin,உட்கார்
817,hinfallen::V,kêtin,விழு
818,laufen::V,meşîn,நட
819,schreiten::V,meşkirin,கவடுவைத்தல்
820,spazierengehen::V,gerandin,உலவு
821,eilen::V,lezandin,விரைந்து
822,sich beeilen::V,zûkirin,அவசரப்படுத்து
823,sausen::V,fîzîn,விரைந்து செல்
824,rennen::V,baz dan,ஓடு
825,springen::V,hilpekîn,குதி
826,klettern::V,hilperikîn,ஏறு
827,schaukeln::V,lorandin,தள்ளாடு
828,kriechen::V,xuşandin,மெதுவாக நடந்து செல்
829,schwimmen::V,avjenîn,நீந்து
830,tauchen::V,qutxuyardin,மூழ்கி நீச்சலடி
831,tauchen::V,noqîn,மூழ்கி நீச்சலடி
832,rudern::V,qaîq ajotin,துடுப்புப் போடு
833,fahren::V,ajotin,ஓட்டு
834,fliegen::V,firîn,பற
835,gehen::V,çûn,போ
836,weggehen::V,çûn,விலகிச் செல்
837,abfahren::V,çûyin,புறப்பட்டுச் செல்
838,anhalten::V,rawestîn,நின்றுவிடு
839,hineingehen::V,ketin hundir,மறையச் செய்
840,eintreten::V,têketin,நுழை
841,kommen::V,hatin,வா
842,ankommen::V,gihan,வநது சேர்
843,ankommen::V,gihîştin,வநது சேர்
844,zurückkommen::V,vegerandin,திரும்பி வா
845,bleiben::V,sekinîn,இரு
846,warten::V,payîn,தாமதி
847,erwarten::V,payîn,எதிர்நோக்கு
848,suchen::V,lêgerîn,தேடு
849,finden::V,peyda kirin,கண்டுபிடி
850,versuchen::V,çeribandin,முயற்சி செய்
851,vorbereiten::V,amade kirin,ஆயத்தம் செய்
852,lieben::V,hez kirin,அன்பு செலுத்து
853,mögen::V,dil kirin,விரும்பு
854,lachen::V,kenîn,சிரி
855,rühren::V,hêjan,இதயத்தைத் தொடு
856,weinen::V,girîn,அழு
857,schimpfen::V,pevçûn,சாபமிடு
858,sich ärgern::V,enirîn,கோப்பபடு
859,sich fürchten::V,tirsîn,பயப்படு
860,fürchten::V,tirsin,பயப்படுத்து
861,fliehen::V,bazdan,ஓடு
862,flüchten::V,revîn,தப்பிவிடு
863,sehen::V,dîtin,பார்
864,anschauen::V,sêr kirin,கூர்ந்து கவனி
865,ansehen::V,hesibandin,கவனி
866,hören::V,guhdar jirin,கேள்
867,zuhören::V,guhdarî kirin,சுவைத்துப் பார்
868,probieren::V,tehm kirin,ருசி
869,riechen::V,bihn kirin,முகர்ந்து பார்
870,fühlen::V,hîs kirin,தொட்டுணர்
871,scheinen::V,xoyer kir,காணப்படு
872,zu sehen sein::V,diyar bûn,தோன்றுதல்
873,vernehmen::V,bihîstin,கேள்
874,frieren::V,qerişîn,குதுகுதுகு
875,tun::V,kirin,செய்
876,können::V,karin,இயல்வது
877,wollen::V,xwestîn,விரும்பு
878,anfangen::V,dest pêkirin,தொடங்கு
879,beenden::V,xelas kirin,முடி
880,aufhören::V,xelas kirin,நிறுத்து
881,gelingen::V,çe bûn,வெற்றி
882,geraten::V,qewîmîn,ஏற்படுத்து
883,öffnen::V,vekirin,திற
884,schließen::V,girtin,மூடு
885,stellen::V,danîn,வை
886,setzen::V,rûniştin,வை
887,legen::V,danîn,பரப்பி வை
888,legen::V,razandin,பரப்பி வை
889,berühren::V,lêketin,பதி
890,verbinden::V,anîn pê,சேர்
891,bedecken::V,sergirtin,உறைபோடு
892,aufhängen::V,aliqandin,தொங்கவிடு
893,anzünden::V,pêxistin,எரியூட்டு
894,aufheben::V,hildan,பொறுக்கி எடு
895,zurücklassen::V,hiştin,விட்டுச் செல்
896,zurücklassen::V,vehiştin,விட்டுச் செல்
897,verlieren::V,wendakirin,இழ
898,fallen lassen::V,xistin bixe,அளவில் குறைவு
899,fallen lassen::V,xistin,அளவில் குறைவு
900,machen::V,kirin,தயார்செய்
901,machen::V,çêkirin,தயார்செய்
902,herstellen::V,çê kirin,உற்பத்தி செய்
903,herstellen::V,peyda kirin,உற்பத்தி செய்
904,bauen::V,lêkirin,கட்டு
905,reparieren::V,veherînerîn,பழுது பார்
906,verbessern::V,sererastkirin,மேம்படுத்து
907,ändern::V,degiş kirin,மாற்றி அமை
908,graben::V,kolandin,குழி வெட்டு
909,beugen::V,tewîn,வனை
910,beugen::V,xwar kirin,வனை
911,biegen::V,tewandin,வனை
912,biegen::V,xwarkirin,வனை
913,drehen::V,fitilandin,சுழல்
914,wenden::V,zivîrin,குடைகவிழு
915,umdrehen::V,vegerandin,சுற்றும் முற்றும் பார்
916,heben::V,hildan,தூக்கு
917,hochheben::V,hildan,தூக்கு
918,ergreifen::V,dest avêtin,பறி
919,halten::V,hîştin,பிடித்துக் கொள்
920,halten::V,sekinîn,பிடித்துக் கொள்
921,drücken::V,pêl kirin,அழுத்து
922,schieben::V,damdan,தள்ளு
923,kratzen::V,xurandin,கீறு
924,lecken::V,alastin,நக்கு
925,beißen::V,gez kirin,கடி
926,abreißen::V,hilşandin,கிழி
927,abschneiden::V,jêkirin,வெட்டி எடு
928,binden::V,girêdan,கட்டு
929,stecken::V,têxistin,பதிய வை
930,brechen::V,şikandin,உடை
931,klopfen::V,kutandin,தட்டு
932,hauen::V,li dan,அடி
933,kleben::V,zeliqîn,ஒட்டு
934,kleben::V,şirêz kirin,ஒட்டு
935,reiben::V,firikandin,தேய்
936,streichen::V,bax dan,பரவச்செய்
937,schleifen::V,çarkirin,அரை
938,schneiden::V,jêkirin,துண்டாக்கு
939,rütteln::V,hejandin,மெல்ல தள்ளு
940,schütteln::V,daweşîn,குலுக்கு
941,schwenken::V,têwdan,ஊஞ்சலாடு
942,schütten::V,rijandin,ஊற்று
943,füllen::V,dagirtin,நிரப்பு
944,einwickeln::V,pêçandin,சுற்று
945,tragen::V,kişandin,எடுத்துச் செல்
946,tragen::V,rajtin,எடுத்துச் செல்
947,schleppen::V,kişandin,இழுத்துச் செல்
948,ziehen::V,kişandin,இழு
949,aufbewahren::V,hilandin,வைத்துக் கொள்
950,werfen::V,avêtin,வீசி எறி
951,fangen::V,sem kirin,பிடி
952,fangen::V,girtin,பிடி
953,packen::V,pê girtin,பிடித்துக்கொள்
954,verstecken::V,hîlanin,மறை
955,teilen::V,parvekirin,பாகங்களாகப் பிரி
956,schicken::V,şandin,அனுப்பு
957,bringen::V,anîn,கொண்டு வா
958,bringen::V,birin,கொண்டு வா
959,hinzufügen::V,dan ser,சேர்
960,hinzufügen::V,li tiştekî zêde kirin,சேர்
961,bekommen::V,standin,பெறு
962,erhalten::V,standin,பெறு
963,nehmen::V,girtin,எடு
964,wählen::V,ray dan,தேர்ந்தெடு
965,auswählen::V,bijartin,தேர்ல்தெடு
966,bewahren::V,rê li ber girtin,கெடாது பேணு
967,bewahren::V,lê xwedî derketin,கெடாது பேணு
968,behindern::V,bara wi,தடங்கல் செய்
969,verderben::V,heram bûn,நாசமாக்கு
970,beschädigen::V,xerab kirin,சேதப்படுத்து
971,zerbrechen::V,şikênandin,உடை
972,zerbrechen::V,perçe kirin,உடை
973,zerreißen::V,qelişandin,கிழி
974,zerstören::V,hilşandin,அழி
975,verbrennen::V,şewitandin,எரியூட்டு
976,geben::V,dan,கொடு
977,geben::V,dayin,கொடு
978,reichen::V,besbûn,வழங்கு
979,reichen::V,têrkirin,வழங்கு
980,schenken::V,diyarî kirin,மொயத்தல்
981,versprechen::V,soz dan,உறுதியளி
982,wünschen::V,dil kirin,ஆசைப்படு
983,loben::V,pesinandin,புகழ்ச்சி கூறு
984,küssen::V,maçkirin,முத்தமிடு
985,wiegen::V,lorandin,ஆட்டுத்தல்
986,wiegen::V,wezinandin,ஆட்டுத்தல்
987,zudecken::V,nixumandin,உறைபோடு
988,wecken::V,bixwe hesandin,எழுப்பு
989,zeigen::V,şanîdan,காட்டு
990,führen::V,raber kirin,வழிகாட்டி
991,lehren::V,hîn kirin,சொல்லிக் கொடு
992,unterrichten::V,ders dan,அறிவுரை கூறு
993,aufziehen::V,mesinkirin,வளர்
994,leiten::V,rêberî kirin,அழைத்துச் செல்
995,antreiben::V,bezandin,தூண்டு
996,lassen::V,berdan,விடு
997,lassen::V,hiştin,விடு
998,einladen::V,dawet kirin,அழை
999,vereinigen::V,bi yek kirin,ஒன்றாகச் சேர்
1000,besuchen::V,mêvan bûn,வருகை புரி
1001,treffen::V,rast hatin,சந்தி
1002,sich versammeln::V,li hev çivîn,தொகுப்பு
1003,spielen::V,listin,விளையாடு
1004,singen::V,stran,பாடு
1005,tanzen::V,reqisîn,நடனமாடு
1006,sich trennen::V,hew berdan,தனிப்படடுத்து
1007,verlassen::V,tanê hişt,கைவிடு
1008,verlassen::V,bêkes,கைவிடு
1009,retten::V,rihakirin,காப்பாற்று
1010,bewachen::V,raçavkirin,காவல் செய்
1011,schützen::V,hemet kirin,பாதுகாப்பு செய்
1012,verteidigen::V,paraztin,எதிர்த்து நில்
1013,sich schlagen::V,li hev bezîn,பூசலிடு
1014,schießen::V,agir kirin,சுட்டுக் கொல்
1015,siegen::V,biser ketin,வெற்றி பெறு
1016,ärgern::V,xeyirandin,எரிச்சலூட்டு
1017,schlagen::V,lêdan,அடி
1018,schlagen::V,lêxistin,அடி
1019,treten::V,têlekirin,உதை
1020,stechen::V,têrekirin,கொட்டு
1021,stoßen::V,lêketin,நெருக்கு
1022,stehlen::V,dizîn,திருடு
1023,stehlen::V,dizî birin,திருடு
1024,stören::V,aciz kirin,தொல்லைகொடு
1025,belästigen::V,li tela yeki ketin,தொல்லை கொடு
1026,verbergen::V,veşartin,மறை
1027,verbergen::V,kemîndanîn,மறை
1028,täuschen::V,xapandin,ஏமாற்று
1029,täuschen::V,lê zexeli kirin,ஏமாற்று
1030,betrügen::V,xapandin,ஏமாற்று
1031,töten::V,kûştin,கொல்
1032,wohnen::V,rûniştin,தங்கியிரு
1033,arbeiten::V,kar kirin,வேலை செய்
1034,arbeiten::V,şêxulin,வேலை செய்
1035,sammeln::V,komkirin,ஒன்றுசேர்
1036,pflücken::V,çinîn,கொய்து எடு
1037,jagen::V,nêçîr kirin,வேட்டையாடு
1038,fischen::V,masî girtin,மீன் பிடி
1039,fassen::V,pê girtin,பிடி
1040,fassen::V,sêm kirin,பிடி
1041,hüten::V,hei jê man,காவல் செய்
1042,treiben::V,bêherandin,ஓட்டு
1043,anbinden::V,tewilandin,கட்டு
1044,füttern::V,xwarine dan lê,உணவளி
1045,melken::V,dotin,பால் கற
1046,hacken::V,kolandin,வெட்டி எடு
1047,gießen::V,av dan,நீர்ப் பாய்ச்சு
1048,reifen::V,kemilîn,பழு
1049,zubereiten::V,çe kirin,சமையல் செய்
1050,kochen::V,xwarin çe kirin,வேகவை
1051,kochen::V,kelandin,வேகவை
1052,backen::V,pijandin,வெப்பத்தில் வாட்டு
1053,braten::V,qelandin,பொரியச் செய்
1054,braten::V,sor kirin,பொரியச் செய்
1055,umrühren::V,têvdan,கலக்கு
1056,stricken::V,hûnan,பின்னியிழை
1057,nähen::V,kêl kirin,தையல் வேலை செய்
1058,färben::V,boyax kirin,வண்ணம் பெறச் செய்
1059,reinigen::V,paqijkirin,சுத்தம் செய்
1060,waschen::V,şuştin,கழுவு
1061,abwischen::V,pakîj kirin,துடை
1062,spülen::V,şuştin,அலசு
1063,fegen::V,maliştin,பெறுக்கு
1064,kehren::V,maliştin,பெறுக்கு
1065,baden::V,serîşûştin,குளி
1066,sich waschen::V,serîşûştin,கழுவு
1067,ausziehen::V,jê kirin,கழற்று
1068,anziehen::V,pê kirin,புனைதல்
1069,sich anziehen::V,xwe kirin,உடுத்துதல்
1070,kämmen::V,şeh kirin,தலை வாரிக் கொள்
1071,schmücken::V,xemilandin,அழகுபடுத்து
1072,sagen::V,gotin,சொல்
1073,sagen::V,peyivîn,சொல்
1074,sprechen::V,peyivîn,பேசு
1075,reden::V,axaftin,பெசு
1076,sich unterhalten::V,hev biştaxilin,இயல்பாக பேசிக்கொண்டிரு
1077,fragen::V,pirsîn,கேள்
1078,fragen::V,pirs kirin,கேள்
1079,bitten::V,tika kirin,வேண்டு
1080,erzählen::V,behs kirin,சொல்
1081,mitteilen::V,vegotin,சொல்
1082,nennen::V,bi nav kirin,பெயரிடுதல்
1083,rufen::V,bakirin,கூச்சலிடு
1084,prahlen::V,pesnê xwe dan,தற்பெருமை பேசு
1085,übersetzen::V,qulibandin,மொழிபெயர்ப்பு செய்
1086,übersetzen::V,derbas kirin,மொழிபெயர்ப்பு செய்
1087,denken::V,fikirîn,யோசி
1088,glauben::V,bawer bûn,நம்பு
1089,bemerken::V,bala xwe dan,கவனி
1090,bemerken::V,çac lê ketin,கவனி
1091,erkennen::V,pêhesîn,அடையாளம் கண்டுகொள்
1092,begreifen::V,fêmkirin,பற்றிக்கொள்
1093,verstehen::V,fêmkirin,புரிந்து கொள்
1094,lernen::V,halmandin,கற்றுக்கொள்
1095,lernen::V,fêrbun,கற்றுக்கொள்
1096,wissen::V,zanîn,தெரிந்திரு
1097,sich erinnern an::V,bir bûn,நினைவு கூர்
1098,vergessen::V,ji bir kirin,மற
1099,messen::V,pê kanîn,அளவிடு
1100,zählen::V,hejmardin,எண்ணு
1101,rechnen::V,hesibandin,கணக்கிடு
1102,lesen::V,xwendin,படி
1103,malen::V,rengandin,வண்ணச்சித்திரம்
1104,malen::V,boyax kirin,வண்ணச்சித்திரம்
1105,zeichnen::V,işaret kirin,வரை
1106,schreiben::V,nivîsandin,எழுது
1107,besitzen::V,hebûn,உடைமையாகக் கொண்டிரு
1108,kaufen::V,kirîn,வாங்கு
1109,verkaufen::V,firotin,விற்பனை செய்
1110,bezahlen::V,pere dan,இறுத்தல்
1111,zahlen::V,pere dan,பணம் செலுத்து
1112,zahlen::V,dayin,பணம் செலுத்து
1113,beherrschen::V,zebt kirin,ஆட்சிசெய்
1114,beherrschen::V,hukim kirin,ஆட்சிசெய்
1115,ertragen::V,bihêzkirin,தாங்கு
