,Concept_ID,myv,ku
393,Dach::N,кудопря,sere xanî
394,Leiter::N,кузтема,pêling
395,Besen::N,тенсть,melkes
396,Spaten::N,койме,mer
397,Schaufel::N,кече,bêr
398,Schaufel::N,келей койме,bêr
399,Gabel::N,сянгине,çetel
400,Löffel::N,пенч,kevçî
401,Messer::N,пеель,kêr
402,Nagel::N,эске,bizmar
403,Netz::N,алтыма,tor
404,Haken::N,кечказ,çenqel
405,Griff::N,кедне,destî
406,Schloss::N,замок,qonax
407,Schloss::N,панжома,qonax
408,Bild::N,картина,dimen
409,Figur::N,рунго,figûr
410,Puppe::N,няка,bûk
411,Beutel::N,кескав,kîsik
412,Bündel::N,керькс,pêçek
413,Tasche::N,юдма,bêrîk
414,Eimer::N,ведра,dewl
415,Deckel::N,велькс,devik
416,Geschirr::N,кедьге,ferax
417,Sack::N,кескав,tûr
418,Tasse::N,чакш,kada
419,Topf::N,кастрюля,beroş
420,Kessel::N,котёл,şîril
421,Essen::N,ярсамо,xwarin
422,Nahrung::N,ярсамопель,xwarin
423,Speise::N,ярсамопель,xwarin
424,Fleisch::N,сывель,goşt
425,Getreide::N,сюро,zad
426,Brei::N,каша,hewdêl
427,Brot::N,кши,
428,Scheibe::N,кочом,parçe
429,Scheibe::N,сускомо,parçe
430,Fett::N,куя,rûn
431,Butter::N,ой,rûn
432,Öl::N,ой,rûn
433,Salz::N,сал,xwe
434,Suppe::N,ям,şorbe
435,Honig::N,медь,hingiv
436,Milch::N,ловсо,şîr
437,Tee::N,чай,çay
438,Leder::N,киське,çerm
439,Wolle::N,пона,herî
440,Stoff::N,коцт,paç
441,Nadel::N,салмукс,derzî
442,Faden::N,суре,ta
443,Knopf::N,пов,bişkok
444,Knoten::N,сюлмо,girêk
445,Farbe::N,артомапель,boyax
446,Kleidung::N,оршамот,çil
447,Hemd::N,панар,qutik
448,Hemd::N,панар,miltan
449,Kragen::N,сиве,stûvang
450,Ärmel::N,ожа,hûçik
451,Hose::N,понкст,şewel
452,Gürtel::N,каркс,qayiş
453,Mütze::N,чапка,fîno
454,Schuh::N,туфля,şêkal
455,Stiefel::N,кем,gizme
456,Stiefel::N,кем,çizme
457,Ring::N,суркс,xelek
458,Band::N,лента,band
459,Kamm::N,сурсеме,şeh
460,Spiegel::N,чавачамо,eynik
461,Riemen::N,кшнань каркс,qayiş
462,Schnur::N,пикс,doxin
463,Leine::N,ведьме,şirît
464,Decke::N,вельтямо,bataniye
465,Kissen::N,тодов,balgî
466,Tuch::N,паця,şar
467,Handtuch::N,нардамо,dezmal
468,Kraft::N,вий,hêz
469,Kraft::N,вий,qewet
470,Stärke::N,виевчи,xurtî
471,Gesundheit::N,шумбрачи,nojdarî
472,Krankheit::N,орма,nexweşî
473,Krankheit::N,сэредема,nexweşî
474,Schmerz::N,сэредькс,êş
475,Wunde::N,керявкс,kul
476,Fieber::N,маштыкс,ta
477,Arznei::N,ормаменькс,derman
478,Brücke::N,сэдь,kopî
479,Brücke::N,мадамо,kopî
480,Brunnen::N,лисьма,çal
481,Brunnen::N,лисьма,kani
482,Weide::N,ракшань ванома тарка,beyar
483,Pfad::N,ян,xaçirek
484,Weg::N,ки,rê
485,Straße::N,ки,rê
486,Dorf::N,веле,gund
487,Stadt::N,ош,baçar
488,Brief::N,сёрма,name
489,Buch::N,книга,kitêb
490,Buch::N,книга,pirtûk
491,Buchstabe::N,буква,herf
492,Zeitung::N,газета,rojname
493,Leben::N,эрямо,jiyan
494,Tod::N,кулома,mirin
495,Grab::N,калмо,mezel
496,Kirche::N,церькова,gilyas
497,Sünde::N,чумочи,guneh
498,Gott::N,паз,xwedê
499,Arbeiter::N,робочей,hîşçî
500,Chef::N,прявт,bêg
501,Meister::N,кол тевень тенця,hoste
502,Arzt::N,врач,doktor
503,Lehrer::N,учитель,mamoste
504,Lehrer::N,тонавтыця,mamoste
505,Geld::N,ярмак,pere
506,Geschäft::N,ладязь тев,firoşgeh
507,Laden::N,лавка,dikan
508,Preis::N,питне,buha
509,Ware::N,миевкс,tişt
510,Ware::N,рамавкс,tişt
511,Nutzen::N,паро,fêde
512,Nutzen::N,лезэ,fêde
513,Reichtum::N,сюпавчи,serwet
514,Welt::N,мир,dinya
515,Welt::N,мастор ланго,dinya
516,Land::N,мастор,welat
517,Staat::N,государства,dewlet
518,König::N,король,şah
519,König::N,король,qral
520,Macht::N,азорксчи,qewet
521,Macht::N,азорксчи,destihilat
522,Grenze::N,буен тешкс,kevî
523,Krieg::N,война,çeng
524,Krieg::N,война,sêwaş
525,Feind::N,душман,dijmin
526,Gewalt::N,нарьгамо,zor
527,Kampf::N,тюрема,şer
528,Bogen[Waffe]::N,нал,kêvan
529,Pfeil::N,нал,çîrik
530,Gewehr::N,ружия,tifing
531,Gewehr::N,винтовка,tifing
532,Fehler::N,ильведькс,şaşî
533,Fehler::N,ильведевкс,şaşî
534,Lüge::N,манчема,derew
535,Lüge::N,кенгелема,derew
536,Schaden::N,зыян,xisar
537,Unglück::N,зыян,bêbextî
538,Schuld::N,чумочи,suç
539,Alter::N,шка,temen
540,Schluss::N,пе,girtin
541,Zeit::N,шка,çax
542,Zeit::N,пинге,çax
543,Tag::N,чи,roj
544,Morgen::N,валске,sibeh
545,Mittag::N,чикуншка,nîro
546,Abend::N,чокшнэ,êvar
547,Nacht::N,ве,şev
548,Woche::N,недля,heftî
549,Monat::N,ков,meh
550,Jahr::N,ие,sal
551,Frühling::N,тундо,bihar
552,Sommer::N,кизэ,havîn
553,Herbst::N,сёксь,payîz
554,Winter::N,теле,zistan
555,Januar::N,якшамков,çile
556,Februar::N,февраль,sibat
557,März::N,март,adar
558,April::N,апрель,nîsan
559,Mai::N,май,gûlan
560,Juni::N,июнь,hezîran
561,Juli::N,июль,tîmeh
562,August::N,август,tebax
563,September::N,сентября,îlon
564,Oktober::N,октября,çotmeh
565,November::N,ноября,mijdar
566,Dezember::N,декабря,kanûn
567,Montag::N,пондельник,duşemb
568,Dienstag::N,овторник,sêşem
569,Mittwoch::N,серёда,çarşemb
570,Donnerstag::N,цетьверьг,pêşemb
571,Freitag::N,пеця,în
572,Samstag::N,субута,şemî
573,Samstag::N,шлямочи,şemî
574,Sonntag::N,недлячи,yekşemb
575,groß::A,ине,mezin
576,groß::A,покш,mezin
577,klein::A,вишка,çûçik
578,lang::A,кувака,dirêj
579,kurz::A,нурькине,kin
580,breit::A,келей,fireh
581,schmal::A,теине,tenik
582,dicht::A,тусто,gir
583,dick[Gegenstand]::A,эчке,şîşman
584,dünn::A,човине,zirav
585,fein::A,човине,tenik
586,fest::A,кеме,saxlem
587,flach::A,лапужа,pahn
588,glatt::A,валаня,dûz
589,glatt::A,валаня,şayîk
590,hart::A,калгодо,hişk
591,weich::A,чевте,nerm
592,rund::A,кеверь,gilover
593,spitz::A,пшти,pîj
594,scharf::A,пшти,tûj
595,stumpf::A,ношка,ne tûj
596,schwer::A,стака,giran
597,schön::A,мазый,xweş
598,schön::A,мазый,xweşik
599,heiß::A,пси,kelandî
600,warm::A,лембе,germ
601,kalt::A,якшамо,sar
602,kühl::A,экше,jemîrî
603,frisch::A,свежа,ter
604,feucht::A,летьке,şil
605,nass::A,начко,şilek
606,trocken::A,коське,zuwa
607,voll::A,пешксе,tijî
608,leer::A,чаво,vala
609,offen::A,панжадо,vekirî
610,offen::A,виде,vekirî
611,geschlossen::A,пекстазь,asê
612,geschlossen::A,сёлгозь,asê
613,sauber::A,ванькс,pakij
614,schmutzig::A,ливезев,lewitî
615,roh::A,верек,xav
616,reif::A,кенерезь,gihaştî
617,lecker::A,тантей,xweş
618,süß::A,ламбамо,şîrîn
619,bitter::A,сэпей,tahl
620,sauer::A,чапамо,tirş
621,hell::A,валдо,ronî
622,dunkel::A,чопода,tarî
623,schwarz::A,раужо,reş
624,weiß::A,ашо,sipî
625,rot::A,якстере,sor
626,gelb::A,ожо,zer
627,blau::A,сэнь,şîn
628,grün::A,пиже,şîn
629,grau::A,шержев,gewr
630,bunt::A,сёрмав,rengîn
631,billig::A,аволь питней,erzan
632,teuer::A,питней,biha
633,wertvoll::A,питней,hêja
634,wertvoll::A,питней,giranbiha
635,blind::A,сокор,kor
636,taub::A,амариця,kerr
637,kräftig::A,пек виев,gir
638,kräftig::A,пек виев,xurt
639,stark::A,виев,xurt
640,schwach::A,лавшо,kesad
641,fett::A,куя,qelew
642,schlank::A,виде ронга,zirav
643,hübsch::A,мазый,xweşik
644,böse::A,кежей,xerab
645,böse::A,кежей,aciz
646,dumm::A,чавола,gêj
647,dumm::A,превтеме,gêj
648,faul::A,нузякс,têmbêl
649,fleißig::A,мелень путыця,jêhatî
650,geizig::A,скупой,destgirtî
651,klug::A,превей,baqil
652,geschickt::A,маштозь теезь,zîrek
653,geschickt::A,маштозь теезь,ziring
654,lieb::A,вадря,delal
655,lustig::A,весёла,kêfxweş
656,sanft::A,сэтьме,nazenîn
657,hungrig::A,вачо,birçî
658,krank::A,сэредиця,nexweş
659,nackt::A,штапо,rût
660,nackt::A,штапо,tazî
661,traurig::A,нусманя,xemgîn
662,lebendig::A,эриця,bisaxî
663,gut::A,паро,baş
664,schlecht::A,берянь,xerab
665,richtig::A,виде,rast
666,richtig::A,виде,saxlem
667,schlimm::A,берянь,nebaş
668,wahr::A,алкуксонь,rast
669,alt::A,ташто,pîr
670,alt::A,ташто,kevn
671,neu::A,од,nû
672,ehemalig::A,икелень,kevnar
673,ehemalig::A,икелень,peşidar
674,alt[Lebewesen]::A,сыре,pîr
675,jung::A,од,xort
676,arm::A,кажов,feqîr
677,arm::A,кажов,desteng
678,reich::A,сюпав,dewlemend
679,bekannt::A,содавикс,naskirî
680,berühmt::A,содавикс,navdar
681,fremd::A,лия,xerîb
682,fremd::A,асодавикс,xerîb
683,verschieden::A,эрьва,çîhê
684,nah::A,а васолонь,nêzîk
685,fern::A,умонь,dûr
686,fern::A,кезэрень,dûr
687,linker::A,керш,çepê
688,rechter::A,вить,rastê
689,anderer::A,лия,yê din
690,erster::A,васень,yekemîn
691,erster::A,васенце,yekemîn
692,zweiter::A,омбоце,duda
693,dritter::A,колмоце,sisêya
694,letzter::A,меельце,paşîn
695,allein::ADV,башка,tenê
696,allein::ADV,ськамонзо,tenê
697,auf einmal::ADV,вейсэ,jar kê
698,zusammen::ADV,вейс,tev
699,zusammen::ADV,вейс,bi hev re
700,zusammen::ADV,вейсэ,tev
701,zusammen::ADV,вейсэ,bi hev re
702,lange::ADV,кувать,dirêj
703,plötzlich::ADV,апак учо,ji nişkave
704,sofort::ADV,курок,yekser
705,sofort::ADV,нейке,yekser
706,später::ADV,мейле,paşiyê
707,jetzt::ADV,ней,nuha
708,heute::ADV,течи,îro
709,morgen::ADV,ванды,sibeh
710,bald::ADV,курок,nêzîk
711,dann::ADV,мейле,paşê
712,dann::ADV,седе мейле,paşê
713,gestern::ADV,исяк,do
714,einst::ADV,весть,jar ke
715,einst::ADV,зярдо-бути,jar ke
716,damals::ADV,сестэ,hîngî
717,danach::ADV,мейле,piştra
718,danach::ADV,седе мейле,piştra
719,vorher::ADV,васняяк,pîşî
720,zuerst::ADV,васня,bere
721,einmal::ADV,весть,çarik
722,manchmal::ADV,лиясто,çarna
723,oft::ADV,сеетьстэ,gelek çaran
724,immer::ADV,свал,daîm
725,niemals::ADV,а зярдояк,tu çar
726,hier::ADV,тесэ,li vir
727,hierhin::ADV,тей,vir
728,von hier::ADV,тестэ,ji vir
729,dort::ADV,тосо,li wê derê
730,dorthin::ADV,тов,wêda
731,geradeaus::ADV,витьстэ,rastê rast
732,vorwärts::ADV,икелев,ber bi pêş
733,rückwärts::ADV,мекев,paşpê
734,zurück::ADV,мекев,paşdo
735,zurück::ADV,мекев,paşvê
736,unten::ADV,ало,jêrî
737,hinab::ADV,алов,berjêr
738,oben::ADV,вере,banî
739,hinauf::ADV,верев,banî
740,überall::ADV,эрьва косо,li her derê
741,nicht::ADV,а,ne
742,nicht::ADV,а,nîn
743,nicht::ADV,а,tine
744,ein wenig::ADV,аламошка,hebkî
745,kaum::ADV,ансяк,tema
746,kaum::ADV,ансяк,himangi
747,sehr::ADV,пек,gelek
748,sehr::ADV,вельть,gelek
749,so::ADV,истя,weha
750,noch::ADV,таго,hêj
751,noch::ADV,таго,dîsa
752,nur::ADV,ансяк,tenê
753,nur::ADV,ансяк,bes
754,schon::ADV,уш,hew
755,wieder::ADV,таго,jar din
756,wieder::ADV,таго,dîsa
757,vergebens::ADV,стяко,deya çun
758,vergebens::ADV,стяко,îfleh bûn
759,vor::PRP,икеле,li ber
760,hinter::PRP,вельде,li pişt
761,unter::PRP,ало,li bin
762,durch::PRP,пачк,kura
763,neben::PRP,вакссо,li ba
764,zwischen::PRP,ютксо,nabeyne
765,zwischen::PRP,ютксо,di nav...da
766,wegen::PRP,кис,ji bo
767,wegen::PRP,кис,ji ber
768,wegen::PRP,коряс,ji bo
769,wegen::PRP,коряс,ji ber
770,wegen::PRP,кувалт,ji bo
771,wegen::PRP,кувалт,ji ber
772,dies::PRN,те,ev
773,das::PRN,те,ev
774,das::PRN,тона,ev
775,alles::PRN,весе,hemû
776,alles::PRN,весемесь,hemû
777,ich::PRN,мон,ez
778,du::PRN,тон,tu
779,er::PRN,сон,wî
780,wir::PRN,минь,êm
781,ihr::PRN,тынь,hûn
782,sie::PRN,сынь,we
783,was::FPRN,мезе,çi
784,wer::FPRN,ки,ki
785,wo::FADV,косо,li ku dere
786,wohin::FADV,ков,li ku dere
787,wohin::FADV,козо,li ku dere
788,wie::FADV,кода,çawa
789,warum::FADV,мекс,çima
790,wieviel::FNUM,зяро,çend
791,eins::NUM,вейке,yek
792,zwei::NUM,кавто,didu
793,drei::NUM,колмо,sisê
794,vier::NUM,ниле,çar
795,fünf::NUM,вете,penç
796,sechs::NUM,кото,şeş
797,sieben::NUM,сисем,heft
798,acht::NUM,кавксо,heşt
799,neun::NUM,вейксэ,neh
800,zehn::NUM,кемень,deh
801,elf::NUM,кевейкее,yazdeh
802,zwölf::NUM,кемгавтово,diwazdeh
803,zwanzig::NUM,комсь,bîst
804,dreißig::NUM,колоньгемень,sih
805,vierzig::NUM,ниленьгемень,çil
806,fünfzig::NUM,ведьгемень,pençi
807,sechzig::NUM,кодгемень,şêst
808,siebzig::NUM,сизьгемень,heftê
809,achtzig::NUM,кавксоньгемень,heştê
810,neunzig::NUM,вейксэньгемень,nod
