,Concept_ID,myv,da
833,verfaulen::V,наксадомс,rådne
834,reißen::V,сезневемс,briste
835,versinken::V,ваямс,synke
836,versinken::V,ваямс,synke ned
837,vergehen::V,ютамс,forløbe
838,erscheinen::V,лисемс,vise sig
839,verschwinden::V,ёмамс,forsvinde
840,sinken::V,явамс,synke
841,abnehmen::V,киремемс,aftage
842,zunehmen::V,ламолгадомс,tiltage
843,zunehmen::V,раштамс,tiltage
844,steigen::V,куземс,stige
845,steigen::V,кепсевемс,stige
846,wachsen::V,касомс,gro
847,wachsen::V,касомс,vokse
848,glänzen::V,цитнемс,glinse
849,funkeln::V,пиндолдомс,tindre
850,funkeln::V,цивтёрдомс,tindre
851,lärmen::V,шалномс,larme
852,läuten::V,гайгезевемс,ringe
853,klingeln::V,чавомс баягас,ringe
854,klirren::V,калдордомс,klirre
855,klirren::V,кальцяемс,klirre
856,brausen::V,лакамс,bruse
857,rauschen::V,лажномс,suse
858,klingen::V,гайгемс,lyde
859,klingen::V,гайгемс,klinge
860,bellen::V,онгомс,gø
861,heulen::V,урномс,hyle
862,blasen::V,пувамс,blæse
863,pfeifen::V,вешкемс,fløjte
864,schreien::V,пижнемс,skrige
865,stöhnen::V,кувсемс,stønne
866,zittern::V,тарномс,dirre
867,zittern::V,тарномс,skælve
868,leben::V,эрямс,leve
869,geboren werden::V,чачомс,fødes
870,atmen::V,лексемс,ånde
871,trinken::V,симемс,drikke
872,essen::V,ярсамс,spise
873,schlucken::V,нилемс,synke
874,schlucken::V,порнемс,synke
875,müde werden::V,сиземс,blive træt
876,einschlafen::V,матедевемс,falde i søvn
877,schlafen::V,удомс,sove
878,aufwachen::V,сыргоземс,vågne
879,aufstehen::V,стямс,stå op
880,sich erholen::V,оймсемс,komme sig
881,krank werden::V,сэредезевемс,blive syg
882,krank sein::V,сэредемс,være syg
883,schmerzen::V,сэредемс,smerte
884,husten::V,козомс,hoste
885,genesen::V,пичкамс,komme sig
886,sterben::V,куломс,dø
887,umkommen::V,чавовомс,omkomme
888,umkommen::V,ёмамс,omkomme
889,sich bewegen::V,шаштомс,bevæge sig
890,sich rühren::V,сыргамс,røre på sig
891,sich erheben::V,куземс,rejse sig
892,sich setzen::V,озамс,sætte sig
893,hinfallen::V,прамс,
894,hinfallen::V,сяворемс,
895,laufen::V,якамс,løbe
896,schreiten::V,эскелямс,skride
897,schreiten::V,молемс,skride
898,spazierengehen::V,якамс,gå en tur
899,eilen::V,эрзкалемс,ile
900,eilen::V,капшамс,ile
901,sich beeilen::V,капшамс,skynde sig
902,sausen::V,ливтямс,suse
903,rennen::V,чийнемс,løbe
904,rennen::V,чийнемс,rende
905,rennen::V,ардтнемс,løbe
906,rennen::V,ардтнемс,rende
907,springen::V,кирнявтнемс,hoppe
908,springen::V,кирнявтнемс,springe
909,klettern::V,куземс,klatre
910,schaukeln::V,нурямс,gynge
911,kriechen::V,ёзмолдомс,krybe
912,schwimmen::V,уемс,svømme
913,tauchen::V,чопавтомс,dykke
914,tauchen::V,чопавтнемс,dykke
915,rudern::V,миледемс,ro
916,fahren::V,ардомс,køre
917,fliegen::V,ливтямс,flyve
918,gehen::V,туемс,gå
919,gehen::V,молемс,gå
920,weggehen::V,туемс,gå bort
921,abfahren::V,туемс,køre bort
922,anhalten::V,лоткамс,standse
923,hineingehen::V,совамс,gå ind
924,eintreten::V,совамс,træde ind
925,eintreten::V,эскельдямс,træde ind
926,kommen::V,самс,komme
927,ankommen::V,самс,ankomme
928,ankommen::V,пачкодемс,ankomme
929,zurückkommen::V,велявтомс,komme tilbage
930,bleiben::V,кадовомс,blive
931,bleiben::V,кадовомс,forblive
932,warten::V,учомс,vente
933,erwarten::V,учомс,vente
934,erwarten::V,учомс,afvente
935,suchen::V,вешнемс,søge
936,finden::V,муемс,finde
937,versuchen::V,варштамс,forsøge
938,vorbereiten::V,анокстамс,forberede
939,lieben::V,вечкемс,elske
940,mögen::V,вечкемс,holde af
941,mögen::V,вечкемс,kunne lide
942,lachen::V,пейдемс,le
943,rühren::V,токамс седейс,røre
944,weinen::V,авардемс,græde
945,schimpfen::V,сёвномс,skænde
946,sich ärgern::V,кежиявтнемс,ærgre sig
947,sich fürchten::V,пелемс,være bange
948,fürchten::V,пелемс,være bange for
949,fliehen::V,оргодемс,flygte
950,flüchten::V,ворьгодемс,flygte
951,flüchten::V,чадомс,flygte
952,sehen::V,неемс,se
953,anschauen::V,ваномс,se på
954,anschauen::V,ваномс,betragte
955,ansehen::V,ваномс,anse
956,hören::V,марямс,høre
957,zuhören::V,кунсоломс,høre til
958,probieren::V,варшамс,smage
959,probieren::V,варшамс,smage på
960,riechen::V,никсемс,lugte
961,fühlen::V,марямс,føle
962,scheinen::V,марявомс,synes
963,zu sehen sein::V,неявомс,synes
964,vernehmen::V,марямс,erfare
965,frieren::V,кельмемс,fryse
966,tun::V,теемс,gøre
967,können::V,маштомс,kunne
968,wollen::V,бажамс,ville
969,anfangen::V,кармамс,begynde
970,beenden::V,прядомс,afslutte
971,aufhören::V,лоткамс,ophøre
972,aufhören::V,лоткамс,holde op
973,gelingen::V,удаламс,lykkes
974,geraten::V,лисемс,blive
975,öffnen::V,панжомс,åbne
976,schließen::V,пекстамс,lukke
977,schließen::V,сёлгомс,lukke
978,schließen::V,конямс,lukke
979,stellen::V,аравтомс,stille
980,setzen::V,ойсевтемс,sætte
981,setzen::V,озавтнемс,sætte
982,legen::V,путомс,lægge
983,berühren::V,токамс,berøre
984,verbinden::V,содомс,forbinde
985,bedecken::V,вельтямс,dække
986,bedecken::V,вельтямс,bedække
987,aufhängen::V,понгавтомс,hænge
988,aufhängen::V,понгавтомс,hænge op
989,anzünden::V,кирвастемс,tænde
990,anzünden::V,кирвастемс,antænde
991,aufheben::V,кепедемс,løfte
992,aufheben::V,кепедемс,tage op
993,zurücklassen::V,кадомс,lade tilbage
994,verlieren::V,ёмавтомс,miste
995,fallen lassen::V,правтомс,tabe
996,fallen lassen::V,правтомс,droppe
997,machen::V,теемс,gøre
998,herstellen::V,анокстамс,fremstille
999,bauen::V,путомс,bygge
1000,reparieren::V,витемс,reparere
1001,verbessern::V,паролгавтомс,rette
1002,verbessern::V,паролгавтомс,forbedre
1003,verbessern::V,вадрялгавтомс,rette
1004,verbessern::V,вадрялгавтомс,forbedre
1005,ändern::V,полавтомс,ændre
1006,graben::V,чувомс,grave
1007,graben::V,таргамс,grave
1008,beugen::V,мендемс,bøje
1009,biegen::V,комавтомс,bøje
1010,drehen::V,чаравтомс,dreje
1011,drehen::V,велявтнемс,dreje
1012,wenden::V,велявтомс,vende
1013,umdrehen::V,велявтомс,dreje om
1014,heben::V,кепедемс,hæve
1015,hochheben::V,кепедемс,løfte
1016,ergreifen::V,кундамс,gribe fat i
1017,halten::V,кирдемс,holde
1018,drücken::V,нуемс,trykke
1019,schieben::V,шаштомс,skyde
1020,schieben::V,шаштомс,skubbe
1021,kratzen::V,ангордамс,klø
1022,kratzen::V,ангордамс,kradse
1023,lecken::V,нолсемс,slikke
1024,beißen::V,сускомс,bide
1025,abreißen::V,сеземс,rive af
1026,abschneiden::V,печкемс,skære af
1027,binden::V,кодамс,binde
1028,binden::V,сюлмамс,binde
1029,stecken::V,сялгомс,stikke
1030,brechen::V,синдемс,brække
1031,brechen::V,калавтомс,brække
1032,klopfen::V,калтаямс,banke
1033,hauen::V,чавомс,hugge
1034,kleben::V,педявтнемс,klistre
1035,reiben::V,ёзамс,gnide
1036,streichen::V,вадемс,smøre
1037,schleifen::V,човамс,slibe
1038,schneiden::V,керямс,skære
1039,schneiden::V,керямс,klippe
1040,rütteln::V,чукамс,ruske
1041,rütteln::V,лыкавтомс,ruske
1042,schütteln::V,чукамс,ryste
1043,schwenken::V,яхолемс,svinge
1044,schütten::V,каямс,hælde
1045,füllen::V,пештямс,fylde
1046,einwickeln::V,тапарямс,pakke ind
1047,tragen::V,кандомс,bære
1048,schleppen::V,ускомс,slæbe
1049,ziehen::V,ускомс,trække
1050,aufbewahren::V,ванстомс,opbevare
1051,werfen::V,ёртомс,kaste
1052,fangen::V,кундамс,fange
1053,packen::V,кундамс,gribe
1054,verstecken::V,кекшемс,gemme
1055,teilen::V,явомс,dele
1056,schicken::V,кучомс,sende
1057,bringen::V,кандомс,bringe
1058,hinzufügen::V,путомс,tilføje
1059,hinzufügen::V,максомс,tilføje
1060,bekommen::V,саемс,få
1061,erhalten::V,саемс,få
1062,nehmen::V,саемс,tage
1063,wählen::V,кочкамс,vælge
1064,auswählen::V,кочкамс,udvælge
1065,bewahren::V,ванстомс,bevare
1066,behindern::V,кирдемс,hindre
1067,behindern::V,кирдемс,forhindre
1068,verderben::V,коламс,ødelægge
1069,beschädigen::V,теемс зыян,beskadige
1070,zerbrechen::V,коламс,brække itu
1071,zerreißen::V,сеземс,rive itu
1072,zerstören::V,калавтомс,ødelægge
1073,verbrennen::V,пултамс,brænde
1074,geben::V,максомс,give
1075,reichen::V,максомс,række
1076,schenken::V,каземс,forære
1077,versprechen::V,алтамс,love
1078,wünschen::V,арсемс,ønske
1079,loben::V,шнамс,rose
1080,küssen::V,палсемс,kysse
1081,wiegen::V,нурсемс,vugge
1082,zudecken::V,тавадомс,dække til
1083,zudecken::V,вельтямс,dække til
1084,wecken::V,стявтомс,vække
1085,zeigen::V,невтемс,vise
1086,führen::V,ветямс,føre
1087,lehren::V,тонавтомс,lære
1088,unterrichten::V,тонавтомс,undervise
1089,aufziehen::V,трямс,opdrage
1090,aufziehen::V,кастомс,opdrage
1091,leiten::V,ветямс,lede
1092,leiten::V,азоркстамс,lede
1093,antreiben::V,ветямс,skynde på
1094,lassen::V,кармавтомс,få til at
1095,einladen::V,тердемс,indbyde
1096,einladen::V,тердемс,invitere
1097,vereinigen::V,вейсэндямс,forene
1098,vereinigen::V,вейс путомс,forene
1099,vereinigen::V,вейс пурнамс,forene
1100,besuchen::V,варштамс,besøge
1101,treffen::V,вастомс,møde
1102,sich versammeln::V,промокшномс,forsamles
1103,spielen::V,налксемс,lege
1104,spielen::V,налксемс,spille
1105,singen::V,морамс,synge
1106,tanzen::V,киштемс,danse
1107,sich trennen::V,явомс,skilles
1108,verlassen::V,кадомс,forlade
1109,retten::V,идемс,redde
1110,bewachen::V,ванстомс,bevogte
1111,schützen::V,аштемс,skærme
1112,schützen::V,аштемс,beskytte
1113,verteidigen::V,ваномс,forsvare
1114,sich schlagen::V,тюремс,slås
1115,schießen::V,ледемс,skyde
1116,siegen::V,изнямс,sejre
1117,ärgern::V,кежейгавтомс,ærgre
1118,schlagen::V,токамс,slå
1119,treten::V,тапамс,sparke
1120,stechen::V,пупамс,stikke
1121,stoßen::V,тулкадемс,støde
1122,stehlen::V,саламс,stjæle
1123,stören::V,пирямс ки,forstyrre
1124,belästigen::V,а максомс,genere
1125,belästigen::V,а максомс,ulejlige
1126,belästigen::V,а кадомс оймамо,genere
1127,belästigen::V,а кадомс оймамо,ulejlige
1128,verbergen::V,сёпомс,skjule
1129,verbergen::V,кекшемс,skjule
1130,täuschen::V,манямс,villede
1131,betrügen::V,манчемс,bedrage
1132,töten::V,чавномс,dræbe
1133,töten::V,маштнемс,dræbe
1134,wohnen::V,эрямс,bo
1135,arbeiten::V,важодемс,arbejde
1136,sammeln::V,пурнамс,samle
1137,pflücken::V,ноцковтнемс,plukke
1138,jagen::V,кундамс,jage
1139,fischen::V,калонь кундамс,fiske
1140,fassen::V,кундамс,fange
1141,hüten::V,ваномс,vogte
1142,treiben::V,панемс,drive
1143,anbinden::V,сюлмамс,binde fast
1144,füttern::V,андомс,fodre
1145,melken::V,потявтомс,malke
1146,hacken::V,лазномс,hakke
1147,gießen::V,валомс,hælde
1148,reifen::V,кенеремс,modne
1149,zubereiten::V,анокстамс,tilberede
1150,kochen::V,пидемс,koge
1151,backen::V,пидемс,bage
1152,braten::V,пуштамс,stege
1153,umrühren::V,човорямс,røre om
1154,stricken::V,кодамс,strikke
1155,nähen::V,стамс,sy
1156,färben::V,артомс,farve
1157,reinigen::V,урядамс,rense
1158,reinigen::V,урядамс,gøre ren
1159,waschen::V,муськемс,vaske
1160,abwischen::V,нардамс,tørre af
1161,spülen::V,ёрвалдомс,skylle
1162,fegen::V,тенсемс,feje
1163,kehren::V,тенсемс,feje
1164,baden::V,экшелямс,bade
1165,sich waschen::V,шлямс,vaske sig
1166,ausziehen::V,кайсевтемс,tage af
1167,anziehen::V,оршамс,tage på
1168,sich anziehen::V,оршамс,klæde sig på
1169,kämmen::V,судрямс,rede
1170,kämmen::V,судрямс,frisere
1171,schmücken::V,мазылгавтомс,pynte
1172,schmücken::V,мазылгавтомс,smykke
1173,schmücken::V,наряжамс,pynte
1174,schmücken::V,наряжамс,smykke
1175,sagen::V,меремс,sige
1176,sprechen::V,кортамс,snakke
1177,reden::V,кортамс,tale
1178,reden::V,кортамс,snakke
1179,sich unterhalten::V,кортнемс,snakke sammen
1180,fragen::V,кевкстемс,spørge
1181,bitten::V,вешемс,bede
1182,erzählen::V,ёвтнемс,berette
1183,erzählen::V,ёвтнемс,fortælle
1184,mitteilen::V,ёвтамс,meddele
1185,nennen::V,лемдемс,nævne
1186,nennen::V,путомс лем,nævne
1187,rufen::V,тердемс,råbe
1188,rufen::V,серьгедемс,råbe
1189,prahlen::V,шнамс пря,prale
1190,übersetzen::V,ютавтомс,oversætte
1191,denken::V,арсемс,tænke
1192,glauben::V,кемемс,tro
1193,bemerken::V,неемс,bemærke
1194,bemerken::V,неемс,lægge mærke til
1195,erkennen::V,содамс,genkende
1196,begreifen::V,пачкодемс,begribe
1197,verstehen::V,чарькодемс,forstå
1198,lernen::V,тонавтнемс,lære
1199,wissen::V,содамс,vide
1200,sich erinnern an::V,ледстямс,mindes
1201,sich erinnern an::V,ледстямс,huske på
1202,vergessen::V,стувтомс,glemme
1203,messen::V,онкстнемс,måle
1204,zählen::V,ловомс,tælle
1205,rechnen::V,ловомс,regne
1206,lesen::V,ловномс,læse
1207,malen::V,рисовамс,male
1208,zeichnen::V,рисовамс,tegne
1209,schreiben::V,сёрмадомс,skrive
1210,besitzen::V,улемс,eje
1211,besitzen::V,улемс,besidde
1212,besitzen::V,улемс азорокс,eje
1213,besitzen::V,улемс азорокс,besidde
1214,kaufen::V,рамамс,købe
1215,verkaufen::V,миемс,sælge
1216,bezahlen::V,пандомс,betale
1217,zahlen::V,пандомс,betale
1218,beherrschen::V,азоркстамс,beherske
1219,ertragen::V,кирдемс,tåle
1220,ertragen::V,кирдемс,udholde
