,Concept_ID,uk,mn
808,morgen::ADV,завтра,маргааш
809,morgen::ADV,завтра,маргаадар
810,bald::ADV,незабаром,түргэн
811,bald::ADV,незабаром,удахгүй
812,dann::ADV,потім,хожим
813,dann::ADV,потім,тэгээд
814,gestern::ADV,вчора,өчигдөр
815,einst::ADV,колись,нэг
816,damals::ADV,тоді,тэгэхэд
817,danach::ADV,згодом,тэгээд
818,danach::ADV,згодом,дараа нь
819,vorher::ADV,раніше,урьд
820,zuerst::ADV,спершу,анх
821,zuerst::ADV,спершу,эхлээд
822,zuerst::ADV,спочатку,анх
823,zuerst::ADV,спочатку,эхлээд
824,einmal::ADV,один раз,нэг удаа
825,manchmal::ADV,іноді,хааяа
826,manchmal::ADV,іноді,заримдаа
827,manchmal::ADV,інколи,хааяа
828,manchmal::ADV,інколи,заримдаа
829,oft::ADV,часто,олонтоо
830,immer::ADV,завжди,байнга
831,niemals::ADV,ніколи,хэзээ ч
832,niemals::ADV,ніколи,хэдийд ч
833,hier::ADV,тут,энд
834,hierhin::ADV,сюди,нааш
835,von hier::ADV,звідси,эндээс
836,dort::ADV,там,тэнд
837,dorthin::ADV,туди,тийш
838,geradeaus::ADV,прямо,шулуун
839,vorwärts::ADV,вперед,урагшаа
840,rückwärts::ADV,назад,буцаан
841,rückwärts::ADV,назад,сөөргөө
842,zurück::ADV,назад,буцаж
843,zurück::ADV,назад,гэдрэг
844,unten::ADV,внизу,дор
845,hinab::ADV,вниз,уруу
846,oben::ADV,вгорі,дээр
847,hinauf::ADV,вгору,өөд
848,hinauf::ADV,вгору,дээш
849,überall::ADV,скрізь,хааяагүй
850,überall::ADV,скрізь,энд тэндгүй
851,nicht::ADV,не,эс
852,nicht::ADV,не,-гүй
853,ein wenig::ADV,трохи,жаахан
854,ein wenig::ADV,небагато,жаахан
855,kaum::ADV,ледве,арай
856,kaum::ADV,ледве,арай гэж
857,sehr::ADV,дуже,тун
858,so::ADV,так,тэгж
859,so::ADV,так,ингээд
860,noch::ADV,ще,дахин
861,noch::ADV,ще,дахиад
862,nur::ADV,лише,зөвхөн
863,nur::ADV,лише,гагцхүү
864,nur::ADV,тільки,зөвхөн
865,nur::ADV,тільки,гагцхүү
866,schon::ADV,вже,нэгэнт
867,wieder::ADV,знову,дахин
868,wieder::ADV,знову,дахиад
869,vergebens::ADV,дарма,хий
870,vor::PRP,перед,өмнө
871,hinter::PRP,ззаду,ард
872,hinter::PRP,позаду,ард
873,unter::PRP,під,доор
874,durch::PRP,крізь,дундуур
875,neben::PRP,біля,хажууд
876,zwischen::PRP,між,завсар
877,zwischen::PRP,між,хооронд
878,wegen::PRP,з-за,төлөө
879,wegen::PRP,з-за,дээрээс
880,wegen::PRP,через,төлөө
881,wegen::PRP,через,дээрээс
882,dies::PRN,це,энэ
883,das::PRN,то,тэр
884,alles::PRN,все,цөм
885,alles::PRN,все,бүгд
886,ich::PRN,я,би
887,du::PRN,ти,чи
888,er::PRN,він,тэр
889,er::PRN,він,тэр хүн
890,wir::PRN,ми,бид
891,ihr::PRN,ви,та нар
892,sie::PRN,вони,тэд
893,was::FPRN,що,юу
894,wer::FPRN,хто,хэн
895,wo::FADV,де,хаа
896,wo::FADV,де,хаана
897,wohin::FADV,куди,хааш
898,wohin::FADV,куди,хаана
899,wie::FADV,як,яаж
900,wie::FADV,як,хэрхэн
901,warum::FADV,чому,юунд
902,warum::FADV,чому,яагаад
903,wieviel::FNUM,скільки,хэдий
904,wieviel::FNUM,скільки,хэд
905,eins::NUM,один,нэг
906,zwei::NUM,два,хоёр
907,drei::NUM,три,гурав
908,vier::NUM,чотири,дөрөв
909,fünf::NUM,п’ять,тав
910,sechs::NUM,шість,зургаа
911,sieben::NUM,сім,долоо
912,acht::NUM,вісім,найм
913,neun::NUM,дев’ять,ес
914,zehn::NUM,десять,арав
915,elf::NUM,одинадцять,арван нэг
916,zwölf::NUM,дванадцять,арван хоёр
917,zwanzig::NUM,двадцять,хорь
918,dreißig::NUM,тридцять,гуч
919,vierzig::NUM,сорок,дөч
920,fünfzig::NUM,п’ятдесят,тавь
921,sechzig::NUM,шістдесят,жар
922,siebzig::NUM,сімдесят,дал
923,achtzig::NUM,вісімдесят,ная
924,neunzig::NUM,дев’яносто,ер
925,hundert::NUM,сто,зуу
926,tausend::NUM,тисяча,мянга
927,und::CNJ,і,ч
928,und::CNJ,і,болон
929,oder::CNJ,або,буюу
930,stehen::V,стояти,зогсох
931,sitzen::V,сидіти,суух
932,liegen::V,лежати,хэвтэх
933,hängen::V,висіти,өлгөөтэй байх
934,hängen::V,висіти,дүүжлээтэй байх
935,werden::V,стати,болох
936,werden::V,робитися,болох
937,passieren::V,трапитися,тохиох
938,beginnen::V,початися,эхлэх
939,enden::V,кінчитися,дүүрэх
940,wechseln::V,мінятися,хувирах
941,aufgehen[Sonne]::V,зійти,мандах
942,untergehen[Sonne]::V,зайти,жаргах
943,scheinen[Sonne]::V,світити,гэрэлтэх
944,donnern::V,гриміти,дуугарах
945,wehen::V,віяти,салхилах
946,wehen::V,віяти,хөөрөгдөх
947,strömen::V,литися,гүйх
948,strömen::V,литися,урсах
949,fließen::V,текти,урсах
950,sich drehen::V,обертатися,эргэлдэх
951,schwanken::V,коливатися,хэлбэлзэх
952,schwingen::V,хитатися,ганхах
953,schwingen::V,хитатися,хэлбэлзэх
954,schwingen::V,гойдатися,ганхах
955,schwingen::V,гойдатися,хэлбэлзэх
956,fallen::V,падати,унах
957,brennen::V,горіти,шатах
958,rauchen::V,диміти,баагих
959,regnen::V,дощити,бороо орно
960,gefrieren::V,змерзнути,хөлдөх
961,tauen::V,танути,хайлах
962,schmelzen::V,плавитися,уярах
963,trocknen::V,сохнути,хатах
964,sieden::V,кипіти,буцлах
965,sieden::V,кипіти,даргилах
966,faulen::V,гнити,үжрэх
967,faulen::V,гнити,өмхийрөх
968,verfaulen::V,згнити,бээх
969,verfaulen::V,згнити,өгрөх
970,reißen::V,рватися,цуурах
971,versinken::V,тонути,живэх
972,vergehen::V,проходити,нөгчих
973,vergehen::V,проходити,өнгөрөх
974,erscheinen::V,з’явитися,гарах
975,erscheinen::V,з’явитися,бултайх
976,verschwinden::V,щезнути,далд орох
977,verschwinden::V,щезнути,алга болох
978,verschwinden::V,зникнути,далд орох
979,verschwinden::V,зникнути,алга болох
980,sinken::V,спадати,татрах
981,sinken::V,спадати,доошлох
982,abnehmen::V,поменшитися,багасах
983,abnehmen::V,поменшитися,хорогдох
984,zunehmen::V,збільшуватися,ихсэх
985,steigen::V,підніматися,нэмэгдэх
986,wachsen::V,рости,өсөх
987,wachsen::V,рости,ургах
988,glänzen::V,блищати,гилгэнэх
989,glänzen::V,блищати,гилбэгнэх
990,funkeln::V,блискати,гялжах
991,funkeln::V,блискати,гялалзах
992,lärmen::V,шуміти,шуугих
993,läuten::V,дзвонити,цохих
994,klingeln::V,дзвонити,хонхдох
995,klingeln::V,дзвонити,дуугарах
996,klirren::V,дзвякати,хангир жингэр хийх
997,brausen::V,бушувати,бургилах
998,rauschen::V,шелестіти,сэржигнэх
999,klingen::V,лунати,хангинах
1000,klingen::V,звучати,хангинах
1001,bellen::V,гавкати,хуцах
1002,heulen::V,вити,улих
1003,blasen::V,дунути,үлзэх
1004,pfeifen::V,свистіти,исгэрэх
1005,schreien::V,кричати,хашгирах
1006,stöhnen::V,стогнати,ёолох
1007,stöhnen::V,стогнати,гэнгэнэх
1008,zittern::V,тремтіти,дагжих
1009,leben::V,жити,амьдрах
1010,geboren werden::V,народитися,төрөх
1011,atmen::V,дихати,амьсгалах
1012,trinken::V,пити,уух
1013,essen::V,їсти,идэх
1014,schlucken::V,ковтати,залгих
1015,müde werden::V,втомитися,ядрах
1016,einschlafen::V,заснути,унтчих
1017,schlafen::V,спати,унтах
1018,aufwachen::V,прокинутися,сэрэх
1019,aufstehen::V,встати,босох
1020,sich erholen::V,відпочивати,амрах
1021,krank werden::V,захворіти,өвдөж эхлэх
1022,krank sein::V,хворіти,өвдөх
1023,schmerzen::V,боліти,өвдөх
1024,schmerzen::V,боліти,шархирах
1025,husten::V,кашляти,ханиах
1026,genesen::V,одужати,засрах
1027,genesen::V,видужати,засрах
1028,sterben::V,померти,үхэх
1029,sterben::V,померти,нас барах
1030,umkommen::V,згинути,үхэх
1031,sich bewegen::V,рухатися,хөдлөх
1032,sich rühren::V,ворушитися,хөдлөх
1033,sich erheben::V,встати,босох
1034,sich setzen::V,сісти,суух
1035,hinfallen::V,упасти,ойчих
1036,laufen::V,ходити,явган явах
1037,schreiten::V,крокувати,алхах
1038,spazierengehen::V,гуляти,зугаалах
1039,eilen::V,спішити,хурдлах
1040,sich beeilen::V,поспішати,яарах
1041,sich beeilen::V,поспішати,шамдах
1042,sausen::V,мчатися,давхих
1043,rennen::V,бігати,гүйх
1044,springen::V,скакати,харайх
1045,springen::V,скакати,дэвхрэх
1046,springen::V,стрибати,харайх
1047,springen::V,стрибати,дэвхрэх
1048,klettern::V,лазити,авирах
1049,schaukeln::V,гойдатися,ганхалзах
1050,kriechen::V,повзати,мөлхөх
1051,schwimmen::V,пливти,сэлэх
1052,schwimmen::V,плавати,сэлэх
1053,tauchen::V,пірнати,шунгах
1054,rudern::V,гребти,сэлүүрдэх
1055,rudern::V,веслувати,сэлүүрдэх
1056,fahren::V,їхати,явах
1057,fliegen::V,літати,нисэх
1058,gehen::V,іти,явах
1059,weggehen::V,піти,явах
1060,abfahren::V,від’їхати,одох
1061,abfahren::V,від’їхати,хөдлөх
1062,abfahren::V,відправитися,одох
1063,abfahren::V,відправитися,хөдлөх
1064,anhalten::V,зупинитися,зогсох
1065,hineingehen::V,входити,орох
1066,eintreten::V,увійти,орох
1067,kommen::V,прийти,ирэх
1068,ankommen::V,прибути,хүрэх
1069,zurückkommen::V,повернутися,харих
1070,zurückkommen::V,повернутися,буцаж ирэх
1071,bleiben::V,залишитися,үлдэх
1072,warten::V,чекати,хүлээх
1073,erwarten::V,чекати,хүлээх
1074,suchen::V,шукати,эрэх
1075,suchen::V,шукати,бэдрэх
1076,finden::V,знайти,олох
1077,versuchen::V,випробовувати,оролдох
1078,vorbereiten::V,підготувати,бэлтгэх
1079,lieben::V,любити,янаглах
1080,mögen::V,любити,таалах
1081,mögen::V,подобатися,таалах
1082,lachen::V,сміятися,инээх
1083,rühren::V,розчулити,сэтгэл уяруулах
1084,weinen::V,плакати,уйлах
1085,schimpfen::V,лаятися,хараах
1086,sich ärgern::V,сердитися,уурлах
1087,sich fürchten::V,боятися,айх
1088,fürchten::V,боятися,айх
1089,fliehen::V,тікати,зугтах
1090,fliehen::V,тікати,гүйж очих
1091,flüchten::V,утекти,оргох
1092,sehen::V,бачити,үзэх
1093,anschauen::V,поглянути,харах
1094,ansehen::V,дивитися на,харах
1095,hören::V,чути,дуулах
1096,zuhören::V,слухати,чагнах
1097,probieren::V,покуштувати,амсаж үзэх
1098,riechen::V,нюхати,үнэрлэх
1099,fühlen::V,відчувати,мэдрэх
1100,scheinen::V,здаватися,шиг үзэгдэх
1101,zu sehen sein::V,виднітися,үзэгдэх
1102,zu sehen sein::V,виднітися,харагдах
1103,vernehmen::V,почути,дуулах
1104,frieren::V,мерзнути,даарах
1105,tun::V,робити,хийх
1106,tun::V,робити,үйлдэх
1107,können::V,могти,болох
1108,wollen::V,хотіти,хүсэх
1109,anfangen::V,почати,эхлэх
1110,beenden::V,закінчити,дуусгах
1111,aufhören::V,перестати,болих
1112,aufhören::V,перестати,зогсох
1113,gelingen::V,вдатися,бүтэх
1114,geraten::V,опинитися,илрэх
1115,öffnen::V,відкрити,нээх
1116,öffnen::V,відкрити,тайлах
1117,schließen::V,закрити,хаах
1118,stellen::V,поставити,тавих
1119,stellen::V,поставити,босгох
1120,setzen::V,посадити,суулгах
1121,legen::V,класти,хийх
1122,legen::V,класти,тавих
1123,berühren::V,чіпати,шүргэх
1124,verbinden::V,зв’язати,залгах
1125,bedecken::V,покрити,бүрэх
1126,aufhängen::V,повісити,өлгөх
1127,aufhängen::V,повісити,дүүжлэх
1128,anzünden::V,запалити,асаах
1129,anzünden::V,запалити,ноцоох
1130,aufheben::V,підняти,өргөх
1131,zurücklassen::V,залишити,орхих
1132,zurücklassen::V,залишити,үлдээх
1133,verlieren::V,загубити,гээх
1134,fallen lassen::V,упустити,унагах
1135,machen::V,зробити,хийх
1136,machen::V,зробити,гаргах
1137,herstellen::V,виготовити,бүтээх
1138,bauen::V,будувати,барих
1139,reparieren::V,лагодити,засах
1140,reparieren::V,лагодити,сэлбэх
1141,verbessern::V,поліпшити,засах
1142,verbessern::V,поліпшити,сайжруулах
1143,ändern::V,змінити,өөрчлөх
1144,graben::V,копати,малтах
1145,beugen::V,зігнути,бөгтийлгөх
1146,biegen::V,погнути,матах
1147,biegen::V,погнути,муруйлгах
1148,drehen::V,вертіти,эргүүлэх
1149,wenden::V,повернути,эргүүлэх
1150,umdrehen::V,перевернути,хөрвүүлэх
1151,heben::V,піднімати,өргөх
1152,hochheben::V,підняти,өргөх
1153,ergreifen::V,схопити,атгах
1154,halten::V,тримати,барих
1155,drücken::V,натискати,дарах
1156,schieben::V,пхати,түлхэх
1157,schieben::V,штовхати,түлхэх
1158,kratzen::V,шкребти,хусах
1159,kratzen::V,шкребти,маажих
1160,lecken::V,лизати,долоох
1161,beißen::V,кусати,зуух
1162,beißen::V,кусати,хазах
1163,abreißen::V,відірвати,таслах
1164,abschneiden::V,відрізати,тайрах
1165,binden::V,в’язати,боох
1166,binden::V,в’язати,хүлэх
1167,stecken::V,увіткнути,шаах
1168,stecken::V,увіткнути,шигтгэх
1169,brechen::V,зламати,хугалах
1170,klopfen::V,стукати,цохих
1171,klopfen::V,стукати,тогших
1172,hauen::V,бити,дэлдэх
1173,kleben::V,клеїти,наах
1174,reiben::V,терти,нухах
1175,reiben::V,терти,нидчих
1176,streichen::V,намазати,нялах
1177,streichen::V,намазати,түрхэх
1178,schleifen::V,точити,билүүдэх
1179,schleifen::V,точити,гуранздах
1180,schneiden::V,різати,огтлох
1181,rütteln::V,хитати,холхнулах
1182,schütteln::V,трясти,сэгсрэх
1183,schwenken::V,махати,дэвэх
1184,schwenken::V,махати,даллах
1185,schütten::V,налити,цутгах
1186,schütten::V,налити,аягалах
1187,füllen::V,наповнити,дүүргэх
1188,einwickeln::V,загорнути,боох
1189,einwickeln::V,загорнути,ороох
1190,tragen::V,нести,авчрах
1191,schleppen::V,тягти,чирэх
1192,ziehen::V,тягнути,татах
1193,aufbewahren::V,зберігати,хадгалах
1194,werfen::V,кидати,хаях
1195,werfen::V,кидати,шидэх
1196,fangen::V,ловити,барих
1197,packen::V,схопити,шүүрэх
1198,verstecken::V,сховати,нуух
1199,teilen::V,розділити,хуваах
1200,schicken::V,посилати,илгээх
1201,schicken::V,посилати,явуулах
1202,bringen::V,принести,авчрах
1203,bringen::V,принести,аваачих
1204,hinzufügen::V,додати,нэмэх
1205,bekommen::V,дістати,хүлээн авах
1206,erhalten::V,одержати,хүлээн авах
1207,nehmen::V,взяти,авах
1208,wählen::V,вибрати,сонгох
1209,auswählen::V,відібрати,шилэх
1210,bewahren::V,зберегти,гамнах
1211,behindern::V,перешкоджати,саад хийх
1212,behindern::V,перешкоджати,тотгор болох
1213,verderben::V,зіпсувати,эвдэх
1214,beschädigen::V,зашкодити,гэмтээх
1215,zerbrechen::V,розбити,хагалах
1216,zerbrechen::V,розбити,хага цохих
1217,zerreißen::V,розірвати,урах
1218,zerstören::V,зруйнувати,эвдэх
1219,zerstören::V,зруйнувати,сүйтгэх
1220,verbrennen::V,спалити,шатаах
1221,geben::V,дати,өгөх
1222,reichen::V,передати,өгөх
1223,reichen::V,передати,дамжуулах
1224,schenken::V,дарувати,бэлэглэх
1225,versprechen::V,обіцяти,амлах
1226,wünschen::V,бажати,ерөөх
1227,loben::V,хвалити,магтах
1228,loben::V,хвалити,сайшаах
1229,küssen::V,цілувати,озох
1230,küssen::V,цілувати,үнсэх
1231,wiegen::V,качати,бүүвэйлэх
1232,zudecken::V,накрити,хучих
1233,zudecken::V,накрити,бүтээх
1234,wecken::V,розбудити,сэрээх
1235,zeigen::V,показати,үзүүлэх
1236,führen::V,вести,хөтлөх
1237,lehren::V,вчити,заах
1238,unterrichten::V,викладати,сургах
1239,aufziehen::V,виховати,өсгөх
1240,aufziehen::V,виховати,хүмүүжүүлэх
1241,leiten::V,керувати,удирдах
1242,antreiben::V,підганяти,шамдуулах
1243,lassen::V,змусити,-уулах
1244,einladen::V,запросити,залах
1245,vereinigen::V,об’єднати,нэгтгэх
1246,vereinigen::V,об’єднати,хамтруулах
1247,besuchen::V,завітати,зочлох
1248,besuchen::V,відвідати,зочлох
1249,treffen::V,зустріти,учрах
1250,treffen::V,зустріти,дайралдах
1251,sich versammeln::V,зібратися,хуралдах
1252,spielen::V,грати,наадах
1253,singen::V,співати,дуулах
1254,tanzen::V,танцювати,бүжиглэх
1255,sich trennen::V,розлучитися,салах
1256,verlassen::V,покинути,хаях
1257,retten::V,врятувати,гэтэлгэх
1258,bewachen::V,охороняти,сахих
1259,schützen::V,уберігати,хамгаалах
1260,verteidigen::V,захистити,хамгаалах
1261,sich schlagen::V,битися,зодолдох
1262,sich schlagen::V,дратися,зодолдох
1263,schießen::V,стріляти,харвах
1264,schießen::V,стріляти,буу буудах
1265,siegen::V,перемогти,ялах
1266,ärgern::V,сердити,уурлуулах
1267,ärgern::V,сердити,уур хүргэх
1268,schlagen::V,ударити,цохих
1269,treten::V,штовхати,өшиглөх
1270,stechen::V,вколоти,хатгах
1271,stoßen::V,штовхнути,ёврох
1272,stoßen::V,штовхнути,нудрах
1273,stehlen::V,украсти,хулгайлах
1274,stören::V,перешкодити,саад болох
1275,belästigen::V,докучати,зовоох
1276,belästigen::V,докучати,амраахгүй байх
1277,verbergen::V,сховати,нуух
1278,verbergen::V,сховати,далдлах
1279,täuschen::V,обдурити,мэхлэх
1280,betrügen::V,зшахраювати,хуурах
1281,töten::V,убити,алах
1282,wohnen::V,жити,суух
1283,wohnen::V,жити,амьдрах
1284,wohnen::V,мешкати,суух
1285,wohnen::V,мешкати,амьдрах
1286,arbeiten::V,працювати,ажиллах
1287,arbeiten::V,працювати,хөдөлмөрлөх
1288,sammeln::V,зібрати,түүх
1289,sammeln::V,зібрати,хураах
1290,pflücken::V,зривати,түүх
1291,jagen::V,полювати,агнах
1292,jagen::V,полювати,гөрөөлөх
1293,fischen::V,рибалити,загасчлах
1294,fischen::V,рибалити,загас барих
1295,fassen::V,піймати,барих
1296,hüten::V,пасти,маллах
1297,hüten::V,пасти,хариулах
1298,treiben::V,гнати,туух
1299,anbinden::V,прив’язати,уях
1300,füttern::V,годувати,тэжээх
1301,füttern::V,харчувати,тэжээх
1302,melken::V,доїти,саах
1303,hacken::V,рубати,цавчих
1304,gießen::V,полити,услах
1305,reifen::V,дозріти,боловсрох
1306,zubereiten::V,зготовити,бэлдэх
1307,zubereiten::V,приготувати,бэлдэх
1308,kochen::V,варити,чанах
1309,kochen::V,готувати,чанах
1310,backen::V,пекти,жигнэх
1311,braten::V,смажити,шарах
1312,braten::V,смажити,хайрах
1313,umrühren::V,переміщати,хутгах
1314,stricken::V,в’язати,нэхэх
1315,stricken::V,в’язати,сүлжих
1316,nähen::V,шити,оёх
1317,färben::V,пофарбувати,будах
1318,reinigen::V,очистити,арилгах
1319,reinigen::V,очистити,цэвэрлэх
1320,waschen::V,мити,угаах
1321,abwischen::V,витерти,арчих
1322,spülen::V,полоскати,зайлах
1323,fegen::V,підмітати,хамах
1324,fegen::V,підмітати,шүүрдэх
1325,kehren::V,мести,шүүрдэх
1326,kehren::V,мести,туужуудах
1327,baden::V,купатися,усанд орох
1328,sich waschen::V,митися,биеэ угаах
1329,ausziehen::V,зняти,тайлах
1330,anziehen::V,надіти,өмсөх
1331,sich anziehen::V,одягтися,хувцаслах
1332,sich anziehen::V,одягнутися,хувцаслах
1333,kämmen::V,зачесати,самнах
1334,schmücken::V,оздобити,гоёх
1335,schmücken::V,оздобити,чимэх
1336,sagen::V,сказати,гэх
1337,sagen::V,сказати,хэлэх
1338,sprechen::V,говорити,ярих
1339,sprechen::V,говорити,өгүүлэх
1340,reden::V,розмовляти,хэлэх
1341,reden::V,розмовляти,хөөрөлдөх
1342,sich unterhalten::V,бесідувати,ярилцах
1343,fragen::V,запитати,асуух
1344,bitten::V,просити,гуйх
1345,erzählen::V,розповісти,өгүүлэх
1346,mitteilen::V,повідомити,дуулгах
1347,mitteilen::V,повідомити,мэдээлэх
1348,nennen::V,назвати,нэрлэх
1349,rufen::V,кликати,дуудах
1350,prahlen::V,хвалитися,бардах
1351,prahlen::V,хвалитися,сайрхах
1352,übersetzen::V,перекласти,орчуулах
1353,denken::V,думати,санах
1354,denken::V,мислити,санах
1355,glauben::V,вірити,итгэх
1356,bemerken::V,помітити,ажих
1357,bemerken::V,помітити,ажиглах
1358,erkennen::V,пізнати,таних
1359,begreifen::V,осягнути,ойлгох
1360,verstehen::V,почути,мэдэж авах
1361,lernen::V,навчатися,сурах
1362,wissen::V,знати,мэдэх
1363,sich erinnern an::V,пам’ятати,дурсах
1364,vergessen::V,забути,мартах
1365,messen::V,міряти,хэмжих
1366,zählen::V,лічити,тоолох
1367,rechnen::V,рахувати,тооцоох
1368,lesen::V,читати,унших
1369,malen::V,малювати,зурах
1370,zeichnen::V,рисувати,дүрслэн бичих
1371,schreiben::V,писати,бичих
1372,besitzen::V,мати,эзэмших
1373,kaufen::V,купити,худалдан авах
1374,verkaufen::V,продати,худалдах
1375,bezahlen::V,заплатити,төлөх
1376,zahlen::V,платити,төлөх
1377,beherrschen::V,володіти,эзэмших
1378,ertragen::V,витерпіти,тэсэх
