,Concept_ID,zh,he
837,fürchten::V,害怕,חשש מ
838,fliehen::V,逃走,ברח
839,flüchten::V,逃跑,נמלט
840,sehen::V,看,ראה
841,anschauen::V,注视,הביט
842,ansehen::V,注视,התבונן
843,hören::V,听,שמע
844,zuhören::V,倾听,הקשיב
845,probieren::V,尝,נסה
846,riechen::V,闻,הריח
847,fühlen::V,感到,חש
848,scheinen::V,照耀,נדמה
849,zu sehen sein::V,可以看到,נראה
850,vernehmen::V,审讯,נודע ל
851,frieren::V,觉得冷,קר ל
852,tun::V,作,פעל
853,können::V,能,יכל
854,wollen::V,要,רצה
855,anfangen::V,开始,התחיל
856,beenden::V,结束,גמר
857,aufhören::V,停止,סים
858,gelingen::V,成功,הצליח
859,geraten::V,陷于,עלה
860,öffnen::V,打开,פתח
861,schließen::V,关,סגר
862,stellen::V,放,העמיד
863,setzen::V,放,הושיב
864,legen::V,摆,שם
865,berühren::V,触,נגע
866,verbinden::V,联结,קשר
867,bedecken::V,覆盖,כסה
868,aufhängen::V,挂,תלה
869,anzünden::V,点,הצית
870,aufheben::V,拾起,אסף
871,zurücklassen::V,遗留,השאיר
872,verlieren::V,丧失,אבד
873,fallen lassen::V,让掉下,שמט
874,fallen lassen::V,让掉下,הפיל
875,machen::V,做,עשה
876,herstellen::V,生产,יצר
877,bauen::V,建造,בנה
878,reparieren::V,修理,תקן
879,verbessern::V,改进,שפר
880,ändern::V,改变,שנה
881,graben::V,挖,חפר
882,beugen::V,弯下,כפף
883,biegen::V,弯,כופף
884,drehen::V,转动,סובב
885,wenden::V,转动,הפך
886,umdrehen::V,转动,סובב
887,heben::V,举起,הרים
888,hochheben::V,抬高,הרים
889,ergreifen::V,抓住,אחז
890,halten::V,拿着,החזיק
891,drücken::V,压,לחץ
892,schieben::V,推,הזיז
893,kratzen::V,搔,שרט
894,kratzen::V,搔,שפשף
895,lecken::V,舔,לקק
896,beißen::V,咬,נשך
897,abreißen::V,撕下,קרע
898,abschneiden::V,切断,חתך
899,binden::V,捆,קשר
900,stecken::V,插,תקע
901,brechen::V,断裂,שבר
902,klopfen::V,敲,נקש
903,hauen::V,揍,הכה
904,kleben::V,粘,הדביק
905,reiben::V,摩擦,שפשף
906,streichen::V,涂,מרח
907,schleifen::V,拖曳,השחיז
908,schneiden::V,切,גזר
909,rütteln::V,颠簸,נענע
910,schütteln::V,摇动,נער
911,schwenken::V,摇动,נופף
912,schwenken::V,摇动,טלטל
913,schütten::V,倒,שפך
914,füllen::V,填满,מלא
915,einwickeln::V,包,עטף
916,tragen::V,提,נשא
917,schleppen::V,扛,סחב
918,ziehen::V,拉,משך
919,aufbewahren::V,保存,שמר
920,werfen::V,扔,זרק
921,fangen::V,捕捉,תפס
922,packen::V,抓住,אחז
923,verstecken::V,藏,החביא
924,teilen::V,分,חלק
925,schicken::V,派遣,שלח
926,bringen::V,带来,הביא
927,hinzufügen::V,添加,הוסיף
928,bekommen::V,得到,תפס
929,erhalten::V,接到,קבל
930,nehmen::V,拿,אחז
931,wählen::V,挑选,בחר
932,auswählen::V,选择,בחר ב
933,bewahren::V,保持,קים
934,behindern::V,防碍,מנע
935,verderben::V,败坏,מנע
936,beschädigen::V,损坏,הזיק
937,zerbrechen::V,破碎,נשבר
938,zerreißen::V,撕碎,קרע
939,zerstören::V,毁坏,הרס
940,zerstören::V,毁坏,השמיד
941,verbrennen::V,燃烧,שרף
942,geben::V,给,נתן
943,reichen::V,递给,העביר
944,schenken::V,赠送,נתן במתנה
945,versprechen::V,许诺,הבטיח
946,wünschen::V,祝,אחל
947,loben::V,表扬,שבח
948,küssen::V,亲,נשק
949,wiegen::V,轻摇,נדנד
950,zudecken::V,盖上,כסה
951,wecken::V,唤起,עורר
952,zeigen::V,指,הראה
953,führen::V,带领,הביא
954,führen::V,带领,הוביל
955,lehren::V,教,למד
956,unterrichten::V,讲课,למד
957,aufziehen::V,抚养,רומם
958,leiten::V,领导,נהל
959,antreiben::V,催促,המרץ
960,lassen::V,让,נתן
961,einladen::V,邀请,הזמין
962,vereinigen::V,统一,אחד
963,vereinigen::V,统一,לכד
964,besuchen::V,参观,בקר
965,treffen::V,会面,פגש
966,sich versammeln::V,聚集,התאסף
967,spielen::V,玩,שחק
968,singen::V,唱歌,שר
969,tanzen::V,跳舞,רקד
970,sich trennen::V,分别,נפרד
971,verlassen::V,离开,עזב
972,retten::V,救,הציל
973,bewachen::V,守卫,שמר
974,schützen::V,保护,אבטח
975,verteidigen::V,保卫,הגן
976,sich schlagen::V,打架,התכתש
977,schießen::V,射击,ירה
978,siegen::V,获胜,גבר
979,siegen::V,获胜,נצח
980,ärgern::V,激怒,עצבן
981,schlagen::V,打,הכה
982,schlagen::V,打,הלקה
983,treten::V,踢,בעט
984,stechen::V,刺,דקר
985,stoßen::V,撞,דחק
986,stehlen::V,盗窃,גנב
987,stören::V,干扰,קטע
988,stören::V,干扰,הפריע
989,belästigen::V,打搅,הציק
990,belästigen::V,打搅,הטריד
991,verbergen::V,隐藏,הצניע
992,täuschen::V,欺骗,שגע
993,betrügen::V,欺骗,הונה
994,töten::V,杀,הרג
995,wohnen::V,居住,גר
996,arbeiten::V,工作,עבד
997,sammeln::V,收集,אסף
998,pflücken::V,采,קטף
999,jagen::V,打猎,צד
1000,fischen::V,捕鱼,דג
1001,fassen::V,捉住,תפס
1002,hüten::V,守护,רעה
1003,treiben::V,漂,הוציא
1004,anbinden::V,拴,קשר
1005,füttern::V,喂,הלעיט
1006,melken::V,挤奶,חלב
1007,hacken::V,剁细,קצץ
1008,gießen::V,浇,השקה
1009,reifen::V,成熟,בשל
1010,kochen::V,煮,בשל
1011,backen::V,烤,אפה
1012,braten::V,煎,צלה
1013,braten::V,煎,טגן
1014,umrühren::V,搅拌,ערבב
1015,stricken::V,织,סרג
1016,nähen::V,缝,תפר
1017,färben::V,染色,צבע
1018,reinigen::V,清洁,נקה
1019,waschen::V,洗,רחץ
1020,waschen::V,洗,כבס
1021,abwischen::V,擦掉,נגב
1022,spülen::V,清洗,שטף
1023,fegen::V,扫,טאטא
1024,kehren::V,打扫,טאטא
1025,baden::V,给...洗澡,טבל
1026,baden::V,给...洗澡,שחה
1027,sich waschen::V,洗澡,התרחץ
1028,ausziehen::V,脱,הוריד
1029,anziehen::V,穿,לבש
1030,sich anziehen::V,穿衣,התלבש
1031,kämmen::V,梳,סרק
1032,schmücken::V,装饰,קשט
1033,sagen::V,说,אמר
1034,sprechen::V,说,דבר
1035,reden::V,讲,דבר
1036,sich unterhalten::V,聊天,שוחח
1037,fragen::V,问,שאל
1038,bitten::V,请,בקש
1039,erzählen::V,叙述,ספר
1040,mitteilen::V,通知,מסר
1041,mitteilen::V,通知,הודיע
1042,nennen::V,叫做,קרא בשם
1043,rufen::V,叫,גיס
1044,rufen::V,叫,הזמין לבוא
1045,prahlen::V,吹牛,התרברב
1046,übersetzen::V,翻译,תרגם
1047,denken::V,想,חשב
1048,glauben::V,以为,האמין
1049,bemerken::V,发觉,הבחין
1050,erkennen::V,识别,זהה
1051,begreifen::V,理解,קלט
1052,begreifen::V,理解,הבין
1053,verstehen::V,明白,הבין
1054,lernen::V,学,למד
1055,wissen::V,知道,ידע
1056,sich erinnern an::V,回忆,זכר
1057,vergessen::V,忘记,שכח
1058,messen::V,测量,מדד
1059,zählen::V,数,ספר
1060,rechnen::V,计算,חשב
1061,lesen::V,读,קרא
1062,malen::V,画,ציר
1063,zeichnen::V,绘制,שרטט
1064,schreiben::V,写,כתב
1065,besitzen::V,占有,היה בעל של
1066,kaufen::V,买,קנה
1067,kaufen::V,买,רכש
1068,verkaufen::V,卖,מכר
1069,bezahlen::V,付钱,שלם
1070,zahlen::V,支付,שלם
1071,beherrschen::V,统治,שלט
1072,ertragen::V,忍耐,סבל
1073,vergebens::ADV,,לריק
1074,vergebens::ADV,,לשוא
1075,klirren::V,,קרקש
1076,rauschen::V,,רשרש
1077,rühren::V,,נגע ללב
1078,zubereiten::V,,הכין
