,Concept_ID,se,te
99,Kehle::N,чонт,గొంతు
100,Kehle::N,кэ̄ҏс,గొంతు
101,Hals::N,tjeapohke,మెడ
102,Hals::N,tjiebet,మెడ
103,Hals::N,čeabet,మెడ
104,Hals::N,čiäppát,మెడ
105,Hals::N,čeäppat,మెడ
106,Hals::N,ча̄пэх,మెడ
107,Genick::N,tjovrese,మూపు
108,Genick::N,nisske,మూపు
109,Genick::N,niehkki,మూపు
110,Genick::N,niski,మూపు
111,Genick::N,niek'ki,మూపు
112,Genick::N,nji´šǩǩmaadd,మూపు
113,Genick::N,нышшькмоант,మూపు
114,Kopf::N,åejjie,తల
115,Kopf::N,oajvve,తల
116,Kopf::N,oaivi,తల
117,Kopf::N,uái'vi,తల
118,Kopf::N,vuei´vv,తల
119,Kopf::N,вуэййв,తల
120,Rücken::N,rudtje,వెన్ను
121,Rücken::N,hárddo,వెన్ను
122,Rücken::N,tjavelk,వెన్ను
123,Rücken::N,sealgi,వెన్ను
124,Rücken::N,selgi,వెన్ను
125,Rücken::N,čielgi,వెన్ను
126,Rücken::N,seä´lǧǧ,వెన్ను
127,Rücken::N,се̄лльк,వెన్ను
128,Bauch::N,tjåejjie,కడుపు
129,Bauch::N,tjoajvve,కడుపు
130,Bauch::N,čoavji,కడుపు
131,Bauch::N,čuáv'ji,కడుపు
132,Bauch::N,čåu´jj,కడుపు
133,Bauch::N,чо̄ввьй,కడుపు
134,Nabel::N,naepie,బొడ్డు
135,Nabel::N,náhpe,బొడ్డు
136,Nabel::N,náhpi,బొడ్డు
137,Nabel::N,nääpi,బొడ్డు
138,Nabel::N,nää´pp,బొడ్డు
139,Nabel::N,на̄бпь,బొడ్డు
140,Busen::N,boenge,స్తనము
141,Busen::N,bållå,స్తనము
142,Busen::N,čižži,స్తనము
143,Busen::N,njamma,స్తనము
144,Busen::N,njižže,స్తనము
145,Busen::N,nje´ǯǯ,స్తనము
146,Busen::N,раннҍт,స్తనము
147,Brust::N,mïelke,ఱొమ్ము
148,Brust::N,radde,ఱొమ్ము
149,Brust::N,mielgga,ఱొమ్ము
150,Brust::N,raddi,ఱొమ్ము
151,Brust::N,radde,ఱొమ్ము
152,Brust::N,râ´dd,ఱొమ్ము
153,Brust::N,раннҍт,ఱొమ్ము
154,Schulter::N,åelkie,భుజము
155,Schulter::N,oalgge,భుజము
156,Schulter::N,hárdu,భుజము
157,Schulter::N,ärdee,భుజము
158,Schulter::N,uál'gi,భుజము
159,Schulter::N,a´rddi,భుజము
160,Schulter::N,vuä´lǧǧ,భుజము
161,Schulter::N,вуэллык,భుజము
162,Arm::N,gïete,చేయి
163,Arm::N,giehta,చేయి
164,Arm::N,giehta,చేయి
165,Arm::N,kietâ,చేయి
166,Arm::N,kie'tâkaaṿâ,చేయి
167,Arm::N,ǩiõtt,చేయి
168,Arm::N,кӣдт,చేయి
169,Ellenbogen::N,gernjere,మోచేయి
170,Ellenbogen::N,garŋŋel,మోచేయి
171,Ellenbogen::N,gargŋil,మోచేయి
172,Ellenbogen::N,käŋŋir,మోచేయి
173,Ellenbogen::N,kõõnjâr,మోచేయి
174,Ellenbogen::N,карьнэль,మోచేయి
175,Hand::N,gïete,చేయి
176,Hand::N,giehta,చేయి
177,Hand::N,giehta,చేయి
178,Hand::N,kietâ,చేయి
179,Hand::N,ǩiõtt,చేయి
180,Hand::N,кӣдт,చేయి
181,Handfläche::N,gïeten-låapoe,అరచేయు
182,Handfläche::N,giehtavuodo,అరచేయు
183,Handfläche::N,tjårmmåvuodo,అరచేయు
184,Handfläche::N,giehtaloahpu,అరచేయు
185,Handfläche::N,kiämád,అరచేయు
186,Handfläche::N,kuámmir,అరచేయు
187,Handfläche::N,kuä´m'mer,అరచేయు
188,Handfläche::N,ǩiõttǩeä´m'men,అరచేయు
189,Handfläche::N,ко̄а̄ллдэгк,అరచేయు
190,Handfläche::N,кӣдткоалдэгк,అరచేయు
191,Finger::N,soerme,చేతిప్రేలు
192,Finger::N,tjuvdde,చేతిప్రేలు
193,Finger::N,suorbma,చేతిప్రేలు
194,Finger::N,čuvde,చేతిప్రేలు
195,Finger::N,suor'mâ,చేతిప్రేలు
196,Finger::N,suõrmm,చేతిప్రేలు
197,Finger::N,це̄ххп,చేతిప్రేలు
198,Fingernagel::N,gadtse,గోరు
199,Fingernagel::N,guehpere,గోరు
200,Fingernagel::N,gadtsa,గోరు
201,Fingernagel::N,gazza,గోరు
202,Fingernagel::N,kozzâ,గోరు
203,Fingernagel::N,kõʒʒ,గోరు
204,Fingernagel::N,кэ̄ннц,గోరు
205,Nagel[Anatomie]::N,gadtse,గోరు
206,Nagel[Anatomie]::N,guehpere,గోరు
207,Nagel[Anatomie]::N,gadtsa,గోరు
208,Nagel[Anatomie]::N,gazza,గోరు
209,Nagel[Anatomie]::N,kozzâ,గోరు
210,Nagel[Anatomie]::N,kõʒʒ,గోరు
211,Nagel[Anatomie]::N,кэ̄ннц,గోరు
212,Zeh::N,tjiehtjere,కాలిప్రేలు
213,Zeh::N,juolggetjuvdde,కాలిప్రేలు
214,Zeh::N,juolgesuorbma,కాలిప్రేలు
215,Zeh::N,jyel'gisuor'mâ,కాలిప్రేలు
216,Zeh::N,jue´lǧǧsuõrmm,కాలిప్రేలు
217,Zeh::N,ю̄лльк-це̄һп,కాలిప్రేలు
218,Fuß::N,juelkie,అడుగు
219,Fuß::N,juolgge,అడుగు
220,Fuß::N,juolgi,అడుగు
221,Fuß::N,jyel'gi,అడుగు
222,Fuß::N,jue´lǧǧ,అడుగు
223,Fuß::N,ла̄бпь,అడుగు
224,Ferse::N,båetskie,మడమ
225,Ferse::N,boasske,మడమ
226,Ferse::N,šušmi,మడమ
227,Ferse::N,šušme,మడమ
228,Ferse::N,jue´lǧǧkädd,మడమ
229,Ferse::N,ка̄ннт,మడమ
230,Knie::N,boelve,మోకాలు
231,Knie::N,buolvva,మోకాలు
232,Knie::N,čibbi,మోకాలు
233,Knie::N,veaŋki,మోకాలు
234,Knie::N,iidâ,మోకాలు
235,Knie::N,puõlvv,మోకాలు
236,Knie::N,пуллв,మోకాలు
237,Oberschenkel::N,ruaksja,తొడ
238,Oberschenkel::N,tjibbe,తొడ
239,Oberschenkel::N,gassaváhkká,తొడ
240,Oberschenkel::N,badjeváhkáa,తొడ
241,Oberschenkel::N,čuár'bpeeḷi,తొడ
242,Oberschenkel::N,če´bb,తొడ
243,Oberschenkel::N,чуаррбе̄лль,తొడ
244,Bein::N,juelkie,కాలు
245,Bein::N,juolgge,కాలు
246,Bein::N,juolgi,కాలు
247,Bein::N,jyel'gi,కాలు
248,Bein::N,jue´lǧǧ,కాలు
249,Bein::N,ю̄лльк,కాలు
250,Körper::N,kråahpe,కాయము
251,Körper::N,rumáj,కాయము
252,Körper::N,rumaš,కాయము
253,Körper::N,ruumâš,కాయము
254,Körper::N,rå´pp,కాయము
255,Körper::N,лышшьк,కాయము
256,Körper::N,роаӈӈьк,కాయము
257,Haut::N,njaltja,చర్మము
258,Haut::N,lijkke,చర్మము
259,Haut::N,tjuobma,చర్మము
260,Haut::N,liiki,చర్మము
261,Haut::N,liške,చర్మము
262,Haut::N,le´šǩǩ,చర్మము
263,Haut::N,лышшьк,చర్మము
264,Blut::N,vïrre,రక్తము
265,Blut::N,maelie,రక్తము
266,Blut::N,varra,రక్తము
267,Blut::N,varra,రక్తము
268,Blut::N,vorrâ,రక్తము
269,Blut::N,võrr,రక్తము
270,Blut::N,вэ̄рр,రక్తము
271,Ader::N,åerie,సిర
272,Ader::N,aajroe,సిర
273,Ader::N,suodna,సిర
274,Ader::N,varrasuotna,సిర
275,Ader::N,suoṇâ,సిర
276,Ader::N,suõnn,సిర
277,Ader::N,сӯнн,సిర
278,Sehne::N,soene,స్నాయువు
279,Sehne::N,gåårtenje,స్నాయువు
280,Sehne::N,suodna,స్నాయువు
281,Sehne::N,suotna,స్నాయువు
282,Sehne::N,suoṇâ,స్నాయువు
283,Sehne::N,suõnn,స్నాయువు
284,Sehne::N,сӯнн,స్నాయువు
285,Knochen::N,måara,ఎముక
286,Knochen::N,måaroe,ఎముక
287,Knochen::N,dákte,ఎముక
288,Knochen::N,dákti,ఎముక
289,Knochen::N,tähti,ఎముక
290,Knochen::N,tä´htt,ఎముక
291,Knochen::N,та̄ххт,ఎముక
292,Knochen::N,та̄ффьт,ఎముక
293,Gehirn::N,aajla,మెదడు
294,Gehirn::N,vuojŋam,మెదడు
295,Gehirn::N,vuoigŋašat,మెదడు
296,Gehirn::N,vuoi'ŋâšeh,మెదడు
297,Gehirn::N,vuo'ivâšneh,మెదడు
298,Gehirn::N,vuõivâšn,మెదడు
299,Gehirn::N,вуэййвэшна,మెదడు
300,Herz::N,vaajmoe,హృదయము
301,Herz::N,tsåhke,హృదయము
302,Herz::N,váibmu,హృదయము
303,Herz::N,váimu,హృదయము
304,Herz::N,čââ´đ,హృదయము
305,Herz::N,кӯттҌк,హృదయము
306,Magen::N,tjåejjie,కడుపు
307,Magen::N,tjoajvve,కడుపు
308,Magen::N,čoavji,కడుపు
309,Magen::N,čuáv'ji,కడుపు
310,Magen::N,čåu´jj,కడుపు
311,Magen::N,чо̄ввьй,కడుపు
312,Leber::N,mueksie,కాలేయము
313,Leber::N,librre,కాలేయము
314,Leber::N,vuoivvas,కాలేయము
315,Leber::N,vuoivâs,కాలేయము
316,Leber::N,vuõivâs,కాలేయము
317,Leber::N,вуйвас,కాలేయము
318,Atem::N,voejngehtasse,ఉపిరి
319,Atem::N,båssånis,ఉపిరి
320,Atem::N,vuojŋadahka,ఉపిరి
321,Atem::N,vuoiŋŋahat,ఉపిరి
322,Atem::N,vuo'iŋâstim,ఉపిరి
323,Atem::N,jiõg'g,ఉపిరి
324,Atem::N,вӯйнас,ఉపిరి
325,Atem::N,вӯййнмушш,ఉపిరి
326,Hunger::N,nielkie,ఆకలి
327,Hunger::N,nielgge,ఆకలి
328,Hunger::N,nealgi,ఆకలి
329,Hunger::N,nelgi,ఆకలి
330,Hunger::N,neä´lǧǧ,ఆకలి
331,Hunger::N,не̄лльк,ఆకలి
332,Träne::N,gïknjele,కన్నీటిచుక్క
333,Träne::N,ganjál,కన్నీటిచుక్క
334,Träne::N,ganjal,కన్నీటిచుక్క
335,Träne::N,koonjâl,కన్నీటిచుక్క
336,Träne::N,kõõnjâl,కన్నీటిచుక్క
337,Träne::N,кэ̄нял,కన్నీటిచుక్క
338,Geschmack::N,aelmie,రుచి
339,Geschmack::N,muosse,రుచి
340,Geschmack::N,smáhkka,రుచి
341,Geschmack::N,máhku,రుచి
342,Geschmack::N,smáhkka,రుచి
343,Geschmack::N,mááhu,రుచి
344,Geschmack::N,smakkâ,రుచి
345,Geschmack::N,njõõd,రుచి
346,Geschmack::N,smääkk,రుచి
347,Geschmack::N,ня̄лльк,రుచి
348,Geruch::N,haaje,వాసన
349,Geruch::N,habjja,వాసన
350,Geruch::N,hádja,వాసన
351,Geruch::N,opsâ,వాసన
352,Geruch::N,haajâ,వాసన
353,Geruch::N,õpss,వాసన
354,Geruch::N,haajj,వాసన
355,Geruch::N,апс,వాసన
356,Geruch::N,лэ̄гк,వాసన
357,Schlaf::N,nahkerh,నిద్ర
358,Schlaf::N,nager,నిద్ర
359,Schlaf::N,oados,నిద్ర
360,Schlaf::N,nagir,నిద్ర
361,Schlaf::N,naṿer,నిద్ర
362,Schlaf::N,nââ´er,నిద్ర
363,Schlaf::N,нагерь,నిద్ర
364,Traum::N,nahkere,కల
365,Traum::N,niehko,కల
366,Traum::N,niehku,కల
367,Traum::N,naṿer,కల
368,Traum::N,nââ´er,కల
369,Traum::N,нагерь,కల
370,Himmel::N,elmie,ఆకాశము
371,Himmel::N,almme,ఆకాశము
372,Himmel::N,albmi,ఆకాశము
373,Himmel::N,alme,ఆకాశము
374,Himmel::N,â´lmm,ఆకాశము
375,Himmel::N,алльм,ఆకాశము
376,Sonne::N,biejjie,సూర్యుడు
377,Sonne::N,bæjvásj,సూర్యుడు
378,Sonne::N,beaivváš,సూర్యుడు
379,Sonne::N,peivi,సూర్యుడు
380,Sonne::N,piäiváš,సూర్యుడు
381,Sonne::N,pei´vv,సూర్యుడు
382,Sonne::N,пе̄ййв,సూర్యుడు
383,Mond::N,aske,చంద్రుడు
384,Mond::N,mánno,చంద్రుడు
385,Mond::N,mánnu,చంద్రుడు
386,Mond::N,máánu,చంద్రుడు
387,Mond::N,mään,చంద్రుడు
388,Mond::N,ма̄нн,చంద్రుడు
389,Stern::N,daasta,నక్షత్రము
390,Stern::N,naestie,నక్షత్రము
391,Stern::N,násste,నక్షత్రము
392,Stern::N,násti,నక్షత్రము
393,Stern::N,täsni,నక్షత్రము
394,Stern::N,tä´snn,నక్షత్రము
395,Stern::N,та̄ссьт,నక్షత్రము
396,Luft::N,elmie,గాలి
397,Luft::N,ájmmo,గాలి
398,Luft::N,áibmu,గాలి
399,Luft::N,áimu,గాలి
400,Luft::N,šõŋŋ,గాలి
401,Luft::N,вӯйнас,గాలి
402,Wind::N,bïegke,వీచుచున్నగాలి
403,Wind::N,biegga,వీచుచున్నగాలి
404,Wind::N,biegga,వీచుచున్నగాలి
405,Wind::N,pieg'gâ,వీచుచున్నగాలి
406,Wind::N,piõg'g,వీచుచున్నగాలి
407,Wind::N,пӣӈӈк,వీచుచున్నగాలి
408,Welle::N,baaroe,అల
409,Welle::N,bárro,అల
410,Welle::N,bárru,అల
411,Welle::N,pááṛu,అల
412,Welle::N,päärr,అల
413,Welle::N,нэ̄ммп,అల
414,Wasser::N,tjaetsie,నీరు
415,Wasser::N,tjáhtje,నీరు
416,Wasser::N,čáhci,నీరు
417,Wasser::N,čääci,నీరు
418,Wasser::N,čää´cc,నీరు
419,Wasser::N,ча̄дзь,నీరు
420,Stein::N,gierkie,ఱాయి
421,Stein::N,giergge,ఱాయి
422,Stein::N,geađgi,ఱాయి
423,Stein::N,keđgi,ఱాయి
424,Stein::N,ǩeä´dǧǧ,ఱాయి
425,Stein::N,ке̄ддҌк,ఱాయి
426,Boden::N,betnie,నేల
427,Boden::N,ednam,నేల
428,Boden::N,bodni,నేల
429,Boden::N,vuođđu,నేల
430,Boden::N,ponne,నేల
431,Boden::N,vuáđ̣u,నేల
432,Boden::N,vuâđđ,నేల
433,Boden::N,лаввьн,నేల
434,Boden::N,е̄ммьне,నేల
435,Erde::N,jåarta,మన్ను
436,Erde::N,mueltie,మన్ను
437,Erde::N,ednam,మన్ను
438,Erde::N,mållde,మన్ను
439,Erde::N,eana,మన్ను
440,Erde::N,eennâm,మన్ను
441,Erde::N,mädd,మన్ను
442,Erde::N,jânnam,మన్ను
443,Erde::N,е̄ммьне,మన్ను
444,Staub::N,heblie,దుమ్ము
445,Staub::N,tsumhtsie,దుమ్ము
446,Staub::N,dubme,దుమ్ము
447,Staub::N,dopmu,దుమ్ము
448,Staub::N,kovjâ,దుమ్ము
449,Staub::N,põõ´l,దుమ్ము
450,Staub::N,кэ̄ббьй,దుమ్ము
451,Rauch::N,soeve,పొగ
452,Rauch::N,suovva,పొగ
453,Rauch::N,suovva,పొగ
454,Rauch::N,suoṿâ,పొగ
455,Rauch::N,suõvv,పొగ
456,Rauch::N,сӯвв,పొగ
457,Funke::N,naestie,అగ్నికణము
458,Funke::N,tjuonam,అగ్నికణము
459,Funke::N,čuotnan,అగ్నికణము
460,Funke::N,čuođâlm,అగ్నికణము
461,Funke::N,iiskâr,అగ్నికణము
462,Funke::N,čuõzzâm,అగ్నికణము
463,Funke::N,чӯссэм,అగ్నికణము
464,Feuer::N,dålle,అగ్ని
465,Feuer::N,dållå,అగ్ని
466,Feuer::N,dolla,అగ్ని
467,Feuer::N,tullâ,అగ్ని
468,Feuer::N,toll,అగ్ని
469,Feuer::N,то̄лл,అగ్ని
470,Licht::N,tjoevke,కాంతి
471,Licht::N,tjuovgga,కాంతి
472,Licht::N,čuovga,కాంతి
473,Licht::N,čuovggas,కాంతి
474,Licht::N,čuoṿâ,కాంతి
475,Licht::N,toll,కాంతి
476,Licht::N,čuõvv,కాంతి
477,Licht::N,то̄лл,కాంతి
478,Schatten::N,skugkie,నీడ
479,Schatten::N,soejvene,నీడ
480,Schatten::N,irkes,నీడ
481,Schatten::N,sieges,నీడ
482,Schatten::N,itku,నీడ
483,Schatten::N,suoivâ,నీడ
484,Schatten::N,õõtt,నీడ
485,Schatten::N,ǩeeu´niǩ,నీడ
486,Schatten::N,кывьнэхь,నీడ
487,Wetter::N,vïerhtse,వాతావరణ స్థితి
488,Wetter::N,dálkke,వాతావరణ స్థితి
489,Wetter::N,dálki,వాతావరణ స్థితి
490,Wetter::N,šoŋŋâ,వాతావరణ స్థితి
491,Wetter::N,šõŋŋ,వాతావరణ స్థితి
492,Wetter::N,шэ̄ӈӈ,వాతావరణ స్థితి
493,Nebel::N,såavla,పొగమంచు
494,Nebel::N,mearhka,పొగమంచు
495,Nebel::N,murkko,పొగమంచు
496,Nebel::N,mierkká,పొగమంచు
497,Nebel::N,mierká,పొగమంచు
498,Nebel::N,miär'kká,పొగమంచు
499,Nebel::N,oṃo,పొగమంచు
500,Nebel::N,sue´lnn,పొగమంచు
501,Nebel::N,цӣгк,పొగమంచు
502,Nebel::N,сулльн,పొగమంచు
503,Wolke::N,balve,మేఘము
504,Wolke::N,balvva,మేఘము
505,Wolke::N,balva,మేఘము
506,Wolke::N,polvâ,మేఘము
507,Wolke::N,põlvv,మేఘము
508,Wolke::N,пэллв,మేఘము
509,Regen::N,ebrie,వాన
510,Regen::N,harvve,వాన
511,Regen::N,arvi,వాన
512,Regen::N,arve,వాన
513,Regen::N,â´brr,వాన
514,Regen::N,аббьр,వాన
515,Schnee::N,lopme,హిమము
516,Schnee::N,moehtege,హిమము
517,Schnee::N,muohta,హిమము
518,Schnee::N,muohta,హిమము
519,Schnee::N,muotâ,హిమము
520,Schnee::N,muõtt,హిమము
521,Schnee::N,вэ̄дз,హిమము
522,Schnee::N,куэллт,హిమము
523,Eis::N,jïenge,మంచుగడ్డ
524,Eis::N,jiegŋa,మంచుగడ్డ
525,Eis::N,jiekŋa,మంచుగడ్డ
526,Eis::N,jieŋ̣â,మంచుగడ్డ
527,Eis::N,jiõŋŋ,మంచుగడ్డ
528,Eis::N,ӣӈӈ,మంచుగడ్డ
529,Frost::N,baajkoe,పేరిన మంచు
530,Frost::N,tjoasskem,పేరిన మంచు
531,Frost::N,buolaš,పేరిన మంచు
532,Frost::N,puolâš,పేరిన మంచు
533,Frost::N,puõlâš,పేరిన మంచు
534,Frost::N,мӯнь,పేరిన మంచు
535,Kälte::N,jueskie,చలి
536,Kälte::N,tjåetskeme,చలి
537,Kälte::N,tjoasskem,చలి
538,Kälte::N,čoaskin,చలి
539,Kälte::N,ko'lmâsvuotâ,చలి
540,Kälte::N,ijss,చలి
541,Kälte::N,čuä´cǩǩem,చలి
542,Kälte::N,tuârggnjõs,చలి
543,Kälte::N,кэ̄лмас,చలి
544,Hitze::N,baahke,వేడిమి
545,Hitze::N,báhkka,వేడిమి
546,Hitze::N,báhkka,వేడిమి
547,Hitze::N,pakkâ,వేడిమి
548,Hitze::N,kuṃe,వేడిమి
549,Hitze::N,paašt,వేడిమి
550,Hitze::N,жоарр,వేడిమి
551,Raureif::N,jyjse,మంచు
552,Raureif::N,ridne,మంచు
553,Raureif::N,goarre,మంచు
554,Raureif::N,ritni,మంచు
555,Raureif::N,suhči,మంచు
556,Raureif::N,riṇe,మంచు
557,Raureif::N,ай,మంచు
558,Regenbogen::N,aatjan goengere,ఇంద్రధనుస్సు
559,Regenbogen::N,aatjan joekse,ఇంద్రధనుస్సు
560,Regenbogen::N,ádjájuoksa,ఇంద్రధనుస్సు
561,Regenbogen::N,arvedávgi,ఇంద్రధనుస్సు
562,Regenbogen::N,bajándávgi,ఇంద్రధనుస్సు
563,Regenbogen::N,äijihtävgi,ఇంద్రధనుస్సు
564,Regenbogen::N,teârmmazjohss,ఇంద్రధనుస్సు
565,Regenbogen::N,тӣрмесью̄ккс,ఇంద్రధనుస్సు
566,Donner::N,raejrie,ఉరుము
567,Donner::N,átjek,ఉరుము
568,Donner::N,átjárájdde,ఉరుము
569,Donner::N,áddjá,ఉరుము
570,Donner::N,baján,ఉరుము
571,Donner::N,juuṛâ,ఉరుము
572,Donner::N,tie´rmes,ఉరుము
573,Donner::N,тӣрмесь,ఉరుము
574,Donner::N,ча̄ркнэгк,ఉరుము
575,Strömung::N,njuvvie,ప్రవాహము
576,Strömung::N,ájggedáhpe,ప్రవాహము
577,Strömung::N,rávdnji,ప్రవాహము
578,Strömung::N,virde,ప్రవాహము
579,Strömung::N,ve´rdd,ప్రవాహము
580,Strömung::N,выррьт,ప్రవాహము
581,Tropfen::N,gåajhkohts,చుక్క
582,Tropfen::N,gåjkudis,చుక్క
583,Tropfen::N,goaikkanas,చుక్క
584,Tropfen::N,čalme,చుక్క
585,Tropfen::N,čâ´lmm,చుక్క
586,Tropfen::N,ча̄лльм,చుక్క
587,Schaum::N,sapte,నురుగు
588,Schaum::N,såpptå,నురుగు
589,Schaum::N,sokta,నురుగు
590,Schaum::N,suptâ,నురుగు
591,Schaum::N,soptt,నురుగు
592,Schaum::N,со̄ппт,నురుగు
593,Schmutz::N,haaskoe,మైల
594,Schmutz::N,duolvva,మైల
595,Schmutz::N,duolva,మైల
596,Schmutz::N,durdi,మైల
597,Schmutz::N,stänži,మైల
598,Schmutz::N,sähss,మైల
599,Schmutz::N,са̄ккьс,మైల
600,Schmutz::N,не̄шшь,మైల
601,See::N,jaevrie,సరస్సు
602,See::N,jávrre,సరస్సు
603,See::N,jávri,సరస్సు
604,See::N,jävri,సరస్సు
605,See::N,jâu´rr,సరస్సు
606,See::N,я̄ввьр,సరస్సు
607,Sumpf::N,pluevie,చిత్తడినేల
608,Sumpf::N,áhpe,చిత్తడినేల
609,Sumpf::N,sæmssa,చిత్తడినేల
610,Sumpf::N,jeaggi,చిత్తడినేల
611,Sumpf::N,jeggi,చిత్తడినేల
612,Sumpf::N,jeä´ǧ'ǧ,చిత్తడినేల
613,Sumpf::N,ла̄ммьп,చిత్తడినేల
614,Moor::N,pluevie,చిత్తడినేల
615,Moor::N,jiegge,చిత్తడినేల
616,Moor::N,suotnju,చిత్తడినేల
617,Moor::N,karrii,చిత్తడినేల
618,Moor::N,kä´rev,చిత్తడినేల
619,Moor::N,veättaǩ,చిత్తడినేల
620,Moor::N,ла̄ммьп,చిత్తడినేల
621,Wiese::N,ïentje,పచ్చిక బయలు
622,Wiese::N,giedde,పచ్చిక బయలు
623,Wiese::N,gieddi,పచ్చిక బయలు
624,Wiese::N,nijtto,పచ్చిక బయలు
625,Wiese::N,пуэшенҍ,పచ్చిక బయలు
626,Wald::N,skåake,అడవి
627,Wald::N,skåajje,అడవి
628,Wald::N,miehtsie,అడవి
629,Wald::N,vuovdde,అడవి
630,Wald::N,miehttse,అడవి
631,Wald::N,vuovdi,అడవి
632,Wald::N,meahcci,అడవి
633,Wald::N,mecci,అడవి
634,Wald::N,vyemi,అడవి
635,Wald::N,vue´mm,అడవి
636,Wald::N,meä´c'c,అడవి
637,Wald::N,ля̄ммт,అడవి
638,Hügel::N,deava,చివ్నకొండ
639,Hügel::N,dievvá,చివ్నకొండ
640,Hügel::N,dievvá,చివ్నకొండ
641,Hügel::N,čummâ,చివ్నకొండ
642,Hügel::N,pä´rcc,చివ్నకొండ
643,Hügel::N,teä´rmm,చివ్నకొండ
644,Hügel::N,ка̄ннҌт,చివ్నకొండ
645,Anhöhe::N,deava,కొండ
