,Concept_ID,hi,hr
97,Atem::N,श्वास,dah
98,Hunger::N,भूख,glad
99,Hunger::N,क्षुधा,glad
100,Träne::N,आँसू,suza
101,Träne::N,अश्रु,suza
102,Geschmack::N,स्वाद,ukus
103,Geschmack::N,ज़ायक़ा,ukus
104,Geruch::N,बू,njuh
105,Geruch::N,बू,miris
106,Geruch::N,गंध,njuh
107,Geruch::N,गंध,miris
108,Schlaf::N,नींद,san
109,Schlaf::N,निद्रा,san
110,Traum::N,सपना,san
111,Traum::N,स्वप्न,san
112,Himmel::N,आकाश,nebo
113,Himmel::N,आसमान,nebo
114,Sonne::N,रवि,sunce
115,Sonne::N,सूरज,sunce
116,Sonne::N,सूर्य,sunce
117,Mond::N,चाँद,mjesec
118,Mond::N,चंद्र,mjesec
119,Stern::N,तारा,zvijezda
120,Stern::N,सितारा,zvijezda
121,Luft::N,हवा,zrak
122,Luft::N,वायु,zrak
123,Wind::N,पाद,vjetar
124,Welle::N,लहर,val
125,Welle::N,लहर,talas
126,Welle::N,तरंग,val
127,Welle::N,तरंग,talas
128,Wasser::N,जल,voda
129,Wasser::N,पानी,voda
130,Stein::N,पत्थर,kamen
131,Boden::N,मिट्टी,tlo
132,Boden::N,मिट्टी,zemlja
133,Erde::N,भूमि,zemlja
134,Erde::N,ज़मीन,zemlja
135,Staub::N,धूल,prah
136,Staub::N,धूल,prašina
137,Rauch::N,धूआँ,dim
138,Rauch::N,धुम्र,dim
139,Funke::N,चिनगारी,iskra
140,Funke::N,चिनगारी,varnica
141,Funke::N,स्फुलिंग,iskra
142,Funke::N,स्फुलिंग,varnica
143,Feuer::N,आग,vatra
144,Feuer::N,आतिश,vatra
145,Feuer::N,अग्नि,vatra
146,Licht::N,रोशनी,svjetlo
147,Licht::N,प्रकाश,svjetlo
148,Schatten::N,छाया,hlad
149,Schatten::N,छाया,sjena
150,Schatten::N,परछाई,hlad
151,Schatten::N,परछाई,sjena
152,Wetter::N,ऋतु,vrijeme
153,Wetter::N,मौसम,vrijeme
154,Nebel::N,धुँध,magla
155,Nebel::N,कुहरा,magla
156,Wolke::N,मेघ,oblak
157,Wolke::N,अभ्र,oblak
158,Regen::N,मेंह,kiša
159,Regen::N,बारिश,kiša
160,Schnee::N,हिम,snijeg
161,Schnee::N,बर्फ़,snijeg
162,Eis::N,हिम,led
163,Eis::N,बर्फ़,led
164,Frost::N,ठंड,mraz
165,Kälte::N,सर्दी,studen
166,Kälte::N,सर्दी,hladnoća
167,Kälte::N,शीतलता,studen
168,Kälte::N,शीतलता,hladnoća
169,Hitze::N,ताप,vrućina
170,Hitze::N,गरमी,vrućina
171,Raureif::N,पाला,inje
172,Regenbogen::N,इंद्र-धनुष,duga
173,Donner::N,गरज,grom
174,Donner::N,गरज,grmljavina
175,Donner::N,मेघ-गर्जन,grom
176,Donner::N,मेघ-गर्जन,grmljavina
177,Strömung::N,बहाव,struja
178,Strömung::N,बहाव,strujanje
179,Strömung::N,प्रवाह,struja
180,Strömung::N,प्रवाह,strujanje
181,Tropfen::N,बूँद,kap
182,Tropfen::N,बूँद,kaplja
183,Schaum::N,झाग,pjena
184,Schmutz::N,गंद,nečistoća
185,Schmutz::N,गंद,prljavština
186,Schmutz::N,कीचड़,nečistoća
187,Schmutz::N,कीचड़,prljavština
188,See::N,झील,jezero
189,See::N,सरोवर,jezero
190,Sumpf::N,दलदल,bara
191,Sumpf::N,धँसान,bara
192,Moor::N,झाबर,močvara
193,Moor::N,धँसान,močvara
194,Wiese::N,घास-स्थल,livada
195,Wald::N,जंगल,šuma
196,Hügel::N,टीला,brijeg
197,Hügel::N,टीला,brežuljak
198,Hügel::N,पहाड़,brijeg
199,Hügel::N,पहाड़,brežuljak
200,Anhöhe::N,टीला,uzvišica
201,Anhöhe::N,पहाड़ी,uzvišica
202,Berg::N,पहाड़,brdo
203,Gipfel::N,शिखर,vrh
204,Höhle::N,गुहा,pećina
205,Höhle::N,गुहा,spilja
206,Höhle::N,गुफ़ा,pećina
207,Höhle::N,गुफ़ा,spilja
208,Abhang::N,ढाल,obronak
209,Abhang::N,ढाल,nizbrdica
210,Abhang::N,ढलान,obronak
211,Abhang::N,ढलान,nizbrdica
212,Quelle::N,चश्मा,izvor
213,Quelle::N,चश्मा,vrelo
214,Bach::N,सोता,potok
215,Bach::N,नदिका,potok
216,Fluss::N,नदी,rijeka
217,Fluss::N,सरिता,rijeka
218,Ufer::N,तट,obala
219,Ufer::N,किनारा,obala
220,Küste::N,समुद्र-तट,obala
221,Küste::N,समुद्र-तट,morska obala
222,Festland::N,महाद्वीप,kopno
223,Meer::N,सागर,more
224,Meer::N,समुद्र,more
225,Bucht::N,खाड़ी,zaliv
226,Insel::N,टापू,ada
227,Insel::N,टापू,otok
228,Insel::N,द्वीप,ada
229,Insel::N,द्वीप,otok
230,Blume::N,फूल,cvijet
231,Blume::N,पुष्प,cvijet
232,Gras::N,घास,trava
233,Wurzel::N,मूल,korijen
234,Baum::N,पेड़,drvo
235,Baum::N,पेड़,stablo
236,Baum::N,वृक्ष,drvo
237,Baum::N,वृक्ष,stablo
238,Stamm::N,धड़,deblo
239,Stamm::N,धड़,stablo
240,Rinde::N,छाल,kora
241,Rinde::N,वल्कल,kora
242,Ast::N,डाल,grana
243,Ast::N,शाखा,grana
244,Zweig::N,टहनी,grana
245,Blatt::N,पत्र,list
246,Blatt::N,पत्ता,list
247,Birke::N,भूर्ज,breza
248,Kiefer[Baum]::N,पाइन-वृक्ष,bor
249,Weide[Baum]::N,बेंत,iva
250,Weide[Baum]::N,बेंत,vŕba
251,Tanne::N,फ़र,jela
252,Horn::N,सींग,rog
253,Horn::N,विषाण,rog
254,Feder::N,पर,pero
255,Feder::N,पंख,pero
256,Fell::N,खाल,koža
257,Fell::N,पशु-चर्म,koža
258,Flügel::N,पंख,krilo
259,Flügel::N,डैना,krilo
260,Klaue::N,पंजा,papak
261,Kralle::N,पंजा,pandža
262,Kralle::N,नाख़ून,pandža
263,Schwanz::N,पूँछ,rep
264,Ei::N,अंडा,jaje
265,Nest::N,नीड़,gnijezdo
266,Nest::N,घोंसला,gnijezdo
267,Bau::N,बिल,jazbina
268,Bau::N,माँद,jazbina
269,Tier::N,पशु,životinja
270,Tier::N,जानवर,životinja
271,Herde::N,गल्ला,krdo
272,Herde::N,गल्ला,stado
273,Kuh::N,गौ,krava
274,Kuh::N,गाय,krava
275,Bulle::N,साँड़,bik
276,Pferd::N,अश्व,konj
277,Pferd::N,घोड़ा,konj
278,Schaf::N,भेड़,ovca
279,Schwein::N,शूकर,svinja
280,Hund::N,श्वान,pas
281,Hund::N,श्वान,pseto
282,Hund::N,कुत्ता,pas
283,Hund::N,कुत्ता,pseto
284,Katze::N,बिल्ली,mačka
285,Bär::N,रीछ,medvjed
286,Bär::N,भालू,medvjed
287,Eichhörnchen::N,गिलहरी,vjeverica
288,Elch::N,एल्क,los
289,Fuchs::N,लोमड़ी,lisica
290,Hase::N,खरहा,zec
291,Hase::N,ख़रगोश,zec
292,Maus::N,मूष,miš
293,Maus::N,चूहा,miš
294,Wolf::N,वृक,vuk
295,Wolf::N,वृक,kurjak
296,Wolf::N,भेड़िया,vuk
297,Wolf::N,भेड़िया,kurjak
298,Vogel::N,पक्षी,ptica
299,Vogel::N,चिड़िया,ptica
300,Schwarm::N,झुंड,roj
301,Schwarm::N,झुंड,jato
302,Huhn::N,मुर्ग़ी,kokoš
303,Hahn::N,मुर्ग़ा,kokot
304,Hahn::N,मुर्ग़ा,pijevac
305,Gans::N,हंस,guska
306,Gans::N,हंसिनी,guska
307,Adler::N,उक़ाब,orao
308,Ente::N,बतख़,patka
309,Ente::N,बत्तक,patka
310,Eule::N,उल्लू,sova
311,Kranich::N,सारस,ždral
312,Kranich::N,क्रौंंच,ždral
313,Krähe::N,काक,vrana
314,Kuckuck::N,कोयल,kukavica
315,Kuckuck::N,कोकिल,kukavica
316,Schwan::N,हंस,labud
317,Schwan::N,मराल,labud
318,Fisch::N,मछली,riba
319,Fisch::N,मत्स्य,riba
320,Barsch::N,पर्च,grgeč
321,Hecht::N,पाइक,štuka
322,Schlange[Tier]::N,सर्प,guja
323,Schlange[Tier]::N,सर्प,zmija
324,Wurm::N,कृमि,crv
325,Wurm::N,कीड़ा,crv
326,Spinne::N,लूता,pauk
327,Spinne::N,मकड़ी,pauk
328,Ameise::N,चींटी,mrav
329,Laus::N,जूँ,uš
330,Mücke::N,डाँस,komarac
331,Fliege::N,मक्खी,muha
332,Fliege::N,मक्षिका,muha
333,Schmetterling::N,तितली,leptir
334,Beere::N,बेरी,boba
335,Beere::N,बेरी,bobica
336,Apfel::N,सेब,jabuka
337,Pilz::N,खुंबी,pečurka
338,Zwiebel::N,प्याज़,luk
339,Zwiebel::N,प्याज़,kapula
340,Saat::N,बीज,sjemenje
341,Korn::N,दाना,zrno
342,Heu::N,मूखी घास,sijeno
343,Schale::N,बकला,kora
344,Schale::N,बकला,ljuska
345,Schale::N,छिलका,kora
346,Schale::N,छिलका,ljuska
347,Grube::N,गड्ढा,jama
348,Falle::N,जाल,zamka
349,Falle::N,जाल,klopka
350,Falle::N,फँदा,zamka
351,Falle::N,फँदा,klopka
352,Schlinge::N,फँदा,uzao
353,Schlinge::N,फँदा,petlja
354,Spur::N,सुराग़,trag
355,Spur::N,सुराग़,slijed
356,Spur::N,पद-चिह्न,trag
357,Spur::N,पद-चिह्न,slijed
358,Asche::N,राख,pepeo
359,Dreck::N,मैल,blato
360,Dreck::N,गंदगी,blato
361,Eisen::N,लोहा,željezo
362,Gold::N,सोना,zlato
363,Gold::N,स्वर्ण,zlato
364,Silber::N,रजत,srebro
365,Silber::N,चाँदी,srebro
366,Kohle::N,कोयला,ugalj
367,Kohle::N,कोयला,ugljen
368,Glas::N,काँच,staklo
369,Lehm::N,चिकनी मिट्टी,glina
370,Lehm::N,चिकनी मिट्टी,ilovača
371,Sand::N,रेत,pijesak
372,Sand::N,बालू,pijesak
373,Mensch::N,मानव,čovjek
374,Mensch::N,इनसान,čovjek
375,Mensch::N,मनुष्य,čovjek
376,Mann::N,आदमी,muškarac
377,Mann::N,पुरुष,muškarac
378,Frau::N,औरत,žena
379,Frau::N,महिला,žena
380,Frau::N,स्त्री,žena
381,Kind::N,बाल,čedo
382,Kind::N,बाल,dijete
383,Kind::N,बच्चा,čedo
384,Kind::N,बच्चा,dijete
385,Junge::N,लड़का,momče
386,Junge::N,लड़का,dječak
387,Mädchen::N,लड़की,djevojka
388,Mädchen::N,लड़की,djevojčica
389,Mädchen::N,कुमारी,djevojka
390,Mädchen::N,कुमारी,djevojčica
391,Familie::N,परिवार,obitelj
392,Familie::N,परिवार,porodica
393,Großvater::N,दादा,djed
394,Großmutter::N,नानी,baka
395,Eltern::N,माँ-बाप,roditelji
396,Eltern::N,माता-पिता,roditelji
397,Vater::N,बाप,otac
398,Vater::N,पिता,otac
399,Mutter::N,माँ,majka
400,Mutter::N,माता,majka
401,Sohn::N,बेटा,sin
402,Sohn::N,पुत्र,sin
403,Tochter::N,बेटी,kći
404,Tochter::N,बेटी,kćerka
405,Tochter::N,पुत्री,kći
406,Tochter::N,पुत्री,kćerka
407,Bruder::N,भाई,brat
408,Bruder::N,भ्राता,brat
409,Schwester::N,बहन,sestra
410,Schwester::N,भगिनी,sestra
411,Onkel::N,ताऊ,čika
412,Onkel::N,ताऊ,ujak
413,Onkel::N,काका,čika
414,Onkel::N,काका,ujak
415,Tante::N,बूआ,ujna
416,Tante::N,बूआ,tetka
417,Tante::N,फूफी,ujna
418,Tante::N,फूफी,tetka
419,Tante::N,ख़ाला,ujna
420,Tante::N,ख़ाला,tetka
421,Ehemann::N,पति,muž
422,Ehemann::N,पति,suprug
423,Ehemann::N,शौहर,muž
424,Ehemann::N,शौहर,suprug
425,Ehefrau::N,बीवी,žena
426,Ehefrau::N,बीवी,supruga
427,Freude::N,आनंद,radost
428,Freude::N,प्रसन्नता,radost
429,Gelächter::N,हँसी,grohot
430,Gelächter::N,क़हक़हा,grohot
431,Glück::N,आनंद,sreća
432,Glück::N,ख़ुशी,sreća
433,Kummer::N,शोक,jad
434,Kummer::N,शोक,briga
435,Kummer::N,दुःख,jad
436,Kummer::N,दुःख,briga
437,Wunsch::N,इच्छा,želja
438,Wunsch::N,अभिलाषा,želja
439,Lust::N,चाह,volja
440,Lust::N,कामना,volja
441,Geist::N,जान,duh
442,Geist::N,प्राण,duh
443,Gedanke::N,विचार,misao
444,Gedächtnis::N,याददाश्त,pamćenje
445,Gedächtnis::N,स्मरण-शक्ति,pamćenje
446,Verstand::N,समझ,um
447,Verstand::N,समझ,razum
448,Verstand::N,अक़्ल,um
449,Verstand::N,अक़्ल,razum
450,Verstand::N,बुद्धि,um
451,Verstand::N,बुद्धि,razum
452,Sinn::N,अर्थ,smisao
453,Sinn::N,अर्थ,značenje
454,Grund::N,वजह,razlog
455,Grund::N,कारण,razlog
456,Wahrheit::N,सत्य,istina
457,Wahrheit::N,सच्चाई,istina
458,Gespräch::N,चर्चा,razgovor
459,Gespräch::N,वार्ता,razgovor
460,Gespräch::N,बात-चीत,razgovor
461,Märchen::N,क़िस्सा,bajka
462,Erzählung::N,कथा,priča
463,Erzählung::N,कथा,pripovijest
464,Erzählung::N,कहानी,priča
465,Erzählung::N,कहानी,pripovijest
466,Nachricht::N,सूचना,vijest
467,Nachricht::N,समाचार,vijest
468,Neuigkeit::N,ख़बर,novost
469,Neuigkeit::N,समाचार,novost
470,Name::N,नाम,ime
471,Rätsel::N,पहेली,zagonetka
472,Rede::N,वचन,govor
473,Rede::N,वचन,besjeda
474,Rede::N,भाषण,govor
475,Rede::N,भाषण,besjeda
476,Sprache::N,भाषा,jezik
477,Sprache::N,ज़बान,jezik
478,Stimme::N,स्वर,glas
479,Stimme::N,आवाज़,glas
480,Wort::N,शब्द,riječ
481,Wort::N,लफ़्ज़,riječ
482,Zeichen::N,निशान,znak
483,Ruf::N,पुकार,povik
484,Ruf::N,पुकार,poklik
485,Ruf::N,आह्वान,povik
486,Ruf::N,आह्वान,poklik
487,Lärm::N,शोर,buka
488,Lärm::N,शोर,galama
489,Lärm::N,हुल्लड़,buka
490,Lärm::N,हुल्लड़,galama
491,Laut::N,स्वर,zvuk
492,Laut::N,ध्वनि,zvuk
493,Ton::N,सुर,ton
494,Ton::N,स्वर,ton
495,Lied::N,गीत,pjesma
496,Ruhe::N,आराम,tišina
497,Ruhe::N,आराम,počinak
498,Ruhe::N,ख़ामोशी,tišina
499,Ruhe::N,ख़ामोशी,počinak
500,Leute::N,लोग,ljudi
501,Volk::N,क़ौम,puk
502,Volk::N,क़ौम,narod
503,Volk::N,प्रजा,puk
504,Volk::N,प्रजा,narod
505,Arbeit::N,काम,rad
506,Arbeit::N,काम,posao
507,Gast::N,अतिथि,gost
508,Gast::N,मेहमान,gost
509,Geschenk::N,उपहार,dar
510,Geschenk::N,उपहार,poklon
511,Geschenk::N,तोहफ़ा,dar
512,Geschenk::N,तोहफ़ा,poklon
513,Spiel::N,खेल,igra
514,Spiel::N,क्रीड़ा,igra
515,Gesellschaft::N,साथ,društvo
516,Gesellschaft::N,साथ,kompanija
517,Hilfe::N,मदद,pomoć
518,Hilfe::N,सहायता,pomoć
519,Freund::N,मित्र,prijatelj
520,Kamerad::N,साथी,drug
521,Kamerad::N,साथी,drugar
522,Kamerad::N,कामरेड,drug
523,Kamerad::N,कामरेड,drugar
524,Angelegenheit::N,बात,posao
525,Angelegenheit::N,मामला,posao
526,Anzahl::N,तादाद,broj
527,Anzahl::N,तादाद,brojnost
528,Anzahl::N,संख्या,broj
529,Anzahl::N,संख्या,brojnost
530,Art::N,तरह,vid
531,Art::N,तरह,vrst
532,Art::N,क़िस्म,vid
533,Art::N,क़िस्म,vrst
534,Stück::N,फाँक,komad
535,Stück::N,टुकड़ा,komad
536,Teil::N,भाग,dio
537,Teil::N,हिस्सा,dio
538,Hälfte::N,अर्धभाग,polovina
539,Kreis::N,चक्कर,krug
540,Kreuz::N,सलीब,križ
541,Kreuz::N,क्रूस,križ
542,Linie::N,लाइन,crta
543,Strich::N,लकीर,crta
544,Abstand::N,अंतर,razmak
545,Abstand::N,अंतर,odstojanje
546,Abstand::N,फ़ासला,razmak
547,Abstand::N,फ़ासला,odstojanje
548,Entfernung::N,दूरी,udaljenost
549,Entfernung::N,फ़ासला,udaljenost
550,Gegend::N,इलाक़ा,kraj
551,Gegend::N,इलाक़ा,predeo
552,Platz::N,जगह,mjesto
553,Platz::N,स्थान,mjesto
554,Ort::N,स्थल,mjesto
555,Ort::N,स्थान,mjesto
556,Seite::N,ओर,bok
557,Seite::N,ओर,strana
558,Seite::N,तरफ़,bok
559,Seite::N,तरफ़,strana
560,Mitte::N,बीच,sredina
561,Mitte::N,मध्य,sredina
562,Gegenstand::N,चीज़,predmet
563,Gegenstand::N,पदार्थ,predmet
564,Sache::N,चीज़,posao
565,Sache::N,वस्तु,posao
566,Rand::N,छोर,rub
567,Rand::N,छोर,kraj
568,Rand::N,उपांत,rub
569,Rand::N,उपांत,kraj
570,Kante::N,कोर,brid
571,Kante::N,कोर,ivica
572,Kante::N,किनारा,brid
573,Kante::N,किनारा,ivica
574,Ecke::N,कोना,ugao
575,Ecke::N,नुक्कड़,ugao
576,Spitze::N,नोक,vrh
577,Spitze::N,नोक,šiljak
578,Ende::N,छोर,konac
579,Ende::N,सिरा,konac
580,Loch::N,छेद,rupa
581,Loch::N,सूराख़,rupa
582,Winkel::N,कोण,kut
583,Winkel::N,कोण,ugao
584,Winkel::N,कोना,kut
585,Winkel::N,कोना,ugao
586,Muster::N,नमूना,uzor
587,Muster::N,डिज़ाइन,uzor
588,Größe::N,परिमाण,veličina
589,Größe::N,विस्तार,veličina
590,Länge::N,लंबाई,duljina
591,Höhe::N,ऊँचाई,visina
592,Höhe::N,उच्चता,visina
593,Gewicht::N,भार,težina
594,Gewicht::N,वज़न,težina
595,Menge::N,मात्रा,mnoštvo
596,Menge::N,मात्रा,količina
597,Haufen::N,ढेर,hrpa
598,Haufen::N,ढेर,gomila
599,Haufen::N,अंबार,hrpa
600,Haufen::N,अंबार,gomila
601,Reihe::N,क़तार,red
602,Reihe::N,पंक्ति,red
603,Boot::N,नाव,čun
604,Boot::N,नाव,čamac
605,Boot::N,नौका,čun
606,Boot::N,नौका,čamac
607,Ruder::N,चप्पू,veslo
608,Schlitten::N,बर्फ़-गाड़ी,saone
609,Ski::N,स्की,ski
610,Ski::N,स्की,smučka
611,Lagerfeuer::N,अलाव,logorska vatra
612,Lagerfeuer::N,कैंप-फ़ायर,logorska vatra
613,Last::N,भार,tovar
614,Gang::N,चाल,hod
615,Schritt::N,डग,korak
616,Schritt::N,क़दम,korak
617,Norden::N,उत्तर,sjever
618,Süden::N,दक्खिन,jug
619,Westen::N,पश्चिम,zapad
620,Osten::N,पूरब,istok
621,Holz::N,काठ,drvo
622,Holz::N,काष्ठ,drvo
623,Brett::N,पटरा,daska
624,Brett::N,तख़्ता,daska
625,Platte::N,फलक,ploča
626,Platte::N,तख़्ता,ploča
627,Stütze::N,टेक,potpora
628,Stütze::N,थूनी,potpora
629,Stange::N,छड़,motka
630,Stange::N,बाँस,motka
631,Stock::N,लाठी,štap
632,Stock::N,लाठी,palica
633,Stab::N,लग्गा,štap
634,Stab::N,लग्गा,šipka
635,Rohr::N,नल,cijev
636,Haus::N,घर,kuća
637,Haus::N,मकान,kuća
638,Heim::N,घर,dom
639,Heim::N,गृह,dom
640,Ofen::N,चूल्हा,peć
641,Fußboden::N,फ़र्श,pod
642,Tisch::N,मेज़,stol
643,Tisch::N,मेज़,trpeza
644,Stuhl::N,कुरसी,stolac
645,Stuhl::N,कुरसी,stolica
646,Wiege::N,पालना,kolijevka
647,Wiege::N,हिंडोला,kolijevka
648,Bett::N,खाट,krevet
649,Bett::N,खाट,postelja
650,Bett::N,पलंग,krevet
651,Bett::N,पलंग,postelja
652,Regal::N,शेल्फ़,polica
653,Kiste::N,पेटी,sanduk
654,Kiste::N,डिब्बा,sanduk
655,Fenster::N,खिड़की,prozor
656,Tür::N,द्वार,vrata
657,Tür::N,दरवाज़ा,vrata
658,Tor::N,फाटक,vrata
659,Tor::N,फाटक,kapija
660,Zaun::N,बाड़ा,plot
661,Zaun::N,बाड़ा,ograda
662,Dach::N,छत,krov
663,Dach::N,छप्पर,krov
664,Leiter::N,सीढ़ी,ljestve
665,Leiter::N,सीढ़ी,ljestvice
666,Besen::N,झाड़ू,metla
667,Besen::N,बुहारी,metla
668,Spaten::N,कुदाल,ašov
669,Schaufel::N,बेलचा,lopata
670,Schaufel::N,फावड़ा,lopata
671,Gabel::N,काँटा,viljuška
672,Löffel::N,चम्मच,žlica
673,Messer::N,छुरा,nož
674,Messer::N,चाक़ू,nož
675,Nagel::N,कील,čavao
676,Nagel::N,मेख़,čavao
677,Netz::N,जाल,mreža
678,Haken::N,अंकुश,kuka
679,Griff::N,मूठ,držak
680,Griff::N,मूठ,ručica
681,Griff::N,हत्था,držak
682,Griff::N,हत्था,ručica
683,Schloss::N,ताला,brava
684,Bild::N,चित्र,slika
685,Figur::N,मूर्ति,figura
686,Puppe::N,पुतली,lutka
687,Puppe::N,गुड़िया,lutka
688,Beutel::N,झोला,kesa
689,Bündel::N,पुलिंदा,snop
690,Bündel::N,पुलिंदा,svežanj
691,Tasche::N,बेग,torba
692,Tasche::N,बेग,taška
693,Tasche::N,बस्ता,torba
694,Tasche::N,बस्ता,taška
695,Eimer::N,बाल्टी,kabao
696,Deckel::N,ढक्कन,poklopac
697,Geschirr::N,बरतन-भाँड़े,suđe
698,Geschirr::N,बरतन-भाँड़े,posuđe
699,Sack::N,बोरा,džak
700,Sack::N,बोरा,vreća
701,Tasse::N,प्याला,šalica
702,Topf::N,देग़चा,lonac
703,Kessel::N,देग़,kazan
704,Kessel::N,बटलोई,kazan
705,Essen::N,खाना,obrok
706,Nahrung::N,भोजन,hrana
707,Speise::N,खाना,jelo
708,Speise::N,व्यंजन,jelo
709,Fleisch::N,मांस,meso
710,Fleisch::N,गोश्त,meso
711,Getreide::N,अनाज,žito
712,Getreide::N,अनाज,žitarice
713,Brei::N,भरता,kaša
714,Brei::N,दलिया,kaša
715,Brot::N,रोटी,kruh
716,Scheibe::N,कतला,kriška
717,Fett::N,वसा,mast
718,Fett::N,वसा,salo
719,Fett::N,चरबी,mast
720,Fett::N,चरबी,salo
721,Butter::N,मक्खन,buter
722,Butter::N,मक्खन,maslac
723,Öl::N,तेल,ulje
724,Salz::N,नमक,sol
725,Suppe::N,सूप,supa
726,Suppe::N,शोरबा,supa
727,Honig::N,शहद,med
728,Milch::N,दूध,mlijeko
729,Tee::N,चाय,čaj
730,Leder::N,चमड़ा,koža
731,Wolle::N,ऊन,vuna
732,Stoff::N,कपड़ा,štof
733,Stoff::N,कपड़ा,tkanina
734,Nadel::N,सूई,igla
735,Faden::N,डोरा,nit
736,Faden::N,डोरा,konac
737,Knopf::N,बटन,dugme
738,Knopf::N,घुंडी,dugme
739,Knoten::N,गाँठ,čvor
740,Knoten::N,गाँठ,uzao
741,Knoten::N,गुत्थी,čvor
742,Knoten::N,गुत्थी,uzao
743,Farbe::N,रंग,farba
744,Farbe::N,वर्ण,farba
745,Kleidung::N,पहनावा,odjeća
746,Hemd::N,कुरता,košulja
747,Hemd::N,क़मीज़,košulja
748,Kragen::N,गरदनी,ovratnik
749,Kragen::N,गरेबान,ovratnik
750,Ärmel::N,आस्तीन,rukav
751,Hose::N,पैंट,hlače
752,Hose::N,पतलून,hlače
753,Gürtel::N,पेटी,pas
754,Gürtel::N,पेटी,pojas
755,Gürtel::N,मेखला,pas
756,Gürtel::N,मेखला,pojas
757,Mütze::N,टोपी,kapa
758,Schuh::N,जूता,cipela
759,Stiefel::N,बूट,čizma
760,Ring::N,अँगूठी,prsten
761,Band::N,पट्टी,vrpca
762,Kamm::N,कंघी,češalj
763,Spiegel::N,आईना,zrcalo
764,Spiegel::N,आईना,ogledalo
765,Spiegel::N,दर्पण,zrcalo
766,Spiegel::N,दर्पण,ogledalo
767,Riemen::N,तसमा,kaiš
768,Riemen::N,तसमा,remen
769,Riemen::N,पट्टा,kaiš
770,Riemen::N,पट्टा,remen
771,Schnur::N,डोरी,vrpca
772,Schnur::N,सुतली,vrpca
