,Concept_ID,et,ko
843,leben::V,elama,살다
844,leben::V,elus olema,살다
845,geboren werden::V,sündima,태어난
846,atmen::V,hingama,숨쉬다
847,trinken::V,jooma,마시다
848,essen::V,sööma,먹다
849,schlucken::V,neelama,들이켜다
850,müde werden::V,väsima,
851,einschlafen::V,uinuma,잠들다
852,schlafen::V,magama,자다
853,aufwachen::V,ärkama,눈트다
854,aufstehen::V,ärkama,서다
855,aufstehen::V,üles tõusma,서다
856,sich erholen::V,puhkama,회복하다
857,krank werden::V,haigestuma,
858,krank werden::V,haigeks jääma,
859,krank sein::V,haige olema,
860,schmerzen::V,valutama,아프다
861,husten::V,köhima,잔기침하다
862,genesen::V,toibuma,낫다
863,sterben::V,surema,죽다
864,umkommen::V,surma saama,못쓰게되다
865,sich bewegen::V,liikuma,움직이다
866,sich rühren::V,liikuma,움직이다
867,sich erheben::V,kerkima,이러서다
868,sich setzen::V,istet võtma,앉히다
869,hinfallen::V,kukkuma,넘어지다
870,hinfallen::V,maha kukkuma,넘어지다
871,laufen::V,kõndima,걷다
872,schreiten::V,astuma,보행하다
873,spazierengehen::V,jalutama,산보하다
874,eilen::V,ruttama,서둘다
875,eilen::V,kiirustama,서둘다
876,sich beeilen::V,ruttama,서둘게하다
877,sich beeilen::V,kiirustama,서둘게하다
878,sausen::V,kihutama,서들러 떠나다
879,sausen::V,tormama,서들러 떠나다
880,rennen::V,jooksma,달리다
881,rennen::V,kihutama,달리다
882,springen::V,hüppama,도약하다
883,klettern::V,ronima,갑겨오르다
884,schaukeln::V,kiikuma,흔들리게하다
885,kriechen::V,roomama,기다
886,schwimmen::V,ujuma,헤엄치다
887,tauchen::V,sukelduma,잠기다
888,rudern::V,sõudma,물을헤치다
889,fahren::V,sõitma,가다
890,fahren::V,sõitma,나르다
891,fliegen::V,lendama,날다
892,gehen::V,käima,가다
893,gehen::V,minema,가다
894,weggehen::V,ära minema,팔리다
895,weggehen::V,välja minema,팔리다
896,abfahren::V,väljuma,출발하다
897,abfahren::V,ära sõitma,출발하다
898,anhalten::V,peatuma,멈추다
899,hineingehen::V,sisenema,(그리로)가다
900,hineingehen::V,sisse minema,(그리로)가다
901,eintreten::V,sisenema,들러가다
902,eintreten::V,sisse astuma,들러가다
903,kommen::V,tulema,오다
904,ankommen::V,saabuma,고챀하다
905,zurückkommen::V,tagasi tulema,보기
906,bleiben::V,jääma,체류
907,warten::V,ootama,기다리다
908,erwarten::V,ootama,기대하다
909,erwarten::V,lootma,기대하다
910,suchen::V,otsima,찾다
911,suchen::V,otsima,구하다
912,finden::V,leidma,찾아내다
913,versuchen::V,püüdma,시험하다
914,versuchen::V,üritama,시험하다
915,versuchen::V,katsetama,시험하다
916,vorbereiten::V,valmistama,재비하다
917,lieben::V,armastama,사랑하다
918,mögen::V,sallima,줗아하다
919,mögen::V,meeldima,줗아하다
920,lachen::V,naerma,웃다
921,rühren::V,liigutama,건드리다
922,rühren::V,heldima panema,건드리다
923,weinen::V,nutma,울다
924,schimpfen::V,sõimama,꾸짖다
925,sich ärgern::V,ärrituma,화를내게 하다
926,sich ärgern::V,vihastuma,화를내게 하다
927,sich fürchten::V,kartma,두려원하다
928,sich fürchten::V,hirmu tundma,두려원하다
929,fürchten::V,kartma,두려원하다
930,fliehen::V,põgenema,도망치다
931,flüchten::V,põgenema,도주하다
932,sehen::V,nägema,보다
933,anschauen::V,vaatama,바라보다
934,ansehen::V,vaatama,바라보다
935,hören::V,kuulma,듣다
936,zuhören::V,kuulama,듣다
937,probieren::V,proovima,시식하다
938,riechen::V,nuusutama,내새를맡다
939,fühlen::V,tundma,느끼다
940,scheinen::V,näida,...것같다
941,scheinen::V,ilmuda,...것같다
942,zu sehen sein::V,ilmuma,보이는
943,vernehmen::V,üle kuulama,듣다
944,vernehmen::V,üle kuulama,들어서일다
945,frieren::V,külmetada,춥다
946,tun::V,tegema,하다
947,können::V,võima,할주릴다
948,können::V,oskama,할주릴다
949,wollen::V,tahtma,바라다
950,anfangen::V,hakkama,시작하다
951,anfangen::V,alustama,시작하다
952,beenden::V,lõpetama,다하다
953,aufhören::V,lakkama,그만두다
954,gelingen::V,õnnestuma,성국하다
955,geraten::V,jõudma,잘되어가다
956,öffnen::V,avama,열다
957,schließen::V,sulgema,추측하다
958,stellen::V,panema,세우다
959,stellen::V,asetama,세우다
960,setzen::V,panema,놓다
961,legen::V,panema,눕히다
962,legen::V,asetama,눕히다
963,berühren::V,riivama,대다
964,berühren::V,puudutama,대다
965,verbinden::V,ühendama,옝열하다
966,bedecken::V,katma,덮다
967,aufhängen::V,riputama,매달다
968,anzünden::V,süütama,점화하다
969,aufheben::V,üles tõstma,위로올리다
970,zurücklassen::V,jätma,튀에남기다
971,verlieren::V,kaotama,잃다
972,fallen lassen::V,maha pillama,떨어뜨리다
973,fallen lassen::V,kukkuda laskma,떨어뜨리다
974,machen::V,tegema,하다
975,herstellen::V,valmistama,제조하다
976,bauen::V,ehitama,짓다
977,reparieren::V,parandama,수셩자다
978,verbessern::V,parandama,정정하다
979,ändern::V,muutma,바꾸다
980,ändern::V,ümber tegema,바꾸다
981,graben::V,kaevama,파다
982,beugen::V,painutama,구부리다
983,biegen::V,painutama,굽히다
984,drehen::V,keerama,회전
985,wenden::V,ümber pöörama,회전시키다
986,umdrehen::V,ümber keerama,회전시키다
987,heben::V,tõstma,일으아키다
988,hochheben::V,üles tõstma,틀어올리다
989,hochheben::V,kõrgele tõstma,틀어올리다
990,ergreifen::V,haarama,잡다
991,halten::V,hoidma,잡다
992,drücken::V,pigistama,누르다
993,schieben::V,lükkama,밀다
994,kratzen::V,kraapima,긁다
995,lecken::V,lakkuma,핥다
996,beißen::V,purema,물다
997,beißen::V,hammustama,물다
998,abreißen::V,rebima,
999,abreißen::V,ära rebima,
1000,abschneiden::V,ära lõikama,귾어내다
1001,binden::V,siduma,매다
1002,stecken::V,pistma,찌르다
1003,brechen::V,murdma,금
1004,klopfen::V,koputama,치다
1005,hauen::V,lööma,때리다
1006,kleben::V,kleepima,들러붙다
1007,reiben::V,hõõruma,문지르다
1008,streichen::V,silitama,쓰다듬다
1009,schleifen::V,lihvima,갈다
1010,schleifen::V,teritama,갈다
1011,schneiden::V,lõikama,베다
1012,rütteln::V,raputama,흔들다
1013,schütteln::V,raputama,흔들다
1014,schütteln::V,loksutama,흔들다
1015,schwenken::V,vehkima,흔들다
1016,schwenken::V,lehvitama,흔들다
1017,schütten::V,kallama,따르다
1018,füllen::V,täitma,담다
1019,einwickeln::V,sisse mähkima,싸다
1020,tragen::V,kandma,지우다
1021,schleppen::V,tassima,끌다
1022,schleppen::V,lohistama,끌다
1023,ziehen::V,vedama,당기다
1024,ziehen::V,tõmbama,당기다
1025,aufbewahren::V,säilitama,간직하다
1026,aufbewahren::V,alal hoidma,간직하다
1027,werfen::V,viskama,던지다
1028,fangen::V,püüdma,밥다
1029,packen::V,kinni haarama,쥐다
1030,packen::V,kinni võtma,쥐다
1031,verstecken::V,peitma,숨기다
1032,teilen::V,jagama,나누다
1033,teilen::V,jaotama,나누다
1034,schicken::V,saatma,보내다
1035,bringen::V,viima,가겨
1036,hinzufügen::V,lisama,부가하다
1037,bekommen::V,saama,얻다
1038,erhalten::V,saama,지니다
1039,nehmen::V,võtma,잡다
1040,wählen::V,valima,선거하다
1041,auswählen::V,valima,선출하다
1042,bewahren::V,hoidma,저장보종
1043,behindern::V,takistama,훼방하다
1044,verderben::V,rikkuma,못쓰게 되다
1045,beschädigen::V,rikkuma,상하게하다
1046,zerbrechen::V,katki tegema,깨뜨리다
1047,zerreißen::V,katki rebima,잡아쫓다
1048,zerstören::V,purustama,파괴하다
1049,verbrennen::V,põletama,소실하다
1050,geben::V,andma,주다
1051,reichen::V,andma,내일다
1052,reichen::V,ulatama,내일다
1053,schenken::V,kinkima,주다
1054,versprechen::V,lubama,약속하다
1055,versprechen::V,tõotama,약속하다
1056,wünschen::V,soovima,바라다
1057,loben::V,kiitma,칭찬하다
1058,küssen::V,suudlema,키스하다
1059,wiegen::V,hällitama,어르다
1060,zudecken::V,kaanetama,뚜꺼을하다
1061,zudecken::V,kinni katma,뚜꺼을하다
1062,wecken::V,äratama,깨우다
1063,zeigen::V,näitama,보이다
1064,führen::V,juhatama,가게하다
1065,lehren::V,õpetama,가르치다
1066,unterrichten::V,õpetama,가르지다
1067,aufziehen::V,üles kasvatama,사육하다
1068,leiten::V,juhtima,이끌다
1069,antreiben::V,ergutama,몰다
1070,lassen::V,laskma,내버려두다
1071,einladen::V,kutsuma,초청하다
1072,vereinigen::V,ühendama,하나로하다
1073,besuchen::V,külastama,방문하다
1074,treffen::V,kohtama,만나다
1075,sich versammeln::V,kogunema,조립하다
1076,spielen::V,mängima,눌다
1077,singen::V,laulma,노래하다
1078,tanzen::V,tantsima,춤추하다
1079,sich trennen::V,lahku minema,가르다
1080,verlassen::V,maha jätma,버림받은
1081,retten::V,päästma,구조하다
1082,bewachen::V,valvama,치키다
1083,schützen::V,kaitsma,보호하다
1084,verteidigen::V,kaitsma,막다
1085,sich schlagen::V,kaklema,치다
1086,schießen::V,tulistama,쏘다
1087,siegen::V,võitma,이기다
1088,ärgern::V,ärritama,성을내게하다
1089,ärgern::V,vihastama,성을내게하다
1090,schlagen::V,lööma,치다
1091,treten::V,sõtkuma,디디다
1092,stechen::V,pistma,찌르다
1093,stechen::V,torkama,찌르다
1094,stoßen::V,tõukama,찌르다
1095,stehlen::V,varastama,훔치다
1096,stören::V,segama,움직이다
1097,stören::V,häirima,움직이다
1098,belästigen::V,ahistama,괴롭히다
1099,verbergen::V,peitma,숨기다
1100,verbergen::V,varjama,숨기다
1101,täuschen::V,petma,속이다
1102,täuschen::V,tüssama,속이다
1103,betrügen::V,petma,속이다
1104,betrügen::V,tüssama,속이다
1105,betrügen::V,truudust murtma,속이다
1106,töten::V,tapma,죽이다
1107,töten::V,surmama,죽이다
1108,wohnen::V,elama,실다
1109,arbeiten::V,töötama,일하다
1110,sammeln::V,koguma,모으다
1111,sammeln::V,korjama,모으다
1112,pflücken::V,noppima,꿔다
1113,jagen::V,jahtima,사냥하다
1114,fischen::V,kalastama,고기를잡다
1115,fischen::V,kala püüdma,고기를잡다
1116,fassen::V,püüdma,움켜쥐다
1117,hüten::V,karjatama,망보다
1118,treiben::V,ajama,몰아세우다
1119,anbinden::V,kinni siduma,묶다
1120,füttern::V,söötma,사료를주다
1121,melken::V,lüpsma,젖을짜다
1122,hacken::V,raiuma,자르다
1123,hacken::V,lõhkuma,자르다
1124,gießen::V,kastma,물을대다
1125,reifen::V,valmima,성숙하다
1126,zubereiten::V,valmistama,조제하다
1127,kochen::V,keetma,요리하다
1128,backen::V,küpsetama,쿱다
1129,braten::V,praadima,굽다
1130,umrühren::V,segama,교반하다
1131,stricken::V,kuduma,뜨개질하다
1132,nähen::V,õmblema,꿰매다
1133,färben::V,värvima,채색하다
1134,reinigen::V,puhastama,청소하다
1135,waschen::V,pesema,씻다
1136,abwischen::V,puhtaks pühkima,닦다
1137,spülen::V,uhtma,씻다
1138,fegen::V,pühkima,소체하다
1139,kehren::V,pühkima,청소하다
1140,baden::V,suplema,감다
1141,baden::V,kümblema,감다
1142,sich waschen::V,end pesema,모믈 씻다
1143,ausziehen::V,käest võtma,벗다
1144,ausziehen::V,jalast võtma,벗다
1145,ausziehen::V,seljast võtma,벗다
1146,anziehen::V,jalga panema,끌어움직이다
1147,sich anziehen::V,riietuma,
1148,kämmen::V,kammima,빗다
1149,schmücken::V,kaunistama,치레하다
1150,sagen::V,ütlema,말하다
1151,sprechen::V,rääkima,말하다
1152,sprechen::V,kõnelema,말하다
1153,reden::V,kõnelema,이야기하다
1154,sich unterhalten::V,vestlema,
1155,fragen::V,küsima,질문하다
1156,bitten::V,paluma,원하다
1157,erzählen::V,jutustama,이야기하다
1158,mitteilen::V,teatama,이야기하다
1159,mitteilen::V,teada andma,이야기하다
1160,nennen::V,nimetama,부르다
1161,rufen::V,kutsuma,불러내다
1162,prahlen::V,hooplema,자랑하다
1163,übersetzen::V,tõlkima,번역하다
1164,denken::V,mõtlema,생각하다
1165,glauben::V,uskuma,믿다
1166,bemerken::V,märkama,인자하다
1167,erkennen::V,ära tundma,인식하다
1168,begreifen::V,aru saama,파악하다
1169,verstehen::V,mõistma,이해하다
1170,lernen::V,õppima,배우다
1171,wissen::V,teadma,알다
1172,sich erinnern an::V,mäletama,상기하다
1173,vergessen::V,unustama,잊다
1174,messen::V,mõõtma,측정하다
1175,zählen::V,loendama,세다
1176,rechnen::V,arvutama,게산하다
1177,lesen::V,lugema,읽다
1178,malen::V,maalima,그리다
1179,zeichnen::V,joonistama,소묘하다
1180,schreiben::V,kirjutama,쓰다
1181,besitzen::V,omama,소유하다
1182,kaufen::V,ostma,사다
1183,verkaufen::V,müüma,팔다
1184,bezahlen::V,tasuma,지불하다
1185,zahlen::V,maksma,치르다
1186,beherrschen::V,valitsema,지배하다
1187,ertragen::V,taluma,참다
