,Concept_ID,ru,kn
127,Weide[Baum]::N,ива,ವಿಲೋಮರ
128,Tanne::N,ель,ಭದ್ರದಾರು
129,Horn::N,рог,ಕೊಂಬು
130,Feder::N,перо,ಪುಕ್ಕ
131,Fell::N,шкура,ರೋಮ
132,Flügel::N,крыло,ರೆಕ್ಕೆ
133,Klaue::N,коготь,ಪಂಜ
134,Kralle::N,лапа,ಉಗುರು
135,Schwanz::N,хвост,ಬಾಲ
136,Ei::N,яйцо,ಮೊಟ್ಟೆ
137,Nest::N,гнездо,ಗೂಡು
138,Bau::N,нора,ಅಡಗುದಾಣ
139,Tier::N,животное,ಪ್ರಾಣಿ
140,Herde::N,стадо,ಗುಂಪು
141,Kuh::N,корова,ಹಸು
142,Bulle::N,бык,ಗೂಳಿ
143,Pferd::N,лошадь,ಕುದುರೆ
144,Schaf::N,овца,ಕುರಿ
145,Schwein::N,свинья,ಹಂದಿ
146,Hund::N,собака,ನಾಯಿ
147,Katze::N,кошка,ಬೆಕ್ಕು
148,Bär::N,медведь,ಕರಡಿ
149,Eichhörnchen::N,белка,ಉಡುತೆ
150,Elch::N,лось,ಕಡವೆ
151,Fuchs::N,лиса,ನರಿ
152,Hase::N,заяц,ಮೊಲ
153,Maus::N,мышь,ಇಲಿ
154,Wolf::N,волк,ತೋಳ
155,Vogel::N,птица,ಪಕ್ಷಿ
156,Schwarm::N,стая,ಗುಂಪು
157,Huhn::N,курица,ಚಿಕ್
158,Hahn::N,петух,ಹುಂಜ
159,Gans::N,гусь,ವರಟೆ
160,Adler::N,орел,ಗರುಡ
161,Ente::N,утка,ಬಾತು
162,Eule::N,сова,ಗೂಬೆ
163,Kranich::N,журавль,ಕೊಕ್ಕರ
164,Krähe::N,ворона,ಕಾಗೆ
165,Kuckuck::N,кукушка,ಕೋಗಿಲೆ
166,Schwan::N,лебедь,ಹಂಸಪಕ್ಷಿ
167,Fisch::N,рыба,ಮೀನು
168,Barsch::N,окунь,ಪರ್ಚ್ ಮೀನು
169,Hecht::N,щука,ಪೈಕ್ ಮೀನು
170,Schlange[Tier]::N,змея,ಹಾವು
171,Wurm::N,червяк,ಹುಳು
172,Spinne::N,паук,ಊರ್ಣನಾಭ
173,Ameise::N,муравей,ಇರುವೆ
174,Laus::N,вошь,ಹೇನು
175,Mücke::N,комар,ಸೊಳ್ಳೆ
176,Fliege::N,муха,ನೊಣ
177,Schmetterling::N,бабочка,ಪತಂಗ
178,Beere::N,ягода,ನಯವಣ್ಣು
179,Apfel::N,яблоко,ಸೇಬು
180,Pilz::N,гриб,ಅಣಬೆ
181,Zwiebel::N,луковица,ನೀರುಳ್ಳಿ
182,Saat::N,семя,ಬಿತ್ತ
183,Korn::N,зерно,ಬೀಜ
184,Heu::N,сено,ಕರಡ
185,Schale::N,шелуха,ಹೊಟ್ಟು
186,Grube::N,яма,ಗುಂಡಿ
187,Falle::N,ловушка,ಬೋನು
188,Schlinge::N,силок,ಉರುಲು
189,Spur::N,след,ಜಾಡು
190,Asche::N,зола,ಬೂದಿ
191,Asche::N,пепел,ಬೂದಿ
192,Dreck::N,грязь,ಹೊಲಸು
193,Eisen::N,железо,ಕಬ್ಬಿಣ
194,Gold::N,золото,ಚಿನ್ನ
195,Silber::N,серебро,ಬೆಳ್ಳಿ
196,Kohle::N,уголь,ಕಲ್ಲಿದ್ದಲು
197,Glas::N,стекло,ಗಾಜು
198,Lehm::N,глина,ಜೇಡಿಮಣ್ಣು
199,Sand::N,песок,ಮರಳು
200,Mensch::N,человек,ಪುರುಷ
201,Mann::N,мужчина,ಆಳು
202,Frau::N,женщина,ಹೆಣ್ಣು
203,Kind::N,ребенок,ಮಗು
204,Junge::N,мальчик,ಹುಡುಗ
205,Mädchen::N,девочка,ಹುಡುಗಿ
206,Familie::N,семья,ಕುಟುಂಬ
207,Großvater::N,дедушка,ಅಜ್ಜ
208,Großmutter::N,бабушка,ಅಮ್ಮ
209,Eltern::N,родители,ಹೆತ್ತವರು
210,Vater::N,отец,ತಂದೆ
211,Mutter::N,мать,ಅಮ್ಮ
212,Sohn::N,сын,ಮಗ 
213,Tochter::N,дочь,ಮಗಳು
214,Bruder::N,брат,ತಮ್ಮ
215,Schwester::N,сестра,ತಂಗಿ
216,Onkel::N,дядя,ಸೋದರಮಾವ
217,Onkel::N,дядя,ದೊಡ್ಡಪ್ಪ
218,Tante::N,тетя,ಚಿಕ್ಕಮ್ಮ
219,Ehemann::N,муж,ಗಂಡ
220,Ehefrau::N,жена,ಹೆಂಡತಿ
221,Freude::N,радость,ನಲಿವು
222,Gelächter::N,смех,ನಗೆ
223,Glück::N,счастье,ಆನಂದ
224,Kummer::N,горе,ದುಃಖ
225,Wunsch::N,желание,ಬಯಕೆ
226,Lust::N,влечение,ಇಷ್ಟ
227,Geist::N,дух,ಆತ್ಮ
228,Gedanke::N,мысль,ಯೋಚನೆ
229,Gedächtnis::N,память,ಸ್ಮರಣೆ
230,Verstand::N,ум,ಮನಸ್ಸು
231,Sinn::N,смысл,ಅರ್ಥ
232,Grund::N,повод,ಕಾರಣ
233,Wahrheit::N,правда,ಸತ್ಯ
234,Gespräch::N,беседа,ಸಂಭಾಷಣೆ
235,Märchen::N,сказка,ಸುಳ್ಳು ಕಥೆ
236,Erzählung::N,рассказ,ಕಥೆ
237,Nachricht::N,сообщение,ಸಂದೇಶ
238,Neuigkeit::N,новость,ಸುದ್ದಿ
239,Name::N,имя,ಹೆಸರು
240,Rätsel::N,загадка,ಒಗಟು
241,Rede::N,речь,ಮಾತು
242,Sprache::N,язык,ಭಾಷೆ
243,Stimme::N,голос,ಧ್ವನಿ
244,Wort::N,слово,ಮಾತು
245,Zeichen::N,знак,ಗುರುತು
246,Ruf::N,зов,ಕೂಗು
247,Lärm::N,шум,ಸದ್ದು
248,Laut::N,звук,ಶಬ್ದ
249,Ton::N,звучание,ನಾದ
250,Lied::N,песня,ಗಾನ
251,Ruhe::N,покой,ಶಾಂತಿ
252,Leute::N,люди,ಮಂದಿ
253,Volk::N,народ,ಜನಾಂಗ
254,Arbeit::N,работа,ಕೆಲಸ
255,Gast::N,гость,ಅತಿಥಿ
256,Geschenk::N,подарок,ಕಾಣಿಕೆ
257,Spiel::N,игра,ಆಟ
258,Gesellschaft::N,общество,ಸಂಗ
259,Hilfe::N,помощь,ಸಹಾಯ
260,Freund::N,друг,ಸ್ನೇಹಿತ
261,Kamerad::N,приятель,ಜೊತೆಗಾರ
262,Angelegenheit::N,дело,ವಿಚಾರ
263,Anzahl::N,количество,ಎಣಿಕೆ
264,Art::N,вид,ತರ
265,Stück::N,кусок,ತುಂಡು
266,Teil::N,часть,ಭಾಗ
267,Hälfte::N,половина,ಅರ್ಧ
268,Kreis::N,круг,ವೃತ್ತ
269,Kreuz::N,крест,ಶಿಲುಬೆ
270,Linie::N,линия,ರೀಖೆ
271,Strich::N,черта,ಗೀಟು
272,Abstand::N,промежуток,ಅಂತರ
273,Entfernung::N,расстояние,ದೂರ
274,Gegend::N,местность,ವಿಸ್ತೀರ್ಣ
275,Platz::N,пространство,ಅಂತರ
276,Ort::N,место,ಸ್ಥಳ
277,Seite::N,сторона,ಪಕ್ಷ
278,Mitte::N,середина,ನಡು
279,Gegenstand::N,предмет,ವಸ್ತು
280,Sache::N,вещь,ವಸ್ತು
281,Rand::N,край,ಅಂಚು
282,Kante::N,ребро,ಅಂಚು
283,Ecke::N,угол,ಮೂಲೆ
284,Spitze::N,кончик,ತುದಿ
285,Ende::N,конец,ಕೊನೆ
286,Loch::N,дыра,ತೂತು
287,Winkel::N,угол,ಕೋನ
288,Muster::N,узор,ನಮೂನೆ
289,Größe::N,размер,ಪ್ರಮಾಣ
290,Länge::N,длина,ಉದ್ದ
291,Höhe::N,высота,ಎತ್ತರ
292,Gewicht::N,вес,ತೂಕ
293,Menge::N,количество,ಮೊತ್ತ
294,Haufen::N,куча,ರಾಶಿ
295,Reihe::N,ряд,ಸಾಲು
296,Boot::N,лодка,ದೋಣಿ
297,Ruder::N,весло,ಹುಟ್ಟು
298,Schlitten::N,сани,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
299,Ski::N,лыжа,ಜಾರುಪಟ್ಟಿ
300,Lagerfeuer::N,костер,ಶಿಬಿರಾಗ್ನಿ
301,Last::N,тяжесть,ಹೊರೆ
302,Gang::N,ход,ತಿರುಗಾಟ
303,Schritt::N,шаг,ಹೆಜ್ಜೆ
304,Norden::N,север,ಉತ್ತರ
305,Süden::N,юг,ದಕ್ಷಿಣ
306,Westen::N,запад,ಪಶ್ಚಿಮ
307,Osten::N,восток,ಮೂಡಲು
308,Holz::N,древесина,ಚೌಬೀನೆ
309,Brett::N,доска,ಹಲಗೆ
310,Platte::N,плита,ಹಲಗೆ
311,Stütze::N,подпорка,ಆಸರೆ
312,Stange::N,жердь,ಕಂಬ
313,Stock::N,палка,ಕೋಲು
314,Stab::N,шест,ದೊಣ್ಣೆ
315,Rohr::N,труба,ನಳಿಕೆ
316,Haus::N,дом,ಮನೆ
317,Heim::N,дом,ಗೃಹ
318,Ofen::N,печь,ಒಲೆ
319,Fußboden::N,пол,ನೆಲ
320,Tisch::N,стол,ಮೇಜು
321,Stuhl::N,стул,ಕುರ್ಚಿ
322,Wiege::N,колыбель,ತೊಟ್ಟಿಲು
323,Bett::N,постель,ಹಾಸಿಗೆ
324,Regal::N,полка,ಬೀರು
325,Kiste::N,ящик,ಪಟ್ಟಿಗೆ
326,Fenster::N,окно,ಕಿಟಕಿ
327,Tür::N,дверь,ಬಾಗಿಲು
328,Tor::N,ворота,ಹೆಬ್ಬಾಗಿಲು
329,Zaun::N,забор,ಬೇಲಿ
330,Dach::N,крыша,ಮಾಳಿಗೆ
331,Leiter::N,лестница,ಏಣಿ
332,Besen::N,метла,ಪೊರಕೆ
333,Spaten::N,лопата,ಗುದ್ದಲಿ
334,Schaufel::N,совок,ಸನಿಕೆ
335,Gabel::N,вилка,ಕವಲು
336,Löffel::N,ложка,ಚಮಚ
337,Messer::N,нож,ಚಾಕು
338,Nagel::N,гвоздь,ಆಣಿ
339,Netz::N,сеть,ಬಲೆ
340,Haken::N,крюк,ಕೊಂಡಿ
341,Griff::N,ручка,ಹಿಡಿ
342,Schloss::N,замок,ವೀಗ
343,Bild::N,картина,ಚಿತ್ರ
344,Figur::N,фигура,ಆಕಾರ
345,Puppe::N,кукла,ಗೊಂಬೆ
346,Beutel::N,мешок,ಸಂಚಿ
347,Bündel::N,связка,ಕಟ್ಟು
348,Tasche::N,сумка,ಚೀಲ
349,Eimer::N,ведро,ಬಾನೆ
350,Deckel::N,крышка,ಮುಚ್ಚಳ
351,Geschirr::N,посуда,ಭಕ್ಷ್ಯಗಳು
352,Sack::N,мешок,ಮೂಟೆ
353,Tasse::N,чашка,ಬಟ್ಟಲು
354,Topf::N,кастрюля,ಮಡಕೆ
355,Kessel::N,котел,ಕೆಟಲ್
356,Essen::N,еда,ಊಟ
357,Nahrung::N,пища,ಆಹಾರ
358,Speise::N,блюдо,ಊಟ
359,Speise::N,кушанье,ಊಟ
360,Fleisch::N,мясо,ಮಾಂಸ
361,Getreide::N,хлеб,ಧಾನ್ಯ
362,Brei::N,каша,ಗಂಜಿ
363,Brot::N,хлеб,ರೊಟ್ಟಿ
364,Scheibe::N,ломоть,ಹೋಳು
365,Fett::N,жир,ಕೊಬ್ಬು
366,Butter::N,масло,ಬೆಣ್ಣೆ
367,Öl::N,масло,ಎಣ್ಣೆ
368,Salz::N,соль,ಉಪ್ಪು
369,Suppe::N,суп,ಎಸರು
370,Honig::N,мед,ಮಧು
371,Milch::N,молоко,ಹಾಲು
372,Tee::N,чай,ಚಹ
373,Leder::N,кожа,ಚಕ್ಕಳ
374,Wolle::N,шерсть,ಉಣ್ಣೆ
375,Stoff::N,ткань,ಬಟ್ಟೆ
376,Nadel::N,игла,ಸೂಜಿ
377,Faden::N,нитка,ದಾರ
378,Knopf::N,пуговица,ಗುಂಡು
379,Knoten::N,узел,ಗಂಟು
380,Farbe::N,краска,ಬಣ್ಣ
381,Kleidung::N,одежда,ಅರಿವೆ
382,Hemd::N,рубашка,ಅಂಗಿ
383,Kragen::N,воротник,ಕುತ್ತಿಗೆಪಟ್ಟಿ
384,Ärmel::N,рукав,ತೋಳು
385,Hose::N,брюки,ಇಜಾರ
386,Gürtel::N,пояс,ಬೆಲ್ಟು
387,Mütze::N,шапка,ಟೋಪಿ
388,Schuh::N,ботинок,ಪಾದರಕ್ಷೆ
389,Stiefel::N,сапог,ಬೂಟು
390,Ring::N,кольцо,ಉಂಗುರ
391,Band::N,лента,ರಿಬ್ಬನ್
392,Kamm::N,расческа,ಹಣಿಗೆ
393,Spiegel::N,зеркало,ಕನ್ನಡಿ
394,Riemen::N,ремень,ಬಾರು
395,Schnur::N,веревка,ಹುರಿ
396,Leine::N,поводок,ಹಗ್ಗ
397,Decke::N,одеяло,ಕಂಬಳಿ
398,Kissen::N,подушка,ದಿಂಬು
399,Tuch::N,платок,ಕೊರಳ ಬಟ್ಟೆ
400,Handtuch::N,полотенце,ಚೌಕ
401,Kraft::N,сила,ಬಲ
402,Stärke::N,крепость,ಶಕ್ತಿ
403,Gesundheit::N,здоровье,ಆರೋಗ್ಯ
404,Krankheit::N,болезнь,ರೋಗ
405,Schmerz::N,боль,ನೋವು
406,Wunde::N,рана,ಗಾಯ
407,Fieber::N,лихорадка,ಜ್ವರ
408,Fieber::N,температура,ಜ್ವರ
409,Arznei::N,лекарство,ಔಷಧ
410,Brücke::N,мост,ಸೇತುವೆ
411,Brunnen::N,колодец,ಬಾವಿ
412,Weide::N,пастбище,ಗೋಮಾಳ
413,Pfad::N,тропа,ದಾರಿ
414,Weg::N,путь,ಹಾದಿ
415,Weg::N,дорога,ಹಾದಿ
416,Straße::N,улица,ರಸ್ತೆ
417,Straße::N,дорога,ರಸ್ತೆ
418,Dorf::N,деревня,ಹಳ್ಳಿ
419,Stadt::N,город,ಪಟ್ಟಣ
420,Brief::N,письмо,ಕಾಗದ
421,Buch::N,книга,ಪುಸ್ತಕ
422,Buchstabe::N,буква,ಅಕ್ಷರ
423,Zeitung::N,газета,ವಾರ್ತಾಪತ್ರಿಕೆ
424,Leben::N,жизнь,ಜೀವನ
425,Tod::N,смерть,ಮರಣ
426,Grab::N,могила,ಗೋರಿ
427,Kirche::N,церковь,ಚರ್ಚು
428,Sünde::N,грех,ಪಾಪ
429,Gott::N,бог,ದೇವರು
430,Arbeiter::N,рабочий,ಕೆಲಸಗಾರ
431,Chef::N,начальник,ದಣಿ
432,Meister::N,мастер,ಶಿಕ್ಷಕ
433,Arzt::N,врач,ವೈದ್ಯ
434,Lehrer::N,учитель,ಉಪಾಧ್ಯಾಯ
435,Geld::N,деньги,ಹಣ
436,Geschäft::N,занятие,ವಾಣಿಜ್ಯ
437,Laden::N,магазин,ಅಂಗಡಿ
438,Preis::N,цена,ಬೆಲೆ
439,Ware::N,товар,ಸರಕು
440,Nutzen::N,выгода,ಲಾಭ
441,Reichtum::N,богатство,ಸಂಪತ್ತು
442,Welt::N,мир,ಭೂಲೋಕ
443,Land::N,страна,ದೇಶ
444,Staat::N,государство,ರಾಜ್ಯ
445,König::N,король,ರಾಜ
446,Macht::N,власть,ಅಧಿಕಾರ
447,Grenze::N,граница,ಗಡಿ
448,Krieg::N,война,ಯುದ್ಧ
449,Feind::N,враг,ಶತ್ರು
450,Gewalt::N,насилие,ಹಿಂಸೆ
451,Kampf::N,борьба,ಹೋರಾಟ
452,Bogen[Waffe]::N,лук,ಬಿಲ್ಲು
453,Pfeil::N,стрела,ಅಂಬು
454,Gewehr::N,ружье,ಬಂದೂಕು
455,Fehler::N,ошибка,ತಪ್ಪು
456,Lüge::N,ложь,ಸುಳ್ಳು
457,Schaden::N,вред,ಹಾನಿ
458,Unglück::N,беда,ಅಪಾಯ
459,Schuld::N,вина,ದೋಷ
460,Alter::N,возраст,ಮುಪ್ಪು
461,Schluss::N,окончание,ಮುಕ್ತಾಯ
462,Zeit::N,время,ಕಾಲ
463,Tag::N,день,ದಿನ
464,Morgen::N,утро,ಮುಂಜಾನೆ
465,Mittag::N,полдень,ನಡುಹಗಲು
466,Abend::N,вечер,ಸಂಜೆ
467,Nacht::N,ночь,ರಾತ್ರಿ
468,Woche::N,неделя,ವಾರ
469,Monat::N,месяц,ತಿಂಗಳು
470,Jahr::N,год,ಸಂವತ್ಸರ
471,Frühling::N,весна,ವಸಂತ
472,Sommer::N,лето,ಬಿಸಿಲುಕಾಲ
473,Herbst::N,осень,ಶರತ್ಕಾಲ
474,Winter::N,зима,ಚಳಿಗಾಲ
475,Januar::N,январь,ನಾಲ್ಚಳಿ
476,Februar::N,февраль,ಅಯ್ಚಳಿ
477,März::N,март,ಮೊಬ್ಬೇಸಿಗೆ
478,April::N,апрель,ಇಬ್ಬೇಸಿಗೆ
479,Mai::N,май,ಮುಬ್ಬೇಸಿಗೆ
480,Juni::N,июнь,ಮೊಮ್ಮಳೆ
481,Juli::N,июль,ಇಮ್ಮಳೆ
482,August::N,август,ಮುಮ್ಮಳೆ
483,September::N,сентябрь,ನಾಲ್ಮಳೆ
484,Oktober::N,октябрь,ಮೊಚ್ಚಳಿ
485,November::N,ноябрь,ಇಚ್ಚಳಿ
486,Dezember::N,декабрь,ಮುಚ್ಚಳಿ
487,Montag::N,понедельник,ಸೋಮುವಾರ
488,Dienstag::N,вторник,ಮಂಗಳವಾರ
489,Mittwoch::N,среда,ಬುಧವಾರ
490,Donnerstag::N,четверг,ಗುರುವಾರ
491,Freitag::N,пятница,ಶುಕ್ರವಾರ
492,Samstag::N,суббота,ಶನಿವಾರ
493,Sonntag::N,воскресенье,ಭಾನುವಾರ
494,groß::A,большой,ದೊಡ್ಡ
495,klein::A,маленький,ಪುಟ್ಟ
496,lang::A,длинный,ದೀರ್ಘ
497,kurz::A,короткий,ಚಕ್ಕ
498,breit::A,широкий,ಅಗಲವಾದ
499,schmal::A,узкий,ಇಕ್ಕಟ್ಟಾದ
500,dicht::A,густой,ದಟ್ಟ
501,dick[Gegenstand]::A,толстый,ದಟ್ಟ
502,dünn::A,тонкий,ತೆಳು
503,fein::A,тонкий,ಕೋಮಲ
504,fest::A,крепкий,ಘನ
505,flach::A,плоский,ಚಪ್ಪಟೆ
506,glatt::A,гладкий,ನಯ
507,hart::A,твердый,ಗಟ್ಟಿ
508,weich::A,мягкий,ಮೃದುವಾದ
509,rund::A,круглый,ವರ್ತುಳ
510,spitz::A,остроконечный,ಮೊನಚಾದ
511,scharf::A,острый,ತೀಕ್ಷ್ಣ
512,stumpf::A,тупой,ಮೊಂಡು
513,schwer::A,тяжелый,ಭಾರಿ
514,schön::A,красивый,ಸುಂದರ
515,heiß::A,жаркий,ಬಿಸಿ
516,warm::A,теплый,ಬಿಸಿ
517,kalt::A,холодный,ತಣ್ಣನೆಯ
518,kühl::A,прохладный,ತಂಪಾದ
519,frisch::A,свежий,ನಿರ್ಮಲ
520,feucht::A,влажный,ಒದ್ದೆಯಾದ
521,nass::A,мокрый,ಒದ್ದೆಯಾದ
522,trocken::A,сухой,ಶುಷ್ಕ
523,voll::A,полный,ತುಂಬಿದ
524,voll::A,наполненный,ತುಂಬಿದ
525,leer::A,пустой,ಖಾಲಿ
526,offen::A,открытый,ಮುಚ್ಚಲ್ಲದ
527,geschlossen::A,закрытый,ಮುಚ್ಚಿದ
528,sauber::A,чистый,ಶುದ್ಧ
529,schmutzig::A,грязный,ಅಶುದ್ಧ
530,roh::A,сырой,ಹಸಿ
531,reif::A,зрелый,ಹಣ್ಣಾದ
532,lecker::A,вкусный,ಗುಚಿಕರ
533,süß::A,сладкий,ಸಿಹಿ
534,bitter::A,горький,ಕಹಿ
535,sauer::A,кислый,ಹುಳಿಯಾದ
536,hell::A,светлый,ಹೊಳೆಯುವ
537,dunkel::A,темный,ಮಬ್ಬಾದ
538,schwarz::A,черный,ಕಪ್ಪು
539,weiß::A,белый,ಬಿಳಿಯ
540,rot::A,красный,ಕೆಂಪು
541,gelb::A,желтый,ಹಳದಯ
542,blau::A,синий,ನೀಲ
543,grün::A,зеленый,ಕಾಯಾದ
544,grau::A,серый,ಬೂದುಬಣ್ಣದ
545,bunt::A,пестрый,ವರ್ಣರಂಜಿತ
546,billig::A,дешевый,ಅಗ್ಗ
547,teuer::A,дорогой,ದುಬಾರಿಯಾದ
548,wertvoll::A,ценный,ಅಮೂಲ್ಯ
549,blind::A,слепой,ಅಂಧ
550,taub::A,глухой,ಕಿವುಡಾದ
551,kräftig::A,могучий,ಪ್ರಬಲ
552,stark::A,сильный,ಶಕ್ತಿವಂತ
553,schwach::A,слабый,ದುರ್ಬಲ
554,fett::A,жирный,ಕೊಬ್ಬಿದ
555,schlank::A,стройный,ತೆಳ್ಳಗಿನ
556,hübsch::A,прелестный,ಅಂದವಾದ
557,böse::A,злой,ಕೆಟ್ಟ
558,dumm::A,глупый,ಮಂದ
559,faul::A,ленивый,ಆಲಸ
560,fleißig::A,прилежный,ಕಡಗುವ
561,geizig::A,жадный,ಜುಗ್ಗ
562,klug::A,умный,ಚತುರ
563,geschickt::A,искусный,ದಕ್ಷ
564,lieb::A,милый,ಪ್ರಿಯ
565,lustig::A,веселый,ಖುಷಿಯಾದ
566,sanft::A,нежный,ಸೌಮ್ಯ
567,hungrig::A,голодный,ಹಸಿದ
568,krank::A,больной,ಅಸ್ವಸ್ಥ
569,nackt::A,голый,ನಗ್ನ
570,traurig::A,грустный,ದುಃಖಿತ
571,lebendig::A,живой,ಜೀವಂತ
572,gut::A,хороший,ಒಳ್ಳೆಯ
573,schlecht::A,плохой,ದುಷ್ಟ
574,richtig::A,правильный,ಸರಿ
575,schlimm::A,отвратительный,ಅಸಹ್ಯ
576,schlimm::A,мерзкий,ಅಸಹ್ಯ
577,wahr::A,настоящий,ನಿಜ
