,Concept_ID,be,ko
235,Glück::N,шчасце,즐거움
236,Kummer::N,гора,슬픔
237,Wunsch::N,жаданне,소망
238,Lust::N,цяга,
239,Geist::N,дух,할기
240,Gedanke::N,думка,상념
241,Gedächtnis::N,памяць,기억
242,Verstand::N,розум,분별
243,Verstand::N,розум,지능
244,Sinn::N,сэнс,센스
245,Grund::N,зачэпка,까닭
246,Wahrheit::N,праўда,참
247,Wahrheit::N,праўда,진실
248,Gespräch::N,размова,대화
249,Märchen::N,казка,동화
250,Erzählung::N,расказ,이야기
251,Erzählung::N,апавяданне,이야기
252,Nachricht::N,вестка,
253,Nachricht::N,паведамленне,
254,Neuigkeit::N,навіна,뉴스
255,Name::N,імя,이름
256,Rätsel::N,загадка,수수께끼
257,Rede::N,прамова,연설
258,Sprache::N,мова,말
259,Stimme::N,голас,목소리
260,Wort::N,слова,낱말
261,Zeichen::N,знак,신호
262,Ruf::N,кліч,부름
263,Lärm::N,шум,소동
264,Laut::N,гук,음성
265,Ton::N,гучанне,목소리
266,Lied::N,песня,노래
267,Ruhe::N,спакой,쉼
268,Leute::N,людзі,사람들
269,Volk::N,народ,국중
270,Arbeit::N,праца,근로
271,Arbeit::N,праца,너무
272,Arbeit::N,работа,근로
273,Arbeit::N,работа,너무
274,Gast::N,госць,손님
275,Geschenk::N,падарунак,행하
276,Spiel::N,гульня,무리
277,Gesellschaft::N,таварыства,교제
278,Hilfe::N,дапамога,거들음
279,Hilfe::N,дапамога,보좌
280,Freund::N,друг,친구
281,Freund::N,сябар,친구
282,Kamerad::N,прыяцель,동실자
283,Angelegenheit::N,справа,용무
284,Anzahl::N,колькасць,어떤
285,Anzahl::N,колькасць,수
286,Art::N,від,정류
287,Stück::N,кусок,일부분
288,Stück::N,кавалак,일부분
289,Teil::N,частка,몱
290,Teil::N,частка,구훠
291,Hälfte::N,палова,2분의
292,Hälfte::N,палавіна,2분의
293,Kreis::N,круг,고리
294,Kreuz::N,крыж,열십자
295,Linie::N,лінія,선
296,Strich::N,рыса,스침
297,Abstand::N,прамежак,거리
298,Entfernung::N,адлегласць,거리
299,Gegend::N,мясцовасць,곳
300,Gegend::N,мясцовасць,부금
301,Platz::N,месца,장소
302,Ort::N,месца,장소
303,Seite::N,бок,옆면
304,Mitte::N,сярэдзіна,궁간
305,Gegenstand::N,прадмет,항목
306,Sache::N,рэч,뭉에
307,Rand::N,край,가
308,Kante::N,руб,귀퉁
309,Kante::N,кант,귀퉁
310,Ecke::N,вугал,구석
311,Spitze::N,кончык,끝
312,Spitze::N,кончык,참단
313,Ende::N,канец,말당
314,Loch::N,дзірка,빙옷
315,Winkel::N,вугал,각도
316,Muster::N,узор,본
317,Muster::N,узор,견복
318,Größe::N,памер,신장
319,Länge::N,даўжыня,길이긺
320,Höhe::N,вышыня,높이
321,Gewicht::N,вага,추
322,Menge::N,колькасць,수양
323,Haufen::N,куча,퇴적
324,Reihe::N,рад,열
325,Boot::N,лодка,보트
326,Ruder::N,вясло,노
327,Schlitten::N,сані,썰매
328,Ski::N,лыжа,스키
329,Lagerfeuer::N,вогнішча,캠프의 모닥불
330,Last::N,цяжар,무거운짐
331,Gang::N,ход,걸음
332,Schritt::N,шаг,보조
333,Schritt::N,крок,보조
334,Norden::N,поўнач,북쪽 
335,Süden::N,поўдзень,남쪽
336,Westen::N,захад,서쪽
337,Osten::N,усход,동쪽
338,Holz::N,дрэва,목재
339,Holz::N,драўніна,목재
340,Brett::N,дошка,마루널
341,Platte::N,пліта,탤
342,Platte::N,пліта,금속판
343,Stütze::N,падпорка,버팀목
344,Stange::N,жэрдка,장대
345,Stock::N,палка,막대기
346,Stab::N,шост,작대기
347,Rohr::N,труба,갈대
348,Haus::N,дом,집
349,Heim::N,дом,집
350,Heim::N,хата,집
351,Ofen::N,печ,아궁이
352,Fußboden::N,падлога,마루
353,Tisch::N,стол,탁자
354,Stuhl::N,стул,의자
355,Stuhl::N,крэсла,의자
356,Wiege::N,калыска,발상지
357,Bett::N,ложак,침대
358,Bett::N,пасцель,침대
359,Regal::N,паліца,서가
360,Kiste::N,скрынка,짐궤
361,Fenster::N,акно,눔
362,Tür::N,дзверы,문
363,Tor::N,вароты,대문
364,Zaun::N,агароджа,담장
365,Dach::N,дах,지붕
366,Leiter::N,лесвіца,사닥다리
367,Besen::N,мятла,비
368,Spaten::N,лапата,가래
369,Spaten::N,жалязняк,가래
370,Schaufel::N,шуфлік,삽
371,Schaufel::N,лапатка,삽
372,Gabel::N,відэлец,갈래
373,Löffel::N,лыжка,숟가락
374,Messer::N,нож,나이프
375,Nagel::N,цвік,발툽
376,Netz::N,сетка,그물
377,Haken::N,крук,갈고리
378,Griff::N,ручка,움켜쥠
379,Schloss::N,замок,자물쇠
380,Bild::N,карціна,그림
381,Figur::N,фігура,몸메
382,Puppe::N,лялька,인형
383,Beutel::N,мяшок,클
384,Bündel::N,вязка,자근다발
385,Tasche::N,торба,가방
386,Eimer::N,вядро,동이
387,Deckel::N,накрыўка,뚜껑
388,Geschirr::N,пасуда,식시
389,Sack::N,мех,조갑
390,Tasse::N,кубак,차잔
391,Topf::N,каструля,단지
392,Kessel::N,кацёл,주전자
393,Essen::N,ежа,먹기
394,Nahrung::N,харч,식료
395,Speise::N,страва,음식물
396,Fleisch::N,мяса,고기
397,Getreide::N,збожжа,곡물
398,Brei::N,каша,젤리
399,Brot::N,хлеб,빵
400,Scheibe::N,луста,원반
401,Scheibe::N,скібка,원반
402,Fett::N,тлушч,기름
403,Butter::N,масла,버터
404,Öl::N,алей,올리브유
405,Salz::N,соль,소금
406,Suppe::N,суп,국
407,Suppe::N,суп,수프
408,Honig::N,мёд,감미
409,Milch::N,малако,유즙
410,Tee::N,чай,차
411,Tee::N,гарбата,차
412,Leder::N,скура,가죽
413,Wolle::N,воўна,양털
414,Stoff::N,тканіна,패료
415,Nadel::N,іголка,바늘
416,Faden::N,нітка,콘실
417,Knopf::N,гузік,단추
418,Knoten::N,вузел,곁절
419,Farbe::N,фарба,색
420,Kleidung::N,адзенне,옷입기
421,Hemd::N,кашуля,속옷
422,Kragen::N,каўнер,깃
423,Ärmel::N,рукаў,소매
424,Hose::N,штаны,바지
425,Gürtel::N,пояс,밴드
426,Mütze::N,шапка,모자
427,Schuh::N,чаравік,구두
428,Stiefel::N,бот,장화
429,Ring::N,кольца,고리
430,Band::N,стужка,리본
431,Kamm::N,расчоска,빗
432,Spiegel::N,люстра,거울
433,Riemen::N,рэмень,가죽끈
434,Schnur::N,вяроўка,밧줄
435,Leine::N,павадок,고삐줄
436,Decke::N,коўдра,이부자리
437,Kissen::N,падушка,깔개
438,Tuch::N,хустка,천
439,Handtuch::N,ручнік,수건
440,Kraft::N,сіла,세력
441,Stärke::N,моц,힘
442,Gesundheit::N,здароўе,위생
443,Krankheit::N,хвароба,병
444,Schmerz::N,боль,아픔고통
445,Wunde::N,рана,상처
446,Fieber::N,гарачка,열별
447,Fieber::N,ліхаманка,열별
448,Arznei::N,лекі,약
449,Brücke::N,мост,교량
450,Brunnen::N,калодзеж,원천
451,Weide::N,паша,목장
452,Pfad::N,сцежка,좁은길
453,Weg::N,шлях,길
454,Weg::N,дарога,길
455,Straße::N,вуліца,길
456,Dorf::N,вёска,촌
457,Dorf::N,вёска,촌락
458,Stadt::N,горад,도시
459,Brief::N,ліст,서한
460,Brief::N,пісьмо,서한
461,Buch::N,кніга,책
462,Buchstabe::N,літара,문자
463,Zeitung::N,газета,신문
464,Leben::N,жыццё,삶
465,Tod::N,смерць,죽음
466,Grab::N,магіла,무덤
467,Kirche::N,касцёл,교회
468,Kirche::N,царква,교회
469,Sünde::N,грэх,부정
470,Gott::N,бог,하느님
471,Arbeiter::N,рабочы,일하는사람
472,Chef::N,начальнік,사장
473,Meister::N,майстар,명인
474,Meister::N,майстар,대가
475,Arzt::N,урач,의사
476,Lehrer::N,настаўнік,교사
477,Geld::N,грошы,돈
478,Geschäft::N,заняцце,일
479,Laden::N,крама,가게
480,Laden::N,магазін,가게
481,Preis::N,цана,가격
482,Ware::N,тавар,상품
483,Nutzen::N,выгада,이익
484,Reichtum::N,багацце,많음
485,Welt::N,свет,세상
486,Land::N,краіна,지방
487,Staat::N,дзяржава,국가
488,König::N,кароль,국왕
489,Macht::N,улада,힘
490,Grenze::N,граніца,국경
491,Krieg::N,вайна,전쟁
492,Feind::N,вораг,적
493,Gewalt::N,насілле,권력
494,Kampf::N,барацьба,전투
495,Bogen[Waffe]::N,лук,활
496,Pfeil::N,страла,화살
497,Gewehr::N,ружжо,무기
498,Fehler::N,памылка,오류
499,Lüge::N,хлусня,거짓말
500,Schaden::N,шкода,손상
501,Unglück::N,ліха,불행
502,Unglück::N,бядота,불행
503,Schuld::N,віна,부채
504,Alter::N,узрост,연령
505,Schluss::N,канец,마감
506,Zeit::N,час,때
507,Zeit::N,час,시간
508,Tag::N,дзень,하루
509,Morgen::N,ранак,이침
510,Morgen::N,раніца,이침
511,Mittag::N,паўдня,대낮
512,Mittag::N,поўдзень,대낮
513,Abend::N,вечар,저녁
514,Nacht::N,ноч,밤
515,Woche::N,тыдзень,근무일
516,Monat::N,месяц,달
517,Jahr::N,год,해
518,Frühling::N,вясна,봄
519,Sommer::N,лета,여름
520,Herbst::N,восень,가을
521,Winter::N,зіма,겨울
522,Januar::N,студзень,일월
523,Februar::N,люты,이월
524,März::N,сакавік,삼월
525,April::N,красавік,사월
526,Mai::N,май,오월
527,Mai::N,травень,오월
528,Juni::N,чэрвень,유월
529,Juli::N,ліпень,칠월
530,August::N,жнівень,팔월
531,September::N,верасень,구월
532,Oktober::N,кастрычнік,시월
533,November::N,лістапад,십일월
534,Dezember::N,снежань,십이월
535,Montag::N,панядзелак,월요일
536,Dienstag::N,аўторак,화요일
537,Mittwoch::N,серада,수요일
538,Donnerstag::N,чацвер,모교일
539,Freitag::N,пятніца,그묘일
540,Samstag::N,субота,토요일
541,Sonntag::N,нядзеля,일요일
542,groß::A,вялікі,큰
543,klein::A,маленькі,자근
544,lang::A,доўгі,긴
545,kurz::A,кароткі,짧은
546,breit::A,шырокі,넓은
547,schmal::A,вузкі,좁은
548,dicht::A,густы,농밀한
549,dick[Gegenstand]::A,тоўсты,두꺼운
550,dünn::A,тонкі,얇은
551,fein::A,тонкі,미세한
552,fest::A,моцны,굳은
553,flach::A,плоскі,얕은
554,glatt::A,гладкі,반들반들한
555,hart::A,цвёрды,굳은
556,weich::A,мяккі,연한
557,rund::A,круглы,둥근
558,spitz::A,спічасты,뾰족한
559,spitz::A,востраканцовы,뾰족한
560,scharf::A,востры,날카로운
561,stumpf::A,тупы,무딘
562,schwer::A,цяжкі,무거운
563,schön::A,прыгожы,멋진
564,heiß::A,гарачы,뜨거운
565,warm::A,цёплы,따뜻한
566,kalt::A,холадны,찬
567,kühl::A,халаднаваты,서늘한
568,frisch::A,свежы,신선한
569,feucht::A,вільготны,축축한
570,nass::A,мокры,젖은
571,trocken::A,сухі,마른
572,voll::A,поўны,완전한
573,leer::A,пусты,빈
574,offen::A,адкрыты,열린
575,offen::A,адчынены,열린
576,geschlossen::A,закрыты,닫힌
577,geschlossen::A,зачынены,닫힌
578,sauber::A,чысты,깨끗한
579,schmutzig::A,брудны,더러운
580,roh::A,сыры,날게잇의
581,reif::A,спелы,이근
582,lecker::A,смачны,맛있는
583,süß::A,салодкі,단
584,bitter::A,горкі,찌르는듯한
585,sauer::A,кіслы,산성의
586,hell::A,светлы,밝은
587,dunkel::A,цёмны,어두운
588,schwarz::A,чорны,검은
589,weiß::A,белы,하얀
590,rot::A,чырвоны,붉은
591,gelb::A,жоўты,황색
592,blau::A,сіні,푸른
593,grün::A,зялёны,녹색의
594,grau::A,шэры,회색의
595,bunt::A,пяресты,알록달록한
596,billig::A,танны,싼
597,teuer::A,дарагі,값비산
598,wertvoll::A,цэнны,가치가많은
599,wertvoll::A,каштоўны,가치가많은
600,blind::A,сляпы,눈먼
601,taub::A,глухі,무감간한
602,kräftig::A,магутны,강장한
603,stark::A,сільны,강한
604,schwach::A,слабы,약한
605,fett::A,тлусты,실찐
606,schlank::A,стройны,호리호리한
607,hübsch::A,чароўны,예쁜
608,böse::A,злы,나쁜
609,dumm::A,дурны,어리석은
610,faul::A,лянівы,너덜너덜한
611,fleißig::A,руплівы,근면한
612,geizig::A,прагны,인색한
613,klug::A,разумны,
614,geschickt::A,умелы,교묘한
615,lieb::A,мілы,친애하는
616,lustig::A,вясёлы,유쾌한
617,sanft::A,ласкавы,온화한
618,hungrig::A,галодны,배고픈
619,krank::A,хворы,병든
620,nackt::A,голы,벌거벗은
621,traurig::A,сумны,슬픈
622,lebendig::A,жывы,살아있는
623,gut::A,добры,좋은
624,schlecht::A,кепскі,나쁜
625,richtig::A,правільны,바른
626,schlimm::A,агідны,못된
627,wahr::A,сапраўдны,참된
628,alt::A,стары,늙은
629,neu::A,новы,새
630,ehemalig::A,былы,전의
631,alt[Lebewesen]::A,стары,낡은
632,jung::A,малады,젊은
633,arm::A,бедны,가난한
634,reich::A,багаты,풍부한
635,bekannt::A,знаёмы,저명한
636,berühmt::A,славуты,유명한
637,fremd::A,чужы,타처이
638,verschieden::A,розны,따른
639,nah::A,блізкі,가까운
640,fern::A,далёкі,먼
641,linker::A,левы,왼쭉의
642,rechter::A,правы,오른쪽의
643,anderer::A,іншы,다른
644,anderer::A,другі,다른
645,erster::A,першы,첫째
646,zweiter::A,другі,둘째
647,dritter::A,трэці,셋째
648,letzter::A,апошні,의후자의
649,allein::ADV,сам,훌로
650,allein::ADV,адзін,훌로
651,auf einmal::ADV,адразу,갑자기
652,zusammen::ADV,разам,모아서
653,lange::ADV,доўга,오래
654,plötzlich::ADV,раптам,둘연한
655,sofort::ADV,зараз,즉시
656,später::ADV,пазней,보다늦은
657,jetzt::ADV,цяпер,목하
658,heute::ADV,сёння,오늘
659,morgen::ADV,заўтра,내일
660,bald::ADV,хутка,곱
661,bald::ADV,неўзабаве,곱
662,dann::ADV,потым,그경우에
663,gestern::ADV,учора,어제
664,einst::ADV,аднойчы,옛날에
665,damals::ADV,тады,그때에
666,danach::ADV,затым,그 뒤에
667,vorher::ADV,раней,미리
668,zuerst::ADV,спярша,최초로
669,zuerst::ADV,спачатку,최초로
670,einmal::ADV,адзін раз,한번
671,manchmal::ADV,часам,땓대로
672,oft::ADV,часта,땓대로
673,immer::ADV,заўсёды,늘
674,niemals::ADV,ніколі,결코...(하지)않다
675,hier::ADV,тут,여기
676,hierhin::ADV,сюды,여기로
677,von hier::ADV,адсюль,
678,von hier::ADV,адгэтуль,
679,dort::ADV,там,거기
680,dorthin::ADV,туды,저기예
681,geradeaus::ADV,прама,곧장
682,vorwärts::ADV,наперад,앞으로
683,rückwärts::ADV,назад,뒤로
684,zurück::ADV,назад,제자리로
685,unten::ADV,унізе,아래에
686,hinab::ADV,уніз,아래쪽으로
687,oben::ADV,угары,위에
688,oben::ADV,наверсе,위에
689,hinauf::ADV,угару,위쪽으로
690,überall::ADV,усюды,도처에
691,nicht::ADV,не,안
692,ein wenig::ADV,трошкі,적음
693,kaum::ADV,ледзьве,가의
694,sehr::ADV,вельмі,자주
695,so::ADV,так,그와같이
696,noch::ADV,яшчэ,아직
697,nur::ADV,толькі,다만
698,schon::ADV,ужо,이미
699,wieder::ADV,зноў,다시
700,vergebens::ADV,дарма,헛되이
701,vergebens::ADV,дарэмна,헛되이
702,vor::PRP,перад,앞에
703,hinter::PRP,за,뒤에
704,hinter::PRP,ззаду,뒤에
705,unter::PRP,пад,잍에
706,durch::PRP,праз,통고하여
707,neben::PRP,каля,와나란히
708,zwischen::PRP,між,의사이로
709,zwischen::PRP,паміж,의사이로
710,wegen::PRP,з-за,때문에
711,dies::PRN,гэта,이
712,das::PRN,тое,저
713,alles::PRN,усё,모든것
714,ich::PRN,я,나
715,du::PRN,ты,너
716,er::PRN,ён,그
717,wir::PRN,мы,우리
718,ihr::PRN,вы,너희들
719,sie::PRN,яны,그들
720,was::FPRN,што,뭣
721,wer::FPRN,хто,누구
722,wo::FADV,дзе,어디
723,wohin::FADV,куды,어디로
724,wie::FADV,як,어떻게
725,warum::FADV,чаму,왜
726,wieviel::FNUM,колькі,얼마만큰
727,eins::NUM,адзін,하나
728,zwei::NUM,два,둘
729,drei::NUM,тры,셋
730,vier::NUM,чатыры,넷
731,fünf::NUM,пяць,다섯
732,sechs::NUM,шесць,여섯
733,sieben::NUM,сем,일곱
734,acht::NUM,восем,여덟
735,neun::NUM,дзевяць,아홉
736,zehn::NUM,дзесяць,열
737,elf::NUM,адзінаццаць,열하나
738,zwölf::NUM,дванаццаць,열둘
739,zwanzig::NUM,дваццаць,스물
740,dreißig::NUM,трыццаць,서름
741,vierzig::NUM,сорак,마흔
742,fünfzig::NUM,пядзесят,숸
743,sechzig::NUM,шесдзесят,에순
744,siebzig::NUM,семдзесят,일흔
745,achtzig::NUM,восемдзесят,여든
746,neunzig::NUM,дзевяноста,아흔
747,hundert::NUM,сто,백
748,tausend::NUM,тысяча,천
749,und::CNJ,і,와
750,und::CNJ,ды,와
751,oder::CNJ,або,아니면
752,stehen::V,стаяць,서다
753,sitzen::V,сядзець,앉다
754,liegen::V,ляжаць,눕다
755,hängen::V,вісець,달다
756,werden::V,стаць,되다
757,werden::V,зрабіцца,되다
758,passieren::V,трапіцца,지장옶다
759,beginnen::V,пачацца,시작되다
760,enden::V,кончыцца,큳내다
761,wechseln::V,мяняцца,병경하다
762,aufgehen[Sonne]::V,узысці,뜨다
763,untergehen[Sonne]::V,зайсці,지다
764,scheinen[Sonne]::V,свяціць,빛나다
765,donnern::V,грымець,천둥치다
766,wehen::V,дзьмуць,풀다
767,strömen::V,ліцца,흐르다
768,fließen::V,цячы,흐르다
769,sich drehen::V,круціцца,돌다
770,sich drehen::V,варочацца,돌다
771,schwanken::V,хістацца,동요하다
772,schwingen::V,гайдацца,흔들다
773,schwingen::V,калыхацца,흔들다
774,fallen::V,падаць,떨어지다
775,brennen::V,гарэць,타다
776,rauchen::V,дымець,김이나다
777,regnen::V,дажджыць,비가오다
778,gefrieren::V,замерзнуць,얼다
779,tauen::V,раставаць,녹다
780,schmelzen::V,плавіцца,녹다
781,trocknen::V,сохнуць,홈치다
782,sieden::V,кіпець,끓다
783,faulen::V,гнісці,부패하다
784,verfaulen::V,згнісці,썩다
785,reißen::V,ірвацца,지바찢다
786,versinken::V,тануць,가라앉다
787,vergehen::V,праходзіць,지나가다
788,erscheinen::V,зʼявіцца,나타나다
789,verschwinden::V,знікнуць,사라지다
790,sinken::V,спадаць,가라앉다
791,abnehmen::V,паменшыцца,떼어내다
792,zunehmen::V,павялічвацца,증가하다
793,steigen::V,паднімацца,상승하다
794,wachsen::V,расці,생기하다
795,glänzen::V,блішчаць,뛰오나다
796,funkeln::V,бліскаць,불티가잍어나다
797,lärmen::V,шумець,떠들다
798,läuten::V,званіць,울시다
799,klingeln::V,званіць,초닌총을울리다
800,klirren::V,бразгаць,탁탁울리다
801,brausen::V,бушаваць,쏴쏴소리내다
802,rauschen::V,шастаць,솨솨
803,klingen::V,гучаць,반향하다
804,bellen::V,брахаць,짖다
805,heulen::V,выць,포효하다
806,blasen::V,дзьмухнуць,불다
807,pfeifen::V,свістаць,피리를불다
808,schreien::V,крычаць,절규하다
809,stöhnen::V,стагнаць,신음하다
810,zittern::V,дрыжаць,저뉼하다
811,leben::V,жыць,살다
812,geboren werden::V,нарадзіцца,태어난
813,atmen::V,дыхаць,숨쉬다
814,trinken::V,піць,마시다
815,essen::V,есці,먹다
816,schlucken::V,глытаць,들이켜다
817,müde werden::V,стаміцца,
818,einschlafen::V,заснуць,잠들다
819,schlafen::V,спаць,자다
820,aufwachen::V,рассыпацца,눈트다
821,aufstehen::V,устаць,서다
822,sich erholen::V,адпачываць,회복하다
823,krank werden::V,захварэць,
824,krank sein::V,хварэць,
825,schmerzen::V,балець,아프다
826,husten::V,кашляць,잔기침하다
827,genesen::V,паправіцца,낫다
828,genesen::V,паздаравець,낫다
829,sterben::V,памерці,죽다
