,Concept_ID,cv,ja
754,niemals::ADV,нихӑҫан та,一度も...ない
755,hier::ADV,кунта,こちら
756,hierhin::ADV,кунта,ここへ
757,hierhin::ADV,кунта,こちらへ
758,von hier::ADV,кунтан,ここから
759,dort::ADV,унта,そちら
760,dort::ADV,ҫавӑнта,そちら
761,dorthin::ADV,унта,そこへ
762,dorthin::ADV,унта,そちらへ
763,dorthin::ADV,ҫавӑнта,そこへ
764,dorthin::ADV,ҫавӑнта,そちらへ
765,geradeaus::ADV,тикӗс,真っ直ぐに
766,vorwärts::ADV,малалла,前へ
767,rückwärts::ADV,хыҫала,後ろへ
768,zurück::ADV,каялла,後ろへ
769,unten::ADV,аялта,下に
770,hinab::ADV,аялта,下へ
771,oben::ADV,ҫӳлте,上に
772,hinauf::ADV,ҫӳле,上へ
773,überall::ADV,таҫта та,どこでも
774,überall::ADV,пур ҫӗрте те,どこでも
775,überall::ADV,кирек ӑҫта та,どこでも
776,nicht::ADV,мар,ない
777,ein wenig::ADV,пӑртак,少し
778,ein wenig::ADV,пӑртак,ちょっと
779,kaum::ADV,аран,ほとんど～ない
780,sehr::ADV,питӗ,とても
781,so::ADV,апла,こう
782,noch::ADV,татах,まだ
783,nur::ADV,ҫех,～だけ
784,schon::ADV,ӗнтӗ,もう
785,wieder::ADV,каллех,再び
786,vergebens::ADV,харам,無駄に
787,vor::PRP,умӗнче,前に
788,hinter::PRP,кайра,後ろに
789,unter::PRP,айне,下に
790,unter::PRP,айӗпе,下に
791,unter::PRP,айӗнче,下に
792,unter::PRP,ҫитеспе,下に
793,durch::PRP,витӗр,通して
794,neben::PRP,патӗнче,横に
795,zwischen::PRP,хушшинче,間に
796,wegen::PRP,пула,為に
797,wegen::PRP,пула,せいで
798,wegen::PRP,пирки,為に
799,wegen::PRP,пирки,せいで
800,dies::PRN,ку,これ
801,dies::PRN,ҫак,これ
802,das::PRN,ҫав,それ
803,alles::PRN,пурте,全部
804,alles::PRN,йӑлт,全部
805,ich::PRN,эп,私
806,du::PRN,эс,あなた
807,er::PRN,вӑл,彼
808,wir::PRN,эпир,私達
809,ihr::PRN,эсир,あなた達
810,sie::PRN,вӗсем,彼ら
811,was::FPRN,мӗн,何
812,was::FPRN,мӗскер,何
813,was::FPRN,мӗн те пулин,何
814,wer::FPRN,кам,誰
815,wer::FPRN,кам,どなた
816,wo::FADV,ӑҫта,どこ
817,wo::FADV,ӑҫта,どこに
818,wohin::FADV,ӑҫта,どこへ
819,wie::FADV,епле,どう
820,wie::FADV,мӗнле,どう
821,warum::FADV,ма,何故
822,warum::FADV,ма,どうして
823,warum::FADV,мӗншӗн,何故
824,warum::FADV,мӗншӗн,どうして
825,wieviel::FNUM,миҫе,どのくらい
826,eins::NUM,пӗр,一
827,eins::NUM,пӗрре,一
828,zwei::NUM,ик,二
829,zwei::NUM,ик,二つ
830,zwei::NUM,икӗ,二
831,zwei::NUM,икӗ,二つ
832,zwei::NUM,иккӗ,二
833,zwei::NUM,иккӗ,二つ
834,drei::NUM,виҫ,三
835,drei::NUM,виҫ,三つ
836,drei::NUM,виҫӗ,三
837,drei::NUM,виҫӗ,三つ
838,drei::NUM,виҫҫӗ,三
839,drei::NUM,виҫҫӗ,三つ
840,vier::NUM,тӑват,四
841,vier::NUM,тӑват,四つ
842,fünf::NUM,пилӗк,五
843,fünf::NUM,пилӗк,五つ
844,fünf::NUM,пиллӗк,五
845,fünf::NUM,пиллӗк,五つ
846,sechs::NUM,улт,六
847,sechs::NUM,улт,六つ
848,sechs::NUM,ултӑ,六
849,sechs::NUM,ултӑ,六つ
850,sechs::NUM,улттӑ,六
851,sechs::NUM,улттӑ,六つ
852,sieben::NUM,ҫич,七
853,sieben::NUM,ҫич,七つ
854,sieben::NUM,ҫичӗ,七
855,sieben::NUM,ҫичӗ,七つ
856,sieben::NUM,ҫиччӗ,七
857,sieben::NUM,ҫиччӗ,七つ
858,acht::NUM,сакӑр,八
859,acht::NUM,сакӑр,八つ
860,acht::NUM,саккӑр,八
861,acht::NUM,саккӑр,八つ
862,neun::NUM,тӑхӑр,九
863,neun::NUM,тӑхӑр,九つ
864,neun::NUM,тӑххӑр,九
865,neun::NUM,тӑххӑр,九つ
866,zehn::NUM,вунӑ,十
867,zehn::NUM,вуннӑ,十
868,elf::NUM,вун пӗр,十一
869,zwölf::NUM,вун ик,十二
870,zwölf::NUM,вун икӗ,十二
871,zwölf::NUM,вун иккӗ,十二
872,zwanzig::NUM,ҫирӗм,二十
873,dreißig::NUM,вӑтӑр,三十
874,vierzig::NUM,хӗрӗх,四十
875,fünfzig::NUM,аллӑ,五十
876,sechzig::NUM,утмӑл,六十
877,siebzig::NUM,ҫитмӗл,七十
878,achtzig::NUM,сакӑр вунӑ,八十
879,achtzig::NUM,сакӑр вуннӑ,八十
880,neunzig::NUM,тӑхӑр вун,九十
881,neunzig::NUM,тӑхӑр вунӑ,九十
882,neunzig::NUM,тӑхӑр вуннӑ,九十
883,hundert::NUM,ҫӗр,百
884,tausend::NUM,пин,千
885,und::CNJ,та,-と
886,und::CNJ,та,そして
887,oder::CNJ,е,或いは
888,stehen::V,тӑр,立っている
889,sitzen::V,лар,座っている
890,liegen::V,вырт,横になっている
891,hängen::V,усӑнса тӑр,掛かっている
892,hängen::V,ҫакӑнса тӑр,掛かっている
893,werden::V,пул,なる
894,passieren::V,пул,起こる
895,beginnen::V,пуҫлан,始まる
896,enden::V,пӗт,終わる
897,enden::V,вӗҫлен,終わる
898,wechseln::V,улшӑн,変わる
899,aufgehen[Sonne]::V,тух,出る
900,untergehen[Sonne]::V,анса лар,沈む
901,scheinen[Sonne]::V,пӑх,輝く
902,donnern::V,кӗмсӗртет,雷が鳴る
903,donnern::V,авӑт,雷が鳴る
904,wehen::V,варкӑш,吹く
905,strömen::V,тӑкӑн,流れる
906,fließen::V,юх,流れる
907,sich drehen::V,ҫаврӑн,回転する
908,schwanken::V,чӳхен,揺れる
909,schwingen::V,суллан,振動する
910,fallen::V,кип,落ちる
911,fallen::V,тӳр кип,落ちる
912,fallen::V,татӑлса ан,落ちる
913,brennen::V,ҫун,燃える
914,rauchen::V,мӑкӑрлан,煙を出す
915,rauchen::V,тӗтӗм кӑлар,煙を出す
916,regnen::V,ҫумӑр ҫӑвать,雨が降る
917,gefrieren::V,шӑн,凍る
918,tauen::V,ирӗл,溶ける
919,schmelzen::V,ирӗл,溶ける
920,trocknen::V,тип,乾く
921,sieden::V,вӗре,沸く
922,faulen::V,ҫӗр,腐る
923,verfaulen::V,ҫӗр,朽ちる
924,reißen::V,ҫурӑл,切れる
925,versinken::V,пут,沈む
926,vergehen::V,ирт,経つ
927,erscheinen::V,курӑн,現れる
928,erscheinen::V,курӑнса кай,現れる
929,verschwinden::V,ҫухал,消える
930,sinken::V,чак,下がる
931,abnehmen::V,чак,減る
932,zunehmen::V,пысӑклан,増える
933,steigen::V,ҫӗклен,上がる
934,wachsen::V,ӳс,伸びる
935,glänzen::V,ҫиҫ,輝く
936,funkeln::V,ялкӑш,ぴかぴか光る
937,funkeln::V,йӑлтӑртат,ぴかぴか光る
938,lärmen::V,шавла,騒ぐ
939,läuten::V,шӑнкӑравла,鳴る
940,klingeln::V,шӑнкӑравла,鳴る
941,klirren::V,калтлат,がらんがらんと鳴る
942,klirren::V,шӑнкӑлтат,がらんがらんと鳴る
943,brausen::V,ахӑр,逆巻く
944,rauschen::V,вашӑлтат,戦ぐ
945,rauschen::V,чашӑлтат,戦ぐ
946,klingen::V,янӑра,鳴る
947,bellen::V,вӗр,吠える
948,heulen::V,ула,きゃんきゃん鳴く
949,blasen::V,вӗр,吹く
950,pfeifen::V,шӑхӑр,口笛を吹く
951,schreien::V,кӑшкӑр,叫ぶ
952,stöhnen::V,йынӑш,うめく
953,zittern::V,чӗтре,震える
954,leben::V,пурӑн,生きている
955,geboren werden::V,ҫурал,生まれる
956,atmen::V,сывла,呼吸する
957,trinken::V,ӗҫ,飲む
958,essen::V,ҫи,食べる
959,schlucken::V,ҫӑт,飲み込む
960,müde werden::V,ӗшен,眠くなる
961,einschlafen::V,ыйха пут,寝付く
962,einschlafen::V,ҫывӑрса кай,寝付く
963,schlafen::V,ҫывӑр,眠る
964,aufwachen::V,вӑран,目が覚める
965,aufstehen::V,тӑр,起きる
966,sich erholen::V,кан,休養する
967,krank werden::V,чирле,病気になる
968,krank sein::V,чирле,病気である
969,schmerzen::V,сур,痛む
970,schmerzen::V,ырат,痛む
971,husten::V,ӳсӗр,咳をする
972,genesen::V,сывал,元気になる
973,genesen::V,тӳрлен,元気になる
974,sterben::V,вил,死ぬ
975,sterben::V,вил,亡くなる
976,umkommen::V,вил,死亡する
977,sich bewegen::V,куҫ,移動する
978,sich rühren::V,хускал,動く
979,sich erheben::V,тӑр,立ち上がる
980,sich setzen::V,лар,座る
981,hinfallen::V,ӳк,転ぶ
982,laufen::V,ут,歩く
983,schreiten::V,ут,跨ぐ
984,spazierengehen::V,уҫӑлса ҫӳре,散歩する
985,spazierengehen::V,уткаласа ҫӳре,散歩する
986,eilen::V,васка,急ぐ
987,eilen::V,хыпалан,急ぐ
988,sich beeilen::V,васка,焦る
989,sich beeilen::V,хыпалан,焦る
990,sausen::V,ыткӑн,疾駆する
991,sausen::V,вӗҫтер,疾駆する
992,rennen::V,чуп,走る
993,springen::V,сик,跳ぶ
994,klettern::V,улӑх,よじ登る
995,schaukeln::V,йӳрӗн,ぶらんこに乗る
996,kriechen::V,шу,這う
997,kriechen::V,упален,這う
998,schwimmen::V,иш,泳ぐ
999,tauchen::V,чӑм,潜る
1000,rudern::V,авӑс,漕ぐ
1001,fahren::V,пыр,行く
1002,fahren::V,пыр,乗車する
1003,fliegen::V,вӗҫ,飛ぶ
1004,gehen::V,кай,行く
1005,weggehen::V,кай,立ち去る
1006,abfahren::V,тапран,出発する
1007,anhalten::V,чарӑн,止まる
1008,hineingehen::V,кӗр,入る
1009,eintreten::V,кӗр,中に入る
1010,kommen::V,кил,来る
1011,ankommen::V,ҫит,着く
1012,ankommen::V,ҫит,到着する
1013,zurückkommen::V,таврӑн,帰る
1014,zurückkommen::V,каялла кил,帰る
1015,bleiben::V,юл,留まる
1016,warten::V,кӗт,待つ
1017,erwarten::V,кӗт,期待する
1018,suchen::V,шыра,探る
1019,finden::V,туп,見つける
1020,versuchen::V,пикен,試す
1021,vorbereiten::V,хатӗрле,準備する
1022,lieben::V,юрат,愛する
1023,mögen::V,кӑмӑлла,好きである
1024,mögen::V,килӗштер,好きである
1025,lachen::V,кул,笑う
1026,lachen::V,ахӑлтат,笑う
1027,rühren::V,ҫулӑх,感情を動かす
1028,weinen::V,йӗр,泣く
1029,weinen::V,макӑр,泣く
1030,schimpfen::V,вӑрҫ,叱る
1031,schimpfen::V,ятлаҫ,叱る
1032,sich ärgern::V,ҫиллен,怒る
1033,sich ärgern::V,ҫиллен,腹を立てる
1034,sich fürchten::V,шиклен,怖がる
1035,fürchten::V,хӑра,恐れる
1036,fliehen::V,тар,逃げる
1037,flüchten::V,чупса тар,逃亡する
1038,sehen::V,кур,見る
1039,anschauen::V,пӑхса ил,眺める
1040,ansehen::V,пӑх,見る
1041,hören::V,илт,聞く
1042,zuhören::V,итле,聴く
1043,zuhören::V,тӑнла,聴く
1044,probieren::V,астив,食べてみる
1045,riechen::V,шӑршла,気取る
1046,fühlen::V,туй,感じる
1047,fühlen::V,сис,感じる
1048,scheinen::V,туйӑн,ように見える
1049,zu sehen sein::V,курӑн,見える
1050,vernehmen::V,пӑл,承る
1051,frieren::V,йӳтен,寒気がする
1052,tun::V,ту,する
1053,können::V,пултар,出来る
1054,wollen::V,те,-たい
1055,anfangen::V,пуҫла,始める
1056,beenden::V,пӗтер,終える
1057,aufhören::V,пӑрах,止める
1058,gelingen::V,ӑн,成功する
1059,geraten::V,пул,当たる
1060,öffnen::V,уҫ,開く
1061,öffnen::V,уҫ,開ける
1062,schließen::V,хуп,閉める
1063,stellen::V,ларт,置く
1064,stellen::V,ларт,据える
1065,stellen::V,тӑрат,置く
1066,stellen::V,тӑрат,据える
1067,setzen::V,ларт,座らせる
1068,legen::V,хур,置く
1069,berühren::V,перӗн,触る
1070,berühren::V,перӗн,触れる
1071,verbinden::V,сып,結びつける
1072,bedecken::V,вит,覆う
1073,aufhängen::V,ҫак,掛ける
1074,anzünden::V,ҫут,燃やす
1075,anzünden::V,ҫут,火をつける
1076,aufheben::V,ҫӗкле,拾う
1077,zurücklassen::V,манса хӑвар,残す
1078,verlieren::V,ҫӗтер,無くす
1079,fallen lassen::V,ӳкер,落とす
1080,machen::V,ту,作る
1081,herstellen::V,ӑстала,製造する
1082,bauen::V,ту,建設する
1083,reparieren::V,юса,直す
1084,reparieren::V,юса,修理する
1085,verbessern::V,лайӑхлат,改良する
1086,ändern::V,улӑштар,変える
1087,graben::V,чав,掘る
1088,graben::V,чакала,掘る
1089,beugen::V,кукӑрт,折る
1090,biegen::V,ав,曲げる
1091,biegen::V,кукӑрт,曲げる
1092,drehen::V,ҫавӑр,回す
1093,wenden::V,ӳпӗнтер,裏返す
1094,umdrehen::V,ҫавӑр,裏返す
1095,heben::V,хӑпарт,挙げる
1096,hochheben::V,йӑт,持ち上げる
1097,ergreifen::V,тыт,取り上げる
1098,halten::V,тыт,持つ
1099,drücken::V,пус,押す
1100,schieben::V,тӗк,ずらす
1101,schieben::V,тӗрт,ずらす
1102,kratzen::V,хыр,引っ掻く
1103,lecken::V,ҫула,なめる
1104,beißen::V,ҫырт,噛む
1105,beißen::V,хып,噛む
1106,abreißen::V,тат,剝ぎ取る
1107,abschneiden::V,кас,切り取る
1108,binden::V,ҫых,縛る
1109,stecken::V,чик,差し込む
1110,brechen::V,хуҫ,破る
1111,klopfen::V,такка,とんとん叩く
1112,hauen::V,шакка,叩く
1113,kleben::V,ҫыпӑҫтар,貼る
1114,kleben::V,ҫыпӑҫтар,くっ付ける
1115,reiben::V,сӑтӑр,擦る
1116,streichen::V,сӗр,塗る
1117,schleifen::V,хӑйра,研ぐ
1118,schneiden::V,кас,切る
1119,rütteln::V,лӑка,揺さぶる
1120,rütteln::V,силлентер,揺さぶる
1121,schütteln::V,лӑка,振る
1122,schütteln::V,лӑка,揺さぶる
1123,schütteln::V,силлентер,振る
1124,schütteln::V,силлентер,揺さぶる
1125,schwenken::V,сулла,振る
1126,schütten::V,тултар,注ぐ
1127,füllen::V,тултар,いっぱいにする
1128,einwickeln::V,чӗрке,包む
1129,tragen::V,ҫӗкле,運ぶ
1130,schleppen::V,сӗтӗр,引きずる
1131,ziehen::V,тӑс,引く
1132,aufbewahren::V,усра,預かる
1133,werfen::V,пӑрах,投げる
1134,fangen::V,тыт,受ける
1135,packen::V,тыт,掴む
1136,verstecken::V,пытарса хур,隠す
1137,teilen::V,уйӑр,分ける
1138,teilen::V,пайла,分ける
1139,schicken::V,яр,送る
1140,bringen::V,кӳр,持って行く
1141,hinzufügen::V,хуш,加える
1142,bekommen::V,ил,得る
1143,bekommen::V,туян,得る
1144,erhalten::V,ил,受ける
1145,erhalten::V,туян,受ける
1146,nehmen::V,ил,取る
1147,wählen::V,суйла,選ぶ
1148,auswählen::V,суйла,選ぶ
1149,bewahren::V,упра,保存する
1150,behindern::V,кансӗрле,妨害する
1151,behindern::V,чӑрмантар,妨害する
1152,verderben::V,пӑс,台無しにする
1153,beschädigen::V,пӑс,損傷する
1154,zerbrechen::V,ват,割る
1155,zerbrechen::V,ҫӗмӗр,割る
1156,zerreißen::V,ҫур,引き裂く
1157,zerstören::V,иш,破壊する
1158,verbrennen::V,ҫунтар,焼く
1159,geben::V,пар,上げる
1160,reichen::V,пар,渡す
1161,schenken::V,парнеле,贈る
1162,versprechen::V,тума пул,約束する
1163,versprechen::V,сӑмах пар,約束する
1164,wünschen::V,сун,望む
1165,loben::V,ырла,褒める
1166,küssen::V,чуп ту,キスする
1167,wiegen::V,сиктер,揺する
1168,wiegen::V,силле,揺する
1169,zudecken::V,вит,覆う
1170,wecken::V,вӑрат,起こす
1171,zeigen::V,кӑтарт,見せる
1172,führen::V,илсе пыр,案内する
1173,führen::V,ҫавӑтса пыр,案内する
1174,lehren::V,вёрент,教える
1175,unterrichten::V,вёрент,通知する
1176,aufziehen::V,вӗрент,育てる
1177,leiten::V,тытса пыр,導く
1178,antreiben::V,васкат,励ます
1179,lassen::V,пусахла,～させる
1180,lassen::V,хуш,～させる
1181,einladen::V,чӗн,誘う
1182,einladen::V,чӗн,招待する
1183,vereinigen::V,пӗрлештер,一つにする
1184,besuchen::V,ҫит,訪ねる
1185,besuchen::V,кӗрсе кур,訪ねる
1186,treffen::V,тӗл пул,出会う
1187,sich versammeln::V,пуҫтарӑн,集まる
1188,spielen::V,выля,遊ぶ
1189,singen::V,юрла,歌う
1190,tanzen::V,ташла,踊る
1191,sich trennen::V,уйрӑл,別れる
1192,verlassen::V,хӑвар,別れる
1193,retten::V,ҫӑл,救う
1194,retten::V,ҫӑл,助ける
1195,bewachen::V,хуралла,見張る
1196,bewachen::V,хуралла,軽微する
1197,schützen::V,сыхла,保護する
1198,verteidigen::V,хӳтӗле,守る
1199,sich schlagen::V,ҫапӑҫ,殴る
1200,schießen::V,пер,撃つ
1201,siegen::V,ҫӗн,勝つ
1202,siegen::V,ҫӗнтер,勝つ
1203,ärgern::V,тарӑхтар,怒らせる
1204,ärgern::V,ҫиллентер,怒らせる
1205,schlagen::V,ҫап,殴る
1206,treten::V,тап,蹴る
1207,stechen::V,чик,突く
1208,stoßen::V,чыш,突く
1209,stehlen::V,вӑрла,盗る
1210,stören::V,кансӗрле,構う
1211,belästigen::V,аптӑрат,邪魔する
1212,belästigen::V,хупла,邪魔する
1213,verbergen::V,пытар,隠す
1214,täuschen::V,суй,だます
1215,betrügen::V,ултала,だます
1216,töten::V,вӗлер,殺す
1217,wohnen::V,чуна пар,住む
1218,wohnen::V,парӑнса тӑр,住む
1219,arbeiten::V,ӗҫле,働く
1220,sammeln::V,пух,集める
1221,sammeln::V,пух,収集する
1222,pflücken::V,тат,摘む
1223,jagen::V,сунара ҫӳре,狩りをする
1224,fischen::V,пулӑ тыт,釣る
1225,fassen::V,тыт,捕る
1226,hüten::V,кӗт,放牧する
1227,treiben::V,хӑвала,追う
1228,anbinden::V,кӑкар,繋ぐ
1229,füttern::V,ҫитер,餌をやる
1230,melken::V,су,搾乳する
1231,hacken::V,вакла,刻む
1232,gießen::V,шӑвар,水をやる
1233,reifen::V,пиҫ,熟す
1234,zubereiten::V,пӗҫер,調理する
1235,kochen::V,пӗҫер,煮る
1236,backen::V,пӗҫер,焼く
1237,braten::V,ӑшала,焼く
1238,braten::V,ӑшала,炒める
1239,umrühren::V,хутӑштар,混ぜる
1240,stricken::V,ҫых,編む
1241,nähen::V,ҫӗле,縫う
1242,färben::V,пӗвет,染める
1243,reinigen::V,тасат,掃除する
1244,waschen::V,ҫу,洗う
1245,waschen::V,ҫу,洗濯する
1246,abwischen::V,шӑл,拭く
1247,spülen::V,чӳхе,洗う
1248,spülen::V,чӳхе,すすぐ
1249,fegen::V,шӑл,掃除する
1250,kehren::V,шӑл,掃く
1251,baden::V,шыва кӗр,入浴する
1252,sich waschen::V,ҫӑвӑн,洗う
1253,ausziehen::V,салан,脱ぐ
1254,anziehen::V,тӑхӑн,着る
1255,sich anziehen::V,тӑхӑн,着る
1256,kämmen::V,тура,梳く
1257,schmücken::V,илемлет,飾る
1258,sagen::V,те,言う
1259,sprechen::V,кала,話す
1260,reden::V,сӑмахла,話す
1261,reden::V,калаҫ,話す
1262,sich unterhalten::V,пупле,話をする
1263,fragen::V,ыйт,聞く
1264,bitten::V,ыйт,頼む
1265,bitten::V,ыйт,お願いする
1266,erzählen::V,каласа пар,物語る
1267,mitteilen::V,пӗлтер,伝える
1268,mitteilen::V,хыпарла,伝える
1269,nennen::V,те,名づける
1270,nennen::V,чӗн,名づける
1271,rufen::V,чӗн,呼ぶ
1272,prahlen::V,мухтан,自慢する
1273,prahlen::V,вӗҫкӗнлен,自慢する
1274,übersetzen::V,куҫар,訳す
1275,denken::V,шухӑшла,考える
1276,glauben::V,ӗнен,信じる
1277,bemerken::V,асӑрха,気が付く
1278,erkennen::V,палла,認識する
1279,begreifen::V,ӑнлан,分かる
1280,verstehen::V,пӗл,聞き取る
1281,lernen::V,вӗрен,学ぶ
1282,lernen::V,вӗрен,勉強する
1283,wissen::V,пӗл,知っている
1284,wissen::V,ӑнкар,知っている
1285,sich erinnern an::V,аса ил,思い出す
1286,vergessen::V,ман,忘れる
1287,vergessen::V,манса кай,忘れる
1288,messen::V,виҫ,計る
1289,messen::V,виҫ,測定する
1290,zählen::V,шутла,数える
1291,rechnen::V,шутла,計算する
1292,lesen::V,вула,読む
1293,malen::V,ӳкер,描く
1294,zeichnen::V,ӳкер,写生する
1295,schreiben::V,ҫыр,書く
1296,besitzen::V,тыт,所持する
1297,kaufen::V,ил,買う
1298,kaufen::V,туян,買う
1299,verkaufen::V,сут,売る
1300,bezahlen::V,тӳле,払う
1301,zahlen::V,тӳле,支払う
1302,beherrschen::V,тыт,支配する
1303,ertragen::V,тӳс,耐える
1304,Bauch::N,,腹
1305,Bauch::N,,お腹
