,Concept_ID,bg,pt
1417,abwischen::V,избърша,esfregar
1418,spülen::V,плакна,lavar
1419,spülen::V,плакна,enxaguar
1420,fegen::V,измета,varrer
1421,kehren::V,мета,varrer
1422,baden::V,къпя се,banhar
1423,baden::V,къпя се,tomar banho
1424,sich waschen::V,мия се,lavar-se
1425,ausziehen::V,съблека,despir
1426,anziehen::V,облека,vestir
1427,sich anziehen::V,облека се,vestir-se
1428,kämmen::V,реша,pentear
1429,kämmen::V,вчеша,pentear
1430,schmücken::V,накича,adornar
1431,sagen::V,кажа,dizer
1432,sprechen::V,говоря,falar
1433,reden::V,говоря,falar
1434,sich unterhalten::V,разговарям,conversar
1435,fragen::V,запитам,perguntar
1436,bitten::V,моля,pedir
1437,erzählen::V,разкажа,contar
1438,mitteilen::V,съобщя,comunicar
1439,mitteilen::V,съобщя,participar
1440,nennen::V,нарека,nomear
1441,nennen::V,нарека,apelidar
1442,rufen::V,викам,chamar
1443,rufen::V,повикам,chamar
1444,prahlen::V,хваля се,gabar-se
1445,prahlen::V,хваля се,vangloriar-se
1446,übersetzen::V,преведа,traduzir
1447,denken::V,мисля,pensar
1448,glauben::V,вярвам,crer
1449,bemerken::V,забележа,notar
1450,bemerken::V,забележа,observar
1451,erkennen::V,позная,reconhecer
1452,begreifen::V,схвана,apreender
1453,begreifen::V,схвана,compreender
1454,verstehen::V,разбера,entender
1455,verstehen::V,разбера,compreender
1456,lernen::V,уча се,aprender
1457,wissen::V,зная,saber
1458,sich erinnern an::V,спомня си за,lembrar-se de
1459,sich erinnern an::V,спомня си за,recordar-se de
1460,vergessen::V,забравя,esquecer
1461,messen::V,меря,medir
1462,zählen::V,броя,contar
1463,rechnen::V,сметна,calcular
1464,lesen::V,чета,ler
1465,malen::V,рисувам,pintar
1466,zeichnen::V,рисувам,desenhar
1467,schreiben::V,пиша,escrever
1468,besitzen::V,имам,possuir
1469,besitzen::V,притежавам,possuir
1470,kaufen::V,купя,comprar
1471,kaufen::V,купувам,comprar
1472,verkaufen::V,продам,vender
1473,bezahlen::V,заплатя,pagar
1474,zahlen::V,платя,pagar
1475,beherrschen::V,владея,imperar
1476,ertragen::V,понеса,suportar
1477,Platte::N,,laje
1478,Platte::N,,chapa
1479,Stütze::N,,apoio
1480,Stütze::N,,suporte
1481,stehlen::V,,furtar
