,Concept_ID,uk,hu
846,und::CNJ,і,és
847,und::CNJ,і,meg
848,oder::CNJ,або,vagy
849,stehen::V,стояти,áll
850,sitzen::V,сидіти,ül
851,liegen::V,лежати,fekszik
852,hängen::V,висіти,függ
853,werden::V,стати,lesz
854,werden::V,робитися,lesz
855,passieren::V,трапитися,történik
856,beginnen::V,початися,kezdődik
857,enden::V,кінчитися,végződik
858,enden::V,кінчитися,befejeződik
859,wechseln::V,мінятися,változik
860,aufgehen[Sonne]::V,зійти,kel
861,untergehen[Sonne]::V,зайти,lemegy
862,scheinen[Sonne]::V,світити,süt
863,donnern::V,гриміти,dörög
864,wehen::V,віяти,fúj
865,strömen::V,литися,áramlik
866,fließen::V,текти,folyik
867,sich drehen::V,обертатися,forog
868,schwanken::V,коливатися,inog
869,schwanken::V,коливатися,ingadozik
870,schwingen::V,хитатися,leng
871,schwingen::V,гойдатися,leng
872,fallen::V,падати,esik
873,brennen::V,горіти,ég
874,rauchen::V,диміти,füstöl
875,regnen::V,дощити,esik
876,gefrieren::V,змерзнути,megfagy
877,tauen::V,танути,olvad
878,schmelzen::V,плавитися,olvad
879,schmelzen::V,плавитися,elolvad
880,trocknen::V,сохнути,szárad
881,sieden::V,кипіти,forr
882,faulen::V,гнити,rothad
883,verfaulen::V,згнити,elrothad
884,verfaulen::V,згнити,megrothad
885,reißen::V,рватися,szakad
886,versinken::V,тонути,süllyed
887,versinken::V,тонути,elsüllyed
888,vergehen::V,проходити,múlik
889,vergehen::V,проходити,elmúlik
890,erscheinen::V,з’явитися,feltűnik
891,erscheinen::V,з’явитися,megjelenik
892,verschwinden::V,щезнути,letűnik
893,verschwinden::V,зникнути,letűnik
894,sinken::V,спадати,süllyed
895,abnehmen::V,поменшитися,apad
896,abnehmen::V,поменшитися,csökken
897,zunehmen::V,збільшуватися,növekszik
898,zunehmen::V,збільшуватися,gyarapszik
899,steigen::V,підніматися,emelkedik
900,wachsen::V,рости,nő
901,wachsen::V,рости,terem
902,wachsen::V,рости,növekszik
903,glänzen::V,блищати,ragyog
904,glänzen::V,блищати,fénylik
905,funkeln::V,блискати,csillog
906,funkeln::V,блискати,tündöklik
907,lärmen::V,шуміти,lármázik
908,läuten::V,дзвонити,cseng
909,klingeln::V,дзвонити,csenget
910,klirren::V,дзвякати,csörömpöl
911,brausen::V,бушувати,zúg
912,brausen::V,бушувати,morajlik
913,rauschen::V,шелестіти,zúg
914,klingen::V,лунати,hangzik
915,klingen::V,звучати,hangzik
916,bellen::V,гавкати,ugat
917,heulen::V,вити,bőg
918,heulen::V,вити,üvölt
919,blasen::V,дунути,fúj
920,pfeifen::V,свистіти,fütyül
921,schreien::V,кричати,kiált
922,schreien::V,кричати,kiabál
923,stöhnen::V,стогнати,nyög
924,zittern::V,тремтіти,remeg
925,zittern::V,тремтіти,reszket
926,leben::V,жити,él
927,geboren werden::V,народитися,születik
928,atmen::V,дихати,lélegzik
929,trinken::V,пити,iszik
930,essen::V,їсти,eszik
931,schlucken::V,ковтати,nyel
932,müde werden::V,втомитися,elfárad
933,müde werden::V,втомитися,kifárad
934,einschlafen::V,заснути,elalszik
935,schlafen::V,спати,alszik
936,aufwachen::V,прокинутися,felébred
937,aufstehen::V,встати,felkel
938,sich erholen::V,відпочивати,pihen
939,krank werden::V,захворіти,megbetegedik
940,krank werden::V,захворіти,belebetegszik
941,krank sein::V,хворіти,betegeskedik
942,schmerzen::V,боліти,fáj
943,husten::V,кашляти,köhög
944,genesen::V,одужати,meggyógyul
945,genesen::V,видужати,meggyógyul
946,sterben::V,померти,hal
947,umkommen::V,згинути,elpusztul
948,sich bewegen::V,рухатися,mozog
949,sich rühren::V,ворушитися,mozdul
950,sich erheben::V,встати,feláll
951,sich erheben::V,встати,felemelkedik
952,sich setzen::V,сісти,ül
953,sich setzen::V,сісти,leül
954,hinfallen::V,упасти,bukik
955,hinfallen::V,упасти,elesik
956,laufen::V,ходити,jár
957,schreiten::V,крокувати,lép
958,spazierengehen::V,гуляти,sétál
959,eilen::V,спішити,siet
960,sich beeilen::V,поспішати,siet
961,sausen::V,мчатися,robog
962,rennen::V,бігати,fut
963,rennen::V,бігати,szalad
964,springen::V,скакати,ugrik
965,springen::V,стрибати,ugrik
966,klettern::V,лазити,kúszik
967,schaukeln::V,гойдатися,hintázik
968,kriechen::V,повзати,kúszik
969,schwimmen::V,пливти,úszik
970,schwimmen::V,плавати,úszik
971,tauchen::V,пірнати,merül
972,rudern::V,гребти,evez
973,rudern::V,веслувати,evez
974,fahren::V,їхати,jár
975,fahren::V,їхати,megy
976,fahren::V,їхати,utazik
977,fliegen::V,літати,száll
978,gehen::V,іти,megy
979,weggehen::V,піти,elmegy
980,abfahren::V,від’їхати,indul
981,abfahren::V,відправитися,indul
982,anhalten::V,зупинитися,megáll
983,hineingehen::V,входити,bemegy
984,eintreten::V,увійти,belép
985,kommen::V,прийти,jön
986,ankommen::V,прибути,érkezik
987,ankommen::V,прибути,megérkezik
988,zurückkommen::V,повернутися,visszajön
989,bleiben::V,залишитися,marad
990,bleiben::V,залишитися,megmarad
991,warten::V,чекати,vár
992,warten::V,чекати,várakozik
993,erwarten::V,чекати,vár
994,erwarten::V,чекати,megvár
995,suchen::V,шукати,kutat
996,finden::V,знайти,talál
997,versuchen::V,випробовувати,megpróbál
998,versuchen::V,випробовувати,megkísérel
999,vorbereiten::V,підготувати,előkészít
1000,lieben::V,любити,szeret
1001,mögen::V,любити,szeret
1002,mögen::V,подобатися,szeret
1003,lachen::V,сміятися,nevet
1004,rühren::V,розчулити,mozdít
1005,weinen::V,плакати,sír
1006,schimpfen::V,лаятися,szid
1007,schimpfen::V,лаятися,szitkozódik
1008,sich ärgern::V,сердитися,mérgelődik
1009,sich ärgern::V,сердитися,bosszankodik
1010,sich fürchten::V,боятися,fél
1011,sich fürchten::V,боятися,retteg
1012,fürchten::V,боятися,fél
1013,fliehen::V,тікати,menekül
1014,flüchten::V,утекти,elmenekül
1015,sehen::V,бачити,néz
1016,anschauen::V,поглянути,megnéz
1017,ansehen::V,дивитися на,néz
1018,ansehen::V,дивитися на,ránéz
1019,ansehen::V,дивитися на,megnéz
1020,hören::V,чути,hall
1021,zuhören::V,слухати,hallgat
1022,zuhören::V,слухати,meghallgat
1023,probieren::V,покуштувати,kóstol
1024,probieren::V,покуштувати,megkóstol
1025,riechen::V,нюхати,szagol
1026,fühlen::V,відчувати,érez
1027,scheinen::V,здаватися,tűnik
1028,scheinen::V,здаватися,látszik
1029,zu sehen sein::V,виднітися,mutatkozik
1030,vernehmen::V,почути,hall
1031,frieren::V,мерзнути,fázik
1032,tun::V,робити,csinál
1033,tun::V,робити,cselekszik
1034,können::V,могти,tud
1035,wollen::V,хотіти,akar
1036,anfangen::V,почати,kezd
1037,beenden::V,закінчити,befejez
1038,aufhören::V,перестати,megszűnik
1039,gelingen::V,вдатися,sikerül
1040,geraten::V,опинитися,kerül
1041,geraten::V,опинитися,jut
1042,öffnen::V,відкрити,nyit
1043,öffnen::V,відкрити,kinyit
1044,schließen::V,закрити,csuk
1045,schließen::V,закрити,becsuk
1046,stellen::V,поставити,állít
1047,stellen::V,поставити,helyez
1048,setzen::V,посадити,ültet
1049,setzen::V,посадити,helyez
1050,legen::V,класти,tesz
1051,legen::V,класти,fektet
1052,berühren::V,чіпати,érint
1053,verbinden::V,зв’язати,beköt
1054,verbinden::V,зв’язати,összeköt
1055,bedecken::V,покрити,betakar
1056,bedecken::V,покрити,beborít
1057,aufhängen::V,повісити,felakaszt
1058,anzünden::V,запалити,gyújt
1059,anzünden::V,запалити,meggyújt
1060,aufheben::V,підняти,felemel
1061,zurücklassen::V,залишити,hátrahagy
1062,verlieren::V,загубити,veszít
1063,verlieren::V,загубити,elveszít
1064,fallen lassen::V,упустити,elejt
1065,machen::V,зробити,tesz
1066,machen::V,зробити,csinál
1067,herstellen::V,виготовити,gyárt
1068,herstellen::V,виготовити,előállít
1069,bauen::V,будувати,épít
1070,reparieren::V,лагодити,javít
1071,reparieren::V,лагодити,kijavít
1072,reparieren::V,лагодити,megjavít
1073,verbessern::V,поліпшити,megjavít
1074,ändern::V,змінити,változtat
1075,ändern::V,змінити,megváltoztat
1076,graben::V,копати,ás
1077,beugen::V,зігнути,meghajt
1078,biegen::V,погнути,hajlít
1079,drehen::V,вертіти,forgat
1080,wenden::V,повернути,fordít
1081,wenden::V,повернути,megfordít
1082,umdrehen::V,перевернути,megfordít
1083,umdrehen::V,перевернути,megforgat
1084,heben::V,піднімати,emel
1085,hochheben::V,підняти,felemel
1086,ergreifen::V,схопити,megfog
1087,halten::V,тримати,tart
1088,drücken::V,натискати,nyom
1089,drücken::V,натискати,megnyom
1090,schieben::V,пхати,tol
1091,schieben::V,штовхати,tol
1092,kratzen::V,шкребти,vakar
1093,lecken::V,лизати,nyal
1094,beißen::V,кусати,harap
1095,abreißen::V,відірвати,letép
1096,abschneiden::V,відрізати,levág
1097,binden::V,в’язати,köt
1098,binden::V,в’язати,kötöz
1099,stecken::V,увіткнути,dug
1100,brechen::V,зламати,tör
1101,brechen::V,зламати,eltör
1102,klopfen::V,стукати,kopogtat
1103,hauen::V,бити,vág
1104,hauen::V,бити,levág
1105,kleben::V,клеїти,tapaszt
1106,reiben::V,терти,dörzsöl
1107,reiben::V,терти,súrol
1108,streichen::V,намазати,simít
1109,schleifen::V,точити,fen
1110,schleifen::V,точити,csiszol
1111,schleifen::V,точити,köszörül
1112,schneiden::V,різати,vág
1113,schneiden::V,різати,szel
1114,schneiden::V,різати,metsz
1115,rütteln::V,хитати,ráz
1116,schütteln::V,трясти,ráz
1117,schütteln::V,трясти,megráz
1118,schwenken::V,махати,lóbál
1119,schwenken::V,махати,lobogtat
1120,schütten::V,налити,önt
1121,füllen::V,наповнити,tölt
1122,füllen::V,наповнити,megtölt
1123,einwickeln::V,загорнути,becsavar
1124,tragen::V,нести,hord
1125,schleppen::V,тягти,vonszol
1126,ziehen::V,тягнути,húz
1127,aufbewahren::V,зберігати,megőriz
1128,werfen::V,кидати,dob
1129,werfen::V,кидати,hajít
1130,fangen::V,ловити,fog
1131,packen::V,схопити,megragad
1132,verstecken::V,сховати,eldug
1133,verstecken::V,сховати,elrejt
1134,teilen::V,розділити,oszt
1135,teilen::V,розділити,megoszt
1136,schicken::V,посилати,küld
1137,bringen::V,принести,hoz
1138,bringen::V,принести,visz
1139,hinzufügen::V,додати,hozzáad
1140,bekommen::V,дістати,kap
1141,bekommen::V,дістати,megkap
1142,erhalten::V,одержати,kap
1143,erhalten::V,одержати,megkap
1144,nehmen::V,взяти,vesz
1145,wählen::V,вибрати,választ
1146,auswählen::V,відібрати,kiválaszt
1147,bewahren::V,зберегти,megtart
1148,behindern::V,перешкоджати,akadályoz
1149,behindern::V,перешкоджати,gátol
1150,verderben::V,зіпсувати,elront
1151,beschädigen::V,зашкодити,rongál
1152,zerbrechen::V,розбити,eltör
1153,zerbrechen::V,розбити,széttör
1154,zerbrechen::V,розбити,kettétör
1155,zerreißen::V,розірвати,eltép
1156,zerreißen::V,розірвати,széttép
1157,zerstören::V,зруйнувати,elpusztít
1158,verbrennen::V,спалити,éget
1159,verbrennen::V,спалити,eléget
1160,geben::V,дати,ad
1161,reichen::V,передати,nyújt
1162,schenken::V,дарувати,ajándékoz
1163,versprechen::V,обіцяти,ígér
1164,wünschen::V,бажати,kíván
1165,loben::V,хвалити,dicsér
1166,küssen::V,цілувати,csókol
1167,wiegen::V,качати,ringat
1168,zudecken::V,накрити,betakar
1169,wecken::V,розбудити,kelt
1170,wecken::V,розбудити,ébreszt
1171,zeigen::V,показати,mutat
1172,führen::V,вести,visz
1173,führen::V,вести,vezet
1174,lehren::V,вчити,tanít
1175,unterrichten::V,викладати,tanít
1176,aufziehen::V,виховати,felnevel
1177,leiten::V,керувати,vezet
1178,leiten::V,керувати,vezérel
1179,antreiben::V,підганяти,hajt
1180,lassen::V,змусити,-tat
1181,lassen::V,змусити,-at
1182,einladen::V,запросити,meghív
1183,vereinigen::V,об’єднати,egyesít
1184,besuchen::V,завітати,látogat
1185,besuchen::V,відвідати,látogat
1186,treffen::V,зустріти,talál
1187,sich versammeln::V,зібратися,gyülekezik
1188,sich versammeln::V,зібратися,összegyűlik
1189,spielen::V,грати,játszik
1190,singen::V,співати,énekel
1191,tanzen::V,танцювати,táncol
1192,sich trennen::V,розлучитися,elválik
1193,verlassen::V,покинути,elhagy
1194,retten::V,врятувати,ment
1195,bewachen::V,охороняти,őriz
1196,schützen::V,уберігати,óv
1197,schützen::V,уберігати,véd
1198,verteidigen::V,захистити,véd
1199,sich schlagen::V,битися,verekszik
1200,sich schlagen::V,дратися,verekszik
1201,schießen::V,стріляти,lő
1202,siegen::V,перемогти,győz
1203,ärgern::V,сердити,bosszant
1204,schlagen::V,ударити,üt
1205,schlagen::V,ударити,ver
1206,treten::V,штовхати,rúg
1207,stechen::V,вколоти,döf
1208,stechen::V,вколоти,szúr
1209,stoßen::V,штовхнути,lök
1210,stehlen::V,украсти,lop
1211,stören::V,перешкодити,zavar
1212,belästigen::V,докучати,zaklat
1213,verbergen::V,сховати,rejt
1214,verbergen::V,сховати,elrejt
1215,täuschen::V,обдурити,megtéveszt
1216,betrügen::V,зшахраювати,csal
1217,töten::V,убити,öl
1218,wohnen::V,жити,lakik
1219,wohnen::V,мешкати,lakik
1220,arbeiten::V,працювати,dolgozik
1221,sammeln::V,зібрати,szed
1222,sammeln::V,зібрати,gyűjt
1223,pflücken::V,зривати,szed
1224,jagen::V,полювати,vadászik
1225,fischen::V,рибалити,halászik
1226,fassen::V,піймати,fog
1227,hüten::V,пасти,őriz
1228,hüten::V,пасти,legeltet
1229,treiben::V,гнати,hajt
1230,anbinden::V,прив’язати,köt
1231,füttern::V,годувати,etet
1232,füttern::V,харчувати,etet
1233,melken::V,доїти,fej
1234,hacken::V,рубати,vág
1235,gießen::V,полити,öntöz
1236,reifen::V,дозріти,érik
1237,zubereiten::V,зготовити,elkészít
1238,zubereiten::V,приготувати,elkészít
1239,kochen::V,варити,főz
1240,kochen::V,готувати,főz
1241,backen::V,пекти,süt
1242,braten::V,смажити,süt
1243,umrühren::V,переміщати,megkever
1244,stricken::V,в’язати,köt
1245,nähen::V,шити,varr
1246,färben::V,пофарбувати,fest
1247,reinigen::V,очистити,tisztít
1248,waschen::V,мити,mos
1249,abwischen::V,витерти,letöröl
1250,spülen::V,полоскати,mosogat
1251,fegen::V,підмітати,söpör
1252,kehren::V,мести,söpör
1253,baden::V,купатися,fürdik
1254,sich waschen::V,митися,mosdik
1255,sich waschen::V,митися,mosakszik
1256,ausziehen::V,зняти,levesz
1257,anziehen::V,надіти,felölt
1258,anziehen::V,надіти,felvesz
1259,sich anziehen::V,одягтися,öltözik
1260,sich anziehen::V,одягтися,felöltözik
1261,sich anziehen::V,одягнутися,öltözik
1262,sich anziehen::V,одягнутися,felöltözik
1263,kämmen::V,зачесати,fésül
1264,schmücken::V,оздобити,díszít
1265,sagen::V,сказати,mond
1266,sprechen::V,говорити,beszél
1267,reden::V,розмовляти,beszél
1268,sich unterhalten::V,бесідувати,beszélget
1269,fragen::V,запитати,kérdez
1270,bitten::V,просити,kér
1271,erzählen::V,розповісти,mesél
1272,erzählen::V,розповісти,elbeszél
1273,mitteilen::V,повідомити,közöl
1274,nennen::V,назвати,hív
1275,nennen::V,назвати,nevez
1276,rufen::V,кликати,hív
1277,prahlen::V,хвалитися,dicsekszik
1278,übersetzen::V,перекласти,fordít
1279,denken::V,думати,gondol
1280,denken::V,мислити,gondol
1281,glauben::V,вірити,hisz
1282,bemerken::V,помітити,észrevesz
1283,erkennen::V,пізнати,ráismer
1284,erkennen::V,пізнати,felismer
1285,begreifen::V,осягнути,felfog
1286,verstehen::V,почути,ért
1287,verstehen::V,почути,megért
1288,lernen::V,навчатися,tanul
1289,lernen::V,навчатися,megtanul
1290,wissen::V,знати,tud
1291,sich erinnern an::V,пам’ятати,emlékszik
1292,vergessen::V,забути,felejt
1293,vergessen::V,забути,elfelejt
1294,messen::V,міряти,mér
1295,messen::V,міряти,megmér
1296,zählen::V,лічити,számol
1297,zählen::V,лічити,megszámol
1298,rechnen::V,рахувати,számít
1299,lesen::V,читати,olvas
1300,malen::V,малювати,fest
1301,zeichnen::V,рисувати,rajzol
1302,schreiben::V,писати,ír
1303,besitzen::V,мати,birtokol
1304,kaufen::V,купити,vesz
1305,kaufen::V,купити,megvesz
1306,verkaufen::V,продати,elad
1307,bezahlen::V,заплатити,fizet
1308,bezahlen::V,заплатити,kifizet
1309,zahlen::V,платити,fizet
1310,zahlen::V,платити,megfizet
1311,beherrschen::V,володіти,ural
1312,ertragen::V,витерпіти,elbír
1313,ertragen::V,витерпіти,elvisel
