,Concept_ID,ja,mn
819,niemals::ADV,一度も...ない,хэзээ ч
820,niemals::ADV,一度も...ない,хэдийд ч
821,hier::ADV,こちら,энд
822,hierhin::ADV,ここへ,нааш
823,hierhin::ADV,こちらへ,нааш
824,von hier::ADV,ここから,эндээс
825,dort::ADV,そちら,тэнд
826,dorthin::ADV,そこへ,тийш
827,dorthin::ADV,そちらへ,тийш
828,geradeaus::ADV,真っ直ぐに,шулуун
829,vorwärts::ADV,前へ,урагшаа
830,rückwärts::ADV,後ろへ,буцаан
831,rückwärts::ADV,後ろへ,сөөргөө
832,zurück::ADV,後ろへ,буцаж
833,zurück::ADV,後ろへ,гэдрэг
834,unten::ADV,下に,дор
835,hinab::ADV,下へ,уруу
836,oben::ADV,上に,дээр
837,hinauf::ADV,上へ,өөд
838,hinauf::ADV,上へ,дээш
839,überall::ADV,どこでも,хааяагүй
840,überall::ADV,どこでも,энд тэндгүй
841,nicht::ADV,ない,эс
842,nicht::ADV,ない,-гүй
843,ein wenig::ADV,少し,жаахан
844,ein wenig::ADV,ちょっと,жаахан
845,kaum::ADV,ほとんど～ない,арай
846,kaum::ADV,ほとんど～ない,арай гэж
847,sehr::ADV,とても,тун
848,so::ADV,こう,тэгж
849,so::ADV,こう,ингээд
850,noch::ADV,まだ,дахин
851,noch::ADV,まだ,дахиад
852,nur::ADV,～だけ,зөвхөн
853,nur::ADV,～だけ,гагцхүү
854,schon::ADV,もう,нэгэнт
855,wieder::ADV,再び,дахин
856,wieder::ADV,再び,дахиад
857,vergebens::ADV,無駄に,хий
858,vor::PRP,前に,өмнө
859,hinter::PRP,後ろに,ард
860,unter::PRP,下に,доор
861,durch::PRP,通して,дундуур
862,neben::PRP,横に,хажууд
863,zwischen::PRP,間に,завсар
864,zwischen::PRP,間に,хооронд
865,wegen::PRP,為に,төлөө
866,wegen::PRP,為に,дээрээс
867,wegen::PRP,せいで,төлөө
868,wegen::PRP,せいで,дээрээс
869,dies::PRN,これ,энэ
870,das::PRN,それ,тэр
871,alles::PRN,全部,цөм
872,alles::PRN,全部,бүгд
873,ich::PRN,私,би
874,du::PRN,あなた,чи
875,er::PRN,彼,тэр
876,er::PRN,彼,тэр хүн
877,wir::PRN,私達,бид
878,ihr::PRN,あなた達,та нар
879,sie::PRN,彼ら,тэд
880,was::FPRN,何,юу
881,wer::FPRN,誰,хэн
882,wer::FPRN,どなた,хэн
883,wo::FADV,どこ,хаа
884,wo::FADV,どこ,хаана
885,wo::FADV,どこに,хаа
886,wo::FADV,どこに,хаана
887,wohin::FADV,どこへ,хааш
888,wohin::FADV,どこへ,хаана
889,wie::FADV,どう,яаж
890,wie::FADV,どう,хэрхэн
891,warum::FADV,何故,юунд
892,warum::FADV,何故,яагаад
893,warum::FADV,どうして,юунд
894,warum::FADV,どうして,яагаад
895,wieviel::FNUM,どのくらい,хэдий
896,wieviel::FNUM,どのくらい,хэд
897,eins::NUM,一,нэг
898,zwei::NUM,二,хоёр
899,zwei::NUM,二つ,хоёр
900,drei::NUM,三,гурав
901,drei::NUM,三つ,гурав
902,vier::NUM,四,дөрөв
903,vier::NUM,四つ,дөрөв
904,fünf::NUM,五,тав
905,fünf::NUM,五つ,тав
906,sechs::NUM,六,зургаа
907,sechs::NUM,六つ,зургаа
908,sieben::NUM,七,долоо
909,sieben::NUM,七つ,долоо
910,acht::NUM,八,найм
911,acht::NUM,八つ,найм
912,neun::NUM,九,ес
913,neun::NUM,九つ,ес
914,zehn::NUM,十,арав
915,elf::NUM,十一,арван нэг
916,zwölf::NUM,十二,арван хоёр
917,zwanzig::NUM,二十,хорь
918,dreißig::NUM,三十,гуч
919,vierzig::NUM,四十,дөч
920,fünfzig::NUM,五十,тавь
921,sechzig::NUM,六十,жар
922,siebzig::NUM,七十,дал
923,achtzig::NUM,八十,ная
924,neunzig::NUM,九十,ер
925,hundert::NUM,百,зуу
926,tausend::NUM,千,мянга
927,und::CNJ,-と,ч
928,und::CNJ,-と,болон
929,und::CNJ,そして,ч
930,und::CNJ,そして,болон
931,oder::CNJ,或いは,буюу
932,stehen::V,立っている,зогсох
933,sitzen::V,座っている,суух
934,liegen::V,横になっている,хэвтэх
935,hängen::V,掛かっている,өлгөөтэй байх
936,hängen::V,掛かっている,дүүжлээтэй байх
937,werden::V,なる,болох
938,passieren::V,起こる,тохиох
939,beginnen::V,始まる,эхлэх
940,enden::V,終わる,дүүрэх
941,wechseln::V,変わる,хувирах
942,aufgehen[Sonne]::V,出る,мандах
943,untergehen[Sonne]::V,沈む,жаргах
944,scheinen[Sonne]::V,輝く,гэрэлтэх
945,donnern::V,雷が鳴る,дуугарах
946,wehen::V,吹く,салхилах
947,wehen::V,吹く,хөөрөгдөх
948,strömen::V,流れる,гүйх
949,strömen::V,流れる,урсах
950,fließen::V,流れる,урсах
951,sich drehen::V,回転する,эргэлдэх
952,schwanken::V,揺れる,хэлбэлзэх
953,schwingen::V,振動する,ганхах
954,schwingen::V,振動する,хэлбэлзэх
955,fallen::V,落ちる,унах
956,brennen::V,燃える,шатах
957,rauchen::V,煙を出す,баагих
958,regnen::V,雨が降る,бороо орно
959,gefrieren::V,凍る,хөлдөх
960,tauen::V,溶ける,хайлах
961,schmelzen::V,溶ける,уярах
962,trocknen::V,乾く,хатах
963,sieden::V,沸く,буцлах
964,sieden::V,沸く,даргилах
965,faulen::V,腐る,үжрэх
966,faulen::V,腐る,өмхийрөх
967,verfaulen::V,朽ちる,бээх
968,verfaulen::V,朽ちる,өгрөх
969,reißen::V,切れる,цуурах
970,versinken::V,沈む,живэх
971,vergehen::V,経つ,нөгчих
972,vergehen::V,経つ,өнгөрөх
973,erscheinen::V,現れる,гарах
974,erscheinen::V,現れる,бултайх
975,verschwinden::V,消える,далд орох
976,verschwinden::V,消える,алга болох
977,sinken::V,下がる,татрах
978,sinken::V,下がる,доошлох
979,abnehmen::V,減る,багасах
980,abnehmen::V,減る,хорогдох
981,zunehmen::V,増える,ихсэх
982,steigen::V,上がる,нэмэгдэх
983,wachsen::V,伸びる,өсөх
984,wachsen::V,伸びる,ургах
985,glänzen::V,輝く,гилгэнэх
986,glänzen::V,輝く,гилбэгнэх
987,funkeln::V,ぴかぴか光る,гялжах
988,funkeln::V,ぴかぴか光る,гялалзах
989,lärmen::V,騒ぐ,шуугих
990,läuten::V,鳴る,цохих
991,klingeln::V,鳴る,хонхдох
992,klingeln::V,鳴る,дуугарах
993,klirren::V,がらんがらんと鳴る,хангир жингэр хийх
994,brausen::V,逆巻く,бургилах
995,rauschen::V,戦ぐ,сэржигнэх
996,klingen::V,鳴る,хангинах
997,bellen::V,吠える,хуцах
998,heulen::V,きゃんきゃん鳴く,улих
999,blasen::V,吹く,үлзэх
1000,pfeifen::V,口笛を吹く,исгэрэх
1001,schreien::V,叫ぶ,хашгирах
1002,stöhnen::V,うめく,ёолох
1003,stöhnen::V,うめく,гэнгэнэх
1004,zittern::V,震える,дагжих
1005,leben::V,生きている,амьдрах
1006,geboren werden::V,生まれる,төрөх
1007,atmen::V,呼吸する,амьсгалах
1008,trinken::V,飲む,уух
1009,essen::V,食べる,идэх
1010,schlucken::V,飲み込む,залгих
1011,müde werden::V,眠くなる,ядрах
1012,einschlafen::V,寝付く,унтчих
1013,schlafen::V,眠る,унтах
1014,aufwachen::V,目が覚める,сэрэх
1015,aufstehen::V,起きる,босох
1016,sich erholen::V,休養する,амрах
1017,krank werden::V,病気になる,өвдөж эхлэх
1018,krank sein::V,病気である,өвдөх
1019,schmerzen::V,痛む,өвдөх
1020,schmerzen::V,痛む,шархирах
1021,husten::V,咳をする,ханиах
1022,genesen::V,元気になる,засрах
1023,sterben::V,死ぬ,үхэх
1024,sterben::V,死ぬ,нас барах
1025,sterben::V,亡くなる,үхэх
1026,sterben::V,亡くなる,нас барах
1027,umkommen::V,死亡する,үхэх
1028,sich bewegen::V,移動する,хөдлөх
1029,sich rühren::V,動く,хөдлөх
1030,sich erheben::V,立ち上がる,босох
1031,sich setzen::V,座る,суух
1032,hinfallen::V,転ぶ,ойчих
1033,laufen::V,歩く,явган явах
1034,schreiten::V,跨ぐ,алхах
1035,spazierengehen::V,散歩する,зугаалах
1036,eilen::V,急ぐ,хурдлах
1037,sich beeilen::V,焦る,яарах
1038,sich beeilen::V,焦る,шамдах
1039,sausen::V,疾駆する,давхих
1040,rennen::V,走る,гүйх
1041,springen::V,跳ぶ,харайх
1042,springen::V,跳ぶ,дэвхрэх
1043,klettern::V,よじ登る,авирах
1044,schaukeln::V,ぶらんこに乗る,ганхалзах
1045,kriechen::V,這う,мөлхөх
1046,schwimmen::V,泳ぐ,сэлэх
1047,tauchen::V,潜る,шунгах
1048,rudern::V,漕ぐ,сэлүүрдэх
1049,fahren::V,行く,явах
1050,fahren::V,乗車する,явах
1051,fliegen::V,飛ぶ,нисэх
1052,gehen::V,行く,явах
1053,weggehen::V,立ち去る,явах
1054,abfahren::V,出発する,одох
1055,abfahren::V,出発する,хөдлөх
1056,anhalten::V,止まる,зогсох
1057,hineingehen::V,入る,орох
1058,eintreten::V,中に入る,орох
1059,kommen::V,来る,ирэх
1060,ankommen::V,着く,хүрэх
1061,ankommen::V,到着する,хүрэх
1062,zurückkommen::V,帰る,харих
1063,zurückkommen::V,帰る,буцаж ирэх
1064,bleiben::V,留まる,үлдэх
1065,warten::V,待つ,хүлээх
1066,erwarten::V,期待する,хүлээх
1067,suchen::V,探る,эрэх
1068,suchen::V,探る,бэдрэх
1069,finden::V,見つける,олох
1070,versuchen::V,試す,оролдох
1071,vorbereiten::V,準備する,бэлтгэх
1072,lieben::V,愛する,янаглах
1073,mögen::V,好きである,таалах
1074,lachen::V,笑う,инээх
1075,rühren::V,感情を動かす,сэтгэл уяруулах
1076,weinen::V,泣く,уйлах
1077,schimpfen::V,叱る,хараах
1078,sich ärgern::V,怒る,уурлах
1079,sich ärgern::V,腹を立てる,уурлах
1080,sich fürchten::V,怖がる,айх
1081,fürchten::V,恐れる,айх
1082,fliehen::V,逃げる,зугтах
1083,fliehen::V,逃げる,гүйж очих
1084,flüchten::V,逃亡する,оргох
1085,sehen::V,見る,үзэх
1086,anschauen::V,眺める,харах
1087,ansehen::V,見る,харах
1088,hören::V,聞く,дуулах
1089,zuhören::V,聴く,чагнах
1090,probieren::V,食べてみる,амсаж үзэх
1091,riechen::V,気取る,үнэрлэх
1092,fühlen::V,感じる,мэдрэх
1093,scheinen::V,ように見える,шиг үзэгдэх
1094,zu sehen sein::V,見える,үзэгдэх
1095,zu sehen sein::V,見える,харагдах
1096,vernehmen::V,承る,дуулах
1097,frieren::V,寒気がする,даарах
1098,tun::V,する,хийх
1099,tun::V,する,үйлдэх
1100,können::V,出来る,болох
1101,wollen::V,-たい,хүсэх
1102,anfangen::V,始める,эхлэх
1103,beenden::V,終える,дуусгах
1104,aufhören::V,止める,болих
1105,aufhören::V,止める,зогсох
1106,gelingen::V,成功する,бүтэх
1107,geraten::V,当たる,илрэх
1108,öffnen::V,開く,нээх
1109,öffnen::V,開く,тайлах
1110,öffnen::V,開ける,нээх
1111,öffnen::V,開ける,тайлах
1112,schließen::V,閉める,хаах
1113,stellen::V,置く,тавих
1114,stellen::V,置く,босгох
1115,stellen::V,据える,тавих
1116,stellen::V,据える,босгох
1117,setzen::V,座らせる,суулгах
1118,legen::V,置く,хийх
1119,legen::V,置く,тавих
1120,berühren::V,触る,шүргэх
1121,berühren::V,触れる,шүргэх
1122,verbinden::V,結びつける,залгах
1123,bedecken::V,覆う,бүрэх
1124,aufhängen::V,掛ける,өлгөх
1125,aufhängen::V,掛ける,дүүжлэх
1126,anzünden::V,燃やす,асаах
1127,anzünden::V,燃やす,ноцоох
1128,anzünden::V,火をつける,асаах
1129,anzünden::V,火をつける,ноцоох
1130,aufheben::V,拾う,өргөх
1131,zurücklassen::V,残す,орхих
1132,zurücklassen::V,残す,үлдээх
1133,verlieren::V,無くす,гээх
1134,fallen lassen::V,落とす,унагах
1135,machen::V,作る,хийх
1136,machen::V,作る,гаргах
1137,herstellen::V,製造する,бүтээх
1138,bauen::V,建設する,барих
1139,reparieren::V,直す,засах
1140,reparieren::V,直す,сэлбэх
1141,reparieren::V,修理する,засах
1142,reparieren::V,修理する,сэлбэх
1143,verbessern::V,改良する,засах
1144,verbessern::V,改良する,сайжруулах
1145,ändern::V,変える,өөрчлөх
1146,graben::V,掘る,малтах
1147,beugen::V,折る,бөгтийлгөх
1148,biegen::V,曲げる,матах
1149,biegen::V,曲げる,муруйлгах
1150,drehen::V,回す,эргүүлэх
1151,wenden::V,裏返す,эргүүлэх
1152,umdrehen::V,裏返す,хөрвүүлэх
1153,heben::V,挙げる,өргөх
1154,hochheben::V,持ち上げる,өргөх
1155,ergreifen::V,取り上げる,атгах
1156,halten::V,持つ,барих
1157,drücken::V,押す,дарах
1158,schieben::V,ずらす,түлхэх
1159,kratzen::V,引っ掻く,хусах
1160,kratzen::V,引っ掻く,маажих
1161,lecken::V,なめる,долоох
1162,beißen::V,噛む,зуух
1163,beißen::V,噛む,хазах
1164,abreißen::V,剝ぎ取る,таслах
1165,abschneiden::V,切り取る,тайрах
1166,binden::V,縛る,боох
1167,binden::V,縛る,хүлэх
1168,stecken::V,差し込む,шаах
1169,stecken::V,差し込む,шигтгэх
1170,brechen::V,破る,хугалах
1171,klopfen::V,とんとん叩く,цохих
1172,klopfen::V,とんとん叩く,тогших
1173,hauen::V,叩く,дэлдэх
1174,kleben::V,貼る,наах
1175,kleben::V,くっ付ける,наах
1176,reiben::V,擦る,нухах
1177,reiben::V,擦る,нидчих
1178,streichen::V,塗る,нялах
1179,streichen::V,塗る,түрхэх
1180,schleifen::V,研ぐ,билүүдэх
1181,schleifen::V,研ぐ,гуранздах
1182,schneiden::V,切る,огтлох
1183,rütteln::V,揺さぶる,холхнулах
1184,schütteln::V,振る,сэгсрэх
1185,schütteln::V,揺さぶる,сэгсрэх
1186,schwenken::V,振る,дэвэх
1187,schwenken::V,振る,даллах
1188,schütten::V,注ぐ,цутгах
1189,schütten::V,注ぐ,аягалах
1190,füllen::V,いっぱいにする,дүүргэх
1191,einwickeln::V,包む,боох
1192,einwickeln::V,包む,ороох
1193,tragen::V,運ぶ,авчрах
1194,schleppen::V,引きずる,чирэх
1195,ziehen::V,引く,татах
1196,aufbewahren::V,預かる,хадгалах
1197,werfen::V,投げる,хаях
1198,werfen::V,投げる,шидэх
1199,fangen::V,受ける,барих
1200,packen::V,掴む,шүүрэх
1201,verstecken::V,隠す,нуух
1202,teilen::V,分ける,хуваах
1203,schicken::V,送る,илгээх
1204,schicken::V,送る,явуулах
1205,bringen::V,持って行く,авчрах
1206,bringen::V,持って行く,аваачих
1207,hinzufügen::V,加える,нэмэх
1208,bekommen::V,得る,хүлээн авах
1209,erhalten::V,受ける,хүлээн авах
1210,nehmen::V,取る,авах
1211,wählen::V,選ぶ,сонгох
1212,auswählen::V,選ぶ,шилэх
1213,bewahren::V,保存する,гамнах
1214,behindern::V,妨害する,саад хийх
1215,behindern::V,妨害する,тотгор болох
1216,verderben::V,台無しにする,эвдэх
1217,beschädigen::V,損傷する,гэмтээх
1218,zerbrechen::V,割る,хагалах
1219,zerbrechen::V,割る,хага цохих
1220,zerreißen::V,引き裂く,урах
1221,zerstören::V,破壊する,эвдэх
1222,zerstören::V,破壊する,сүйтгэх
1223,verbrennen::V,焼く,шатаах
1224,geben::V,上げる,өгөх
1225,reichen::V,渡す,өгөх
1226,reichen::V,渡す,дамжуулах
1227,schenken::V,贈る,бэлэглэх
1228,versprechen::V,約束する,амлах
1229,wünschen::V,望む,ерөөх
1230,loben::V,褒める,магтах
1231,loben::V,褒める,сайшаах
1232,küssen::V,キスする,озох
1233,küssen::V,キスする,үнсэх
1234,wiegen::V,揺する,бүүвэйлэх
1235,zudecken::V,覆う,хучих
1236,zudecken::V,覆う,бүтээх
1237,wecken::V,起こす,сэрээх
1238,zeigen::V,見せる,үзүүлэх
1239,führen::V,案内する,хөтлөх
1240,lehren::V,教える,заах
1241,unterrichten::V,通知する,сургах
1242,aufziehen::V,育てる,өсгөх
1243,aufziehen::V,育てる,хүмүүжүүлэх
1244,leiten::V,導く,удирдах
1245,antreiben::V,励ます,шамдуулах
1246,lassen::V,～させる,-уулах
1247,einladen::V,誘う,залах
1248,einladen::V,招待する,залах
1249,vereinigen::V,一つにする,нэгтгэх
1250,vereinigen::V,一つにする,хамтруулах
1251,besuchen::V,訪ねる,зочлох
1252,treffen::V,出会う,учрах
1253,treffen::V,出会う,дайралдах
1254,sich versammeln::V,集まる,хуралдах
1255,spielen::V,遊ぶ,наадах
1256,singen::V,歌う,дуулах
1257,tanzen::V,踊る,бүжиглэх
1258,sich trennen::V,別れる,салах
1259,verlassen::V,別れる,хаях
1260,retten::V,救う,гэтэлгэх
1261,retten::V,助ける,гэтэлгэх
1262,bewachen::V,見張る,сахих
1263,bewachen::V,軽微する,сахих
1264,schützen::V,保護する,хамгаалах
1265,verteidigen::V,守る,хамгаалах
1266,sich schlagen::V,殴る,зодолдох
1267,schießen::V,撃つ,харвах
1268,schießen::V,撃つ,буу буудах
1269,siegen::V,勝つ,ялах
1270,ärgern::V,怒らせる,уурлуулах
1271,ärgern::V,怒らせる,уур хүргэх
1272,schlagen::V,殴る,цохих
1273,treten::V,蹴る,өшиглөх
1274,stechen::V,突く,хатгах
1275,stoßen::V,突く,ёврох
1276,stoßen::V,突く,нудрах
1277,stehlen::V,盗る,хулгайлах
1278,stören::V,構う,саад болох
1279,belästigen::V,邪魔する,зовоох
1280,belästigen::V,邪魔する,амраахгүй байх
1281,verbergen::V,隠す,нуух
1282,verbergen::V,隠す,далдлах
1283,täuschen::V,だます,мэхлэх
1284,betrügen::V,だます,хуурах
1285,töten::V,殺す,алах
1286,wohnen::V,住む,суух
1287,wohnen::V,住む,амьдрах
1288,arbeiten::V,働く,ажиллах
1289,arbeiten::V,働く,хөдөлмөрлөх
1290,sammeln::V,集める,түүх
1291,sammeln::V,集める,хураах
1292,sammeln::V,収集する,түүх
1293,sammeln::V,収集する,хураах
1294,pflücken::V,摘む,түүх
1295,jagen::V,狩りをする,агнах
1296,jagen::V,狩りをする,гөрөөлөх
1297,fischen::V,釣る,загасчлах
1298,fischen::V,釣る,загас барих
1299,fassen::V,捕る,барих
1300,hüten::V,放牧する,маллах
1301,hüten::V,放牧する,хариулах
1302,treiben::V,追う,туух
1303,anbinden::V,繋ぐ,уях
1304,füttern::V,餌をやる,тэжээх
1305,melken::V,搾乳する,саах
1306,hacken::V,刻む,цавчих
1307,gießen::V,水をやる,услах
1308,reifen::V,熟す,боловсрох
1309,zubereiten::V,調理する,бэлдэх
1310,kochen::V,煮る,чанах
1311,backen::V,焼く,жигнэх
1312,braten::V,焼く,шарах
1313,braten::V,焼く,хайрах
1314,braten::V,炒める,шарах
1315,braten::V,炒める,хайрах
1316,umrühren::V,混ぜる,хутгах
1317,stricken::V,編む,нэхэх
1318,stricken::V,編む,сүлжих
1319,nähen::V,縫う,оёх
1320,färben::V,染める,будах
1321,reinigen::V,掃除する,арилгах
1322,reinigen::V,掃除する,цэвэрлэх
1323,waschen::V,洗う,угаах
1324,waschen::V,洗濯する,угаах
1325,abwischen::V,拭く,арчих
1326,spülen::V,洗う,зайлах
1327,spülen::V,すすぐ,зайлах
1328,fegen::V,掃除する,хамах
1329,fegen::V,掃除する,шүүрдэх
1330,kehren::V,掃く,шүүрдэх
1331,kehren::V,掃く,туужуудах
1332,baden::V,入浴する,усанд орох
1333,sich waschen::V,洗う,биеэ угаах
1334,ausziehen::V,脱ぐ,тайлах
1335,anziehen::V,着る,өмсөх
1336,sich anziehen::V,着る,хувцаслах
1337,kämmen::V,梳く,самнах
1338,schmücken::V,飾る,гоёх
1339,schmücken::V,飾る,чимэх
1340,sagen::V,言う,гэх
1341,sagen::V,言う,хэлэх
1342,sprechen::V,話す,ярих
1343,sprechen::V,話す,өгүүлэх
1344,reden::V,話す,хэлэх
1345,reden::V,話す,хөөрөлдөх
1346,sich unterhalten::V,話をする,ярилцах
1347,fragen::V,聞く,асуух
1348,bitten::V,頼む,гуйх
1349,bitten::V,お願いする,гуйх
1350,erzählen::V,物語る,өгүүлэх
1351,mitteilen::V,伝える,дуулгах
1352,mitteilen::V,伝える,мэдээлэх
1353,nennen::V,名づける,нэрлэх
1354,rufen::V,呼ぶ,дуудах
1355,prahlen::V,自慢する,бардах
1356,prahlen::V,自慢する,сайрхах
1357,übersetzen::V,訳す,орчуулах
1358,denken::V,考える,санах
1359,glauben::V,信じる,итгэх
1360,bemerken::V,気が付く,ажих
1361,bemerken::V,気が付く,ажиглах
1362,erkennen::V,認識する,таних
1363,begreifen::V,分かる,ойлгох
1364,verstehen::V,聞き取る,мэдэж авах
1365,lernen::V,学ぶ,сурах
1366,lernen::V,勉強する,сурах
1367,wissen::V,知っている,мэдэх
1368,sich erinnern an::V,思い出す,дурсах
1369,vergessen::V,忘れる,мартах
1370,messen::V,計る,хэмжих
1371,messen::V,測定する,хэмжих
1372,zählen::V,数える,тоолох
1373,rechnen::V,計算する,тооцоох
1374,lesen::V,読む,унших
1375,malen::V,描く,зурах
1376,zeichnen::V,写生する,дүрслэн бичих
1377,schreiben::V,書く,бичих
1378,besitzen::V,所持する,эзэмших
1379,kaufen::V,買う,худалдан авах
1380,verkaufen::V,売る,худалдах
1381,bezahlen::V,払う,төлөх
1382,zahlen::V,支払う,төлөх
1383,beherrschen::V,支配する,эзэмших
1384,ertragen::V,耐える,тэсэх
