,Concept_ID,mn,ba
745,böse::A,муу,асыулы
746,böse::A,хортой,асыулы
747,dumm::A,тэнэг,иҫәр
748,faul::A,залхуу,иренсәк
749,fleißig::A,чармайлтгай,тырыш
750,geizig::A,харамч,һаран
751,klug::A,цэцэн,аҡыллы
752,geschickt::A,дүйтэй,оҫта
753,lieb::A,хайрт,яғымлы
754,lustig::A,цэнгэлтэй,күңелле
755,sanft::A,наалинхай,йыуаш
756,hungrig::A,өлөн,ас
757,hungrig::A,өлссөн,ас
758,krank::A,өвчтэй,сирле
759,krank::A,өвчтэй,ауырыу
760,nackt::A,нүцгэн,яланғас
761,traurig::A,гунигт,яманһыу
762,lebendig::A,амьд,тере
763,lebendig::A,амьд,йәнле
764,lebendig::A,амьтай,тере
765,lebendig::A,амьтай,йәнле
766,gut::A,сайн,яҡшы
767,schlecht::A,муу,хөрт
768,schlecht::A,муу,алама
769,schlecht::A,өөдгүй,хөрт
770,schlecht::A,өөдгүй,алама
771,richtig::A,зөв,дөрөҫ
772,richtig::A,зүйтэй,дөрөҫ
773,schlimm::A,муухай,хөрт
774,schlimm::A,муухай,алама
775,wahr::A,үнэн,дөрөҫ
776,wahr::A,жинхэнэ,дөрөҫ
777,alt::A,хуучин,иҫке
778,alt::A,хуучин,боронғо
779,neu::A,шинэ,яңы
780,ehemalig::A,агсан,элекке
781,ehemalig::A,байсан,элекке
782,alt[Lebewesen]::A,өвгөн,ҡарт
783,alt[Lebewesen]::A,хижээл,ҡарт
784,jung::A,залуу,йәш
785,arm::A,ядуу,фәҡир
786,reich::A,баян,бай
787,reich::A,баялаг,бай
788,bekannt::A,танил,таныш
789,berühmt::A,цуутай,атаҡлы
790,berühmt::A,цуутай,данлыҡлы
791,berühmt::A,алдартай,атаҡлы
792,berühmt::A,алдартай,данлыҡлы
793,fremd::A,харь,ят
794,fremd::A,харь,сит
795,fremd::A,гадаад,ят
796,fremd::A,гадаад,сит
797,verschieden::A,ондоо,төрлө
798,verschieden::A,янз янзын,төрлө
799,nah::A,ойрын,яҡын
800,nah::A,дөтийн,яҡын
801,fern::A,холын,алыҫ
802,fern::A,холын,йыраҡ
803,linker::A,буруу,һул
804,rechter::A,баруун,уң
805,anderer::A,өөр,бутән
806,anderer::A,нөгөө,бутән
807,erster::A,нэгдэх,тәүге
808,erster::A,нэгдүгээр,тәүге
809,zweiter::A,хоёрдугаар,икенсе
810,dritter::A,гуравдугаар,өсөнсө
811,letzter::A,сүүлийн,һуңғы
812,allein::ADV,ганцаараа,бер үҙе
813,allein::ADV,ганцаараа,яңғыҙ
814,auf einmal::ADV,нэгмөсөн,бер юлы
815,zusammen::ADV,цуг,бергә
816,zusammen::ADV,хамт,бергә
817,lange::ADV,удаан,оҙаҡ
818,plötzlich::ADV,гэнэт,ҡапыл
819,sofort::ADV,дороо,шунда уҡ
820,später::ADV,дараа,һуңыраҡ
821,jetzt::ADV,өнөө,хәҙер
822,heute::ADV,өнөө,бөгөн
823,heute::ADV,өнөөдөр,бөгөн
824,morgen::ADV,маргааш,иртәгә
825,morgen::ADV,маргаадар,иртәгә
826,bald::ADV,түргэн,тиҙҙән
827,bald::ADV,удахгүй,тиҙҙән
828,dann::ADV,хожим,һуңынан
829,dann::ADV,тэгээд,һуңынан
830,gestern::ADV,өчигдөр,кисә
831,einst::ADV,нэг,ҡасандыр
832,einst::ADV,нэг,бер баҡыт
833,damals::ADV,тэгэхэд,ул саҡта
834,danach::ADV,тэгээд,һуңынан
835,danach::ADV,дараа нь,һуңынан
836,vorher::ADV,урьд,элек
837,zuerst::ADV,анх,башта
838,zuerst::ADV,эхлээд,башта
839,einmal::ADV,нэг удаа,бер
840,manchmal::ADV,хааяа,ҡайһы берҙә
841,manchmal::ADV,заримдаа,ҡайһы берҙә
842,oft::ADV,олонтоо,йыш
843,immer::ADV,байнга,һәр ҡасан
844,niemals::ADV,хэзээ ч,бер ҡасан да
845,niemals::ADV,хэзээ ч,бер ваҡытта ла
846,niemals::ADV,хэдийд ч,бер ҡасан да
847,niemals::ADV,хэдийд ч,бер ваҡытта ла
848,hier::ADV,энд,бында
849,hierhin::ADV,нааш,бында
850,von hier::ADV,эндээс,бынан
851,von hier::ADV,эндээс,ошонан
852,dort::ADV,тэнд,шунда
853,dort::ADV,тэнд,тегендә
854,dorthin::ADV,тийш,шунда
855,dorthin::ADV,тийш,тегеләй
856,geradeaus::ADV,шулуун,тура
857,vorwärts::ADV,урагшаа,алға
858,rückwärts::ADV,буцаан,кирегә
859,rückwärts::ADV,сөөргөө,кирегә
860,zurück::ADV,буцаж,кирегә
861,zurück::ADV,гэдрэг,кирегә
862,unten::ADV,дор,түбәндә
863,hinab::ADV,уруу,түбәнгә
864,oben::ADV,дээр,юғарыла
865,hinauf::ADV,өөд,юғарыға
866,hinauf::ADV,дээш,юғарыға
867,überall::ADV,хааяагүй,бөтә урында
868,überall::ADV,энд тэндгүй,бөтә урында
869,nicht::ADV,эс,тугел
870,nicht::ADV,-гүй,тугел
871,ein wenig::ADV,жаахан,аҙ
872,kaum::ADV,арай,көскә
873,kaum::ADV,арай,саҡ-саҡ
874,kaum::ADV,арай гэж,көскә
875,kaum::ADV,арай гэж,саҡ-саҡ
876,sehr::ADV,тун,ифат
877,so::ADV,тэгж,шулай
878,so::ADV,ингээд,шулай
879,noch::ADV,дахин,йәнә
880,noch::ADV,дахиад,йәнә
881,nur::ADV,зөвхөн,бары
882,nur::ADV,гагцхүү,бары
883,schon::ADV,нэгэнт,инде
884,wieder::ADV,дахин,тағы
885,wieder::ADV,дахиад,тағы
886,vergebens::ADV,хий,бушҡа
887,vor::PRP,өмнө,алдында
888,hinter::PRP,ард,артында
889,unter::PRP,доор,аҫтында
890,durch::PRP,дундуур,үтә
891,neben::PRP,хажууд,эргәһендә
892,zwischen::PRP,завсар,араһында
893,zwischen::PRP,хооронд,араһында
894,wegen::PRP,төлөө,өсөн
895,wegen::PRP,төлөө,сәбәпле
896,wegen::PRP,дээрээс,өсөн
897,wegen::PRP,дээрээс,сәбәпле
898,dies::PRN,энэ,был
899,dies::PRN,энэ,ошо
900,das::PRN,тэр,ул
901,alles::PRN,цөм,бөтә
902,alles::PRN,бүгд,бөтә
903,ich::PRN,би,мин
904,du::PRN,чи,һин
905,er::PRN,тэр,ул
906,er::PRN,тэр хүн,ул
907,wir::PRN,бид,беҙ
908,ihr::PRN,та нар,һеҙ
909,sie::PRN,тэд,улар
910,was::FPRN,юу,ә
911,was::FPRN,юу,ни
912,was::FPRN,юу,нәмә
913,wer::FPRN,хэн,ҡем
914,wo::FADV,хаа,ҡайҙа
915,wo::FADV,хаана,ҡайҙа
916,wohin::FADV,хааш,ҡайҙа
917,wohin::FADV,хаана,ҡайҙа
918,wie::FADV,яаж,инидәй
919,wie::FADV,хэрхэн,инидәй
920,warum::FADV,юунд,ин өсөн
921,warum::FADV,яагаад,ин өсөн
922,wieviel::FNUM,хэдий,күпме
923,wieviel::FNUM,хэд,күпме
924,eins::NUM,нэг,бер
925,zwei::NUM,хоёр,ике
926,zwei::NUM,хоёр,икәү
927,drei::NUM,гурав,өс
928,vier::NUM,дөрөв,дүрт
929,fünf::NUM,тав,биш
930,sechs::NUM,зургаа,алты
931,sieben::NUM,долоо,ете
932,acht::NUM,найм,һигеҙ
933,neun::NUM,ес,туғыҙ
934,zehn::NUM,арав,ун
935,elf::NUM,арван нэг,ун бер
936,zwölf::NUM,арван хоёр,ун ике
937,zwanzig::NUM,хорь,егерме
938,dreißig::NUM,гуч,утыҙ
939,vierzig::NUM,дөч,ҡырҡ
940,fünfzig::NUM,тавь,илле
941,sechzig::NUM,жар,алтмыш
942,siebzig::NUM,дал,етмеш
943,achtzig::NUM,ная,һикһән
944,neunzig::NUM,ер,туҡһан
945,hundert::NUM,зуу,йөҙ
946,tausend::NUM,мянга,мең
947,und::CNJ,ч,да
948,und::CNJ,болон,да
949,oder::CNJ,буюу,йәки
950,stehen::V,зогсох,тороу
951,sitzen::V,суух,ултырыу
952,liegen::V,хэвтэх,ятыу
953,hängen::V,өлгөөтэй байх,аҫылынып тороу
954,hängen::V,дүүжлээтэй байх,аҫылынып тороу
955,werden::V,болох,булыу
956,passieren::V,тохиох,булыу
957,beginnen::V,эхлэх,башлау
958,enden::V,дүүрэх,бөтөү
959,enden::V,дүүрэх,тамамланыү
960,wechseln::V,хувирах,үҙгәреү
961,aufgehen[Sonne]::V,мандах,ҡалҡыу
962,untergehen[Sonne]::V,жаргах,байыу
963,scheinen[Sonne]::V,гэрэлтэх,яҡтыртып тороу
964,donnern::V,дуугарах,күкрәү
965,wehen::V,салхилах,иҫеү
966,wehen::V,хөөрөгдөх,иҫеү
967,strömen::V,гүйх,ташыу
968,strömen::V,урсах,ташыу
969,fließen::V,урсах,ағыу
970,sich drehen::V,эргэлдэх,әйләнеү
971,schwanken::V,хэлбэлзэх,тирбәлеү
972,schwingen::V,ганхах,бәүетеү
973,schwingen::V,хэлбэлзэх,бәүетеү
974,fallen::V,унах,йығылыу
975,brennen::V,шатах,яныу
976,rauchen::V,баагих,төтәү
977,regnen::V,бороо орно,ямғыр яуа
978,gefrieren::V,хөлдөх,туңыү
979,tauen::V,хайлах,иреү
980,schmelzen::V,уярах,иреү
981,trocknen::V,хатах,кибеү
982,sieden::V,буцлах,ҡайнау
983,sieden::V,даргилах,ҡайнау
984,faulen::V,үжрэх,сереу
985,faulen::V,өмхийрөх,сереу
986,verfaulen::V,бээх,сереу
987,verfaulen::V,өгрөх,сереу
988,reißen::V,цуурах,өҙөү
989,reißen::V,цуурах,йыртылыу
990,versinken::V,живэх,батыу
991,vergehen::V,нөгчих,үтеү
992,vergehen::V,өнгөрөх,үтеү
993,erscheinen::V,гарах,килеп сығыу
994,erscheinen::V,бултайх,килеп сығыу
995,verschwinden::V,далд орох,юғалыу
996,verschwinden::V,алга болох,юғалыу
997,sinken::V,татрах,түбәнәйеү
998,sinken::V,доошлох,түбәнәйеү
999,abnehmen::V,багасах,кәметеү
1000,abnehmen::V,хорогдох,кәметеү
1001,zunehmen::V,ихсэх,артыу
1002,steigen::V,нэмэгдэх,күтәрелеү
1003,wachsen::V,өсөх,үҫеү
1004,wachsen::V,ургах,үҫеү
1005,glänzen::V,гилгэнэх,ялтырау
1006,glänzen::V,гилбэгнэх,ялтырау
1007,funkeln::V,гялжах,баҙлау
1008,funkeln::V,гялалзах,баҙлау
1009,lärmen::V,шуугих,шаулау
1010,läuten::V,цохих,ҡағыу
1011,klingeln::V,хонхдох,ҡағыу
1012,klingeln::V,хонхдох,шылтыратыу
1013,klingeln::V,дуугарах,ҡағыу
1014,klingeln::V,дуугарах,шылтыратыу
1015,klirren::V,хангир жингэр хийх,шылтыратыу
1016,brausen::V,бургилах,ҡотороноу
1017,rauschen::V,сэржигнэх,шыптырлау
1018,klingen::V,хангинах,яңғырау
1019,bellen::V,хуцах,өрөү
1020,heulen::V,улих,олоу
1021,blasen::V,үлзэх,өрөү
1022,pfeifen::V,исгэрэх,һызғырып ебәреү
1023,schreien::V,хашгирах,ҡысҡырыу
1024,stöhnen::V,ёолох,уңғырашыу
1025,stöhnen::V,гэнгэнэх,уңғырашыу
1026,zittern::V,дагжих,ҡалтырау
1027,leben::V,амьдрах,йәшәү
1028,geboren werden::V,төрөх,тыуыу
1029,atmen::V,амьсгалах,тын алыү
1030,trinken::V,уух,эсеү
1031,essen::V,идэх,ашау
1032,schlucken::V,залгих,йотоу
1033,müde werden::V,ядрах,арыу
1034,einschlafen::V,унтчих,йоҡлап китеү
1035,schlafen::V,унтах,йоҡлау
1036,aufwachen::V,сэрэх,уяныу
1037,aufstehen::V,босох,тороу
1038,sich erholen::V,амрах,ял итеү
1039,krank werden::V,өвдөж эхлэх,сирләү
1040,krank sein::V,өвдөх,сирләү
1041,schmerzen::V,өвдөх,ауыртыу
1042,schmerzen::V,шархирах,ауыртыу
1043,husten::V,ханиах,йүтәлләү
1044,genesen::V,засрах,һауығыу
1045,sterben::V,үхэх,үлеү
1046,sterben::V,нас барах,үлеү
1047,umkommen::V,үхэх,һәләк булыу
1048,sich bewegen::V,хөдлөх,хәрәкәт итеү
1049,sich rühren::V,хөдлөх,ҡуҙғалыу
1050,sich erheben::V,босох,тороу
1051,sich setzen::V,суух,ултырыу
1052,hinfallen::V,ойчих,ҡолау
1053,laufen::V,явган явах,йөрөү
1054,schreiten::V,алхах,атлау
1055,spazierengehen::V,зугаалах,ял итеп йороү
1056,eilen::V,хурдлах,ашығыу
1057,eilen::V,хурдлах,ҡабаланыу
1058,sich beeilen::V,яарах,ашығыу
1059,sich beeilen::V,яарах,ҡабаланыу
1060,sich beeilen::V,шамдах,ашығыу
1061,sich beeilen::V,шамдах,ҡабаланыу
1062,sausen::V,давхих,елеү
1063,rennen::V,гүйх,йүгеп йөрөү
1064,springen::V,харайх,һикереү
1065,springen::V,дэвхрэх,һикереү
1066,klettern::V,авирах,үрмәләү
1067,klettern::V,авирах,үрмәләп менеү
1068,schaukeln::V,ганхалзах,сайҡалыу
1069,kriechen::V,мөлхөх,шыуышыу
1070,schwimmen::V,сэлэх,йоҙөү
1071,tauchen::V,шунгах,сумыу
1072,rudern::V,сэлүүрдэх,ишеү
1073,fahren::V,явах,йөрөү
1074,fliegen::V,нисэх,осоу
1075,gehen::V,явах,барыу
1076,weggehen::V,явах,китеү
1077,abfahren::V,одох,сығыу
1078,abfahren::V,хөдлөх,сығыу
1079,anhalten::V,зогсох,тукталыу
1080,hineingehen::V,орох,инеү
1081,eintreten::V,орох,инеү
1082,kommen::V,ирэх,килеү
1083,ankommen::V,хүрэх,килеү
1084,zurückkommen::V,харих,ҡайтыу
1085,zurückkommen::V,буцаж ирэх,ҡайтыу
1086,bleiben::V,үлдэх,ҡалыу
1087,warten::V,хүлээх,көтөп тороу
1088,erwarten::V,хүлээх,көтөү
1089,suchen::V,эрэх,эҙләү
1090,suchen::V,бэдрэх,эҙләү
1091,finden::V,олох,табыу
1092,versuchen::V,оролдох,тырышып ҡарау
1093,vorbereiten::V,бэлтгэх,әҙерләү
1094,lieben::V,янаглах,яратыу
1095,mögen::V,таалах,һөйөү
1096,mögen::V,таалах,яратыу
1097,lachen::V,инээх,көлөү
1098,rühren::V,сэтгэл уяруулах,ҡағылыу
1099,weinen::V,уйлах,илау
1100,schimpfen::V,хараах,һүгенеү
1101,schimpfen::V,хараах,тиргәнеү
1102,schimpfen::V,хараах,һуҡраныу
1103,sich ärgern::V,уурлах,асыуланыу
1104,sich fürchten::V,айх,ҡурҡыу
1105,fürchten::V,айх,ҡурҡыу
1106,fliehen::V,зугтах,ҡасыу
1107,fliehen::V,гүйж очих,ҡасыу
1108,flüchten::V,оргох,ҡасыу
1109,sehen::V,үзэх,күреү
1110,anschauen::V,харах,ҡарау
1111,ansehen::V,харах,ҡарау
1112,ansehen::V,харах,тикшереү
1113,hören::V,дуулах,ишетеү
1114,zuhören::V,чагнах,тыңлау
1115,probieren::V,амсаж үзэх,татыу
1116,riechen::V,үнэрлэх,еҫкәү
1117,fühlen::V,мэдрэх,тойоу
1118,scheinen::V,шиг үзэгдэх,кеүек күренеү
1119,scheinen::V,шиг үзэгдэх,тойолоу
1120,zu sehen sein::V,үзэгдэх,күренеү
1121,zu sehen sein::V,харагдах,күренеү
1122,vernehmen::V,дуулах,ишетеү
1123,frieren::V,даарах,туңыү
1124,tun::V,хийх,яһау
1125,tun::V,хийх,әшләү
1126,tun::V,үйлдэх,яһау
1127,tun::V,үйлдэх,әшләү
1128,können::V,болох,алыу
1129,können::V,болох,мөмкин булыу
1130,wollen::V,хүсэх,теләү
1131,anfangen::V,эхлэх,башлау
1132,beenden::V,дуусгах,бөтөрөү
1133,beenden::V,дуусгах,тамамлау
1134,aufhören::V,болих,туктау
1135,aufhören::V,зогсох,туктау
1136,gelingen::V,бүтэх,уңышлы булыу
1137,geraten::V,илрэх,булып сығыу
1138,öffnen::V,нээх,асыу
1139,öffnen::V,тайлах,асыу
1140,schließen::V,хаах,йомоу
1141,stellen::V,тавих,ҡуйыу
1142,stellen::V,босгох,ҡуйыу
1143,setzen::V,суулгах,урынлаштырыу
1144,legen::V,хийх,һалыу
1145,legen::V,тавих,һалыу
1146,berühren::V,шүргэх,тейеү
1147,berühren::V,шүргэх,ҡағылыу
1148,verbinden::V,залгах,ҡушыу
1149,verbinden::V,залгах,бәйләү
1150,bedecken::V,бүрэх,ҡаплау
1151,aufhängen::V,өлгөх,элеү
1152,aufhängen::V,дүүжлэх,элеү
1153,anzünden::V,асаах,тоҡандырыу
1154,anzünden::V,ноцоох,тоҡандырыу
1155,aufheben::V,өргөх,мендереү
1156,zurücklassen::V,орхих,ҡалдырыу
1157,zurücklassen::V,үлдээх,ҡалдырыу
1158,verlieren::V,гээх,юғалтыу
1159,fallen lassen::V,унагах,төшөрөп ебәреү
1160,machen::V,хийх,яһау
1161,machen::V,хийх,эшләү
1162,machen::V,гаргах,яһау
1163,machen::V,гаргах,эшләү
1164,herstellen::V,бүтээх,эшләп сығарыу
1165,bauen::V,барих,төҙөү
1166,reparieren::V,засах,төҙәтеү
1167,reparieren::V,сэлбэх,төҙәтеү
1168,verbessern::V,засах,яҡшыртыу
1169,verbessern::V,сайжруулах,яҡшыртыу
1170,ändern::V,өөрчлөх,үҙгәртеү
1171,graben::V,малтах,ҡаҙыу
1172,beugen::V,бөгтийлгөх,бөгөү
1173,biegen::V,матах,бөгөү
1174,biegen::V,муруйлгах,бөгөү
1175,drehen::V,эргүүлэх,өйрөлтөү
1176,drehen::V,эргүүлэх,әйләндереү
1177,wenden::V,эргүүлэх,әйләндереү
1178,umdrehen::V,хөрвүүлэх,түңкәреү
1179,heben::V,өргөх,күтәреү
1180,heben::V,өргөх,мендереү
1181,hochheben::V,өргөх,күтәреү
1182,ergreifen::V,атгах,тотоп алыу
1183,halten::V,барих,тотоу
1184,drücken::V,дарах,ҡыҫыу
1185,schieben::V,түлхэх,этеү
1186,schieben::V,түлхэх,төртөү
1187,kratzen::V,хусах,ҡырыу
1188,kratzen::V,маажих,ҡырыу
1189,lecken::V,долоох,ялау
1190,beißen::V,зуух,тешләү
1191,beißen::V,хазах,тешләү
1192,abreißen::V,таслах,өҙөү
1193,abschneiden::V,тайрах,ҡырҡыу
1194,binden::V,боох,бәйләү
1195,binden::V,хүлэх,бәйләү
1196,stecken::V,шаах,ҡаҙау
1197,stecken::V,шигтгэх,ҡаҙау
1198,brechen::V,хугалах,боҙоу
1199,klopfen::V,цохих,шаҡылдау
1200,klopfen::V,тогших,шаҡылдау
1201,hauen::V,дэлдэх,туҡмау
1202,kleben::V,наах,йәбештереү
1203,reiben::V,нухах,ыуыу
1204,reiben::V,нухах,ышҡыу
1205,reiben::V,нидчих,ыуыу
1206,reiben::V,нидчих,ышҡыу
1207,streichen::V,нялах,яғыу
1208,streichen::V,түрхэх,яғыу
1209,schleifen::V,билүүдэх,үткерләү
1210,schleifen::V,гуранздах,үткерләү
1211,schneiden::V,огтлох,ҡырҡыу
1212,rütteln::V,холхнулах,һелкетеү
1213,schütteln::V,сэгсрэх,һелкетеү
1214,schwenken::V,дэвэх,болғау
1215,schwenken::V,даллах,болғау
1216,schütten::V,цутгах,ҡойоу
1217,schütten::V,аягалах,ҡойоу
1218,füllen::V,дүүргэх,тултырыу
1219,einwickeln::V,боох,төрөү
1220,einwickeln::V,ороох,төрөү
1221,tragen::V,авчрах,алып барыу
1222,schleppen::V,чирэх,һөйрәү
1223,ziehen::V,татах,тартыу
1224,aufbewahren::V,хадгалах,һаҡлау
1225,werfen::V,хаях,ырғытыу
1226,werfen::V,шидэх,ырғытыу
1227,fangen::V,барих,тотоу
1228,packen::V,шүүрэх,етеү
1229,packen::V,шүүрэх,тотоп алыу
1230,verstecken::V,нуух,йәшереү
1231,teilen::V,хуваах,бүлеү
1232,schicken::V,илгээх,ебәреү
1233,schicken::V,явуулах,ебәреү
1234,bringen::V,авчрах,килтереү
1235,bringen::V,аваачих,килтереү
1236,hinzufügen::V,нэмэх,өтәү
1237,bekommen::V,хүлээн авах,алыу
1238,erhalten::V,хүлээн авах,алыу
1239,nehmen::V,авах,алыу
1240,wählen::V,сонгох,һайлаү
1241,auswählen::V,шилэх,һайлап алыу
1242,bewahren::V,гамнах,һаҡлау
1243,behindern::V,саад хийх,тотҡарлыҡ яһау
1244,behindern::V,тотгор болох,тотҡарлыҡ яһау
1245,verderben::V,эвдэх,боҙоу
1246,beschädigen::V,гэмтээх,боҙоу
1247,zerbrechen::V,хагалах,ҡыйратыу
1248,zerbrechen::V,хага цохих,ҡыйратыу
1249,zerreißen::V,урах,йыртыу
1250,zerstören::V,эвдэх,емереү
1251,zerstören::V,сүйтгэх,емереү
1252,verbrennen::V,шатаах,үртәү
1253,geben::V,өгөх,биреү
1254,reichen::V,өгөх,биреү
1255,reichen::V,дамжуулах,биреү
1256,schenken::V,бэлэглэх,бүләк итеү
1257,versprechen::V,амлах,вәғәҙә биреү
1258,wünschen::V,ерөөх,теләу
1259,loben::V,магтах,маҡтау
1260,loben::V,сайшаах,маҡтау
1261,küssen::V,озох,үбеү
1262,küssen::V,үнсэх,үбеү
1263,wiegen::V,бүүвэйлэх,бәүетеү
1264,wiegen::V,бүүвэйлэх,тирбәтеү
1265,zudecken::V,хучих,ҡаплау
1266,zudecken::V,бүтээх,ҡаплау
1267,wecken::V,сэрээх,уятыу
1268,zeigen::V,үзүүлэх,күрһәтеү
1269,führen::V,хөтлөх,етәкләү
1270,lehren::V,заах,уҡытыу
1271,lehren::V,заах,өйрәтеү
1272,unterrichten::V,сургах,уҡытыу
1273,aufziehen::V,өсгөх,тәрбиәле
1274,aufziehen::V,хүмүүжүүлэх,тәрбиәле
1275,leiten::V,удирдах,етәкләү
1276,leiten::V,удирдах,етәкселек итеү
1277,antreiben::V,шамдуулах,ашыҡтырыу
1278,lassen::V,-уулах,мәжбүр итеү
1279,einladen::V,залах,саҡырыу
1280,vereinigen::V,нэгтгэх,берләштереү
1281,vereinigen::V,хамтруулах,берләштереү
1282,besuchen::V,зочлох,килеп сығыу
1283,treffen::V,учрах,тойоү
1284,treffen::V,учрах,осратыу
1285,treffen::V,учрах,ҡаршылау
1286,treffen::V,дайралдах,тойоү
1287,treffen::V,дайралдах,осратыу
1288,treffen::V,дайралдах,ҡаршылау
1289,sich versammeln::V,хуралдах,йыйылыу
1290,spielen::V,наадах,тартыу
1291,singen::V,дуулах,йырлау
1292,tanzen::V,бүжиглэх,бейеү
1293,sich trennen::V,салах,айырылышыу
1294,verlassen::V,хаях,ташлау
1295,verlassen::V,хаях,ташлап китеү
1296,retten::V,гэтэлгэх,ҡотҡарыу
1297,bewachen::V,сахих,һаҡлау
1298,schützen::V,хамгаалах,һаҡлау
1299,verteidigen::V,хамгаалах,яҡлау
1300,sich schlagen::V,зодолдох,һуғышыу
1301,schießen::V,харвах,атыу
1302,schießen::V,буу буудах,атыу
1303,siegen::V,ялах,еңеү
1304,ärgern::V,уурлуулах,асыуландырыу
1305,ärgern::V,уур хүргэх,асыуландырыу
1306,schlagen::V,цохих,бәреү
1307,schlagen::V,цохих,туҡмау
1308,treten::V,өшиглөх,тибеү
1309,treten::V,өшиглөх,типкеләү
1310,stechen::V,хатгах,сәнсеү
1311,stoßen::V,ёврох,этеү
1312,stoßen::V,ёврох,төртөү
1313,stoßen::V,нудрах,этеү
1314,stoßen::V,нудрах,төртөү
1315,stehlen::V,хулгайлах,урлау
1316,stören::V,саад болох,ҡамасаулау
1317,belästigen::V,зовоох,бимазалау
1318,belästigen::V,зовоох,ҡамасаулау
1319,belästigen::V,амраахгүй байх,бимазалау
1320,belästigen::V,амраахгүй байх,ҡамасаулау
1321,verbergen::V,нуух,йәшереү
1322,verbergen::V,далдлах,йәшереү
1323,täuschen::V,мэхлэх,ултыртыу
1324,betrügen::V,хуурах,алдау
1325,töten::V,алах,үлтереү
1326,wohnen::V,суух,йәшәү
1327,wohnen::V,амьдрах,йәшәү
1328,arbeiten::V,ажиллах,эшләү
1329,arbeiten::V,хөдөлмөрлөх,эшләү
1330,sammeln::V,түүх,йыйыу
1331,sammeln::V,хураах,йыйыу
1332,pflücken::V,түүх,өҙөү
1333,jagen::V,агнах,аулау
1334,jagen::V,гөрөөлөх,аулау
1335,fischen::V,загасчлах,аулау
1336,fischen::V,загас барих,аулау
1337,fassen::V,барих,тотоу
1338,hüten::V,маллах,көтөү
1339,hüten::V,хариулах,көтөү
1340,treiben::V,туух,ҡыуыу
1341,anbinden::V,уях,бәйләү
1342,füttern::V,тэжээх,ашатыу
1343,melken::V,саах,һауыү
1344,hacken::V,цавчих,турау
1345,hacken::V,цавчих,тапау
1346,gießen::V,услах,ҡойоу
1347,reifen::V,боловсрох,өлғөрөү
1348,zubereiten::V,бэлдэх,бешереү
1349,kochen::V,чанах,бешереү
1350,backen::V,жигнэх,бешереү
1351,braten::V,шарах,ҡурыу
1352,braten::V,хайрах,ҡурыу
1353,umrühren::V,хутгах,ҡатнаштырыу
1354,stricken::V,нэхэх,бәйләү
1355,stricken::V,сүлжих,бәйләү
1356,nähen::V,оёх,тегеү
1357,färben::V,будах,буяу
1358,reinigen::V,арилгах,таҙартыу
1359,reinigen::V,цэвэрлэх,таҙартыу
1360,waschen::V,угаах,йыуыу
1361,abwischen::V,арчих,һөртөү
1362,spülen::V,зайлах,сайҡау
1363,fegen::V,хамах,һепереү
1364,fegen::V,шүүрдэх,һепереү
1365,kehren::V,шүүрдэх,һепереү
1366,kehren::V,туужуудах,һепереү
1367,baden::V,усанд орох,һыу инеү
1368,sich waschen::V,биеэ угаах,йыуыныу
1369,ausziehen::V,тайлах,сисеү
1370,anziehen::V,өмсөх,кейеү
1371,sich anziehen::V,хувцаслах,кейенеү
1372,kämmen::V,самнах,тарау
1373,schmücken::V,гоёх,биҙәү
1374,schmücken::V,чимэх,биҙәү
1375,sagen::V,гэх,әйтеү
1376,sagen::V,хэлэх,әйтеү
1377,sprechen::V,ярих,әйтеү
1378,sprechen::V,ярих,һөйләшеү
1379,sprechen::V,өгүүлэх,әйтеү
1380,sprechen::V,өгүүлэх,һөйләшеү
1381,reden::V,хэлэх,һөйләшеү
1382,reden::V,хөөрөлдөх,һөйләшеү
1383,sich unterhalten::V,ярилцах,әңгәмәләшеү
1384,fragen::V,асуух,һорау
1385,bitten::V,гуйх,үтенеү
1386,erzählen::V,өгүүлэх,һөйләү
1387,mitteilen::V,дуулгах,әйтеү
1388,mitteilen::V,мэдээлэх,әйтеү
1389,nennen::V,нэрлэх,атау
1390,nennen::V,нэрлэх,исемләү
1391,rufen::V,дуудах,саҡырыу
1392,prahlen::V,бардах,маҡтаныу
1393,prahlen::V,бардах,шапырыныу
1394,prahlen::V,сайрхах,маҡтаныу
1395,prahlen::V,сайрхах,шапырыныу
1396,übersetzen::V,орчуулах,тәржемә итеү
1397,denken::V,санах,уйлау
1398,glauben::V,итгэх,ышаныу
1399,bemerken::V,ажих,күреү
1400,bemerken::V,ажиглах,күреү
1401,erkennen::V,таних,таныу
1402,begreifen::V,ойлгох,аңлау
1403,verstehen::V,мэдэж авах,аңлау
1404,lernen::V,сурах,өйрәнеү
1405,wissen::V,мэдэх,белеү
1406,sich erinnern an::V,дурсах,хәтергә алыу
1407,vergessen::V,мартах,онотоу
1408,messen::V,хэмжих,үлсәү
1409,zählen::V,тоолох,һанау
1410,rechnen::V,тооцоох,һанау
1411,lesen::V,унших,уҡыу
1412,malen::V,зурах,һүрәт яһау
1413,malen::V,зурах,рәсем төшөрөү
1414,zeichnen::V,дүрслэн бичих,һүрәт яһау
1415,zeichnen::V,дүрслэн бичих,рәсем төшөрөү
1416,schreiben::V,бичих,яҙыу
1417,besitzen::V,эзэмших,биләү
