,Concept_ID,lt,zh
824,wechseln::V,keistis,变迁
825,wechseln::V,pasikeisti,变迁
826,aufgehen[Sonne]::V,tekėti,升起
827,aufgehen[Sonne]::V,patekėti,升起
828,untergehen[Sonne]::V,leistis,下落
829,untergehen[Sonne]::V,nusileisti,下落
830,scheinen[Sonne]::V,šviesti,照射
831,donnern::V,griausti,打雷
832,donnern::V,griaudėti,打雷
833,wehen::V,pūsti,飘扬
834,strömen::V,lietis,流
835,strömen::V,plūsti,流
836,fließen::V,tekėti,流动
837,sich drehen::V,suktis,转动
838,sich drehen::V,pasisukti,转动
839,schwanken::V,svyruoti,摇摆
840,schwingen::V,suptis,摇
841,fallen::V,pulti,坠落
842,fallen::V,kristi,坠落
843,brennen::V,degti,燃烧
844,rauchen::V,rūkyti,冒烟
845,regnen::V,lyti,下雨
846,gefrieren::V,užšalti,结冰
847,tauen::V,tirpti,融化
848,schmelzen::V,lydytis,溶化
849,trocknen::V,džiūti,变干
850,sieden::V,virti,煮
851,faulen::V,pūti,腐烂
852,verfaulen::V,švinkti,腐烂
853,reißen::V,plyšti,撕
854,reißen::V,trūkti,撕
855,versinken::V,skę̃sti,下沉
856,versinken::V,grimzti,下沉
857,vergehen::V,praeiti,流逝
858,erscheinen::V,pasirodyti,出现
859,verschwinden::V,dingti,消失
860,verschwinden::V,išnykti,消失
861,verschwinden::V,pranykti,消失
862,sinken::V,kristi,下降
863,abnehmen::V,mažėti,减少
864,abnehmen::V,silpnėti,减少
865,zunehmen::V,didėti,增加
866,zunehmen::V,padaugėti,增加
867,steigen::V,kilti,上升
868,wachsen::V,augti,生长
869,glänzen::V,blizgėti,发光
870,funkeln::V,žibėti,闪烁
871,lärmen::V,triukšmauti,吵闹
872,läuten::V,skambinti,响
873,klingeln::V,skambinti,按铃
874,klirren::V,žvangėti,
875,brausen::V,šniokšti,疾驶
876,rauschen::V,ošti,
877,rauschen::V,šlamėti,
878,klingen::V,skardėti,听起来
879,bellen::V,loti,吠
880,heulen::V,kaukti,嗥
881,heulen::V,staugti,嗥
882,blasen::V,pūsti,吹
883,pfeifen::V,švilpti,吹口哨
884,pfeifen::V,švilpauti,吹口哨
885,schreien::V,šaukti,叫喊
886,stöhnen::V,dejuoti,呻吟
887,stöhnen::V,aimanuoti,呻吟
888,zittern::V,virpėti,颤抖
889,leben::V,gyventi,生存
890,geboren werden::V,gimti,出生
891,atmen::V,alsuoti,呼吸
892,atmen::V,kvėpuoti,呼吸
893,trinken::V,gerti,喝
894,essen::V,valgyti,吃
895,schlucken::V,praryti,咽
896,müde werden::V,nuvargti,疲倦
897,müde werden::V,privargti,疲倦
898,einschlafen::V,užmigti,入睡
899,schlafen::V,miegoti,睡觉
900,aufwachen::V,pabusti,睡醒
901,aufstehen::V,keltis,起床
902,aufstehen::V,atsikelti,起床
903,sich erholen::V,pailsėti,休养
904,sich erholen::V,poilsiauti,休养
905,krank werden::V,susirgti,生病
906,krank sein::V,sirgti,生病
907,schmerzen::V,sopėti,疼痛
908,schmerzen::V,skaudėti,疼痛
909,husten::V,kosėti,咳
910,genesen::V,sveikti,痊愈
911,genesen::V,taisytis,痊愈
912,sterben::V,mirti,死
913,sterben::V,numirti,死
914,umkommen::V,žūti,丧命
915,sich bewegen::V,judėti,移动
916,sich bewegen::V,pasijudinti,移动
917,sich rühren::V,krutėti,动弹
918,sich erheben::V,pakilti,站起
919,sich erheben::V,atsikelti,站起
920,sich setzen::V,sėstis,坐
921,sich setzen::V,atsisėsti,坐
922,hinfallen::V,parkristi,跌倒
923,hinfallen::V,pargriūti,跌倒
924,laufen::V,eiti,步行
925,schreiten::V,žengti,迈步
926,schreiten::V,žingsniuoti,迈步
927,spazierengehen::V,pasivaikščioti,散步
928,eilen::V,skubėti,急忙
929,sich beeilen::V,paskub́ėti,赶快
930,sich beeilen::V,pasiskubinti,赶快
931,sausen::V,dumti,疾驰
932,sausen::V,lėkti,疾驰
933,rennen::V,bėgti,奔跑
934,springen::V,šokti,跳
935,klettern::V,kopti,攀缘
936,schaukeln::V,supti,荡秋千
937,schaukeln::V,linguoti,荡秋千
938,kriechen::V,ropoti,爬行
939,kriechen::V,šliaužti,爬行
940,schwimmen::V,plaukti,游泳
941,tauchen::V,nerti,潜水
942,rudern::V,irtis,划船
943,rudern::V,irkluoti,划船
944,fahren::V,važiuoti,行驶
945,fahren::V,važinėti,行驶
946,fliegen::V,lėkti,飞
947,fliegen::V,skristi,飞
948,gehen::V,eiti,走
949,weggehen::V,išeiti,离去
950,abfahren::V,išvykti,出发
951,abfahren::V,išvažiuoti,出发
952,anhalten::V,sustoti,停住
953,hineingehen::V,įeiti,进去
954,eintreten::V,įžengti,进入
955,kommen::V,ateiti,来
956,ankommen::V,ateiti,到达
957,zurückkommen::V,grį̃žti,回来
958,zurückkommen::V,sugrį̃žti,回来
959,bleiben::V,likti,停留
960,bleiben::V,pasilikti,停留
961,warten::V,laukti,等
962,erwarten::V,laukti,等候
963,suchen::V,ieškoti,找
964,finden::V,rasti,找到
965,finden::V,surasti,找到
966,versuchen::V,mėginti,尝试
967,vorbereiten::V,rengti,预备
968,lieben::V,myĺėti,爱
969,mögen::V,ḿėgti,喜欢
970,mögen::V,patikti,喜欢
971,lachen::V,juoktis,笑
972,rühren::V,jaudinti,
973,rühren::V,graudinti,
974,weinen::V,verkti,哭
975,schimpfen::V,bartis,骂
976,sich ärgern::V,pykti,生气
977,sich ärgern::V,apmaudauti,生气
978,sich fürchten::V,bijoti,害怕
979,sich fürchten::V,baimintis,害怕
980,fürchten::V,bijoti,害怕
981,fürchten::V,baimintis,害怕
982,fliehen::V,bėgti,逃走
983,fliehen::V,sprukti,逃走
984,flüchten::V,pabėgti,逃跑
985,sehen::V,žiūŕėti,看
986,anschauen::V,žiūŕėti,注视
987,ansehen::V,žiūrėti į,注视
988,ansehen::V,pažiūrėti į,注视
989,hören::V,girdėti,听
990,zuhören::V,klausytis,倾听
991,probieren::V,ragauti,尝
992,probieren::V,paragauti,尝
993,riechen::V,uosti,闻
994,riechen::V,užuosti,闻
995,fühlen::V,justi,感到
996,fühlen::V,jausti,感到
997,fühlen::V,pajusti,感到
998,scheinen::V,rodytis,照耀
999,scheinen::V,atrodyti,照耀
1000,zu sehen sein::V,pasirodyti,可以看到
1001,vernehmen::V,išgirsti,审讯
1002,frieren::V,šalti,觉得冷
1003,tun::V,daryti,作
1004,können::V,galėti,能
1005,können::V,pajėgti,能
1006,wollen::V,norėti,要
1007,anfangen::V,pradėti,开始
1008,anfangen::V,prasid́ėti,开始
1009,beenden::V,baigti,结束
1010,beenden::V,užbaigti,结束
1011,aufhören::V,liautis,停止
1012,gelingen::V,pavykti,成功
1013,gelingen::V,pasisekti,成功
1014,geraten::V,nusisekti,陷于
1015,öffnen::V,atverti,打开
1016,öffnen::V,atidaryti,打开
1017,schließen::V,uždaryti,关
1018,stellen::V,statyti,放
1019,stellen::V,pastatyti,放
1020,setzen::V,sodinti,放
1021,setzen::V,pasodinti,放
1022,legen::V,dėti,摆
1023,legen::V,pad́ėti,摆
1024,berühren::V,liesti,触
1025,berühren::V,paliesti,触
1026,verbinden::V,jungti,联结
1027,verbinden::V,surišti,联结
1028,bedecken::V,uždengti,覆盖
1029,aufhängen::V,pakarti,挂
1030,aufhängen::V,pakabinti,挂
1031,anzünden::V,padegti,点
1032,aufheben::V,pakelti,拾起
1033,zurücklassen::V,palikti,遗留
1034,verlieren::V,pamesti,丧失
1035,fallen lassen::V,atsisakyti,让掉下
1036,machen::V,dirbti,做
1037,herstellen::V,gaminti,生产
1038,bauen::V,statyti,建造
1039,bauen::V,pastatyti,建造
1040,reparieren::V,taisyti,修理
1041,reparieren::V,remontuoti,修理
1042,verbessern::V,gerinti,改进
1043,verbessern::V,ištaisyti,改进
1044,ändern::V,keisti,改变
1045,ändern::V,pakeisti,改变
1046,graben::V,kasti,挖
1047,beugen::V,lenkti,弯下
1048,beugen::V,palenkti,弯下
1049,biegen::V,lenkti,弯
1050,biegen::V,palenkti,弯
1051,drehen::V,sukti,转动
1052,wenden::V,kreipti,转动
1053,wenden::V,pakreipti,转动
1054,umdrehen::V,sukti,转动
1055,umdrehen::V,apversti,转动
1056,heben::V,kelti,举起
1057,heben::V,pakelti,举起
1058,hochheben::V,pakelti,抬高
1059,ergreifen::V,čiupti,抓住
1060,ergreifen::V,griebti,抓住
1061,halten::V,laikyti,拿着
1062,halten::V,palaikyti,拿着
1063,drücken::V,spausti,压
1064,schieben::V,stumti,推
1065,kratzen::V,kasyti,搔
1066,kratzen::V,grandyti,搔
1067,lecken::V,laižyti,舔
1068,beißen::V,kandžioti,咬
1069,abreißen::V,nuplėšti,撕下
1070,abschneiden::V,atpjauti,切断
1071,abschneiden::V,atkirpti,切断
1072,binden::V,rišti,捆
1073,binden::V,surišti,捆
1074,stecken::V,kišti,插
1075,stecken::V,įkišti,插
1076,brechen::V,lūžti,断裂
1077,brechen::V,laužyti,断裂
1078,klopfen::V,belsti,敲
1079,klopfen::V,barbenti,敲
1080,hauen::V,mušti,揍
1081,kleben::V,lipdyti,粘
1082,kleben::V,klijuoti,粘
1083,reiben::V,trinti,摩擦
1084,reiben::V,tarkuoti,摩擦
1085,streichen::V,tepti,涂
1086,streichen::V,užtepti,涂
1087,schleifen::V,galą́sti,拖曳
1088,schneiden::V,pjauti,切
1089,schneiden::V,kirpti,切
1090,rütteln::V,purtyti,颠簸
1091,schütteln::V,purtyti,摇动
1092,schwenken::V,mojuoti,摇动
1093,schütten::V,pilti,倒
1094,schütten::V,berti,倒
1095,füllen::V,pildyti,填满
1096,füllen::V,pripildyti,填满
1097,einwickeln::V,įvynioti,包
1098,einwickeln::V,suvynioti,包
1099,tragen::V,nešti,提
1100,tragen::V,nešioti,提
1101,schleppen::V,vilkti,扛
1102,ziehen::V,tempti,拉
1103,aufbewahren::V,laikyti,保存
1104,werfen::V,mesti,扔
1105,werfen::V,sviesti,扔
1106,fangen::V,sugauti,捕捉
1107,packen::V,čiupti,抓住
1108,packen::V,griebti,抓住
1109,verstecken::V,slėpti,藏
1110,verstecken::V,slapstyti,藏
1111,teilen::V,dalyti,分
1112,teilen::V,padalyti,分
1113,schicken::V,sių̃sti,派遣
1114,schicken::V,pasių̃sti,派遣
1115,bringen::V,atnešti,带来
1116,hinzufügen::V,pridėti,添加
1117,bekommen::V,gauti,得到
1118,erhalten::V,gauti,接到
1119,nehmen::V,paimti,拿
1120,wählen::V,rinkti,挑选
1121,wählen::V,išsirinkti,挑选
1122,auswählen::V,išrinkti,选择
1123,bewahren::V,išsaugoti,保持
1124,behindern::V,trukdyti,防碍
1125,verderben::V,sugadinti,败坏
1126,beschädigen::V,žaloti,损坏
1127,beschädigen::V,gadinti,损坏
1128,zerbrechen::V,sukulti,破碎
1129,zerbrechen::V,sudaužyti,破碎
1130,zerreißen::V,perplėšti,撕碎
1131,zerreißen::V,suplėšyti,撕碎
1132,zerstören::V,suardyti,毁坏
1133,zerstören::V,sugriauti,毁坏
1134,verbrennen::V,deginti,燃烧
1135,verbrennen::V,sudeginti,燃烧
1136,geben::V,duoti,给
1137,geben::V,paduoti,给
1138,reichen::V,paduoti,递给
1139,schenken::V,dovanoti,赠送
1140,versprechen::V,žadėti,许诺
1141,versprechen::V,pažadėti,许诺
1142,wünschen::V,norėti,祝
1143,wünschen::V,linḱėti,祝
1144,loben::V,girti,表扬
1145,loben::V,pagirti,表扬
1146,küssen::V,bučiuoti,亲
1147,wiegen::V,supti,轻摇
1148,zudecken::V,užkloti,盖上
1149,zudecken::V,uždengti,盖上
1150,wecken::V,žadinti,唤起
1151,zeigen::V,rodyti,指
1152,führen::V,vesti,带领
1153,führen::V,vadovauti,带领
1154,lehren::V,mokyti,教
1155,lehren::V,išmokyti,教
1156,unterrichten::V,dėstyti,讲课
1157,aufziehen::V,išauginti,抚养
1158,leiten::V,valdyti,领导
1159,leiten::V,vadovauti,领导
1160,antreiben::V,uiti,催促
1161,antreiben::V,raginti,催促
1162,antreiben::V,skubinti,催促
1163,lassen::V,paliepti,让
1164,einladen::V,kviesti,邀请
1165,einladen::V,pakviesti,邀请
1166,vereinigen::V,sujungti,统一
1167,vereinigen::V,suvienyti,统一
1168,besuchen::V,lankyti,参观
1169,besuchen::V,aplankyti,参观
1170,treffen::V,sutikti,会面
1171,treffen::V,pasitikti,会面
1172,sich versammeln::V,susirinkti,聚集
1173,spielen::V,groti,玩
1174,spielen::V,žaisti,玩
1175,singen::V,dainuoti,唱歌
1176,tanzen::V,šokti,跳舞
1177,sich trennen::V,skirtis,分别
1178,sich trennen::V,išsiskirti,分别
1179,verlassen::V,palikti,离开
1180,retten::V,gelbėti,救
1181,bewachen::V,sergėti,守卫
1182,schützen::V,ginti,保护
1183,schützen::V,apginti,保护
1184,verteidigen::V,ginti,保卫
1185,verteidigen::V,apginti,保卫
1186,sich schlagen::V,muštis,打架
1187,schießen::V,šauti,射击
1188,schießen::V,šaudyti,射击
1189,siegen::V,nugalėti,获胜
1190,ärgern::V,pykinti,激怒
1191,schlagen::V,mušti,打
1192,schlagen::V,smogti,打
1193,schlagen::V,trenkti,打
1194,treten::V,mygti,踢
1195,stechen::V,gelti,刺
1196,stechen::V,smeigti,刺
1197,stoßen::V,stumti,撞
1198,stoßen::V,pastumti,撞
1199,stehlen::V,vogti,盗窃
1200,stören::V,trikdyti,干扰
1201,belästigen::V,apsunkinti,打搅
1202,verbergen::V,slėpti,隐藏
1203,verbergen::V,paslėpti,隐藏
1204,täuschen::V,klaidinti,欺骗
1205,betrügen::V,apgauti,欺骗
1206,töten::V,žudyti,杀
1207,töten::V,nužudyti,杀
1208,wohnen::V,gyventi,居住
1209,arbeiten::V,dirbti,工作
1210,arbeiten::V,triūsti,工作
1211,sammeln::V,rinkti,收集
1212,pflücken::V,skinti,采
1213,pflücken::V,raškyti,采
1214,jagen::V,medžioti,打猎
1215,fischen::V,žvejoti,捕鱼
1216,fassen::V,sučiupti,捉住
1217,hüten::V,ganyti,守护
1218,treiben::V,ginti,漂
1219,anbinden::V,pririšti,拴
1220,füttern::V,šerti,喂
1221,melken::V,melžti,挤奶
1222,hacken::V,kapoti,剁细
1223,gießen::V,lieti,浇
1224,gießen::V,laistyti,浇
1225,reifen::V,nokti,成熟
1226,reifen::V,sirpti,成熟
1227,zubereiten::V,ruošti,
1228,zubereiten::V,gaminti,
1229,kochen::V,virti,煮
1230,kochen::V,virinti,煮
1231,backen::V,kepti,烤
1232,braten::V,kepti,煎
1233,braten::V,kepinti,煎
1234,umrühren::V,maišyti,搅拌
1235,umrühren::V,pamaišyti,搅拌
1236,stricken::V,megzti,织
1237,nähen::V,siūti,缝
1238,färben::V,dažyti,染色
1239,färben::V,nudažyti,染色
1240,reinigen::V,valyti,清洁
1241,reinigen::V,švarinti,清洁
1242,waschen::V,plauti,洗
1243,waschen::V,mazgoti,洗
1244,waschen::V,skalbti,洗
1245,abwischen::V,nušluostyti,擦掉
1246,spülen::V,plauti,清洗
1247,spülen::V,skalauti,清洗
1248,fegen::V,šluoti,扫
1249,kehren::V,šluoti,打扫
1250,baden::V,maudytis,给...洗澡
1251,sich waschen::V,praustis,洗澡
1252,ausziehen::V,numauti,脱
1253,ausziehen::V,nuvilkti,脱
1254,anziehen::V,mauti,穿
1255,anziehen::V,apsivilkti,穿
1256,sich anziehen::V,rengtis,穿衣
1257,sich anziehen::V,apsirengti,穿衣
1258,kämmen::V,šukuoti,梳
1259,schmücken::V,puošti,装饰
1260,schmücken::V,dabinti,装饰
1261,schmücken::V,gražinti,装饰
1262,sagen::V,tarti,说
1263,sprechen::V,kalbėti,说
1264,reden::V,šnekėti,讲
1265,sich unterhalten::V,kalbėtis,聊天
1266,sich unterhalten::V,šnekučiuotis,聊天
1267,fragen::V,klausti,问
1268,bitten::V,prašyti,请
1269,erzählen::V,pasakoti,叙述
1270,mitteilen::V,skelbti,通知
1271,mitteilen::V,pranešti,通知
1272,nennen::V,vadinti,叫做
1273,nennen::V,vardyti,叫做
1274,rufen::V,šaukti,叫
1275,rufen::V,kviesti,叫
1276,prahlen::V,girtis,吹牛
1277,übersetzen::V,versti,翻译
1278,übersetzen::V,išversti,翻译
1279,denken::V,galvoti,想
1280,glauben::V,manyti,以为
1281,glauben::V,tikėti,以为
1282,bemerken::V,pamatyti,发觉
1283,bemerken::V,pastebėti,发觉
1284,erkennen::V,pažinti,识别
1285,erkennen::V,atpažinti,识别
1286,begreifen::V,suvokti,理解
1287,verstehen::V,suprasti,明白
1288,lernen::V,mokytis,学
1289,wissen::V,žinoti,知道
1290,sich erinnern an::V,prisiminti,回忆
1291,vergessen::V,užmiršti,忘记
1292,messen::V,matuoti,测量
1293,zählen::V,skaičiuoti,数
1294,rechnen::V,skaičiuoti,计算
1295,lesen::V,skaityti,读
1296,malen::V,tapyti,画
1297,zeichnen::V,piešti,绘制
1298,zeichnen::V,žymėti,绘制
1299,zeichnen::V,braižyti,绘制
1300,schreiben::V,rašyti,写
1301,besitzen::V,turėti,占有
1302,kaufen::V,pirkti,买
1303,verkaufen::V,parduoti,卖
1304,bezahlen::V,apmokėti,付钱
1305,zahlen::V,mokėti,支付
1306,beherrschen::V,valdyti,统治
1307,ertragen::V,kę̃sti,忍耐
1308,ertragen::V,pakelti,忍耐
1309,ertragen::V,iškę̃sti,忍耐
