,Concept_ID,ru,sah
491,Schaden::N,вред,хоромньу
492,Unglück::N,беда,алдьархай
493,Schuld::N,вина,буруй
494,Alter::N,возраст,саас
495,Schluss::N,окончание,тиһэх
496,Zeit::N,время,бириэмэ
497,Tag::N,день,күн
498,Morgen::N,утро,сарсыарда
499,Mittag::N,полдень,күн ортото
500,Abend::N,вечер,киэһэ
501,Nacht::N,ночь,түүн
502,Woche::N,неделя,нэдиэлэ
503,Monat::N,месяц,ый
504,Jahr::N,год,сыл
505,Jahr::N,год,дьыл
506,Frühling::N,весна,саас
507,Sommer::N,лето,сайын
508,Herbst::N,осень,күһүн
509,Winter::N,зима,кыһын
510,Januar::N,январь,тохсунньу
511,Februar::N,февраль,олунньу
512,März::N,март,кулун тутар
513,April::N,апрель,муус устар ый
514,Mai::N,май,ыам ыйа
515,Juni::N,июнь,бэс ыйа
516,Juli::N,июль,от ыйа
517,August::N,август,атырдьах ыйа
518,September::N,сентябрь,балаҕан ыйа
519,Oktober::N,октябрь,алтынньы
520,November::N,ноябрь,сэтинньи
521,Dezember::N,декабрь,ахсынньы
522,Montag::N,понедельник,бэнидиэнньик
523,Dienstag::N,вторник,оптуорунньук
524,Mittwoch::N,среда,сэрэдэ
525,Donnerstag::N,четверг,чэппиэр
526,Freitag::N,пятница,бээтинсэ
527,Samstag::N,суббота,субуота
528,Sonntag::N,воскресенье,баскыһыанньа
529,groß::A,большой,бөдөҥ
530,groß::A,большой,улахан
531,klein::A,маленький,кыр
532,lang::A,длинный,уһун
533,kurz::A,короткий,кылгас
534,breit::A,широкий,кэтит
535,schmal::A,узкий,кыараҕас
536,dicht::A,густой,хойуу
537,dick[Gegenstand]::A,толстый,суон
538,dick[Gegenstand]::A,толстый,хойуу
539,dünn::A,тонкий,чараас
540,fein::A,тонкий,бытархай
541,fein::A,тонкий,синньигес
542,fest::A,крепкий,бөҕө
543,fest::A,крепкий,кытаанах
544,flach::A,плоский,хаптаҕай
545,glatt::A,гладкий,кылааккай
546,hart::A,твердый,хатан
547,hart::A,твердый,кытаанах
548,weich::A,мягкий,сымнаҕас
549,rund::A,круглый,төгүрүк
550,spitz::A,остроконечный,сытыы
551,spitz::A,остроконечный,уһуктаах
552,scharf::A,острый,сытыы
553,stumpf::A,тупой,сыппах
554,schwer::A,тяжелый,ыарахан
555,schön::A,красивый,кыраһыабай
556,heiß::A,жаркий,итии
557,warm::A,теплый,ичигэс
558,kalt::A,холодный,тымныы
559,kühl::A,прохладный,сөрүүн
560,frisch::A,свежий,ыраас
561,frisch::A,свежий,сөрүүн
562,frisch::A,свежий,тымныы
563,feucht::A,влажный,сииктээх
564,nass::A,мокрый,инчэҕэй
565,trocken::A,сухой,кураан
566,voll::A,полный,толору
567,voll::A,наполненный,толору
568,leer::A,пустой,иччитэх
569,offen::A,открытый,аһаҕас
570,geschlossen::A,закрытый,бүтэй
571,sauber::A,чистый,сэбэр
572,schmutzig::A,грязный,кирдээх
573,roh::A,сырой,сиикэй
574,reif::A,зрелый,буспут
575,reif::A,зрелый,сиппит-хоппут
576,lecker::A,вкусный,минньигэс
577,süß::A,сладкий,минньигэс
578,bitter::A,горький,аһыы
579,sauer::A,кислый,аһыы
580,hell::A,светлый,сырдык
581,dunkel::A,темный,хараҥа
582,schwarz::A,черный,хара
583,weiß::A,белый,үрүҥ
584,weiß::A,белый,маҥан
585,rot::A,красный,кыһыл
586,gelb::A,желтый,саһархай
587,blau::A,синий,күөх
588,grün::A,зеленый,күөх
589,grün::A,зеленый,от күөҕэ
590,grau::A,серый,сиэрэй
591,bunt::A,пестрый,эриэн
592,billig::A,дешевый,чэпчэки
593,teuer::A,дорогой,сыаналаах
594,wertvoll::A,ценный,сыаналаах
595,blind::A,слепой,хараҕа суох
596,taub::A,глухой,дьүлэй
597,kräftig::A,могучий,модун
598,stark::A,сильный,күүстээх
599,schwach::A,слабый,мөлтөх
600,fett::A,жирный,эмис
601,schlank::A,стройный,дьылҕан
602,schlank::A,стройный,дьыпсаҕай
603,hübsch::A,прелестный,олус кэрэ
604,hübsch::A,прелестный,көрүөхтэн үчүгэй
605,böse::A,злой,өһүөннээх
606,dumm::A,глупый,акаары
607,faul::A,ленивый,нэс
608,fleißig::A,прилежный,кыһамньылаах
609,geizig::A,жадный,иҥсэлээх
610,klug::A,умный,өйдөөх
611,geschickt::A,искусный,наһаа дьоҕурдаах
612,lieb::A,милый,тапталлаах
613,lustig::A,веселый,көрдөөх
614,sanft::A,нежный,намчы
615,sanft::A,нежный,сымнаҕас
616,hungrig::A,голодный,аччык
617,krank::A,больной,ыалдьар
618,nackt::A,голый,сыгынньах
619,traurig::A,грустный,санаарҕабыллаах
620,lebendig::A,живой,тыыннаах
621,gut::A,хороший,үтүө
622,gut::A,хороший,үчүгэй
623,schlecht::A,плохой,куһаҕан
624,richtig::A,правильный,сөп
625,schlimm::A,отвратительный,сидьиҥ
626,schlimm::A,отвратительный,быдьар
627,schlimm::A,мерзкий,сидьиҥ
628,schlimm::A,мерзкий,быдьар
629,wahr::A,настоящий,кырдьык
630,alt::A,старый,былыргы
631,neu::A,новый,саҥа
632,ehemalig::A,бывший,урукку
633,alt[Lebewesen]::A,пожилой,кырдьаҕас
634,jung::A,молодой,эдэр
635,arm::A,бедный,дьадаҥы
636,reich::A,богатый,баай
637,bekannt::A,знакомый,билэр
638,berühmt::A,знаменитый,аатырбыт
639,fremd::A,чужой,атын
640,verschieden::A,разный,араас
641,nah::A,близкий,чугас
642,fern::A,далекий,ыраах
643,linker::A,левый,хаҥас
644,rechter::A,правый,уҥа
645,anderer::A,другой,атын
646,erster::A,первый,маҥнайгы
647,zweiter::A,второй,иккис
648,dritter::A,третий,үһүс
649,letzter::A,последний,тиһэх
650,allein::ADV,один,соҕотох
651,auf einmal::ADV,сразу,биирдэ
652,zusammen::ADV,вместе,холбуу
653,lange::ADV,долго,уһуннук
654,plötzlich::ADV,вдруг,эмискэ
655,sofort::ADV,тотчас,тута
656,später::ADV,позже,хойут
657,jetzt::ADV,сейчас,билигин
658,heute::ADV,сегодня,бүгүн
659,morgen::ADV,завтра,сарсын
660,bald::ADV,скоро,өтөр
661,dann::ADV,потом,кэнна
662,gestern::ADV,вчера,бэҕэһээ
663,einst::ADV,однажды,биир төгүл
664,einst::ADV,однажды,арай биирдэ
665,damals::ADV,тогда,оччоҕо
666,danach::ADV,затем,аары
667,danach::ADV,затем,ол кэнниттэн
668,vorher::ADV,раньше,урут
669,zuerst::ADV,сперва,маҥнай
670,einmal::ADV,раз,биирдэ
671,manchmal::ADV,иногда,арыт
672,oft::ADV,часто,чаастатык
673,immer::ADV,всегда,мэлдьи
674,niemals::ADV,никогда,хаһан да
675,hier::ADV,здесь,маныаха
676,hierhin::ADV,сюда,бэттэх
677,von hier::ADV,отсюда,мантан
678,dort::ADV,там,онно
679,dorthin::ADV,туда,онно
680,geradeaus::ADV,прямо,быһа
681,geradeaus::ADV,прямо,быһаччы
682,vorwärts::ADV,вперед,инники
683,rückwärts::ADV,назад,төттөру
684,zurück::ADV,обратно,төттөрү
685,unten::ADV,внизу,аллара
686,hinab::ADV,вниз,аллара
687,oben::ADV,наверху,үөһэ
688,hinauf::ADV,вверх,өрө
689,hinauf::ADV,вверх,үөһэ
690,überall::ADV,везде,бэйдиэ
691,nicht::ADV,не,буолбатах
692,ein wenig::ADV,немного,кыратык
693,kaum::ADV,едва,нэһиилэ
694,sehr::ADV,очень,бэрт
695,sehr::ADV,очень,наһаа
696,so::ADV,так,оччо
697,so::ADV,так,оннук
698,noch::ADV,еще,өссө
699,nur::ADV,только,эрэ
700,nur::ADV,только,сыччах
701,schon::ADV,уже,бэлиэр
702,wieder::ADV,опять,эмиэ
703,vergebens::ADV,напрасно,таак
704,vor::PRP,перед,иннигэр
705,hinter::PRP,за,кэлин
706,hinter::PRP,позади,кэлин
707,unter::PRP,под,-ҕа
708,unter::PRP,под,оһох түгэҕэ
709,durch::PRP,сквозь,курдары
710,neben::PRP,возле,аттыгар
711,zwischen::PRP,между,ыккардынан
712,wegen::PRP,из-за,уҥуортан
713,dies::PRN,это,ити
714,dies::PRN,это,бу
715,das::PRN,то,били
716,alles::PRN,все,барыта
717,ich::PRN,я,мин
718,du::PRN,ты,эн
719,er::PRN,он,кнни
720,wir::PRN,мы,биһиги
721,ihr::PRN,вы,эһиги
722,sie::PRN,они,кинилэр
723,was::FPRN,что,туох
724,wer::FPRN,кто,ким
725,wo::FADV,где,ханна
726,wohin::FADV,куда,ханна
727,wie::FADV,как,хайдах
728,warum::FADV,почему,тоҕо
729,wieviel::FNUM,сколько,төһө
730,eins::NUM,один,биир
731,zwei::NUM,два,икки
732,drei::NUM,три,үс
733,vier::NUM,четыре,түөрт
734,fünf::NUM,пять,биэс
735,sechs::NUM,шесть,алта
736,sieben::NUM,семь,сэттэ
737,acht::NUM,восемь,аҕыс
738,neun::NUM,девять,тоҕус
739,zehn::NUM,десять,уон
740,elf::NUM,одиннадцать,уон биир
741,zwölf::NUM,двенадцать,уон икки
742,zwanzig::NUM,двадцать,сүүрбэ
743,dreißig::NUM,тридцать,отут
744,vierzig::NUM,сорок,түөрт уон
745,fünfzig::NUM,пятьдесят,биэс уон
746,sechzig::NUM,шестьдесят,алта уон
747,siebzig::NUM,семьдесят,сэттэ уон
748,achtzig::NUM,восемьдесят,аҕыс уон
749,neunzig::NUM,девяносто,тоҕус уонус
750,hundert::NUM,сто,сүүс
751,tausend::NUM,тысяча,тыһыынча
752,und::CNJ,и,да
753,und::CNJ,и,уонна
754,und::CNJ,и,итиэннэ
755,oder::CNJ,или,эбэтэр
756,oder::CNJ,либо,эбэтэр
757,stehen::V,стоять,тур
758,sitzen::V,сидеть,олор
759,liegen::V,лежать,сыт
760,hängen::V,висеть,санньылый
761,werden::V,стать,буол
762,passieren::V,случиться,буол
763,beginnen::V,начаться,саҕалан
764,enden::V,кончиться,бүт
765,wechseln::V,меняться,уларый
766,aufgehen[Sonne]::V,взойти,ой
767,untergehen[Sonne]::V,зайти,киир
768,scheinen[Sonne]::V,светить,сырдат
769,donnern::V,греметь,эт
770,wehen::V,дуть,үр
771,strömen::V,литься,кутулун
772,fließen::V,течь,сүүр
773,sich drehen::V,вращаться,эргий
774,schwanken::V,колебаться,биэтэҥнээ
775,schwingen::V,качаться,эйэҥнээ
776,fallen::V,падать,оҕут
777,brennen::V,гореть,умай
778,rauchen::V,дымить,буруолаа
779,regnen::V,дождить,самыырдаа
780,gefrieren::V,замерзнуть,тоҥ
781,tauen::V,таять,ир
782,schmelzen::V,плавиться,уулун
783,trocknen::V,сохнуть,куур
784,sieden::V,кипеть,оргуй
785,faulen::V,гнить,сытый
