,Concept_ID,ps,bg
156,Feder::N,بڼکه,перо
157,Fell::N,پوستکی,кожа
158,Flügel::N,وزر,крило
159,Klaue::N,پنجه,нокът
160,Klaue::N,منګول,нокът
161,Kralle::N,پنجه,нокът
162,Kralle::N,منګول,нокът
163,Schwanz::N,لکۍ,опашка
164,Ei::N,وۍ,яйце
165,Ei::N,هګۍ,яйце
166,Nest::N,جاله,гнездо
167,Bau::N,کاز,дупка
168,Tier::N,ژوی,животно
169,Tier::N,حیوان,животно
170,Herde::N,رمه,стадо
171,Herde::N,غېله,стадо
172,Kuh::N,غوا,крава
173,Bulle::N,غوئی,бик
174,Pferd::N,آس,кон
175,Schaf::N,پسه,овца
176,Schwein::N,سرکوزی,свиня
177,Hund::N,سپی,куче
178,Katze::N,پشه,котка
179,Bär::N,خرس,мечка
180,Eichhörnchen::N,خړ لمی,катерица
181,Elch::N,ګوزن,лос
182,Fuchs::N,سپلم,лисица
183,Hase::N,سوی,заек
184,Maus::N,مږک,мишка
185,Wolf::N,لېوه,вълк
186,Vogel::N,مرغه,птица
187,Schwarm::N,سېل,рой
188,Schwarm::N,سېل,рояк
189,Huhn::N,چرګه,кокошка
190,Hahn::N,چرګ,петел
191,Gans::N,بته,гъска
192,Adler::N,عقاب,орел
193,Ente::N,ایلۍ,патица
194,Eule::N,ګونګی,сова
195,Kranich::N,کلنګ,жерав
196,Krähe::N,کارغه,врана
197,Kuckuck::N,فاخته,кукувица
198,Schwan::N,قو,лебед
199,Fisch::N,کب,риба
200,Fisch::N,ماهی,риба
201,Schlange[Tier]::N,مار,змия
202,Wurm::N,چینجی,червей
203,Spinne::N,غڼه,паяк
204,Spinne::N,تارکښ,паяк
205,Ameise::N,مېږی,мравка
206,Laus::N,سپږه,въшка
207,Mücke::N,ماشی,комар
208,Fliege::N,مچ,муха
209,Schmetterling::N,پتنګ,пеперуда
210,Beere::N,مېوۍ,плод
211,Apfel::N,مڼه,ябълка
212,Pilz::N,خرېړی,гъба
213,Zwiebel::N,پیاز,лук
214,Zwiebel::N,پیاز,кромид
215,Saat::N,تخم,семе
216,Korn::N,تخم,зърно
217,Korn::N,دانه,зърно
218,Heu::N,بوس,сено
219,Heu::N,پروړه,сено
220,Schale::N,پوستکی,кора
221,Grube::N,کنده,яма
222,Grube::N,کنده,дупка
223,Falle::N,دام,примка
224,Falle::N,لومه,примка
225,Schlinge::N,کړۍ,клуп
226,Spur::N,نښه,диря
227,Spur::N,نښه,следа
228,Asche::N,آس,пепел
229,Asche::N,ایره,пепел
230,Dreck::N,ناپاکي,кал
231,Eisen::N,اوسپنه,желязо
232,Gold::N,سره زر,злато
233,Silber::N,نقره,сребро
234,Silber::N,سپین زر,сребро
235,Kohle::N,سکور,въглища
236,Kohle::N,سکاره,въглища
237,Glas::N,ښيښه,стъкло
238,Lehm::N,خټه,глина
239,Sand::N,شګه,пясък
240,Mensch::N,انسان,човек
241,Mann::N,سړی,мъж
242,Mann::N,نارینه,мъж
243,Frau::N,ښځه,жена
244,Kind::N,بچی,дете
245,Kind::N,ماشوم,дете
246,Junge::N,هلک,момче
247,Mädchen::N,نجلۍ,момиче
248,Familie::N,کورنۍ,фамилия
249,Familie::N,کورنۍ,семейство
250,Großvater::N,بابا,дядо
251,Großmutter::N,انا,баба
252,Eltern::N,مور او پلار,родители
253,Vater::N,پلار,баща
254,Mutter::N,مور,майка
255,Sohn::N,زوی,син
256,Tochter::N,لور,дъщеря
257,Bruder::N,ورور,брат
258,Schwester::N,خور,сестра
259,Onkel::N,تره,чичо
260,Onkel::N,تره,вуйчо
261,Onkel::N,ماما,чичо
262,Onkel::N,ماما,вуйчо
263,Tante::N,خاله,леля
264,Ehemann::N,مېړه,съпруг
265,Ehefrau::N,مېرمن,съпруга
266,Freude::N,خوشحالي,радост
267,Gelächter::N,خندا,смях
268,Glück::N,بخت,щастие
269,Kummer::N,غم,тъга
270,Wunsch::N,هيله,желание
271,Wunsch::N,غوښتنه,желание
272,Lust::N,شوق,желание
273,Lust::N,مینه,желание
274,Geist::N,روح,дух
275,Gedanke::N,فکر,мисъл
276,Gedächtnis::N,یاد,памет
277,Gedächtnis::N,حافظه,памет
278,Verstand::N,عقل,ум
279,Verstand::N,عقل,разум
280,Verstand::N,شعور,ум
281,Verstand::N,شعور,разум
282,Sinn::N,معنی,смисъл
283,Grund::N,علت,причина
284,Grund::N,اساس,причина
285,Wahrheit::N,حقیقت,правда
286,Gespräch::N,مرکه,разговор
287,Gespräch::N,خبرې اترې,разговор
288,Märchen::N,افسانه,приказка
289,Erzählung::N,قصه,разказ
290,Erzählung::N,کیسه,разказ
291,Nachricht::N,خبر,вест
292,Nachricht::N,خبر,известие
293,Neuigkeit::N,نوی خبر,новина
294,Name::N,نوم,име
295,Rätsel::N,کیسۍ,гатанка
296,Rätsel::N,چیستان,гатанка
297,Rede::N,وینا,реч
298,Rede::N,وینا,слово
299,Sprache::N,ژبه,език
300,Stimme::N,غږ,глас
301,Stimme::N,اواز,глас
302,Wort::N,لغت,дума
303,Wort::N,کلمه,дума
304,Zeichen::N,نښه,знак
305,Zeichen::N,اشاره,знак
306,Ruf::N,ږغ,зов
307,Ruf::N,بلنه,зов
308,Lärm::N,غالمغال,шум
309,Lärm::N,غالمغال,глъчка
310,Laut::N,ږغ,звук
311,Ton::N,اواز,тон
312,Lied::N,غزله,песен
313,Lied::N,سندره,песен
314,Ruhe::N,ارامي,тишина
315,Ruhe::N,ارامي,спокойствие
316,Leute::N,خلک,хора
317,Volk::N,ولس,народ
318,Arbeit::N,کار,труд
319,Arbeit::N,کار,работа
320,Gast::N,مېلمه,гост
321,Geschenk::N,تحفه,дар
322,Geschenk::N,تحفه,подарък
323,Geschenk::N,سوغات,дар
324,Geschenk::N,سوغات,подарък
325,Spiel::N,لوبه,игра
326,Gesellschaft::N,ډله,общество
327,Hilfe::N,کومک,помощ
328,Hilfe::N,مرسته,помощ
329,Freund::N,ملګری,приятел
330,Kamerad::N,انډيوال,другар
331,Angelegenheit::N,موضوع,работа
332,Anzahl::N,شمېر,брой
333,Anzahl::N,شمېر,количество
334,Anzahl::N,تعداد,брой
335,Anzahl::N,تعداد,количество
336,Art::N,ډول,вид
337,Stück::N,ټوټه,къс
338,Stück::N,ټوټه,парче
339,Teil::N,برخه,дял
340,Teil::N,برخه,част
341,Hälfte::N,نیم,половина
342,Kreis::N,دایره,кръг
343,Kreuz::N,صلیب,кръст
344,Linie::N,خط,черта
345,Linie::N,لیکه,черта
346,Strich::N,کرښه,щрих
347,Strich::N,کرښه,черта
348,Abstand::N,فاصله,дистанция
349,Abstand::N,فاصله,разстояние
350,Entfernung::N,واټن,разстояние
351,Gegend::N,سیمه,местност
352,Gegend::N,منطقه,местност
353,Platz::N,ځای,място
354,Ort::N,ځای,място
355,Seite::N,مخ,страна
356,Seite::N,اړخ,страна
357,Mitte::N,وسط,среда
358,Mitte::N,مینځ,среда
359,Gegenstand::N,شی,предмет
360,Sache::N,شی,вещ
361,Sache::N,څيز,вещ
362,Rand::N,څنډه,ръб
363,Rand::N,کناره,ръб
364,Kante::N,اړخ,ръб
365,Kante::N,اړخ,кант
366,Ecke::N,ګوټ,ъгъл
367,Spitze::N,څوکه,връх
368,Spitze::N,څوکه,острие
369,Ende::N,څوکه,край
370,Loch::N,سوری,дупка
371,Winkel::N,کنج,кът
372,Winkel::N,کنج,ъгъл
373,Winkel::N,کوتی,кът
374,Winkel::N,کوتی,ъгъл
375,Muster::N,نمونه,десен
376,Muster::N,نمونه,образец
377,Größe::N,قد,големина
378,Größe::N,لويوالی,големина
379,Länge::N,طول,дължина
380,Länge::N,اوږد والی,дължина
381,Höhe::N,جګوالی,висота
382,Höhe::N,جګوالی,височина
383,Gewicht::N,وزن,тегло
384,Gewicht::N,وزن,тежест
385,Menge::N,اندازه,количество
386,Haufen::N,کوټه,куп
387,Haufen::N,کوټه,грамада
388,Reihe::N,صف,ред
389,Reihe::N,صف,редица
390,Reihe::N,کتار,ред
391,Reihe::N,کتار,редица
392,Boot::N,قايق,лодка
393,Ruder::N,چپه,весло
394,Ruder::N,چپه,гребло
395,Schlitten::N,ښویېدونی,шейна
396,Ski::N,سکي,ски
397,Lagerfeuer::N,اور,огнище
398,Last::N,بار,товар
399,Last::N,پېټی,товар
400,Gang::N,تګ,ход
401,Gang::N,تګ,вървеж
402,Schritt::N,ګام,стъпка
403,Norden::N,شمال,север
404,Süden::N,سوېل,юг
405,Westen::N,لوېدېځ,запад
406,Osten::N,شرق,изток
407,Osten::N,ختیځ,изток
408,Holz::N,لرګی,дърво
409,Brett::N,تخته,дъска
410,Platte::N,تخته,
411,Stütze::N,تکیوان,
412,Stange::N,ډاګه,прът
413,Stange::N,ډاګه,върлина
414,Stock::N,لرګی,прът
415,Stock::N,لرګی,тояга
416,Stab::N,چيخله,прът
417,Rohr::N,نل,цев
418,Rohr::N,نل,тръба
419,Haus::N,کور,къща
420,Heim::N,کور,дом
421,Ofen::N,تودنۍ,печка
422,Fußboden::N,غولی,под
423,Tisch::N,مېز,маса
424,Stuhl::N,چوکۍ,стол
425,Wiege::N,زانګو,люлка
426,Bett::N,کټ,легло
427,Bett::N,کټ,креват
428,Bett::N,چپرکټ,легло
429,Bett::N,چپرکټ,креват
430,Regal::N,تاخچۍ,рафт
431,Regal::N,تاخچۍ,етажерка
432,Kiste::N,صندوق,кутия
433,Kiste::N,صندوق,сандък
434,Fenster::N,کړکۍ,прозорец
435,Tür::N,دروازه,врата
436,Tor::N,دروازه,врата
437,Zaun::N,کټاره,ограда
438,Dach::N,بام,покрив
439,Leiter::N,زينه,стълба
440,Besen::N,جارو,метла
441,Spaten::N,یوم,лопата
442,Schaufel::N,بېلچه,лопата
443,Gabel::N,پنجه,вилица
444,Löffel::N,کاشوغه,лъжица
445,Messer::N,چاقو,нож
446,Nagel::N,ميخ,гвоздей
447,Netz::N,جال,мрежа
448,Haken::N,څنګک,кука
449,Haken::N,څنګک,закачалка
450,Griff::N,لاستی,ръчка
451,Griff::N,لاستی,дръжка
452,Schloss::N,کلپ,брава
453,Schloss::N,کلپ,ключалка
454,Bild::N,رسم,картина
455,Figur::N,قدوقامت,фигура
456,Puppe::N,ګوډۍ,кукла
457,Beutel::N,کڅوړه,кесия
458,Bündel::N,دسته,връзка
459,Tasche::N,بکس,чанта
460,Tasche::N,توبره,чанта
461,Eimer::N,سطل,кофа
462,Deckel::N,سرپوښ,капак
463,Deckel::N,سرپوښ,похлупак
464,Geschirr::N,لوښی,съдове
465,Sack::N,جوال,чувал
466,Tasse::N,پیاله,чаша
467,Topf::N,دېګی,гърне
468,Topf::N,دېګی,тенджера
469,Kessel::N,دېګ,котел
470,Essen::N,خوراک,ядене
471,Nahrung::N,خوراک,храна
472,Speise::N,خواړه,ястие
473,Fleisch::N,غوښه,месо
474,Getreide::N,غله,зърнено храни
475,Brei::N,اوګره,каша
476,Brot::N,ډوډۍ,хляб
477,Scheibe::N,مړۍ,резен
478,Fett::N,غوړي,мазнина
479,Butter::N,کوچ,масло
480,Öl::N,تېل,олио
481,Öl::N,تېل,оливия
482,Salz::N,مالګه,сол
483,Suppe::N,شوربا,супа
484,Honig::N,شات,мед
485,Milch::N,شوده,мляко
486,Tee::N,چای,чай
487,Leder::N,څرمن,кожа
488,Wolle::N,پشم,вълна
489,Stoff::N,ټوټه,плат
490,Stoff::N,ټوټه,материал
491,Nadel::N,ستن,игла
492,Faden::N,تار,конец
493,Knopf::N,تڼۍ,копче
494,Knopf::N,تکمه,копче
495,Knoten::N,غوټه,възел
496,Farbe::N,رنګ,боя
497,Kleidung::N,کالي,дрехи
498,Kleidung::N,کالي,облекло
499,Hemd::N,کميس,риза
500,Kragen::N,غاړه,яка
501,Ärmel::N,لستوڼی,ръкав
502,Hose::N,پطلون,панталони
503,Gürtel::N,کمربند,пояс
504,Gürtel::N,کمربند,колан
505,Mütze::N,خولۍ,каскет
506,Mütze::N,خولۍ,фуражка
507,Schuh::N,بوټ,обувка
508,Stiefel::N,موزه,ботуш
509,Ring::N,ګوته,пръстен
510,Band::N,فيته,лента
511,Band::N,فيته,връзка
512,Kamm::N,ګمنځ,гребен
513,Spiegel::N,ایینه,огледало
514,Spiegel::N,هنداره,огледало
515,Riemen::N,تسمه,каиш
516,Riemen::N,تسمه,ремък
517,Schnur::N,مزی,връв
518,Leine::N,رسۍ,връв
519,Leine::N,رسۍ,въже
520,Decke::N,بړستن,покривка
521,Kissen::N,بالښت,възглавница
522,Tuch::N,ټیکری,сукно
523,Handtuch::N,دسمال,пешкир
524,Handtuch::N,دسمال,кърпа за лице
525,Kraft::N,زور,мощ
526,Kraft::N,زور,сила
527,Kraft::N,توان,мощ
528,Kraft::N,توان,сила
529,Stärke::N,قوت,сила
530,Gesundheit::N,صحت,здраве
531,Gesundheit::N,روغتیا,здраве
532,Krankheit::N,مرض,болест
533,Krankheit::N,ناروغي,болест
534,Schmerz::N,درد,болка
535,Wunde::N,ټپ,рана
536,Wunde::N,زخم,рана
537,Fieber::N,تبه,треска
538,Fieber::N,تبه,температура
539,Arznei::N,دوا,лек
540,Arznei::N,دوا,лекарство
541,Arznei::N,دارو,лек
542,Arznei::N,دارو,лекарство
543,Brücke::N,پول,мост
544,Brunnen::N,څاه,чешма
545,Brunnen::N,څاه,кладенец
546,Brunnen::N,کوهی,чешма
547,Brunnen::N,کوهی,кладенец
548,Weide::N,وله,паша
549,Weide::N,وله,пасище
550,Pfad::N,تړه,пътека
551,Weg::N,لیار,път
552,Straße::N,سړک,шосе
553,Dorf::N,کلی,село
554,Stadt::N,ښار,град
555,Brief::N,لیک,писмо
556,Brief::N,مکتوب,писмо
557,Buch::N,کتاب,книга
558,Buchstabe::N,حرف,буква
559,Buchstabe::N,توری,буква
560,Zeitung::N,اخبار,вестник
561,Leben::N,ژوند,живот
562,Tod::N,مرګ,смърт
563,Tod::N,مړینه,смърт
564,Grab::N,قبر,гроб
565,Grab::N,ډورۍ,гроб
566,Kirche::N,کلیسا,църква
567,Sünde::N,ګناه,грях
568,Gott::N,خدای,бог
569,Arbeiter::N,کاریګر,работник
570,Chef::N,آمر,шеф
571,Chef::N,آمر,началник
572,Meister::N,استاد,майстор
573,Arzt::N,طبیب,лекар
574,Arzt::N,ډاکټر,лекар
575,Lehrer::N,معلم,учител
576,Lehrer::N,ښوونکی,учител
577,Geld::N,پیسې,пари
578,Geschäft::N,سوداګري,сделка
579,Laden::N,دکان,дюкян
580,Laden::N,دکان,магазин
581,Laden::N,مغازه,дюкян
582,Laden::N,مغازه,магазин
583,Preis::N,بیه,цена
584,Ware::N,مال,стока
585,Nutzen::N,ګټه,полза
586,Nutzen::N,ګټه,облага
587,Reichtum::N,شتمني,богатство
588,Welt::N,نړۍ,свят
589,Welt::N,دنیا,свят
590,Land::N,هېواد,страна
591,Staat::N,دولت,щат
592,Staat::N,دولت,държава
593,König::N,باچا,крал
594,König::N,پادشاه,крал
595,Macht::N,قدرت,мощ
596,Macht::N,قدرت,власт
597,Grenze::N,حد,граница
598,Grenze::N,سرحد,граница
599,Krieg::N,جګړه,война
600,Feind::N,دښمن,враг
601,Feind::N,دښمن,неприятел
602,Gewalt::N,زور,сила
603,Gewalt::N,زور,насилие
604,Gewalt::N,تشدد,сила
605,Gewalt::N,تشدد,насилие
606,Kampf::N,جنګ,борба
607,Kampf::N,جنګ,сражение
608,Kampf::N,مبارزه,борба
609,Kampf::N,مبارزه,сражение
610,Bogen[Waffe]::N,لیندۍ,лък
611,Pfeil::N,غشی,стрела
612,Gewehr::N,ټوپک,пушка
613,Fehler::N,خطا,грешка
614,Fehler::N,غلطي,грешка
615,Lüge::N,دروغ,лъжа
616,Schaden::N,زیان,повреда
617,Schaden::N,تاوان,повреда
618,Unglück::N,بدبختي,нещастие
619,Schuld::N,ګناه,вина
620,Alter::N,منګ,възраст
621,Schluss::N,اخر,край
622,Zeit::N,وخت,време
623,Tag::N,ورځ,ден
624,Morgen::N,سبا,утро
625,Morgen::N,سبا,сутрин
626,Morgen::N,سهار,утро
627,Morgen::N,سهار,сутрин
628,Mittag::N,غرمه,обед
629,Mittag::N,غرمه,пладне
630,Abend::N,ماښام,вечер
631,Nacht::N,شپه,нощ
632,Woche::N,اونۍ,седмица
633,Monat::N,مياشت,месец
634,Jahr::N,کال,година
635,Frühling::N,پسرلی,пролет
636,Sommer::N,دوبی,лято
637,Herbst::N,منی,есен
638,Herbst::N,خزان,есен
639,Winter::N,ژمی,зима
640,Januar::N,جنوري,януари
641,Februar::N,فبروري,февруари
642,März::N,مارچ,март
643,April::N,اپریل,април
644,Mai::N,مې,май
645,Juni::N,جون,юни
646,Juli::N,جولای,юли
647,August::N,اګست,август
648,September::N,سپټامبر,септември
649,Oktober::N,اکتوبر,октомври
650,November::N,نومبر,ноември
651,Dezember::N,دسمبر,декември
652,Montag::N,دوشنبه,понеделник
653,Dienstag::N,سه شنبه,вторник
654,Mittwoch::N,چارشنبه,сряда
655,Donnerstag::N,پنجشنبه,четвъртък
656,Freitag::N,جمعه,петък
657,Samstag::N,خالي,събота
658,Sonntag::N,یکشنبه,неделя
659,groß::A,لوی,едър
660,groß::A,لوی,голям
661,klein::A,وړوکی,малък
662,klein::A,وړوکی,дребен
663,lang::A,اوړد,дълъг
664,kurz::A,لنډ,къс
665,breit::A,پراخه,широк
666,schmal::A,تنګ,тесен
667,dicht::A,ګڼ,гъст
668,dick[Gegenstand]::A,پنډ,дебел
669,dünn::A,نری,тънък
670,fein::A,نازک,фин
671,fein::A,نازک,тънък
672,fest::A,کلک,твърд
673,fest::A,کلک,плътен
674,fest::A,ټینګ,твърд
675,fest::A,ټینګ,плътен
676,flach::A,هوار,равен
677,flach::A,هوار,плосък
678,glatt::A,ښوی,гладък
679,hart::A,کلک,твърд
680,hart::A,کلک,корав
681,weich::A,نرم,мек
682,weich::A,پوست,мек
683,rund::A,ګرد,кръгъл
684,spitz::A,تېره,островръх
685,scharf::A,تېز,остър
686,scharf::A,تېره,остър
687,stumpf::A,پڅ,тъп
688,schwer::A,دروند,тежък
689,schön::A,ښکلی,хубав
690,schön::A,ښکلی,красив
691,heiß::A,تود,жарък
692,warm::A,تود,топъл
693,kalt::A,ېخ,студен
694,kalt::A,سوړ,студен
695,kühl::A,ېخ,хладен
696,kühl::A,سوړ,хладен
697,frisch::A,تازه,свеж
698,feucht::A,مرطوب,влажен
699,nass::A,لوند,мокър
700,trocken::A,وچ,сух
701,voll::A,ډک,пълен
702,leer::A,خالی,празен
703,offen::A,خلاص,откровен
704,offen::A,پرانیستی,откровен
705,geschlossen::A,تړلی,закрит
706,geschlossen::A,تړلی,затворен
707,sauber::A,پاک,чист
708,schmutzig::A,چټل,мръсен
709,roh::A,خام,суров
710,reif::A,پوخ,зрял
711,reif::A,رسېدلی,зрял
712,lecker::A,خوندور,вкусен
713,lecker::A,مزه دار,вкусен
714,süß::A,خوږ,сладък
715,süß::A,شیرین,сладък
716,bitter::A,تریخ,горчив
717,sauer::A,ټاک,кисел
718,sauer::A,تريو,кисел
719,hell::A,روڼ,ясен
720,hell::A,روڼ,светъл
721,hell::A,روښان,ясен
722,hell::A,روښان,светъл
723,dunkel::A,تیاره,тъмен
724,schwarz::A,تور,черен
725,weiß::A,سپين,бял
726,rot::A,سور,червен
727,gelb::A,زېړ,жълт
728,blau::A,شین,син
729,blau::A,اسماني رنګه,син
730,grün::A,زرغون,зелен
731,grau::A,خړ,сив
732,bunt::A,رنګارنګ,шарен
733,bunt::A,رنګارنګ,пъстър
734,billig::A,ارزان,евтин
735,teuer::A,ګران,скъп
736,wertvoll::A,قیمتي,ценен
737,blind::A,ړوند,сляп
738,taub::A,کوڼ,глух
739,kräftig::A,قوی,силен
740,stark::A,قوی,здрав
741,stark::A,قوی,силен
742,stark::A,تکړه,здрав
743,stark::A,تکړه,силен
744,schwach::A,ضعیف,слаб
745,schwach::A,کمزوری,слаб
746,fett::A,چاغ,тлъст
747,schlank::A,خوش اندام,тънък
748,schlank::A,خوش اندام,строен
749,hübsch::A,ښکلی,хубав
750,hübsch::A,ښایسته,хубав
751,böse::A,شریر,зъл
752,böse::A,قهرناک,зъл
753,dumm::A,احمق,глупав
754,faul::A,لټ,ленив
755,faul::A,لټ,мързелив
756,faul::A,تنبل,ленив
757,faul::A,تنبل,мързелив
758,fleißig::A,زحمت کښ,прилежен
759,geizig::A,بخیل,скъпернически
760,klug::A,عاقل,умен
761,klug::A,عاقل,разумен
762,klug::A,هوښیار,умен
763,klug::A,هوښیار,разумен
764,geschickt::A,ماهر,умел
765,geschickt::A,ماهر,сръчен
766,lieb::A,عزیز,мил
767,lieb::A,عزیز,драг
768,lieb::A,محبوب,мил
769,lieb::A,محبوب,драг
770,lustig::A,خوشحال,весел
771,sanft::A,پوست,нежен
772,sanft::A,پوست,кротък
773,sanft::A,ملایم,нежен
774,sanft::A,ملایم,кротък
775,hungrig::A,وږی,гладен
776,krank::A,مريض,болен
777,krank::A,ناروغ,болен
778,nackt::A,لوڅ,гол
779,traurig::A,غمجن,тъжен
780,traurig::A,غمجن,печален
781,lebendig::A,ژوندی,жив
782,gut::A,ښه,добър
783,schlecht::A,بد,лош
784,schlecht::A,خراب,лош
785,richtig::A,سم,правилен
786,richtig::A,صحیح,правилен
787,schlimm::A,بد,лош
788,schlimm::A,مخوف,лош
789,wahr::A,واقعي,верен
790,wahr::A,واقعي,истински
791,alt::A,زوړ,стар
792,alt::A,زوړ,древен
793,neu::A,نوی,нов
794,ehemalig::A,پخوانی,бивш
795,alt[Lebewesen]::A,زوړ,стар
796,jung::A,ځوان,млад
797,arm::A,غریب,беден
798,arm::A,بې وزله,беден
799,reich::A,شتمن,богат
800,reich::A,دولتمند,богат
801,bekannt::A,اشنا,познат
802,bekannt::A,اشنا,известен
803,berühmt::A,مشهور,почут
804,berühmt::A,مشهور,известен
805,fremd::A,پردی,чужд
806,fremd::A,بېګانه,чужд
807,verschieden::A,مختلف,разен
808,verschieden::A,مختلف,различен
809,nah::A,نژدې,близък
810,fern::A,لیری,далечен
811,linker::A,چپ,ляв
812,linker::A,کیڼ,ляв
813,rechter::A,ښی,прав
814,anderer::A,بل,друг
815,erster::A,لومړی,пръв
816,erster::A,لومړی,първи
817,zweiter::A,دوهم,втори
818,dritter::A,درېم,трети
819,letzter::A,آخرنی,последен
820,letzter::A,وروستی,последен
