,Concept_ID,kk,ce
427,Griff::N,тұтқа,
428,Schloss::N,құлып,чӏега
429,Schloss::N,бекіткіш,чӏега
430,Bild::N,сурет,сурт
431,Figur::N,тұлға,
432,Puppe::N,қуыршақ,тайниг
433,Beutel::N,қапшық,гали
434,Bündel::N,байлам,кочар
435,Tasche::N,дорба,тӏоьрмиг
436,Eimer::N,шелек,чийлик
437,Deckel::N,жапқыш,негӏар
438,Geschirr::N,ыдыс,пхьегӏа
439,Sack::N,қап,гали
440,Tasse::N,шыныаяқ,кад
441,Topf::N,кәстрөл,яй
442,Kessel::N,қазан,яй
443,Essen::N,ас,юург
444,Nahrung::N,ас,кхача
445,Nahrung::N,тамақ,кхача
446,Speise::N,тағам,юург
447,Fleisch::N,ет,жижиг
448,Getreide::N,дәнді,буьртиг
449,Brei::N,ботқа,xудар
450,Brot::N,күлше,бепиг
451,Brot::N,күлше,кхаллар
452,Scheibe::N,тілім,цастар
453,Fett::N,май,мохь
454,Butter::N,май,налха
455,Öl::N,май,даьтта
456,Salz::N,тұз,туьха
457,Suppe::N,көже,чорпа
458,Honig::N,бал,моз
459,Milch::N,сүт,шура
460,Tee::N,шай,чай
461,Leder::N,көн,цӏока
462,Wolle::N,жүн,тӏapгӏa
463,Stoff::N,мата,кӏади
464,Stoff::N,кездеме,кӏади
465,Nadel::N,ине,маха
466,Faden::N,жіп,тай
467,Knopf::N,түйме,нуьйда
468,Knoten::N,түйін,шад
469,Farbe::N,рең,сир
470,Farbe::N,рең,басар
471,Kleidung::N,киім,бедар
472,Hemd::N,жейде,коч
473,Kragen::N,жаға,кач
474,Ärmel::N,жең,пхьош
475,Hose::N,шалбар,хеча
476,Gürtel::N,белбеу,доьхка
477,Mütze::N,қалпақ,куй
478,Schuh::N,кебіс,мача
479,Stiefel::N,етік,этка
480,Ring::N,жүзік,чӏуг
481,Band::N,таспа,лента
482,Kamm::N,тарақ,ехк
483,Spiegel::N,айна,куьзга
484,Riemen::N,қайыс,доьхка
485,Schnur::N,жіп,муш
486,Leine::N,тізгін,кочатосу доьхка
487,Decke::N,көрпе,юргӏа
488,Kissen::N,жастық,гIайба
489,Tuch::N,орамал,исхар
490,Handtuch::N,сүлгі,гата
491,Kraft::N,қуат,гӏора
492,Kraft::N,қарқын,гӏора
493,Kraft::N,әл-шама,гӏора
494,Kraft::N,әл-дәрмен,гӏора
495,Stärke::N,әл,гӏап
496,Stärke::N,күш,гӏап
497,Gesundheit::N,денсаулык,могашалла
498,Krankheit::N,ауру,цамгар
499,Schmerz::N,ауру,лазар
500,Wunde::N,зақым,чов
501,Wunde::N,жарақат,чов
502,Fieber::N,безгек,xорша
503,Fieber::N,қалтырау,xорша
504,Fieber::N,қызу көтерілуі,xорша
505,Arznei::N,дәрі,молха
506,Arznei::N,дәрі-дәрмек,молха
507,Brücke::N,көпір,тӏай
508,Brunnen::N,құдық,гӏу
509,Weide::N,өріс,дак
510,Weide::N,жайылым,дак
511,Pfad::N,жол,тача
512,Weg::N,жол,некъ
513,Straße::N,жол,урам
514,Dorf::N,ауыл,юрт
515,Stadt::N,қала,гӏала
516,Stadt::N,шаһар,гӏала
517,Brief::N,хат,кехат
518,Brief::N,жазу,кехат
519,Buch::N,кітап,жайна
520,Buchstabe::N,әріп,элп
521,Buchstabe::N,қаріп,элп
522,Zeitung::N,газет,газет
523,Leben::N,өмір,дахар
524,Leben::N,тіршілік,дахар
525,Tod::N,опат,далар
526,Tod::N,опат,ӏожалла
527,Grab::N,мола,каш
528,Grab::N,мазар,каш
529,Kirche::N,шіркеу,килс
530,Sünde::N,күнә,къа
531,Gott::N,алла,дела
532,Gott::N,құдай,дела
533,Gott::N,тәңірі,дела
534,Gott::N,пәруардігер,дела
535,Gott::N,жаратқан тәңірі,дела
536,Arbeiter::N,жүмысшы,белхало
537,Chef::N,басшы,хьаькам
538,Chef::N,жұмыс басқарушысы,хьаькам
539,Meister::N,шебер,говзанча
540,Meister::N,өнерпаз,говзанча
541,Arzt::N,дәрігер,лор
542,Lehrer::N,мұғалім,хьехархо
543,Geld::N,пұл,aхча
544,Geschäft::N,бизнес,туька
545,Laden::N,дүкен,туька
546,Preis::N,ақы,мах
547,Preis::N,құны,мах
548,Preis::N,нарық,мах
549,Ware::N,тауар,хlума
550,Nutzen::N,пайда,пайда
551,Reichtum::N,бақ-дәулет,хьал
552,Welt::N,әлем,дуьне
553,Welt::N,жиһан,дуьне
554,Land::N,аймақ,мохк
555,Staat::N,мемлекет,пачхьалкх
556,König::N,патша,паччахь
557,Macht::N,өкімет,ӏедал
558,Macht::N,қожалық,ӏедал
559,Grenze::N,шек,доза
560,Krieg::N,соғыс,тӏом
561,Feind::N,жау,мостагӏ
562,Feind::N,дұшпан,мостагӏ
563,Gewalt::N,зорлык,гӏело
564,Gewalt::N,зорлық-зомбылык,гӏело
565,Kampf::N,күрес,къийсам
566,Kampf::N,алыспақ,къийсам
567,Bogen[Waffe]::N,саржа,
568,Pfeil::N,жебе,пха
569,Gewehr::N,қару,топ
570,Fehler::N,әбес,гӏалат
571,Fehler::N,қаталық,гӏалат
572,Lüge::N,өтірік,аьшпаш
573,Schaden::N,зиян,зен
574,Schaden::N,зарар,зен
575,Unglück::N,пәле,бала
576,Unglück::N,қасырет,бала
577,Unglück::N,ауыртпалық,бала
578,Schuld::N,айыптылық,бехк
579,Alter::N,жас,хан
580,Alter::N,жас шамасы,хан
581,Schluss::N,ада,чакхе
582,Schluss::N,бітуі,чакхе
583,Zeit::N,уақыт,хан
584,Tag::N,күн,де
585,Morgen::N,таң,ӏуьйре
586,Morgen::N,таңертең,ӏуьйре
587,Mittag::N,талтүс,делкъе
588,Abend::N,кеш,суьйре
589,Nacht::N,түн,буьйса
590,Woche::N,апта,кӏира
591,Monat::N,ай,бутт
592,Jahr::N,жыл,шо
593,Frühling::N,көктем,бӏаьсте
594,Sommer::N,жаз,аьхке
595,Herbst::N,күз,гуьйре
596,Winter::N,қыс,ӏа
597,Januar::N,каңтар,январь
598,Februar::N,ақпан,февраль
599,März::N,наурыз,март
600,April::N,сәуір,апрель
601,Mai::N,мамыр,май
602,Juni::N,маусым,июнь
603,Juli::N,шілде,июль
604,August::N,сүмбіле,август
605,August::N,тамыз,август
606,September::N,қыркүйек,сентябрь
607,Oktober::N,ақырап,октябрь
608,November::N,қараша,ноябрь
609,Dezember::N,желтоқсан,декабрь
610,Montag::N,дүйсенбі,оршот
611,Dienstag::N,сейсенбі,шинара
612,Mittwoch::N,сәрсенбі,кхаара
613,Donnerstag::N,бейсенбі,еара
614,Freitag::N,жұма,пӏераска
615,Samstag::N,сенбі,шот
616,Sonntag::N,жексембі,кӏиранде
617,groß::A,алпамсадай,доккха
618,klein::A,кішкене,кегий
619,klein::A,қарғадай,кегий
620,lang::A,сопақ,еха
621,lang::A,сорайған,еха
622,kurz::A,кеспелтек,доца
623,breit::A,айдынды,шуьйра
624,schmal::A,қысық,готта
625,dicht::A,жиі,луьста
626,dick[Gegenstand]::A,шомбал,стомма
627,dünn::A,жұқа,дуткъа
628,dünn::A,жіңішке,дуткъа
629,fein::A,қаңылтақ,ховха
630,fest::A,берік,чӏогӏа
631,fest::A,мызғымас,чӏогӏа
632,flach::A,жалпак,чӏапа
633,glatt::A,типыл,шера
634,hart::A,қатты,чӏогӏa
635,weich::A,жұмсақ,кӏеда
636,rund::A,домалақ,горга
637,spitz::A,үшкір,ира
638,scharf::A,сүйрік,ира
639,stumpf::A,доғал,аьртa
640,stumpf::A,өтпейтін,аьртa
641,schwer::A,салмақты,деза
642,schön::A,сұлу,хаза
643,heiß::A,ыссы,довха
644,warm::A,жылы,довха
645,kalt::A,аязды,шийла
646,kühl::A,салқын,шийла
647,frisch::A,таза,керла
648,frisch::A,жаңа,керла
649,feucht::A,нам,тӏуьна
650,feucht::A,дымқылды,тӏуьна
651,nass::A,сулы,тӏеда
652,trocken::A,құрғақ,eкъа
653,voll::A,толы,дуьзна
654,leer::A,бос,яьсса
655,offen::A,ашып қойылған,диллина
656,geschlossen::A,жабулы,дӏакъевлина
657,geschlossen::A,жабулы,дӏачӏагӏдина
658,sauber::A,дақсыз,цӏена
659,sauber::A,мұнтаздай,цӏена
660,schmutzig::A,айғыз,боьха
661,schmutzig::A,сатпақ,боьха
662,schmutzig::A,сатал-сатал,боьха
663,roh::A,шикі,буьйда
664,reif::A,піскен,хилла
665,lecker::A,дәмді,чоме
666,süß::A,тәтті,мерза
667,bitter::A,ащы,къаьхьа
668,sauer::A,қышқыл,муьста
669,hell::A,жарық,сирла
670,hell::A,жарқын,сирла
671,dunkel::A,қараңғы,бодане
672,schwarz::A,қара,ӏаьржа
673,weiß::A,ақ,кӏайн
674,rot::A,қызыл,цӏен
675,gelb::A,сары,можа
676,blau::A,көк,сийна
677,grün::A,жасыл,баьццара
678,grau::A,бозамық,cира
679,grau::A,бозамық,мокха
680,bunt::A,алабажак,къорза
681,billig::A,арзан,дораха
682,teuer::A,бағалы,деза
683,wertvoll::A,құнды,мехала
684,wertvoll::A,қымбат,мехала
685,blind::A,көзсіз,бӏаьрзе
686,blind::A,көр,бӏаьрзе
687,blind::A,көр_соқыр,бӏаьрзе
688,taub::A,керең,къора
689,taub::A,саңырау,къора
690,kräftig::A,қуатты,нуьцкъала
691,kräftig::A,қарымды,нуьцкъала
692,stark::A,білекті,зоьртала
693,stark::A,білекті,нуьцкъала
694,schwach::A,әлсіз,гӏорасиза
695,schwach::A,күшсіз,гӏорасиза
696,schwach::A,қайратсыз,гӏорасиза
697,fett::A,семіз,дерстана
698,schlank::A,ашаң,куц долу
699,hübsch::A,ажарлы,хаза
700,hübsch::A,шырайлы,хаза
701,böse::A,өш,вон
702,böse::A,сұм,вон
703,böse::A,жауыз,вон
704,dumm::A,көкми,сонта
705,dumm::A,ақымақ,сонта
706,dumm::A,миы жоқ,сонта
707,faul::A,жалқау,мало ен
708,faul::A,еріншек,мало ен
709,fleißig::A,ұқыпты,тӏера
710,geizig::A,сараң,пис
711,geizig::A,сараң,сутара
712,klug::A,жетік,хьекъале
713,klug::A,ақылды,хьекъале
714,geschickt::A,шебер,тӏахъаьлла
715,lieb::A,абзал,хьоме
716,lieb::A,айналайын,хьоме
717,lustig::A,көңілді,самукъане
718,sanft::A,жуас,кlеда
719,hungrig::A,аш,меца
720,krank::A,кеселді,цомгуш долу
721,nackt::A,жалаңаш,дерзана
722,traurig::A,қапа,самукъане воцу
723,lebendig::A,тірі,дийна
724,lebendig::A,жанды,дийна
725,gut::A,жақсы,дика
726,schlecht::A,жаман,вон
727,richtig::A,дұрыс,нийса
728,schlimm::A,жаман,вон
729,wahr::A,нағыз,бакъдолу
730,alt::A,ескі,къена
731,neu::A,жаңа,керла
732,ehemalig::A,өткен,хилла
733,ehemalig::A,бұрынғы,хилла
734,alt[Lebewesen]::A,кексе,къена
735,jung::A,науша,къона
736,arm::A,кедей,къен
737,arm::A,дәулетсіз,къен
738,reich::A,малды,хьоле
739,bekannt::A,таныс,девзаш долу
740,bekannt::A,көзтаныс,девзаш долу
741,berühmt::A,атақты,цӏеяхана
742,fremd::A,бөтен,нехан
743,verschieden::A,түрлі,тайп-тайпанара
744,nah::A,жуық,гергара
745,nah::A,етене,гергара
746,fern::A,алыс,гена
747,fern::A,алыс,генара
748,fern::A,алыстағы,гена
749,fern::A,алыстағы,генара
750,linker::A,сол,аьрру
751,linker::A,солшыл,аьрру
752,rechter::A,оң,аьтту
753,anderer::A,өзге,кхин
754,anderer::A,былайғы,кхин
755,erster::A,алғашқы,хьалхара
756,zweiter::A,екінші,шолгIа
757,dritter::A,үшінші,кхоалгӏа
758,letzter::A,артқы,тӏаьххьара
759,letzter::A,кейінгі,тӏаьххьара
760,allein::ADV,серіксіз,цхьаъ
761,auf einmal::ADV,бірден,цу сохьтта
762,zusammen::ADV,бірлесіп,цхьана
763,lange::ADV,ұзақ,дукха
764,plötzlich::ADV,кенет,цIеххьана
765,sofort::ADV,әне-міне дегенше,цу сохьтта
766,später::ADV,артынан,тӏаьхьо
767,jetzt::ADV,енді,хӏинца
768,jetzt::ADV,қазір,хӏинца
769,heute::ADV,бүгін,тахана
770,morgen::ADV,ертең,кхана
771,bald::ADV,тез,кеста
772,dann::ADV,онан соң,тӏаккха
773,dann::ADV,сонан соң,тӏаккха
774,gestern::ADV,кеше,селхана
775,einst::ADV,бірде,цкъа
776,einst::ADV,бір кезде,цкъа
777,damals::ADV,анада,хӏетахьь
778,danach::ADV,онан соң,тӏаккха
779,danach::ADV,сонан соң,тӏаккха
