,Concept_ID,be,mn
794,auf einmal::ADV,адразу,нэгмөсөн
795,zusammen::ADV,разам,цуг
796,zusammen::ADV,разам,хамт
797,lange::ADV,доўга,удаан
798,plötzlich::ADV,раптам,гэнэт
799,sofort::ADV,зараз,дороо
800,später::ADV,пазней,дараа
801,jetzt::ADV,цяпер,өнөө
802,heute::ADV,сёння,өнөө
803,heute::ADV,сёння,өнөөдөр
804,morgen::ADV,заўтра,маргааш
805,morgen::ADV,заўтра,маргаадар
806,bald::ADV,хутка,түргэн
807,bald::ADV,хутка,удахгүй
808,bald::ADV,неўзабаве,түргэн
809,bald::ADV,неўзабаве,удахгүй
810,dann::ADV,потым,хожим
811,dann::ADV,потым,тэгээд
812,gestern::ADV,учора,өчигдөр
813,einst::ADV,аднойчы,нэг
814,damals::ADV,тады,тэгэхэд
815,danach::ADV,затым,тэгээд
816,danach::ADV,затым,дараа нь
817,vorher::ADV,раней,урьд
818,zuerst::ADV,спярша,анх
819,zuerst::ADV,спярша,эхлээд
820,zuerst::ADV,спачатку,анх
821,zuerst::ADV,спачатку,эхлээд
822,einmal::ADV,адзін раз,нэг удаа
823,manchmal::ADV,часам,хааяа
824,manchmal::ADV,часам,заримдаа
825,oft::ADV,часта,олонтоо
826,immer::ADV,заўсёды,байнга
827,niemals::ADV,ніколі,хэзээ ч
828,niemals::ADV,ніколі,хэдийд ч
829,hier::ADV,тут,энд
830,hierhin::ADV,сюды,нааш
831,von hier::ADV,адсюль,эндээс
832,von hier::ADV,адгэтуль,эндээс
833,dort::ADV,там,тэнд
834,dorthin::ADV,туды,тийш
835,geradeaus::ADV,прама,шулуун
836,vorwärts::ADV,наперад,урагшаа
837,rückwärts::ADV,назад,буцаан
838,rückwärts::ADV,назад,сөөргөө
839,zurück::ADV,назад,буцаж
840,zurück::ADV,назад,гэдрэг
841,unten::ADV,унізе,дор
842,hinab::ADV,уніз,уруу
843,oben::ADV,угары,дээр
844,oben::ADV,наверсе,дээр
845,hinauf::ADV,угару,өөд
846,hinauf::ADV,угару,дээш
847,überall::ADV,усюды,хааяагүй
848,überall::ADV,усюды,энд тэндгүй
849,nicht::ADV,не,эс
850,nicht::ADV,не,-гүй
851,ein wenig::ADV,трошкі,жаахан
852,kaum::ADV,ледзьве,арай
853,kaum::ADV,ледзьве,арай гэж
854,sehr::ADV,вельмі,тун
855,so::ADV,так,тэгж
856,so::ADV,так,ингээд
857,noch::ADV,яшчэ,дахин
858,noch::ADV,яшчэ,дахиад
859,nur::ADV,толькі,зөвхөн
860,nur::ADV,толькі,гагцхүү
861,schon::ADV,ужо,нэгэнт
862,wieder::ADV,зноў,дахин
863,wieder::ADV,зноў,дахиад
864,vergebens::ADV,дарма,хий
865,vergebens::ADV,дарэмна,хий
866,vor::PRP,перад,өмнө
867,hinter::PRP,за,ард
868,hinter::PRP,ззаду,ард
869,unter::PRP,пад,доор
870,durch::PRP,праз,дундуур
871,neben::PRP,каля,хажууд
872,zwischen::PRP,між,завсар
873,zwischen::PRP,між,хооронд
874,zwischen::PRP,паміж,завсар
875,zwischen::PRP,паміж,хооронд
876,wegen::PRP,з-за,төлөө
877,wegen::PRP,з-за,дээрээс
878,dies::PRN,гэта,энэ
879,das::PRN,тое,тэр
880,alles::PRN,усё,цөм
881,alles::PRN,усё,бүгд
882,ich::PRN,я,би
883,du::PRN,ты,чи
884,er::PRN,ён,тэр
885,er::PRN,ён,тэр хүн
886,wir::PRN,мы,бид
887,ihr::PRN,вы,та нар
888,sie::PRN,яны,тэд
889,was::FPRN,што,юу
890,wer::FPRN,хто,хэн
891,wo::FADV,дзе,хаа
892,wo::FADV,дзе,хаана
893,wohin::FADV,куды,хааш
894,wohin::FADV,куды,хаана
895,wie::FADV,як,яаж
896,wie::FADV,як,хэрхэн
897,warum::FADV,чаму,юунд
898,warum::FADV,чаму,яагаад
899,wieviel::FNUM,колькі,хэдий
900,wieviel::FNUM,колькі,хэд
901,eins::NUM,адзін,нэг
902,zwei::NUM,два,хоёр
903,drei::NUM,тры,гурав
904,vier::NUM,чатыры,дөрөв
905,fünf::NUM,пяць,тав
906,sechs::NUM,шесць,зургаа
907,sieben::NUM,сем,долоо
908,acht::NUM,восем,найм
909,neun::NUM,дзевяць,ес
910,zehn::NUM,дзесяць,арав
911,elf::NUM,адзінаццаць,арван нэг
912,zwölf::NUM,дванаццаць,арван хоёр
913,zwanzig::NUM,дваццаць,хорь
914,dreißig::NUM,трыццаць,гуч
915,vierzig::NUM,сорак,дөч
916,fünfzig::NUM,пядзесят,тавь
917,sechzig::NUM,шесдзесят,жар
918,siebzig::NUM,семдзесят,дал
919,achtzig::NUM,восемдзесят,ная
920,neunzig::NUM,дзевяноста,ер
921,hundert::NUM,сто,зуу
922,tausend::NUM,тысяча,мянга
923,und::CNJ,і,ч
924,und::CNJ,і,болон
925,und::CNJ,ды,ч
926,und::CNJ,ды,болон
927,oder::CNJ,або,буюу
928,stehen::V,стаяць,зогсох
929,sitzen::V,сядзець,суух
930,liegen::V,ляжаць,хэвтэх
931,hängen::V,вісець,өлгөөтэй байх
932,hängen::V,вісець,дүүжлээтэй байх
933,werden::V,стаць,болох
934,werden::V,зрабіцца,болох
935,passieren::V,трапіцца,тохиох
936,beginnen::V,пачацца,эхлэх
937,enden::V,кончыцца,дүүрэх
938,wechseln::V,мяняцца,хувирах
939,aufgehen[Sonne]::V,узысці,мандах
940,untergehen[Sonne]::V,зайсці,жаргах
941,scheinen[Sonne]::V,свяціць,гэрэлтэх
942,donnern::V,грымець,дуугарах
943,wehen::V,дзьмуць,салхилах
944,wehen::V,дзьмуць,хөөрөгдөх
945,strömen::V,ліцца,гүйх
946,strömen::V,ліцца,урсах
947,fließen::V,цячы,урсах
948,sich drehen::V,круціцца,эргэлдэх
949,sich drehen::V,варочацца,эргэлдэх
950,schwanken::V,хістацца,хэлбэлзэх
951,schwingen::V,гайдацца,ганхах
952,schwingen::V,гайдацца,хэлбэлзэх
953,schwingen::V,калыхацца,ганхах
954,schwingen::V,калыхацца,хэлбэлзэх
955,fallen::V,падаць,унах
956,brennen::V,гарэць,шатах
957,rauchen::V,дымець,баагих
958,regnen::V,дажджыць,бороо орно
959,gefrieren::V,замерзнуць,хөлдөх
960,tauen::V,раставаць,хайлах
961,schmelzen::V,плавіцца,уярах
962,trocknen::V,сохнуць,хатах
963,sieden::V,кіпець,буцлах
964,sieden::V,кіпець,даргилах
965,faulen::V,гнісці,үжрэх
966,faulen::V,гнісці,өмхийрөх
967,verfaulen::V,згнісці,бээх
968,verfaulen::V,згнісці,өгрөх
969,reißen::V,ірвацца,цуурах
970,versinken::V,тануць,живэх
971,vergehen::V,праходзіць,нөгчих
972,vergehen::V,праходзіць,өнгөрөх
973,erscheinen::V,зʼявіцца,гарах
974,erscheinen::V,зʼявіцца,бултайх
975,verschwinden::V,знікнуць,далд орох
976,verschwinden::V,знікнуць,алга болох
977,sinken::V,спадаць,татрах
978,sinken::V,спадаць,доошлох
979,abnehmen::V,паменшыцца,багасах
980,abnehmen::V,паменшыцца,хорогдох
981,zunehmen::V,павялічвацца,ихсэх
982,steigen::V,паднімацца,нэмэгдэх
983,wachsen::V,расці,өсөх
984,wachsen::V,расці,ургах
985,glänzen::V,блішчаць,гилгэнэх
986,glänzen::V,блішчаць,гилбэгнэх
987,funkeln::V,бліскаць,гялжах
988,funkeln::V,бліскаць,гялалзах
989,lärmen::V,шумець,шуугих
990,läuten::V,званіць,цохих
991,klingeln::V,званіць,хонхдох
992,klingeln::V,званіць,дуугарах
993,klirren::V,бразгаць,хангир жингэр хийх
994,brausen::V,бушаваць,бургилах
995,rauschen::V,шастаць,сэржигнэх
996,klingen::V,гучаць,хангинах
997,bellen::V,брахаць,хуцах
998,heulen::V,выць,улих
999,blasen::V,дзьмухнуць,үлзэх
1000,pfeifen::V,свістаць,исгэрэх
1001,schreien::V,крычаць,хашгирах
1002,stöhnen::V,стагнаць,ёолох
1003,stöhnen::V,стагнаць,гэнгэнэх
1004,zittern::V,дрыжаць,дагжих
1005,leben::V,жыць,амьдрах
1006,geboren werden::V,нарадзіцца,төрөх
1007,atmen::V,дыхаць,амьсгалах
1008,trinken::V,піць,уух
1009,essen::V,есці,идэх
1010,schlucken::V,глытаць,залгих
1011,müde werden::V,стаміцца,ядрах
1012,einschlafen::V,заснуць,унтчих
1013,schlafen::V,спаць,унтах
1014,aufwachen::V,рассыпацца,сэрэх
1015,aufstehen::V,устаць,босох
1016,sich erholen::V,адпачываць,амрах
1017,krank werden::V,захварэць,өвдөж эхлэх
1018,krank sein::V,хварэць,өвдөх
1019,schmerzen::V,балець,өвдөх
1020,schmerzen::V,балець,шархирах
1021,husten::V,кашляць,ханиах
1022,genesen::V,паправіцца,засрах
1023,genesen::V,паздаравець,засрах
1024,sterben::V,памерці,үхэх
1025,sterben::V,памерці,нас барах
1026,umkommen::V,загінуць,үхэх
1027,sich bewegen::V,рухацца,хөдлөх
1028,sich rühren::V,варушыцца,хөдлөх
1029,sich erheben::V,устаць,босох
1030,sich setzen::V,сесці,суух
1031,hinfallen::V,упасці,ойчих
1032,laufen::V,хадзіць,явган явах
1033,schreiten::V,шагаць,алхах
1034,schreiten::V,крочыць,алхах
1035,spazierengehen::V,гуляць,зугаалах
1036,eilen::V,спяшацца,хурдлах
1037,sich beeilen::V,спяшацца,яарах
1038,sich beeilen::V,спяшацца,шамдах
1039,sausen::V,імчацца,давхих
1040,rennen::V,бегаць,гүйх
1041,springen::V,скакаць,харайх
1042,springen::V,скакаць,дэвхрэх
1043,klettern::V,лазіць,авирах
1044,schaukeln::V,гайдацца,ганхалзах
1045,kriechen::V,поўзаць,мөлхөх
1046,schwimmen::V,плаваць,сэлэх
1047,tauchen::V,ныраць,шунгах
1048,rudern::V,веславаць,сэлүүрдэх
1049,fahren::V,ехаць,явах
1050,fliegen::V,лятаць,нисэх
1051,gehen::V,ісці,явах
1052,weggehen::V,пайсці,явах
1053,abfahren::V,адʼяжджаць,одох
1054,abfahren::V,адʼяжджаць,хөдлөх
1055,anhalten::V,спыніцца,зогсох
1056,anhalten::V,затрымацца,зогсох
1057,hineingehen::V,уваходзіць,орох
1058,eintreten::V,увайсці,орох
1059,kommen::V,прыйсці,ирэх
1060,ankommen::V,прыбыць,хүрэх
1061,zurückkommen::V,вярнуцца,харих
1062,zurückkommen::V,вярнуцца,буцаж ирэх
1063,bleiben::V,застацца,үлдэх
1064,warten::V,чакаць,хүлээх
1065,erwarten::V,чакаць,хүлээх
1066,suchen::V,шукаць,эрэх
1067,suchen::V,шукаць,бэдрэх
1068,finden::V,знайсці,олох
1069,versuchen::V,прабаваць,оролдох
1070,vorbereiten::V,падрыхтаваць,бэлтгэх
1071,lieben::V,кахаць,янаглах
1072,mögen::V,любіць,таалах
1073,lachen::V,смяяцца,инээх
1074,rühren::V,расчуліць,сэтгэл уяруулах
1075,weinen::V,плакаць,уйлах
1076,schimpfen::V,лаяцца,хараах
1077,sich ärgern::V,сердаваць,уурлах
1078,sich fürchten::V,баяцца,айх
1079,fürchten::V,баяцца,айх
1080,fliehen::V,уцякаць,зугтах
1081,fliehen::V,уцякаць,гүйж очих
1082,flüchten::V,уцячы,оргох
1083,sehen::V,бачыць,үзэх
1084,anschauen::V,паглядзець,харах
1085,ansehen::V,глядзець,харах
1086,hören::V,чуць,дуулах
1087,zuhören::V,слухаць,чагнах
1088,probieren::V,каштаваць,амсаж үзэх
1089,riechen::V,нюхаць,үнэрлэх
1090,fühlen::V,адчуваць,мэдрэх
1091,scheinen::V,здавацца,шиг үзэгдэх
1092,zu sehen sein::V,віднецца,үзэгдэх
1093,zu sehen sein::V,віднецца,харагдах
1094,vernehmen::V,пачуць,дуулах
1095,frieren::V,мёрзнуць,даарах
1096,tun::V,рабіць,хийх
1097,tun::V,рабіць,үйлдэх
1098,können::V,умець,болох
1099,wollen::V,хацець,хүсэх
1100,anfangen::V,пачаць,эхлэх
1101,beenden::V,закончыць,дуусгах
1102,aufhören::V,перастаць,болих
1103,aufhören::V,перастаць,зогсох
1104,gelingen::V,удацца,бүтэх
1105,geraten::V,аказацца,илрэх
1106,öffnen::V,адчыніць,нээх
1107,öffnen::V,адчыніць,тайлах
1108,schließen::V,зачыніць,хаах
1109,stellen::V,паставіць,тавих
1110,stellen::V,паставіць,босгох
1111,setzen::V,пасадзіць,суулгах
1112,legen::V,класці,хийх
1113,legen::V,класці,тавих
1114,berühren::V,чапаць,шүргэх
1115,verbinden::V,звязаць,залгах
1116,bedecken::V,накрыць,бүрэх
1117,aufhängen::V,павесіць,өлгөх
1118,aufhängen::V,павесіць,дүүжлэх
1119,anzünden::V,запаліць,асаах
1120,anzünden::V,запаліць,ноцоох
1121,aufheben::V,падняць,өргөх
1122,zurücklassen::V,пакінуць,орхих
1123,zurücklassen::V,пакінуць,үлдээх
1124,verlieren::V,згубіць,гээх
1125,fallen lassen::V,упусціць,унагах
1126,machen::V,зрабіць,хийх
1127,machen::V,зрабіць,гаргах
1128,herstellen::V,вырабіць,бүтээх
1129,bauen::V,будаваць,барих
1130,reparieren::V,правіць,засах
1131,reparieren::V,правіць,сэлбэх
1132,verbessern::V,палепшыць,засах
1133,verbessern::V,палепшыць,сайжруулах
1134,ändern::V,змяніць,өөрчлөх
1135,graben::V,капаць,малтах
1136,beugen::V,сагнуць,бөгтийлгөх
1137,biegen::V,пагнуць,матах
1138,biegen::V,пагнуць,муруйлгах
1139,drehen::V,вярцець,эргүүлэх
1140,wenden::V,павярнуць,эргүүлэх
1141,umdrehen::V,перавярнуць,хөрвүүлэх
1142,heben::V,падымаць,өргөх
1143,hochheben::V,падняць,өргөх
1144,ergreifen::V,схапіць,атгах
1145,ergreifen::V,схваціць,атгах
1146,halten::V,трымаць,барих
1147,drücken::V,націскаць,дарах
1148,schieben::V,пхаць,түлхэх
1149,schieben::V,штурхаць,түлхэх
1150,kratzen::V,скрэбці,хусах
1151,kratzen::V,скрэбці,маажих
1152,lecken::V,лізаць,долоох
1153,beißen::V,кусаць,зуух
1154,beißen::V,кусаць,хазах
1155,abreißen::V,адарваць,таслах
1156,abschneiden::V,адрэзаць,тайрах
1157,binden::V,вязаць,боох
1158,binden::V,вязаць,хүлэх
1159,stecken::V,уваткнуць,шаах
1160,stecken::V,уваткнуць,шигтгэх
1161,brechen::V,зламаць,хугалах
1162,klopfen::V,стукаць,цохих
1163,klopfen::V,стукаць,тогших
1164,hauen::V,біць,дэлдэх
1165,kleben::V,клеіць,наах
1166,reiben::V,церці,нухах
1167,reiben::V,церці,нидчих
1168,streichen::V,намазаць,нялах
1169,streichen::V,намазаць,түрхэх
1170,schleifen::V,тачыць,билүүдэх
1171,schleifen::V,тачыць,гуранздах
1172,schneiden::V,рэзаць,огтлох
1173,rütteln::V,хістаць,холхнулах
1174,schütteln::V,трэсці,сэгсрэх
1175,schwenken::V,махаць,дэвэх
1176,schwenken::V,махаць,даллах
1177,schütten::V,наліць,цутгах
1178,schütten::V,наліць,аягалах
1179,füllen::V,напоўніць,дүүргэх
1180,einwickeln::V,загарнуць,боох
1181,einwickeln::V,загарнуць,ороох
1182,tragen::V,несці,авчрах
1183,schleppen::V,цягнуць,чирэх
1184,ziehen::V,цягнуць,татах
1185,aufbewahren::V,захоўваць,хадгалах
1186,werfen::V,кідаць,хаях
1187,werfen::V,кідаць,шидэх
1188,fangen::V,лавіць,барих
1189,packen::V,схапіць,шүүрэх
1190,packen::V,схваціць,шүүрэх
1191,verstecken::V,схаваць,нуух
1192,teilen::V,раздзяліць,хуваах
1193,schicken::V,пасылаць,илгээх
1194,schicken::V,пасылаць,явуулах
1195,bringen::V,прынесці,авчрах
1196,bringen::V,прынесці,аваачих
1197,hinzufügen::V,дабавіць,нэмэх
1198,bekommen::V,дастаць,хүлээн авах
1199,erhalten::V,атрымаць,хүлээн авах
1200,nehmen::V,ўзяць,авах
1201,wählen::V,выбраць,сонгох
1202,auswählen::V,адабраць,шилэх
1203,bewahren::V,захаваць,гамнах
1204,behindern::V,перашкаджаць,саад хийх
1205,behindern::V,перашкаджаць,тотгор болох
1206,verderben::V,сапсаваць,эвдэх
1207,beschädigen::V,пашкодзіць,гэмтээх
1208,zerbrechen::V,разбіць,хагалах
1209,zerbrechen::V,разбіць,хага цохих
1210,zerreißen::V,разадраць,урах
1211,zerstören::V,разбурыць,эвдэх
1212,zerstören::V,разбурыць,сүйтгэх
1213,verbrennen::V,спаліць,шатаах
1214,geben::V,даць,өгөх
1215,reichen::V,перадаць,өгөх
1216,reichen::V,перадаць,дамжуулах
1217,schenken::V,дарыць,бэлэглэх
1218,versprechen::V,абяцаць,амлах
1219,wünschen::V,жадаць,ерөөх
1220,loben::V,хваліць,магтах
1221,loben::V,хваліць,сайшаах
1222,küssen::V,цалаваць,озох
1223,küssen::V,цалаваць,үнсэх
1224,wiegen::V,гушкаць,бүүвэйлэх
1225,wiegen::V,калыхаць,бүүвэйлэх
1226,zudecken::V,накрыць,хучих
1227,zudecken::V,накрыць,бүтээх
1228,wecken::V,пабудзіць,сэрээх
1229,zeigen::V,паказаць,үзүүлэх
1230,führen::V,весці,хөтлөх
1231,lehren::V,вучыць,заах
1232,unterrichten::V,выкладаць,сургах
1233,aufziehen::V,выхаваць,өсгөх
1234,aufziehen::V,выхаваць,хүмүүжүүлэх
1235,leiten::V,кіраваць,удирдах
1236,antreiben::V,падганяць,шамдуулах
1237,lassen::V,прымусіць,-уулах
1238,einladen::V,запрасіць,залах
1239,vereinigen::V,абʼяднаць,нэгтгэх
1240,vereinigen::V,абʼяднаць,хамтруулах
1241,besuchen::V,наведаць,зочлох
1242,treffen::V,сустрэць,учрах
1243,treffen::V,сустрэць,дайралдах
1244,sich versammeln::V,сабрацца,хуралдах
1245,spielen::V,гуляць,наадах
1246,singen::V,пець,дуулах
1247,singen::V,спяваць,дуулах
1248,tanzen::V,танцаваць,бүжиглэх
1249,sich trennen::V,расстацца,салах
1250,verlassen::V,пакінуць,хаях
1251,retten::V,выратаваць,гэтэлгэх
1252,bewachen::V,ахоўваць,сахих
1253,schützen::V,уберагаць,хамгаалах
1254,verteidigen::V,абараніць,хамгаалах
1255,sich schlagen::V,біцца,зодолдох
1256,sich schlagen::V,драцца,зодолдох
1257,schießen::V,страляць,харвах
1258,schießen::V,страляць,буу буудах
1259,siegen::V,перамагчы,ялах
1260,ärgern::V,злаваць,уурлуулах
1261,ärgern::V,злаваць,уур хүргэх
1262,schlagen::V,ударыць,цохих
1263,treten::V,штурхаць,өшиглөх
1264,stechen::V,укалоць,хатгах
1265,stoßen::V,папхнуць,ёврох
1266,stoßen::V,папхнуць,нудрах
1267,stehlen::V,украсці,хулгайлах
1268,stören::V,перашкодзіць,саад болох
1269,belästigen::V,дакучаць,зовоох
1270,belästigen::V,дакучаць,амраахгүй байх
1271,verbergen::V,скрыць,нуух
1272,verbergen::V,скрыць,далдлах
1273,verbergen::V,схаваць,нуух
1274,verbergen::V,схаваць,далдлах
1275,täuschen::V,падмануць,мэхлэх
1276,betrügen::V,змахляваць,хуурах
1277,töten::V,забіць,алах
1278,wohnen::V,жыць,суух
1279,wohnen::V,жыць,амьдрах
1280,arbeiten::V,працаваць,ажиллах
1281,arbeiten::V,працаваць,хөдөлмөрлөх
1282,sammeln::V,сабраць,түүх
1283,sammeln::V,сабраць,хураах
1284,pflücken::V,зрываць,түүх
1285,jagen::V,паляваць,агнах
1286,jagen::V,паляваць,гөрөөлөх
1287,fischen::V,рыбачыць,загасчлах
1288,fischen::V,рыбачыць,загас барих
1289,fassen::V,злавіць,барих
1290,hüten::V,пасвіць,маллах
1291,hüten::V,пасвіць,хариулах
1292,treiben::V,гнаць,туух
1293,anbinden::V,прывязаць,уях
1294,füttern::V,карміць,тэжээх
1295,melken::V,даіць,саах
1296,hacken::V,сячы,цавчих
1297,gießen::V,паліць,услах
1298,reifen::V,паспець,боловсрох
1299,zubereiten::V,зварыць,бэлдэх
1300,zubereiten::V,згатаваць,бэлдэх
1301,kochen::V,варыць,чанах
1302,backen::V,пячы,жигнэх
1303,braten::V,смажыць,шарах
1304,braten::V,смажыць,хайрах
1305,umrühren::V,перамяшаць,хутгах
1306,stricken::V,вязаць,нэхэх
1307,stricken::V,вязаць,сүлжих
1308,nähen::V,шыць,оёх
1309,färben::V,пафарбаваць,будах
1310,reinigen::V,ачысціць,арилгах
1311,reinigen::V,ачысціць,цэвэрлэх
1312,waschen::V,мыць,угаах
1313,abwischen::V,выцерці,арчих
1314,spülen::V,паласкаць,зайлах
1315,fegen::V,падмятаць,хамах
1316,fegen::V,падмятаць,шүүрдэх
1317,kehren::V,месці,шүүрдэх
1318,kehren::V,месці,туужуудах
1319,baden::V,купацца,усанд орох
1320,sich waschen::V,мыцца,биеэ угаах
1321,ausziehen::V,зняць,тайлах
1322,anziehen::V,надзець,өмсөх
1323,sich anziehen::V,адзецца,хувцаслах
1324,kämmen::V,прычасаць,самнах
1325,schmücken::V,аздобіць,гоёх
1326,schmücken::V,аздобіць,чимэх
1327,sagen::V,сказаць,гэх
1328,sagen::V,сказаць,хэлэх
1329,sprechen::V,гаварыць,ярих
1330,sprechen::V,гаварыць,өгүүлэх
1331,reden::V,размаўляць,хэлэх
1332,reden::V,размаўляць,хөөрөлдөх
1333,sich unterhalten::V,гутарыць,ярилцах
1334,fragen::V,спытаць,асуух
1335,bitten::V,прасіць,гуйх
1336,erzählen::V,расказаць,өгүүлэх
1337,mitteilen::V,паведаміць,дуулгах
1338,mitteilen::V,паведаміць,мэдээлэх
1339,nennen::V,назваць,нэрлэх
1340,rufen::V,зваць,дуудах
1341,prahlen::V,хваліцца,бардах
1342,prahlen::V,хваліцца,сайрхах
1343,übersetzen::V,перакласці,орчуулах
1344,denken::V,думаць,санах
1345,glauben::V,верыць,итгэх
1346,bemerken::V,заўважыць,ажих
1347,bemerken::V,заўважыць,ажиглах
1348,erkennen::V,пазнаць,таних
1349,begreifen::V,спасцігнуць,ойлгох
1350,verstehen::V,пачуць,мэдэж авах
1351,lernen::V,вучыцца,сурах
1352,wissen::V,знаць,мэдэх
1353,sich erinnern an::V,памятаць,дурсах
1354,vergessen::V,забыць,мартах
1355,messen::V,мераць,хэмжих
1356,zählen::V,лічыць,тоолох
1357,rechnen::V,лічыць,тооцоох
1358,lesen::V,чытаць,унших
1359,malen::V,маляваць,зурах
1360,zeichnen::V,рысаваць,дүрслэн бичих
1361,schreiben::V,пісаць,бичих
1362,besitzen::V,мець,эзэмших
1363,kaufen::V,купіць,худалдан авах
1364,verkaufen::V,прадаць,худалдах
1365,bezahlen::V,заплаціць,төлөх
1366,zahlen::V,плаціць,төлөх
1367,beherrschen::V,уладаць,эзэмших
1368,beherrschen::V,валодаць,эзэмших
1369,ertragen::V,выцерпець,тэсэх
