,Concept_ID,hi,uk
208,Kiefer[Baum]::N,पाइन-वृक्ष,сосна
209,Weide[Baum]::N,बेंत,верба
210,Tanne::N,फ़र,ялиця
211,Horn::N,सींग,ріг
212,Horn::N,विषाण,ріг
213,Feder::N,पर,перо
214,Feder::N,पंख,перо
215,Fell::N,खाल,хутро
216,Fell::N,पशु-चर्म,хутро
217,Flügel::N,पंख,крило
218,Flügel::N,डैना,крило
219,Klaue::N,पंजा,кіготь
220,Kralle::N,पंजा,лапа
221,Kralle::N,नाख़ून,лапа
222,Schwanz::N,पूँछ,хвіст
223,Ei::N,अंडा,яйце
224,Nest::N,नीड़,гніздо
225,Nest::N,घोंसला,гніздо
226,Bau::N,बिल,лігво
227,Bau::N,माँद,лігво
228,Tier::N,पशु,тварина
229,Tier::N,जानवर,тварина
230,Herde::N,गल्ला,стадо
231,Kuh::N,गौ,корова
232,Kuh::N,गाय,корова
233,Bulle::N,साँड़,бик
234,Bulle::N,साँड़,бугай
235,Pferd::N,अश्व,кінь
236,Pferd::N,घोड़ा,кінь
237,Schaf::N,भेड़,вівця
238,Schwein::N,शूकर,свиня
239,Hund::N,श्वान,собака
240,Hund::N,कुत्ता,собака
241,Katze::N,बिल्ली,кішка
242,Bär::N,रीछ,ведмідь
243,Bär::N,भालू,ведмідь
244,Eichhörnchen::N,गिलहरी,білка
245,Elch::N,एल्क,лось
246,Fuchs::N,लोमड़ी,лисиця
247,Hase::N,खरहा,заєць
248,Hase::N,ख़रगोश,заєць
249,Maus::N,मूष,миша
250,Maus::N,चूहा,миша
251,Wolf::N,वृक,вовк
252,Wolf::N,भेड़िया,вовк
253,Vogel::N,पक्षी,птах
254,Vogel::N,चिड़िया,птах
255,Schwarm::N,झुंड,зграя
256,Huhn::N,मुर्ग़ी,курка
257,Hahn::N,मुर्ग़ा,півень
258,Gans::N,हंस,гуска
259,Gans::N,हंसिनी,гуска
260,Adler::N,उक़ाब,орел
261,Ente::N,बतख़,качка
262,Ente::N,बत्तक,качка
263,Eule::N,उल्लू,сова
264,Kranich::N,सारस,журавель
265,Kranich::N,क्रौंंच,журавель
266,Krähe::N,काक,ворона
267,Kuckuck::N,कोयल,зозуля
268,Kuckuck::N,कोकिल,зозуля
269,Schwan::N,हंस,лебідь
270,Schwan::N,मराल,лебідь
271,Fisch::N,मछली,риба
272,Fisch::N,मत्स्य,риба
273,Barsch::N,पर्च,окунь
274,Hecht::N,पाइक,щука
275,Schlange[Tier]::N,सर्प,змія
276,Wurm::N,कृमि,черв’як
277,Wurm::N,कीड़ा,черв’як
278,Spinne::N,लूता,павук
279,Spinne::N,मकड़ी,павук
280,Ameise::N,चींटी,мурашка
281,Laus::N,जूँ,воша
282,Mücke::N,डाँस,комар
283,Fliege::N,मक्खी,муха
284,Fliege::N,मक्षिका,муха
285,Schmetterling::N,तितली,метелик
286,Beere::N,बेरी,ягода
287,Apfel::N,सेब,яблуко
288,Pilz::N,खुंबी,гриб
289,Zwiebel::N,प्याज़,цибуля
290,Saat::N,बीज,сім’я
291,Korn::N,दाना,зерно
292,Heu::N,मूखी घास,сіно
293,Schale::N,बकला,шкірка
294,Schale::N,छिलका,шкірка
295,Grube::N,गड्ढा,яма
296,Falle::N,जाल,пастка
297,Falle::N,फँदा,пастка
298,Schlinge::N,फँदा,петля
299,Spur::N,सुराग़,слід
300,Spur::N,पद-चिह्न,слід
301,Asche::N,राख,зола
302,Asche::N,राख,попіл
303,Dreck::N,मैल,бруд
304,Dreck::N,गंदगी,бруд
305,Eisen::N,लोहा,залізо
306,Gold::N,सोना,золото
307,Gold::N,स्वर्ण,золото
308,Silber::N,रजत,срібло
309,Silber::N,चाँदी,срібло
310,Kohle::N,कोयला,вугілля
311,Glas::N,काँच,скло
312,Lehm::N,चिकनी मिट्टी,глина
313,Sand::N,रेत,пісок
314,Sand::N,बालू,пісок
315,Mensch::N,मानव,людина
316,Mensch::N,इनसान,людина
317,Mensch::N,मनुष्य,людина
318,Mann::N,आदमी,чоловік
319,Mann::N,पुरुष,чоловік
320,Frau::N,औरत,жінка
321,Frau::N,महिला,жінка
322,Frau::N,स्त्री,жінка
323,Kind::N,बाल,дитина
324,Kind::N,बच्चा,дитина
325,Junge::N,लड़का,хлопець
326,Mädchen::N,लड़की,дівчина
327,Mädchen::N,कुमारी,дівчина
328,Familie::N,परिवार,сім’я
329,Familie::N,परिवार,родина
330,Großvater::N,दादा,дідусь
331,Großmutter::N,नानी,бабуся
332,Eltern::N,माँ-बाप,батьки
333,Eltern::N,माता-पिता,батьки
334,Vater::N,बाप,батько
335,Vater::N,पिता,батько
336,Mutter::N,माँ,мати
337,Mutter::N,माता,мати
338,Sohn::N,बेटा,син
339,Sohn::N,पुत्र,син
340,Tochter::N,बेटी,дочка
341,Tochter::N,पुत्री,дочка
342,Bruder::N,भाई,брат
343,Bruder::N,भ्राता,брат
344,Schwester::N,बहन,сестра
345,Schwester::N,भगिनी,сестра
346,Onkel::N,ताऊ,дядько
347,Onkel::N,काका,дядько
348,Tante::N,बूआ,тітка
349,Tante::N,फूफी,тітка
350,Tante::N,ख़ाला,тітка
351,Ehemann::N,पति,чоловік
352,Ehemann::N,शौहर,чоловік
353,Ehefrau::N,बीवी,жінка
354,Ehefrau::N,बीवी,дружина
355,Freude::N,आनंद,радощі
356,Freude::N,प्रसन्नता,радощі
357,Gelächter::N,हँसी,сміх
358,Gelächter::N,क़हक़हा,сміх
359,Glück::N,आनंद,щастя
360,Glück::N,ख़ुशी,щастя
361,Kummer::N,शोक,горе
362,Kummer::N,दुःख,горе
363,Wunsch::N,इच्छा,бажання
364,Wunsch::N,अभिलाषा,бажання
365,Lust::N,चाह,бажання
366,Lust::N,कामना,бажання
367,Geist::N,जान,дух
368,Geist::N,प्राण,дух
369,Gedanke::N,विचार,думка
370,Gedächtnis::N,याददाश्त,пам’ять
371,Gedächtnis::N,स्मरण-शक्ति,пам’ять
372,Verstand::N,समझ,розум
373,Verstand::N,अक़्ल,розум
374,Verstand::N,बुद्धि,розум
375,Sinn::N,अर्थ,зміст
376,Sinn::N,अर्थ,значення
377,Grund::N,वजह,причина
378,Grund::N,कारण,причина
379,Wahrheit::N,सत्य,правда
380,Wahrheit::N,सच्चाई,правда
381,Gespräch::N,चर्चा,розмова
382,Gespräch::N,वार्ता,розмова
383,Gespräch::N,बात-चीत,розмова
384,Märchen::N,क़िस्सा,байка
385,Erzählung::N,कथा,повість
386,Erzählung::N,कथा,оповідання
387,Erzählung::N,कहानी,повість
388,Erzählung::N,कहानी,оповідання
389,Nachricht::N,सूचना,повідомлення
390,Nachricht::N,समाचार,повідомлення
391,Neuigkeit::N,ख़बर,новина
392,Neuigkeit::N,समाचार,новина
393,Name::N,नाम,ім’я
394,Rätsel::N,पहेली,загадка
395,Rede::N,वचन,промова
396,Rede::N,भाषण,промова
397,Sprache::N,भाषा,мова
398,Sprache::N,ज़बान,мова
399,Stimme::N,स्वर,голос
400,Stimme::N,आवाज़,голос
401,Wort::N,शब्द,слово
402,Wort::N,लफ़्ज़,слово
403,Zeichen::N,निशान,знак
404,Ruf::N,पुकार,оклик
405,Ruf::N,आह्वान,оклик
406,Lärm::N,शोर,шум
407,Lärm::N,हुल्लड़,шум
408,Laut::N,स्वर,звук
409,Laut::N,ध्वनि,звук
410,Ton::N,सुर,тон
411,Ton::N,स्वर,тон
412,Lied::N,गीत,пісня
413,Ruhe::N,आराम,спокій
414,Ruhe::N,ख़ामोशी,спокій
415,Leute::N,लोग,люди
416,Volk::N,क़ौम,народ
417,Volk::N,प्रजा,народ
418,Arbeit::N,काम,робота
419,Gast::N,अतिथि,гість
420,Gast::N,मेहमान,гість
421,Geschenk::N,उपहार,подарунок
422,Geschenk::N,तोहफ़ा,подарунок
423,Spiel::N,खेल,гра
424,Spiel::N,क्रीड़ा,гра
425,Gesellschaft::N,साथ,товариство
426,Hilfe::N,मदद,допомога
427,Hilfe::N,सहायता,допомога
428,Freund::N,मित्र,друг
429,Freund::N,मित्र,приятель
430,Kamerad::N,साथी,товариш
431,Kamerad::N,कामरेड,товариш
432,Angelegenheit::N,बात,справа
433,Angelegenheit::N,मामला,справа
434,Anzahl::N,तादाद,число
435,Anzahl::N,संख्या,число
436,Art::N,तरह,рід
437,Art::N,क़िस्म,рід
438,Stück::N,फाँक,кусок
439,Stück::N,टुकड़ा,кусок
440,Teil::N,भाग,частина
441,Teil::N,हिस्सा,частина
442,Hälfte::N,अर्धभाग,половина
443,Kreis::N,चक्कर,круг
444,Kreis::N,चक्कर,коло
445,Kreuz::N,सलीब,хрест
446,Kreuz::N,क्रूस,хрест
447,Linie::N,लाइन,лінія
448,Strich::N,लकीर,штрих
449,Abstand::N,अंतर,проміжок
450,Abstand::N,फ़ासला,проміжок
451,Entfernung::N,दूरी,відстань
452,Entfernung::N,फ़ासला,відстань
453,Gegend::N,इलाक़ा,місцевість
454,Platz::N,जगह,площа
455,Platz::N,स्थान,площа
456,Ort::N,स्थल,місце
457,Ort::N,स्थान,місце
458,Seite::N,ओर,сторона
459,Seite::N,तरफ़,сторона
460,Mitte::N,बीच,середина
461,Mitte::N,मध्य,середина
462,Gegenstand::N,चीज़,предмет
463,Gegenstand::N,पदार्थ,предмет
464,Sache::N,चीज़,річ
465,Sache::N,वस्तु,річ
466,Rand::N,छोर,край
467,Rand::N,उपांत,край
468,Kante::N,कोर,ребро
469,Kante::N,किनारा,ребро
470,Ecke::N,कोना,ріг
471,Ecke::N,नुक्कड़,ріг
472,Spitze::N,नोक,кінчик
473,Ende::N,छोर,кінець
474,Ende::N,सिरा,кінець
475,Loch::N,छेद,діра
476,Loch::N,सूराख़,діра
477,Winkel::N,कोण,куток
478,Winkel::N,कोना,куток
479,Muster::N,नमूना,узор
480,Muster::N,डिज़ाइन,узор
481,Größe::N,परिमाण,розмір
482,Größe::N,विस्तार,розмір
483,Länge::N,लंबाई,довжина
484,Höhe::N,ऊँचाई,висота
485,Höhe::N,उच्चता,висота
486,Gewicht::N,भार,вага
487,Gewicht::N,वज़न,вага
488,Menge::N,मात्रा,кількість
489,Haufen::N,ढेर,купа
490,Haufen::N,अंबार,купа
491,Reihe::N,क़तार,ряд
492,Reihe::N,पंक्ति,ряд
493,Boot::N,नाव,човен
494,Boot::N,नौका,човен
495,Ruder::N,चप्पू,весло
496,Schlitten::N,बर्फ़-गाड़ी,сани
497,Ski::N,स्की,лижа
498,Lagerfeuer::N,अलाव,вогнище
499,Lagerfeuer::N,कैंप-फ़ायर,вогнище
500,Last::N,भार,тягар
501,Last::N,भार,вантаж
502,Gang::N,चाल,хід
503,Schritt::N,डग,крок
504,Schritt::N,क़दम,крок
505,Norden::N,उत्तर,північ
506,Süden::N,दक्खिन,південь
507,Westen::N,पश्चिम,захід
508,Osten::N,पूरब,схід
509,Holz::N,काठ,дрова
510,Holz::N,काष्ठ,дрова
511,Brett::N,पटरा,дошка
512,Brett::N,तख़्ता,дошка
513,Platte::N,फलक,плита
514,Platte::N,तख़्ता,плита
515,Stütze::N,टेक,підпірка
516,Stütze::N,थूनी,підпірка
517,Stange::N,छड़,жердина
518,Stange::N,बाँस,жердина
519,Stock::N,लाठी,палиця
520,Stab::N,लग्गा,палиця
521,Rohr::N,नल,труба
522,Haus::N,घर,дім
523,Haus::N,घर,хата
524,Haus::N,मकान,дім
525,Haus::N,मकान,хата
526,Heim::N,घर,житло
527,Heim::N,गृह,житло
528,Ofen::N,चूल्हा,піч
529,Fußboden::N,फ़र्श,підлога
530,Tisch::N,मेज़,стіл
531,Stuhl::N,कुरसी,стілець
532,Wiege::N,पालना,колиска
533,Wiege::N,हिंडोला,колиска
534,Bett::N,खाट,ліжко
535,Bett::N,खाट,постіль
536,Bett::N,पलंग,ліжко
537,Bett::N,पलंग,постіль
538,Regal::N,शेल्फ़,полиця
539,Kiste::N,पेटी,ящик
540,Kiste::N,डिब्बा,ящик
541,Fenster::N,खिड़की,вікно
542,Tür::N,द्वार,двері
543,Tür::N,दरवाज़ा,двері
544,Tor::N,फाटक,ворота
545,Zaun::N,बाड़ा,паркан
546,Zaun::N,बाड़ा,огорожа
547,Dach::N,छत,дах
548,Dach::N,छप्पर,дах
549,Leiter::N,सीढ़ी,драбина
550,Besen::N,झाड़ू,мітла
551,Besen::N,बुहारी,мітла
552,Spaten::N,कुदाल,заступ
553,Schaufel::N,बेलचा,совок
554,Schaufel::N,बेलचा,лопата
555,Schaufel::N,फावड़ा,совок
556,Schaufel::N,फावड़ा,лопата
557,Gabel::N,काँटा,виделка
558,Löffel::N,चम्मच,ложка
559,Messer::N,छुरा,ніж
560,Messer::N,चाक़ू,ніж
561,Nagel::N,कील,цвях
562,Nagel::N,मेख़,цвях
563,Netz::N,जाल,сіть
564,Haken::N,अंकुश,крюк
565,Griff::N,मूठ,ручка
566,Griff::N,मूठ,держак
567,Griff::N,हत्था,ручка
568,Griff::N,हत्था,держак
569,Schloss::N,ताला,замок
570,Bild::N,चित्र,картина
571,Figur::N,मूर्ति,фігура
572,Puppe::N,पुतली,лялька
573,Puppe::N,गुड़िया,лялька
574,Beutel::N,झोला,мішечок
575,Beutel::N,झोला,торбинка
576,Bündel::N,पुलिंदा,в’язка
577,Tasche::N,बेग,сумка
578,Tasche::N,बस्ता,сумка
579,Eimer::N,बाल्टी,відро
580,Deckel::N,ढक्कन,кришка
581,Geschirr::N,बरतन-भाँड़े,посуд
582,Sack::N,बोरा,мішок
583,Tasse::N,प्याला,чашка
584,Topf::N,देग़चा,горщик
585,Kessel::N,देग़,котел
586,Kessel::N,बटलोई,котел
587,Essen::N,खाना,їжа
588,Nahrung::N,भोजन,харч
589,Speise::N,खाना,страва
590,Speise::N,व्यंजन,страва
591,Fleisch::N,मांस,м’ясо
592,Fleisch::N,गोश्त,м’ясо
593,Getreide::N,अनाज,хліб
594,Getreide::N,अनाज,збіжжя
595,Brei::N,भरता,каша
596,Brei::N,दलिया,каша
597,Brot::N,रोटी,хліб
598,Scheibe::N,कतला,скибочка
599,Fett::N,वसा,жир
600,Fett::N,चरबी,жир
601,Butter::N,मक्खन,масло
602,Öl::N,तेल,олія
603,Salz::N,नमक,сіль
604,Suppe::N,सूप,суп
605,Suppe::N,शोरबा,суп
606,Honig::N,शहद,мед
607,Milch::N,दूध,молоко
608,Tee::N,चाय,чай
609,Leder::N,चमड़ा,шкіра
610,Wolle::N,ऊन,шерсть
611,Stoff::N,कपड़ा,тканина
612,Nadel::N,सूई,голка
613,Faden::N,डोरा,нитка
614,Knopf::N,बटन,ґудзик
615,Knopf::N,घुंडी,ґудзик
616,Knoten::N,गाँठ,вузол
617,Knoten::N,गुत्थी,вузол
618,Farbe::N,रंग,фарба
619,Farbe::N,वर्ण,фарба
620,Kleidung::N,पहनावा,одяг
621,Kleidung::N,पहनावा,убрання
622,Hemd::N,कुरता,сорочка
623,Hemd::N,क़मीज़,сорочка
624,Kragen::N,गरदनी,комір
625,Kragen::N,गरेबान,комір
626,Ärmel::N,आस्तीन,рукав
627,Hose::N,पैंट,брюки
628,Hose::N,पतलून,брюки
629,Gürtel::N,पेटी,пояс
630,Gürtel::N,मेखला,пояс
631,Mütze::N,टोपी,шапка
632,Schuh::N,जूता,ботинок
633,Stiefel::N,बूट,чобіт
634,Ring::N,अँगूठी,кільце
635,Band::N,पट्टी,стрічка
636,Kamm::N,कंघी,гребінець
637,Spiegel::N,आईना,дзеркало
638,Spiegel::N,दर्पण,дзеркало
639,Riemen::N,तसमा,ремінь
640,Riemen::N,पट्टा,ремінь
641,Schnur::N,डोरी,вірьовка
642,Schnur::N,सुतली,вірьовка
643,Leine::N,रस्सी,шворка
644,Decke::N,रज़ाई,ковдра
645,Kissen::N,तकिया,подушка
646,Kissen::N,गाद्दा,подушка
647,Tuch::N,रूमाल,хустка
648,Tuch::N,वस्त्र,хустка
649,Handtuch::N,अँगोछा,рушник
650,Kraft::N,ज़ोर,сила
651,Kraft::N,शक्ति,сила
652,Stärke::N,बल,сила
653,Stärke::N,ताक़त,сила
654,Gesundheit::N,स्वास्थ्य,здоров’я
655,Gesundheit::N,तंदुरुस्ती,здоров’я
656,Krankheit::N,रोग,хвороба
657,Krankheit::N,बीमारी,хвороба
658,Schmerz::N,दर्द,біль
659,Schmerz::N,पीड़ा,біль
660,Wunde::N,घाव,рана
661,Wunde::N,ज़ख़्म,рана
662,Fieber::N,ज्वर,гарячка
663,Fieber::N,बुख़ार,гарячка
664,Arznei::N,दवा,ліки
665,Arznei::N,औषाधि,ліки
666,Brücke::N,पुल,міст
667,Brücke::N,सेतु,міст
668,Brunnen::N,कुआँ,колодязь
669,Weide::N,चरागाह,пасовище
670,Pfad::N,पथ,стежка
671,Pfad::N,पगडंडी,стежка
672,Weg::N,मार्ग,шлях
673,Weg::N,मार्ग,дорога
674,Straße::N,राह,вулиця
675,Straße::N,रास्ता,вулиця
676,Dorf::N,गाँव,село
677,Dorf::N,ग्राम,село
678,Stadt::N,शहर,місто
679,Brief::N,ख़त,лист
680,Brief::N,पत्र,лист
681,Brief::N,चिट्ठी,лист
682,Buch::N,किताब,книга
683,Buch::N,किताब,книжка
684,Buch::N,पुस्तक,книга
685,Buch::N,पुस्तक,книжка
686,Buchstabe::N,अक्षर,буква
687,Buchstabe::N,अक्षर,літера
688,Zeitung::N,अख़बार,газета
689,Zeitung::N,समाचार-पत्र,газета
690,Leben::N,जीवन,життя
691,Leben::N,ज़िंदगी,життя
692,Tod::N,मौत,смерть
693,Tod::N,मृत्यु,смерть
694,Grab::N,क़ब्र,могила
695,Kirche::N,चर्च,церква
696,Kirche::N,गिरजा,церква
697,Sünde::N,पाप,гріх
698,Sünde::N,गुनाह,гріх
699,Gott::N,देव,бог
700,Gott::N,ईश्वर,бог
701,Arbeiter::N,मज़दूर,робітник
702,Chef::N,अध्यक्ष,хазяїн
703,Meister::N,शिल्पज्ञ,умілець
704,Arzt::N,वैद्य,лікар
705,Arzt::N,डॉक्टर,лікар
706,Arzt::N,चिकित्सक,лікар
707,Lehrer::N,शिक्षक,вчитель
708,Lehrer::N,अध्यापक,вчитель
709,Geld::N,धन,гроші
710,Geld::N,पैसा,гроші
711,Geschäft::N,सौदा,заняття
712,Geschäft::N,व्यापार,заняття
713,Laden::N,दुकान,магазин
714,Laden::N,दुकान,крамниця
715,Preis::N,दाम,ціна
716,Preis::N,मूल्य,ціна
717,Ware::N,माल,товар
718,Ware::N,पण्य,товар
719,Nutzen::N,लाभ,вигода
720,Nutzen::N,लाभ,користь
721,Nutzen::N,फ़ायदा,вигода
722,Nutzen::N,फ़ायदा,користь
723,Reichtum::N,धन,багатство
724,Reichtum::N,दौलत,багатство
725,Welt::N,विश्व,світ
726,Welt::N,दुनिया,світ
727,Land::N,देश,країна
728,Land::N,मुल्क,країна
729,Staat::N,राज्य,держава
730,Staat::N,राष्ट्र,держава
731,König::N,राजा,король
732,König::N,बादशाह,король
733,Macht::N,शासन,влада
734,Macht::N,सत्ता,влада
735,Grenze::N,सरहद,кордон
736,Krieg::N,जंग,війна
737,Krieg::N,युद्ध,війна
738,Feind::N,शत्रु,ворог
739,Feind::N,दुश्मन,ворог
740,Gewalt::N,हिंसा,насильство
741,Kampf::N,लड़ाई,бій
742,Kampf::N,लड़ाई,боротьба
743,Kampf::N,संघर्ष,бій
744,Kampf::N,संघर्ष,боротьба
745,Bogen[Waffe]::N,कमान,лук
746,Pfeil::N,बान,стріла
747,Gewehr::N,बंदूक़,рушниця
748,Gewehr::N,बंदूक़,гвинтівка
749,Fehler::N,भूल,помилка
750,Fehler::N,ग़लती,помилка
751,Lüge::N,झूठ,брехня
752,Lüge::N,असत्य,брехня
753,Schaden::N,हानि,шкода
754,Schaden::N,हानि,збиток
755,Schaden::N,नुक़सान,шкода
756,Schaden::N,नुक़सान,збиток
757,Unglück::N,मुसीबत,нещастя
758,Unglück::N,विपात्ति,нещастя
759,Schuld::N,दोष,провина
760,Schuld::N,क़सूर,провина
761,Alter::N,आयु,вік
762,Alter::N,आयु,літа
763,Alter::N,उम्र,вік
764,Alter::N,उम्र,літа
765,Schluss::N,अंत,кінець
766,Schluss::N,समाप्ति,кінець
767,Zeit::N,काल,час
768,Zeit::N,वक़्त,час
769,Tag::N,दिन,день
770,Tag::N,रोज़,день
771,Morgen::N,सुबह,ранок
772,Mittag::N,दोपहर,південь
773,Mittag::N,मध्याह्न,південь
774,Abend::N,शाम,вечір
