,Concept_ID,ja,sv
409,Tasche::N,かばん,väska
410,Eimer::N,バケツ,hink
411,Eimer::N,バケツ,ämbar
412,Deckel::N,蓋,lock
413,Geschirr::N,食器,servis
414,Geschirr::N,食器,porslin
415,Sack::N,袋,säck
416,Tasse::N,カップ,kopp
417,Topf::N,鍋,gryta
418,Topf::N,鍋,kastrull
419,Kessel::N,釜,kittel
420,Essen::N,食事,mål
421,Nahrung::N,食物,näring
422,Speise::N,料理,maträtt
423,Fleisch::N,肉,kött
424,Getreide::N,麦,säd
425,Getreide::N,麦,spannmål
426,Getreide::N,穀物,säd
427,Getreide::N,穀物,spannmål
428,Brei::N,粥,gröt
429,Brot::N,パン,bröd
430,Scheibe::N,枚,skiva
431,Scheibe::N,切れ,skiva
432,Fett::N,脂肪,fett
433,Butter::N,バター,smör
434,Öl::N,油,olja
435,Salz::N,塩,salt
436,Suppe::N,スープ,soppa
437,Honig::N,蜂蜜,honung
438,Milch::N,牛乳,mjölk
439,Tee::N,茶,te
440,Tee::N,お茶,te
441,Leder::N,革,läder
442,Wolle::N,毛糸,ull
443,Wolle::N,毛糸,ylle
444,Stoff::N,布,tyg
445,Stoff::N,布,stoff
446,Nadel::N,針,nål
447,Faden::N,糸,tråd
448,Knopf::N,ボタン,knapp
449,Knoten::N,結び目,knut
450,Farbe::N,ペンキ,färg
451,Kleidung::N,衣服,klädsel
452,Hemd::N,シャツ,skjorta
453,Kragen::N,襟,krage
454,Ärmel::N,袖,ärm
455,Hose::N,ズボン,byxor
456,Gürtel::N,帯,bälte
457,Gürtel::N,ベルト,bälte
458,Mütze::N,帽子,mössa
459,Schuh::N,靴,sko
460,Stiefel::N,ブーツ,stövel
461,Ring::N,輪,ring
462,Band::N,リボン,band
463,Kamm::N,櫛,kam
464,Spiegel::N,鏡,spegel
465,Riemen::N,緒,rem
466,Schnur::N,紐,snöre
467,Leine::N,綱,lina
468,Decke::N,掛け布団,täcke
469,Kissen::N,枕,dyna
470,Kissen::N,枕,kudde
471,Tuch::N,スカーフ,sjal
472,Handtuch::N,タオル,handduk
473,Kraft::N,力,kraft
474,Stärke::N,強さ,styrka
475,Gesundheit::N,健康,hälsa
476,Krankheit::N,病気,sjukdom
477,Schmerz::N,痛み,smärta
478,Wunde::N,傷,sår
479,Fieber::N,熱,feber
480,Arznei::N,薬,medicin
481,Arznei::N,薬,läkemedel
482,Brücke::N,橋,bro
483,Brunnen::N,井戸,brunn
484,Weide::N,牧場,bete
485,Pfad::N,小路,stig
486,Weg::N,道,väg
487,Straße::N,街道,gata
488,Dorf::N,村,by
489,Stadt::N,町,stad
490,Stadt::N,都市,stad
491,Brief::N,手紙,brev
492,Buch::N,本,bok
493,Buchstabe::N,文字,bokstav
494,Zeitung::N,新聞,tidning
495,Leben::N,生活,liv
496,Tod::N,死,död
497,Grab::N,墓,grav
498,Kirche::N,教会,kyrka
499,Sünde::N,罪,synd
500,Gott::N,神,gud
501,Arbeiter::N,労働者,arbetare
502,Chef::N,上司,chef
503,Meister::N,達人,mästare
504,Meister::N,マイスター,mästare
505,Arzt::N,医者,läkare
506,Lehrer::N,先生,lärare
507,Geld::N,金,pengar
508,Geschäft::N,取り引き,rörelse
509,Laden::N,店,affär
510,Preis::N,値段,pris
511,Ware::N,商品,vara
512,Nutzen::N,利益,gagn
513,Nutzen::N,利益,nytta
514,Reichtum::N,豊かさ,rikedom
515,Welt::N,世界,värld
516,Land::N,国,land
517,Staat::N,国家,stat
518,König::N,国王,kung
519,König::N,国王,konung
520,Macht::N,権力,makt
521,Grenze::N,国境,gräns
522,Krieg::N,戦争,krig
523,Feind::N,敵,fiende
524,Gewalt::N,暴力,våld
525,Kampf::N,戦い,kamp
526,Kampf::N,戦い,strid
527,Bogen[Waffe]::N,弓,båge
528,Pfeil::N,矢,pil
529,Gewehr::N,銃,gevär
530,Fehler::N,間違い,fel
531,Lüge::N,嘘,lögn
532,Schaden::N,損害,skada
533,Unglück::N,不幸,otur
534,Unglück::N,不幸,olycka
535,Schuld::N,罪,skuld
536,Alter::N,年,ålder
537,Alter::N,年齢,ålder
538,Schluss::N,終わり,slut
539,Zeit::N,時,tid
540,Zeit::N,時間,tid
541,Tag::N,日,dag
542,Morgen::N,朝,morgon
543,Mittag::N,昼,middag
544,Abend::N,晩,kväll
545,Abend::N,夕方,kväll
546,Nacht::N,夜,natt
547,Woche::N,週,vecka
548,Monat::N,月,månad
549,Jahr::N,年,år
550,Frühling::N,春,vår
551,Sommer::N,夏,sommar
552,Herbst::N,秋,höst
553,Winter::N,冬,vinter
554,Januar::N,一月,januari
555,Februar::N,二月,februari
556,März::N,三月,mars
557,April::N,四月,april
558,Mai::N,五月,maj
559,Juni::N,六月,juni
560,Juli::N,七月,juli
561,August::N,八月,augusti
562,September::N,九月,september
563,Oktober::N,十月,oktober
564,November::N,十一月,november
565,Dezember::N,十二月,december
566,Montag::N,月曜日,måndag
567,Dienstag::N,火曜日,tisdag
568,Mittwoch::N,水曜日,onsdag
569,Donnerstag::N,木曜日,torsdag
570,Freitag::N,金曜日,fredag
571,Samstag::N,土曜日,lördag
572,Sonntag::N,日曜日,söndag
573,groß::A,大きい,stor
574,klein::A,小さい,liten
575,lang::A,長い,lång
576,kurz::A,短い,kort
577,breit::A,広い,bred
578,schmal::A,狭い,smal
579,dicht::A,密な,tät
580,dick[Gegenstand]::A,厚い,tjock
581,dünn::A,薄い,tunn
582,fein::A,細い,fin
583,fest::A,硬い,fast
584,flach::A,平らな,platt
585,glatt::A,滑らかな,glatt
586,hart::A,堅い,hård
587,weich::A,柔らかい,mjuk
588,rund::A,丸い,rund
589,spitz::A,尖った,toppig
590,spitz::A,尖った,spetsig
591,scharf::A,鋭い,vass
592,scharf::A,鋭い,skarp
593,stumpf::A,鈍い,slö
594,schwer::A,重い,tung
595,schön::A,綺麗な,skön
596,schön::A,綺麗な,vacker
597,heiß::A,熱い,het
598,warm::A,温かい,varm
599,kalt::A,寒い,kall
600,kalt::A,冷たい,kall
601,kühl::A,涼しい,sval
602,kühl::A,涼しい,kylig
603,frisch::A,ひんやりした,färsk
604,feucht::A,湿った,fuktig
605,nass::A,濡れた,våt
606,trocken::A,乾いた,torr
607,voll::A,いっぱいの,full
608,leer::A,空の,tom
609,offen::A,開いた,öppen
610,geschlossen::A,閉まった,stängd
611,sauber::A,清潔な,ren
612,schmutzig::A,汚い,snuskig
613,roh::A,生の,rå
614,reif::A,熟した,mogen
615,lecker::A,美味しい,läcker
616,süß::A,甘い,söt
617,bitter::A,苦い,besk
618,bitter::A,苦い,bitter
619,sauer::A,酸っぱい,sur
620,hell::A,明るい,ljus
621,dunkel::A,暗い,mörk
622,schwarz::A,黒い,svart
623,weiß::A,白い,vit
624,rot::A,赤い,röd
625,gelb::A,黄色い,gul
626,blau::A,青い,blå
627,grün::A,緑の,grön
628,grau::A,灰色の,grå
629,bunt::A,色取り取りの,brokig
630,billig::A,安い,billig
631,teuer::A,高い,dyr
632,wertvoll::A,貴重な,värdefull
633,blind::A,盲目の,blind
634,taub::A,耳が聞こえない,döv
635,kräftig::A,強力な,kraftig
636,stark::A,強い,stark
637,schwach::A,弱い,svag
638,fett::A,太った,fet
639,schlank::A,ほっそりした,slank
640,hübsch::A,素敵な,snygg
641,hübsch::A,素敵な,vacker
642,böse::A,悪い,ond
643,böse::A,悪い,elak
644,dumm::A,馬鹿な,dum
645,faul::A,怠惰な,lat
646,fleißig::A,勤勉な,flitig
647,geizig::A,けちな,snål
648,geizig::A,けちな,girig
649,klug::A,賢い,klok
650,klug::A,頭のいい,klok
651,geschickt::A,器用な,händig
652,geschickt::A,器用な,skicklig
653,lieb::A,愛らしい,kär
654,lieb::A,愛らしい,snäll
655,lustig::A,楽しい,rolig
656,lustig::A,楽しい,lustig
657,sanft::A,温和な,mild
658,hungrig::A,空腹の,hungrig
659,krank::A,病気の,sjuk
660,nackt::A,裸の,naken
661,traurig::A,悲しい,ledsen
662,traurig::A,悲しい,sorgsen
663,lebendig::A,生きた,levande
664,gut::A,良い,bra
665,schlecht::A,悪い,dålig
666,schlecht::A,駄目な,dålig
667,richtig::A,正しい,riktig
668,schlimm::A,ひどい,illa
669,wahr::A,本当の,sann
670,alt::A,古い,gammal
671,neu::A,新しい,ny
672,ehemalig::A,以前の,forn
673,ehemalig::A,以前の,tidigare
674,alt[Lebewesen]::A,年を取った,gammal
675,jung::A,若い,ung
676,arm::A,貧乏な,fattig
677,reich::A,裕福な,rik
678,bekannt::A,有名な,känd
679,berühmt::A,有名な,berömd
680,fremd::A,見知らぬ,främmande
681,verschieden::A,色々な,åtskillig
682,nah::A,近い,nära
683,fern::A,遠い,fjärran
684,linker::A,左の,vänster
685,rechter::A,右の,höger
686,anderer::A,別の,annan
687,erster::A,一番目,första
688,zweiter::A,二番目,andra
689,dritter::A,三番目,tredje
690,letzter::A,最後の,sist
691,allein::ADV,一人で,allena
692,auf einmal::ADV,同時に,på en gång
693,zusammen::ADV,一緒に,tillsammans
694,lange::ADV,長い間,länge
695,plötzlich::ADV,急に,plötsligt
696,sofort::ADV,すぐに,strax
697,sofort::ADV,すぐに,genast
698,später::ADV,後で,senare
699,jetzt::ADV,今,nu
700,heute::ADV,今日,i dag
701,morgen::ADV,明日,i morgon
702,bald::ADV,間もなく,snart
703,dann::ADV,それから,då
704,gestern::ADV,昨日,i går
705,einst::ADV,過去に,en gång
706,damals::ADV,あの時,då
707,damals::ADV,あの時,den gången
708,danach::ADV,その後で,därefter
709,vorher::ADV,以前に,före
710,vorher::ADV,以前に,förut
711,zuerst::ADV,まず,först
712,zuerst::ADV,最初に,först
713,einmal::ADV,一回,en gång
714,manchmal::ADV,時々,ibland
715,oft::ADV,よく,ofta
716,immer::ADV,いつも,alltid
717,niemals::ADV,一度も...ない,aldrig
718,hier::ADV,こちら,här
719,hierhin::ADV,ここへ,hit
720,hierhin::ADV,こちらへ,hit
721,von hier::ADV,ここから,härifrån
722,dort::ADV,そちら,där
723,dorthin::ADV,そこへ,dit
724,dorthin::ADV,そちらへ,dit
725,geradeaus::ADV,真っ直ぐに,rätt fram
726,vorwärts::ADV,前へ,fram
727,vorwärts::ADV,前へ,framåt
728,rückwärts::ADV,後ろへ,baklänges
729,zurück::ADV,後ろへ,tillbaka
730,unten::ADV,下に,nere
731,unten::ADV,下に,nedanför
732,hinab::ADV,下へ,ned
733,hinab::ADV,下へ,nedåt
734,oben::ADV,上に,ovan
735,oben::ADV,上に,ovanpå
736,hinauf::ADV,上へ,upp
737,hinauf::ADV,上へ,uppåt
738,überall::ADV,どこでも,överallt
739,nicht::ADV,ない,ej
740,nicht::ADV,ない,inte
741,ein wenig::ADV,少し,litet
742,ein wenig::ADV,ちょっと,litet
743,kaum::ADV,ほとんど～ない,knappt
744,kaum::ADV,ほとんど～ない,knappast
745,sehr::ADV,とても,mycket
746,so::ADV,こう,så
747,noch::ADV,まだ,än
748,noch::ADV,まだ,ännu
749,nur::ADV,～だけ,bara
750,nur::ADV,～だけ,endast
751,schon::ADV,もう,redan
752,wieder::ADV,再び,åter
753,vergebens::ADV,無駄に,förgäves
754,vor::PRP,前に,utanför
755,hinter::PRP,後ろに,bakom
756,unter::PRP,下に,under
757,durch::PRP,通して,genom
758,durch::PRP,通して,igenom
759,neben::PRP,横に,bredvid
760,neben::PRP,横に,vid sidan av
761,zwischen::PRP,間に,mellan
762,wegen::PRP,為に,på grund av
763,wegen::PRP,せいで,på grund av
764,dies::PRN,これ,detta
765,das::PRN,それ,det
766,alles::PRN,全部,allt
767,ich::PRN,私,jag
768,du::PRN,あなた,du
769,er::PRN,彼,han
770,wir::PRN,私達,vi
771,ihr::PRN,あなた達,ni
772,sie::PRN,彼ら,de
773,was::FPRN,何,vad
774,wer::FPRN,誰,vem
775,wer::FPRN,どなた,vem
776,wo::FADV,どこ,var
777,wo::FADV,どこに,var
778,wohin::FADV,どこへ,vart
779,wie::FADV,どう,hur
780,warum::FADV,何故,varför
781,warum::FADV,どうして,varför
782,wieviel::FNUM,どのくらい,hur mycket
783,eins::NUM,一,en
784,eins::NUM,一,ett
785,zwei::NUM,二,två
786,zwei::NUM,二つ,två
787,drei::NUM,三,tre
788,drei::NUM,三つ,tre
789,vier::NUM,四,fyra
790,vier::NUM,四つ,fyra
791,fünf::NUM,五,fem
792,fünf::NUM,五つ,fem
793,sechs::NUM,六,sex
794,sechs::NUM,六つ,sex
795,sieben::NUM,七,sju
796,sieben::NUM,七つ,sju
797,acht::NUM,八,åtta
798,acht::NUM,八つ,åtta
799,neun::NUM,九,nio
800,neun::NUM,九つ,nio
801,zehn::NUM,十,tio
802,elf::NUM,十一,elva
803,zwölf::NUM,十二,tolv
804,zwanzig::NUM,二十,tjugo
805,dreißig::NUM,三十,trettio
806,vierzig::NUM,四十,fyrtio
807,fünfzig::NUM,五十,femtio
808,sechzig::NUM,六十,sextio
809,siebzig::NUM,七十,sjuttio
810,achtzig::NUM,八十,åttio
811,neunzig::NUM,九十,nittio
812,hundert::NUM,百,hundra
813,tausend::NUM,千,tusen
814,und::CNJ,-と,och
815,und::CNJ,そして,och
816,oder::CNJ,或いは,eller
817,stehen::V,立っている,stå
818,sitzen::V,座っている,sitta
819,liegen::V,横になっている,ligga
820,hängen::V,掛かっている,hänga
821,werden::V,なる,bli
822,passieren::V,起こる,ske
823,passieren::V,起こる,hända
824,beginnen::V,始まる,börja
825,enden::V,終わる,ända
826,wechseln::V,変わる,växla
827,aufgehen[Sonne]::V,出る,gå upp
828,untergehen[Sonne]::V,沈む,gå ned
829,scheinen[Sonne]::V,輝く,skina
830,donnern::V,雷が鳴る,dundra
831,wehen::V,吹く,blåsa
832,strömen::V,流れる,forsa
833,strömen::V,流れる,strömma
834,fließen::V,流れる,flyta
835,sich drehen::V,回転する,snurra
836,schwanken::V,揺れる,vackla
837,schwingen::V,振動する,svinga
838,fallen::V,落ちる,falla
839,brennen::V,燃える,brinna
840,rauchen::V,煙を出す,ryka
841,regnen::V,雨が降る,regna
842,gefrieren::V,凍る,frysa
843,tauen::V,溶ける,töa
844,schmelzen::V,溶ける,smälta
845,trocknen::V,乾く,torka
846,sieden::V,沸く,koka
847,sieden::V,沸く,sjuda
848,faulen::V,腐る,ruttna
849,verfaulen::V,朽ちる,ruttna
850,reißen::V,切れる,brista
851,versinken::V,沈む,sjunka
852,vergehen::V,経つ,förgå
853,erscheinen::V,現れる,synas
854,erscheinen::V,現れる,visa sig
855,verschwinden::V,消える,försvinna
856,sinken::V,下がる,sjunka
857,abnehmen::V,減る,avta
858,abnehmen::V,減る,minskas
859,zunehmen::V,増える,tilltaga
860,steigen::V,上がる,stiga
861,wachsen::V,伸びる,växa
862,glänzen::V,輝く,glimma
863,funkeln::V,ぴかぴか光る,tindra
864,funkeln::V,ぴかぴか光る,gnistra
865,lärmen::V,騒ぐ,bråka
866,lärmen::V,騒ぐ,väsnas
867,läuten::V,鳴る,ringa
868,klingeln::V,鳴る,ringa
