,Concept_ID,os,zh
774,sie::PRN,уыдон,她
775,was::FPRN,цы,什么
776,wer::FPRN,чи,谁
777,wo::FADV,кӕм,哪里
778,wohin::FADV,кӕдӕм,去哪里
779,wie::FADV,куыд,怎么
780,warum::FADV,цӕмӕн,为什么
781,wieviel::FNUM,цал,多少
782,eins::NUM,иу,一
783,zwei::NUM,дыууӕ,二
784,drei::NUM,ӕртӕ,三
785,vier::NUM,цыппар,四
786,fünf::NUM,фондз,五
787,sechs::NUM,ӕхсӕз,六
788,sieben::NUM,авд,七
789,acht::NUM,аст,八
790,neun::NUM,фараст,九
791,zehn::NUM,дӕс,十
792,elf::NUM,иуæндæс,十一
793,zwölf::NUM,дыууадæс,十二
794,zwanzig::NUM,дыууын,二十
795,dreißig::NUM,æртын,三十
796,dreißig::NUM,дæсæмæссæдз,三十
797,vierzig::NUM,цыппор,四十
798,vierzig::NUM,цыппур,四十
799,vierzig::NUM,дыууиссæдзы,四十
800,fünfzig::NUM,фӕндзай,五十
801,sechzig::NUM,æхсай,六十
802,sechzig::NUM,æртиссæдзы,六十
803,siebzig::NUM,æвдай,七十
804,siebzig::NUM,дæс æмæ æртиссæдзы,七十
805,achtzig::NUM,цыппарыссæдзы,八十
806,achtzig::NUM,æстай,八十
807,neunzig::NUM,нæуæдз,九十
808,neunzig::NUM,дæс æмæ цыппарыссæдзы,九十
809,hundert::NUM,сӕдӕ,百
810,tausend::NUM,мин,千
811,und::CNJ,ӕмӕ,和
812,oder::CNJ,кӕнӕ,或者
813,stehen::V,лӕууын,站
814,sitzen::V,бадын,坐
815,liegen::V,хуыссын,躺着
816,hängen::V,ауыгъд уын,挂着
817,werden::V,суӕвын,成为
818,passieren::V,æрцæуын,发生
819,beginnen::V,райдайын,开始
820,enden::V,фæуын,终止
821,wechseln::V,ивын,变迁
822,aufgehen[Sonne]::V,скæсын,升起
823,untergehen[Sonne]::V, аныгуылын,下落
824,scheinen[Sonne]::V,рухс кӕнын,照射
825,donnern::V,нæрын,打雷
826,wehen::V,дымын,飘扬
827,strömen::V,кӕлын,流
828,fließen::V,цæуын,流动
829,fließen::V,уайын,流动
830,fließen::V,кæлын,流动
831,sich drehen::V,зилын,转动
832,schwanken::V,æнкъуысын,摇摆
833,schwingen::V,æнкъуысын,摇
834,schwingen::V,змæлын,摇
835,fallen::V,хауын,坠落
836,brennen::V,судзын,燃烧
837,rauchen::V,фæздæг кæнын,冒烟
838,regnen::V,уарын,下雨
839,gefrieren::V,сӕлын,结冰
840,tauen::V,стайын,融化
841,schmelzen::V,тайын,溶化
842,trocknen::V,хус кæнын,变干
843,sieden::V,фыцын,煮
844,faulen::V,ӕмбийын,腐烂
845,verfaulen::V,бамбийын,腐烂
846,reißen::V,скъуийын,撕
847,versinken::V,дӕлдон_кӕнын,下沉
848,vergehen::V,аивгъуийын,流逝
849,erscheinen::V,разынын,出现
850,verschwinden::V,фæтары уын,消失
851,verschwinden::V,фæдæлдзæх уын,消失
852,verschwinden::V,фесæфын,消失
853,verschwinden::V,æрбайсæфын,消失
854,sinken::V,дæлæмæ æрхауын,下降
855,abnehmen::V,фæкъаддæр уын,减少
856,abnehmen::V,фæцух уын,减少
857,zunehmen::V,фæфылдæр уын,增加
858,zunehmen::V,сбирæ уын,增加
859,zunehmen::V,сахадын,增加
860,steigen::V,сыстын,上升
861,wachsen::V,рӕзын,生长
862,glänzen::V,ӕрттивын,发光
863,funkeln::V,тыбар-тыбур_кӕнын,闪烁
864,lärmen::V,хъæлæба кæнын,吵闹
865,läuten::V,цæгъдын,响
866,klingeln::V,цæгъдын,按铃
867,klirren::V,дзыгъал-мыгъул кæнын,
868,klirren::V,дзæгъ-дзæгъ кæнын,
869,brausen::V,абухын,疾驶
870,klingen::V,зæлын,听起来
871,klingen::V,азæлын,听起来
872,klingen::V,хъуысын,听起来
873,bellen::V,рæйын,吠
874,heulen::V,ниуын,嗥
875,blasen::V,фу кӕнын,吹
876,pfeifen::V,æхситт кæнын,吹口哨
877,pfeifen::V,къуыззитт кæнын,吹口哨
878,schreien::V,хъӕр кӕнын,叫喊
879,stöhnen::V,хъæрзын,呻吟
880,stöhnen::V,дзыназын,呻吟
881,zittern::V,ризын,颤抖
882,leben::V,цӕрын,生存
883,geboren werden::V,райгуырын,出生
884,atmen::V,улӕфын,呼吸
885,trinken::V,нуазын,喝
886,essen::V,хӕрын,吃
887,schlucken::V,ныхъуырын,咽
888,müde werden::V,бафæллайын,疲倦
889,müde werden::V,бафæлмæцын,疲倦
890,müde werden::V,сфæлмæцын,疲倦
891,einschlafen::V,бафынæй уын,入睡
892,schlafen::V,хуыссын,睡觉
893,schlafen::V,фынӕй кӕнын,睡觉
894,aufwachen::V,райхъал уын,睡醒
895,aufstehen::V,стын,起床
896,sich erholen::V,фæллад уадзын,休养
897,sich erholen::V,улæфын,休养
898,krank werden::V,фӕрынчын уын,生病
899,krank sein::V,сӕйын,生病
900,schmerzen::V,риссын,疼痛
901,husten::V,хуыфын,咳
902,genesen::V,сдзæбæх уын,痊愈
903,genesen::V,рандидзын,痊愈
904,genesen::V,сæндидзын,痊愈
905,sterben::V,мӕлын,死
906,umkommen::V,фесæфын,丧命
907,umkommen::V,байсæфын,丧命
908,umkommen::V,бабын уын,丧命
909,umkommen::V,мард фæуын,丧命
910,sich bewegen::V,тæлфын,移动
911,sich bewegen::V,цæуын,移动
912,sich rühren::V,змӕлын,动弹
913,sich erheben::V,стын,站起
914,sich setzen::V,сбадын,坐
915,hinfallen::V,ӕрхауын,跌倒
916,laufen::V,цӕуын,步行
917,laufen::V,рацу-бацу_кӕнын,步行
918,schreiten::V,къахдзæф кæнын,迈步
919,schreiten::V,санчъех кæнын,迈步
920,schreiten::V,цæуын,迈步
921,spazierengehen::V,озер кæнын,散步
922,spazierengehen::V,тезгъо кæнын,散步
923,eilen::V,тагъд кæнын,急忙
924,eilen::V,тындзын,急忙
925,sich beeilen::V,тагъд кæнын,赶快
926,sich beeilen::V,тындзын,赶快
927,sausen::V,уайын,疾驰
928,sausen::V,тæхын,疾驰
929,rennen::V,згъорын,奔跑
930,springen::V,гæпп кæнын,跳
931,springen::V,сæррæтт кæнын,跳
932,springen::V,лиуырын,跳
933,klettern::V,хилын,攀缘
934,schaukeln::V,хецъро кæнын,荡秋千
935,schaukeln::V,херыйыл бадын,荡秋千
936,kriechen::V,бырын,爬行
937,schwimmen::V,ленк кӕнын,游泳
938,tauchen::V,ныгъуылын,潜水
939,rudern::V,бæлæгъ тæрын,划船
940,rudern::V,чема тæрын,划船
941,fahren::V,цӕуын,行驶
942,fliegen::V,тӕхын,飞
943,gehen::V,цӕуын,走
944,weggehen::V,ацӕуын,离去
945,abfahren::V,араст уын,出发
946,anhalten::V,æрлæууын,停住
947,hineingehen::V,мидæмæ цæуын,进去
948,eintreten::V,бацӕуын,进入
949,kommen::V,æрцæуын,来
950,ankommen::V,æрцæуын,到达
951,zurückkommen::V,раздæхын,回来
952,zurückkommen::V,фæстæмæ_раздæхын,回来
953,zurückkommen::V,æрбаздæхын,回来
954,zurückkommen::V,аздæхын,回来
955,bleiben::V,лӕууын,停留
956,warten::V,ӕнхъӕлмӕ кӕсын,等
957,erwarten::V,ӕнхъӕлмӕ кӕсын,等候
958,suchen::V,агурын,找
959,finden::V,ссарын,找到
960,versuchen::V,фӕлварын,尝试
961,vorbereiten::V,бацаттæ кæнын,预备
962,vorbereiten::V,æрæввонг кæнын,预备
963,lieben::V,уарзын,爱
964,mögen::V,зæрдæмæ цæуын,喜欢
965,lachen::V,худын,笑
966,rühren::V,зæрдæ суынгæг кæнын,
967,weinen::V,кӕуын,哭
968,schimpfen::V,æлгъитын,骂
969,sich ärgern::V,мæсты кæнын,生气
970,sich fürchten::V,тæрсын,害怕
971,fürchten::V,тæрсын,害怕
972,fliehen::V,лидзын,逃走
973,flüchten::V,алидзын,逃跑
974,sehen::V,уынын,看
975,anschauen::V,акӕсын,注视
976,ansehen::V,кӕсын,注视
977,hören::V,хъусын,听
978,zuhören::V,хъусын,倾听
979,probieren::V,уынын,尝
980,probieren::V,аходын,尝
981,riechen::V,смудын,闻
982,fühlen::V,ӕнкъарын,感到
983,scheinen::V,зынын,照耀
984,zu sehen sein::V,зынын,可以看到
985,vernehmen::V,фехъусын,审讯
986,frieren::V,сийын,觉得冷
987,tun::V,кӕнын,作
988,können::V,фӕразын,能
989,wollen::V,фӕндын,要
990,anfangen::V,райдайын,开始
991,beenden::V,фӕуын,结束
992,aufhören::V,банцайын,停止
993,aufhören::V,фенцайын,停止
994,gelingen::V,бантысын,成功
995,geraten::V,разынын,陷于
996,öffnen::V,гом кӕнын,打开
997,schließen::V,ӕхгӕнын,关
998,stellen::V,ӕвӕрын,放
999,setzen::V,сбадын кӕнын,放
1000,legen::V,ӕрӕвӕрын,摆
1001,berühren::V,агайын,触
1002,verbinden::V,бӕттын,联结
1003,bedecken::V,ӕмбӕрзын,覆盖
1004,aufhängen::V,ауындзын,挂
1005,anzünden::V,ссудзын,点
1006,aufheben::V,сисын,拾起
1007,zurücklassen::V,ныууадзын,遗留
1008,verlieren::V,фесафын,丧失
1009,fallen lassen::V,ӕрӕппарын,让掉下
1010,fallen lassen::V,къухтӕй феуӕгъд кӕнын,让掉下
1011,machen::V,саразын,做
1012,herstellen::V,сцæттæ кæнын,生产
1013,herstellen::V,саразын,生产
1014,bauen::V,амайын,建造
1015,reparieren::V,æмпъузын,修理
1016,reparieren::V,цалцæг кæнын,修理
1017,verbessern::V,фæхуыздæр кæнын,改进
1018,ändern::V,аивын,改变
1019,graben::V,къахын,挖
1020,beugen::V,æркъæдз кæнын,弯下
1021,beugen::V,æртасын кæнын,弯下
1022,biegen::V,тасын кӕнын,弯
1023,drehen::V,здухын,转动
1024,wenden::V,афæлдахын,转动
1025,wenden::V,рафæлдахын,转动
1026,umdrehen::V,афæлдахын,转动
1027,heben::V,сдарын,举起
1028,heben::V,схæцын,举起
1029,hochheben::V,уæлæмæ хæцын,抬高
1030,ergreifen::V,фӕлӕбурын,抓住
1031,halten::V,дарын,拿着
1032,drücken::V,æлхъивын,压
1033,drücken::V,хæцын,压
1034,schieben::V,схойын,推
1035,kratzen::V,хафын,搔
1036,lecken::V,сдæрын,舔
1037,beißen::V,хæцын,咬
1038,abreißen::V,ратонын,撕下
1039,abschneiden::V,ралыг кӕнын,切断
1040,binden::V,бабӕттын,捆
1041,stecken::V,ныссадзын,插
1042,brechen::V,асæттын,断裂
1043,brechen::V,басæттын,断裂
1044,brechen::V,ныссæттын,断裂
1045,klopfen::V,хойын,敲
1046,klopfen::V,гуыпп-гуыпп кæнын,敲
1047,klopfen::V,къуырцц-къуырцц кæнын,敲
1048,hauen::V,цӕвын,揍
1049,hauen::V,нӕмын,揍
1050,kleben::V,ныхасын,粘
1051,kleben::V,æндадзын,粘
1052,reiben::V,сӕрфын,摩擦
1053,reiben::V,хафын,摩擦
1054,streichen::V,байсæрдын,涂
1055,streichen::V,сахорын,涂
1056,schleifen::V,ссын,拖曳
1057,schleifen::V,цыргъ кӕнын,拖曳
1058,schneiden::V,кӕрдын,切
1059,rütteln::V,æнкъусын,颠簸
1060,schütteln::V,уигъын,摇动
1061,schwenken::V,тилын,摇动
1062,schwenken::V,уигъын,摇动
1063,schütten::V,ныккӕнын,倒
1064,füllen::V,байдзаг кæнын,填满
1065,einwickeln::V,батухын,包
1066,tragen::V,хӕссын,提
1067,schleppen::V,ласын,扛
1068,ziehen::V,ласын,拉
1069,aufbewahren::V,æвæрын,保存
1070,werfen::V,зыввытт кӕнын,扔
1071,fangen::V,ӕрцахсын,捕捉
1072,packen::V,рацахсын,抓住
1073,verstecken::V,æмбæхсын,藏
1074,verstecken::V,нымæхсын,藏
1075,teilen::V,уарын,分
1076,schicken::V,ӕрвитын,派遣
1077,bringen::V,æрхæссын,带来
1078,bringen::V,æрбахæссын,带来
1079,hinzufügen::V,ӕфтауын,添加
1080,bekommen::V,ссарын,得到
1081,bekommen::V,сфæрæз кæнын,得到
1082,bekommen::V,самал кæнын,得到
1083,erhalten::V,райсын,接到
1084,nehmen::V,райсын,拿
1085,wählen::V,равзарын,挑选
1086,auswählen::V,авзарын,选择
1087,bewahren::V,бавæрын,保持
1088,bewahren::V,нывæрын,保持
1089,behindern::V,цæлхдур æвæрын,防碍
1090,behindern::V,ныхдур æвæрын,防碍
1091,behindern::V,къуылымпы кæнын,防碍
1092,behindern::V,хъыг дарын,防碍
1093,verderben::V,фесафын,败坏
1094,beschädigen::V,халын,损坏
1095,zerbrechen::V,асӕттын,破碎
1096,zerreißen::V,аскъуынын,撕碎
1097,zerstören::V,фехалын,毁坏
1098,verbrennen::V,басудзын,燃烧
1099,geben::V,дӕттын,给
1100,reichen::V,адæттын,递给
1101,schenken::V,лæвар кæнын,赠送
1102,versprechen::V,дзырд раттын,许诺
1103,versprechen::V,зӕрдӕ бавӕрын,许诺
1104,wünschen::V,зæрдæ зæгъы,祝
1105,loben::V,раппӕлын,表扬
1106,küssen::V,пъа кæнын,亲
1107,küssen::V,ба кæнын,亲
1108,wiegen::V,узын,轻摇
1109,zudecken::V,бамбӕрзын,盖上
1110,wecken::V,райхъал кӕнын,唤起
1111,zeigen::V,амонын,指
1112,führen::V,кӕнын,带领
1113,führen::V,фæкæнын,带领
1114,lehren::V,ахуыр кæнын,教
1115,unterrichten::V,ахуыр кæнын,讲课
1116,aufziehen::V,хъомыл кӕнын,抚养
1117,leiten::V,разамынд дӕттын,领导
1118,antreiben::V,тагъд кæнын,催促
1119,antreiben::V,рог кæнын,催促
1120,lassen::V,кæнын,让
1121,einladen::V,ӕрхонын,邀请
1122,einladen::V,ӕрбахонын,邀请
1123,vereinigen::V,баиу кӕнын,统一
1124,besuchen::V,абæрæг кæнын,参观
1125,besuchen::V,бабæрæг кæнын,参观
1126,besuchen::V,бауайын,参观
1127,treffen::V,фембæлын,会面
1128,sich versammeln::V,æрæмбырд уын,聚集
1129,spielen::V,хъазын,玩
1130,singen::V,зарын,唱歌
1131,tanzen::V,кафын,跳舞
1132,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,分别
1133,verlassen::V,ныууадзын,离开
1134,retten::V,фервӕзын кӕнын,救
1135,bewachen::V,хъахъхъӕнын,守卫
1136,schützen::V,хъахъхъӕнын,保护
1137,verteidigen::V,бахизын,保卫
1138,sich schlagen::V,хыл кæнын,打架
1139,schießen::V,ӕхсын,射击
1140,siegen::V,басӕттын,获胜
1141,siegen::V,фӕуӕлахиз уӕвын,获胜
1142,ärgern::V,мӕсты кӕнын,激怒
1143,schlagen::V,ныццæвын,打
1144,stechen::V,фæрæхойын,刺
1145,stoßen::V,риуыгъын,撞
1146,stehlen::V,давын,盗窃
1147,stören::V,хъыгдарын,干扰
1148,belästigen::V,хъыгдарын,打搅
1149,verbergen::V,бамбӕхсын,隐藏
1150,verbergen::V,басусӕг кӕнын,隐藏
1151,täuschen::V,фӕливын,欺骗
1152,täuschen::V,асайын,欺骗
1153,betrügen::V,асайын,欺骗
1154,töten::V,амарын,杀
1155,wohnen::V,цӕрын,居住
1156,arbeiten::V,кусын,工作
1157,sammeln::V,æртонын,收集
1158,pflücken::V,тонын,采
1159,jagen::V,цуан кæнын,打猎
1160,fischen::V,кæсаг ахсын æнгуырæй,捕鱼
1161,fischen::V,æнгуыр дарын,捕鱼
1162,fassen::V,ӕрцахсын,捉住
1163,hüten::V,хизын,守护
1164,treiben::V,скъӕрын,漂
1165,anbinden::V,бабæттын,拴
1166,anbinden::V,æрбæттын,拴
1167,füttern::V,холлаг дæттын,喂
1168,füttern::V,холлаг æвæрын,喂
1169,füttern::V,дарын,喂
1170,melken::V,дуцын,挤奶
1171,hacken::V,кæрдын,剁细
1172,hacken::V,лыгтæ кæнын,剁细
1173,gießen::V,бакалын,浇
1174,reifen::V,срæгъæд уын,成熟
1175,reifen::V,сцæттæ уын,成熟
1176,zubereiten::V,сцӕттӕ кӕнын,
1177,kochen::V,фыцын,煮
1178,backen::V,фыцын,烤
1179,braten::V,цурын,煎
1180,umrühren::V,ахæццæ кæнын,搅拌
1181,umrühren::V,азмæнтын,搅拌
1182,umrühren::V,астауын,搅拌
1183,stricken::V,кæнын,织
1184,stricken::V,бийын,织
1185,nähen::V,хуыйын,缝
1186,färben::V,ахорын,染色
1187,reinigen::V,ссыгъдæг кæнын,清洁
1188,reinigen::V,ныссыгъдæг кæнын,清洁
1189,reinigen::V,ныссæрфын,清洁
1190,waschen::V,ӕхсын,洗
1191,abwischen::V,сӕрфын,擦掉
1192,spülen::V,æнхъæвзын,清洗
1193,fegen::V,мӕрзын,扫
1194,kehren::V,мӕрзын,打扫
1195,baden::V,хи найын,给...洗澡
1196,sich waschen::V,хи æхсын,洗澡
1197,ausziehen::V,ласын,脱
1198,anziehen::V,скæнын,穿
1199,sich anziehen::V,дзаума скæнын,穿衣
1200,sich anziehen::V,дарæс скæнын,穿衣
1201,kämmen::V,ныффасын,梳
1202,kämmen::V,æрфасын,梳
1203,schmücken::V,фӕлындын,装饰
1204,sagen::V,зæгъын,说
1205,sprechen::V,дзурын,说
1206,reden::V,ныхас кӕнын,讲
1207,sich unterhalten::V,ныхас кæнын,聊天
1208,fragen::V,фӕрсын,问
1209,bitten::V,курын,请
1210,erzählen::V,радзурын,叙述
1211,erzählen::V,ратаурæгъ кæнын,叙述
1212,mitteilen::V,фехъусын кæнын,通知
1213,nennen::V,хонын,叫做
1214,rufen::V,сидын,叫
1215,prahlen::V,ӕппӕлын,吹牛
1216,übersetzen::V,ратæлмац кæнын,翻译
1217,denken::V,ӕнхъӕлын,想
1218,denken::V,хъуыды кӕнын,想
1219,glauben::V,уырнын,以为
1220,bemerken::V,фенын,发觉
1221,erkennen::V,базонын,识别
1222,begreifen::V,ӕмбарын,理解
1223,begreifen::V,бамбарын,理解
1224,lernen::V,ахуыр кӕнын,学
1225,wissen::V,зонын,知道
1226,sich erinnern an::V,зæрдыл æрлæууын,回忆
1227,sich erinnern an::V,æрымысын,回忆
1228,sich erinnern an::V,æрбаймысын,回忆
1229,sich erinnern an::V,æрхъуыды кæнын,回忆
1230,vergessen::V,ферох кæнын,忘记
1231,vergessen::V,айрох кæнын,忘记
1232,messen::V,барын,测量
1233,zählen::V,нымайын,数
1234,rechnen::V,хынцын,计算
1235,lesen::V,кӕсын,读
1236,lesen::V,фӕрсын,读
1237,malen::V,ныв кӕнын,画
1238,zeichnen::V,ныв кӕнын,绘制
1239,schreiben::V,фыссын,写
1240,besitzen::V,хицау уын,占有
1241,kaufen::V,балхӕнын,买
1242,verkaufen::V,уӕй кӕнын,卖
1243,bezahlen::V,бафидын,付钱
1244,zahlen::V,фидын,支付
1245,beherrschen::V,æлдариуæг кæнын,统治
1246,ertragen::V,бавзарын,忍耐
1247,Leine::N,,皮带
1248,treten::V,,踢
1249,verstehen::V,,明白
