,Concept_ID,cs,it
831,oft::ADV,často,spesso
832,immer::ADV,vždy,sempre
833,immer::ADV,stále,sempre
834,niemals::ADV,nikdy,non mai
835,hier::ADV,zde,qua
836,hier::ADV,tady,qua
837,hierhin::ADV,sem,qua
838,von hier::ADV,odtud,ne
839,von hier::ADV,odtud,da qui
840,dort::ADV,tam,lì
841,dorthin::ADV,tam,là
842,geradeaus::ADV,rovně,diritto
843,vorwärts::ADV,kupředu,avanti
844,rückwärts::ADV,zpět,all'indietro
845,zurück::ADV,zpět,di indietro
846,zurück::ADV,nazpět,di indietro
847,unten::ADV,dole,giù
848,unten::ADV,dole,sotto
849,hinab::ADV,dolů,giù
850,hinab::ADV,dolů,in giù
851,oben::ADV,nahoře,su
852,oben::ADV,nahoře,sopra
853,oben::ADV,navrchu,su
854,oben::ADV,navrchu,sopra
855,hinauf::ADV,nahoru,in sù
856,hinauf::ADV,nahoru,in alto
857,überall::ADV,všude,dappertutto
858,nicht::ADV,ne,non
859,ein wenig::ADV,trochu,un po'
860,ein wenig::ADV,trochu,un poco
861,kaum::ADV,sotva,a appena
862,sehr::ADV,velmi,molto
863,sehr::ADV,velice,molto
864,so::ADV,tak,così
865,so::ADV,tak,tanto
866,so::ADV,takto,così
867,so::ADV,takto,tanto
868,noch::ADV,ještě,ancora
869,nur::ADV,jen,solo
870,nur::ADV,jen,soltanto
871,nur::ADV,jenom,solo
872,nur::ADV,jenom,soltanto
873,schon::ADV,už,già
874,schon::ADV,již,già
875,wieder::ADV,zase,di nuovo
876,vergebens::ADV,marně,invano
877,vor::PRP,před,davanti a
878,hinter::PRP,za,dietro
879,unter::PRP,pod,sotto
880,durch::PRP,skrz,per
881,durch::PRP,skrz,attraverso
882,neben::PRP,vedle,a accanto a
883,zwischen::PRP,mezi,fra
884,wegen::PRP,pro,a causa di
885,dies::PRN,toto,ciò
886,dies::PRN,toto,questo
887,dies::PRN,tohle,ciò
888,dies::PRN,tohle,questo
889,das::PRN,to,ciò
890,das::PRN,to,quello
891,alles::PRN,všechno,tutto
892,ich::PRN,já,ìo
893,du::PRN,ty,tu
894,er::PRN,on,lui
895,er::PRN,on,egli
896,wir::PRN,my,noi
897,ihr::PRN,vy,voi
898,sie::PRN,oni,loro
899,was::FPRN,co,che
900,was::FPRN,co,che cosa
901,wer::FPRN,kdo,chi
902,wo::FADV,kde,dove
903,wohin::FADV,kam,dove
904,wie::FADV,jak,come
905,warum::FADV,proč,perche
906,wieviel::FNUM,kolik,quanto
907,eins::NUM,jeden,uno
908,zwei::NUM,dva,due
909,drei::NUM,tři,tre
910,vier::NUM,čtyři,quattro
911,fünf::NUM,pět,cinque
912,sechs::NUM,šest,sei
913,sieben::NUM,sedm,sette
914,acht::NUM,osm,otto
915,neun::NUM,devět,nove
916,zehn::NUM,deset,dieci
917,elf::NUM,jedenáct,ùndici
918,zwölf::NUM,dvanáct,dodici
919,zwanzig::NUM,dvacet,venti
920,dreißig::NUM,třicet,trenta
921,vierzig::NUM,čtyřicet,quaranta
922,fünfzig::NUM,padesát,cinquanta
923,sechzig::NUM,šedesát,sessanta
924,siebzig::NUM,sedmdesát,settanta
925,achtzig::NUM,osmdesát,ottanta
926,neunzig::NUM,devadesát,novanta
927,hundert::NUM,sto,cento
928,tausend::NUM,tisíc,mille
929,und::CNJ,a,e
930,oder::CNJ,nebo,o
931,stehen::V,stát,stare in piedi
932,sitzen::V,sedět,sedere
933,sitzen::V,sedět,stare seduto
934,liegen::V,ležet,giacere
935,hängen::V,viset,pèndere
936,hängen::V,viset,èssere appeso
937,werden::V,stát se,farsi
938,werden::V,stát se,diventare
939,passieren::V,stát se,succèdere
940,beginnen::V,počít,cominciare
941,enden::V,končit,finire
942,enden::V,končit,terminare
943,enden::V,skončit,finire
944,enden::V,skončit,terminare
945,wechseln::V,měnit se,variare
946,wechseln::V,měnit se,cambiare
947,aufgehen[Sonne]::V,vyjít,sòrgere
948,aufgehen[Sonne]::V,vyjít,spuntare
949,untergehen[Sonne]::V,zapadnout,tramontare
950,scheinen[Sonne]::V,svítit,splèndere
951,donnern::V,hřmět,tonare
952,wehen::V,vát,soffiare
953,wehen::V,vanout,soffiare
954,strömen::V,proudit,fluire
955,fließen::V,téct,fluire
956,fließen::V,téct,scorrere
957,sich drehen::V,točit se,girarsi
958,schwanken::V,kolísat,oscillare
959,schwanken::V,kolísat,barcollare
960,schwanken::V,houpat se,oscillare
961,schwanken::V,houpat se,barcollare
962,schwingen::V,kývat se,vibrare
963,schwingen::V,kývat se,oscillare
964,fallen::V,padat,cadere
965,brennen::V,hořet,àrdere
966,brennen::V,hořet,bruciare
967,rauchen::V,kouřit,fumare
968,regnen::V,pršet,piòvere
969,gefrieren::V,zamrznout,gelarsi
970,gefrieren::V,zamrznout,congelarsi
971,tauen::V,tát,sciògliersi
972,schmelzen::V,tavit,fòndere
973,schmelzen::V,tavit,sciògliersi
974,trocknen::V,schnout,asciugarsi
975,sieden::V,vřít,bollire
976,faulen::V,hnít,marcire
977,verfaulen::V,shnít,imputridire
978,reißen::V,roztrhat se,strapparsi
979,versinken::V,topit se,affondare
980,versinken::V,ponořit se,affondare
981,vergehen::V,plynout,passare
982,erscheinen::V,objevit se,apparire
983,erscheinen::V,objevit se,comparire
984,verschwinden::V,zmizet,sparire
985,verschwinden::V,zmizet,scomparire
986,sinken::V,klesat,calare
987,sinken::V,klesat,scendere
988,abnehmen::V,ubýt,diminuire
989,zunehmen::V,přibýt,aumentare
990,steigen::V,stoupat,salire
991,steigen::V,stoupat,montare
992,wachsen::V,růst,crescere
993,glänzen::V,lesknout se,splèndere
994,funkeln::V,jiskřit se,brillare
995,funkeln::V,jiskřit se,scintillare
996,lärmen::V,dělat hluk,strepitare
997,lärmen::V,dělat hluk,fare chiasso
998,läuten::V,zvonit,suonare
999,klingeln::V,zvonit,suonare
1000,klirren::V,řinčet,tintinnare
1001,brausen::V,hučet,rombare
1002,brausen::V,hučet,rumoreggiare
1003,rauschen::V,šumět,frusciare
1004,klingen::V,znít,suonare
1005,bellen::V,štěkat,latrare
1006,bellen::V,štěkat,abbaiare
1007,heulen::V,výt,urlare
1008,heulen::V,výt,ululare
1009,blasen::V,foukat,soffiare
1010,pfeifen::V,pískat,fischiare
1011,schreien::V,křičet,gridare
1012,stöhnen::V,sténat,gèmere
1013,zittern::V,třást se,tremare
1014,leben::V,žít,vìvere
1015,geboren werden::V,rodit se,nàscere
1016,atmen::V,dýchat,respirare
1017,trinken::V,pít,bere
1018,essen::V,jíst,mangiare
1019,schlucken::V,polykat,inghiottire
1020,müde werden::V,unavit se,stancarsi
1021,einschlafen::V,usnout,addormentarsi
1022,schlafen::V,spát,dormire
1023,aufwachen::V,probudit se,svegliarsi
1024,aufstehen::V,vstát,levarsi
1025,sich erholen::V,zotavovat se,riposarsi
1026,krank werden::V,onemocnět,ammalarsi
1027,krank sein::V,být nemocný,èssere malato
1028,schmerzen::V,bolet,dolere
1029,husten::V,kašlat,tossire
1030,genesen::V,uzdravit se,guarire
1031,sterben::V,umřít,morire
1032,umkommen::V,zahynout,perire
1033,sich bewegen::V,pohnout se,agitarsi
1034,sich rühren::V,hnout se,muòversi
1035,sich erheben::V,zdvihnout se,alzarsi
1036,sich setzen::V,posadit se,sedersi
1037,hinfallen::V,upadnout,cadere
1038,laufen::V,běžet,camminare
1039,laufen::V,běžet,andare a piedi
1040,schreiten::V,kráčet,andare
1041,schreiten::V,kráčet,procedere
1042,spazierengehen::V,procházet se,passeggiare
1043,spazierengehen::V,procházet se,andare a passeggio
1044,eilen::V,spěchat,andare in fretta
1045,sich beeilen::V,pospíšit si,affrettarsi
1046,sausen::V,fičet,volare
1047,sausen::V,fičet,correre
1048,rennen::V,pádit,correre
1049,springen::V,skákat,saltare
1050,klettern::V,lézt,arrampicarsi
1051,klettern::V,šplhat,arrampicarsi
1052,schaukeln::V,houpat,fare l'altalena
1053,kriechen::V,lézt,strisciare
1054,kriechen::V,plazit se,strisciare
1055,schwimmen::V,plavat,nuotare
1056,tauchen::V,nořit se,tuffarsi
1057,tauchen::V,nořit se,immèrgersi
1058,rudern::V,veslovat,remare
1059,fahren::V,jet,andare
1060,fahren::V,jet,viaggiare
1061,fahren::V,jezdit,andare
1062,fahren::V,jezdit,viaggiare
1063,fliegen::V,létat,volare
1064,gehen::V,jít,andare
1065,weggehen::V,odejít,andàrsene
1066,weggehen::V,odejít,andare via
1067,abfahren::V,odjet,partire
1068,anhalten::V,zastavit se,fermarsi
1069,hineingehen::V,vcházet se,entrare
1070,eintreten::V,vstoupit,entrare
1071,kommen::V,přijít,venire
1072,ankommen::V,dojít,arrivare
1073,zurückkommen::V,vrátit se,ritornare
1074,bleiben::V,zůstat,restare
1075,bleiben::V,zůstat,rimanere
1076,warten::V,čekat,aspettare
1077,erwarten::V,čekat na,attèndere
1078,suchen::V,hledat,cercare
1079,finden::V,najít,trovare
1080,versuchen::V,zkoušet,tentare
1081,vorbereiten::V,připravit,preparare
1082,lieben::V,milovat,amare
1083,mögen::V,mít rád,piacere a
1084,mögen::V,mít rád,volere bene a
1085,lachen::V,smát se,rìdere
1086,rühren::V,dojmout,commuòvere
1087,weinen::V,plakat,piàngere
1088,schimpfen::V,nadávat,imprecare
1089,sich ärgern::V,pohoršit se,stizzirsi
1090,sich ärgern::V,pohoršit se,arrabbiarsi
1091,sich fürchten::V,bát se,avere paura
1092,fürchten::V,bát se,temere
1093,fliehen::V,utéct,fuggire
1094,flüchten::V,prchnout,sfuggire
1095,sehen::V,vidět,vedere
1096,anschauen::V,podívat se na,guardare
1097,ansehen::V,sledovat,guardare
1098,hören::V,slyšet,udire
1099,hören::V,slyšet,sentire
1100,zuhören::V,poslouchat,ascoltare
1101,probieren::V,ochutnávat,degustare
1102,probieren::V,ochutnávat,assaggiare
1103,riechen::V,cítit,sentire
1104,fühlen::V,cítit,sentire
1105,scheinen::V,zdát se,parere
1106,scheinen::V,zdát se,sembrare
1107,zu sehen sein::V,moci být viděn,vedersi
1108,vernehmen::V,uslyšet,sentire
1109,vernehmen::V,uslyšet,percepire
1110,frieren::V,mrznout,aver freddo
1111,tun::V,dělat,fare
1112,können::V,moct,sapere
1113,wollen::V,chtít,volere
1114,anfangen::V,začít,iniziare
1115,anfangen::V,začít,cominciare
1116,beenden::V,ukončit,finire
1117,beenden::V,ukončit,terminare
1118,aufhören::V,přestat,finire
1119,aufhören::V,přestat,cessare
1120,gelingen::V,podařit se,riuscire
1121,geraten::V,dařit se,stare
1122,öffnen::V,otevřít,aprire
1123,schließen::V,zavřít,chiùdere
1124,stellen::V,postavit,porre
1125,stellen::V,postavit,mettere
1126,setzen::V,posadit,porre
1127,setzen::V,posadit,mettere
1128,legen::V,klást,posare
1129,legen::V,klást,mettere
1130,legen::V,položit,posare
1131,legen::V,položit,mettere
1132,berühren::V,dotýkat se,toccare
1133,verbinden::V,spojit,unire
1134,verbinden::V,spojit,congiùngere
1135,bedecken::V,pokrýt,coprire
1136,bedecken::V,pokrýt,ricoprire
1137,aufhängen::V,oběsit,attaccare
1138,aufhängen::V,pověsit,attaccare
1139,anzünden::V,zapálit,accèndere
1140,anzünden::V,zapálit,incendiare
1141,anzünden::V,podpálit,accèndere
1142,anzünden::V,podpálit,incendiare
1143,aufheben::V,zvednout,raccògliere
1144,aufheben::V,zdvihnout,raccògliere
1145,zurücklassen::V,zanechat,lasciare
1146,zurücklassen::V,zanechat,lasciare indietro
1147,verlieren::V,ztratit,pèrdere
1148,fallen lassen::V,upustit,lasciare cadere
1149,machen::V,udělat,fare
1150,herstellen::V,vyrobit,produrre
1151,herstellen::V,vyrobit,fabbricare
1152,bauen::V,stavět,costruire
1153,bauen::V,budovat,costruire
1154,reparieren::V,opravit,riparare
1155,verbessern::V,zlepšit,migliorare
1156,ändern::V,změnit,mutare
1157,ändern::V,změnit,cambiare
1158,graben::V,rýt,scavare
1159,graben::V,kopat,scavare
1160,beugen::V,ohnout,chinare
1161,beugen::V,ohnout,flettere
1162,biegen::V,ohnout,tòrcere
1163,drehen::V,točit,girare
1164,wenden::V,obrátit,girare
1165,wenden::V,obrátit,voltare
1166,umdrehen::V,obrátit,rivoltare
1167,heben::V,zdvihnout,levare
1168,hochheben::V,zvednout,levare
1169,hochheben::V,zvednout,sollevare
1170,ergreifen::V,chopit se,afferrare
1171,halten::V,držet,tenere
1172,drücken::V,stisknout,premere
1173,schieben::V,posouvat,spìngere
1174,kratzen::V,škrábat,grattare
1175,kratzen::V,škrábat,graffiare
1176,lecken::V,lízat,leccare
1177,beißen::V,kousat,mòrdere
1178,abreißen::V,utrhat,staccarsi
1179,abreißen::V,utrhat,strapparsi
1180,abreißen::V,odtrhat,staccarsi
1181,abreißen::V,odtrhat,strapparsi
1182,abschneiden::V,uřezat,tagliare
1183,abschneiden::V,ukrojit,tagliare
1184,binden::V,přivázat,legare
1185,binden::V,přivázat,bendare
1186,stecken::V,strčit,ficcare
1187,brechen::V,lomit,rompere
1188,klopfen::V,ťukat,bàttere
1189,klopfen::V,klepat,bàttere
1190,hauen::V,bít,picchiare
1191,kleben::V,lepit,incollare
1192,reiben::V,třít,fregare
1193,streichen::V,mazat,spalmare
1194,schleifen::V,brousit,arrotare
1195,schneiden::V,řezat,tagliare
1196,schneiden::V,střihat,tagliare
1197,rütteln::V,třást,scuòtere
1198,rütteln::V,otřást,scuòtere
1199,schütteln::V,třást,agitare
1200,schütteln::V,třást,scuòtere
1201,schütteln::V,zatřást,agitare
1202,schütteln::V,zatřást,scuòtere
1203,schwenken::V,mávat,agitare
1204,schwenken::V,mávat,sventolare
1205,schütten::V,nasypat,versare
1206,füllen::V,naplnit,riempire
1207,einwickeln::V,zavinout,involtare
1208,tragen::V,nést,portare
1209,schleppen::V,vléct,trainare
1210,schleppen::V,vléct,trascinare
1211,ziehen::V,tahat,tirare
1212,ziehen::V,táhnout,tirare
1213,aufbewahren::V,schovat,custodire
1214,aufbewahren::V,schovat,conservare
1215,werfen::V,házet,gettare
1216,werfen::V,házet,lanciare
1217,fangen::V,chytat,prèndere
1218,fangen::V,chytat,acchiappare
1219,packen::V,uchvátit,pigliare
1220,packen::V,uchvátit,afferrare
1221,verstecken::V,schovat,nascondere
1222,teilen::V,rozdělit,divìdere
1223,schicken::V,posílat,inviare
1224,bringen::V,přinést,portare
1225,bringen::V,přinést,apportare
1226,hinzufügen::V,připojit,aggiùngere
1227,bekommen::V,dostat,ricevere
1228,erhalten::V,uchovat,ricevere
1229,nehmen::V,vzít,prèndere
1230,wählen::V,zvolit,elèggere
1231,wählen::V,zvolit,scegliere
1232,auswählen::V,vybrat,scegliere
1233,bewahren::V,uchránit,conservare
1234,behindern::V,překážet,impedire
1235,verderben::V,zkazit,guastare
1236,beschädigen::V,porušit,danneggiare
1237,beschädigen::V,poškodit,danneggiare
1238,zerbrechen::V,rozlámat,rompere
1239,zerbrechen::V,rozlámat,spezzare
1240,zerreißen::V,roztrhnout,stracciare
1241,zerstören::V,zničit,distrùggere
1242,verbrennen::V,spálit,bruciare
1243,geben::V,dát,dare
1244,reichen::V,podat,pòrgere
1245,schenken::V,darovat,regalare
1246,versprechen::V,slíbit,promettere
1247,wünschen::V,přát,augurare
1248,loben::V,chválit,lodare
1249,küssen::V,líbat,baciare
1250,wiegen::V,chovat,cullare
1251,wiegen::V,chovat,dondolare
1252,wiegen::V,kolébat,cullare
1253,wiegen::V,kolébat,dondolare
1254,zudecken::V,přikrýt,coprire
1255,zudecken::V,přiklopit,coprire
1256,wecken::V,vzbudit,svegliare
1257,zeigen::V,ukázat,indicare
1258,führen::V,vést,guidare
1259,führen::V,vést,condurre
1260,lehren::V,učit,insegnare
1261,unterrichten::V,vyučovat,istruire
1262,unterrichten::V,vyučovat,insegnare
1263,aufziehen::V,vychovat,allevare
1264,leiten::V,vodit,avviare
1265,leiten::V,vodit,dirìgere
1266,antreiben::V,nutit,incitare
1267,lassen::V,dát,fare
1268,einladen::V,pozvat,invitare
1269,vereinigen::V,spojit,unire
1270,besuchen::V,návštívit,visitare
1271,besuchen::V,návštívit,far vìsita a
1272,treffen::V,potkat,incontrare
1273,sich versammeln::V,shromáždit se,rinunirsi
1274,spielen::V,hrát,giocare
1275,singen::V,zpívat,cantare
1276,tanzen::V,tančit,danzare
1277,sich trennen::V,rozejít se,separarsi
1278,verlassen::V,opustit,lasciare
1279,verlassen::V,opustit,abbandonare
1280,retten::V,zachránit,salvare
1281,bewachen::V,hlídat,custodire
1282,schützen::V,chránit,protèggere
1283,verteidigen::V,obhájit,difèndere
1284,sich schlagen::V,bít se,bàttersi
1285,schießen::V,střílet,sparare
1286,siegen::V,zvítězit,vìncere
1287,ärgern::V,zlobit,stizzire
1288,ärgern::V,pohoršit,stizzire
1289,schlagen::V,udeřit,bàttere
1290,schlagen::V,praštit,bàttere
1291,treten::V,kopnout,calciare
1292,stechen::V,bodnout,pùngere
1293,stechen::V,píchnout,pùngere
1294,stoßen::V,strčit,urtare
1295,stoßen::V,strčit,spìngere
1296,stehlen::V,ukrást,rubare
1297,stören::V,vyrušit,disturbare
1298,belästigen::V,obtěžovat,molestare
1299,belästigen::V,obtěžovat,importunare
1300,verbergen::V,skrýt,celare
1301,verbergen::V,skrýt,nascondere
1302,täuschen::V,klamat,ingannare
1303,betrügen::V,podvést,frodare
1304,betrügen::V,podvést,truffare
1305,töten::V,zabít,uccìdere
1306,wohnen::V,bydlit,abitare
1307,arbeiten::V,pracovat,lavorare
1308,sammeln::V,sebrat,raccògliere
1309,sammeln::V,sebrat,collezionare
1310,pflücken::V,česat,cògliere
1311,jagen::V,uhonit,cacciare
1312,fischen::V,chytat ryby,pescare
1313,fassen::V,ulovit,catturare
1314,fassen::V,ulovit,acchiappare
1315,hüten::V,pást,pascolare
1316,treiben::V,hnát,spìngere
1317,anbinden::V,přivázat,legare
1318,anbinden::V,přivázat,attaccare
1319,füttern::V,krmit,dar da mangiare a
1320,melken::V,dojit,mùngere
1321,hacken::V,seknout,tritare
1322,hacken::V,seknout,spaccare
1323,gießen::V,zalít,annaffiare
1324,reifen::V,uzrát,maturare
1325,zubereiten::V,připravit,preparare
1326,kochen::V,vařit,cuòcere
1327,backen::V,péct,cuòcere
1328,backen::V,péct,cuòcere al forno
1329,braten::V,smažit,frìggere
1330,braten::V,smažit,arrostire
1331,umrühren::V,zamíchat,mescolare
1332,stricken::V,plést,llavorare a maglia
1333,nähen::V,šít,cucire
1334,färben::V,nabarvit,tìngere
1335,reinigen::V,očistit,pulire
1336,reinigen::V,očistit,nettare
1337,waschen::V,mýt,lavare
1338,abwischen::V,utřít,asciugare
1339,spülen::V,spláchnout,lavare
1340,spülen::V,spláchnout,sciacquare
1341,fegen::V,zamést,spazzare
1342,kehren::V,mést,spazzare
1343,baden::V,koupat se,bagnarsi
1344,baden::V,koupat se,fare il bagno
1345,sich waschen::V,mýt se,lavarsi
1346,ausziehen::V,svléct,tògliersi
1347,anziehen::V,obléct,mettersi
1348,anziehen::V,obléct,indossare
1349,sich anziehen::V,oblékat se,vestirsi
1350,kämmen::V,učesat,pettinare
1351,schmücken::V,ozdobit,ornare
1352,schmücken::V,ozdobit,decorare
1353,sagen::V,říct,dire
1354,sprechen::V,mluvit,parlare
1355,reden::V,hovořit,parlare
1356,sich unterhalten::V,povídat se,conversare
1357,fragen::V,zeptat se,chièdere
1358,fragen::V,zeptat se,domandare
1359,bitten::V,prosit,pregare
1360,erzählen::V,povídat,narrare
1361,erzählen::V,povídat,raccontare
1362,mitteilen::V,sdělit,comunicare
1363,mitteilen::V,oznámit,comunicare
1364,nennen::V,nazvat,nominare
1365,rufen::V,volat,chiamare
1366,rufen::V,zavolat,chiamare
1367,prahlen::V,chlubit se,vantarsi
1368,übersetzen::V,přeložit,tradurre
1369,denken::V,myslit,pensare
1370,glauben::V,věřit,credere
1371,bemerken::V,zpozorovat,notare
1372,bemerken::V,zpozorovat,osservare
1373,erkennen::V,poznat,riconoscere
1374,begreifen::V,pochopit,capire
1375,begreifen::V,pochopit,comprèndere
1376,verstehen::V,porozumět,intèndere
1377,verstehen::V,porozumět,comprèndere
1378,lernen::V,učit se,imparare
1379,lernen::V,učit se,apprèndere
1380,wissen::V,vědět,sapere
1381,sich erinnern an::V,vzpomínat si na,ricordare
1382,sich erinnern an::V,vzpomínat si na,ricordarsi di
1383,vergessen::V,zapomínat,dimenticare
1384,messen::V,měřit,misurare
1385,zählen::V,spočítat,contare
1386,rechnen::V,počítat,contare
1387,rechnen::V,počítat,calcolare
1388,lesen::V,číst,lèggere
1389,malen::V,malovat,dipìngere
1390,zeichnen::V,rýsovat,disegnare
1391,schreiben::V,psát,scrìvere
1392,besitzen::V,mít,possedere
1393,besitzen::V,vlastnit,possedere
1394,kaufen::V,koupit,comprare
1395,kaufen::V,koupit,acquistare
1396,verkaufen::V,prodat,vendere
1397,bezahlen::V,zaplatit,pagare
1398,zahlen::V,platit,pagare
1399,beherrschen::V,ovládat,dominare
1400,ertragen::V,snést,sopportare
