,Concept_ID,mrj,ko
219,Kind::N,ӓзӓ,아이
220,Kind::N,шачшы,아이
221,Junge::N,рвезӹ,소녁
222,Junge::N,ӹрвезӹ,소녁
223,Mädchen::N,ӹдӹрӓш,소녀
224,Familie::N,йиш,가족
225,Familie::N,семня,가족
226,Großvater::N,тьоти,할아버지
227,Großmutter::N,папа,할머니
228,Eltern::N,ӓтя-ӓвӓ,어버오
229,Vater::N,ӓтя,아버지
230,Mutter::N,ӓвӓ,어머니
231,Sohn::N,эргӹ,아들
232,Tochter::N,ӹдӹр,딸기
233,Bruder::N,ӹза,형제
234,Schwester::N,ӓкӓ,누이
235,Onkel::N,кугуза,백부
236,Tante::N,куака,아주머니
237,Ehemann::N,мары,남편
238,Ehefrau::N,вӓтӹ,아내
239,Freude::N,ӹвӹртӹмӓш,기쁨
240,Gelächter::N,ваштылмаш,웃음
241,Glück::N,пиӓл,즐거움
242,Kummer::N,ясы,슬픔
243,Wunsch::N,охата,소망
244,Wunsch::N,шанымаш,소망
245,Lust::N,шӓр,
246,Lust::N,охата,
247,Lust::N,шанымаш,
248,Geist::N,тух,할기
249,Gedanke::N,шанымаш,상념
250,Gedächtnis::N,ӓш,기억
251,Verstand::N,ыш,분별
252,Verstand::N,ыш,지능
253,Sinn::N,кын,센스
254,Grund::N,вир,까닭
255,Wahrheit::N,тöр,참
256,Wahrheit::N,тöр,진실
257,Gespräch::N,хытырымаш,대화
258,Märchen::N,ямак,동화
259,Erzählung::N,шайыштмаш,이야기
260,Nachricht::N,увертӓрӹмӓш,
261,Neuigkeit::N,увер,뉴스
262,Name::N,лӹм,이름
263,Rätsel::N,тышты,수수께끼
264,Rede::N,шая,연설
265,Rede::N,шамак,연설
266,Sprache::N,йӹлмӹ,말
267,Stimme::N,юк,목소리
268,Wort::N,шамак,낱말
269,Zeichen::N,палӹ,신호
270,Ruf::N,сӹгӹрӹмӓш,부름
271,Lärm::N,юкланымащ,소동
272,Laut::N,юк,음성
273,Ton::N,юк,목소리
274,Lied::N,мыры,노래
275,Ruhe::N,тыр,쉼
276,Leute::N,эдемвлӓ,사람들
277,Volk::N,халык,국중
278,Arbeit::N,пӓшӓ,근로
279,Arbeit::N,пӓшӓ,너무
280,Gast::N,хына,손님
281,Geschenk::N,подарка,행하
282,Spiel::N,мадыш,무리
283,Gesellschaft::N,йӓл,교제
284,Gesellschaft::N,йӓлвлӓ,교제
285,Hilfe::N,палшык,거들음
286,Hilfe::N,палшык,보좌
287,Freund::N,тӓнг,친구
288,Kamerad::N,тос,동실자
289,Angelegenheit::N,дела,용무
290,Angelegenheit::N,йела,용무
291,Angelegenheit::N,йыла,용무
292,Angelegenheit::N,пӓшӓ,용무
293,Anzahl::N,шот,어떤
294,Anzahl::N,шот,수
295,Art::N,цӹре,정류
296,Stück::N,лаштык,일부분
297,Teil::N,пай,몱
298,Teil::N,пай,구훠
299,Teil::N,часть,몱
300,Teil::N,часть,구훠
301,Hälfte::N,пел,2분의
302,Kreis::N,тӹртӹш,고리
303,Kreuz::N,крестӹ,열십자
304,Abstand::N,ло,거리
305,Entfernung::N,ло,거리
306,Gegend::N,вӓр,곳
307,Gegend::N,вӓр,부금
308,Platz::N,вӓр,장소
309,Ort::N,вӓр,장소
310,Seite::N,öрдӹж,옆면
311,Mitte::N,ло,궁간
312,Gegenstand::N,хӓдӹр,항목
313,Sache::N,хӓдӹр,뭉에
314,Rand::N,шöр,가
315,Kante::N,шöр,귀퉁
316,Ecke::N,лык,구석
317,Spitze::N,вуй,끝
318,Spitze::N,вуй,참단
319,Ende::N,вуй,말당
320,Ende::N,мычаш,말당
321,Loch::N,ыраж,빙옷
322,Winkel::N,лык,각도
323,Muster::N,тӹрлец,본
324,Muster::N,тӹрлец,견복
325,Größe::N,кӱкшӹц,신장
326,Länge::N,кыт,길이긺
327,Höhe::N,кӱкшӹц,높이
328,Gewicht::N,нелӹц,추
329,Menge::N,шот,수양
330,Haufen::N,ара,퇴적
331,Reihe::N,ряд,열
332,Boot::N,пыш,보트
333,Ruder::N,вешлӓ,노
334,Schlitten::N,тир,썰매
335,Ski::N,ечӹ,스키
336,Lagerfeuer::N,тыл,캠프의 모닥불
337,Last::N,нелӹц,무거운짐
338,Gang::N,ход,걸음
339,Schritt::N,ашкыл,보조
340,Norden::N,йыдпелвел,북쪽 
341,Süden::N,кечӹвӓлвел,남쪽
342,Westen::N,кечӹ шӹцмӹ,서쪽
343,Osten::N,ирвел,동쪽
344,Osten::N,кечӹ лӱлтмӹ,동쪽
345,Holz::N,пушӓнгӹ,목재
346,Brett::N,ханга,마루널
347,Platte::N,плитӓ,탤
348,Platte::N,плитӓ,금속판
349,Stütze::N,цӓрӓк,버팀목
350,Stange::N,равы,장대
351,Stange::N,намаш,장대
352,Stock::N,панды,막대기
353,Stab::N,равы,작대기
354,Rohr::N,пыч,갈대
355,Haus::N,пöрт,집
356,Heim::N,пöрт,집
357,Ofen::N,камака,아궁이
358,Fußboden::N,седӹрӓ,마루
359,Tisch::N,стöл,탁자
360,Stuhl::N,пöкен,의자
361,Wiege::N,шипкӓ,발상지
362,Bett::N,койка,침대
363,Bett::N,кравать,침대
364,Regal::N,полицӓ,서가
365,Kiste::N,шӱ́ндӹк,짐궤
366,Fenster::N,окня,눔
367,Tür::N,амаса,문
368,Tor::N,хапка,대문
369,Zaun::N,забор,담장
370,Dach::N,левӓш,지붕
371,Leiter::N,ташкалтыш,사닥다리
372,Besen::N,сало,비
373,Besen::N,салко,비
374,Spaten::N,кольмы,가래
375,Schaufel::N,лоток,삽
376,Gabel::N,ви́лка,갈래
377,Löffel::N,савала,숟가락
378,Messer::N,кӹзӹ,나이프
379,Nagel::N,пыда,발툽
380,Netz::N,вӓпш,그물
381,Haken::N,крӱк,갈고리
382,Haken::N,кагак,갈고리
383,Griff::N,кычем,움켜쥠
384,Schloss::N,замок,자물쇠
385,Schloss::N,сыравач,자물쇠
386,Bild::N,картин,그림
387,Figur::N,кӓн,몸메
388,Puppe::N,поханя,인형
389,Beutel::N,мешӓк,클
390,Bündel::N,топ,자근다발
391,Bündel::N,пидӹш,자근다발
392,Bündel::N,кӹлдӹш,자근다발
393,Tasche::N,сумкы,가방
394,Eimer::N,ведӹрӓ,동이
395,Deckel::N,комдыш,뚜껑
396,Geschirr::N,ӓтӹ,식시
397,Sack::N,мешӓк,조갑
398,Tasse::N,цӓшкӓ,차잔
399,Topf::N,ми́ска,단지
400,Kessel::N,пад,주전자
401,Essen::N,качкыш,먹기
402,Essen::N,качкыш-йӱш,먹기
403,Nahrung::N,качкыш,식료
404,Nahrung::N,качкыш-йӱш,식료
405,Speise::N,няня,음식물
406,Fleisch::N,пай,고기
407,Getreide::N,киндӹ,곡물
408,Brei::N,шӹрӓш,젤리
409,Brot::N,сыкыр,빵
410,Scheibe::N,ламыт,원반
411,Scheibe::N,лаштык,원반
412,Fett::N,кая,기름
413,Butter::N,ӱ,버터
414,Öl::N,ӱ,올리브유
415,Salz::N,санзал,소금
416,Suppe::N,лем,국
417,Suppe::N,лем,수프
418,Honig::N,мӱ,감미
419,Milch::N,шӹшер,유즙
420,Tee::N,чӓй,차
421,Leder::N,шарга,가죽
422,Leder::N,кавашты,가죽
423,Wolle::N,миж,양털
424,Stoff::N,матер,패료
425,Stoff::N,матери,패료
426,Nadel::N,им,바늘
427,Faden::N,шӹртӹ,콘실
428,Knopf::N,полдыш,단추
429,Knoten::N,пӱкшем,곁절
430,Farbe::N,чиӓ,색
431,Farbe::N,крӓскӓ,색
432,Kleidung::N,выргем,옷입기
433,Hemd::N,тыгыр,속옷
434,Kragen::N,шӱ,깃
435,Ärmel::N,шокш,소매
436,Hose::N,ялаш,바지
437,Gürtel::N,ӹштӹ,밴드
438,Mütze::N,упш,모자
439,Schuh::N,ту́фльы,구두
440,Stiefel::N,кем,장화
441,Ring::N,шӓргӓш,고리
442,Band::N,лемтӓ,리본
443,Kamm::N,шерге,빗
444,Spiegel::N,тӹгӹр,거울
445,Riemen::N,прӓжӓ,가죽끈
446,Schnur::N,кӓндӹра,밧줄
447,Leine::N,керем,고삐줄
448,Decke::N,одеял,이부자리
449,Kissen::N,кӹпцӹк,깔개
450,Tuch::N,савыц,천
451,Handtuch::N,шӹргӹсавыц,수건
452,Handtuch::N,шӹргӹмсавыц,수건
453,Kraft::N,ви,세력
454,Stärke::N,ви,힘
455,Gesundheit::N,шу,위생
456,Gesundheit::N,шулык,위생
457,Krankheit::N,мыж,병
458,Schmerz::N,карштыш,아픔고통
459,Wunde::N,шушыр,상처
460,Fieber::N,ӱштӹмыж,열별
461,Arznei::N,лекӓрцӹ,약
462,Brücke::N,кӹвер,교량
463,Brunnen::N,вӹдсӹнзӓ,원천
464,Weide::N,ныр,목장
465,Pfad::N,ялгорны,좁은길
466,Weg::N,корны,길
467,Straße::N,корны,길
468,Dorf::N,сола,촌
469,Dorf::N,сола,촌락
470,Stadt::N,города,도시
471,Brief::N,сирмӓш,서한
472,Buch::N,книгӓ,책
473,Buchstabe::N,буква́,문자
474,Zeitung::N,газет,신문
475,Zeitung::N,кайзет,신문
476,Leben::N,житя,삶
477,Tod::N,смöрт,죽음
478,Grab::N,шӹгер,무덤
479,Grab::N,мыгилӓ,무덤
480,Grab::N,шӹгерлӓ,무덤
481,Kirche::N,церкӹ,교회
482,Sünde::N,сулык,부정
483,Gott::N,йымы,하느님
484,Arbeiter::N,пӓшӓзӹ,일하는사람
485,Chef::N,вуй,사장
486,Meister::N,мастар,명인
487,Meister::N,мастар,대가
488,Arzt::N,доктор,의사
489,Lehrer::N,тымдышы,교사
490,Geld::N,окса,돈
491,Geschäft::N,торге́йӹмӓш,일
492,Laden::N,лапка,가게
493,Laden::N,магазин,가게
494,Preis::N,ӓк,가격
495,Ware::N,товар,상품
496,Nutzen::N,пайда,이익
497,Reichtum::N,перке,많음
498,Welt::N,сӓндӓлӹк,세상
499,Welt::N,свет,세상
500,Land::N,сӓндӓлӹк,지방
501,Staat::N,кугижӓншӹ,국가
502,König::N,король,국왕
503,Macht::N,власть,힘
504,Grenze::N,пӹсмӓн,국경
505,Krieg::N,вырсы,전쟁
506,Feind::N,тышман,적
507,Gewalt::N,ви,권력
508,Kampf::N,кредӓлмӓш,전투
509,Bogen[Waffe]::N,янгеж,활
510,Pfeil::N,пикш,화살
511,Gewehr::N,пичӓл,무기
512,Fehler::N,самынь,오류
513,Lüge::N,шая,거짓말
514,Schaden::N,вре́дӓ,손상
515,Unglück::N,пёда,불행
516,Unglück::N,тымаша,불행
517,Schuld::N,вуйнамат,부채
518,Alter::N,иӓш,연령
519,Alter::N,игечӹ,연령
520,Schluss::N,пӹтӓртӹш,마감
521,Zeit::N,веремӓ,때
522,Zeit::N,веремӓ,시간
523,Tag::N,кечӹ,하루
524,Morgen::N,ир,이침
525,Morgen::N,ирок,이침
526,Mittag::N,кечӹвӓл,대낮
527,Abend::N,вады,저녁
528,Nacht::N,йыд,밤
529,Woche::N,ӓрня,근무일
530,Monat::N,тӹ́лзӹ,달
531,Jahr::N,год,해
532,Frühling::N,шошым,봄
533,Sommer::N,кӓнгӹж,여름
534,Herbst::N,шӹжӹ,가을
535,Winter::N,тел,겨울
536,Winter::N,телӹ,겨울
537,Januar::N,январ,일월
538,Januar::N,январь,일월
539,Februar::N,февраль,이월
540,März::N,март,삼월
541,April::N,апрель,사월
542,Mai::N,май,오월
543,Juni::N,июнь,유월
544,Juli::N,июль,칠월
545,August::N,август,팔월
546,September::N,сентябрь,구월
547,Oktober::N,октябрь,시월
548,November::N,ноябрь,십일월
549,Dezember::N,декавыр,십이월
550,Montag::N,шачмы,월요일
551,Dienstag::N,кышкыжмы,화요일
552,Mittwoch::N,вӹрчегӹ,수요일
553,Donnerstag::N,изӓрня,모교일
554,Freitag::N,когарня,그묘일
555,Samstag::N,кукшыгечӹ,토요일
556,Sonntag::N,рушӓрня,일요일
557,groß::A,кого,큰
558,klein::A,изи,자근
559,lang::A,кужы,긴
560,kurz::A,кӹтӹк,짧은
561,breit::A,кымда,넓은
562,schmal::A,ӓнгӹсӹр,좁은
563,dicht::A,шӹре,농밀한
564,dick[Gegenstand]::A,кӹжгӹ,두꺼운
565,dünn::A,вӹцкӹж,얇은
566,fein::A,пыльга,미세한
567,fest::A,цаткыды,굳은
568,flach::A,тӓлякӓ,얕은
569,glatt::A,ягылгы,반들반들한
570,hart::A,пингӹдӹ,굳은
571,weich::A,пышкыды,연한
572,rund::A,тӹртӹш,둥근
573,spitz::A,кашар,뾰족한
574,scharf::A,кашар,날카로운
575,stumpf::A,нӹшкӹ,무딘
576,schwer::A,нелӹ,무거운
577,schön::A,цевер,멋진
578,schön::A,олмыдшы,멋진
579,heiß::A,шокшы,뜨거운
580,warm::A,шокшы,따뜻한
581,kalt::A,ӱштӹ,찬
582,kühl::A,юалгы,서늘한
583,kühl::A,йонгата,서늘한
584,frisch::A,йонгата,신선한
585,feucht::A,ӹлӹкшӹ,축축한
586,feucht::A,вӹдӹжгӹ,축축한
587,nass::A,начкы,젖은
588,trocken::A,кукшы,마른
589,voll::A,темшӹ,완전한
590,voll::A,темыман,완전한
591,leer::A,йӓрӓ,빈
592,offen::A,виш,열린
593,geschlossen::A,чӱчмӹ,닫힌
594,geschlossen::A,тӹкӹлӓлтшӹ,닫힌
595,sauber::A,ире,깨끗한
596,schmutzig::A,шоран,더러운
597,schmutzig::A,лявӹрӓн,더러운
598,schmutzig::A,шорангшы,더러운
599,roh::A,пеле кӱшӹ,날게잇의
600,reif::A,кӱшӹ,이근
601,lecker::A,тотан,맛있는
602,süß::A,мӱӓн,단
603,bitter::A,качы,찌르는듯한
604,sauer::A,шапы,산성의
605,hell::A,соты,밝은
606,hell::A,валгыды,밝은
607,dunkel::A,пӹц,어두운
608,dunkel::A,пӹцкемӹш,어두운
609,schwarz::A,шим,검은
610,weiß::A,ош,하얀
611,weiß::A,ошы,하얀
612,rot::A,якшаргы,붉은
613,gelb::A,сар,황색
614,gelb::A,сары,황색
615,blau::A,симсӹ,푸른
616,grün::A,ыжар,녹색의
617,grau::A,луды,회색의
618,bunt::A,ала,알록달록한
619,billig::A,шулдаш,싼
620,teuer::A,шергӹ,값비산
621,teuer::A,шергӓкӓн,값비산
622,wertvoll::A,ӓкӓн,가치가많은
623,blind::A,слöпöй,눈먼
624,blind::A,сльöпöй,눈먼
625,taub::A,тӱтӱк,무감간한
626,kräftig::A,виӓн,강장한
627,stark::A,виӓн,강한
628,schwach::A,шава,약한
629,schwach::A,лӹпкӓ,약한
630,schwach::A,слабка,약한
631,fett::A,таза,실찐
632,schlank::A,яштака,호리호리한
633,hübsch::A,сӹлнӹ,예쁜
634,hübsch::A,олмыдшы,예쁜
635,böse::A,шӹдӓн,나쁜
636,dumm::A,окмак,어리석은
637,faul::A,ялахай,너덜너덜한
638,fleißig::A,пӓшам яратышы,근면한
639,geizig::A,шык,인색한
640,klug::A,ышан,
641,geschickt::A,мастар,교묘한
642,lieb::A,тыри,친애하는
643,lustig::A,мындыр,유쾌한
644,lustig::A,сусу,유쾌한
645,sanft::A,йӹвӹжӓ,온화한
646,hungrig::A,шужышы,배고픈
647,krank::A,церлӹ,병든
648,krank::A,хворой,병든
649,nackt::A,цӓрӓ,벌거벗은
650,traurig::A,сы́лыкан,슬픈
651,traurig::A,кымы́лдымы,슬픈
652,lebendig::A,живой,살아있는
653,gut::A,яжо,좋은
654,schlecht::A,уда,나쁜
655,schlecht::A,худа,나쁜
656,richtig::A,вургамла,바른
657,schlimm::A,йӹрнык,못된
658,wahr::A,настоящий,참된
659,wahr::A,настояшый,참된
660,alt::A,шонгы,늙은
661,neu::A,у,새
662,ehemalig::A,тошты,전의
663,alt[Lebewesen]::A,ӹлалшӹ,낡은
664,jung::A,нöргӹ,젊은
665,jung::A,молода,젊은
666,arm::A,укеӓн,가난한
667,reich::A,паян,풍부한
668,reich::A,пурлыкан,풍부한
669,bekannt::A,палӹмӹ,저명한
670,berühmt::A,лӹмлы,유명한
671,fremd::A,эдемӹн,타처이
672,verschieden::A,тӹрлӹ,따른
673,nah::A,лишӹл,가까운
674,fern::A,мӹндӹр,먼
675,linker::A,шалахай,왼쭉의
676,rechter::A,вургамла,오른쪽의
677,anderer::A,вес,다른
678,anderer::A,весӹ,다른
679,erster::A,икшӹ,첫째
680,erster::A,икӹмшӹ,첫째
681,zweiter::A,кокшы,둘째
682,dritter::A,кымшы,셋째
683,letzter::A,остатка,의후자의
684,allein::ADV,иктӹ,훌로
685,allein::ADV,иктӹт,훌로
686,auf einmal::ADV,тöрöк,갑자기
687,zusammen::ADV,икараш,모아서
688,zusammen::ADV,цымырын,모아서
689,lange::ADV,кужын,오래
690,plötzlich::ADV,трӱк,둘연한
691,sofort::ADV,полт,즉시
692,sofort::ADV,тöрöк,즉시
693,sofort::ADV,тӹшӓкок,즉시
694,später::ADV,вара,보다늦은
695,heute::ADV,тагачы,오늘
696,morgen::ADV,иргод,내일
697,morgen::ADV,иргодым,내일
698,bald::ADV,чӹнь,곱
699,bald::ADV,вӓшке,곱
700,bald::ADV,выртышты,곱
701,dann::ADV,пакыла,그경우에
702,gestern::ADV,тенгечӹ,어제
703,einst::ADV,икӓнӓ,옛날에
704,damals::ADV,тӹнӓм,그때에
705,danach::ADV,пакыла,그 뒤에
706,vorher::ADV,перви,미리
707,zuerst::ADV,андак,최초로
708,einmal::ADV,гӓнӓк,한번
709,einmal::ADV,гӓнӓ,한번
710,manchmal::ADV,кынамжы,땓대로
711,oft::ADV,чӹчкӹдӹн,땓대로
712,immer::ADV,со,늘
713,immer::ADV,соок,늘
714,niemals::ADV,нинам,결코...(하지)않다
715,niemals::ADV,нигынам,결코...(하지)않다
716,niemals::ADV,нигынамат,결코...(하지)않다
717,hier::ADV,тиштӹ,여기
718,hierhin::ADV,тишкӹ,여기로
719,von hier::ADV,тишец,
720,von hier::ADV,тишецӹн,
721,dort::ADV,тӹштӹ,거기
722,dorthin::ADV,тӹшкӹ,저기예
723,dorthin::ADV,тӹшкӹлӓ,저기예
724,geradeaus::ADV,вик,곧장
725,geradeaus::ADV,тура,곧장
726,vorwärts::ADV,анзыкы,앞으로
727,rückwärts::ADV,мӹнгеш,뒤로
728,zurück::ADV,мӹнгеш,제자리로
729,unten::ADV,ӱлнӹ,아래에
730,unten::ADV,лӹвӓлнӹ,아래에
731,hinab::ADV,ӱлӹкӹ,아래쪽으로
732,hinab::ADV,лӹвӓкӹ,아래쪽으로
733,oben::ADV,вӹлнӹ,위에
734,hinauf::ADV,кӱшкӹлӓ,위쪽으로
735,hinauf::ADV,кӱш,위쪽으로
736,überall::ADV,йӹлт,도처에
737,überall::ADV,цилӓ вӓре,도처에
738,nicht::ADV,уке,안
739,ein wenig::ADV,изиш,적음
740,ein wenig::ADV,иклаштык,적음
741,kaum::ADV,цылик,가의
742,kaum::ADV,чучок-чучок,가의
743,sehr::ADV,чоте,자주
744,so::ADV,тенге,그와같이
745,so::ADV,тенгелӓ,그와같이
746,noch::ADV,мол,아직
747,noch::ADV,моло,아직
748,nur::ADV,веле,다만
749,schon::ADV,уже,이미
750,schon::ADV,ӹнде,이미
751,wieder::ADV,уэш,다시
752,vergebens::ADV,зря,헛되이
753,vergebens::ADV,ӹзрӓ,헛되이
754,vergebens::ADV,ӹзӹрӓ,헛되이
755,vor::PRP,анзыц,앞에
756,vor::PRP,анзыцын,앞에
757,hinter::PRP,шайылан,뒤에
758,hinter::PRP,шайылный,뒤에
759,unter::PRP,лӹвӓкӹ,잍에
760,durch::PRP,вашт,통고하여
761,neben::PRP,сага,와나란히
762,zwischen::PRP,лош,의사이로
763,zwischen::PRP,лошкы,의사이로
764,wegen::PRP,мычыц,때문에
765,dies::PRN,тидӹ,이
766,dies::PRN,ти,이
767,das::PRN,тидӹ,저
768,das::PRN,ти,저
769,alles::PRN,цилӓ,모든것
770,ich::PRN,мый,나
771,du::PRN,тӹнь,너
772,er::PRN,тӹдӹ,그
