,Concept_ID,nl,tt
83,Nebel::N,mist,томан
84,Nebel::N,nevel,томан
85,Wolke::N,wolk,болыт
86,Regen::N,regen,яңгыр
87,Schnee::N,sneeuw,кар
88,Eis::N,ijs,боз
89,Frost::N,vorst,суык
90,Frost::N,vorst,салкын
91,Kälte::N,kou,суык
92,Kälte::N,kou,салкын
93,Kälte::N,koude,суык
94,Kälte::N,koude,салкын
95,Hitze::N,hitte,эсселек
96,Raureif::N,rijp,бәс
97,Raureif::N,rijp,сыкы
98,Regenbogen::N,regenboog,салават күпере
99,Donner::N,donder,күкрәү
100,Strömung::N,stroming,агыш'агым
101,Tropfen::N,druppel,тамчы
102,Schaum::N,schuim,күбек
103,Schmutz::N,vuil,пычрак
104,See::N,meer,күл
105,Sumpf::N,moeras,саз
106,Moor::N,veen,торфлык
107,Wiese::N,wei,болын
108,Wiese::N,weide,болын
109,Wald::N,bos,урман
110,Hügel::N,heuvel,калку
111,Anhöhe::N,hoogte,үр
112,Berg::N,berg,тау
113,Gipfel::N,top,оч
114,Höhle::N,hol,мәгарә
115,Abhang::N,helling,кабырга
116,Quelle::N,bron,чишмә
117,Bach::N,beek,елга
118,Fluss::N,stroom,дәрья
119,Ufer::N,wal,су кырые
120,Ufer::N,oever,су кырые
121,Küste::N,kust,яр буе
122,Festland::N,vasteland,коры җир
123,Meer::N,zee,диңгез
124,Bucht::N,baai,бухта
125,Bucht::N,baai,култык
126,Bucht::N,inham,бухта
127,Bucht::N,inham,култык
128,Insel::N,eiland,атау
129,Insel::N,eiland,утрау
130,Blume::N,bloem,чәчкә
131,Gras::N,gras,үлән
132,Wurzel::N,wortel,тамыр
133,Baum::N,boom,агач
134,Stamm::N,stam,кәүсә
135,Rinde::N,schors,кабык
136,Ast::N,tak,ботак
137,Zweig::N,twijg,ботак
138,Zweig::N,twijg,тармак
139,Blatt::N,blad,яфрак
140,Birke::N,berk,каен
141,Kiefer[Baum]::N,den,нарат
142,Weide[Baum]::N,wilg,тал
143,Tanne::N,spar,чыршы
144,Horn::N,hoorn,мөгез
145,Feder::N,veer,йон
146,Feder::N,pluim,йон
147,Fell::N,vel,тире
148,Flügel::N,vleugel,канат
149,Klaue::N,klauw,тырнак
150,Kralle::N,klauw,тырнак
151,Schwanz::N,staart,койрык
152,Ei::N,ei,күкәй
153,Ei::N,ei,йомырка
154,Nest::N,nest,оя
155,Bau::N,hol,өн
156,Tier::N,dier,хайван
157,Herde::N,kudde,көтү
158,Kuh::N,koe,сыер
159,Bulle::N,stier,үгез
160,Pferd::N,paard,ат
161,Schaf::N,schaap,сарык
162,Schwein::N,varken,дуңгыз
163,Hund::N,hond,эт
164,Katze::N,kat,песи
165,Bär::N,beer,аю
166,Eichhörnchen::N,eekhoorntje,тиен
167,Elch::N,eland,поши
168,Fuchs::N,vos,төлке
169,Hase::N,haas,куян
170,Maus::N,muis,тычкан
171,Wolf::N,wolf,бүре
172,Vogel::N,vogel,кош
173,Schwarm::N,zwerm,көтү
174,Huhn::N,kip,тавык
175,Huhn::N,hoen,тавык
176,Hahn::N,haan,әтәч
177,Gans::N,gans,каз
178,Adler::N,arend,каракош
179,Ente::N,eend,үрдәк
180,Eule::N,uil,ябалак
181,Kranich::N,kraanvogel,торна
182,Krähe::N,kraai,карга
183,Kuckuck::N,koekoek,күке
184,Kuckuck::N,koekoek,кәккүк
185,Schwan::N,zwaan,аккош
186,Fisch::N,vis,балык
187,Barsch::N,baars,алабуга
188,Hecht::N,snoek,чуртан
189,Schlange[Tier]::N,slang,елан
190,Wurm::N,worm,корт
191,Spinne::N,spin,үрмәкүч
192,Ameise::N,mier,кырмыска
193,Laus::N,luis,бет
194,Mücke::N,mug,черки
195,Mücke::N,mug,озынборын
196,Fliege::N,vlieg,чебен
197,Schmetterling::N,vlinder,күбәләк
198,Beere::N,bes,җиләк
199,Apfel::N,appel,алма
200,Pilz::N,paddestoel,гөмбә
201,Zwiebel::N,ui,суган
202,Zwiebel::N,ui,суганбаш
203,Saat::N,zaad,орлык
204,Korn::N,graan,иген
205,Korn::N,graan,орлык
206,Korn::N,korrel,иген
207,Korn::N,korrel,орлык
208,Heu::N,hooi,печән
209,Schale::N,schil,кабык
210,Grube::N,kuil,баз
211,Grube::N,kuil,чокыр
212,Falle::N,val,тозак
213,Falle::N,val,капкын
214,Schlinge::N,strop,элмәк
215,Spur::N,spoor,эз
216,Asche::N,as,көл
217,Dreck::N,drek,пычрак
218,Eisen::N,ijzer,тимер
219,Gold::N,goud,алтын
220,Silber::N,zilver,көмеш
221,Kohle::N,kool,күмер
222,Glas::N,glas,пыяла
223,Lehm::N,klei,балчык
224,Sand::N,zand,ком
225,Mensch::N,mens,адәм
226,Mensch::N,mens,инсан
227,Mann::N,man,ир
228,Frau::N,vrouw,хатын
229,Kind::N,kind,бала
230,Junge::N,jongen,малай
231,Mädchen::N,meisje,кыз
232,Familie::N,gezin,гаилә
233,Familie::N,familie,гаилә
234,Großvater::N,grootvader,бабай
235,Großmutter::N,grootmoeder,әби
236,Eltern::N,ouders,ата-ана
237,Vater::N,vader,ата
238,Mutter::N,moeder,ана
239,Sohn::N,zoon,ул
240,Tochter::N,dochter,кыз
241,Bruder::N,broer,кардәш
242,Bruder::N,broeder,кардәш
243,Schwester::N,zus,апа
244,Schwester::N,zus,сеңел
245,Schwester::N,zuster,апа
246,Schwester::N,zuster,сеңел
247,Onkel::N,oom,дәдә
248,Onkel::N,oom,дәдәй
249,Tante::N,tante,түти
250,Tante::N,tante,тәтәй
251,Ehemann::N,echtgenoot,ир
252,Ehefrau::N,echtgenote,хатын
253,Freude::N,vreugde,сөенеч
254,Gelächter::N,gelach,көлү
255,Gelächter::N,gelach,көлеш
256,Glück::N,geluk,бәхет
257,Kummer::N,verdriet,хәсрәт
258,Wunsch::N,wens,теләк
259,Wunsch::N,verlangen,теләк
260,Lust::N,zin,теләк
261,Lust::N,zin,теләү
262,Lust::N,lust,теләк
263,Lust::N,lust,теләү
264,Geist::N,geest,рух
265,Gedanke::N,gedachte,уй
266,Gedanke::N,gedachte,фикер
267,Gedächtnis::N,geheugen,хәтер
268,Verstand::N,verstand,акыл
269,Sinn::N,betekenis,мәгънә
270,Grund::N,reden,сәбәп
271,Wahrheit::N,waarheid,хак
272,Gespräch::N,gesprek,әңгәмә
273,Märchen::N,sprookje,әкият
274,Erzählung::N,verhaal,хикәя
275,Nachricht::N,tijding,хәбәр
276,Neuigkeit::N,nieuws,яңалык
277,Neuigkeit::N,nieuwtje,яңалык
278,Name::N,naam,исем
279,Rätsel::N,raadsel,табышмак
280,Rede::N,rede,нотык
281,Sprache::N,taal,тел
282,Stimme::N,stem,тавыш
283,Wort::N,woord,сүз
284,Zeichen::N,teken,ишарә
285,Ruf::N,roep,дәшү
286,Lärm::N,lawaai,шау
287,Laut::N,klank,аваз
288,Laut::N,geluid,аваз
289,Ton::N,toon,шалтырату
290,Ton::N,klank,шалтырату
291,Lied::N,lied,җыр
292,Ruhe::N,rust,тынлык
293,Ruhe::N,stilte,тынлык
294,Leute::N,lui,халык
295,Leute::N,mensen,халык
296,Volk::N,volk,халык
297,Arbeit::N,werk,эш
298,Arbeit::N,werk,хезмәт
299,Arbeit::N,arbeid,эш
300,Arbeit::N,arbeid,хезмәт
301,Gast::N,gast,кунак
302,Geschenk::N,cadeau,бүләк
303,Geschenk::N,geschenk,бүләк
304,Spiel::N,spel,уен
305,Gesellschaft::N,gezelschap,җәмгыять
306,Hilfe::N,hulp,ярдәм
307,Hilfe::N,hulp,булышлык
308,Freund::N,vriend,дус
309,Kamerad::N,maat,иптәш
310,Kamerad::N,metgezel,иптәш
311,Angelegenheit::N,zaak,эш
312,Angelegenheit::N,aangelegenheid,эш
313,Anzahl::N,tal,микъдар
314,Anzahl::N,aantal,микъдар
315,Art::N,slag,төр
316,Art::N,soort,төр
317,Stück::N,stuk,кисәк
318,Teil::N,deel,өлеш
319,Hälfte::N,helft,ярым
320,Kreis::N,kring,түгәрәк
321,Kreis::N,cirkel,түгәрәк
322,Kreuz::N,kruis,хач
323,Kreuz::N,kruis,тәре
324,Linie::N,lijn,сызык
325,Strich::N,haal,сызык
326,Strich::N,streep,сызык
327,Abstand::N,afstand,ара
328,Entfernung::N,afstand,ераклык
329,Gegend::N,streek,урын
330,Platz::N,ruimte,бушлык
331,Ort::N,oord,урын
332,Ort::N,plaats,урын
333,Seite::N,zij,як
334,Seite::N,kant,як
335,Seite::N,zijde,як
336,Mitte::N,midden,урта
337,Gegenstand::N,voorwerp,нәрсә
338,Sache::N,zaak,нәрсә
339,Rand::N,rand,чит
340,Rand::N,boord,чит
341,Kante::N,kant,кырый
342,Ecke::N,hoek,почмак
343,Spitze::N,punt,оч
344,Spitze::N,spits,оч
345,Ende::N,einde,азак
346,Ende::N,uiteinde,азак
347,Loch::N,gat,тишек
348,Winkel::N,hoek,почмак
349,Muster::N,dessin,парча
350,Muster::N,patroon,парча
351,Größe::N,grootte,зурлык
352,Länge::N,lengte,озынлык
353,Höhe::N,hoogte,биеклек
354,Gewicht::N,gewicht,авырлык
355,Menge::N,hoeveelheid,микъдар
356,Haufen::N,hoop,өем
357,Reihe::N,rij,рәт
358,Reihe::N,reeks,рәт
359,Boot::N,boot,каек
360,Boot::N,boot,көймә
361,Ruder::N,roeiriem,ишкәк
362,Schlitten::N,slee,чана
363,Schlitten::N,slede,чана
364,Ski::N,ski,чаңгы
365,Lagerfeuer::N,kampvuur,костёр
366,Last::N,last,йөк
367,Last::N,vracht,йөк
368,Gang::N,wandeling,йөреш
369,Schritt::N,stap,адым
370,Schritt::N,schrede,адым
371,Norden::N,noorden,төньяк
372,Süden::N,zuiden,көньяк
373,Westen::N,westen,көнбатыш
374,Osten::N,oosten,шәрык
375,Osten::N,oosten,көнчыгыш
376,Holz::N,hout,агач
377,Brett::N,plank,такта
378,Platte::N,plaat,плитә
379,Stütze::N,stut,таяу
380,Stütze::N,steun,таяу
381,Stange::N,stang,колга
382,Stock::N,stok,таяк
383,Stab::N,staf,таяк
384,Rohr::N,pijp,торба
385,Haus::N,huis,өй
386,Haus::N,huis,йорт
387,Heim::N,tehuis,гаилә
388,Heim::N,tehuis,нәсел
389,Ofen::N,kachel,мич
390,Fußboden::N,vloer,идән
391,Tisch::N,tafel,өстәл
392,Stuhl::N,stoel,утыргыч
393,Wiege::N,wieg,бишек
394,Bett::N,bed,ятак
395,Bett::N,bed,урын-җир
396,Regal::N,rek,киштә
397,Regal::N,rek,шүрлек
398,Kiste::N,kist,әрҗә
399,Fenster::N,raam,тәрәзә
400,Fenster::N,venster,тәрәзә
401,Tür::N,deur,ишек
402,Tor::N,poort,капка
403,Zaun::N,omheining,койма
404,Dach::N,dak,түбә
405,Leiter::N,ladder,баскыч
406,Besen::N,bezem,себерке
407,Spaten::N,schop,көрәк
408,Schaufel::N,schep,көрәк
409,Gabel::N,vork,чәннечке
410,Löffel::N,lepel,кашык
411,Messer::N,mes,пычак
412,Nagel::N,spijker,кадак
413,Netz::N,net,челтәр
414,Haken::N,haak,ыргак
415,Griff::N,handvat,тотка
416,Schloss::N,slot,йозак
417,Bild::N,beeld,рәсем
418,Bild::N,beeld,картина
419,Figur::N,figuur,сын
420,Figur::N,figuur,фигура
421,Puppe::N,pop,курчак
422,Beutel::N,zak,луза
423,Beutel::N,buidel,луза
424,Bündel::N,pak,бәйләм
425,Bündel::N,bundel,бәйләм
426,Tasche::N,tas,букча
427,Eimer::N,emmer,чиләк
428,Deckel::N,deksel,капкач
429,Geschirr::N,vaatwerk,савыт-саба
430,Geschirr::N,vaatwerk,кашык-аяк
431,Sack::N,zak,капчык
432,Tasse::N,kop,чынаяк
433,Topf::N,pan,чүлмәк
434,Kessel::N,ketel,казан
435,Essen::N,eten,ашау
436,Nahrung::N,voedsel,азык
437,Nahrung::N,voedsel,тәгам
438,Nahrung::N,voedsel,ашамлык
439,Speise::N,spijs,ризык
440,Fleisch::N,vlees,ит
441,Getreide::N,graan,ашлык
442,Brei::N,pap,ботка
443,Brei::N,brij,ботка
444,Brot::N,brood,ипи
445,Brot::N,brood,икмәк
446,Scheibe::N,plak,телем
447,Scheibe::N,snede,телем
448,Fett::N,vet,май
449,Butter::N,boter,май
450,Öl::N,olie,май
451,Salz::N,zout,тоз
452,Suppe::N,soep,шулпа
453,Honig::N,honing,бал
454,Milch::N,melk,сөт
455,Tee::N,thee,чәй
456,Leder::N,leer,күн
457,Leder::N,leder,күн
458,Wolle::N,wol,йон
459,Stoff::N,stof,тукыма
460,Nadel::N,naald,энә
461,Faden::N,draad,җеп
462,Knopf::N,knoop,төймә
463,Knoten::N,knoop,төен
464,Farbe::N,verf,буяу
465,Kleidung::N,kledij,кием
466,Kleidung::N,kleding,кием
467,Hemd::N,hemd,күлмәк
468,Kragen::N,kraag,яка
469,Ärmel::N,mouw,җиң
470,Hose::N,broek,чалбар
471,Hose::N,pantalon,чалбар
472,Gürtel::N,riem,билбау
473,Gürtel::N,gordel,билбау
474,Mütze::N,muts,бүрек
475,Schuh::N,schoen,башмак
476,Stiefel::N,laars,итек
477,Ring::N,ring,балдак
478,Band::N,lint,тасма
479,Kamm::N,kam,тарак
480,Spiegel::N,spiegel,көзге
481,Riemen::N,riem,каеш
482,Schnur::N,koord,бау
483,Leine::N,lijn,тезген
484,Decke::N,deken,юрган
485,Kissen::N,kussen,мендәр
486,Tuch::N,doek,яулык
487,Handtuch::N,handdoek,сөлгә
488,Kraft::N,kracht,егәр
489,Kraft::N,kracht,дәрман
490,Stärke::N,sterkte,көч
491,Stärke::N,sterkte,дәрман
492,Gesundheit::N,gezondheid,саулык
493,Krankheit::N,ziekte,чир
494,Krankheit::N,ziekte,хаста
495,Krankheit::N,ziekte,сырхау
496,Schmerz::N,pijn,авырту
497,Wunde::N,wond,яра
498,Wunde::N,wond,җәрәхәт
499,Fieber::N,koorts,бизгәк
500,Arznei::N,medicament,дару
501,Arznei::N,geneesmiddel,дару
502,Brücke::N,brug,күпер
503,Brunnen::N,put,кое
504,Brunnen::N,bron,кое
505,Weide::N,wei,утлавык
506,Weide::N,weide,утлавык
507,Pfad::N,pad,сукмак
508,Weg::N,weg,юл
509,Straße::N,baan,урам
510,Straße::N,straat,урам
511,Dorf::N,dorp,авыл
512,Stadt::N,stad,шәһәр
513,Brief::N,brief,хат
514,Buch::N,boek,китап
515,Buchstabe::N,letter,хәреф
516,Zeitung::N,krant,газет
517,Zeitung::N,krant,газета
518,Zeitung::N,dagblad,газет
519,Zeitung::N,dagblad,газета
520,Leben::N,leven,гомер
521,Leben::N,leven,тормыш
522,Leben::N,leven,тереклек
523,Tod::N,dood,үлем
524,Grab::N,graf,гүр
525,Grab::N,graf,кабер
526,Kirche::N,kerk,чиркәү
527,Sünde::N,zonde,язык
528,Sünde::N,zonde,гөнаһ
529,Gott::N,god,алла
530,Gott::N,god,ходай
531,Arbeiter::N,arbeider,эшче
532,Chef::N,chef,башлык
533,Meister::N,meester,оста
534,Arzt::N,arts,врач
535,Arzt::N,arts,табиб
536,Arzt::N,dokter,врач
537,Arzt::N,dokter,табиб
538,Lehrer::N,leraar,укытучы
539,Lehrer::N,leraar,мөгаллим
540,Lehrer::N,onderwijzer,укытучы
541,Lehrer::N,onderwijzer,мөгаллим
542,Geld::N,geld,акча
543,Geschäft::N,zaak,эш
544,Laden::N,winkel,кибет
545,Laden::N,winkel,магазин
546,Preis::N,prijs,бәя
547,Preis::N,prijs,бәһа
548,Ware::N,waar,товар
549,Nutzen::N,nut,файда
550,Nutzen::N,voordeel,файда
551,Reichtum::N,rijkdom,байлык
552,Welt::N,wereld,дөнья
553,Land::N,land,ил
554,Staat::N,staat,дәүләт
555,König::N,koning,патша
556,Macht::N,macht,хакимият
557,Grenze::N,grens,чик
558,Krieg::N,oorlog,сугыш
559,Feind::N,vijand,дошман
560,Gewalt::N,geweld,көчләү
561,Kampf::N,strijd,көрәш
562,Kampf::N,gevecht,көрәш
563,Bogen[Waffe]::N,boog,җәя
564,Pfeil::N,pijl,ук
565,Gewehr::N,geweer,мылтык
566,Fehler::N,fout,хата
567,Lüge::N,leugen,ялган
568,Schaden::N,schade,зыян
569,Schaden::N,schade,зарар
570,Unglück::N,tegenspoed,бәла
571,Schuld::N,schuld,гаеп
572,Alter::N,leeftijd,яшь
573,Schluss::N,slot,ахыр
574,Zeit::N,tijd,заман
575,Tag::N,dag,көн
576,Morgen::N,morgen,иртә
577,Morgen::N,ochtend,иртә
578,Mittag::N,middag,өйлә
579,Abend::N,avond,кич
580,Nacht::N,nacht,төн
581,Woche::N,week,атна
582,Monat::N,maand,ай
583,Jahr::N,jaar,ел
584,Frühling::N,lente,яз
585,Frühling::N,voorjaar,яз
586,Sommer::N,zomer,җәй
587,Herbst::N,herfst,көз
588,Winter::N,winter,кыш
589,Januar::N,januari,гыйнвар
590,Februar::N,februari,февраль
591,März::N,maart,март
592,April::N,april,апрель
593,Mai::N,mei,май
594,Juni::N,juni,июнь
595,Juli::N,juli,июль
596,August::N,augustus,август
597,September::N,september,сентябрь
598,Oktober::N,oktober,октябрь
599,November::N,november,ноябрь
600,Dezember::N,december,декабрь
601,Montag::N,maandag,дүшәмбе
602,Dienstag::N,dinsdag,сишәмбе
603,Mittwoch::N,woensdag,чәршәмбе
604,Donnerstag::N,donderdag,атнакич
605,Donnerstag::N,donderdag,пәнҗешәмбе
606,Freitag::N,vrijdag,җомга
607,Samstag::N,zaterdag,шимбә
608,Sonntag::N,zondag,якшәмбе
609,groß::A,groot,зур
610,klein::A,klein,кечкенә
611,lang::A,lang,озын
612,kurz::A,kort,кыска
613,breit::A,breed,киң
614,schmal::A,smal,кысык
615,dicht::A,dicht,куе
616,dick[Gegenstand]::A,dik,калын
617,dünn::A,dun,нечкә
618,fein::A,fijn,нәзакәтле
619,fest::A,vast,нык
620,flach::A,plat,яссы
621,flach::A,plat,ялпак
622,glatt::A,glad,шома
623,hart::A,hard,каты
624,weich::A,week,йомшак
625,rund::A,rond,түгәрәк
626,spitz::A,spits,очлы
627,spitz::A,puntig,очлы
628,scharf::A,scherp,үткен
629,stumpf::A,stomp,үтмәс
630,schwer::A,zwaar,салмак
631,schön::A,mooi,гүзәл
632,schön::A,fraai,гүзәл
633,heiß::A,heet,эссе
634,warm::A,warm,җылы
635,kalt::A,koud,суык
636,kalt::A,koud,салкын
637,kühl::A,koel,салкынча
638,frisch::A,fris,салкынча
639,feucht::A,vochtig,юеш
640,nass::A,nat,дымлы
641,trocken::A,droog,коры
642,voll::A,vol,тулы
643,leer::A,leeg,буш
644,offen::A,open,ачык
645,geschlossen::A,gesloten,йомык
646,sauber::A,net,пакь
647,sauber::A,net,чиста
648,sauber::A,schoon,пакь
649,sauber::A,schoon,чиста
650,schmutzig::A,vuil,керле
651,schmutzig::A,vuil,пычрак
652,roh::A,rauw,чи
653,reif::A,rijp,өлгергән
654,lecker::A,lekker,тәмле
655,süß::A,zoet,татлы
656,bitter::A,bitter,ачы
657,sauer::A,zuur,әче
658,hell::A,licht,якты
659,hell::A,helder,якты
660,dunkel::A,donker,кара
661,schwarz::A,zwart,кара
662,weiß::A,wit,ак
663,rot::A,rood,кызыл
664,gelb::A,geel,сары
665,blau::A,blauw,күк
666,grün::A,groen,яшел
667,grau::A,grijs,соры
668,bunt::A,bont,чуар
669,billig::A,goedkoop,арзан
670,teuer::A,duur,хаклы
671,wertvoll::A,kostbaar,кыйммәтле
672,wertvoll::A,waardevol,кыйммәтле
673,blind::A,blind,сукыр
674,blind::A,blind,күзсез
675,taub::A,doof,чукрак
676,taub::A,doof,саңгырау
677,kräftig::A,krachtig,егәрле
678,stark::A,sterk,нык
679,stark::A,sterk,базык
680,schwach::A,zwak,зәгыйфь
681,fett::A,vet,симез
682,schlank::A,slank,нәзек
683,hübsch::A,leuk,чибәр
684,böse::A,kwaad,усал
685,dumm::A,dom,акылсыз
686,faul::A,lui,ялкау
687,faul::A,lui,иренчәк
688,fleißig::A,vlijtig,тырыш
689,fleißig::A,vlijtig,тырышучан
690,geizig::A,gierig,саран
691,klug::A,slim,акыллы
692,klug::A,schrander,акыллы
693,klug::A,verstandig,акыллы
694,geschickt::A,handig,маһир
695,geschickt::A,vaardig,маһир
696,lieb::A,lief,сөекле
697,lustig::A,vrolijk,күңелле
698,sanft::A,zacht,басынкы
699,hungrig::A,hongerig,ач
700,krank::A,ziek,чирле
701,krank::A,ziek,сырхау
702,nackt::A,naakt,шәрә
703,traurig::A,treurig,ямансу
704,traurig::A,bedroefd,ямансу
705,lebendig::A,levend,тере
706,gut::A,goed,яхшы
707,schlecht::A,slecht,начар
708,richtig::A,juist,дөрес
709,schlimm::A,erg,әшәкә
710,schlimm::A,kwaad,әшәкә
711,wahr::A,waar,чып-чын
712,alt::A,oud,иске
713,neu::A,nieuw,яңа
714,ehemalig::A,voormalig,элекке
715,alt[Lebewesen]::A,oud,карт
716,jung::A,jong,яшь
717,arm::A,arm,фәкыйрь
718,reich::A,rijk,бай
719,bekannt::A,bekend,таныш
720,berühmt::A,beroemd,атаклы
721,fremd::A,vreemd,ят
722,verschieden::A,verscheiden,төрле
723,verschieden::A,verschillend,төрле
724,nah::A,nabij,якын
725,nah::A,nabijgelegen,якын
726,fern::A,ver,ерак
727,linker::A,linker,сул
728,rechter::A,rechter,уң
729,anderer::A,andere,бүтән
730,erster::A,eerste,беренче
731,zweiter::A,tweede,икенче
732,dritter::A,derde,өченче
733,letzter::A,laatste,ахыргы
734,allein::ADV,alleen,ялгыз
735,auf einmal::ADV,ineens,бердән
736,auf einmal::ADV,tegelijk,бердән
737,zusammen::ADV,samen,бергә
738,zusammen::ADV,bijeen,бергә
739,lange::ADV,lang,озак
740,plötzlich::ADV,eensklaps,искәрмәстән
741,plötzlich::ADV,plotsklaps,искәрмәстән
742,sofort::ADV,terstond,хәзер
743,sofort::ADV,aanstonds,хәзер
744,sofort::ADV,onmiddelijk,хәзер
745,später::ADV,later,соңрак
746,jetzt::ADV,nu,хәзер
747,jetzt::ADV,nou,хәзер
748,jetzt::ADV,thans,хәзер
749,heute::ADV,heden,бүген
750,heute::ADV,vandaag,бүген
751,morgen::ADV,morgen,иртәгә
752,bald::ADV,gauw,тиздән
753,bald::ADV,weldra,тиздән
754,dann::ADV,dan,аннары
755,dann::ADV,toen,аннары
756,gestern::ADV,gisteren,кичә
757,einst::ADV,eens,берчак
758,damals::ADV,toen,ул вакытта
759,damals::ADV,toen,ул чакта
760,damals::ADV,destijds,ул вакытта
761,damals::ADV,destijds,ул чакта
762,danach::ADV,daarna,да
763,vorher::ADV,vooraf,элек
764,vorher::ADV,van tevoren,элек
765,zuerst::ADV,eerst,башта
766,zuerst::ADV,het eerst,башта
767,einmal::ADV,eens,бер
768,einmal::ADV,eens,бер мәртәбә
769,einmal::ADV,eenmaal,бер
770,einmal::ADV,eenmaal,бер мәртәбә
771,manchmal::ADV,soms,кайчакта
772,oft::ADV,vaak,еш
773,oft::ADV,dikwijls,еш
774,immer::ADV,altijd,һәркайчан
775,niemals::ADV,nooit,hичбер вакыт
776,hier::ADV,hier,монда
777,hier::ADV,hier,биредә
778,hierhin::ADV,hierheen,монда
779,von hier::ADV,van hier,моннан
780,von hier::ADV,hiervandaan,моннан
781,dort::ADV,daar,анда
782,dort::ADV,ginds,анда
783,dorthin::ADV,daarheen,тегеләй
784,geradeaus::ADV,rechtuit,турыдан-туры
785,geradeaus::ADV,rechtdoor,турыдан-туры
786,vorwärts::ADV,vooruit,алга
787,vorwärts::ADV,voorwaarts,алга
788,rückwärts::ADV,achteruit,кире
789,rückwärts::ADV,achterwaarts,кире
790,zurück::ADV,terug,кире
791,unten::ADV,beneden,түбәндә
792,unten::ADV,onderaan,түбәндә
793,hinab::ADV,omlaag,аска
794,hinab::ADV,naar beneden,аска
795,oben::ADV,boven,өстә
796,oben::ADV,boven,югарыда
797,hinauf::ADV,omhoog,өскә
798,hinauf::ADV,naar boven,өскә
799,überall::ADV,alom,hәркайда
800,überall::ADV,overal,hәркайда
801,nicht::ADV,niet,түгел
802,ein wenig::ADV,wat,бераз
803,kaum::ADV,amper,көчкә
804,kaum::ADV,nauwelijks,көчкә
805,sehr::ADV,erg,бик
806,sehr::ADV,zeer,бик
807,so::ADV,zo,алай
808,noch::ADV,nog,янә
809,noch::ADV,nog,тагын
810,nur::ADV,maar,фәкать
811,nur::ADV,alleen,фәкать
812,schon::ADV,al,инде
813,schon::ADV,reeds,инде
814,wieder::ADV,weer,янә
815,wieder::ADV,weer,тагын
816,wieder::ADV,terug,янә
817,wieder::ADV,terug,тагын
818,vergebens::ADV,vergeefs,юкка
819,vergebens::ADV,tevergeefs,юкка
820,vor::PRP,voor,алдыннан
821,hinter::PRP,achter,арттан
822,unter::PRP,onder,астында
823,unter::PRP,beneden,астында
824,durch::PRP,door,аша
825,neben::PRP,naast,тирәсендә
826,zwischen::PRP,tussen,арасында
827,wegen::PRP,wegens,сәбәпле
828,wegen::PRP,vanwege,сәбәпле
829,dies::PRN,dit,бу
830,das::PRN,dat,ул
