,Concept_ID,lez,se
73,Schnurrbart::N,спел,bijjie-skaavtjoe
74,Schnurrbart::N,спел,njunjevuolskávttjá
75,Schnurrbart::N,спел,seamu
76,Schnurrbart::N,спел,siämu
77,Schnurrbart::N,спел,ää´bben
78,Schnurrbart::N,спел,о̄а̄бпан
79,Schnurrbart::N,спелар,bijjie-skaavtjoe
80,Schnurrbart::N,спелар,njunjevuolskávttjá
81,Schnurrbart::N,спелар,seamu
82,Schnurrbart::N,спелар,siämu
83,Schnurrbart::N,спелар,ää´bben
84,Schnurrbart::N,спелар,о̄а̄бпан
85,Bart::N,ччуру,skaavtja
86,Bart::N,ччуру,skaavtjoe
87,Bart::N,ччуру,skávttjá
88,Bart::N,ччуру,seamu
89,Bart::N,ччуру,siämu
90,Bart::N,ччуру,seäm
91,Bart::N,ччуру,ся̄м
92,Kinn::N,чене,gaejpie
93,Kinn::N,чене,gájbbe
94,Kinn::N,чене,gáibi
95,Kinn::N,чене,käibi
96,Kinn::N,чене,käi´bb
97,Kinn::N,чене,ка̄ййп
98,Kiefer[Anatomie]::N,чене,gaejpie
99,Kiefer[Anatomie]::N,чене,oalol
100,Kiefer[Anatomie]::N,чене,oaloldákte
101,Kiefer[Anatomie]::N,чене,gáibi
102,Kiefer[Anatomie]::N,чене,uá'lultähti
103,Kiefer[Anatomie]::N,чене,vuâl'lõš
104,Kiefer[Anatomie]::N,чене,вуаллнешш
105,Kehle::N,туьд,gealoe
106,Kehle::N,туьд,tjåttå
107,Kehle::N,туьд,njiello
108,Kehle::N,туьд,čotta
109,Kehle::N,туьд,čuudâ
110,Kehle::N,туьд,čoodd
111,Kehle::N,туьд,чонт
112,Kehle::N,туьд,кэ̄ҏс
113,Hals::N,гардан,tjeapohke
114,Hals::N,гардан,tjiebet
115,Hals::N,гардан,čeabet
116,Hals::N,гардан,čiäppát
117,Hals::N,гардан,čeäppat
118,Hals::N,гардан,ча̄пэх
119,Genick::N,кьам,tjovrese
120,Genick::N,кьам,nisske
121,Genick::N,кьам,niehkki
122,Genick::N,кьам,niski
123,Genick::N,кьам,niek'ki
124,Genick::N,кьам,nji´šǩǩmaadd
125,Genick::N,кьам,нышшькмоант
126,Kopf::N,кьил,åejjie
127,Kopf::N,кьил,oajvve
128,Kopf::N,кьил,oaivi
129,Kopf::N,кьил,uái'vi
130,Kopf::N,кьил,vuei´vv
131,Kopf::N,кьил,вуэййв
132,Rücken::N,далу,rudtje
133,Rücken::N,далу,hárddo
134,Rücken::N,далу,tjavelk
135,Rücken::N,далу,sealgi
136,Rücken::N,далу,selgi
137,Rücken::N,далу,čielgi
138,Rücken::N,далу,seä´lǧǧ
139,Rücken::N,далу,се̄лльк
140,Bauch::N,руфун,tjåejjie
141,Bauch::N,руфун,tjoajvve
142,Bauch::N,руфун,čoavji
143,Bauch::N,руфун,čuáv'ji
144,Bauch::N,руфун,čåu´jj
145,Bauch::N,руфун,чо̄ввьй
146,Nabel::N,пицӏ,naepie
147,Nabel::N,пицӏ,náhpe
148,Nabel::N,пицӏ,náhpi
149,Nabel::N,пицӏ,nääpi
150,Nabel::N,пицӏ,nää´pp
151,Nabel::N,пицӏ,на̄бпь
152,Busen::N,мам,boenge
153,Busen::N,мам,bållå
154,Busen::N,мам,čižži
155,Busen::N,мам,njamma
156,Busen::N,мам,njižže
157,Busen::N,мам,nje´ǯǯ
158,Busen::N,мам,раннҍт
159,Brust::N,хур,mïelke
160,Brust::N,хур,radde
161,Brust::N,хур,mielgga
162,Brust::N,хур,raddi
163,Brust::N,хур,radde
164,Brust::N,хур,râ´dd
165,Brust::N,хур,раннҍт
166,Schulter::N,къуьн,åelkie
167,Schulter::N,къуьн,oalgge
168,Schulter::N,къуьн,hárdu
169,Schulter::N,къуьн,ärdee
170,Schulter::N,къуьн,uál'gi
171,Schulter::N,къуьн,a´rddi
172,Schulter::N,къуьн,vuä´lǧǧ
173,Schulter::N,къуьн,вуэллык
174,Arm::N,гъил,gïete
175,Arm::N,гъил,giehta
176,Arm::N,гъил,giehta
177,Arm::N,гъил,kietâ
178,Arm::N,гъил,kie'tâkaaṿâ
179,Arm::N,гъил,ǩiõtt
180,Arm::N,гъил,кӣдт
181,Ellenbogen::N,кьуьнт,gernjere
182,Ellenbogen::N,кьуьнт,garŋŋel
183,Ellenbogen::N,кьуьнт,gargŋil
184,Ellenbogen::N,кьуьнт,käŋŋir
185,Ellenbogen::N,кьуьнт,kõõnjâr
186,Ellenbogen::N,кьуьнт,карьнэль
187,Hand::N,капаш,gïete
188,Hand::N,капаш,giehta
189,Hand::N,капаш,giehta
190,Hand::N,капаш,kietâ
191,Hand::N,капаш,ǩiõtt
192,Hand::N,капаш,кӣдт
193,Handfläche::N,капан юкь,gïeten-låapoe
194,Handfläche::N,капан юкь,giehtavuodo
195,Handfläche::N,капан юкь,tjårmmåvuodo
196,Handfläche::N,капан юкь,giehtaloahpu
197,Handfläche::N,капан юкь,kiämád
198,Handfläche::N,капан юкь,kuámmir
199,Handfläche::N,капан юкь,kuä´m'mer
200,Handfläche::N,капан юкь,ǩiõttǩeä´m'men
201,Handfläche::N,капан юкь,ко̄а̄ллдэгк
202,Handfläche::N,капан юкь,кӣдткоалдэгк
203,Finger::N,тӏуб,soerme
204,Finger::N,тӏуб,tjuvdde
205,Finger::N,тӏуб,suorbma
206,Finger::N,тӏуб,čuvde
207,Finger::N,тӏуб,suor'mâ
208,Finger::N,тӏуб,suõrmm
209,Finger::N,тӏуб,це̄ххп
210,Fingernagel::N,кек,gadtse
211,Fingernagel::N,кек,guehpere
212,Fingernagel::N,кек,gadtsa
213,Fingernagel::N,кек,gazza
214,Fingernagel::N,кек,kozzâ
215,Fingernagel::N,кек,kõʒʒ
216,Fingernagel::N,кек,кэ̄ннц
217,Nagel[Anatomie]::N,кек,gadtse
218,Nagel[Anatomie]::N,кек,guehpere
219,Nagel[Anatomie]::N,кек,gadtsa
220,Nagel[Anatomie]::N,кек,gazza
221,Nagel[Anatomie]::N,кек,kozzâ
222,Nagel[Anatomie]::N,кек,kõʒʒ
223,Nagel[Anatomie]::N,кек,кэ̄ннц
224,Zeh::N,кул,tjiehtjere
225,Zeh::N,кул,juolggetjuvdde
226,Zeh::N,кул,juolgesuorbma
227,Zeh::N,кул,jyel'gisuor'mâ
228,Zeh::N,кул,jue´lǧǧsuõrmm
229,Zeh::N,кул,ю̄лльк-це̄һп
230,Fuß::N,кӏвач,juelkie
231,Fuß::N,кӏвач,juolgge
232,Fuß::N,кӏвач,juolgi
233,Fuß::N,кӏвач,jyel'gi
234,Fuß::N,кӏвач,jue´lǧǧ
235,Fuß::N,кӏвач,ла̄бпь
236,Ferse::N,дабан,båetskie
237,Ferse::N,дабан,boasske
238,Ferse::N,дабан,šušmi
239,Ferse::N,дабан,šušme
240,Ferse::N,дабан,jue´lǧǧkädd
241,Ferse::N,дабан,ка̄ннт
242,Knie::N,мет,boelve
243,Knie::N,мет,buolvva
244,Knie::N,мет,čibbi
245,Knie::N,мет,veaŋki
246,Knie::N,мет,iidâ
247,Knie::N,мет,puõlvv
248,Knie::N,мет,пуллв
249,Bein::N,кӏвач,juelkie
250,Bein::N,кӏвач,juolgge
251,Bein::N,кӏвач,juolgi
252,Bein::N,кӏвач,jyel'gi
253,Bein::N,кӏвач,jue´lǧǧ
254,Bein::N,кӏвач,ю̄лльк
255,Körper::N,беден,kråahpe
256,Körper::N,беден,rumáj
257,Körper::N,беден,rumaš
258,Körper::N,беден,ruumâš
259,Körper::N,беден,rå´pp
260,Körper::N,беден,лышшьк
261,Körper::N,беден,роаӈӈьк
262,Haut::N,хам,njaltja
263,Haut::N,хам,lijkke
264,Haut::N,хам,tjuobma
265,Haut::N,хам,liiki
266,Haut::N,хам,liške
267,Haut::N,хам,le´šǩǩ
268,Haut::N,хам,лышшьк
269,Blut::N,иви,vïrre
270,Blut::N,иви,maelie
271,Blut::N,иви,varra
272,Blut::N,иви,varra
273,Blut::N,иви,vorrâ
274,Blut::N,иви,võrr
275,Blut::N,иви,вэ̄рр
276,Ader::N,дамар,åerie
277,Ader::N,дамар,aajroe
278,Ader::N,дамар,suodna
279,Ader::N,дамар,varrasuotna
280,Ader::N,дамар,suoṇâ
281,Ader::N,дамар,suõnn
282,Ader::N,дамар,сӯнн
283,Sehne::N,кьуру дамар,soene
284,Sehne::N,кьуру дамар,gåårtenje
285,Sehne::N,кьуру дамар,suodna
286,Sehne::N,кьуру дамар,suotna
287,Sehne::N,кьуру дамар,suoṇâ
288,Sehne::N,кьуру дамар,suõnn
289,Sehne::N,кьуру дамар,сӯнн
290,Knochen::N,кӏараб,måara
291,Knochen::N,кӏараб,måaroe
292,Knochen::N,кӏараб,dákte
293,Knochen::N,кӏараб,dákti
294,Knochen::N,кӏараб,tähti
295,Knochen::N,кӏараб,tä´htt
296,Knochen::N,кӏараб,та̄ххт
297,Knochen::N,кӏараб,та̄ффьт
298,Gehirn::N,мефт,aajla
299,Gehirn::N,мефт,vuojŋam
300,Gehirn::N,мефт,vuoigŋašat
301,Gehirn::N,мефт,vuoi'ŋâšeh
302,Gehirn::N,мефт,vuo'ivâšneh
303,Gehirn::N,мефт,vuõivâšn
304,Gehirn::N,мефт,вуэййвэшна
305,Herz::N,рикӏ,vaajmoe
306,Herz::N,рикӏ,tsåhke
307,Herz::N,рикӏ,váibmu
308,Herz::N,рикӏ,váimu
309,Herz::N,рикӏ,čââ´đ
310,Herz::N,рикӏ,кӯттҌк
311,Magen::N,хук,tjåejjie
312,Magen::N,хук,tjoajvve
313,Magen::N,хук,čoavji
314,Magen::N,хук,čuáv'ji
315,Magen::N,хук,čåu´jj
316,Magen::N,хук,чо̄ввьй
317,Leber::N,лекь,mueksie
318,Leber::N,лекь,librre
319,Leber::N,лекь,vuoivvas
320,Leber::N,лекь,vuoivâs
321,Leber::N,лекь,vuõivâs
322,Leber::N,лекь,вуйвас
323,Atem::N,ял,voejngehtasse
324,Atem::N,ял,båssånis
325,Atem::N,ял,vuojŋadahka
326,Atem::N,ял,vuoiŋŋahat
327,Atem::N,ял,vuo'iŋâstim
328,Atem::N,ял,jiõg'g
329,Atem::N,ял,вӯйнас
330,Atem::N,ял,вӯййнмушш
331,Atem::N,нефес,voejngehtasse
332,Atem::N,нефес,båssånis
333,Atem::N,нефес,vuojŋadahka
334,Atem::N,нефес,vuoiŋŋahat
335,Atem::N,нефес,vuo'iŋâstim
336,Atem::N,нефес,jiõg'g
337,Atem::N,нефес,вӯйнас
338,Atem::N,нефес,вӯййнмушш
339,Hunger::N,каш,nielkie
340,Hunger::N,каш,nielgge
341,Hunger::N,каш,nealgi
342,Hunger::N,каш,nelgi
343,Hunger::N,каш,neä´lǧǧ
344,Hunger::N,каш,не̄лльк
345,Träne::N,вилин нагъв,gïknjele
346,Träne::N,вилин нагъв,ganjál
347,Träne::N,вилин нагъв,ganjal
348,Träne::N,вилин нагъв,koonjâl
349,Träne::N,вилин нагъв,kõõnjâl
350,Träne::N,вилин нагъв,кэ̄нял
351,Geschmack::N,дад,aelmie
352,Geschmack::N,дад,muosse
353,Geschmack::N,дад,smáhkka
354,Geschmack::N,дад,máhku
355,Geschmack::N,дад,smáhkka
356,Geschmack::N,дад,mááhu
357,Geschmack::N,дад,smakkâ
358,Geschmack::N,дад,njõõd
359,Geschmack::N,дад,smääkk
360,Geschmack::N,дад,ня̄лльк
361,Geschmack::N,тӏям,aelmie
362,Geschmack::N,тӏям,muosse
363,Geschmack::N,тӏям,smáhkka
364,Geschmack::N,тӏям,máhku
365,Geschmack::N,тӏям,smáhkka
366,Geschmack::N,тӏям,mááhu
367,Geschmack::N,тӏям,smakkâ
368,Geschmack::N,тӏям,njõõd
369,Geschmack::N,тӏям,smääkk
370,Geschmack::N,тӏям,ня̄лльк
371,Geruch::N,ни,haaje
372,Geruch::N,ни,habjja
373,Geruch::N,ни,hádja
374,Geruch::N,ни,opsâ
375,Geruch::N,ни,haajâ
376,Geruch::N,ни,õpss
377,Geruch::N,ни,haajj
378,Geruch::N,ни,апс
379,Geruch::N,ни,лэ̄гк
380,Schlaf::N,ахвар,nahkerh
381,Schlaf::N,ахвар,nager
382,Schlaf::N,ахвар,oados
383,Schlaf::N,ахвар,nagir
384,Schlaf::N,ахвар,naṿer
385,Schlaf::N,ахвар,nââ´er
386,Schlaf::N,ахвар,нагерь
387,Traum::N,ахвар,nahkere
388,Traum::N,ахвар,niehko
389,Traum::N,ахвар,niehku
390,Traum::N,ахвар,naṿer
391,Traum::N,ахвар,nââ´er
392,Traum::N,ахвар,нагерь
393,Himmel::N,цав,elmie
394,Himmel::N,цав,almme
395,Himmel::N,цав,albmi
396,Himmel::N,цав,alme
397,Himmel::N,цав,â´lmm
398,Himmel::N,цав,алльм
399,Sonne::N,рагъ,biejjie
400,Sonne::N,рагъ,bæjvásj
401,Sonne::N,рагъ,beaivváš
402,Sonne::N,рагъ,peivi
403,Sonne::N,рагъ,piäiváš
404,Sonne::N,рагъ,pei´vv
405,Sonne::N,рагъ,пе̄ййв
406,Mond::N,варз,aske
407,Mond::N,варз,mánno
408,Mond::N,варз,mánnu
409,Mond::N,варз,máánu
410,Mond::N,варз,mään
411,Mond::N,варз,ма̄нн
412,Stern::N,гъед,daasta
413,Stern::N,гъед,naestie
414,Stern::N,гъед,násste
415,Stern::N,гъед,násti
416,Stern::N,гъед,täsni
417,Stern::N,гъед,tä´snn
418,Stern::N,гъед,та̄ссьт
419,Luft::N,гьава,elmie
420,Luft::N,гьава,ájmmo
421,Luft::N,гьава,áibmu
422,Luft::N,гьава,áimu
423,Luft::N,гьава,šõŋŋ
424,Luft::N,гьава,вӯйнас
425,Wind::N,гар,bïegke
426,Wind::N,гар,biegga
427,Wind::N,гар,biegga
428,Wind::N,гар,pieg'gâ
429,Wind::N,гар,piõg'g
430,Wind::N,гар,пӣӈӈк
431,Welle::N,лепе,baaroe
432,Welle::N,лепе,bárro
433,Welle::N,лепе,bárru
434,Welle::N,лепе,pááṛu
435,Welle::N,лепе,päärr
436,Welle::N,лепе,нэ̄ммп
437,Wasser::N,яд,tjaetsie
438,Wasser::N,яд,tjáhtje
439,Wasser::N,яд,čáhci
440,Wasser::N,яд,čääci
441,Wasser::N,яд,čää´cc
442,Wasser::N,яд,ча̄дзь
443,Stein::N,къван,gierkie
444,Stein::N,къван,giergge
445,Stein::N,къван,geađgi
446,Stein::N,къван,keđgi
447,Stein::N,къван,ǩeä´dǧǧ
448,Stein::N,къван,ке̄ддҌк
449,Boden::N,накьв,betnie
450,Boden::N,накьв,ednam
451,Boden::N,накьв,bodni
452,Boden::N,накьв,vuođđu
453,Boden::N,накьв,ponne
454,Boden::N,накьв,vuáđ̣u
455,Boden::N,накьв,vuâđđ
456,Boden::N,накьв,лаввьн
457,Boden::N,накьв,е̄ммьне
458,Erde::N,ччил,jåarta
459,Erde::N,ччил,mueltie
460,Erde::N,ччил,ednam
461,Erde::N,ччил,mållde
462,Erde::N,ччил,eana
463,Erde::N,ччил,eennâm
464,Erde::N,ччил,mädd
465,Erde::N,ччил,jânnam
466,Erde::N,ччил,е̄ммьне
467,Staub::N,руг,heblie
468,Staub::N,руг,tsumhtsie
469,Staub::N,руг,dubme
470,Staub::N,руг,dopmu
471,Staub::N,руг,kovjâ
472,Staub::N,руг,põõ´l
473,Staub::N,руг,кэ̄ббьй
474,Rauch::N,гум,soeve
475,Rauch::N,гум,suovva
476,Rauch::N,гум,suovva
477,Rauch::N,гум,suoṿâ
478,Rauch::N,гум,suõvv
479,Rauch::N,гум,сӯвв
480,Funke::N,цӏелхем,naestie
481,Funke::N,цӏелхем,tjuonam
482,Funke::N,цӏелхем,čuotnan
483,Funke::N,цӏелхем,čuođâlm
484,Funke::N,цӏелхем,iiskâr
485,Funke::N,цӏелхем,čuõzzâm
486,Funke::N,цӏелхем,чӯссэм
487,Feuer::N,цӏай,dålle
488,Feuer::N,цӏай,dållå
489,Feuer::N,цӏай,dolla
490,Feuer::N,цӏай,tullâ
491,Feuer::N,цӏай,toll
492,Feuer::N,цӏай,то̄лл
493,Licht::N,экв,tjoevke
494,Licht::N,экв,tjuovgga
495,Licht::N,экв,čuovga
496,Licht::N,экв,čuovggas
497,Licht::N,экв,čuoṿâ
498,Licht::N,экв,toll
499,Licht::N,экв,čuõvv
500,Licht::N,экв,то̄лл
501,Schatten::N,серин,skugkie
502,Schatten::N,серин,soejvene
503,Schatten::N,серин,irkes
504,Schatten::N,серин,sieges
505,Schatten::N,серин,itku
506,Schatten::N,серин,suoivâ
507,Schatten::N,серин,õõtt
508,Schatten::N,серин,ǩeeu´niǩ
509,Schatten::N,серин,кывьнэхь
510,Wetter::N,гьава,vïerhtse
511,Wetter::N,гьава,dálkke
512,Wetter::N,гьава,dálki
513,Wetter::N,гьава,šoŋŋâ
514,Wetter::N,гьава,šõŋŋ
515,Wetter::N,гьава,шэ̄ӈӈ
516,Nebel::N,ччилин циф,såavla
517,Nebel::N,ччилин циф,mearhka
518,Nebel::N,ччилин циф,murkko
519,Nebel::N,ччилин циф,mierkká
520,Nebel::N,ччилин циф,mierká
521,Nebel::N,ччилин циф,miär'kká
522,Nebel::N,ччилин циф,oṃo
523,Nebel::N,ччилин циф,sue´lnn
524,Nebel::N,ччилин циф,цӣгк
525,Nebel::N,ччилин циф,сулльн
526,Wolke::N,циф,balve
527,Wolke::N,циф,balvva
528,Wolke::N,циф,balva
529,Wolke::N,циф,polvâ
530,Wolke::N,циф,põlvv
531,Wolke::N,циф,пэллв
532,Regen::N,марф,ebrie
533,Regen::N,марф,harvve
534,Regen::N,марф,arvi
535,Regen::N,марф,arve
536,Regen::N,марф,â´brr
537,Regen::N,марф,аббьр
538,Schnee::N,жив,lopme
539,Schnee::N,жив,moehtege
540,Schnee::N,жив,muohta
541,Schnee::N,жив,muohta
542,Schnee::N,жив,muotâ
543,Schnee::N,жив,muõtt
544,Schnee::N,жив,вэ̄дз
545,Schnee::N,жив,куэллт
546,Eis::N,мурк,jïenge
547,Eis::N,мурк,jiegŋa
548,Eis::N,мурк,jiekŋa
549,Eis::N,мурк,jieŋ̣â
550,Eis::N,мурк,jiõŋŋ
551,Eis::N,мурк,ӣӈӈ
552,Frost::N,аяз,baajkoe
553,Frost::N,аяз,tjoasskem
554,Frost::N,аяз,buolaš
555,Frost::N,аяз,puolâš
556,Frost::N,аяз,puõlâš
557,Frost::N,аяз,мӯнь
558,Kälte::N,мекь,jueskie
559,Kälte::N,мекь,tjåetskeme
560,Kälte::N,мекь,tjoasskem
561,Kälte::N,мекь,čoaskin
562,Kälte::N,мекь,ko'lmâsvuotâ
563,Kälte::N,мекь,ijss
564,Kälte::N,мекь,čuä´cǩǩem
565,Kälte::N,мекь,tuârggnjõs
566,Kälte::N,мекь,кэ̄лмас
567,Kälte::N,мекьивал,jueskie
568,Kälte::N,мекьивал,tjåetskeme
569,Kälte::N,мекьивал,tjoasskem
570,Kälte::N,мекьивал,čoaskin
571,Kälte::N,мекьивал,ko'lmâsvuotâ
572,Kälte::N,мекьивал,ijss
573,Kälte::N,мекьивал,čuä´cǩǩem
574,Kälte::N,мекьивал,tuârggnjõs
575,Kälte::N,мекьивал,кэ̄лмас
576,Hitze::N,зегьем,baahke
577,Hitze::N,зегьем,báhkka
578,Hitze::N,зегьем,báhkka
579,Hitze::N,зегьем,pakkâ
580,Hitze::N,зегьем,kuṃe
581,Hitze::N,зегьем,paašt
582,Hitze::N,зегьем,жоарр
583,Raureif::N,къирав,jyjse
584,Raureif::N,къирав,ridne
585,Raureif::N,къирав,goarre
586,Raureif::N,къирав,ritni
587,Raureif::N,къирав,suhči
588,Raureif::N,къирав,riṇe
589,Raureif::N,къирав,ай
590,Regenbogen::N,яргъируш,aatjan goengere
591,Regenbogen::N,яргъируш,aatjan joekse
592,Regenbogen::N,яргъируш,ádjájuoksa
593,Regenbogen::N,яргъируш,arvedávgi
594,Regenbogen::N,яргъируш,bajándávgi
595,Regenbogen::N,яргъируш,äijihtävgi
596,Regenbogen::N,яргъируш,teârmmazjohss
597,Regenbogen::N,яргъируш,тӣрмесью̄ккс
598,Donner::N,цавун ван,raejrie
599,Donner::N,цавун ван,átjek
600,Donner::N,цавун ван,átjárájdde
601,Donner::N,цавун ван,áddjá
602,Donner::N,цавун ван,baján
603,Donner::N,цавун ван,juuṛâ
604,Donner::N,цавун ван,tie´rmes
605,Donner::N,цавун ван,тӣрмесь
606,Donner::N,цавун ван,ча̄ркнэгк
607,Tropfen::N,стӏал,gåajhkohts
608,Tropfen::N,стӏал,gåjkudis
609,Tropfen::N,стӏал,goaikkanas
610,Tropfen::N,стӏал,čalme
611,Tropfen::N,стӏал,čâ´lmm
612,Tropfen::N,стӏал,ча̄лльм
613,Schaum::N,каф,sapte
614,Schaum::N,каф,såpptå
615,Schaum::N,каф,sokta
616,Schaum::N,каф,suptâ
617,Schaum::N,каф,soptt
618,Schaum::N,каф,со̄ппт
619,Schmutz::N,чирк,haaskoe
620,Schmutz::N,чирк,duolvva
621,Schmutz::N,чирк,duolva
622,Schmutz::N,чирк,durdi
623,Schmutz::N,чирк,stänži
624,Schmutz::N,чирк,sähss
625,Schmutz::N,чирк,са̄ккьс
626,Schmutz::N,чирк,не̄шшь
627,Schmutz::N,кьуруш,haaskoe
628,Schmutz::N,кьуруш,duolvva
629,Schmutz::N,кьуруш,duolva
630,Schmutz::N,кьуруш,durdi
631,Schmutz::N,кьуруш,stänži
632,Schmutz::N,кьуруш,sähss
633,Schmutz::N,кьуруш,са̄ккьс
634,Schmutz::N,кьуруш,не̄шшь
635,See::N,вир,jaevrie
636,See::N,вир,jávrre
637,See::N,вир,jávri
638,See::N,вир,jävri
639,See::N,вир,jâu´rr
640,See::N,вир,я̄ввьр
641,Sumpf::N,уьлен,pluevie
642,Sumpf::N,уьлен,áhpe
643,Sumpf::N,уьлен,sæmssa
644,Sumpf::N,уьлен,jeaggi
645,Sumpf::N,уьлен,jeggi
646,Sumpf::N,уьлен,jeä´ǧ'ǧ
647,Sumpf::N,уьлен,ла̄ммьп
648,Wiese::N,векь,ïentje
649,Wiese::N,векь,giedde
650,Wiese::N,векь,gieddi
651,Wiese::N,векь,nijtto
652,Wiese::N,векь,пуэшенҍ
653,Wald::N,там,skåake
654,Wald::N,там,skåajje
655,Wald::N,там,miehtsie
656,Wald::N,там,vuovdde
657,Wald::N,там,miehttse
658,Wald::N,там,vuovdi
659,Wald::N,там,meahcci
660,Wald::N,там,mecci
661,Wald::N,там,vyemi
662,Wald::N,там,vue´mm
663,Wald::N,там,meä´c'c
664,Wald::N,там,ля̄ммт
665,Hügel::N,кӏунтӏ,deava
666,Hügel::N,кӏунтӏ,dievvá
667,Hügel::N,кӏунтӏ,dievvá
668,Hügel::N,кӏунтӏ,čummâ
669,Hügel::N,кӏунтӏ,pä´rcc
670,Hügel::N,кӏунтӏ,teä´rmm
671,Hügel::N,кӏунтӏ,ка̄ннҌт
672,Anhöhe::N,тепе,deava
673,Anhöhe::N,тепе,jalladahke
674,Anhöhe::N,тепе,dievásj
675,Anhöhe::N,тепе,aláš
676,Anhöhe::N,тепе,luohkká
677,Anhöhe::N,тепе,tiävá
678,Anhöhe::N,тепе,poorááš
679,Anhöhe::N,тепе,ču´lpp
680,Anhöhe::N,тепе,škâu´ŋŋ
681,Anhöhe::N,тепе,ка̄ннҌт
682,Anhöhe::N,гьуьндуьрвал,deava
683,Anhöhe::N,гьуьндуьрвал,jalladahke
684,Anhöhe::N,гьуьндуьрвал,dievásj
685,Anhöhe::N,гьуьндуьрвал,aláš
686,Anhöhe::N,гьуьндуьрвал,luohkká
687,Anhöhe::N,гьуьндуьрвал,tiävá
688,Anhöhe::N,гьуьндуьрвал,poorááš
689,Anhöhe::N,гьуьндуьрвал,ču´lpp
690,Anhöhe::N,гьуьндуьрвал,škâu´ŋŋ
691,Anhöhe::N,гьуьндуьрвал,ка̄ннҌт
692,Berg::N,дагъ,bïerje
693,Berg::N,дагъ,várre
694,Berg::N,дагъ,várri
695,Berg::N,дагъ,vääṛi
696,Berg::N,дагъ,vää´rr
697,Berg::N,дагъ,те̄ррьм
698,Gipfel::N,кӏукӏ,dalvese
699,Gipfel::N,кӏукӏ,tjåhkkå
700,Gipfel::N,кӏукӏ,čohkka
701,Gipfel::N,кӏукӏ,čokke
702,Gipfel::N,кӏукӏ,čå´ǩǩ
703,Gipfel::N,кӏукӏ,ла̄ддҍв
704,Höhle::N,кьветӏ,beajoe
705,Höhle::N,кьветӏ,rájgge
706,Höhle::N,кьветӏ,sluoggo
707,Höhle::N,кьветӏ,biedju
708,Höhle::N,кьветӏ,kuovđâšm
709,Höhle::N,кьветӏ,skuõrr
710,Höhle::N,кьветӏ,вуэӈӈк
711,Abhang::N,гуьне,boelte
712,Abhang::N,гуьне,brijrie
713,Abhang::N,гуьне,bállte
714,Abhang::N,гуьне,vielti
715,Abhang::N,гуьне,luohkká
716,Abhang::N,гуьне,viel'tti
717,Abhang::N,гуьне,vie´ltt
718,Abhang::N,гуьне,луэххк
719,Quelle::N,чешме,aajege
720,Quelle::N,чешме,gaaltije
