,Concept_ID,mn,cy
785,hübsch::A,сайхан,tlws
786,hübsch::A,хөөрхөн,tlws
787,böse::A,муу,drwg
788,böse::A,хортой,drwg
789,dumm::A,тэнэг,twp
790,faul::A,залхуу,diog
791,fleißig::A,чармайлтгай,dyfal
792,geizig::A,харамч,crintach
793,geizig::A,харамч,cybyddlyd
794,klug::A,цэцэн,deallus
795,geschickt::A,дүйтэй,medrus
796,geschickt::A,дүйтэй,deheuig
797,lieb::A,хайрт,hoff
798,lieb::A,хайрт,annwyl
799,lustig::A,цэнгэлтэй,llon
800,sanft::A,наалинхай,mwyn
801,hungrig::A,өлөн,newynog
802,hungrig::A,өлссөн,newynog
803,krank::A,өвчтэй,sâl
804,krank::A,өвчтэй,gwael
805,nackt::A,нүцгэн,noeth
806,traurig::A,гунигт,trist
807,lebendig::A,амьд,yn fyw
808,lebendig::A,амьтай,yn fyw
809,gut::A,сайн,da
810,schlecht::A,муу,drwg
811,schlecht::A,муу,gwael
812,schlecht::A,өөдгүй,drwg
813,schlecht::A,өөдгүй,gwael
814,richtig::A,зөв,cywir
815,richtig::A,зүйтэй,cywir
816,schlimm::A,муухай,enbyd
817,wahr::A,үнэн,gwir
818,wahr::A,жинхэнэ,gwir
819,alt::A,хуучин,hen
820,neu::A,шинэ,newydd
821,ehemalig::A,агсан,blaenorol
822,ehemalig::A,байсан,blaenorol
823,alt[Lebewesen]::A,өвгөн,oedrannus
824,alt[Lebewesen]::A,хижээл,oedrannus
825,jung::A,залуу,ifanc
826,arm::A,ядуу,tlawd
827,reich::A,баян,cyfoethog
828,reich::A,баялаг,cyfoethog
829,bekannt::A,танил,cynefin
830,bekannt::A,танил,cyfarwydd
831,berühmt::A,цуутай,enwog
832,berühmt::A,алдартай,enwog
833,fremd::A,харь,estron
834,fremd::A,гадаад,estron
835,verschieden::A,ондоо,gwahanol
836,verschieden::A,янз янзын,gwahanol
837,nah::A,ойрын,agos
838,nah::A,дөтийн,agos
839,fern::A,холын,pell
840,linker::A,буруу,aswy
841,linker::A,буруу,chwith
842,rechter::A,баруун,de
843,rechter::A,баруун,deau
844,anderer::A,өөр,arall
845,anderer::A,нөгөө,arall
846,erster::A,нэгдэх,cyntaf
847,erster::A,нэгдүгээр,cyntaf
848,zweiter::A,хоёрдугаар,ail
849,dritter::A,гуравдугаар,trydydd
850,letzter::A,сүүлийн,olaf
851,allein::ADV,ганцаараа,unig
852,allein::ADV,ганцаараа,ar ei ben ei hun
853,auf einmal::ADV,нэгмөсөн,ar yr un pryd
854,zusammen::ADV,цуг,ynghyd
855,zusammen::ADV,цуг,gyda'i gilydd
856,zusammen::ADV,хамт,ynghyd
857,zusammen::ADV,хамт,gyda'i gilydd
858,lange::ADV,удаан,amser hir
859,plötzlich::ADV,гэнэт,yn sydyn
860,sofort::ADV,дороо,ar unwaith
861,später::ADV,дараа,yn ddiweddarach
862,jetzt::ADV,өнөө,yn awr
863,heute::ADV,өнөө,heddiw
864,heute::ADV,өнөөдөр,heddiw
865,morgen::ADV,маргааш,yfory
866,morgen::ADV,маргаадар,yfory
867,bald::ADV,түргэн,yn fuan
868,bald::ADV,түргэн,gyda hyn
869,bald::ADV,удахгүй,yn fuan
870,bald::ADV,удахгүй,gyda hyn
871,dann::ADV,хожим,yna
872,dann::ADV,хожим,y pryd hwnnw
873,dann::ADV,тэгээд,yna
874,dann::ADV,тэгээд,y pryd hwnnw
875,gestern::ADV,өчигдөр,ddoe
876,einst::ADV,нэг,gynt
877,damals::ADV,тэгэхэд,ar y pryd
878,damals::ADV,тэгэхэд,bryd hynny
879,danach::ADV,тэгээд,wedyn
880,danach::ADV,дараа нь,wedyn
881,vorher::ADV,урьд,o'r blaen
882,zuerst::ADV,анх,yn gyntaf
883,zuerst::ADV,эхлээд,yn gyntaf
884,einmal::ADV,нэг удаа,unwaith
885,manchmal::ADV,хааяа,weithiau
886,manchmal::ADV,хааяа,ar brydiau
887,manchmal::ADV,заримдаа,weithiau
888,manchmal::ADV,заримдаа,ar brydiau
889,oft::ADV,олонтоо,yn aml
890,oft::ADV,олонтоо,yn fynych
891,immer::ADV,байнга,bob amser
892,niemals::ADV,хэзээ ч,ni ... byth
893,niemals::ADV,хэзээ ч,ni ... erioed
894,niemals::ADV,хэдийд ч,ni ... byth
895,niemals::ADV,хэдийд ч,ni ... erioed
896,hier::ADV,энд,yma
897,hierhin::ADV,нааш,hyd yma
898,von hier::ADV,эндээс,oddi yma
899,dort::ADV,тэнд,acw
900,dorthin::ADV,тийш,tuag yno
901,geradeaus::ADV,шулуун,syth ymlaen
902,vorwärts::ADV,урагшаа,ymlaen
903,rückwärts::ADV,буцаан,yn ôl
904,rückwärts::ADV,сөөргөө,yn ôl
905,zurück::ADV,буцаж,yn ôl
906,zurück::ADV,гэдрэг,yn ôl
907,unten::ADV,дор,isod
908,unten::ADV,дор,oddi tanodd
909,hinab::ADV,уруу,i lawr
910,hinab::ADV,уруу,i waered
911,oben::ADV,дээр,fry
912,hinauf::ADV,өөд,i fyny
913,hinauf::ADV,өөд,i'r lan
914,hinauf::ADV,дээш,i fyny
915,hinauf::ADV,дээш,i'r lan
916,überall::ADV,хааяагүй,ym mhobman
917,überall::ADV,энд тэндгүй,ym mhobman
918,nicht::ADV,эс,ni
919,nicht::ADV,эс,nid
920,nicht::ADV,-гүй,ni
921,nicht::ADV,-гүй,nid
922,ein wenig::ADV,жаахан,tipyn
923,ein wenig::ADV,жаахан,ychydig
924,kaum::ADV,арай,prin
925,kaum::ADV,арай гэж,prin
926,sehr::ADV,тун,iawn
927,so::ADV,тэгж,fel
928,so::ADV,тэгж,felly
929,so::ADV,ингээд,fel
930,so::ADV,ингээд,felly
931,noch::ADV,дахин,eto
932,noch::ADV,дахиад,eto
933,nur::ADV,зөвхөн,yn unig
934,nur::ADV,гагцхүү,yn unig
935,schon::ADV,нэгэнт,eisoes
936,schon::ADV,нэгэнт,yn barod
937,wieder::ADV,дахин,drachefn
938,wieder::ADV,дахиад,drachefn
939,vergebens::ADV,хий,yn ofer
940,vor::PRP,өмнө,o flaen
941,hinter::PRP,ард,ar ôl
942,unter::PRP,доор,islaw
943,durch::PRP,дундуур,trwy
944,neben::PRP,хажууд,ar bwys
945,zwischen::PRP,завсар,rhwng
946,zwischen::PRP,завсар,cydrhwng
947,zwischen::PRP,хооронд,rhwng
948,zwischen::PRP,хооронд,cydrhwng
949,wegen::PRP,төлөө,o achos
950,wegen::PRP,төлөө,oherwydd
951,wegen::PRP,дээрээс,o achos
952,wegen::PRP,дээрээс,oherwydd
953,dies::PRN,энэ,hyn
954,das::PRN,тэр,hynny
955,alles::PRN,цөм,popeth
956,alles::PRN,бүгд,popeth
957,ich::PRN,би,fi
958,du::PRN,чи,ti
959,er::PRN,тэр,fe
960,er::PRN,тэр хүн,fe
961,wir::PRN,бид,ni
962,ihr::PRN,та нар,chi
963,sie::PRN,тэд,hwy
964,was::FPRN,юу,pa beth
965,wer::FPRN,хэн,pwy
966,wo::FADV,хаа,ble
967,wo::FADV,хаа,ym mha le
968,wo::FADV,хаана,ble
969,wo::FADV,хаана,ym mha le
970,wohin::FADV,хааш,i ble
971,wohin::FADV,хааш,i ba le
972,wohin::FADV,хаана,i ble
973,wohin::FADV,хаана,i ba le
974,wie::FADV,яаж,sut
975,wie::FADV,хэрхэн,sut
976,warum::FADV,юунд,pam
977,warum::FADV,яагаад,pam
978,wieviel::FNUM,хэдий,faint
979,wieviel::FNUM,хэд,faint
980,eins::NUM,нэг,un
981,zwei::NUM,хоёр,dau
982,drei::NUM,гурав,tri
983,vier::NUM,дөрөв,pedwar
984,fünf::NUM,тав,pump
985,sechs::NUM,зургаа,chwech
986,sieben::NUM,долоо,saith
987,acht::NUM,найм,wyth
988,neun::NUM,ес,naw
989,zehn::NUM,арав,deg
990,elf::NUM,арван нэг,un ar ddeg
991,zwölf::NUM,арван хоёр,deuddeg
992,zwölf::NUM,арван хоёр,un deg dau
993,zwanzig::NUM,хорь,ugain
994,dreißig::NUM,гуч,tri deg
995,dreißig::NUM,гуч,deg ar hugain
996,vierzig::NUM,дөч,deugain
997,fünfzig::NUM,тавь,hanner cant
998,sechzig::NUM,жар,chwe deg
999,siebzig::NUM,дал,saith deg
1000,siebzig::NUM,дал,deg a thrigain
1001,achtzig::NUM,ная,wyth deg
1002,achtzig::NUM,ная,pedar ugain
1003,neunzig::NUM,ер,naw deg
1004,neunzig::NUM,ер,deg a phedwar ugain
1005,hundert::NUM,зуу,cant
1006,tausend::NUM,мянга,mil
1007,und::CNJ,ч,a
1008,und::CNJ,болон,a
1009,oder::CNJ,буюу,neu
1010,stehen::V,зогсох,sefyll
1011,sitzen::V,суух,eistedd
1012,liegen::V,хэвтэх,gorwedd
1013,hängen::V,өлгөөтэй байх,hongian
1014,hängen::V,дүүжлээтэй байх,hongian
1015,werden::V,болох,dod yn
1016,werden::V,болох,mynd yn
1017,passieren::V,тохиох,digwydd
1018,beginnen::V,эхлэх,cychwyn
1019,enden::V,дүүрэх,gorffen
1020,wechseln::V,хувирах,newid
1021,aufgehen[Sonne]::V,мандах,codi
1022,untergehen[Sonne]::V,жаргах,machlud
1023,scheinen[Sonne]::V,гэрэлтэх,tywynnu
1024,donnern::V,дуугарах,taranu
1025,wehen::V,салхилах,chwythu
1026,wehen::V,хөөрөгдөх,chwythu
1027,strömen::V,гүйх,ffrydio
1028,strömen::V,урсах,ffrydio
1029,fließen::V,урсах,llifo
1030,sich drehen::V,эргэлдэх,troi
1031,sich drehen::V,эргэлдэх,cylchdroi
1032,schwanken::V,хэлбэлзэх,siglo
1033,schwingen::V,ганхах,siglo
1034,schwingen::V,хэлбэлзэх,siglo
1035,fallen::V,унах,cwympo
1036,brennen::V,шатах,llosgi
1037,rauchen::V,баагих,mygu
1038,regnen::V,бороо орно,glawio
1039,gefrieren::V,хөлдөх,rhewi
1040,tauen::V,хайлах,toddi
1041,tauen::V,хайлах,meirioli
1042,schmelzen::V,уярах,toddi
1043,trocknen::V,хатах,sychu
1044,sieden::V,буцлах,berwi
1045,sieden::V,даргилах,berwi
1046,faulen::V,үжрэх,pydru
1047,faulen::V,үжрэх,braenu
1048,faulen::V,өмхийрөх,pydru
1049,faulen::V,өмхийрөх,braenu
1050,verfaulen::V,бээх,pydru
1051,verfaulen::V,бээх,dadfeilio
1052,verfaulen::V,өгрөх,pydru
1053,verfaulen::V,өгрөх,dadfeilio
1054,reißen::V,цуурах,clecian
1055,reißen::V,цуурах,torri'n glats
1056,versinken::V,живэх,suddo
1057,vergehen::V,нөгчих,myned heibio
1058,vergehen::V,нөгчих,pasio
1059,vergehen::V,өнгөрөх,myned heibio
1060,vergehen::V,өнгөрөх,pasio
1061,erscheinen::V,гарах,ymddangos
1062,erscheinen::V,бултайх,ymddangos
1063,verschwinden::V,далд орох,diflannu
1064,verschwinden::V,алга болох,diflannu
1065,sinken::V,татрах,syrthio
1066,sinken::V,доошлох,syrthio
1067,abnehmen::V,багасах,lleihau
1068,abnehmen::V,хорогдох,lleihau
1069,zunehmen::V,ихсэх,cynyddu
1070,steigen::V,нэмэгдэх,codi
1071,wachsen::V,өсөх,tyfu
1072,wachsen::V,ургах,tyfu
1073,glänzen::V,гилгэнэх,disgleirio
1074,glänzen::V,гилбэгнэх,disgleirio
1075,funkeln::V,гялжах,pefrio
1076,funkeln::V,гялалзах,pefrio
1077,lärmen::V,шуугих,cadw sŵn
1078,lärmen::V,шуугих,gwneud twrw
1079,läuten::V,цохих,canu
1080,klingeln::V,хонхдох,canu
1081,klingeln::V,хонхдох,seinio
1082,klingeln::V,дуугарах,canu
1083,klingeln::V,дуугарах,seinio
1084,klirren::V,хангир жингэр хийх,tincian
1085,brausen::V,бургилах,rhuo
1086,rauschen::V,сэржигнэх,siffrwd
1087,rauschen::V,сэржигнэх,chwithrwd
1088,klingen::V,хангинах,seinio
1089,bellen::V,хуцах,cyfarth
1090,heulen::V,улих,udo
1091,heulen::V,улих,oernadu
1092,blasen::V,үлзэх,chwythu
1093,pfeifen::V,исгэрэх,chwibanu
1094,schreien::V,хашгирах,gweiddi
1095,schreien::V,хашгирах,bloeddio
1096,stöhnen::V,ёолох,griddfan
1097,stöhnen::V,гэнгэнэх,griddfan
1098,zittern::V,дагжих,crynu
1099,leben::V,амьдрах,byw
1100,geboren werden::V,төрөх,cael eich geni
1101,atmen::V,амьсгалах,anadlu
1102,trinken::V,уух,yfed
1103,essen::V,идэх,bwyta
1104,schlucken::V,залгих,llyncu
1105,müde werden::V,ядрах,blino
1106,einschlafen::V,унтчих,mynd i gysgu
1107,einschlafen::V,унтчих,syrthio i gysgu
1108,schlafen::V,унтах,huno
1109,schlafen::V,унтах,cysgu
1110,aufwachen::V,сэрэх,dihuno
1111,aufstehen::V,босох,codi
1112,sich erholen::V,амрах,ymlacio
1113,sich erholen::V,амрах,dadflino
1114,krank werden::V,өвдөж эхлэх,mynd yn sâl
1115,krank werden::V,өвдөж эхлэх,mynd yn wael
1116,krank sein::V,өвдөх,gwaelu
1117,schmerzen::V,өвдөх,brifo
1118,schmerzen::V,шархирах,brifo
1119,husten::V,ханиах,pesychu
1120,genesen::V,засрах,gwella
1121,genesen::V,засрах,cael yn ôl
1122,sterben::V,үхэх,marw
1123,sterben::V,нас барах,marw
1124,umkommen::V,үхэх,trengi
1125,sich bewegen::V,хөдлөх,symud
1126,sich rühren::V,хөдлөх,syflyd
1127,sich erheben::V,босох,codi
1128,sich setzen::V,суух,eistedd
1129,hinfallen::V,ойчих,cwympo
1130,laufen::V,явган явах,cerdded
1131,schreiten::V,алхах,camu
1132,spazierengehen::V,зугаалах,mynd am dro
1133,eilen::V,хурдлах,rhuthro
1134,sich beeilen::V,яарах,brysio
1135,sich beeilen::V,шамдах,brysio
1136,sausen::V,давхих,rhuthro
1137,rennen::V,гүйх,rhedeg
1138,springen::V,харайх,llamu
1139,springen::V,харайх,neidio
1140,springen::V,дэвхрэх,llamu
1141,springen::V,дэвхрэх,neidio
1142,klettern::V,авирах,dringo
1143,schaukeln::V,ганхалзах,siglo
1144,kriechen::V,мөлхөх,cropian
1145,schwimmen::V,сэлэх,nofio
1146,tauchen::V,шунгах,plymio
1147,tauchen::V,шунгах,ymsuddo
1148,rudern::V,сэлүүрдэх,rhwyfo
1149,fahren::V,явах,gyrru
1150,fahren::V,явах,dreifio
1151,fliegen::V,нисэх,hedfan
1152,gehen::V,явах,mynd
1153,weggehen::V,явах,mynd
1154,weggehen::V,явах,ymadael
1155,abfahren::V,одох,ymadael
1156,abfahren::V,хөдлөх,ymadael
1157,anhalten::V,зогсох,stopio
1158,hineingehen::V,орох,mynd i mewn
1159,eintreten::V,орох,mynd i
1160,kommen::V,ирэх,dod
1161,ankommen::V,хүрэх,cyrraedd
1162,zurückkommen::V,харих,dychwelyd
1163,zurückkommen::V,буцаж ирэх,dychwelyd
1164,bleiben::V,үлдэх,aros
1165,bleiben::V,үлдэх,sefyll
1166,warten::V,хүлээх,aros
1167,warten::V,хүлээх,disgwyl
1168,erwarten::V,хүлээх,disgwyl
1169,suchen::V,эрэх,chwilio am
1170,suchen::V,бэдрэх,chwilio am
1171,finden::V,олох,darganfod
1172,versuchen::V,оролдох,profi
1173,versuchen::V,оролдох,ceisio
1174,vorbereiten::V,бэлтгэх,paratoi
1175,lieben::V,янаглах,caru
1176,mögen::V,таалах,hoffi
1177,lachen::V,инээх,chwerthin
1178,rühren::V,сэтгэл уяруулах,cynhyrfu
1179,weinen::V,уйлах,wylo
1180,weinen::V,уйлах,llefain
1181,schimpfen::V,хараах,grwgnach
1182,sich ärgern::V,уурлах,gofidio
1183,sich fürchten::V,айх,ofni
1184,fürchten::V,айх,arswydo
1185,fliehen::V,зугтах,ffoi
1186,fliehen::V,гүйж очих,ffoi
1187,flüchten::V,оргох,dianc
1188,sehen::V,үзэх,gweld
1189,anschauen::V,харах,syllu
1190,anschauen::V,харах,edrych
1191,ansehen::V,харах,gwylio
1192,hören::V,дуулах,clywed
1193,zuhören::V,чагнах,gwrando
1194,probieren::V,амсаж үзэх,profi
1195,riechen::V,үнэрлэх,arogli
1196,fühlen::V,мэдрэх,teimlo
1197,fühlen::V,мэдрэх,clywed
1198,scheinen::V,шиг үзэгдэх,ymddangos
1199,zu sehen sein::V,үзэгдэх,dod i'r golwg
1200,zu sehen sein::V,харагдах,dod i'r golwg
1201,vernehmen::V,дуулах,clywed sôn am
1202,frieren::V,даарах,bod yn oer
1203,tun::V,хийх,gwneud
1204,tun::V,үйлдэх,gwneud
1205,können::V,болох,gallu
1206,wollen::V,хүсэх,bod mewn angen
1207,anfangen::V,эхлэх,dechrau
1208,beenden::V,дуусгах,darfod
1209,beenden::V,дуусгах,gorffen
1210,aufhören::V,болих,peidio
1211,aufhören::V,зогсох,peidio
1212,gelingen::V,бүтэх,llwyddo
1213,geraten::V,илрэх,diweddu
1214,öffnen::V,нээх,agor
1215,öffnen::V,тайлах,agor
1216,schließen::V,хаах,cau
1217,stellen::V,тавих,gosod
1218,stellen::V,босгох,gosod
1219,setzen::V,суулгах,gosod
1220,legen::V,хийх,gosod
1221,legen::V,тавих,gosod
1222,berühren::V,шүргэх,cyffwrdd
1223,verbinden::V,залгах,cysylltu
1224,bedecken::V,бүрэх,gorchuddio
1225,aufhängen::V,өлгөх,crogi
1226,aufhängen::V,өлгөх,hongian
1227,aufhängen::V,дүүжлэх,crogi
1228,aufhängen::V,дүүжлэх,hongian
1229,anzünden::V,асаах,cynnau
1230,anzünden::V,ноцоох,cynnau
1231,aufheben::V,өргөх,codi
1232,zurücklassen::V,орхих,gadael
1233,zurücklassen::V,үлдээх,gadael
1234,verlieren::V,гээх,colli
1235,fallen lassen::V,унагах,gollwng
1236,machen::V,хийх,gwneud
1237,machen::V,гаргах,gwneud
1238,herstellen::V,бүтээх,cynhyrchu
1239,bauen::V,барих,adeiladu
1240,reparieren::V,засах,trwsio
1241,reparieren::V,засах,atgyweirio
1242,reparieren::V,сэлбэх,trwsio
1243,reparieren::V,сэлбэх,atgyweirio
1244,verbessern::V,засах,diwygio
1245,verbessern::V,сайжруулах,diwygio
1246,ändern::V,өөрчлөх,altro
1247,graben::V,малтах,palu
1248,graben::V,малтах,cloddio
1249,beugen::V,бөгтийлгөх,plygu
1250,biegen::V,матах,plygu
1251,biegen::V,муруйлгах,plygu
1252,drehen::V,эргүүлэх,troelli
1253,wenden::V,эргүүлэх,troi
1254,umdrehen::V,хөрвүүлэх,troi
1255,heben::V,өргөх,codi
1256,hochheben::V,өргөх,dyrchafu
1257,ergreifen::V,атгах,gafael
1258,halten::V,барих,dal
1259,drücken::V,дарах,pwyso
1260,drücken::V,дарах,gwasgu
1261,schieben::V,түлхэх,gwthio
1262,kratzen::V,хусах,crafu
1263,kratzen::V,маажих,crafu
1264,lecken::V,долоох,llyfu
1265,beißen::V,зуух,cnoi
1266,beißen::V,зуух,brathu
1267,beißen::V,хазах,cnoi
1268,beißen::V,хазах,brathu
1269,abreißen::V,таслах,tynnu ymaith
1270,abschneiden::V,тайрах,torri
1271,binden::V,боох,clymu
1272,binden::V,хүлэх,clymu
1273,stecken::V,шаах,plannu
1274,stecken::V,шигтгэх,plannu
1275,brechen::V,хугалах,torri
1276,klopfen::V,цохих,taro
1277,klopfen::V,тогших,taro
1278,hauen::V,дэлдэх,taro
1279,kleben::V,наах,gludio
1280,reiben::V,нухах,rhwbio
1281,reiben::V,нидчих,rhwbio
1282,streichen::V,нялах,taenu
1283,streichen::V,түрхэх,taenu
1284,schleifen::V,билүүдэх,hogi
1285,schleifen::V,гуранздах,hogi
1286,schneiden::V,огтлох,torri
1287,rütteln::V,холхнулах,ysgytio
1288,schütteln::V,сэгсрэх,siglo
1289,schütteln::V,сэгсрэх,ysgwyd
1290,schwenken::V,дэвэх,siglo
1291,schwenken::V,даллах,siglo
1292,schütten::V,цутгах,tywallt
1293,schütten::V,аягалах,tywallt
1294,füllen::V,дүүргэх,llenwi
1295,einwickeln::V,боох,lapio
1296,einwickeln::V,ороох,lapio
1297,tragen::V,авчрах,cludo
1298,schleppen::V,чирэх,llusgo
1299,ziehen::V,татах,tynnu
1300,aufbewahren::V,хадгалах,cadw
1301,werfen::V,хаях,taflu
1302,werfen::V,шидэх,taflu
1303,fangen::V,барих,dal
1304,packen::V,шүүрэх,cipio
1305,packen::V,шүүрэх,crafangu
1306,verstecken::V,нуух,celu
1307,verstecken::V,нуух,cuddio
1308,teilen::V,хуваах,rhannu
1309,schicken::V,илгээх,anfon
1310,schicken::V,явуулах,anfon
1311,bringen::V,авчрах,dod â
1312,bringen::V,аваачих,dod â
1313,hinzufügen::V,нэмэх,chwanegu
1314,bekommen::V,хүлээн авах,cael
1315,erhalten::V,хүлээн авах,derbyn
1316,nehmen::V,авах,cymryd
1317,wählen::V,сонгох,dewis
1318,auswählen::V,шилэх,dethol
1319,bewahren::V,гамнах,cadw
1320,behindern::V,саад хийх,atal
1321,behindern::V,саад хийх,rhwystro
1322,behindern::V,тотгор болох,atal
1323,behindern::V,тотгор болох,rhwystro
1324,verderben::V,эвдэх,difetha
1325,beschädigen::V,гэмтээх,niweidio
1326,zerbrechen::V,хагалах,torri
1327,zerbrechen::V,хага цохих,torri
1328,zerreißen::V,урах,rhwygo
1329,zerstören::V,эвдэх,dinistrio
1330,zerstören::V,сүйтгэх,dinistrio
1331,verbrennen::V,шатаах,llosgi
1332,geben::V,өгөх,rhoi
1333,reichen::V,өгөх,estyn
1334,reichen::V,дамжуулах,estyn
1335,schenken::V,бэлэглэх,rhoddi
1336,versprechen::V,амлах,addo
1337,wünschen::V,ерөөх,dymuno
1338,loben::V,магтах,canmol
1339,loben::V,сайшаах,canmol
1340,küssen::V,озох,cusanu
1341,küssen::V,үнсэх,cusanu
1342,wiegen::V,бүүвэйлэх,siglo
1343,zudecken::V,хучих,gorchuddio
1344,zudecken::V,бүтээх,gorchuddio
1345,wecken::V,сэрээх,deffro
1346,zeigen::V,үзүүлэх,dangos
1347,führen::V,хөтлөх,arwain
1348,lehren::V,заах,dysgu
1349,unterrichten::V,сургах,hyfforddi
1350,aufziehen::V,өсгөх,dod i fyny
1351,aufziehen::V,хүмүүжүүлэх,dod i fyny
1352,leiten::V,удирдах,arwain
1353,antreiben::V,шамдуулах,annog
1354,lassen::V,-уулах,gadael
1355,einladen::V,залах,gwahodd
1356,vereinigen::V,нэгтгэх,uno
1357,vereinigen::V,нэгтгэх,cyfuno
1358,vereinigen::V,хамтруулах,uno
1359,vereinigen::V,хамтруулах,cyfuno
1360,besuchen::V,зочлох,ymweld â
1361,treffen::V,учрах,cwrdd
1362,treffen::V,учрах,cyfarfod
1363,treffen::V,дайралдах,cwrdd
1364,treffen::V,дайралдах,cyfarfod
1365,sich versammeln::V,хуралдах,casglu
1366,sich versammeln::V,хуралдах,cynnull
1367,spielen::V,наадах,chwarae
1368,singen::V,дуулах,canu
1369,tanzen::V,бүжиглэх,dawnsio
1370,sich trennen::V,салах,ymwahanu
1371,verlassen::V,хаях,gadael
1372,retten::V,гэтэлгэх,achub
1373,bewachen::V,сахих,gwarchod
1374,schützen::V,хамгаалах,noddi
1375,verteidigen::V,хамгаалах,amddiffyn
1376,sich schlagen::V,зодолдох,ffraeo
1377,sich schlagen::V,зодолдох,terfysgu
1378,schießen::V,харвах,saethu
1379,schießen::V,буу буудах,saethu
1380,siegen::V,ялах,ennill
1381,ärgern::V,уурлуулах,cythruddo
1382,ärgern::V,уур хүргэх,cythruddo
1383,schlagen::V,цохих,curo
1384,treten::V,өшиглөх,cicio
1385,stechen::V,хатгах,pigo
1386,stoßen::V,ёврох,gwthio
1387,stoßen::V,нудрах,gwthio
1388,stehlen::V,хулгайлах,dwyn
1389,stehlen::V,хулгайлах,lladrata
1390,stören::V,саад болох,aflonyddu
1391,belästigen::V,зовоох,trafferthu
1392,belästigen::V,амраахгүй байх,trafferthu
1393,verbergen::V,нуух,cuddio
1394,verbergen::V,далдлах,cuddio
1395,täuschen::V,мэхлэх,twyllo
1396,betrügen::V,хуурах,hocedu
1397,töten::V,алах,lladd
1398,wohnen::V,суух,byw
1399,wohnen::V,амьдрах,byw
1400,arbeiten::V,ажиллах,gweithio
1401,arbeiten::V,хөдөлмөрлөх,gweithio
1402,sammeln::V,түүх,casglu
1403,sammeln::V,хураах,casglu
1404,pflücken::V,түүх,casglu
1405,jagen::V,агнах,hela
1406,jagen::V,гөрөөлөх,hela
1407,fischen::V,загасчлах,pysgota
1408,fischen::V,загас барих,pysgota
1409,fassen::V,барих,dal
1410,hüten::V,маллах,bugeilio
1411,hüten::V,хариулах,bugeilio
1412,treiben::V,туух,gyrru
1413,anbinden::V,уях,clymu
1414,füttern::V,тэжээх,porthi
1415,melken::V,саах,godro
1416,hacken::V,цавчих,torri
1417,gießen::V,услах,dyfrhau
1418,reifen::V,боловсрох,aeddfedu
1419,zubereiten::V,бэлдэх,coginio
1420,kochen::V,чанах,berwi
1421,backen::V,жигнэх,pobi
1422,backen::V,жигнэх,crasu
1423,braten::V,шарах,ffrio
1424,braten::V,хайрах,ffrio
1425,umrühren::V,хутгах,cyffroi
1426,stricken::V,нэхэх,gwau
1427,stricken::V,сүлжих,gwau
1428,nähen::V,оёх,gwnïo
1429,färben::V,будах,lliwio
1430,reinigen::V,арилгах,glanhau
1431,reinigen::V,цэвэрлэх,glanhau
1432,waschen::V,угаах,golchi
1433,abwischen::V,арчих,sychu
1434,spülen::V,зайлах,streulio
1435,fegen::V,хамах,ysgubo
1436,fegen::V,шүүрдэх,ysgubo
1437,kehren::V,шүүрдэх,ysgubo
1438,kehren::V,туужуудах,ysgubo
1439,baden::V,усанд орох,cael bath
1440,sich waschen::V,биеэ угаах,ymolchi
1441,ausziehen::V,тайлах,tynnu
1442,anziehen::V,өмсөх,gwisgo
1443,sich anziehen::V,хувцаслах,ymwisgo
1444,kämmen::V,самнах,cribo
1445,schmücken::V,гоёх,harddu
1446,schmücken::V,гоёх,addurno
1447,schmücken::V,чимэх,harddu
1448,schmücken::V,чимэх,addurno
1449,sagen::V,гэх,dweud
1450,sagen::V,хэлэх,dweud
1451,sprechen::V,ярих,llefaru
1452,sprechen::V,өгүүлэх,llefaru
1453,reden::V,хэлэх,siarad
1454,reden::V,хөөрөлдөх,siarad
1455,sich unterhalten::V,ярилцах,sgwrsio
1456,fragen::V,асуух,gofyn
1457,bitten::V,гуйх,gofyn am
1458,erzählen::V,өгүүлэх,dweud
1459,mitteilen::V,дуулгах,cyfleu
1460,mitteilen::V,мэдээлэх,cyfleu
1461,nennen::V,нэрлэх,enwi
1462,rufen::V,дуудах,galw
1463,prahlen::V,бардах,brolio
1464,prahlen::V,бардах,ymffrostio
1465,prahlen::V,сайрхах,brolio
1466,prahlen::V,сайрхах,ymffrostio
1467,übersetzen::V,орчуулах,cyfieithu
1468,denken::V,санах,meddwl
1469,glauben::V,итгэх,credu
1470,glauben::V,итгэх,coelio
1471,bemerken::V,ажих,sylwi
1472,bemerken::V,ажиглах,sylwi
1473,erkennen::V,таних,adnabod
1474,begreifen::V,ойлгох,amgyffred
1475,verstehen::V,мэдэж авах,deall
1476,lernen::V,сурах,dysgu
1477,wissen::V,мэдэх,gwybod
1478,sich erinnern an::V,дурсах,cofio
1479,vergessen::V,мартах,anghofio
1480,messen::V,хэмжих,mesur
1481,zählen::V,тоолох,cyfrif
1482,rechnen::V,тооцоох,cyfrifo
1483,lesen::V,унших,darllen
1484,malen::V,зурах,peintio
1485,zeichnen::V,дүрслэн бичих,tynnu
1486,schreiben::V,бичих,ysgrifennu
1487,besitzen::V,эзэмших,meddu
1488,kaufen::V,худалдан авах,prynu
1489,verkaufen::V,худалдах,gwerthu
1490,bezahlen::V,төлөх,talu am
1491,zahlen::V,төлөх,talu
